REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
1,28,2,179,2,2,37,2,3,96,2,6,Z20,1,39,24,1,541,36,1,12,97,,,2,,,,2,,564.6169
1,28,2,188,3,2,20,2,11,97,1,4,Z20,1,89,36,1,541,26,2,,,10,2000,1,24250,4,,2,,564.6173
1,28,2,198,4,2,35,2,6,97,2,2,389,1,46,24,1,541,40,2,,,5,1999,2,,,,1,500,564.6129
1,28,2,214,3,2,23,1,10,97,1,6,Z20,1,82,24,1,541,12,2,,,4,1999,1,34000,4,,2,,564.615
1,28,2,218,2,2,37,2,5,98,2,6,Z20,1,39,24,1,541,60,2,,,5,2000,1,30000,1,132500,1,27500,571.7633
1,28,2,222,2,1,40,2,3,96,2,6,985,6,96,24,1,985,60,1,9,98,,,1,75600,3,40000,1,33390,571.7633
1,28,2,229,3,2,23,2,1,98,2,4,532,1,39,24,1,541,10,2,,,12,1999,1,33000,1,,1,1000,601.4387
1,28,2,232,3,1,34,2,11,97,1,2,611,1,89,24,1,759,36,2,,,11,1999,1,63000,4,,2,,601.4387
1,28,2,235,3,2,47,2,7,98,1,4,Z20,1,80,24,1,541,24,2,,,7,2000,1,12000,4,30000,1,1000,601.4387
1,29,1,243,3,2,28,1,4,96,1,7,Z20,1,39,88,1,541,30,2,,,88,8888,2,,,,2,,197.5694
1,29,1,242,2,2,42,1,12,97,2,6,Z20,1,39,24,1,541,10,2,,,12,1999,1,10000,1,,2,,197.5694
1,29,1,265,3,2,29,1,4,96,1,3,Z20,1,82,88,1,541,20,2,,,4,2000,1,33000,1,,2,,197.5692
1,29,1,269,2,2,45,2,3,96,2,2,Z20,1,47,24,1,541,60,2,,,3,1999,1,120000,4,,2,,197.5692
1,29,1,270,3,2,25,1,3,96,1,4,Z20,1,47,88,1,541,48,2,,,12,1998,1,16000,1,,2,,197.5692
1,29,1,271,1,1,48,1,5,97,2,6,611,1,47,24,1,541,48,2,,,3,1999,1,60000,1,,2,,197.5692
1,29,1,271,2,2,45,1,5,97,2,6,Z20,1,47,24,1,541,48,2,,,3,1999,2,,,,2,,197.5692
1,29,1,276,4,2,37,1,5,96,2,4,Z20,1,94,88,1,541,36,2,,,88,8888,1,30000,4,,2,,197.5692
1,29,1,278,3,1,23,1,5,97,2,6,999,6,96,88,1,79,60,2,,,5,1999,1,15000,1,,2,,197.5694
1,29,1,278,3,1,25,2,5,98,1,6,Z30,6,96,88,1,549,48,2,,,88,8888,1,5000,3,5000,1,3500,197.5694
1,29,1,278,2,2,63,1,4,97,2,2,791,6,96,88,1,625,60,2,,,88,8888,1,90000,1,,2,,197.5694
1,29,1,291,2,2,29,1,3,98,2,3,412,4,47,88,1,541,4,2,,,88,8888,1,10000,1,,2,,215.5301
1,29,1,298,4,1,34,2,3,98,2,6,981,1,35,10,1,981,24,2,,,1,1999,1,42000,1,,2,,215.5301
1,29,1,306,4,1,30,1,6,98,2,7,Z90,1,81,88,1,999,3,2,,,88,8888,1,16800,1,,2,,197.5692
1,29,1,313,1,2,48,2,8,96,2,5,Z20,1,83,24,1,541,26,2,,,88,8888,2,,,,2,,197.5692
1,29,1,314,1,1,33,1,3,98,2,7,611,1,81,88,1,954,6,2,,,88,8888,1,13000,1,,2,,197.5692
1,29,1,324,3,1,32,2,12,97,2,7,611,1,56,24,1,954,34,2,,,12,1999,1,15000,1,,2,,197.5692
1,29,1,365,3,2,47,1,9,97,2,4,Z20,1,47,36,1,541,48,2,,,9,1999,1,17000,1,,2,,198.526
1,29,1,372,3,2,23,1,6,97,1,6,Z20,1,39,24,1,541,15,2,,,88,8888,1,12000,1,,2,,198.526
1,29,1,381,2,1,29,1,10,94,2,4,611,1,50,88,1,949,48,2,,,88,8888,1,20000,1,,2,,206.2457
1,29,1,382,3,2,31,1,12,96,1,4,Z20,1,15,18,1,541,18,1,6,98,,,2,,,999999,1,3000,206.2457
1,29,1,384,3,2,27,1,6,96,1,6,Z20,1,47,24,1,541,60,2,,,3,1999,1,10000,1,,2,,206.2457
1,29,1,384,3,2,25,1,6,96,1,6,Z20,1,47,24,1,541,48,2,,,3,1999,1,10000,1,,2,,206.2457
1,29,2,389,3,2,25,1,2,97,1,4,621,1,50,24,1,759,20,2,,,2,1999,1,8000,1,,2,,410.1929
1,29,2,397,2,2,28,1,8,96,2,6,Z20,1,89,24,1,541,2,1,10,96,,,2,,,,2,,410.1941
1,29,2,399,2,2,30,1,7,96,2,4,Z20,1,82,36,1,541,27,2,,,1,1999,1,20000,4,,2,,410.1941
1,29,2,402,1,2,24,2,4,97,1,4,Z20,1,57,12,1,541,36,2,,,11,1998,2,,,,2,,410.1941
1,29,2,408,3,2,22,1,12,96,1,4,Z20,1,82,24,1,541,22,2,,,3,1999,1,11000,1,,1,1500,410.1941
1,29,2,410,4,2,33,1,11,96,2,4,Z20,1,57,24,1,541,16,1,3,98,,,2,,,,2,,410.1929
1,29,2,424,3,2,35,1,7,97,1,4,Z20,1,82,88,1,541,60,2,,,88,8888,2,,,,2,,410.1943
1,29,2,424,3,2,30,1,9,94,1,3,Z20,1,82,88,1,541,48,2,,,88,8888,2,,,,2,,410.1943
1,29,2,432,3,2,35,2,9,98,1,7,Z20,1,47,88,1,541,60,2,,,88,8888,2,,,50000,2,,410.1943
1,29,2,432,3,2,28,1,4,95,1,7,Z20,1,47,88,1,541,41,2,,,88,8888,1,12000,1,,2,,410.1943
1,29,2,432,3,2,26,1,4,96,1,7,Z20,1,47,88,1,541,29,2,,,88,8888,1,12000,1,,2,,410.1943
1,29,2,432,3,2,24,1,9,98,1,7,Z20,1,47,88,1,541,1,2,,,88,8888,2,,,,2,,410.1943
1,29,2,433,2,2,26,2,6,98,2,4,Z20,1,10,24,1,541,48,2,,,6,2000,1,21000,4,5000,1,12000,410.1928
1,29,2,436,4,2,30,2,3,98,2,4,Z20,1,35,88,1,541,36,2,,,88,8888,1,12000,1,35000,2,,410.1928
1,29,2,437,2,2,46,5,3,97,2,7,412,6,96,12,1,329,60,2,,,3,1999,1,144000,4,,2,,410.1928
1,29,2,454,3,2,24,2,9,97,1,6,389,1,82,24,1,541,40,2,,,88,8888,1,16000,1,,2,,447.4821
1,29,2,454,3,1,22,1,1,98,1,6,959,1,50,12,1,981,8,2,,,12,1998,1,54000,1,,2,,447.4821
1,29,2,456,3,2,22,1,8,97,1,7,201,4,56,88,2,,,2,,,88,8888,2,,,,2,,447.4821
1,29,2,456,6,2,3,1,8,97,1,0,Z90,4,56,16,2,,,2,,,12,1998,,,,,,,529.8601
1,29,2,462,3,1,23,2,7,98,1,3,621,1,78,24,1,959,28,2,,,12,1998,1,9000,1,,2,,410.1923
1,29,2,466,3,1,30,1,2,95,2,4,621,1,81,24,1,552,24,1,1,97,,,2,,,,2,,410.1923
1,29,2,488,3,2,25,2,6,96,1,7,Z30,1,89,24,1,859,44,1,6,98,,,2,,,20000,2,,410.1894
1,29,2,489,2,2,29,1,10,95,2,5,Z20,1,39,24,1,541,24,1,10,97,,,2,,,,2,,410.1894
1,29,2,490,3,2,31,3,8,98,1,4,Z20,1,9,22,1,532,57,2,,,6,2000,2,,,,1,2500,410.1894
1,29,2,493,3,1,24,1,12,93,1,3,621,1,82,24,1,643,9,1,8,94,,,2,,,,2,,410.1932
1,29,2,495,4,2,23,1,8,97,2,3,621,1,82,24,1,541,13,2,,,10,1998,1,12000,1,,2,,410.1932
1,29,2,496,3,2,36,1,7,98,4,4,621,1,57,24,1,541,3,2,,,7,2000,1,2000,1,,2,,410.1932
1,29,2,510,3,2,24,3,2,98,1,4,Z20,1,39,22,1,541,54,2,,,3,1999,1,24000,4,,2,,410.1932
1,29,2,512,6,1,25,5,4,98,1,7,Z30,1,35,10,1,982,50,2,,,3,1999,2,,,,2,,410.1932
1,29,2,525,2,2,24,2,9,98,2,2,Z20,1,89,12,1,541,36,2,,,88,8888,1,100000,4,50000,2,,447.483
1,29,2,540,2,1,38,5,4,98,2,7,29,1,89,10,1,29,44,2,,,3,1999,1,100000,1,200000,2,,422.6248
1,29,2,548,3,2,31,1,12,97,2,2,Z20,1,82,24,1,541,9,2,,,12,1999,2,,,,2,,492.2323
1,29,2,557,3,1,26,2,6,98,1,5,611,1,96,24,1,981,22,2,,,6,2000,2,,,,2,,447.4828
1,29,2,558,3,1,21,1,3,96,1,4,621,1,81,36,1,954,31,2,,,3,1999,2,,,,2,,447.4828
1,29,2,580,3,1,24,1,1,98,1,5,621,1,96,24,1,981,9,2,,,1,2000,2,,,,2,,410.1934
1,29,2,586,2,2,42,1,6,98,2,2,621,1,35,24,1,541,34,2,,,6,2000,2,,,75000,2,,410.1934
1,29,2,587,2,2,49,2,7,98,2,2,621,1,81,24,1,541,35,2,,,7,2000,2,,,50000,2,,410.1934
1,29,2,589,2,2,30,1,5,98,2,4,Z20,1,89,24,1,551,24,2,,,4,1999,1,63000,1,30000,2,,410.1932
1,29,2,591,2,1,39,1,6,97,2,4,211,1,81,30,1,979,27,1,4,98,,,1,48000,4,30000,2,,410.1932
1,29,2,594,6,2,35,2,7,98,1,3,Z20,1,94,24,1,541,60,1,7,98,,,2,,,999999,2,,410.1932
1,29,2,596,2,2,36,3,8,98,2,4,Z20,1,82,24,1,541,60,2,,,7,1999,1,24000,1,10000,2,,410.1932
1,29,2,597,2,1,37,1,7,97,2,2,954,1,15,24,1,954,24,2,,,88,8888,1,14000,1,,2,,410.1932
1,29,2,599,2,2,33,1,8,97,2,6,Z20,1,82,24,1,541,14,2,,,8,1999,1,22580,1,,2,,410.1932
1,29,2,609,3,1,28,2,4,98,1,4,621,1,81,36,1,839,41,2,,,88,8888,1,5000,1,2000,2,,410.1952
1,29,2,611,3,2,25,1,8,98,1,4,Z20,1,82,24,1,541,20,2,,,8,1999,2,,,50000,2,,410.1952
1,33,1,627,2,1,38,2,4,98,2,4,846,1,81,24,1,846,60,2,,,7,2000,1,43000,1,8000,2,,185.6057
1,33,1,629,3,2,28,2,6,96,1,4,Z20,1,82,24,1,541,48,1,6,98,,,1,5000,4,25000,1,4000,185.6057
1,33,1,634,2,2,30,1,4,97,2,3,Z20,1,94,48,1,541,40,2,,,4,1999,2,,,,2,,185.6057
1,33,1,645,6,1,64,2,1,98,2,4,Z90,6,96,12,1,549,36,2,,,1,1999,2,,,,2,,170.1386
1,33,1,645,6,2,62,2,2,98,2,3,Z20,6,96,12,1,549,36,2,,,1,1999,2,,,,2,,170.1386
1,33,1,645,6,1,32,3,4,98,2,6,Z90,1,89,24,1,949,36,2,,,4,2000,1,45000,1,,2,,170.1386
1,33,1,645,6,2,26,1,4,97,1,7,74,1,89,36,1,949,18,2,,,5,2000,1,90000,1,,2,,170.1386
1,33,1,648,3,2,24,1,11,95,1,6,541,1,50,36,1,794,28,1,3,98,,,2,,,,2,,170.1386
1,33,1,649,4,1,36,6,9,98,2,7,Z90,1,81,24,1,23,48,2,,,12,1998,1,105000,1,25000,1,66000,170.1387
1,33,1,654,3,1,31,2,2,98,1,4,985,1,82,24,1,641,60,2,,,2,2003,2,,,,2,,170.1387
1,33,1,655,6,2,49,3,11,97,3,6,Z20,1,18,99,1,599,60,2,,,99,1999,1,83000,1,,2,,170.1387
1,33,1,669,6,2,43,2,9,98,2,2,425,1,82,24,1,541,56,2,,,9,2000,1,28000,1,60000,1,18500,170.1387
1,33,1,669,6,2,24,2,4,98,1,7,Z20,1,39,24,1,541,15,2,,,4,2000,2,,,,2,,170.1387
1,33,1,678,6,2,41,5,9,98,2,7,532,1,89,36,1,541,60,2,,,3,1999,1,50000,1,42000,1,8000,170.1387
1,33,1,689,2,2,31,1,6,97,1,7,321,1,80,7,1,321,7,1,12,97,,,2,,,,2,,170.1387
1,33,1,689,3,1,28,3,6,97,1,6,Z90,1,83,9,1,532,27,1,3,98,,,2,,,,2,,170.1387
1,33,1,691,4,1,32,2,8,98,2,6,Z90,1,81,12,1,742,24,2,,,10,1999,1,10000,4,40000,1,40000,170.1387
1,33,1,696,3,1,35,2,2,97,1,4,Z90,1,94,7,1,531,14,1,9,98,,,1,5000,1,10000,1,1500,170.1387
1,33,1,702,3,1,22,1,12,96,1,3,451,1,81,12,1,451,22,2,,,12,1998,2,,,,2,,181.697
1,33,1,713,6,1,40,2,4,97,2,6,981,1,82,24,1,532,38,2,,,2,1999,1,36000,1,,2,,170.1387
1,33,1,713,6,2,36,2,5,97,4,6,541,1,39,24,1,541,36,2,,,4,1999,1,24000,1,,2,,170.1387
1,33,1,714,2,1,44,2,11,94,2,6,848,1,81,47,1,848,47,2,,,88,8888,1,44000,1,,2,,170.1387
1,33,1,720,3,2,23,1,4,97,1,4,490,1,82,24,1,541,18,2,,,4,1999,1,7500,2,,2,,170.1387
1,33,1,725,2,1,47,2,4,98,2,3,846,1,81,12,1,846,50,2,,,4,1999,1,30000,1,,2,,170.1386
1,33,1,727,1,1,52,5,4,98,2,3,849,1,81,12,1,849,60,2,,,5,1999,1,30000,1,,2,,170.1386
1,33,1,728,3,2,43,3,99,96,1,3,541,1,81,99,1,541,60,2,,,88,8888,1,41000,1,,2,,170.1386
1,33,1,733,3,1,28,2,3,97,1,7,855,1,50,12,1,855,12,1,2,98,,,2,,,,2,,170.1386
1,33,1,734,6,2,36,1,12,97,1,4,614,1,87,36,1,541,9,2,,,1,1999,1,2000,1,,2,,170.1386
1,33,1,736,3,2,25,2,1,98,1,3,Z20,1,39,36,1,541,48,2,,,12,1998,1,11000,1,,2,,170.1386
1,33,1,737,1,1,39,2,2,97,2,4,846,1,81,20,1,846,48,2,,,2,2000,1,39000,1,,2,,170.1386
1,33,1,739,1,1,40,1,5,94,2,4,954,1,81,48,1,954,52,2,,,11,1998,1,67630,1,,1,7000,170.1386
1,33,1,745,2,1,39,2,2,96,1,4,999,1,35,36,1,999,32,2,,,2,1999,1,80000,1,,2,,170.1387
1,33,1,746,3,1,26,2,7,97,1,7,31,1,81,24,1,31,27,2,,,6,1999,2,,,,2,,170.1387
1,33,1,749,3,2,31,3,11,97,1,4,541,1,39,24,1,541,59,2,,,11,1999,1,18500,1,,2,,170.1387
1,33,1,749,3,1,24,1,9,97,1,4,611,1,35,16,1,532,12,2,,,2,1999,1,36000,1,,2,,170.1387
1,33,1,752,2,1,42,4,11,97,2,4,532,1,95,12,1,532,36,2,,,11,1998,1,48000,2,,2,,170.1387
1,33,1,762,2,2,27,2,7,98,2,6,425,1,82,24,1,541,24,2,,,88,8888,1,1350,4,,2,,212.8034
1,33,1,765,1,1,25,1,3,94,1,6,999,1,81,24,1,931,30,1,10,96,,,2,,,,2,,212.8034
1,33,1,767,1,1,52,2,8,95,2,7,Z90,1,81,24,1,811,56,1,8,97,,,2,,,999999,2,,212.8034
1,33,1,767,4,1,26,3,1,98,2,6,Z90,1,82,9,1,981,27,2,,,10,1998,1,89000,1,,2,,212.8034
1,33,2,830,3,2,23,1,9,97,1,4,Z20,1,82,24,1,541,12,2,,,10,1999,1,8000,1,,2,,437.4949
1,33,2,835,3,2,25,2,12,97,1,7,66,1,81,12,1,66,36,2,,,2,1998,1,31500,4,,1,2100,437.4949
1,33,2,855,2,2,34,2,11,96,2,4,Z20,1,39,24,1,541,58,2,,,11,1999,1,6000,3,,1,1500,477.2674
1,33,2,856,2,2,28,2,8,98,2,6,Z20,1,39,24,1,541,48,2,,,8,2000,1,6000,1,50000,1,3000,477.2674
1,33,2,862,6,2,26,1,6,97,1,7,Z90,1,81,24,1,79,16,2,,,6,1999,1,6000,3,,2,,477.2674
1,33,2,863,3,2,23,1,4,98,1,7,329,1,81,24,1,66,6,2,,,4,2000,2,,,,2,,477.2674
1,33,2,871,3,2,20,1,10,97,1,4,541,1,82,24,1,541,12,2,,,11,1999,1,3150,1,,2,,437.4943
1,33,2,907,2,2,27,2,3,96,2,4,490,1,82,24,1,541,48,1,3,98,,,2,,,,2,,477.2666
1,33,2,922,3,2,28,1,12,97,1,6,490,1,89,24,1,949,9,2,,,12,1998,1,8000,1,,2,,437.4948
1,33,2,923,3,2,28,1,8,96,1,4,Z20,1,39,24,1,541,25,2,,,2,1999,1,8000,3,,2,,437.4948
1,33,2,946,3,2,38,1,12,96,4,4,611,1,89,22,1,949,20,2,,,11,1998,1,45500,1,,2,,437.4943
1,33,2,955,3,2,38,4,8,98,1,7,136,1,39,12,1,541,58,2,,,8,1999,1,4000,3,999999,1,16500,437.4943
1,33,2,956,3,2,27,2,12,96,1,5,589,1,81,24,1,541,31,2,,,12,1998,1,17000,4,,2,,437.4943
1,33,2,957,3,2,31,3,2,98,1,7,541,1,39,24,1,541,60,2,,,2,2000,1,3000,1,,1,500,437.4943
1,33,2,971,1,1,52,4,5,97,2,7,859,1,81,15,1,700,48,1,9,98,,,1,64000,1,43000,1,45540,437.4942
1,33,2,988,2,2,28,2,9,98,2,6,Z20,1,39,24,1,541,55,2,,,9,2000,1,6000,1,40000,1,8460,437.4934
1,33,2,998,3,2,42,3,6,98,3,7,Z20,1,56,24,1,66,24,2,,,3,2000,1,11000,1,50000,2,,437.4942
1,33,2,1001,3,1,26,1,1,96,1,5,Z90,1,89,36,1,949,34,2,,,1,1999,1,28000,1,,2,,437.4942
1,33,2,1006,2,2,25,1,4,98,2,6,Z20,1,39,24,1,541,5,2,,,4,2000,1,35000,1,,2,,437.4942
1,33,2,1007,2,2,40,1,4,94,2,2,Z20,1,39,24,1,541,24,1,4,96,,,2,,,,2,,437.4942
1,33,2,1012,3,2,21,1,11,96,1,4,451,1,51,24,1,541,22,2,,,11,1998,2,,,,2,,425.5425
1,33,2,1021,3,2,27,2,12,94,1,6,Z30,1,7,88,1,541,45,2,,,88,8888,2,,,,2,,467.0027
1,33,2,1023,2,1,51,2,6,98,2,2,549,1,81,24,1,549,51,2,,,5,2000,1,50000,1,,2,,467.0027
1,33,2,1031,3,1,35,2,10,96,2,7,621,1,81,24,1,25,46,2,,,12,1998,1,64000,1,,2,,467.0027
1,33,2,1031,4,2,30,2,6,97,2,7,Z20,1,39,24,1,541,39,2,,,88,8888,1,35000,4,,2,,467.0027
1,33,2,1032,2,2,40,2,1,97,2,3,791,1,81,24,1,794,60,2,,,1,1999,1,34000,4,,2,,467.0027
1,33,2,1037,6,2,46,2,5,98,2,7,66,1,81,12,1,66,52,2,,,12,1998,1,80000,1,50000,1,4000,437.4944
1,33,2,1044,3,2,41,2,4,96,1,7,Z20,1,39,24,1,541,50,2,,,2,1999,1,27000,1,,1,5500,437.4944
1,33,2,1048,2,1,49,1,4,97,2,4,954,1,81,24,1,954,18,2,,,4,1999,1,72000,1,,2,,433.8794
1,33,2,1050,3,2,30,1,10,97,1,4,Z30,1,81,24,1,541,12,2,,,10,1999,1,8000,4,,1,2100,433.8794
1,55,1,1059,2,1,45,5,1,98,2,6,451,1,81,12,1,855,56,2,,,1,1999,1,72000,1,,2,,320.4505
1,55,1,1060,2,1,54,5,1,98,2,3,386,1,33,10,1,981,50,2,,,11,1998,1,48000,1,,2,,320.4505
1,55,1,1100,3,1,31,1,12,97,1,4,Z90,1,14,12,1,981,24,2,,,12,1998,1,29000,1,,2,,320.4506
1,55,1,1109,3,2,28,2,1,98,4,4,Z30,1,57,24,1,541,48,2,,,12,1998,1,10000,1,,1,6000,293.7462
1,55,1,1113,2,1,43,1,7,96,2,2,954,1,80,24,1,959,48,2,,,7,2000,1,40500,4,,1,5000,293.7462
1,55,1,1123,2,1,32,1,5,97,2,7,Z90,1,81,24,1,859,16,2,,,5,1999,1,5000,1,,2,,293.7469
1,55,1,1144,3,2,30,2,12,97,1,7,79,1,94,24,1,541,36,2,,,12,1999,1,42000,1,,2,,293.7461
1,55,1,1145,3,1,22,2,4,98,1,7,Z90,1,32,9,1,541,36,2,,,12,1998,1,10000,1,,2,,293.7461
1,55,1,1146,2,2,49,5,4,96,2,7,Z20,8,82,24,2,,,2,,,5,1999,2,,,,2,,293.7461
1,55,1,1150,3,2,31,1,7,94,2,7,66,6,96,48,1,66,48,2,,,88,8888,1,40000,4,,1,5000,293.7461
1,55,1,1166,3,2,33,2,8,98,1,7,31,1,96,12,1,532,60,2,,,8,1999,2,,,,2,,350.6106
1,55,1,1196,2,1,34,2,10,97,2,7,29,1,81,2,1,29,55,2,,,9,1999,2,,,84000,2,,343.1161
1,55,1,1221,2,1,52,5,10,97,2,6,Z90,1,52,10,1,981,40,1,7,98,,,1,30000,1,60000,1,4000,293.7461
1,55,1,1223,2,2,32,1,5,98,2,4,Z20,1,39,24,2,,,2,,,5,2000,1,15000,4,,2,,293.7461
1,55,1,1267,3,1,28,1,10,93,1,4,611,1,81,63,1,959,59,2,,,12,1998,1,24700,4,,2,,320.451
1,55,1,1267,3,2,33,1,99,96,4,4,626,1,39,36,1,541,25,2,,,12,1999,1,12000,4,,2,,320.451
1,55,1,1274,2,1,33,6,3,98,2,7,Z90,1,18,10,1,981,60,2,,,1,1999,1,95000,1,,2,,293.7463
1,55,1,1275,2,1,38,2,7,95,2,4,Z90,1,81,48,1,999,56,2,,,7,1999,1,36000,1,,2,,293.7463
1,55,1,1304,3,2,24,1,99,96,1,4,Z20,1,39,34,1,541,34,2,,,99,2000,1,21500,1,,2,,293.7461
1,55,1,1314,5,2,25,1,10,97,1,4,Z20,1,89,24,1,853,12,2,,,8,1999,1,71000,4,,2,,293.7461
1,55,1,1341,3,2,57,1,8,98,2,7,Z90,6,96,88,2,,,2,,,88,8888,2,,,,2,,293.7462
1,55,1,1353,3,2,40,2,1,94,1,6,Z90,1,18,60,1,541,60,2,,,12,1998,1,23000,1,,2,,293.7462
1,55,1,1358,2,2,35,1,6,97,2,7,Z20,1,39,24,1,541,16,2,,,5,1999,1,30000,1,,2,,293.7462
1,55,1,1383,2,2,37,1,6,97,2,4,Z20,1,47,88,1,541,17,2,,,6,1999,1,22000,1,,2,,320.4501
1,55,1,1387,2,2,37,2,99,97,2,4,Z20,1,54,36,1,541,36,2,,,99,2000,1,21000,1,,2,,320.4501
1,55,1,1390,3,2,35,1,3,97,1,5,Z20,1,39,36,1,541,19,2,,,99,1999,1,18000,1,,2,,320.4501
1,55,1,1390,3,2,28,1,99,97,1,7,111,1,47,88,1,541,12,2,,,99,2000,1,23000,1,,2,,320.4501
1,55,1,1401,1,1,77,2,12,95,2,4,Z40,6,96,88,2,,,2,,,88,8888,1,25000,1,,2,,297.5328
1,55,1,1408,2,2,46,2,1,96,2,6,Z90,1,51,24,1,541,60,2,,,12,1998,1,24000,4,,1,6700,293.7463
1,55,1,1412,2,1,45,5,4,98,2,6,Z90,1,96,88,1,855,60,2,,,88,8888,2,,,,1,7800,293.7463
1,55,1,1413,6,2,29,2,8,97,2,6,490,1,82,12,1,541,56,1,7,98,,,1,20000,4,40000,1,26500,293.7463
1,55,1,1414,2,1,42,3,5,98,2,7,Z90,1,81,12,1,531,50,2,,,4,1999,1,120000,1,80000,1,56400,293.7463
1,55,1,1416,3,2,26,1,7,94,1,4,490,1,57,53,1,541,51,2,,,12,1998,2,,,,1,22500,293.7463
1,55,1,1446,2,1,52,3,6,98,2,6,383,1,81,11,1,383,28,2,,,5,1999,1,60000,4,15000,1,11000,315.2821
1,55,1,1461,2,1,34,2,9,98,2,7,134,1,21,12,1,171,32,2,,,88,8888,1,80000,1,,2,,293.7468
1,55,1,1467,1,1,51,3,5,96,2,1,611,1,81,36,1,974,29,2,,,12,1998,1,20600,4,,2,,320.45
1,55,1,1469,1,1,32,1,2,98,2,4,611,1,89,12,1,949,9,2,,,12,1998,1,39000,4,,2,,320.45
1,55,1,1478,4,2,31,2,9,96,2,7,Z20,3,18,20,1,66,60,1,11,96,,,1,32000,1,,2,,406.6667
