REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
3,49,1,1629,6,2,28,3,3,97,2,4,Z90,1,52,24,2,,,2,,,88,8888,2,,,,2,,119.1281
3,49,1,1630,3,2,16,1,6,94,1,4,X20,8,52,88,2,,,2,,,88,8888,1,40000,4,,1,5000,119.1281
3,49,1,1637,3,1,41,1,2,95,3,7,611,4,96,88,1,X20,30,2,,,88,8888,1,28000,1,,1,153000,131.0409
3,49,1,1644,2,2,53,5,4,98,2,7,793,1,81,10,1,793,50,2,,,88,8888,1,75000,1,150000,1,90000,131.0409
3,49,1,1684,1,2,70,2,9,96,3,2,Z90,6,96,88,2,,,2,,,10,1998,2,,,,1,9500,102.4136
3,49,1,1693,2,2,31,1,8,97,2,6,Z20,1,81,13,1,541,12,2,,,10,1998,1,30000,4,,2,,147.421
3,49,1,1713,2,1,49,5,12,97,2,4,985,1,52,88,1,954,60,2,,,88,8888,1,120000,1,,2,,119.9685
3,49,1,1723,1,1,44,4,9,96,1,4,846,1,81,12,1,846,47,1,9,97,,,2,,,,2,,119.1281
3,49,2,1753,2,1,49,2,9,98,2,4,611,1,94,23,1,949,11,2,,,9,2000,2,,,,2,,855.3477
3,49,2,1761,2,1,41,1,3,94,2,6,611,1,81,88,1,389,54,2,,,88,8888,1,24000,1,,2,,855.3477
3,49,2,1763,3,2,26,2,5,97,1,4,621,1,39,23,1,541,51,2,,,5,1999,1,5000,1,,2,,855.3477
3,49,2,1765,3,2,30,2,12,97,1,4,402,1,89,36,1,859,34,2,,,12,2001,1,35000,4,,2,,933.1076
3,49,2,1795,3,1,28,1,9,95,1,4,621,1,89,36,1,949,36,1,9,98,,,2,,,100000,1,30000,900.2752
3,49,2,1796,3,2,35,2,6,97,4,4,Z20,1,89,11,1,551,25,1,6,98,,,2,,,50000,1,13000,900.2752
3,49,2,1840,3,2,24,3,9,95,1,6,Z30,1,81,88,1,541,36,2,,,88,8888,1,12000,4,,1,7150,933.1144
3,49,2,1863,3,1,22,2,10,96,1,7,621,1,39,24,1,981,24,2,,,10,1998,1,24000,1,,1,21500,933.1089
3,49,2,1891,3,1,31,1,11,97,2,4,846,1,81,18,1,846,12,2,,,7,1999,1,16000,4,,2,,855.3529
3,49,2,1913,2,1,42,5,6,98,2,7,Z90,1,1,10,1,981,50,2,,,4,1999,1,63000,1,84000,1,1680,951.6245
3,49,2,1921,2,1,44,1,4,94,2,4,X30,6,96,88,1,X30,48,2,,,88,8888,1,80000,4,,2,,933.1117
3,49,2,1946,3,1,31,2,8,98,2,4,999,1,81,12,1,999,12,2,,,8,1999,1,12000,4,10000,1,1000,837.6548
3,49,2,1955,3,1,25,1,3,97,2,7,Z90,1,50,19,1,949,14,2,,,8,1998,1,25000,1,11000,2,,837.6548
3,49,2,1969,3,2,24,2,8,98,1,7,Z90,1,89,12,1,949,14,2,,,8,1999,1,25000,1,11000,2,,391.0945
3,49,2,1973,4,1,32,2,8,96,2,4,611,1,50,24,1,949,60,2,,,12,1998,1,10000,1,,1,10000,391.0945
3,49,2,1986,1,1,41,5,6,97,2,4,611,1,78,12,1,973,55,2,,,10,1998,1,72000,1,,2,,391.0945
3,49,2,1998,3,2,24,2,9,97,1,2,Z90,1,39,24,1,541,54,2,,,12,1998,1,58000,1,,2,,391.0945
3,49,2,1999,3,1,34,1,3,97,1,7,Z90,1,89,24,1,949,18,2,,,3,1999,1,2000,1,,2,,391.0945
3,49,2,1999,3,2,24,1,4,97,1,6,Z90,1,89,24,1,949,17,2,,,4,1999,1,24000,1,,2,,391.0945
3,49,2,1999,3,2,24,1,4,97,1,6,Z90,1,89,24,1,949,17,2,,,4,1999,1,24000,1,,2,,391.0945
3,49,2,1999,3,2,30,1,3,97,1,6,Z90,1,81,24,1,541,18,2,,,3,1999,1,2000,1,,2,,391.0945
3,49,2,2000,3,1,30,1,1,97,1,7,Z90,1,89,24,1,X20,18,1,7,98,,,2,,,,2,,391.0945
3,49,2,2015,3,1,30,2,7,98,2,3,985,1,81,36,1,985,36,2,,,7,2000,1,7800,4,,2,,418.8804
3,8,1,1,2,1,36,5,11,97,2,6,Z90,1,96,10,1,982,60,1,8,98,,,1,48000,1,36000,2,,365.4502
3,8,1,5,3,1,28,4,6,97,1,3,612,1,81,24,1,951,48,2,,,88,8888,1,25000,4,,2,,365.4502
3,8,1,6,2,1,38,3,3,97,2,3,871,1,81,24,1,871,60,2,,,3,1999,1,48000,4,,1,3500,365.4502
3,8,1,10,2,2,31,1,12,97,2,2,560,1,82,24,1,541,4,1,3,98,,,2,,,,2,,365.4502
3,8,1,13,2,1,33,2,2,98,2,3,985,1,81,24,1,985,48,2,,,99,2000,1,30000,4,,2,,304.5435
3,8,1,14,6,1,35,2,5,97,1,6,542,1,94,24,1,532,60,2,,,5,1999,1,30000,1,,1,3000,304.5435
3,8,1,14,6,1,28,3,2,97,1,6,542,1,94,24,1,532,60,2,,,12,1998,1,30000,4,,2,,304.5435
3,8,1,20,3,1,30,1,12,97,1,4,532,1,94,24,1,560,10,2,,,12,2000,1,30000,4,,2,,304.5435
3,8,1,20,3,1,39,2,11,96,1,4,532,1,81,24,1,560,60,2,,,12,1998,1,20000,4,,2,,304.5435
3,8,1,21,2,1,43,3,7,96,2,4,Z90,1,56,24,1,985,60,2,,,1,1999,1,120000,1,,2,,304.5435
3,8,1,28,1,1,36,1,10,94,2,4,381,1,52,88,1,959,48,2,,,88,8888,1,25000,4,,2,,304.5421
3,8,1,48,1,1,49,3,2,96,2,5,841,1,81,12,1,841,36,1,2,97,,,2,,,,2,,304.542
3,8,1,56,3,2,24,1,1,97,1,6,Z10,1,39,24,1,549,21,2,,,1,1999,2,,,,2,,304.5419
3,8,1,67,1,1,31,2,11,97,2,4,954,1,80,3,1,872,27,1,3,98,,,2,,,,2,,332.2278
3,8,1,69,3,1,31,3,2,98,1,6,Z90,1,52,10,1,931,20,2,,,12,1998,2,,,,2,,332.2278
3,8,1,79,3,1,47,2,5,97,1,7,134,5,15,1,2,,,1,5,97,,,2,,,,2,,307.2447
3,8,1,86,2,1,45,2,9,98,2,4,Z90,1,82,6,1,871,17,2,,,88,8888,2,,,,2,,304.5421
3,8,1,91,3,1,26,1,12,97,1,7,62,1,81,24,1,62,9,2,,,12,1999,2,,,,2,,304.5421
3,8,1,94,1,1,28,1,8,95,1,6,872,3,52,48,1,931,33,1,4,98,,,2,,,,2,,304.5421
3,8,1,94,6,2,58,1,10,97,4,4,Z20,4,1,12,2,,,1,1,98,,,2,,,,2,,304.5421
3,8,1,94,6,2,73,2,8,98,3,2,412,4,1,88,2,,,2,,,88,8888,2,,,,2,,304.5421
3,8,1,95,2,1,40,4,7,98,2,4,872,1,81,12,1,872,48,2,,,10,1998,2,,,,1,1500,304.5421
3,8,1,96,2,2,32,2,3,98,2,7,Z90,6,96,12,1,325,24,2,,,3,1999,1,48000,1,,2,,304.5421
3,8,1,97,2,2,34,1,10,96,2,3,Z90,1,89,24,1,541,24,2,,,12,1998,1,60000,4,,2,,307.3622
3,8,1,103,2,1,39,3,2,98,2,6,79,1,94,18,1,79,60,2,,,3,1999,1,90000,4,,2,,307.3622
3,8,1,115,2,1,45,5,11,97,2,2,Z90,1,94,36,1,872,60,1,9,98,,,1,100000,4,50000,1,49000,304.5419
3,8,1,116,6,1,49,2,3,96,4,7,985,1,96,36,1,531,60,2,,,12,1999,1,72000,4,,2,,304.5419
3,8,1,122,3,1,29,2,3,98,2,4,873,1,81,24,1,873,48,2,,,3,2000,1,30000,4,,1,10000,304.542
3,8,1,122,3,1,25,2,3,98,1,6,855,1,65,12,1,855,48,2,,,3,2000,1,30000,1,,1,11500,304.542
3,8,1,122,3,1,31,3,3,98,1,6,969,1,81,24,1,871,48,2,,,6,2000,1,15000,4,20000,1,16500,304.542
3,8,1,124,1,1,40,5,5,97,2,2,985,1,81,12,1,872,11,1,6,98,,,1,30000,4,20000,1,8500,304.542
3,8,1,126,3,1,30,2,12,97,1,4,641,1,81,24,1,873,24,2,,,12,1999,1,30000,4,,2,,304.542
3,8,1,127,2,1,39,3,2,98,2,6,641,1,56,24,1,855,36,2,,,2,2000,1,60000,1,,2,,304.542
3,8,1,130,2,1,37,2,7,98,2,4,641,1,81,24,1,871,46,2,,,7,2000,1,20000,4,20000,2,,304.542
3,8,1,132,1,1,41,3,5,97,2,3,Z90,1,81,12,1,873,48,1,5,98,,,1,5000,4,10000,1,10500,304.542
3,8,1,137,3,2,25,1,12,97,1,6,332,1,57,12,1,332,45,2,,,12,1998,1,60000,1,,2,,330.2035
3,8,1,142,2,1,27,3,9,98,2,4,871,1,81,24,1,871,36,2,,,9,2000,2,,,,2,,330.2035
3,8,1,144,3,1,25,1,1,97,1,7,949,1,89,24,1,949,21,2,,,1,1999,1,48000,1,,2,,330.2035
3,8,1,154,2,1,52,5,11,97,2,4,985,1,81,24,1,874,48,2,,,11,1998,1,90000,4,,2,,332.2275
3,8,1,154,3,1,27,1,7,95,1,7,Z90,1,81,12,1,874,12,1,10,96,,,2,,,,2,,332.2275
3,8,1,154,3,1,25,1,7,96,1,7,Z90,1,81,12,1,855,12,1,7,97,,,2,,,,2,,332.2275
3,8,1,172,4,1,29,4,4,95,2,4,985,1,94,12,1,95,12,1,2,96,,,2,,,,2,,340.6698
3,8,1,178,2,1,40,5,9,98,2,7,64,1,96,10,1,83,20,2,,,7,1999,2,,,,2,,340.6698
3,8,1,197,1,1,41,5,2,96,2,6,849,1,81,24,1,849,60,2,,,3,1999,1,60000,4,,2,,331.5425
3,8,1,210,2,1,50,5,1,98,2,7,700,1,21,88,1,700,99,2,,,12,1998,1,100000,2,,2,,332.2274
3,8,1,212,2,1,52,5,12,97,2,4,954,1,81,88,1,954,60,2,,,12,1998,1,72000,1,,2,,332.2274
3,8,1,214,2,1,52,4,3,98,2,6,849,1,81,12,1,849,60,2,,,3,1999,1,120000,4,,2,,332.2274
3,8,1,227,2,2,31,1,3,98,2,4,570,1,81,24,1,570,7,2,,,3,2000,1,44000,4,,2,,304.5419
3,8,1,236,2,2,54,2,7,97,2,6,Z20,6,96,12,2,,,2,,,12,1998,2,,,,1,7000,304.5425
3,8,1,238,2,1,41,4,7,98,2,6,855,1,35,8,1,855,32,2,,,2,1999,1,60000,1,10000,1,13000,304.5425
3,8,2,245,3,2,35,1,8,97,4,4,Z90,1,51,24,1,549,24,2,,,8,1999,1,20000,4,,2,,380.2926
3,8,2,248,3,1,28,2,6,97,1,5,Z90,1,94,24,1,981,22,2,,,11,1998,1,6000,1,,2,,380.2926
3,8,2,248,1,1,51,2,8,96,2,3,985,1,81,24,1,985,48,2,,,11,1998,1,32000,1,,1,5000,380.2926
3,8,2,265,3,1,24,2,3,98,1,4,611,1,56,12,1,874,16,2,,,2,1999,1,60000,1,,2,,380.2927
3,8,2,272,6,2,60,3,5,98,3,4,Z90,6,96,88,2,,,2,,,88,8888,2,,,,2,,380.2927
3,8,2,292,3,1,36,1,4,95,1,7,137,1,89,68,1,949,54,2,,,4,1999,2,,,,1,50000,380.2924
3,8,2,292,3,2,40,1,10,96,2,7,66,1,56,88,1,66,24,2,,,10,1998,2,,,,1,4000,380.2924
3,8,2,307,5,1,26,1,6,98,1,6,79,1,81,12,1,94,12,2,,,6,1999,1,20000,4,,2,,414.8645
3,8,2,314,2,1,37,1,7,98,2,6,859,1,81,24,1,859,3,2,,,7,2000,1,51000,1,,2,,388.7605
3,8,2,317,2,1,30,1,2,97,2,4,859,1,81,24,1,859,20,2,,,2,1999,1,24000,4,,2,,388.7605
3,8,2,321,2,1,44,4,3,98,2,4,981,1,18,12,1,981,60,2,,,1,1999,1,144000,1,,2,,388.7605
3,8,2,322,2,1,44,4,3,98,2,6,846,1,81,12,1,846,60,2,,,3,1999,1,120000,4,,2,,388.7605
3,8,2,329,2,1,72,2,9,94,2,6,Z40,6,96,12,2,,,2,,,12,1998,2,,,,1,15000,409.4481
3,8,1,24,2,1,39,5,9,98,2,4,951,1,81,12,1,949,60,2,,,10,1999,1,20000,4,12000,1,9000,304.5435
3,8,1,159,2,1,41,2,9,98,2,7,74,1,9,12,1,872,36,2,,,10,1999,1,28000,4,120000,2,,332.2275
4,51,1,3586,2,1,35,3,3,98,2,4,985,1,81,12,1,954,42,2,,,2,1999,1,34000,4,,2,,291.8124
4,51,1,3592,3,2,23,1,8,98,1,7,311,1,89,36,1,331,2,2,,,88,8888,2,,,,2,,243.1766
4,51,1,3592,3,2,22,1,10,97,1,7,855,1,89,12,1,855,12,2,,,88,8888,1,20000,1,,2,,243.1766
4,51,1,3595,3,2,29,1,12,97,1,7,79,1,81,12,1,79,12,2,,,12,1998,2,,,,2,,243.1766
4,51,1,3598,3,1,34,3,3,98,1,7,325,1,95,10,1,532,30,2,,,88,8888,2,,,,1,10000,243.1766
4,51,1,3607,3,2,22,2,10,95,1,3,171,1,57,36,1,171,42,1,9,98,,,2,,,,1,10500,265.284
4,51,1,3643,3,2,35,3,8,98,1,6,79,1,39,12,1,79,49,2,,,1,2000,1,10000,1,150000,1,10000,243.1771
4,51,1,3685,2,1,66,4,10,97,2,4,423,1,1,11,1,981,48,2,,,10,1998,1,68000,1,,1,52000,243.177
4,51,2,3713,2,2,39,2,7,97,2,2,Z20,1,51,36,1,541,21,2,,,88,8888,1,24000,1,,2,,235.394
4,51,2,3744,6,2,75,3,6,98,3,2,Z20,4,96,6,2,,,2,,,12,1998,2,,,,2,,258.9331
4,51,2,3875,2,2,43,1,1,97,2,1,Z20,1,82,21,1,541,21,2,,,1,1999,1,53000,1,,2,,235.394
4,59,1,5804,3,1,32,6,6,98,1,7,22,1,39,6,1,22,15,2,,,88,8888,1,6000,1,8000,2,,80.2175
4,59,1,5845,2,1,56,5,8,97,2,7,982,1,43,10,1,982,50,1,6,98,,,1,108000,1,70000,2,,87.5101
4,59,1,5857,2,1,32,5,9,97,2,7,Z90,1,82,12,1,42,50,1,9,98,,,1,105825,2,129000,2,,80.2175
4,59,1,5875,3,2,38,3,1,96,2,7,66,1,81,12,1,66,40,1,4,98,,,2,,,,2,,82.526
4,59,1,5877,2,1,45,5,2,98,2,7,Z90,1,52,8,1,42,48,2,,,10,1998,1,240000,1,,2,,82.526
4,77,1,6163,1,2,27,1,12,96,1,7,Z90,1,96,88,1,66,20,2,,,88,8888,1,20000,1,,2,,129.9907
4,77,1,6167,3,2,30,1,4,96,1,6,Z90,1,82,88,1,541,28,2,,,88,8888,1,15000,1,,2,,129.9907
4,77,1,6169,3,2,30,2,12,97,1,6,451,1,89,24,1,541,45,2,,,12,1998,1,18000,1,,1,7000,129.9907
4,77,1,6169,3,2,22,1,2,98,1,6,451,1,89,5,1,541,5,1,7,98,,,2,,,,1,3000,129.9907
4,77,1,6171,4,2,25,1,12,94,1,5,Z90,1,39,88,1,541,31,1,6,97,,,2,,,,2,,129.9907
4,77,1,6182,2,2,34,2,1,96,1,3,541,1,82,24,2,,,2,,,1,1999,1,4000,3,,2,,129.9907
4,77,1,6197,3,1,38,2,10,96,2,7,631,1,81,88,1,131,24,2,,,88,8888,1,69000,1,,2,,128.3242
4,77,2,6305,3,1,28,1,6,96,1,4,Z90,1,81,24,1,949,24,1,7,98,,,1,999999,3,15000,2,,221.845
4,77,2,6305,3,1,26,2,3,97,1,4,Z90,1,81,24,1,949,43,2,,,3,1999,1,999999,3,,2,,221.845
4,77,2,6305,3,2,24,1,5,96,1,4,Z90,1,82,29,1,541,29,2,,,10,1998,1,999999,3,,2,,221.845
4,77,2,6332,1,1,50,8,1,98,2,7,135,1,81,6,1,549,60,2,,,10,1998,2,,,,1,11500,181.5095
4,77,2,6333,2,2,31,1,8,97,2,6,Z20,1,39,24,2,,,2,,,8,1999,1,90000,1,,2,,181.5095
4,77,2,6358,3,2,33,2,8,96,1,7,Z50,1,46,88,1,593,56,2,,,12,1998,1,30000,1,,1,,185.169
4,77,2,6359,2,1,35,1,7,98,2,5,985,1,81,24,1,989,2,2,,,7,1999,1,10000,1,,2,,185.169
4,53,1,4149,2,2,36,2,8,97,2,4,Z20,1,89,12,1,54,24,1,9,98,,,1,44500,4,20000,2,,194.1045
4,53,1,4178,2,2,30,1,7,94,2,7,X20,4,89,2,1,139,19,1,10,94,,,2,,,,2,,211.7502
4,53,1,4193,2,1,36,5,3,97,2,6,370,1,96,12,1,370,58,1,8,98,,,1,416000,1,300000,2,,177.8054
4,53,1,4196,2,1,33,10,7,98,2,4,954,1,81,24,1,954,2,2,,,7,2000,2,,,,2,,177.8054
4,53,1,4198,2,2,42,4,12,97,2,6,386,1,18,12,1,541,55,1,12,97,,,1,10500,1,,2,,177.8054
4,53,1,4213,2,1,30,2,12,97,2,4,779,1,50,12,1,949,1,2,,,12,1998,2,,,,2,,211.7501
4,53,1,4253,3,1,27,20,6,98,1,7,22,1,57,24,1,22,26,2,,,8,2000,1,40000,1,30000,1,15000,194.1044
4,53,1,4324,3,2,25,1,4,97,1,7,325,1,89,18,1,332,17,2,,,11,1998,1,20000,1,,2,,233.3577
4,53,2,4448,3,1,21,1,9,97,1,7,532,1,81,24,1,532,12,2,,,10,1999,1,2000,4,,1,3000,433.7345
4,53,2,4448,3,2,20,1,9,98,1,3,Z30,1,82,24,1,541,12,2,,,10,1999,1,2000,4,,1,5000,433.7345
4,53,2,4481,4,1,38,20,1,97,2,3,959,1,57,48,1,959,60,2,,,12,1998,1,64000,1,,2,,446.2589
4,53,2,4481,3,2,38,2,1,97,2,3,541,1,57,48,1,541,58,2,,,12,1998,1,20000,1,,2,,446.2589
4,53,2,4520,1,1,44,1,9,95,2,4,974,1,81,24,1,974,30,1,5,98,,,1,35000,5,35000,1,42200,334.6945
4,53,2,4566,3,2,30,2,5,94,1,7,Z20,1,39,88,1,541,12,1,12,95,,,1,15000,1,,1,4000,365.1211
4,52,1,3944,2,2,47,2,6,96,2,6,791,1,53,24,1,541,58,2,,,9,1998,1,35000,1,,2,,274.9033
4,52,1,3952,3,2,35,1,1,94,1,7,66,1,89,60,1,949,60,2,,,1,1999,1,40000,1,,2,,229.0862
4,52,1,3975,3,1,36,5,12,97,4,6,Z90,1,999,10,1,984,50,2,,,10,1998,2,,,,1,60000,234.8925
4,52,1,3975,3,1,32,2,5,98,1,6,631,1,999,10,1,981,13,2,,,6,1999,1,1500,1,,2,,234.8925
4,52,1,3975,3,1,29,1,3,98,1,6,Z90,1,999,10,1,981,6,2,,,11,1998,1,6000,1,,2,,234.8925
4,52,2,4005,3,2,26,2,1,98,1,4,532,1,39,12,1,541,40,2,,,12,1998,1,33500,1,,1,2000,843.8367
4,52,2,4007,3,1,26,1,1,98,1,5,611,1,50,12,2,,,2,,,1,1999,1,35600,1,,2,,843.8367
4,52,2,4007,3,2,24,1,3,96,1,5,451,1,57,24,1,541,22,1,1,98,,,2,,,,2,,843.8367
4,52,2,4008,3,2,26,1,8,96,1,7,66,1,46,88,1,66,25,2,,,88,8888,1,36900,1,,2,,843.8367
4,52,2,4008,3,1,23,2,9,97,1,7,Z90,1,50,12,1,749,18,1,8,98,,,1,30200,2,25000,2,,843.8367
4,52,2,4015,2,2,36,3,8,98,2,7,Z20,1,96,24,1,66,60,2,,,8,2000,1,320000,1,1000,2,,843.8372
4,52,2,4019,3,1,31,1,8,95,1,4,954,1,15,12,1,951,12,1,8,96,,,2,,,,2,,843.8372
4,52,2,4045,2,2,41,3,7,97,1,7,451,1,39,88,1,541,44,1,7,97,,,1,300000,1,,1,1700,843.8383
4,52,2,4055,3,2,42,2,6,98,4,6,Z20,1,39,24,1,541,52,2,,,99,2000,1,48000,1,,1,1000,843.8383
4,52,2,4071,3,2,25,1,12,96,1,3,Z90,1,43,48,1,541,20,2,,,12,1999,2,,,,2,,843.837
4,52,2,4073,3,2,27,2,5,97,1,4,451,1,89,36,1,541,16,1,5,97,,,1,17000,1,,2,,843.837
4,52,2,4082,2,2,38,1,2,96,2,4,Z20,1,999,32,1,541,32,2,,,2,1999,1,90000,1,,2,,843.837
4,52,2,4083,3,1,24,1,3,96,1,7,629,1,89,31,1,855,31,2,,,5,1999,1,70000,1,,2,,843.837
4,52,2,4126,2,2,29,99,2,98,2,4,Z20,1,89,99,1,541,99,2,,,6,2000,1,15000,1,,2,,843.8347
4,40,1,3252,1,1,32,5,3,98,2,6,Z90,3,66,10,1,982,50,2,,,1,1999,1,24000,1,,1,21000,92.9306
4,40,1,3298,2,1,84,1,9,96,2,7,Z40,6,18,36,2,,,2,,,9,1999,1,33600,1,,2,,92.9306
4,40,1,3310,4,1,37,4,5,98,2,5,451,1,52,10,1,981,40,2,,,3,1999,1,20000,2,,2,,92.9306
4,40,2,3336,3,1,27,2,3,98,1,4,Z90,1,81,24,1,834,30,2,,,3,2000,1,20000,1,,2,,224.3319
4,40,2,3348,2,1,41,5,8,97,2,6,849,1,35,10,1,982,45,1,6,98,,,1,49000,1,21000,1,7000,205.6373
4,40,2,3350,2,2,41,2,9,97,2,4,Z20,1,81,24,1,541,36,2,,,9,1999,1,21000,1,,1,5250,199.9251
4,40,2,3366,3,2,25,3,12,97,1,4,490,1,82,12,1,541,58,2,,,12,1998,2,,,,2,,205.6372
4,40,2,3394,2,2,35,3,4,96,2,4,Z20,1,57,25,1,541,40,1,8,98,,,1,5000,1,10000,2,,205.6373
4,40,2,3417,3,2,32,2,5,98,2,7,133,6,67,24,1,422,55,2,,,5,2000,2,,,,1,14000,205.6376
4,40,2,3418,3,1,21,1,9,97,1,7,Z30,1,999,12,1,981,12,1,9,98,,,1,26650,1,43000,1,8240,205.6376
4,40,2,3457,3,1,22,1,8,97,1,5,589,1,18,12,1,532,12,1,8,98,,,2,,,,1,22000,205.6376
4,40,2,3464,3,1,29,1,8,98,1,5,846,1,81,24,1,846,1,2,,,8,2000,2,,,,2,,205.6376
4,40,2,3466,2,1,33,1,7,98,2,4,872,1,51,24,1,872,2,2,,,7,2000,2,,,,2,,205.6376
4,40,2,3473,2,1,31,4,5,97,2,5,981,1,28,14,1,981,44,1,7,98,,,1,22000,1,28000,2,,205.6374
4,40,2,3548,2,1,46,1,1,97,2,7,552,1,80,24,1,552,20,2,,,1,1999,1,30000,1,,2,,246.7651
4,56,1,4617,2,1,34,2,8,98,2,7,451,1,18,24,1,931,19,2,,,8,1999,2,,,,2,,572.6742
4,56,1,4642,1,1,38,2,2,97,2,6,Z90,1,96,18,1,981,36,1,8,98,,,1,30000,1,70000,2,,524.9523
4,56,1,4684,1,2,68,1,10,97,3,7,Z40,4,18,6,2,,,1,4,98,,,2,,,,1,2500,524.9527
4,56,1,4685,3,2,33,2,9,98,1,6,79,1,10,24,1,541,36,2,,,88,8888,2,,,,2,,524.9527
4,56,1,4687,5,2,27,2,8,97,1,7,Z90,1,1,11,1,541,59,1,8,98,,,2,,,,1,1600,524.9527
4,56,1,4687,3,2,55,1,7,96,3,3,Z20,4,1,24,1,541,24,1,8,98,,,1,28000,1,80000,2,,524.9527
4,56,1,4699,4,2,41,1,5,97,2,4,570,1,91,88,1,570,16,2,,,88,8888,2,,,,2,,524.9523
4,56,1,4723,2,1,30,2,12,97,2,4,531,1,36,24,1,531,36,2,,,12,1999,1,47000,1,,2,,524.9526
4,56,1,4735,3,2,26,1,8,96,2,7,Z20,3,96,12,1,999,15,2,,,12,1998,2,,,,2,,524.9524
4,56,1,4744,6,2,38,5,1,98,1,7,949,1,39,8,1,541,52,1,9,98,,,2,,,,1,55000,622.5935
4,56,1,4748,3,1,36,2,9,98,2,5,621,1,83,88,1,981,48,1,9,98,,,1,28000,4,120000,1,28000,622.5935
4,56,1,4748,4,2,33,2,9,98,2,6,Z20,1,83,88,1,541,32,1,9,98,,,1,14000,4,120000,1,28000,622.5935
4,56,1,4762,2,2,71,3,12,97,2,7,134,4,96,36,1,541,36,2,,,88,8888,2,,,,2,,219.4848
4,56,1,4764,6,2,26,2,6,98,2,3,490,6,52,6,1,171,12,2,,,12,1998,2,,,,1,4500,219.4848
4,56,1,4792,3,1,38,1,1,97,4,4,779,1,39,88,1,541,19,2,,,88,8888,1,50000,1,,1,3500,219.4848
4,56,1,4813,1,1,58,2,8,97,2,7,386,6,96,88,1,386,56,2,,,99,2000,1,40000,2,,1,4500,182.9039
4,56,1,4822,2,1,35,2,1,98,2,5,954,3,57,8,1,853,36,1,9,98,,,1,53760,4,10560,2,,182.9039
4,56,1,4825,2,1,44,4,3,98,2,7,981,1,999,10,1,981,40,2,,,1,1999,1,240000,1,,2,,197.7635
4,56,1,4828,2,1,35,3,2,98,2,7,451,1,81,12,1,451,48,2,,,2,1999,1,30000,1,,1,1000,197.7635
4,56,1,4855,6,2,39,3,11,97,2,4,779,1,95,88,1,549,57,2,,,10,1998,2,,,,1,30000,210.5073
4,56,1,4855,6,1,40,3,6,98,2,5,855,1,81,24,1,985,48,2,,,6,2000,1,5000,4,40000,2,,210.5073
4,56,1,4857,6,2,60,2,9,97,2,4,779,6,18,88,2,,,2,,,88,8888,2,,,,2,,210.5073
4,56,1,4857,6,2,59,2,9,97,2,4,779,6,18,88,1,541,36,2,,,88,8888,1,54000,4,,1,6000,210.5073
4,56,1,4858,3,1,37,1,8,97,1,7,570,1,21,24,1,570,13,2,,,8,1999,1,21000,1,,1,5000,210.5073
4,56,1,4867,2,1,37,2,10,96,1,6,855,1,80,36,1,855,48,2,,,10,1999,1,32000,1,,2,,182.904
4,56,1,4894,1,1,47,5,4,98,2,5,861,1,52,10,1,861,60,2,,,3,1999,1,122000,1,,1,30000,199.5316
4,56,1,4909,2,1,41,5,2,97,2,4,Z90,1,95,10,1,139,50,1,2,98,,,2,,,,2,,182.904
4,56,1,4925,2,1,59,3,12,97,2,5,441,1,1,12,1,531,36,2,,,12,1998,1,49000,1,,2,,231.7
4,56,1,4927,6,2,40,5,8,98,4,3,Z20,1,52,12,1,541,58,2,,,99,1999,1,102000,1,100000,1,33500,231.7
4,56,2,4960,2,2,35,2,4,96,2,2,Z20,1,82,36,1,541,48,2,,,5,1999,1,24000,4,,1,16000,1073.8623
4,56,2,5004,6,1,27,1,1,98,2,6,X10,1,89,12,1,949,10,2,,,12,1999,1,45000,1,,2,,999.5733
4,56,2,5004,6,2,46,2,5,98,3,6,Z20,6,96,10,2,,,2,,,12,1999,2,,,,1,5000,999.5733
4,56,2,5007,4,1,32,3,1,98,2,7,631,1,999,10,1,982,36,2,,,11,1998,1,48000,1,,2,,1090.4422
4,56,2,5026,3,1,28,1,99,96,1,4,624,1,82,18,1,981,18,1,12,97,,,2,,,,2,,1199.485
4,56,2,5029,2,1,43,5,7,98,2,7,551,1,95,9,1,981,40,2,,,4,1999,1,20000,1,100000,1,20000,999.57
4,56,2,5041,2,1,49,3,8,98,2,3,621,1,81,88,1,971,45,2,,,88,8888,2,,,,1,15300,999.5741
4,56,2,5056,1,1,57,5,4,98,2,4,846,1,18,12,1,846,60,1,6,98,,,2,,,,2,,1374.5921
4,56,2,5056,3,1,26,1,10,96,1,6,859,1,81,24,1,389,24,2,,,10,1998,1,4000,4,,2,,1374.5921
4,56,2,5057,2,1,36,4,7,98,2,6,41,1,81,12,1,41,60,2,,,6,1999,1,23000,1,40000,1,7600,1374.5921
4,58,1,5186,2,2,44,1,2,96,2,3,794,1,94,36,1,794,31,2,,,2,1999,1,20000,4,,2,,356.8273
4,58,1,5193,3,2,38,1,9,98,1,6,801,1,51,24,1,541,5,2,,,5,2000,2,,,,2,,356.8273
4,58,1,5197,6,1,45,1,11,96,2,1,954,1,81,24,1,954,21,2,,,88,8888,1,21000,2,,2,,401.8007
