REG,HHID,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6M_DTLEFT,Q6Y_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q9USOCC,Q10_REASON,Q11_BASE,Q12_CTRY,Q13_STAY,Q14_INDWORK,Q15OCCUP,Q16_NOMONTH,Q17_RET,Q18M_DTRET,Q18Y_DTRET,Q19_REASON,Q20M_DTEXP,Q20Y_DTEXP,Q21_CASHREM,Q22_CASHAMT,Q23_MODE,Q241C_CONSUM,Q241P_CONSUM,Q242C_INVEST,Q242P_INVEST,Q243C_SAVINGS,Q243P_SAVINGS,Q244C_OTHERS,Q244P_OTHERS,Q25_RET6MOS,Q26_CASHHOME,Q27_INKIND,Q28_KINDAMT,SWGT,P6M_IND
03,322002037512303710001711302300000130287,03,03,2,27,01,09,2010,1,06,827,1,1,089,36,1,827,36,1,09,2013,2,,,2,,,,,,,,,,,1,0150000,2,,000722.9567,
03,423017037522303710001711302800000090201,07,04,2,25,01,09,2013,1,54,827,1,1,089,35,1,827,00,2,,,,08,2016,2,,,,,,,,,,,2,,2,,000722.5386,
03,423017037522303710001711302800000158002,01,01,1,28,01,05,2013,2,04,933,1,1,078,01,1,913,01,1,06,2013,3,,,2,,,,,,,,,,,1,0001000,2,,000712.4867,
03,121008037602103710001711400800300020045,02,04,2,32,01,10,2010,1,65,023,1,1,094,36,1,343,35,2,,,,10,2013,2,,,,,,,,,,,2,,2,,000722.1204,
03,121008037602103710001711400800300020045,03,04,1,31,03,10,2012,1,58,023,1,1,094,22,1,522,60,2,,,,08,2014,2,,,,,,,,,,,2,,2,,000712.0744,
03,121008037602103710001711400800300080427,03,03,2,25,02,05,2013,1,61,023,1,1,090,11,1,234,35,2,,,,04,2014,2,,,,,,,,,,,1,0020000,2,,000722.1204,
03,121008037602103710001711400800300080427,06,03,2,27,03,06,2013,2,63,023,1,1,090,11,1,235,46,2,,,,05,2014,2,,,,,,,,,,,1,0150000,2,,000722.1204,
03,221036037932103770001770500400000058004,04,02,1,30,02,11,2010,2,03,713,1,1,078,48,1,713,54,2,,,,11,2014,1,0068000,1,1,100,,,,,,,2,,2,,001691.6798,
03,121024037992103770001770600100000060061,02,03,1,27,02,02,2012,1,58,512,1,1,081,27,1,512,34,2,,,,05,2014,2,,,,,,,,,,,2,,2,,000712.8990,
03,121024037992103770001770600100000100105,02,02,1,45,02,07,2011,2,65,724,1,1,081,24,1,724,57,1,07,2013,2,,,1,0120000,5,1,070,2,020,3,010,,,1,0050000,1,0060000,000536.7622,
03,121024037992103770001770600100000110117,03,03,2,29,02,04,2010,1,53,522,1,1,057,48,1,913,59,2,,,,04,2014,1,0055000,5,1,090,,,3,010,,,2,,2,,000722.9567,
05,421326062852305050001050202100000028002,05,03,1,32,01,04,2013,1,55,721,1,1,094,25,1,723,05,2,,,,05,2015,1,0108000,5,1,065,2,035,,,,,2,,2,,000618.6679,
05,421326062852305050001050202100000090262,03,08,2,20,01,12,2012,1,06,023,2,1,036,10,1,512,09,2,,,,10,2013,1,0020000,5,1,095,,,3,005,,,2,,2,,000577.3577,
05,421326062852305050001050202100000120352,01,01,1,47,02,11,2012,2,03,721,1,1,056,25,1,721,49,2,,,,12,2014,1,0129000,5,1,090,,,3,010,,,2,,2,,000432.4115,
05,421326062852305050001050202100000160464,02,02,2,37,01,03,2013,2,04,913,1,1,051,24,1,913,06,2,,,,03,2015,1,0036000,5,1,100,,,,,,,2,,2,,000451.6478,
05,421326062852305050001050202100000170492,06,03,2,32,01,01,2010,1,68,023,1,1,094,47,1,123,44,2,,,,12,2013,1,0285000,1,1,075,2,010,3,005,4,010,2,,2,,000621.5741,
05,321318062902305050001050203300000130303,08,03,1,31,02,05,2012,2,61,023,1,1,081,24,1,829,40,2,,,,05,2014,1,0060000,1,1,060,,,3,040,,,2,,2,,000662.8586,
05,122302062842105050001050203900100098003,01,01,1,38,01,02,2011,2,65,023,1,1,081,36,1,215,31,2,,,,02,2014,1,0062000,5,1,100,,,,,,,2,,2,,000591.3916,
05,122302062842105050001050203900100128009,02,02,2,37,01,02,2012,2,04,021,1,1,051,24,1,913,19,2,,,,02,2014,1,0039000,5,1,070,2,020,3,010,,,2,,2,,000565.5613,
05,122302062842105050001050203900100210321,03,03,2,47,02,10,2012,3,61,021,1,1,094,13,1,913,48,2,,,,11,2013,1,0043000,5,1,100,,,,,,,2,,1,0016000,000482.6051,
05,121303062912105050001050204800000180108,02,02,2,59,05,07,2013,2,90,021,1,1,081,12,1,223,55,2,,,,07,2014,1,0060000,1,1,090,,,3,010,,,1,0300000,1,0048000,000360.0678,
05,321201063102305050001050305300200070216,08,08,2,50,03,04,2013,4,53,021,1,1,082,24,1,913,53,2,,,,04,2015,1,0025000,1,1,090,,,,,4,010,1,0050000,2,,000431.7927,
05,321201063102305050001050305300200190602,03,03,1,25,06,06,2013,1,65,023,1,2,012,28,1,215,59,2,,,,10,2015,1,0085000,1,1,050,2,050,,,,,1,0400000,1,0038000,000693.1397,
05,321126063692305050001050602900000110243,02,02,2,46,03,06,2012,2,62,522,1,1,082,23,1,913,60,2,,,,05,2014,1,0078000,5,1,100,,,,,,,2,,2,,000386.5526,
05,322102063552305050001050604900000170225,03,03,1,26,01,06,2012,1,06,724,1,1,094,16,1,522,15,2,,,,10,2013,1,0045000,1,1,099,,,3,001,,,2,,2,,000619.1303,
05,322102063552305050001050604900000190294,07,03,1,32,01,05,2013,3,04,741,1,1,094,36,1,741,04,2,,,,05,2016,1,0020000,2,1,100,,,,,,,2,,2,,000619.1303,
05,421103063652305050001050605500200030065,08,03,2,50,02,09,2013,1,58,023,1,1,039,22,1,513,24,2,,,,07,2015,1,0025000,5,1,100,,,,,,,2,,2,,000386.5526,
05,421103063652305050001050605500200058002,01,01,2,37,05,10,2012,2,04,023,2,1,052,11,1,515,45,1,09,2013,3,,,2,,,,,,,,,,,1,0020000,2,,000452.9981,
05,421103063652305050001050605500200140339,07,03,1,31,01,12,2012,1,65,215,1,1,081,12,1,215,09,2,,,,12,2013,2,,,,,,,,,,,2,,2,,000620.5175,
05,122227063912105050001050702100000030030,03,03,2,42,01,10,2012,2,63,021,1,1,039,88,1,913,11,2,,,,88,8888,1,0067000,5,1,100,,,,,,,2,,2,,000477.1432,
05,122227063912105050001050702100000120160,02,02,2,40,02,07,2013,2,54,021,1,1,051,22,1,913,60,2,,,,05,2015,1,0040000,5,1,100,,,,,,,1,0040000,1,0010000,000477.1432,
05,122227063912105050001050702100000130174,03,05,1,32,08,09,2013,2,55,023,1,2,094,04,1,723,48,2,,,,01,2014,1,0060000,5,1,100,,,,,,,1,0300000,2,,000653.5915,
05,122227063912105050001050702100000180246,01,01,1,45,02,05,2013,2,03,913,1,1,081,23,1,913,28,2,,,,04,2015,1,0027000,5,1,100,,,,,,,1,0075000,2,,000456.8210,
05,122227063912105050001050702100000180246,02,02,2,45,02,05,2013,2,03,021,1,1,081,23,1,913,28,2,,,,04,2015,1,0030000,5,1,100,,,,,,,1,0050000,2,,000407.1562,
05,322324064292305050001050900200000170319,04,03,2,43,02,02,2013,1,58,419,1,1,039,23,1,513,31,2,,,,01,2015,2,,,,,,,,,,,2,,2,,000452.9981,
05,122118064492105050001051101000000098001,01,01,1,31,01,03,2013,2,04,131,1,2,059,06,1,834,06,1,09,2013,2,,,2,,,,,,,,,,,1,0060000,2,,000619.1303,
05,123233064532105050001051201400200030035,04,03,2,52,01,05,2009,4,61,021,1,1,103,59,1,513,52,2,,,,04,2014,1,0006000,1,1,100,,,,,,,2,,2,,000385.6885,
05,123233064532105050001051201400200050063,02,03,2,27,01,09,2012,1,67,223,1,1,094,24,1,513,12,2,,,,09,2014,1,0030000,1,1,050,,,3,050,,,2,,2,,000622.0386,
05,322210064642305050001051202800000030067,04,03,2,43,01,10,2009,4,63,522,1,1,057,88,1,144,47,2,,,,88,8888,1,0022500,5,1,100,,,,,,,2,,1,0006000,000495.6987,
05,322210064642305050001051202800000100241,04,03,2,35,02,05,2012,4,03,023,1,1,051,24,1,913,16,2,,,,05,2014,1,0044000,5,1,090,2,010,,,,,2,,2,,000495.6987,
05,322210064642305050001051202800000110267,01,01,1,34,04,10,2012,2,55,023,1,2,083,11,1,721,43,1,09,2013,2,,,1,0096000,1,1,100,,,,,,,1,0150000,1,0006450,000679.0089,
05,323206064802305050001051302400000020027,02,03,1,30,01,09,2013,1,68,023,1,1,094,23,1,512,00,2,,,,08,2015,2,,,,,,,,,,,2,,2,,000653.5264,
05,323206064802305050001051302400000140229,07,03,1,31,02,08,2013,1,68,023,1,1,094,24,1,933,11,2,,,,08,2015,1,0050000,5,1,100,,,,,,,1,0014000,2,,000653.5264,
05,422218064882305050001051400800000020028,02,02,2,43,01,05,2009,2,04,021,1,1,051,88,1,913,52,2,,,,88,8888,1,0045500,5,1,100,,,,,,,2,,2,,000450.6352,
05,422218064882305050001051400800000190301,10,03,2,24,01,03,2012,1,06,023,1,1,081,26,1,513,18,2,,,,05,2014,1,0017000,1,1,100,,,,,,,2,,2,,000576.0632,
05,422218064882305050001051400800000190301,11,03,1,23,01,09,2013,1,03,921,1,1,081,23,1,932,00,2,,,,08,2015,2,,,,,,,,,,,2,,2,,000535.5092,
05,323120065072305050001051500700000010002,11,03,1,27,01,11,2012,2,04,642,1,1,081,36,1,714,10,2,,,,11,2015,2,,,,,,,,,,,2,,2,,000618.6679,
05,323120065072305050001051500700000100106,05,03,1,33,01,03,2013,2,04,642,1,1,081,24,1,714,06,2,,,,03,2015,1,0060000,5,1,095,,,3,005,,,2,,2,,000618.6679,
05,221311065372105050001051703900200060171,04,03,2,26,02,08,2013,1,06,516,1,1,094,07,1,513,18,2,,,,03,2014,1,0050000,1,1,099,,,3,001,,,1,0030000,1,0007000,000621.5741,
05,422315065332305050001051704900000140377,03,03,1,30,03,10,2011,1,61,313,1,1,010,26,1,313,35,2,,,,12,2013,1,0028000,5,1,100,,,,,,,2,,2,,000620.5175,
05,121126065652105160001160101600100290325,02,02,2,42,02,08,2012,2,61,419,1,1,081,25,1,734,26,2,,,,09,2014,1,0024800,5,1,100,,,,,,,1,0060000,1,0003000,000486.1443,
05,421214065772305160001160300500100030034,01,01,2,52,03,05,2011,3,02,512,1,1,081,35,1,743,50,2,,,,04,2014,1,0031500,5,1,020,,,3,080,,,2,,1,0009000,000448.9618,
05,322213065902305160001160300600100070083,02,02,2,48,02,10,2012,2,61,611,1,1,081,24,1,513,48,2,,,,10,2014,1,0018000,1,1,050,2,050,,,,,2,,1,0020000,000435.4547,
05,322213065902305160001160300600100070083,05,03,1,21,01,07,2013,2,68,832,1,2,050,06,1,834,02,2,,,,01,2014,1,0016000,1,1,100,,,,,,,2,,2,,000606.4186,
05,322213065902305160001160300600100110132,02,02,1,39,01,04,2010,2,62,341,1,1,081,47,1,522,41,2,,,,03,2014,1,0060000,1,1,100,,,,,,,2,,2,,000533.6128,
05,321202065852305160001160302400200118004,01,01,1,34,01,06,2012,2,63,241,1,1,078,17,1,412,15,2,,,,11,2013,1,0090000,1,1,100,,,,,,,2,,2,,000741.2918,
05,321202065852305160001160302400200158001,02,02,1,45,02,04,2012,2,63,411,1,1,128,41,1,522,52,2,,,,09,2015,1,0075000,1,1,100,,,,,,,1,0030000,1,0010000,000518.1182,
05,122110066042105160001160502300000080081,06,03,1,34,02,05,2013,1,06,112,1,1,081,24,1,347,33,2,,,,05,2015,1,0011000,5,1,087,,,3,013,,,2,,1,0009000,000723.6419,
05,122110066042105160001160502300000270280,11,03,2,34,02,06,2011,1,04,522,1,1,039,30,1,513,60,2,,,,12,2013,2,,,,,,,,,,,2,,2,,000727.0412,
05,122110066042105160001160502300000270280,12,03,1,31,01,11,2011,1,04,911,1,1,081,26,1,721,22,2,,,,01,2014,2,,,,,,,,,,,2,,2,,000723.6419,
05,121219066172105160001160605300100010005,06,03,1,47,02,05,2013,2,04,921,1,1,078,24,1,512,60,2,,,,05,2015,1,0003500,5,1,100,,,,,,,2,,2,,000503.7261,
05,121219066172105160001160605300100100177,04,05,2,29,02,12,2012,2,06,131,1,1,094,24,1,512,53,2,,,,12,2014,1,0018000,5,1,025,2,050,3,025,,,2,,2,,000724.0859,
05,222102066332105160001160700200000130285,04,03,2,24,01,04,2010,1,06,522,1,1,081,44,1,913,41,2,,,,12,2013,1,0033000,5,,,,,,,4,100,2,,2,,000675.3223,
05,221207066442105160001160800400100110193,03,03,2,21,01,09,2013,1,63,023,1,1,069,24,1,241,00,2,,,,09,2015,2,,,,,,,,,,,2,,2,,000691.7936,
05,221110066792105160001161200600100080192,03,03,2,33,03,04,2013,1,61,911,1,1,039,24,1,913,53,2,,,,04,2015,2,,,,,,,,,,,2,,2,,000694.6818,
05,421116066762305160001161201600100180273,08,03,1,47,05,08,2013,2,65,311,1,1,081,12,1,315,55,2,,,,08,2014,2,,,,,,,,,,,1,0200000,2,,000465.4387,
05,421116066762305160001161201600100210319,05,03,2,47,04,08,2013,1,67,223,1,1,012,35,1,223,55,2,,,,07,2016,1,0244000,1,,,2,100,,,,,1,0070000,2,,000414.8370,
05,221220066842105170001170101200200198003,06,03,2,30,01,10,2012,2,54,522,1,1,083,24,1,513,11,2,,,,10,2014,1,0030000,1,1,075,,,3,025,,,2,,1,0012000,001140.0565,
05,322220067012305170001170301500000030057,01,01,1,58,01,10,2012,2,55,611,2,1,096,88,1,913,11,2,,,,88,8888,2,,,,,,,,,,,2,,1,0040000,000402.7468,
05,322220067012305170001170301500000030057,03,02,2,57,01,10,2012,2,04,611,2,1,096,88,1,513,11,2,,,,88,8888,2,,,,,,,,,,,2,,1,0040000,000397.5913,
05,322220067012305170001170301500000030057,04,03,1,25,02,05,2013,1,67,223,2,1,096,88,1,223,33,2,,,,88,8888,2,,,,,,,,,,,1,0150000,2,,000683.1407,
05,122204067122105170001170303100000050189,03,03,2,30,02,03,2012,1,67,223,1,1,081,18,1,223,42,1,08,2013,3,,,1,0028000,1,1,075,,,3,025,,,1,0070000,1,0005000,000622.5032,
05,122204067122105170001170303100000130491,04,03,2,28,01,09,2011,1,67,023,1,1,081,26,1,223,24,2,,,,11,2013,1,0090000,1,1,100,,,,,,,2,,1,0020000,000622.5032,
05,122204067122105170001170303100000130491,05,03,2,27,01,07,2012,1,67,023,1,1,081,26,1,223,14,2,,,,09,2014,1,0090000,1,1,100,,,,,,,2,,1,0020000,000622.5032,
05,222229067332105170001170504000200100185,05,03,1,25,03,06,2013,1,58,512,2,2,096,08,1,834,24,2,,,,02,2014,1,0030000,1,1,050,2,050,,,,,2,,2,,000683.1407,
05,222229067332105170001170504000200160312,03,03,2,24,01,11,2009,1,58,522,1,1,094,88,1,512,46,2,,,,88,8888,1,0028000,1,1,090,2,010,,,,,2,,1,0020000,000637.5254,
05,123234067442105170001170600300000010032,04,03,2,29,01,11,2012,2,05,213,1,1,039,24,1,913,10,2,,,,11,2014,1,0070000,1,1,025,2,035,3,040,,,2,,2,,000679.0943,
05,421201067792305170001170901300100130219,02,02,2,52,03,12,2012,2,03,021,1,1,039,12,1,913,29,2,,,,12,2013,1,0090000,5,1,100,,,,,,,2,,1,0040000,000430.4197,
05,421201067792305170001170901300100130219,07,05,2,27,04,04,2013,2,06,131,1,1,039,08,1,913,30,2,,,,12,2013,1,0025000,2,1,100,,,,,,,2,,1,0010000,000694.1812,
05,324108067842305170001171002100000020019,06,03,2,28,01,02,2009,1,57,512,1,1,094,60,1,512,55,2,,,,02,2014,1,0030000,5,1,100,,,,,,,2,,2,,000622.0386,
05,324108067842305170001171002100000020019,07,03,2,24,01,03,2011,1,57,422,1,1,094,35,1,522,30,2,,,,02,2014,1,0030000,5,1,100,,,,,,,2,,2,,000577.7892,
05,324108067842305170001171002100000168002,06,07,2,44,05,03,2013,3,05,742,1,1,051,10,1,413,45,2,,,,01,2014,1,0066000,1,1,100,,,,,,,2,,1,0028000,000451.9854,
05,222110068362105170001171600500000010005,05,02,2,30,01,03,2013,2,58,515,1,1,094,24,1,515,06,2,,,,03,2015,1,0030500,1,1,100,,,,,,,2,,2,,000692.7026,
05,222110068362105170001171600500000040043,04,03,2,33,01,07,2013,1,61,330,1,1,094,23,1,913,02,2,,,,06,2015,1,0010000,5,1,100,,,,,,,2,,2,,000692.7026,
05,222110068362105170001171600500000160195,04,05,2,44,01,04,2013,3,06,131,1,1,081,26,1,913,05,2,,,,06,2015,1,0066000,1,1,075,2,025,,,,,2,,2,,000503.3312,
05,222110068362105170001171600500000240293,07,03,2,25,01,05,2012,1,67,223,1,1,081,24,1,223,16,2,,,,05,2014,1,0036000,1,1,100,,,,,,,2,,2,,000692.7026,
05,122118068372105170001171600600000150317,06,03,2,29,01,06,2011,1,63,422,1,1,078,88,1,512,27,2,,,,88,8888,1,0060000,1,1,040,2,060,,,,,2,,2,,000660.1048,
05,322102068382305170001171601200000040115,07,02,2,39,01,12,2012,2,53,921,1,1,039,13,1,913,09,2,,,,01,2014,1,0060000,1,1,090,,,3,010,,,2,,2,,000452.9981,
05,322102068382305170001171601200000050144,08,05,2,38,01,01,2013,2,04,911,1,1,051,25,1,513,08,2,,,,02,2015,1,0039000,1,1,080,,,3,020,,,2,,2,,000452.9981,
05,322102068382305170001171601200000110317,05,02,2,38,01,12,2010,2,57,223,1,1,081,29,1,513,29,1,05,2013,1,,,1,0035000,1,1,090,,,3,010,,,1,0020000,1,0007500,000452.9981,
05,322102068382305170001171601200000130378,04,03,1,23,03,07,2013,1,65,023,1,2,096,06,1,834,16,2,,,,01,2014,1,0080000,1,1,080,,,3,020,,,1,0050000,1,0013500,000538.3171,
05,322102068382305170001171601200000130378,05,02,2,50,01,06,2013,2,04,131,1,1,039,23,1,913,03,2,,,,05,2015,1,0015000,1,1,090,,,3,010,,,2,,2,,000386.5526,
05,121103068432105170001171601900200050104,09,03,2,33,02,07,2013,1,53,419,1,1,094,88,1,419,20,2,,,,88,8888,2,,,,,,,,,,,1,0028000,1,0003000,000685.2645,
05,121103068432105170001171601900200070149,07,03,1,39,02,01,2013,2,68,913,1,1,047,11,1,913,42,2,,,,12,2013,1,0015000,1,1,090,,,3,010,,,2,,2,,000520.6679,
05,121103068432105170001171601900200070149,08,05,2,38,01,01,2013,2,04,522,1,1,047,11,1,522,08,2,,,,12,2013,1,0015000,1,1,050,,,3,050,,,2,,2,,000497.9265,
05,225227068792105170001171800400000030045,06,03,2,31,01,06,2012,1,04,421,1,1,039,24,1,913,15,2,,,,06,2014,1,0081000,5,,,2,100,,,,,2,,2,,000622.0386,
05,225227068792105170001171800400000078001,06,03,2,23,01,05,2012,1,04,522,1,1,054,25,1,913,16,2,,,,06,2014,1,0036000,5,1,100,,,,,,,2,,2,,000577.7892,
05,225227068792105170001171800400000078001,08,08,2,46,02,12,2011,2,50,913,1,1,033,88,1,515,58,2,,,,88,8888,1,0020000,1,,,2,100,,,,,2,,1,0039500,000385.6885,
05,424117068822305170001171800800000110229,04,05,1,27,03,10,2012,2,55,723,1,1,094,14,1,723,35,2,,,,12,2013,1,0050000,1,,,2,100,,,,,2,,2,,000666.7557,
05,422211068752305170001171802700000110143,02,05,1,38,02,04,2011,2,55,723,1,1,094,24,1,723,51,1,04,2013,2,,,2,,,,,,,,,,,1,0100000,2,,000521.4924,
05,125237068722105170001171803000000010024,03,03,2,33,02,05,2011,1,06,829,1,1,089,36,1,313,31,2,,,,05,2014,1,0030000,5,1,100,,,,,,,2,,2,,000622.0386,
05,125237068722105170001171803000000010024,05,03,2,31,01,01,2013,2,61,315,1,1,094,88,1,512,08,2,,,,88,8888,1,0013000,5,1,025,2,075,,,,,2,,2,,000622.0386,
05,423208068852305170001171806600000070112,02,03,2,35,02,12,2011,2,67,222,1,1,096,88,1,222,48,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000483.5176,
05,423208068852305170001171806600000080130,07,03,2,25,01,03,2012,1,54,522,1,1,010,24,1,421,18,2,,,,03,2014,1,0020000,1,1,025,2,075,,,,,2,,2,,000665.4344,
05,321123068922305170001171903900000090152,01,01,1,51,01,08,2013,2,04,712,1,1,081,11,1,143,01,2,,,,07,2014,1,0047000,1,1,090,,,3,010,,,1,0080000,1,0060000,000433.3811,
05,423124069032305170001172000300000120298,03,03,2,27,03,06,2010,1,55,827,1,1,089,48,1,932,59,2,,,,06,2014,1,0017000,1,,,2,083,3,017,,,2,,2,,000666.9678,
05,423124069032305170001172000300000150380,04,03,2,27,01,11,2012,1,01,913,1,1,081,24,1,515,10,2,,,,11,2014,1,0006000,5,1,090,,,,,4,010,2,,2,,000666.9678,
05,323132069162305170001172200700000100195,04,05,1,28,04,09,2013,2,68,931,1,2,082,05,1,913,23,2,,,,02,2014,2,,,,,,,,,,,2,,2,,000654.0145,
05,124135069312105170001172303700000030078,06,03,2,37,02,12,2008,1,67,223,1,1,096,88,1,223,58,2,,,,88,8888,1,0062000,1,1,090,,,3,010,,,2,,2,,000451.9854,
05,124135069312105170001172303700000120292,08,03,2,43,01,10,2008,2,67,223,1,1,018,88,1,223,59,2,,,,88,8888,1,0075000,1,1,090,,,3,010,,,2,,2,,000451.9854,
05,124135069312105170001172303700000140341,03,03,2,35,01,10,2008,1,67,223,1,1,095,88,1,223,59,2,,,,88,8888,1,0067000,1,1,070,,,3,030,,,2,,2,,000451.9854,
05,124135069312105170001172303700000170412,05,03,2,34,01,11,2009,1,67,222,1,1,018,88,1,513,46,2,,,,88,8888,1,0065000,1,1,080,,,3,020,,,2,,2,,000622.0386,
05,323225069362305170001172304400100138001,04,03,1,30,02,05,2013,2,64,723,1,1,094,24,1,311,36,2,,,,05,2015,1,0060000,1,1,050,,,3,050,,,2,,2,,000675.9192,
05,121008069702105170001172400900200140349,07,03,2,27,02,09,2012,2,67,021,1,1,081,24,1,223,39,2,,,,09,2014,1,0100000,1,1,050,2,020,3,030,,,2,,2,,000745.8889,
05,321002069842305170001172401100100070199,05,03,1,27,01,08,2012,1,65,222,1,1,082,24,1,213,13,2,,,,08,2014,1,0060000,1,1,050,2,025,3,025,,,2,,2,,000742.4015,
05,223217069942105170001172500100200100157,02,03,2,33,01,05,2011,1,06,522,1,1,039,24,1,513,24,1,05,2013,2,,,2,,,,,,,,,,,1,0080000,1,0007000,000665.4344,
05,224218069922105170001172601600000200322,03,03,1,21,01,02,2013,1,55,921,1,1,094,24,1,913,07,2,,,,02,2015,1,0020000,3,1,020,,,,,4,080,2,,2,,000565.2330,
05,422128070442305170001172802500000110278,08,03,1,26,01,09,2012,2,04,516,1,1,128,23,1,712,12,2,,,,08,2014,1,0160000,1,1,095,,,3,005,,,1,0060000,1,0009500,000657.0185,
05,324210070922305170001173001600100120216,01,01,1,35,02,10,2012,2,04,512,1,2,051,88,1,512,40,2,,,,88,8888,1,0055000,1,1,090,,,3,010,,,2,,2,,000521.0562,
05,324210070922305170001173001600100170315,01,01,1,47,02,06,2012,2,04,832,1,1,081,24,1,713,36,2,,,,06,2014,1,0076000,1,1,085,,,3,015,,,2,,2,,000477.0747,
05,424225071112305170001173403500000130047,05,02,2,32,01,08,2011,2,02,515,1,1,094,31,1,515,25,2,,,,03,2014,1,0021000,5,1,100,,,,,,,2,,2,,000658.0675,
05,424225071112305170001173403500000150055,07,03,2,28,02,12,2011,1,06,522,1,1,021,88,1,522,45,2,,,,88,8888,1,0032000,5,1,100,,,,,,,2,,2,,000658.0675,
05,321228070932305170001173404100000130204,01,01,1,42,01,06,2010,2,04,832,1,1,081,88,1,721,39,2,,,,88,8888,1,0019000,5,1,080,,,,,4,020,2,,2,,000501.4177,
05,223105071022105170001173404300000020042,04,03,2,30,03,10,2012,1,06,522,1,1,089,24,1,932,47,2,,,,10,2014,1,0030000,5,1,100,,,,,,,2,,2,,000665.4344,
05,223105071022105170001173404300000060103,09,03,1,43,03,01,2013,2,55,143,1,1,078,24,1,724,59,2,,,,01,2015,1,0087000,5,1,100,,,,,,,2,,2,,000505.6008,
05,223105071022105170001173404300000180335,07,03,2,26,03,09,2013,1,63,421,1,1,082,11,1,123,37,2,,,,08,2014,1,0037000,5,1,100,,,,,,,1,0030000,1,0002500,000665.4344,
05,122006071222105200001200201800000010005,02,02,2,28,01,05,2013,2,04,021,1,1,094,24,1,913,04,2,,,,05,2015,1,0035000,5,1,043,,,,,4,057,2,,2,,000622.5032,
05,422022071382305200001200400300000010005,02,03,2,36,05,06,2013,1,67,223,1,1,051,12,1,223,55,2,,,,06,2014,1,0090000,1,1,065,,,3,035,,,1,0050000,2,,000452.3229,
05,422022071382305200001200400300000120117,03,03,1,43,04,06,2011,2,68,834,2,1,095,35,1,829,40,2,,,,05,2014,1,0060000,1,1,100,,,,,,,2,,2,,000472.9815,
05,421020071372305200001200601000000090135,02,05,1,45,01,04,2011,2,04,823,1,1,081,35,1,823,29,2,,,,03,2014,1,0031000,5,1,100,,,,,,,2,,1,0015000,000461.2390,
05,421020071372305200001200601000000100153,02,02,2,46,02,08,2012,2,04,023,1,1,089,36,1,513,60,2,,,,08,2015,1,0018000,1,1,056,,,,,4,044,2,,2,,000411.0938,
05,221028071512105200001200800600000020021,02,03,2,24,02,08,2013,1,58,512,1,1,039,23,1,512,26,2,,,,07,2015,1,0030000,1,1,090,,,3,010,,,1,0080000,1,0020000,000618.5976,
05,222015071772105200001201103900000118001,01,01,1,48,05,08,2013,2,63,023,1,1,081,11,1,241,60,2,,,,07,2014,1,0350000,1,1,030,2,020,3,045,4,005,1,0150000,1,0056000,000461.9284,
05,122104073212105410001411501500000010019,03,05,1,36,05,08,2013,2,68,023,1,2,057,07,1,723,30,2,,,,03,2014,1,0050000,1,1,060,2,020,3,020,,,2,,2,,000508.6045,
05,122104073212105410001411501500000080239,02,05,1,38,04,09,2012,2,68,023,1,2,021,09,1,314,36,1,06,2013,2,,,1,0048000,1,1,050,2,030,3,020,,,1,0135000,1,0020500,000508.6045,
05,221111073392105410001411901600000138003,02,02,2,43,02,10,2012,2,61,513,1,1,103,24,1,913,40,2,,,,10,2014,1,0060000,5,1,100,,,,,,,2,,1,0040000,000493.3588,
05,321213073842305620001620101800200030086,06,03,1,44,02,06,2012,1,05,512,1,1,081,18,1,122,30,2,,,,12,2013,1,0048000,1,1,100,,,,,,,2,,2,,000471.9226,
05,422110073922305620001620401200000020022,01,01,1,46,02,08,2013,2,55,143,1,1,081,04,1,143,53,2,,,,12,2013,1,0050000,1,1,060,2,020,3,020,,,1,0100000,1,0020000,000433.3811,
05,422225074332305620001620602900200080122,01,01,1,46,04,09,2012,2,02,143,1,1,078,12,1,143,48,1,09,2013,2,,,1,0060000,5,1,100,,,,,,,1,0012000,2,,000431.4420,
05,322125074382305620001620900200200080184,06,03,2,26,02,05,2013,4,04,023,2,1,051,36,1,913,40,2,,,,05,2016,1,0012000,5,1,100,,,,,,,2,,2,,000622.9678,
05,222118074562105620001621103300000050037,02,02,2,28,01,01,2013,2,61,235,1,1,039,24,1,913,08,2,,,,01,2015,1,0048000,5,1,100,,,,,,,2,,2,,000659.6129,
05,421210069432305620001621600600300060160,03,05,1,33,02,09,2013,2,63,516,1,1,081,36,1,315,36,2,,,,09,2016,1,0045000,1,1,100,,,,,,,1,0040000,1,0014000,000669.7227,
05,421210069432305620001621600600300078002,01,01,2,47,02,06,2011,2,65,419,1,1,018,88,1,741,54,2,,,,88,8888,1,0120000,5,1,100,,,,,,,2,,2,,000417.2051,
05,421210069432305620001621600600300080218,08,05,1,33,02,01,2012,2,68,023,1,2,057,23,1,512,32,2,,,,12,2013,1,0090000,1,1,075,,,3,025,,,2,,2,,000669.7227,
05,421210069432305620001621600600300080218,09,03,2,31,01,04,2013,1,65,214,1,1,078,12,1,214,05,2,,,,04,2014,1,0125000,1,1,050,,,3,050,,,2,,1,0021800,000672.8687,
