REG,HHID,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6M_DTLEFT,Q6Y_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q9USOCC,Q10_REASON,Q11_BASE,Q12_CTRY,Q13_STAY,Q14_INDWORK,Q15OCCUP,Q16_NOMONTH,Q17_RET,Q18M_DTRET,Q18Y_DTRET,Q19_REASON,Q20M_DTEXP,Q20Y_DTEXP,Q21_CASHREM,Q22_CASHAMT,Q23_MODE,Q241C_CONSUM,Q241P_CONSUM,Q242C_INVEST,Q242P_INVEST,Q243C_SAVINGS,Q243P_SAVINGS,Q244C_OTHERS,Q244P_OTHERS,Q25_RET6MOS,Q26_CASHHOME,Q27_INKIND,Q28_KINDAMT,SWGT,P6M_IND
01,421307001602301280001282300100000010258,11,03,2,29,02,05,2013,1,64,023,1,1,051,12,1,422,48,2,,,,05,2014,1,0020000,1,1,080,2,010,3,010,,,1,0020000,1,0032000,000517.7229,
01,421307001602301280001282301700000040051,03,03,2,34,01,02,2009,1,67,023,1,1,018,88,1,513,55,2,,,,88,8888,1,0060000,1,1,060,2,020,3,020,,,2,,2,,000517.7229,
01,421307001602301280001282301700000090111,07,03,2,32,03,04,2011,2,06,921,1,1,039,46,1,913,29,2,,,,02,2015,1,0030000,1,1,070,2,010,3,020,,,2,,2,,000517.7229,
01,421307001602301280001282301700000130204,03,03,2,35,03,04,2013,1,61,021,1,1,082,88,1,913,45,2,,,,88,8888,1,0042000,1,1,080,,,3,020,,,1,0020000,1,0017000,000457.6316,
01,421307001602301280001282301700000160245,03,03,1,35,02,04,2010,2,06,921,1,1,089,44,1,932,42,2,,,,12,2013,1,0048000,1,1,080,,,3,020,,,2,,2,,000473.5667,
01,121233001752101290001290300200000050054,07,03,2,33,01,08,2010,2,68,021,1,1,094,88,1,913,37,2,,,,88,8888,1,0060000,1,1,095,,,3,005,,,2,,2,,000518.9032,
01,121233001752101290001290300200000090105,04,05,2,33,03,07,2013,2,67,021,2,1,018,88,1,223,60,2,,,,88,8888,1,0012000,1,1,100,,,,,,,2,,2,,000518.9032,
01,121233001752101290001290300200000090105,06,05,2,32,02,01,2013,2,04,021,1,1,039,24,1,913,60,2,,,,01,2015,1,0036000,1,1,100,,,,,,,2,,2,,000518.9032,
01,121233001752101290001290300200000130154,02,02,2,52,03,04,2013,2,02,921,1,1,039,24,1,913,60,2,,,,04,2015,1,0064000,1,1,100,,,,,,,2,,2,,000387.8736,
01,121233001752101290001290300200000140166,05,03,1,27,02,04,2013,1,55,023,1,1,081,24,1,724,60,2,,,,04,2015,1,0014000,1,1,100,,,,,,,2,,2,,000516.6318,
01,121233001752101290001290300200000200243,03,03,2,26,02,02,2013,1,67,021,1,1,039,24,1,913,48,2,,,,02,2015,1,0080000,1,1,100,,,,,,,2,,2,,000518.9032,
01,421137001692301290001290303300000098007,01,01,2,50,03,12,2012,3,06,021,1,1,082,24,1,913,55,2,,,,12,2014,1,0075000,5,1,090,,,3,010,,,1,0045000,2,,000387.8736,
01,421137001692301290001290303300000120097,05,03,2,30,02,08,2013,1,63,343,1,1,081,12,1,343,14,2,,,,08,2014,1,0022000,1,1,100,,,,,,,1,0020000,1,0003000,000518.9032,
01,421137001692301290001290303300000120097,06,03,2,27,03,08,2013,1,67,223,1,1,081,12,1,223,26,2,,,,08,2014,1,0027000,1,1,090,,,3,010,,,1,0030000,1,0004000,000518.9032,
01,421137001692301290001290303300000140109,03,03,2,24,01,10,2012,1,64,522,1,1,081,25,1,913,11,2,,,,11,2014,1,0025000,5,1,090,,,3,010,,,2,,2,,000459.6706,
01,421137001692301290001290303300000190151,05,04,2,49,02,05,2010,1,53,021,1,1,082,88,1,913,50,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000387.8736,
01,421137001692301290001290303300000210168,01,01,2,63,02,05,2012,3,53,021,2,1,047,88,1,913,53,2,,,,88,8888,1,0012000,1,1,100,,,,,,,2,,2,,000326.3854,
01,421137001692301290001290303300000228006,01,01,1,42,02,11,2012,2,04,832,1,1,047,24,1,913,30,2,,,,11,2014,1,0180000,5,1,090,,,3,010,,,2,,2,,000474.6463,
01,421137001692301290001290303300000228006,02,02,2,47,03,11,2012,2,06,021,1,1,047,24,1,913,42,2,,,,11,2014,2,,,,,,,,,,,2,,2,,000387.8736,
01,421137001692301290001290303300000228006,04,03,2,19,01,11,2012,1,54,023,1,1,047,24,1,913,10,2,,,,11,2014,2,,,,,,,,,,,2,,2,,000459.6706,
01,421214001812301290001290400700000060024,09,02,1,50,04,09,2013,2,04,143,1,1,047,10,1,143,40,2,,,,07,2014,1,0142416,1,1,090,,,3,010,,,2,,2,,000374.2028,
01,421214001812301290001290400700000120048,03,03,2,46,02,06,2011,2,03,913,1,1,094,24,1,913,48,1,06,2013,2,,,1,0014000,2,1,100,,,,,,,1,0026000,1,0020000,000387.8736,
01,322234002072301290001290600100000030036,08,03,1,36,02,07,2012,1,64,921,1,1,081,21,1,724,36,2,,,,04,2014,1,0005000,3,1,100,,,,,,,2,,2,,000503.7098,
01,322234002072301290001290600100000030036,09,03,2,30,02,12,2012,1,63,421,1,1,082,36,1,913,36,2,,,,12,2015,1,0015000,1,1,100,,,,,,,2,,2,,000550.6765,
01,322234002072301290001290600100000070085,05,03,2,35,01,03,2010,2,64,021,2,1,035,88,1,913,42,2,,,,88,8888,1,0090000,1,1,100,,,,,,,2,,2,,000486.7603,
01,321331002002301290001290604000000080188,07,03,2,29,01,08,2009,1,67,023,1,1,095,88,1,913,49,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000520.8702,
01,221223002122101290001290700600000080195,03,02,1,48,05,07,2013,2,58,023,1,2,035,10,1,834,50,2,,,,05,2014,1,0040000,1,1,075,,,3,025,,,1,0086000,2,,000374.2028,
01,221223002122101290001290700600000090221,06,03,1,35,08,02,2013,2,65,023,1,2,082,06,1,215,45,1,09,2013,2,,,1,0120000,1,1,080,,,3,020,,,1,0060000,2,,000474.6463,
01,321127002142301290001290701700000090113,03,02,2,52,02,12,2012,2,06,023,1,1,010,24,1,913,34,2,,,,12,2014,1,0028000,5,1,100,,,,,,,2,,2,,000387.8736,
01,321205002192301290001290800200000040069,04,02,2,47,03,08,2013,2,04,021,1,1,057,24,1,913,36,2,,,,08,2015,2,,,,,,,,,,,1,0050000,1,0008000,000387.8736,
01,122202002222101290001290901800000010012,03,02,2,31,03,02,2013,2,06,021,1,1,054,24,1,913,32,2,,,,02,2015,1,0030000,1,1,100,,,,,,,2,,2,,000520.0834,
01,122202002222101290001290901800000020025,06,06,2,32,01,12,2011,2,04,021,1,1,103,48,1,913,21,2,,,,12,2015,1,0030000,1,1,100,,,,,,,2,,2,,000520.0834,
01,122202002222101290001290901800000030038,04,02,2,39,02,04,2011,2,04,021,1,1,103,48,1,913,60,2,,,,04,2015,1,0036000,1,1,100,,,,,,,2,,2,,000459.7180,
01,122202002222101290001290901800000040052,06,03,2,36,01,12,2008,1,06,021,1,1,035,88,1,913,57,2,,,,88,8888,1,0060000,1,1,090,,,3,010,,,2,,2,,000459.7180,
01,122202002222101290001290901800000080111,04,02,2,44,03,08,2012,2,63,021,1,1,039,24,1,913,60,2,,,,08,2014,1,0060000,1,1,080,,,3,020,,,2,,2,,000459.7180,
01,122202002222101290001290901800000130178,02,02,2,61,04,04,2012,2,04,021,1,1,039,24,1,913,60,2,,,,04,2014,1,0024000,1,1,050,,,3,050,,,2,,2,,000327.1277,
01,122202002222101290001290901800000170230,09,05,1,30,02,08,2013,2,04,921,1,1,071,06,1,931,08,2,,,,02,2014,2,,,,,,,,,,,2,,2,,000517.8068,
01,122202002222101290001290901800000180244,06,03,1,25,01,10,2011,2,03,921,1,1,057,36,1,931,23,2,,,,10,2014,1,0015000,1,1,100,,,,,,,2,,2,,000517.8068,
01,322123002272301290001291201000000058002,05,02,2,29,01,09,2010,2,02,921,1,1,057,60,1,913,36,2,,,,09,2015,1,0036000,1,1,100,,,,,,,2,,1,0005000,000518.9032,
01,122103002502101290001291500300000020017,07,03,2,32,01,05,2013,4,05,522,1,1,094,24,1,913,04,2,,,,05,2015,1,0032000,5,1,060,2,020,3,020,,,2,,2,,000518.9032,
01,122103002502101290001291500300000050045,04,02,1,28,01,10,2012,2,03,611,1,1,081,26,1,321,11,2,,,,12,2014,1,0024000,5,1,050,2,020,3,030,,,2,,2,,000516.6318,
01,122103002502101290001291500300000110100,04,03,1,30,01,10,2012,4,03,711,1,1,081,36,1,915,11,2,,,,10,2015,1,0018000,5,1,050,2,030,3,020,,,2,,2,,000516.6318,
01,122103002502101290001291500300000120109,07,02,2,44,06,08,2013,2,06,021,1,1,039,04,1,913,40,2,,,,12,2013,1,0005000,1,1,065,2,015,3,020,,,1,0050000,2,,000458.6748,
01,122103002502101290001291500300000150137,07,02,2,41,01,05,2013,2,03,921,1,1,051,24,1,913,04,2,,,,05,2015,1,0015000,5,1,050,2,040,3,010,,,2,,2,,000458.6748,
01,121310002542101290001291600400000100143,04,02,2,42,02,05,2012,2,65,021,1,1,039,24,1,913,40,2,,,,05,2014,1,0045000,4,1,100,,,,,,,2,,2,,000460.4135,
01,422132002682301290001292001900000080084,05,02,2,36,01,07,2013,2,06,921,1,1,039,23,1,913,02,2,,,,06,2015,1,0020000,1,1,100,,,,,,,2,,2,,000458.6748,
01,121118002782101290001292300300000020022,02,02,2,43,03,05,2012,2,02,021,2,1,035,24,1,913,60,2,,,,05,2014,1,0210000,1,1,100,,,,,,,2,,2,,000458.6748,
01,121118002782101290001292300300000120151,03,03,2,24,01,03,2013,1,63,021,1,1,082,24,1,913,06,2,,,,03,2015,1,0005000,5,1,100,,,,,,,2,,2,,000459.6706,
01,121118002782101290001292300300000130165,03,03,2,25,01,03,2013,1,67,343,1,1,081,24,1,223,06,2,,,,03,2015,1,0015000,1,1,100,,,,,,,2,,2,,000518.9032,
01,421341002892301290001292402900000010013,06,03,1,26,06,05,2013,2,68,023,1,2,007,12,1,314,37,2,,,,05,2014,1,0115200,1,1,090,,,3,010,,,2,,2,,000518.5902,
01,421341002892301290001292402900000010013,07,03,2,21,01,05,2012,1,63,021,1,1,052,36,1,421,16,2,,,,05,2015,1,0195000,5,1,070,,,3,010,4,020,2,,1,0001000,000461.4131,
01,421341002892301290001292402900000030042,03,02,2,29,02,02,2012,2,03,913,1,1,081,88,1,913,35,2,,,,88,8888,1,0030000,1,1,100,,,,,,,2,,2,,000520.8702,
01,421341002892301290001292402900000160235,04,02,2,35,02,01,2010,2,02,021,1,1,054,50,1,913,48,2,,,,03,2014,1,0048000,1,1,080,2,020,,,,,2,,1,0000500,000460.4135,
01,421341002892301290001292402900000190279,06,03,1,50,01,06,2012,2,04,023,2,1,119,88,1,931,15,2,,,,88,8888,1,0060000,1,1,090,,,3,010,,,2,,2,,000375.6213,
01,421341002892301290001292402900000200294,03,02,2,34,02,07,2013,2,04,021,1,1,078,36,1,913,27,2,,,,07,2016,2,,,,,,,,,,,1,0030000,2,,000520.8702,
01,222224002922101290001292503000000110165,04,02,2,40,02,09,2013,2,04,913,1,1,039,24,1,913,37,2,,,,09,2015,2,,,,,,,,,,,2,,2,,000459.7180,
01,222224002922101290001292503000000130198,03,03,2,34,02,04,2013,1,54,023,1,1,082,36,1,913,41,2,,,,04,2016,2,,,,,,,,,,,2,,2,,000520.0834,
01,222224002922101290001292503000000170264,05,02,2,42,02,09,2013,2,04,023,1,1,035,36,1,913,37,2,,,,09,2016,2,,,,,,,,,,,2,,2,,000459.7180,
01,222113003062101290001292600300000060052,04,03,2,37,02,12,2012,2,60,023,1,1,018,24,1,913,30,2,,,,12,2014,1,0030000,1,1,100,,,,,,,2,,2,,000458.6748,
01,222113003062101290001292600300000080070,02,02,2,33,02,03,2012,2,04,021,1,1,082,24,1,913,42,2,,,,03,2014,1,0030000,5,1,100,,,,,,,2,,2,,000518.9032,
01,222113003062101290001292600300000140125,02,02,2,36,04,01,2013,2,03,913,1,1,095,12,1,913,55,2,,,,01,2014,1,0035000,1,1,100,,,,,,,2,,2,,000458.6748,
01,221321003142101290001292700900000010007,03,03,2,22,01,12,2011,1,63,023,1,1,078,16,1,419,16,1,04,2013,3,,,2,,,,,,,,,,,1,0050000,2,,000485.6980,
01,221321003142101290001292700900000010007,04,03,1,28,13,05,2013,2,68,921,1,1,070,04,1,516,39,1,09,2013,1,,,1,0129000,2,1,050,,,3,050,,,1,0008600,2,,000545.8845,
01,221321003142101290001292700900000080094,02,02,2,39,02,06,2013,2,04,131,4,,094,03,1,913,25,1,09,2013,3,,,2,,,,,,,,,,,1,0010000,2,,000484.6459,
01,221321003142101290001292700900000090107,03,03,2,27,01,06,2013,3,06,021,1,1,081,25,1,913,03,2,,,,07,2015,1,0009000,5,1,100,,,,,,,2,,2,,000548.2845,
01,221321003142101290001292700900000120143,05,03,1,37,04,12,2011,2,64,023,1,1,057,24,1,932,60,2,,,,12,2013,1,0018000,1,1,100,,,,,,,2,,2,,000501.5217,
01,221321003142101290001292700900000120143,06,05,2,33,02,12,2011,2,63,021,2,1,057,24,1,522,21,2,,,,12,2013,2,,,,,,,,,,,2,,2,,000548.2845,
01,221321003142101290001292700900000170206,02,02,2,46,02,05,2012,2,04,021,1,1,039,24,1,913,40,2,,,,05,2014,1,0015000,1,1,100,,,,,,,2,,2,,000409.8358,
01,221321003142101290001292700900000190229,03,03,2,32,01,02,2011,1,63,512,1,1,039,34,1,913,31,2,,,,12,2013,1,0030000,1,1,080,2,020,,,,,2,,1,0003500,000548.2845,
01,422213003302301290001293004100000140183,05,03,2,35,02,05,2012,1,03,023,1,1,082,24,1,913,36,2,,,,05,2014,1,0022000,5,1,090,,,3,010,,,2,,2,,000459.7180,
01,221108003522101290001293401000000080065,02,02,2,58,02,09,2011,2,03,743,1,1,039,36,1,913,54,2,,,,09,2014,2,,,,,,,,,,,2,,2,,000326.3854,
01,221108003522101290001293401000000080065,04,05,2,36,02,09,2011,2,53,512,1,2,039,36,1,913,37,2,,,,09,2014,1,0005000,5,1,100,,,,,,,2,,2,,000458.6748,
01,221108003522101290001293401000000130107,04,03,2,47,02,03,2013,2,04,021,1,1,082,12,1,913,40,2,,,,03,2014,1,0018000,5,1,100,,,,,,,2,,2,,000387.8736,
01,221108003522101290001293401700000020097,06,03,2,33,02,03,2013,1,54,522,1,1,081,24,1,419,55,2,,,,03,2015,1,0025000,5,1,100,,,,,,,2,,2,,000518.9032,
01,221219003622101330001330102400000030028,02,03,2,28,02,03,2013,1,67,021,1,1,021,23,1,235,60,2,,,,02,2015,2,,,,,,,,,,,2,,2,,000518.5097,
01,222117003712101330001330104000000070118,02,02,2,34,01,07,2011,2,61,343,1,1,094,24,1,913,24,1,07,2013,2,,,1,0010000,1,1,090,,,3,010,,,1,0020000,1,0002100,000547.8703,
01,222117003712101330001330104000000080135,01,01,1,55,04,02,2012,2,04,712,1,1,005,23,1,712,19,2,,,,01,2014,1,0115000,1,1,075,,,3,025,,,2,,2,,000370.2894,
01,222117003712101330001330104000000080135,03,05,1,43,02,03,2013,2,04,724,1,1,078,23,1,516,24,2,,,,02,2015,1,0090000,1,1,075,,,3,025,,,2,,2,,000501.1428,
01,222117003712101330001330104000000090152,02,02,2,46,01,07,2012,2,04,021,1,1,039,23,1,913,14,2,,,,06,2014,1,0060000,5,1,075,,,3,025,,,2,,2,,000409.5262,
01,222117003712101330001330104000000090152,03,03,1,24,02,05,2013,1,65,522,1,2,035,12,1,311,13,2,,,,05,2014,1,0042000,1,1,050,,,3,050,,,2,,2,,000465.9869,
01,222117003712101330001330104000000150254,01,01,1,45,03,04,2013,2,58,713,1,1,081,11,1,143,37,2,,,,03,2014,1,0124000,5,1,090,2,010,,,,,2,,2,,000395.0922,
01,222117003712101330001330104000000170288,03,03,1,24,02,06,2013,1,67,223,1,1,081,09,1,223,15,2,,,,03,2014,1,0020000,1,1,100,,,,,,,2,,2,,000465.9869,
