REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
3,54,1,2313,1,1,37,1,6,93,2,4,985,4,89,88,1,969,26,2,,,88,8888,1,15000,3,,2,,612.4938
3,54,2,2861,3,1,26,2,4,96,1,6,22,1,50,12,1,22,24,2,,,4,1997,1,26000,2,2000,1,15000,1144.6064
3,54,1,2558,1,1,41,1,9,93,2,4,855,1,81,48,1,985,36,2,,,11,1997,1,30000,4,,2,,352.7273
3,54,1,2562,1,1,56,1,11,95,2,2,954,1,81,36,1,872,22,2,,,11,1998,1,18000,4,,2,,352.7273
3,54,1,2567,1,1,40,1,6,95,2,2,951,1,89,24,1,951,15,2,,,7,1997,1,42000,1,,2,,352.7273
3,54,1,2660,1,1,47,10,12,95,2,6,211,1,94,6,1,29,60,2,,,12,1996,1,124800,1,,1,21500,554.2856
3,54,1,2718,1,1,52,6,12,95,2,5,329,8,57,1,2,,,1,12,95,,,2,,,,2,,352.7272
3,54,1,2787,4,1,36,3,6,96,2,5,700,1,81,24,1,551,60,2,,,6,1998,1,26000,1,39000,1,8850,352.7274
3,54,1,2809,1,1,51,1,1,95,2,4,644,1,81,24,1,761,21,2,,,1,1997,1,5000,4,,2,,352.7274
3,54,1,2812,1,1,42,1,99,95,2,4,985,1,81,60,1,981,21,2,,,88,8888,1,5000,4,,2,,352.7274
3,54,1,2812,3,2,38,1,99,94,2,4,Z90,1,81,24,1,541,20,2,,,88,8888,1,5000,4,,2,,352.7274
3,54,1,2812,4,1,32,1,99,94,2,2,959,1,81,24,1,959,24,2,,,88,8888,2,,,,2,,352.7274
3,54,1,2812,2,2,40,1,7,96,2,4,Z20,2,39,24,2,,,2,,,7,1998,2,,,,2,,352.7274
3,54,1,2816,3,2,31,3,7,96,1,6,Z90,1,47,88,1,541,2,2,,,7,1997,1,8000,4,,2,,352.7274
3,54,1,2816,3,2,33,1,5,95,1,6,Z90,5,1,88,2,,,2,,,88,8888,2,,,,2,,352.7274
3,54,1,2824,4,1,30,2,2,96,2,4,959,1,81,24,1,959,7,2,,,2,1998,1,7000,4,,1,1000,352.7272
3,54,1,2825,1,1,48,5,2,95,2,4,954,1,94,11,1,954,19,2,,,1,1997,2,,,,2,,352.7272
3,54,1,2113,1,1,43,2,3,95,2,2,855,1,81,24,1,855,38,2,,,3,1997,1,30000,4,,2,,510.4121
3,54,1,2249,1,1,27,1,12,93,2,2,831,1,81,24,1,813,28,1,4,96,,,2,,,,2,,561.4537
3,54,1,2351,1,1,34,1,1,95,2,2,931,1,45,24,1,931,22,2,,,10,1997,1,39300,2,,1,3500,510.4121
3,69,1,3015,2,1,50,3,7,96,2,3,618,1,81,14,1,855,42,2,,,7,1997,1,4000,4,20000,1,4700,392.2888
3,69,1,3028,2,1,34,5,6,96,2,3,611,1,81,12,1,541,51,2,,,3,1997,1,3000,4,14000,1,2400,392.2887
3,69,1,3028,2,1,34,5,6,96,2,3,611,1,81,12,1,541,51,2,,,3,1997,1,3000,4,14000,1,2400,392.2887
3,69,2,3233,3,1,21,1,7,93,2,2,985,1,81,88,1,985,36,1,4,96,,,2,,,,1,90000,1079.851
3,69,2,3233,4,2,21,1,7,93,2,6,Z20,1,81,88,1,541,36,1,4,96,,,2,,,,2,,1079.851
3,69,2,3327,1,1,33,1,11,92,2,3,611,1,81,12,1,959,12,1,11,93,,,2,,,,2,,1079.8512
3,69,1,3048,2,2,35,2,6,96,2,4,541,1,82,36,1,541,40,2,,,6,1999,2,,,,2,,392.2887
3,69,2,3341,6,2,23,2,8,96,1,4,541,1,81,24,1,541,19,1,9,96,,,2,,,,2,,1079.851
3,69,2,3341,6,1,24,2,1,95,1,4,846,1,81,24,1,541,28,2,,,3,1997,2,,,,2,,1079.851
3,69,2,3346,1,1,44,3,4,93,2,4,389,1,81,12,1,700,30,1,10,93,,,2,,,,2,,1079.851
3,69,2,3295,4,2,29,1,8,96,2,6,136,1,39,12,1,541,1,2,,,8,1997,1,4000,1,,2,,1079.8509
3,69,2,3299,1,2,46,2,5,96,3,4,618,1,89,88,1,541,42,2,,,88,8888,2,,,,2,,1079.8509
3,69,2,3300,3,2,43,1,3,92,1,6,135,1,35,36,1,541,36,1,3,95,,,2,,,,2,,1079.8509
3,69,1,2990,6,1,37,1,2,96,2,5,Z90,1,39,12,1,985,32,2,,,3,1997,1,24000,1,,2,,392.2887
3,69,1,2990,6,2,36,3,3,96,2,5,Z90,1,39,12,1,541,44,2,,,1,1997,1,24000,1,,2,,392.2887
3,69,1,2991,2,1,47,3,8,96,2,5,931,1,81,11,1,931,44,2,,,7,1997,1,26000,4,,2,,392.2887
3,69,1,2992,3,2,35,1,9,95,1,5,Z90,1,82,24,1,541,12,2,,,9,1997,1,11500,4,,2,,392.2887
3,69,1,2996,3,2,27,1,11,95,1,4,Z90,1,82,24,1,541,11,2,,,11,1997,1,12000,4,,2,,392.2887
3,69,1,3000,3,1,23,1,11,95,1,4,846,1,50,24,1,855,11,2,,,12,1997,1,20000,1,,2,,392.2887
3,69,1,2942,2,2,54,2,1,96,2,4,541,1,54,12,1,541,36,2,,,2,1997,1,12000,1,,2,,392.2887
3,69,1,2947,2,2,47,1,12,95,2,4,Z90,1,39,24,1,541,24,2,,,12,1997,1,13000,1,,2,,392.2887
3,69,1,2949,2,1,31,2,11,95,2,6,Z90,1,89,12,1,381,24,2,,,12,1997,1,48500,4,,2,,392.2887
3,69,1,2950,2,1,38,1,12,93,2,5,Z90,6,96,60,1,389,36,2,,,12,1998,1,73000,4,,1,10500,392.2887
3,69,2,3260,1,1,31,3,11,95,2,6,981,8,33,12,1,981,36,1,11,95,,,2,,,,2,,1079.8523
3,69,2,3262,2,2,46,5,5,96,2,4,541,1,39,88,1,541,5,2,,,88,8888,1,20000,1,,2,,1079.8523
3,69,2,3262,3,2,23,1,12,95,2,5,67,1,39,24,1,541,9,2,,,12,1997,1,25000,1,,2,,1079.8523
3,69,2,3262,3,2,21,1,12,95,1,6,451,1,15,88,1,451,9,2,,,12,1997,1,20000,1,,2,,1079.8523
3,69,1,2955,3,1,33,2,11,95,1,4,490,1,81,24,1,531,33,2,,,11,1997,1,30000,4,,2,,392.2886
3,69,1,2957,1,1,45,1,1,96,2,4,954,1,89,24,1,954,8,1,8,96,,,1,15000,5,25000,2,,392.2886
3,69,1,2961,3,1,42,1,1,94,3,2,Z20,1,81,48,1,959,33,2,,,1,1998,1,36000,2,,2,,392.2886
3,69,2,3270,3,2,39,1,12,91,1,6,66,1,47,88,1,66,45,2,,,88,8888,1,63000,1,,2,,1079.8516
3,69,2,3270,3,1,37,2,1,95,1,6,982,1,35,88,1,982,58,2,,,88,8888,1,72000,2,,2,,1079.8516
3,69,2,3270,3,2,24,1,7,96,1,6,66,1,56,88,1,66,2,2,,,88,8888,2,,,,2,,1079.8516
3,69,2,3280,3,1,39,1,4,94,1,4,611,1,81,24,1,954,29,2,,,12,1996,1,11000,4,,2,,1079.8497
3,69,2,3285,3,1,35,4,2,96,1,6,43,1,65,12,1,43,48,2,,,1,1997,1,38000,4,,1,7000,1079.8497
3,69,2,3368,2,2,22,1,10,95,2,1,Z20,1,51,12,1,541,12,2,,,10,1997,2,,,,2,,674.2312
3,69,1,3074,4,1,34,1,12,95,2,5,Z90,1,81,12,1,552,10,2,,,12,1996,1,12000,4,,2,,366.0074
3,69,1,3075,2,1,39,2,5,95,2,5,981,1,52,19,1,43,45,2,,,12,1996,1,72000,1,,2,,366.0074
3,69,1,3082,3,1,24,1,7,96,1,5,422,1,94,24,1,541,2,2,,,9,1998,2,,,,2,,366.0074
3,69,1,3110,2,2,35,1,10,91,2,4,Z20,1,39,15,1,541,15,1,11,93,,,2,,,,2,,366.0074
3,69,2,3315,1,1,69,1,1,94,2,6,Z40,8,96,27,2,,,2,,,3,1997,1,39150,1,,2,,1079.8508
3,69,2,3315,2,2,62,1,7,96,2,3,Z20,6,96,36,2,,,2,,,3,1997,2,,,,2,,1079.8508
3,71,1,3547,1,1,47,1,8,95,2,4,954,1,91,12,1,954,13,2,,,10,1996,1,27300,1,,2,,311.2962
3,71,1,3549,1,1,29,1,9,96,2,5,855,1,15,12,1,855,1,2,,,10,1997,2,,,,2,,311.2962
3,71,1,3551,1,1,52,1,2,94,2,5,979,1,81,24,1,962,19,2,,,12,1996,1,60000,1,,2,,311.2962
3,71,1,3576,4,2,45,5,7,96,2,6,66,1,81,10,1,66,50,2,,,4,1997,2,,,,2,,311.2962
3,71,1,3582,4,2,36,2,9,95,2,6,135,1,39,24,1,541,56,2,,,12,1996,1,6000,4,,2,,311.2962
3,71,1,3585,3,1,37,3,12,95,2,5,985,1,91,12,1,985,36,2,,,12,1996,1,30000,1,,2,,311.2962
3,71,2,3840,2,1,36,1,1,96,2,3,Z20,1,39,12,1,959,8,2,,,1,1997,1,18000,5,,2,,1261.7261
3,71,1,3650,6,1,72,4,99,95,3,4,Z40,6,96,12,2,,,1,9,96,,,2,,,,2,,589.0035
3,71,1,3653,3,1,29,3,1,96,1,4,219,1,91,12,1,521,51,2,,,2,1997,1,42000,1,,2,,589.0035
3,71,1,3656,2,1,32,2,8,96,2,4,972,1,94,24,1,972,57,2,,,99,1998,1,42000,4,52000,1,15000,589.0035
3,71,1,3663,2,1,34,1,7,95,2,5,872,1,94,24,1,872,3,2,,,7,1998,1,14000,4,,2,,539.9202
3,71,1,3667,3,1,32,2,6,96,1,4,846,1,94,24,1,985,24,2,,,6,1998,1,26000,4,,1,10320,539.9202
3,71,1,3670,3,2,39,3,10,93,1,4,389,1,82,12,1,974,10,2,,,10,1997,1,18000,4,,2,,539.9202
3,71,1,3670,3,2,36,1,1,96,1,4,Z90,1,15,24,1,541,8,2,,,1,1998,1,18000,4,,2,,539.9202
3,71,1,3675,1,1,27,4,10,95,2,5,33,1,81,24,1,33,55,1,4,96,,,2,,,,2,,539.9201
3,71,1,3675,3,1,42,1,9,94,1,2,954,1,81,27,1,999,25,2,,,11,1996,1,30000,4,,2,,539.9201
3,71,1,3680,2,1,36,4,10,95,2,5,532,1,96,9,1,532,42,1,7,96,,,1,78000,1,52000,2,,539.9201
3,71,1,3682,2,1,33,1,8,96,2,4,551,1,91,12,1,999,1,2,,,9,1997,1,4500,1,,2,,539.9201
3,71,1,3685,6,2,50,2,1,93,4,4,Z20,1,82,24,1,541,24,2,,,1,1997,1,31000,4,,2,,539.9201
3,71,1,3687,2,1,37,1,12,95,2,5,532,6,96,24,1,381,9,2,,,5,1997,1,46800,4,,1,3000,539.9201
3,71,1,3695,3,2,26,2,8,96,1,6,Z90,1,999,12,1,66,12,2,,,8,1997,2,,,,1,750,539.9201
3,71,1,3709,3,2,18,1,8,95,1,4,172,1,52,60,1,172,13,2,,,2,2000,1,42000,2,,2,,539.9201
3,71,1,3712,1,1,37,1,11,94,2,4,979,1,81,24,1,979,23,2,,,11,1996,1,15600,4,,2,,539.9201
3,71,1,3751,1,1,41,1,10,95,2,5,872,1,94,24,1,872,12,2,,,10,1997,1,34800,2,,2,,593.9121
3,71,1,3774,3,1,29,2,10,95,1,5,381,1,81,9,1,311,24,1,7,96,,,1,42000,1,39000,2,,539.9199
3,71,1,3777,2,1,40,5,10,95,2,5,581,1,81,12,1,581,60,2,,,10,1996,1,42000,1,,2,,539.9199
3,71,1,3779,1,2,41,1,4,94,2,6,425,4,39,0,2,,,1,4,94,,,2,,,,2,,539.9199
3,71,1,3623,3,2,26,1,4,93,1,3,570,1,82,24,1,541,8,1,12,93,,,2,,,,2,,311.2962
3,71,2,3799,1,1,55,1,5,92,2,4,872,1,81,18,1,872,18,1,5,93,,,2,,,,2,,1261.7253
3,71,2,3800,3,1,25,2,1,96,1,5,Z30,1,94,24,1,389,26,2,,,1,1998,1,13500,4,,2,,1261.7253
3,71,1,3518,2,1,46,2,5,96,2,2,939,1,94,24,1,939,26,2,,,7,1998,1,19000,1,19136,2,,311.2962
3,71,1,3521,3,2,23,2,3,95,1,5,532,1,52,6,1,172,12,1,9,95,,,2,,,,2,,311.2962
3,71,1,3521,3,2,22,2,6,96,1,5,532,1,80,24,1,532,28,2,,,5,1998,1,16000,4,52000,2,,311.2962
3,71,1,3524,3,2,22,1,8,96,2,5,Z20,6,96,88,2,,,2,,,88,8888,2,,,,2,,311.2962
4,10,2,508,1,1,33,1,9,94,1,5,611,1,52,88,1,759,24,2,,,88,8888,1,12000,4,,2,,1098.9487
4,10,2,510,2,2,29,2,4,95,2,5,Z20,1,39,12,1,541,19,2,,,2,1997,1,18000,4,,2,,1098.9487
4,10,2,514,2,2,50,1,1,96,2,4,Z20,1,39,88,1,541,9,2,,,88,8888,1,10000,4,,2,,1098.9487
4,10,1,6,3,1,24,1,7,95,1,4,Z90,1,89,24,1,852,14,2,,,7,1997,1,24000,4,,1,2000,1025.0242
4,10,1,7,2,2,49,2,3,96,2,2,Z20,4,47,24,1,541,7,2,,,3,1998,1,25000,1,,2,,1025.0242
4,10,1,7,3,2,22,1,1,95,1,5,Z90,4,47,24,1,541,20,2,,,1,1997,1,20000,1,,2,,1025.0242
4,10,1,10,3,2,26,1,11,95,1,4,Z90,4,52,12,1,384,10,2,,,11,1996,1,21000,4,,2,,1025.0242
4,10,1,169,4,1,31,3,8,96,2,4,871,1,78,12,1,871,29,2,,,8,1997,1,6000,4,,2,,645.0667
4,10,1,176,2,1,34,2,1,96,2,5,872,1,4,10,1,872,18,2,,,10,1996,1,72000,1,,2,,645.0667
4,10,1,193,4,1,38,14,8,96,2,5,982,1,96,2,1,982,28,2,,,10,1996,1,40000,1,20000,2,,645.0671
4,10,1,196,2,1,46,2,5,96,2,6,871,1,81,12,1,871,17,2,,,5,1997,1,32000,4,,2,,645.0671
4,10,1,198,6,1,26,2,11,95,1,6,946,1,81,12,1,946,22,2,,,12,1996,1,60000,1,,2,,645.0671
4,10,1,212,2,2,44,5,10,95,2,6,66,1,81,14,1,66,60,2,,,12,1996,1,10000,1,,1,2500,645.0671
4,10,2,706,3,1,19,2,6,96,1,5,570,1,52,3,1,X20,9,1,9,96,,,1,7935,3,52000,1,1200,300.679
4,10,2,711,1,1,34,3,8,94,2,5,981,1,35,12,1,981,48,2,,,12,1996,2,,,,2,,300.679
4,10,2,714,1,1,32,4,11,95,2,5,981,1,66,10,1,981,40,1,9,96,,,1,25000,1,20000,1,16000,300.679
4,10,2,720,3,1,29,1,9,96,1,4,Z90,1,35,88,1,959,1,2,,,88,8888,2,,,,2,,300.679
4,10,2,745,2,2,38,2,4,94,2,3,Z20,3,47,32,1,541,29,2,,,12,1996,2,,,,2,,300.679
4,10,2,746,1,1,41,1,4,94,2,2,972,1,81,12,1,972,7,1,10,94,,,2,,,,2,,300.679
4,10,2,748,1,1,27,1,5,92,2,4,959,1,81,24,1,959,9,1,1,93,,,2,,,,2,,300.679
4,10,2,753,1,1,28,2,3,96,2,4,872,1,82,12,1,872,7,2,,,3,1997,1,21000,1,,2,,300.679
4,10,2,756,1,1,28,3,2,96,2,4,951,1,81,12,1,871,35,1,8,96,,,1,3500,4,500,2,,300.679
4,10,2,758,3,2,31,1,9,95,1,2,451,1,82,24,1,541,12,2,,,9,1997,1,5000,2,,2,,300.679
4,10,1,68,2,2,46,1,10,94,2,4,Z20,1,39,24,1,541,22,2,,,12,1996,1,24000,1,,2,,1025.0248
4,10,1,72,3,1,29,1,7,96,1,5,985,1,81,24,1,552,3,2,,,7,1998,2,,,,2,,1025.0248
4,10,2,448,3,1,22,2,6,96,1,4,641,1,81,24,1,532,24,2,,,5,1998,1,4000,1,,2,,1098.9498
4,10,2,448,3,2,30,1,12,93,1,3,541,1,35,88,1,541,60,2,,,88,8888,1,700,1,,2,,1098.9498
4,10,2,449,2,1,33,5,8,96,2,3,872,1,82,12,1,541,12,2,,,9,1997,2,,,,1,13000,1098.9498
4,10,2,529,2,1,50,5,6,96,2,5,981,1,81,10,1,981,50,2,,,3,1997,1,15000,1,,2,,1098.9505
4,10,2,530,3,2,22,1,1,96,1,3,451,1,51,24,1,541,9,2,,,1,1998,1,8800,4,,2,,1098.9505
4,10,2,539,3,1,28,2,11,95,1,5,982,1,96,12,1,982,15,2,,,10,1996,1,31000,1,,2,,1098.9505
4,10,1,25,2,2,50,2,8,95,2,5,Z20,1,47,24,1,541,60,2,,,12,1997,1,45000,4,,2,,1025.0234
4,10,1,33,3,2,24,2,9,95,1,3,Z20,1,47,36,1,541,59,2,,,5,1998,1,35000,4,,1,5850,1025.0234
4,10,2,821,3,1,27,1,11,93,1,5,846,2,47,88,1,541,34,2,,,88,8888,1,3000,1,,1,2000,217.9017
4,10,1,397,3,2,22,1,7,94,1,5,752,1,81,24,1,451,24,1,8,96,,,1,10000,1,50000,2,,490.0493
4,10,1,397,3,2,22,1,7,94,1,5,752,1,81,24,1,451,24,1,8,96,,,1,10000,1,50000,2,,490.0493
4,10,2,853,2,2,33,1,4,93,2,5,Z20,1,54,34,1,541,26,1,2,96,,,2,,,,2,,217.9017
4,10,2,855,1,1,36,1,5,93,2,5,951,1,81,24,1,951,24,1,6,95,,,2,,,,2,,217.9017
4,10,2,858,2,1,27,1,3,96,2,4,872,1,78,24,1,872,6,2,,,3,1998,1,15000,4,,2,,217.9017
4,10,1,423,1,1,33,4,6,96,2,5,Y19,1,96,12,1,849,60,2,,,5,1997,1,76000,4,36000,1,15500,490.0494
4,10,1,432,4,2,32,2,12,94,2,2,Z20,1,81,24,1,541,19,2,,,12,1996,1,20000,4,,2,,490.0494
4,10,1,97,3,1,35,2,4,96,2,6,857,1,81,24,1,959,10,2,,,4,1997,1,22000,4,,2,,1025.0232
4,10,1,100,3,2,35,3,4,95,3,6,79,1,81,24,1,541,30,2,,,3,1997,1,27000,4,,2,,1025.0232
4,10,1,103,1,1,33,1,7,96,2,5,361,4,33,88,2,,,2,,,88,8888,1,7000,4,,2,,1025.0232
4,10,1,106,3,2,33,2,1,96,1,6,322,1,47,12,1,949,27,2,,,7,1997,1,12000,4,,2,,1025.0232
4,10,1,75,2,1,42,6,8,96,2,5,848,1,66,6,1,848,36,2,,,1,1997,1,20000,1,,1,15000,1025.0236
4,10,2,617,3,1,24,8,9,96,1,5,981,1,66,10,1,981,10,2,,,7,1997,1,9000,2,,2,,1098.9506
4,10,1,90,1,1,35,1,2,94,2,5,855,1,57,6,1,855,6,1,8,94,,,2,,,,2,,1025.0238
4,10,1,91,1,1,45,1,2,93,2,2,954,1,81,24,1,954,24,1,10,95,,,2,,,,2,,1025.0238
4,10,1,94,2,1,29,7,7,94,2,4,985,1,81,29,1,629,26,2,,,12,1996,1,5000,4,,2,,1025.0238
4,10,1,96,1,1,39,1,3,92,2,2,954,1,81,24,1,954,13,1,6,93,,,2,,,,2,,1025.0238
4,10,2,668,4,1,34,1,5,93,2,4,794,1,50,88,1,794,36,2,,,88,8888,1,12000,4,,2,,1098.9493
4,10,2,670,1,1,35,1,10,95,2,4,794,1,89,10,1,949,11,1,9,96,,,1,15000,3,20000,2,,1098.9493
4,10,1,117,3,1,23,2,1,95,1,4,611,1,81,24,1,971,36,2,,,5,1997,1,17000,2,,2,,1025.0243
4,10,1,125,3,2,26,2,4,96,1,4,541,1,96,24,1,541,31,2,,,3,1998,1,8000,1,,2,,1025.0238
4,10,1,130,2,2,30,1,10,94,2,3,Z20,4,47,36,1,541,24,2,,,3,1997,1,14000,3,,1,2050,1025.0238
4,21,2,1849,2,1,33,4,2,96,2,4,985,1,81,11,1,332,55,2,,,12,1996,1,50000,4,,2,,720.1366
4,21,2,1853,4,2,41,1,2,96,2,2,Z20,1,51,24,1,541,7,2,,,2,1998,1,12000,4,,2,,720.1366
4,21,1,1158,2,1,52,5,6,96,2,5,981,1,96,8,1,981,36,2,,,1,1997,1,33500,1,,2,,441.644
4,21,1,1225,2,1,38,3,4,95,2,5,859,1,81,24,1,859,60,2,,,3,1997,1,11111,4,,2,,441.6443
4,21,1,1236,2,2,48,3,1,95,2,4,541,1,81,24,1,541,52,2,,,1,1997,1,14000,1,,2,,441.6443
4,21,1,1254,3,1,35,4,2,96,1,5,999,1,47,12,1,999,43,2,,,1,1997,2,,,,2,,441.6442
4,21,1,1256,3,1,26,2,10,95,1,5,946,1,81,12,1,946,35,2,,,11,1996,1,10000,4,,1,3100,441.6442
4,21,1,1258,6,1,36,2,9,94,1,5,959,1,42,88,1,989,23,2,,,9,1997,1,6000,1,,2,,441.6442
4,21,1,1260,2,1,42,1,6,92,2,5,759,6,96,88,1,929,52,2,,,88,8888,1,10000,4,,2,,441.6442
4,21,1,1285,2,1,45,4,1,96,2,5,846,1,81,12,1,846,51,2,,,12,1996,1,72800,1,,2,,441.6441
4,21,1,1289,2,1,48,4,1,96,2,4,959,1,52,12,1,959,45,2,,,12,1996,1,54000,3,,2,,441.6441
4,21,1,1289,2,1,32,2,7,94,2,5,939,6,96,21,1,939,24,1,8,96,,,2,,,,2,,441.6441
4,21,1,1310,2,1,45,2,1,96,2,4,Z90,1,96,12,1,939,15,2,,,12,1996,2,,,,2,,441.6442
4,21,1,1317,2,1,42,4,1,96,2,5,Z90,1,82,11,1,981,45,2,,,11,1996,1,78030,1,,2,,441.6442
4,21,1,1319,2,1,41,4,7,96,2,6,Z90,1,35,12,1,42,60,2,,,3,1997,1,234090,1,,2,,441.6442
4,21,1,1373,6,2,32,3,1,96,1,4,532,1,94,2,1,541,28,1,3,96,,,2,,,,2,,441.6441
4,21,1,1376,4,1,30,2,2,96,2,5,842,1,81,24,1,842,32,2,,,12,1997,1,50000,4,,2,,441.6441
4,21,1,992,3,2,29,1,1,96,1,4,Z20,1,50,23,1,541,8,2,,,12,1997,1,20000,2,,2,,527.5081
4,21,1,908,2,1,46,1,2,96,2,5,999,6,96,24,1,552,7,2,,,3,1997,1,40200,4,,2,,527.5073
4,21,1,1421,2,1,42,1,5,96,2,6,29,1,81,24,1,29,5,2,,,4,1998,1,20000,1,,2,,265.7846
4,21,1,1465,2,1,40,3,2,96,2,4,779,1,81,24,1,779,55,2,,,2,1998,1,25000,1,,2,,265.7846
4,21,1,1475,1,1,49,3,1,95,2,5,531,1,96,10,1,531,30,1,11,95,,,2,,,,2,,265.7846
4,21,1,1503,2,1,41,3,9,95,2,4,985,1,81,24,1,985,60,2,,,9,1997,1,42000,1,,2,,265.7846
4,21,1,1538,2,1,37,1,12,95,2,5,322,1,89,24,1,949,10,2,,,11,1997,1,27500,1,,2,,265.7846
4,21,2,1827,2,1,31,3,5,96,2,3,611,1,89,12,1,954,41,2,,,5,1997,1,36000,1,,2,,720.1349
4,21,2,1833,2,1,31,4,10,94,2,5,141,1,81,24,1,531,60,2,,,12,1996,1,47000,4,,1,18000,720.1349
4,21,2,1935,3,1,23,1,7,96,1,5,Z90,1,52,12,1,989,3,2,,,6,1997,2,,,,2,,270.5617
4,21,2,1942,2,1,33,1,1,96,2,6,855,1,89,12,1,855,9,2,,,12,1996,1,38000,1,,2,,270.5617
4,21,2,1944,2,1,38,2,4,96,2,5,985,1,35,12,1,985,18,2,,,3,1997,1,24000,1,,2,,270.5617
4,21,1,1670,2,1,40,2,7,96,2,6,29,1,52,12,1,982,15,2,,,8,1997,1,20000,4,,1,6000,234.1077
4,21,1,1672,2,1,36,2,9,96,2,5,946,1,70,12,1,982,12,2,,,9,1997,2,,,,2,,234.1077
4,21,1,1679,2,1,32,1,12,95,2,4,189,1,52,24,1,729,10,2,,,12,1997,1,34000,1,,2,,234.1077
4,21,1,1680,2,1,37,1,8,95,2,6,33,1,89,24,1,33,14,2,,,9,1997,1,48000,1,,2,,234.1077
4,21,1,1719,2,1,37,1,11,95,2,5,Z90,1,59,12,1,982,11,2,,,11,1996,1,35000,1,,2,,234.1076
4,21,1,1720,2,1,46,4,12,95,2,6,322,1,81,12,1,322,45,2,,,11,1996,1,42000,1,,2,,234.1076
4,21,1,1727,3,2,22,1,5,96,1,6,Z90,1,1,36,1,66,5,2,,,99,1999,2,,,,2,,234.1076
4,21,1,1767,1,1,72,1,7,96,2,6,Z40,4,96,3,2,,,1,9,96,,,2,,,,2,,234.1078
4,21,1,1767,2,2,70,1,7,96,2,6,Z40,4,96,3,2,,,1,9,96,,,2,,,,2,,234.1078
4,21,1,1814,3,2,27,1,10,94,1,5,946,1,89,24,1,946,24,2,,,10,1996,2,,,,2,,234.1077
4,21,1,913,1,1,34,1,4,96,2,3,855,1,81,88,1,855,6,2,,,4,1998,1,33000,4,,2,,527.5086
4,21,2,1864,1,1,34,1,2,93,2,4,531,1,80,6,1,531,6,1,8,93,,,2,,,,2,,720.1361
4,21,2,1865,2,1,24,1,5,96,2,3,599,1,81,24,1,969,5,2,,,5,1998,1,6000,4,,2,,720.1361
4,21,2,1868,3,1,27,1,12,95,2,3,872,1,81,24,1,951,10,2,,,12,1997,1,18000,4,,1,1200,720.1361
4,21,1,1095,3,1,35,1,8,96,1,6,Z90,1,35,88,1,981,2,2,,,88,8888,2,,,,2,,527.506
4,21,1,1102,3,1,27,2,8,93,1,4,834,1,89,60,1,834,38,2,,,8,1998,2,,,,2,,527.506
4,21,1,1112,3,2,32,1,5,96,4,4,Z20,1,78,24,1,541,5,2,,,5,1998,1,3000,4,,2,,527.5079
4,21,2,1876,3,1,27,1,5,96,1,3,621,1,81,88,1,951,5,2,,,5,1998,1,2000,3,,2,,720.1348
4,21,2,1877,3,1,24,1,11,93,1,4,570,1,80,24,1,623,24,1,10,95,,,2,,,,2,,720.1348
4,21,2,1879,3,1,23,1,11,93,1,4,Z30,3,50,88,1,949,35,2,,,88,8888,2,,,,2,,720.1348
4,21,2,1884,3,2,39,1,7,96,1,4,621,1,89,24,1,779,23,2,,,7,1998,2,,,,2,,720.1348
4,21,2,1884,3,1,29,1,11,91,1,4,621,1,50,88,1,729,60,2,,,88,8888,1,40001,1,,2,,720.1348
4,21,1,962,2,1,47,2,9,95,2,4,951,1,81,24,1,951,48,2,,,10,1997,1,79000,1,,2,,527.5074
4,21,1,968,2,1,37,1,6,93,2,5,985,1,75,24,1,982,24,1,7,95,,,2,,,,2,,527.5074
4,21,1,973,2,1,39,1,5,95,2,5,74,1,81,24,1,74,16,2,,,6,1997,1,60000,1,,2,,527.508
4,21,2,1894,4,2,40,1,5,95,2,5,Z20,1,51,24,1,541,17,2,,,4,1997,2,,,,2,,720.1361
4,21,1,1135,3,2,24,1,3,96,1,6,66,1,89,24,1,853,6,2,,,3,1998,1,33000,1,,2,,527.5075
4,21,1,1135,3,2,22,1,5,96,1,6,451,1,89,24,1,X20,4,2,,,5,1998,1,25000,1,,2,,527.5075
4,21,1,1136,3,2,30,1,7,95,1,6,X20,1,89,24,1,X20,14,2,,,7,1997,1,20001,1,,2,,527.5075
4,21,1,1136,3,2,28,2,7,96,1,6,X20,1,89,24,1,X20,14,2,,,5,1998,2,,,,1,50000,527.5075
4,21,1,1136,3,2,25,2,10,94,1,6,66,1,96,24,1,66,24,1,9,96,,,1,40000,1,50000,1,20000,527.5075
4,21,1,1140,2,1,46,1,9,94,2,5,846,1,52,88,1,953,25,2,,,88,8888,1,90000,4,,2,,527.5075
4,21,1,1152,3,1,25,1,12,95,1,5,985,1,89,36,1,985,9,2,,,11,1998,1,30000,3,,2,,527.5077
4,21,2,1897,2,1,45,2,6,95,2,1,616,1,81,24,1,985,36,2,,,5,1997,1,23000,3,,2,,720.1358
4,21,2,1898,3,1,26,1,5,96,1,3,985,1,89,36,1,859,5,2,,,5,1999,2,,,,2,,720.1358
4,21,2,1917,2,1,29,1,5,96,2,5,589,8,96,6,2,,,2,,,11,1996,2,,,,2,,720.138
