RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_CTRY,RQ12_STAY,RQ13_INDWORK,RQ14_OCCUP1,RQ15_NOMONTH,RQ16_RET,RQ17_DTRET,RQ18_DTEXP,RQ19_CASHREM,RQ20_CASHAMT,RQ21_MODE,RQ22_REMSPENT,RQ23_RET6MOS,RQ24_CASHHOME,RQ25_INKIND,RQ26_KINDAMT,RSWGT,RP6M_IND
03,0752,002,02337,02,03,1,28,01,122008,1,04,724,1,235,24,1,724,09,2,      ,122010,1,0060000,1,1050                ,2,       ,2,       ,000668.0614,1
03,0753,002,02337,03,03,2,41,01,012007,4,63,343,1,234,88,1,421,32,2,      ,888888,1,0025000,1,1050                ,2,       ,2,       ,000560.4573,1
03,0754,004,02328,04,02,2,42,01,092009,2,04,743,1,213,36,1,913,00,2,      ,092012,1,0024000,1,1099    3001        ,1,0020000,1,0004300,000595.8297,1
03,0754,004,02328,05,03,2,21,01,072008,1,05,021,1,213,36,1,827,14,2,      ,072011,1,0054000,1,1080    3020        ,2,       ,2,       ,000657.0430,1
03,0755,004,02328,08,03,2,38,01,092007,2,05,021,1,233,48,1,913,24,2,      ,092011,1,0050000,4,10102090            ,2,       ,1,0003000,000595.8297,1
03,0756,004,02343,02,02,2,47,01,092006,2,05,515,4,234,03,1,515,03,1,122006,      ,2,       , ,                    ,2,       ,2,       ,000510.1297,2
03,0757,004,02343,05,05,1,34,01,122006,2,04,829,1,214,36,1,829,33,2,      ,122009,1,0060000,1,1098    3002        ,2,       ,2,       ,000664.9757,1
03,0758,004,02343,04,02,1,51,01,062009,2,04,023,1,233,24,1,721,03,2,      ,062011,2,       , ,                    ,2,       ,2,       ,000503.9434,1
03,0759,004,02344,04,03,2,25,01,072008,1,65,232,1,234,24,1,223,14,2,      ,072010,1,0150000,1,1020    3020        ,2,       ,2,       ,000690.9052,1
03,0760,004,02344,01,01,1,40,01,062007,2,02,131,1,233,29,1,833,27,2,      ,112009,1,0081000,4,1050                ,2,       ,2,       ,000567.9951,1
03,0761,001,02354,09,03,1,38,02,012008,2,68,023,1,233,19,1,512,24,1,082009,      ,1,0100000,4,1095    3005        ,1,0250000,2,       ,000736.7527,1
03,0761,001,02354,10,05,2,35,02,102008,2,05,322,1,211,14,1,422,19,2,      ,122009,1,0035000,4,1060    3040        ,2,       ,2,       ,000726.5557,1
03,0762,001,02354,05,03,2,24,02,092008,1,03,512,4,222,03,2,   ,  ,1,122008,      ,2,       , ,                    ,2,       ,2,       ,000801.1993,2
03,0763,001,02354,06,08,1,50,02,092009,2,68,832,1,100,07,1,142,15,2,      ,042010,2,       , ,                    ,1,0150000,2,       ,000656.3247,1
03,0764,001,02357,03,02,2,23,01,032007,2,05,741,1,235,37,1,512,30,2,      ,042010,1,0072000,1,1090    3005        ,2,       ,2,       ,000618.3935,1
03,0765,001,02358,04,03,2,35,01,062006,1,65,223,1,500,88,1,223,39,2,      ,888888,1,0050000,1,1080    3020        ,2,       ,2,       ,000560.4573,1
03,0765,001,02358,05,03,2,27,01,042006,1,64,241,1,231,25,1,422,25,1,052008,      ,2,       , ,                    ,2,       ,2,       ,000691.3043,2
03,0766,001,02358,06,02,2,45,01,072006,2,04,347,1,212,88,1,347,38,2,      ,888888,1,0043000,1,1090                ,2,       ,2,       ,000512.4969,1
03,0766,001,02358,07,05,1,29,01,022008,2,04,731,1,223,36,1,512,19,2,      ,022011,1,0062000,1,1085    3010        ,2,       ,2,       ,000668.0614,1
03,0767,004,02366,05,02,1,36,01,072008,2,02,829,1,233,23,1,829,14,2,      ,062010,1,0072000,4,1080                ,2,       ,2,       ,000567.0107,1
03,0768,003,02367,04,03,1,35,02,012009,2,65,723,1,234,35,1,834,42,2,      ,122011,1,0050000,1,102520503025        ,2,       ,2,       ,000612.8397,1
03,0769,002,02368,03,07,1,53,02,062009,2,65,123,1,233,06,1,241,10,2,      ,122009,1,0100000,5,1099                ,2,       ,2,       ,000504.8203,1
03,0769,002,02368,04,07,2,53,01,062005,2,65,223,2,400,88,1,513,51,2,      ,888888,1,0130000,1,1099                ,2,       ,2,       ,000511.0174, 
03,0769,002,02368,05,04,1,26,01,092009,1,65,023,5,222,06,2,   ,  ,2,      ,032010,2,       , ,                    ,2,       ,2,       ,000666.1328,2
03,0770,002,02368,02,02,2,62,03,062008,2,65,231,4,400,06,2,   ,  ,1,122008,      ,2,       , ,                    ,2,       ,2,       ,000492.4356,2
03,0771,002,02368,04,02,1,50,01,102008,2,65,231,1,233,35,1,143,11,2,      ,092011,1,0090000,1,1095    3005        ,2,       ,2,       ,000504.8203,1
03,0772,001,02384,01,01,1,37,01,102008,2,04,313,1,100,04,1,143,04,1,022009,      ,2,       , ,                    ,2,       ,2,       ,000604.1114,2
03,0773,001,02384,01,01,1,39,01,012007,2,65,342,4,500,02,1,932,02,1,032007,      ,2,       , ,                    ,2,       ,2,       ,000604.1114,2
03,0773,001,02384,02,02,2,37,01,012007,2,65,223,4,500,05,1,932,05,1,062007,      ,2,       , ,                    ,2,       ,2,       ,000595.7502,2
03,0774,003,02392,02,02,2,34,01,052009,2,61,021,1,100,24,1,513,04,2,      ,052011,1,0035000,4,1090    3010        ,2,       ,1,0002900,000689.3086,1
03,0775,003,02392,03,03,2,29,01,032005,1,63,743,1,300,88,1,513,54,2,      ,888888,1,0168000,4,10902010            ,2,       ,2,       ,000689.3086,1
03,0776,003,02392,03,05,1,33,01,082009,2,05,522,1,234,88,1,512,01,2,      ,888888,2,       , ,                    ,2,       ,2,       ,000666.1328,1
03,0776,003,02392,04,03,2,32,01,072009,2,05,023,1,234,08,1,741,02,2,      ,032010,1,0010000,5,1050    3050        ,2,       ,2,       ,000689.3086,1
03,0777,003,02404,08,05,1,34,01,062009,2,65,621,1,500,88,1,513,03,2,      ,888888,1,0233000,1,1025                ,2,       ,2,       ,000665.7471,1
03,0778,002,02407,05,02,1,41,04,092009,2,04,724,1,233,11,1,724,60,2,      ,082010,1,0060000,4,1099    3001        ,1,0040000,1,0002000,000568.6514,1
03,0779,002,02407,04,03,2,43,01,052008,1,63,234,4,233,02,1,913,02,1,072008,      ,2,       , ,                    ,2,       ,2,       ,000560.7809,2
03,0779,002,02407,14,05,1,26,01,062009,2,65,311,1,231,23,1,311,03,2,      ,052011,1,0052000,1,1090    3010        ,2,       ,2,       ,000668.4471,1
03,0780,002,02407,05,05,2,40,02,042008,2,05,131,1,232,24,1,913,42,2,      ,042010,1,0090000,4,1099    3001        ,2,       ,2,       ,000560.7809,1
03,0781,002,02407,11,03,2,31,01,022008,1,05,743,1,233,38,1,419,19,2,      ,042011,1,0009000,1,1070                ,2,       ,2,       ,000691.7035,1
03,0782,004,02436,02,02,2,44,04,072006,2,02,021,1,212,41,1,513,54,2,      ,122009,1,0048000,1,1070                ,2,       ,2,       ,000630.5280,1
03,0783,003,02442,05,02,1,51,03,062008,2,63,131,1,500,17,1,834,36,2,      ,112009,1,0050000,5,1060    3030        ,2,       ,2,       ,000551.0319,1
03,0784,001,02444,05,02,2,28,01,022009,2,04,913,1,232,24,1,913,07,2,      ,022011,1,0008000,5,1070    3020        ,2,       ,2,       ,000688.9095,1
03,0785,001,02444,06,03,1,21,01,092009,2,04,313,1,234,36,1,512,00,2,      ,092012,2,       , ,                    ,2,       ,2,       ,000567.1689,1
03,0786,002,02464,02,02,2,44,01,072009,2,61,513,1,232,02,1,330,02,1,092009,      ,2,       , ,                    ,1,0000000,2,       ,000558.5158,1
03,0787,001,02470,02,02,1,44,01,092008,2,04,913,1,400,06,1,512,06,1,032009,      ,2,       , ,                    ,2,       ,2,       ,000567.0107,2
03,0788,001,02470,02,02,2,57,04,032009,2,05,341,1,400,09,1,512,09,2,      ,122009,1,0120000,1,1050    3050        ,2,       ,2,       ,000492.7208,1
03,0789,001,02470,04,03,1,42,01,062007,2,03,933,1,233,26,1,714,26,1,082009,      ,1,0015000,5,1100                ,1,0020000,1,0009000,000567.0107,1
03,0790,004,02473,03,02,1,48,02,042008,2,05,832,1,234,24,1,833,41,2,      ,042010,1,0050000,1,108020103010        ,2,       ,2,       ,000561.5611,1
03,0791,004,02473,05,02,1,36,02,022008,2,05,522,1,233,25,1,522,60,2,      ,032010,1,0108000,1,1080    3020        ,2,       ,2,       ,000630.3765,1
03,0792,003,02475,02,02,2,70,01,082008,2,71,141,4,500,01,2,   ,  ,1,092008,      ,2,       , ,                    ,2,       ,2,       ,000462.0368,2
03,0793,003,02475,01,01,1,42,01,022008,2,05,724,1,100,18,1,512,18,1,082009,      ,1,0050000,1,1080    3020        ,1,0050000,1,0015000,000588.6674,1
03,0794,003,02475,02,02,1,46,01,012009,2,04,714,1,233,24,1,714,08,2,      ,012011,1,0030000,4,10702030            ,2,       ,2,       ,000524.4051,1
03,0795,001,02475,02,07,2,67,04,092009,3,03,916,4,300,06,1,512,30,2,      ,032010,1,0017000,1,1099    3001        ,1,0020000,2,       ,000497.5781,1
03,0796,001,02479,02,02,2,59,02,062008,2,04,021,4,400,05,2,   ,  ,1,112008,      ,2,       , ,                    ,2,       ,2,       ,000542.3738,2
03,0797,001,02479,05,02,1,52,05,112008,2,65,516,1,100,10,1,834,47,1,092009,      ,1,0036000,1,10952005            ,1,0060000,2,       ,000556.0144,1
03,0798,003,02485,07,02,2,52,01,022008,2,04,421,1,211,24,1,913,19,2,      ,022010,1,0060000,5,1099    3001        ,2,       ,1,0007000,000565.4517,1
03,0799,003,02485,05,02,1,33,02,112008,2,04,023,1,235,24,1,827,34,2,      ,112010,1,0060000,4,1098    3002        ,2,       ,2,       ,000737.0904,1
03,0800,003,02485,01,01,1,30,02,122008,2,63,311,4,222,01,2,   ,  ,1,012009,      ,2,       , ,                    ,2,       ,2,       ,000737.0904,2
03,0801,003,02485,05,02,2,46,01,092009,2,04,913,1,233,24,1,913,00,2,      ,092011,2,       , ,                    ,2,       ,2,       ,000565.4517,1
03,0802,004,02494,02,02,2,32,01,032008,2,63,522,4,234,07,1,522,07,1,102008,      ,2,       , ,                    ,2,       ,2,       ,000688.9095,2
03,0803,004,02494,05,03,2,28,01,052007,3,04,021,1,212,06,1,347,06,1,112007,      ,2,       , ,                    ,2,       ,2,       ,000688.9095,2
03,0804,004,02494,01,01,1,55,01,072006,2,02,832,1,233,25,1,833,25,1,082008,      ,2,       , ,                    ,2,       ,2,       ,000493.9965,2
03,0804,004,02494,07,03,1,21,01,082007,4,03,932,1,214,25,1,313,25,1,092009,      ,1,0004800,5,1100                ,1,0000000,2,       ,000567.1689,1
03,0804,004,02494,08,03,2,27,02,022009,2,04,023,2,214,24,1,347,32,2,      ,022011,1,0083000,1,10752025            ,2,       ,2,       ,000688.9095, 
03,0805,003,02495,02,02,2,45,01,022009,2,04,743,1,233,24,1,743,07,2,      ,022011,1,0027000,5,1100                ,2,       ,2,       ,000510.1297,1
03,0806,003,02495,06,05,1,29,01,062006,2,65,822,1,212,03,1,512,03,1,092006,      ,2,       , ,                    ,2,       ,2,       ,000664.9757,2
03,0806,003,02495,10,03,2,26,01,102008,2,05,023,1,212,12,1,347,11,2,      ,102009,1,0120000,4,1100                ,2,       ,2,       ,000688.1112,1
03,0807,003,02495,01,01,1,32,01,032006,2,65,712,1,213,38,1,315,38,1,052009,      ,1,0018000,1,1100                ,1,0050000,1,0015000,000664.9757,1
03,0808,003,02495,02,02,2,25,01,062006,2,03,522,1,212,06,1,347,06,1,122006,      ,2,       , ,                    ,2,       ,2,       ,000688.1112,2
03,0809,003,02495,01,01,1,36,01,072006,2,04,832,4,223,04,1,723,04,1,112006,      ,2,       , ,                    ,2,       ,2,       ,000565.6982,2
03,0810,002,02503,01,01,2,37,01,092009,2,65,021,4,222,01,2,   ,  ,2,      ,102009,2,       , ,                    ,2,       ,2,       ,000569.1943,2
03,0810,002,02503,02,02,1,41,01,042007,2,65,215,1,222,32,1,215,29,2,      ,122009,1,0300000,1,105020253025        ,2,       ,2,       ,000577.1828,1
03,0811,002,02503,05,08,1,44,01,122008,2,05,313,1,233,25,1,313,09,2,      ,012011,1,0090000,5,1070    3030        ,2,       ,2,       ,000577.1828,1
03,0812,002,02503,03,03,2,23,01,042009,1,65,023,4,222,01,2,   ,  ,1,052009,      ,2,       , ,                    ,1,0000000,2,       ,000627.6711,2
03,0813,003,02510,02,03,2,27,01,102005,1,05,512,1,222,24,1,913,24,1,102007,      ,2,       , ,                    ,2,       ,2,       ,000760.5877,2
03,0814,003,02510,07,03,1,26,01,112007,1,05,724,1,233,24,1,512,22,2,      ,112009,1,0060000,1,10602040            ,2,       ,2,       ,000735.0154,1
03,0815,003,02510,02,03,2,28,04,072007,1,05,324,1,221,05,1,347,18,1,122007,      ,2,       , ,                    ,2,       ,2,       ,000760.5877,2
03,0816,003,02510,02,02,2,36,02,072009,2,05,522,4,222,01,2,   ,  ,1,082009,      ,2,       , ,                    ,1,0000000,2,       ,000616.6271,2
03,0817,004,02539,01,01,1,63,01,062006,2,61,141,7,211,00,2,   ,  ,1,062006,      ,2,       , ,                    ,2,       ,2,       ,000532.6127, 
03,0817,004,02539,03,03,2,23,01,042007,1,61,234,7,223,00,2,   ,  ,1,042007,      ,2,       , ,                    ,2,       ,2,       ,000664.0408, 
03,0818,002,02547,07,03,2,45,01,012009,3,04,743,1,400,24,1,743,08,2,      ,012011,1,0060000,1,10702030            ,2,       ,2,       ,000511.3133,1
03,0819,002,02547,03,03,2,26,01,052009,1,04,522,1,234,24,1,522,04,2,      ,052011,1,0015000,1,1099    3001        ,2,       ,2,       ,000689.7078,1
03,0820,003,02528,02,08,2,32,02,102007,2,63,422,1,234,36,1,422,50,2,      ,102010,1,0056000,1,1070    3030        ,2,       ,2,       ,000781.9136,1
03,0821,003,02528,05,03,1,29,01,022009,2,04,915,1,400,24,1,512,07,2,      ,022011,1,0060000,1,107020203010        ,2,       ,2,       ,000755.6242,1
03,0822,003,02528,05,05,1,55,03,122007,2,04,023,1,233,36,1,913,60,2,      ,122010,1,0036000,1,1100                ,2,       ,2,       ,000560.6869,1
03,0822,003,02528,06,03,2,51,03,122008,2,04,131,1,233,24,1,743,60,2,      ,122010,1,0056000,2,1050                ,2,       ,2,       ,000579.6698,1
03,0822,003,02528,07,03,2,40,02,082008,4,04,724,1,213,36,1,724,48,2,      ,082011,1,0036000,1,1099                ,2,       ,2,       ,000633.9165,1
03,0823,004,02538,04,08,2,29,02,052006,1,04,023,1,212,05,1,347,12,1,102006,      ,2,       , ,                    ,2,       ,2,       ,000737.2454,2
03,0824,004,02538,03,03,2,25,01,082007,1,61,234,1,213,35,1,234,25,2,      ,072010,1,0120000,1,105020253025        ,2,       ,1,0007000,000737.2454,1
03,0825,001,02578,06,03,2,30,01,112007,4,63,241,1,222,21,1,241,21,1,082009,      ,1,0090000,1,1075    3025        ,1,0020000,1,0005000,000690.9052,1
03,0826,003,02580,03,03,2,24,01,032005,1,63,023,5,222,06,2,   ,  ,1,092005,      ,2,       , ,                    ,2,       ,2,       ,000618.0366,2
03,0827,001,02581,04,05,2,26,01,072007,2,05,512,1,234,02,1,512,02,1,092007,      ,2,       , ,                    ,2,       ,2,       ,000689.3086,2
03,0828,001,02581,07,03,2,19,01,092009,1,04,023,1,222,02,1,512,00,2,      ,112009,1,0003600,5,1050                ,2,       ,2,       ,000616.2524,1
03,0829,002,02588,05,02,1,33,01,052009,2,04,522,1,234,25,1,832,04,2,      ,062011,1,0010000,5,1099    3001        ,2,       ,2,       ,000666.5185,1
03,0830,003,02606,03,03,1,31,01,052006,1,65,114,1,233,88,1,724,40,2,      ,052010,1,0055000,5,1100                ,2,       ,2,       ,000665.7471,1
03,0831,004,02603,02,02,2,37,02,042009,2,04,021,1,400,05,1,513,40,1,092009,      ,1,0027000,1,10502050            ,1,0030000,2,       ,000602.5240,1
03,0832,004,02603,02,05,1,49,02,022005,2,03,611,1,233,60,1,931,56,2,      ,022010,1,0051000,1,1099    3001        ,2,       ,2,       ,000544.2823,1
03,0833,001,02608,02,02,2,40,02,072009,2,04,131,1,234,88,1,913,27,2,      ,888888,1,0013000,1,10802020            ,2,       ,2,       ,000558.5158,1
03,0834,001,02608,01,01,1,44,02,052008,2,04,921,1,233,24,1,721,40,2,      ,052010,1,0030000,4,1050    3050        ,2,       ,2,       ,000566.3544,1
03,0835,003,02661,01,01,1,39,01,122004,2,04,921,1,233,28,1,833,28,1,042007,      ,2,       , ,                    ,2,       ,2,       ,000600.7117,2
03,0836,003,02661,04,05,2,27,01,052009,2,65,094,1,212,24,1,223,04,2,      ,052011,1,0040000,4,1100                ,2,       ,2,       ,000730.7015,1
03,0837,001,02622,01,01,1,35,01,032009,2,03,832,1,232,25,1,721,06,2,      ,042011,1,0110000,1,1050    3010        ,2,       ,2,       ,000610.9803,1
03,0838,002,02658,06,05,2,36,01,072007,2,63,421,1,234,32,1,421,26,2,      ,032010,1,0030000,1,1070    3030        ,2,       ,2,       ,000621.6518,1
03,0839,003,02672,05,03,1,22,01,122008,2,04,512,1,234,36,1,512,09,2,      ,122011,1,0072000,1,1030    3020        ,2,       ,2,       ,000567.8262,1
03,0840,002,02664,04,05,1,46,01,072007,2,04,832,1,233,41,1,833,26,2,      ,122010,1,0060000,1,1050    3050        ,2,       ,2,       ,000505.1126,1
03,0841,001,02639,01,01,1,50,05,122008,2,65,094,1,214,08,1,834,45,1,082009,      ,1,0128800,2,1070    3030        ,1,0050000,1,0050000,000538.7868,1
03,0841,001,02639,03,03,2,30,01,122008,1,05,094,1,214,05,1,347,05,1,052009,      ,2,       , ,                    ,1,0150000,1,0020000,000735.6883,1
03,0842,001,02639,01,01,1,45,04,072009,2,65,814,1,214,06,1,142,30,2,      ,012010,1,0073600,2,1080    3020        ,2,       ,2,       ,000538.7868,1
03,0842,001,02639,04,03,1,20,01,012009,1,68,094,1,214,12,1,834,08,2,      ,012010,1,0027600,2,1010    3090        ,2,       ,2,       ,000605.6812,1
03,0843,001,02639,02,02,2,31,01,022009,2,05,131,1,212,03,1,932,03,1,052009,      ,2,       , ,                    ,1,0100000,2,       ,000735.6883,1
03,0844,001,02679,03,03,2,28,01,112007,1,04,513,1,211,24,1,513,22,2,      ,112009,1,0030000,1,1090    3010        ,2,       ,2,       ,000764.0469,1
03,0845,001,02679,03,03,1,31,01,092008,1,05,131,1,234,25,1,149,12,2,      ,102010,1,0030000,1,1075    3025        ,2,       ,2,       ,000738.3583,1
03,0845,001,02679,04,03,1,30,03,092009,1,05,512,1,500,09,1,512,29,2,      ,062010,1,0040000,1,1065    3035        ,2,       ,2,       ,000738.3583,1
03,0846,001,02695,02,05,1,34,01,042005,2,05,721,1,234,18,1,721,18,1,102006,      ,2,       , ,                    ,2,       ,2,       ,000715.3668,2
03,0847,001,02695,03,03,2,46,01,022008,1,05,522,1,400,25,1,513,19,2,      ,032010,1,0025000,4,1060    3040        ,2,       ,2,       ,000548.7867,1
03,0848,001,02695,03,05,2,30,01,052008,2,05,021,2,222,22,1,913,16,2,      ,032010,1,0030000,5,1080    3020        ,2,       ,2,       ,000740.2555, 
03,0849,001,02695,05,05,1,27,01,092009,2,05,611,1,234,26,1,721,00,2,      ,112011,2,       , ,                    ,2,       ,2,       ,000715.3668,1
03,0850,004,02706,01,01,1,44,02,092008,2,65,131,1,233,24,1,215,13,2,      ,092010,1,0060000,4,1070    3020        ,2,       ,2,       ,000567.6670,1
03,0851,004,02726,02,02,2,37,03,082009,2,05,131,1,234,36,1,513,60,2,      ,082012,1,0040000,4,1100                ,1,0020000,2,       ,000559.8102,1
03,0852,004,02726,01,01,1,29,03,092008,2,63,143,1,234,06,1,724,36,1,032009,      ,2,       , ,                    ,2,       ,2,       ,000667.2900,2
03,0853,004,02734,03,03,1,27,02,032008,1,04,512,1,231,24,1,512,43,2,      ,032010,2,       , ,                    ,2,       ,2,       ,000738.3583,1
03,0854,004,02734,01,01,1,39,02,042008,4,02,911,1,221,23,1,347,43,2,      ,032010,1,0120000,5,1100                ,2,       ,1,0010000,000628.1251,1
03,0854,004,02734,07,08,2,21,01,092008,1,03,512,1,221,18,1,512,12,2,      ,032010,1,0005000,5,10802020            ,2,       ,2,       ,000683.0696,1
03,0855,004,02734,03,05,1,27,01,072009,2,04,322,1,223,24,1,322,02,2,      ,072011,2,       , ,                    ,2,       ,2,       ,000738.3583,1
03,0856,004,02734,01,01,1,42,01,032009,2,04,832,4,214,02,2,   ,  ,1,052009,      ,2,       , ,                    ,1,0020000,1,0008000,000628.1251,2
03,0856,004,02734,02,02,2,40,03,062009,2,04,911,1,214,88,1,913,51,2,      ,062011,1,0021000,1,1100                ,1,0050000,1,0005000,000619.4316,1
03,0857,004,02734,01,01,1,45,01,022008,2,63,516,1,232,24,1,723,19,2,      ,022010,1,0120000,5,1100                ,2,       ,2,       ,000559.5555,1
03,0858,004,02734,06,04,2,31,01,062009,1,62,422,1,234,88,1,422,03,2,      ,888888,2,       , ,                    ,2,       ,2,       ,000764.0469,1
03,0859,002,02728,04,05,1,32,02,122008,2,05,512,1,233,23,1,512,33,2,      ,112010,1,0055000,5,1080    3020        ,2,       ,1,0045000,000666.9043,1
03,0860,002,02728,03,03,2,22,02,032009,1,04,347,2,222,06,1,347,12,1,092009,      ,1,0150000,5,1085    3015        ,1,0040000,2,       ,000616.9661, 
03,0861,002,02728,02,02,2,32,01,072007,2,04,522,1,233,21,1,512,21,1,042009,      ,2,       , ,                    ,1,0010000,2,       ,000690.1069,1
03,0862,004,02729,02,02,2,35,01,062009,2,04,021,1,231,24,1,913,03,2,      ,062011,1,0016000,1,1050                ,2,       ,2,       ,000558.5158,1
03,0863,001,02747,01,01,1,46,01,082006,2,03,712,1,233,24,1,515,24,1,082008,      ,2,       , ,                    ,2,       ,2,       ,000536.3716,2
03,0864,001,02747,03,03,1,24,01,012009,1,64,422,1,233,25,1,522,08,2,      ,022011,1,0026000,5,1050                ,2,       ,2,       ,000602.9662,1
03,0864,001,02747,04,03,2,20,01,122007,1,04,094,4,212,07,1,347,07,1,072008,      ,2,       , ,                    ,2,       ,2,       ,000654.7683,2
03,0865,003,02750,01,01,1,47,01,082006,2,05,611,1,233,88,1,422,37,2,      ,888888,1,0060000,1,1075    3025        ,2,       ,2,       ,000505.4050,1
03,0865,003,02750,02,02,2,42,01,042006,2,04,131,1,231,38,1,913,38,1,062009,      ,2,       , ,                    ,1,0030000,1,0003000,000559.4866,1
03,0865,003,02750,04,03,1,26,01,042009,2,65,223,1,234,88,1,223,05,2,      ,888888,1,0030000,1,1075    3025        ,2,       ,2,       ,000666.9043,1
03,0866,003,02750,02,02,2,32,01,082006,2,03,743,1,231,11,1,913,11,1,072007,      ,2,       , ,                    ,2,       ,2,       ,000690.1069,2
03,0867,004,02794,03,03,2,25,01,082009,1,63,522,1,213,12,1,827,01,2,      ,082010,2,       , ,                    ,2,       ,2,       ,000743.1921,1
03,0868,004,02794,01,01,1,49,01,062009,2,01,832,1,233,24,1,832,03,2,      ,062011,1,0010000,5,1050                ,2,       ,2,       ,000544.2823,1
03,0869,004,02818,05,03,2,23,01,042009,1,65,223,1,500,88,1,223,05,2,      ,888888,2,       , ,                    ,2,       ,2,       ,000679.4478,1
03,0870,004,02818,02,02,2,46,02,052008,2,04,921,1,231,24,1,913,16,2,      ,052010,1,0054000,4,1100                ,2,       ,2,       ,000563.4210,1
03,0871,003,02821,04,03,1,25,01,062009,1,05,724,1,233,24,1,932,03,2,      ,062011,1,0012000,5,1050                ,2,       ,2,       ,000665.7471,1
03,0872,003,02821,01,01,1,42,01,082007,2,68,611,1,400,40,1,932,25,2,      ,122010,1,0058000,1,1050    3025        ,2,       ,2,       ,000566.3544,1
03,0872,003,02821,02,02,2,41,01,082007,2,05,513,1,400,40,1,513,25,2,      ,122010,2,       , ,                    ,2,       ,2,       ,000558.5158,1
03,0873,001,02854,07,03,2,27,04,062009,1,05,094,1,212,24,1,347,03,2,      ,062011,2,       , ,                    ,2,       ,2,       ,000743.1921,1
03,0874,004,02865,03,03,2,31,01,022005,2,64,094,1,233,23,1,913,23,1,012007,      ,2,       , ,                    ,2,       ,2,       ,000689.3086,2
03,0875,004,02865,04,03,1,27,01,102005,2,05,094,4,400,06,2,   ,  ,1,042006,      ,2,       , ,                    ,2,       ,2,       ,000666.1328,2
03,0875,004,02865,05,05,2,27,01,102005,2,05,094,4,400,06,2,   ,  ,1,042006,      ,2,       , ,                    ,2,       ,2,       ,000689.3086,2
03,0876,004,02865,81,03,2,21,02,092009,2,05,522,6,214,88,2,   ,  ,2,      ,888888,2,       , ,                    ,2,       ,2,       ,000586.3165, 
03,0877,004,02882,01,01,1,49,01,122006,2,68,215,1,212,88,1,215,33,2,      ,888888,1,0060000,5,1100                ,2,       ,2,       ,000504.8203,1
03,0878,003,02889,02,02,2,38,01,072006,2,04,921,1,235,39,1,913,38,2,      ,102009,1,0030000,5,1100                ,2,       ,2,       ,000592.7402,1
03,0879,002,02909,02,02,2,45,02,072008,2,63,131,1,400,24,1,513,14,2,      ,072010,1,0060000,1,1100                ,2,       ,2,       ,000510.7215,1
03,0880,002,02909,03,03,1,21,01,052008,1,04,921,1,232,23,1,931,16,2,      ,042010,1,0040000,4,1100                ,2,       ,2,       ,000567.1689,1
03,0880,002,02909,05,03,1,23,01,062009,2,03,921,1,233,24,1,931,03,2,      ,062011,1,0012000,5,1080                ,2,       ,2,       ,000567.1689,1
03,0881,002,02909,03,03,1,20,01,072008,1,04,921,1,232,18,1,712,14,2,      ,012010,1,0035000,5,1070                ,2,       ,2,       ,000567.1689,1
03,0882,002,02909,03,03,2,25,01,072009,2,04,522,1,211,18,1,913,02,2,      ,012011,1,0005000,5,1090    3010        ,2,       ,2,       ,000688.9095,1
03,0883,003,02908,01,01,1,36,02,012009,2,65,611,1,212,36,1,932,36,2,      ,012012,1,0035000,1,102520503025        ,2,       ,2,       ,000567.9951,1
03,0883,003,02908,02,02,2,35,02,112007,2,05,131,1,212,10,1,932,20,1,092008,      ,1,0035000,1,102520253025        ,2,       ,2,       ,000560.1338,2
03,0884,004,02928,03,06,1,27,02,032009,1,64,512,1,234,09,1,512,15,2,      ,122009,1,0025000,1,1090    3010        ,2,       ,2,       ,000666.5185,1
03,0885,001,02922,03,03,2,34,01,102008,1,04,744,1,212,13,1,913,11,2,      ,112009,1,0030000,1,1080    3020        ,2,       ,2,       ,000740.7972,1
03,0886,004,02940,02,03,2,48,02,042009,4,05,914,1,211,88,1,913,22,2,      ,888888,1,0015000,4,105020203030        ,2,       ,2,       ,000511.3133,1
03,0887,001,02939,03,03,1,21,01,082009,2,65,223,1,500,25,1,223,01,2,      ,092011,2,       , ,                    ,2,       ,2,       ,000654.4257,1
03,0888,001,02939,01,01,1,44,01,102008,2,65,215,1,233,27,1,215,11,2,      ,012011,1,0180000,4,104020303030        ,2,       ,2,       ,000653.4859,1
03,0889,001,02939,02,02,2,34,02,082008,2,65,223,1,400,88,1,223,19,2,      ,888888,1,0115000,1,104020303030        ,2,       ,2,       ,000794.8956,1
03,0890,001,02939,01,01,1,41,01,042008,2,04,143,1,100,25,1,931,17,2,      ,052010,1,0080000,4,105020303020        ,2,       ,2,       ,000653.4859,1
03,0891,003,02941,08,05,2,34,01,042008,2,63,419,1,400,88,1,913,17,2,      ,888888,1,0060000,4,104020303030        ,2,       ,2,       ,000766.7855,1
03,0892,001,02946,02,02,2,27,01,082008,2,61,234,1,222,12,1,513,12,1,082009,      ,1,0021000,4,104020303030        ,1,0300000,1,0023000,000690.5061,1
03,0893,001,02955,01,01,1,42,02,012009,2,04,913,1,233,35,1,714,33,2,      ,122011,1,0030000,5,1088    3012        ,2,       ,2,       ,000566.6826,1
