REGN,FILLER,URB,HHCN,REL,SEX,AGE,TLEFT,MDTLEFT,YDTLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,MDTRET,YDTRET,MDTEXP,YDTEXP,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT,P6M_IND
3,14,1,1090,2,2,42,2,7,1998,2,6,23,1,39,17,1,913,24,1,12,1999,,,2,,,2,,2,,217.3536,2
3,14,1,1099,1,1,45,2,9,2002,2,6,931,1,81,10,1,712,9,2,,,7,2003,1,33000,4,2,,2,,217.3536,1
3,14,1,1108,1,2,26,1,4,1999,2,4,834,1,81,36,1,913,42,1,4,2002,,,2,,,1,15000,2,,173.3495,1
3,14,1,1109,1,1,52,5,7,2002,2,7,834,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,173.3495,2
3,14,1,1109,2,2,46,1,7,2002,2,6,21,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,173.3495,2
3,14,1,1111,3,2,36,1,5,2000,1,6,911,1,10,88,1,313,29,2,,,88,8888,2,,,2,,2,,173.3495,1
3,14,1,1112,1,1,46,5,4,2002,2,6,834,1,94,7,1,834,35,2,,,11,2002,1,45000,1,1,25000,2,,173.3495,1
3,14,1,1123,2,1,43,4,5,2001,2,6,832,1,52,18,1,834,24,2,,,11,2002,1,80000,1,2,,2,,181.128,1
3,14,1,1125,1,1,53,5,5,2002,2,7,215,1,94,12,1,311,57,2,,,5,2003,1,62000,1,2,,2,,181.128,1
3,14,1,1128,3,1,38,1,5,1999,1,4,829,1,50,88,1,829,41,2,,,88,8888,1,34000,1,2,,2,,181.128,1
3,14,1,1128,3,1,32,1,3,2001,1,4,832,1,50,55,1,825,19,2,,,10,2005,1,31000,1,2,,2,,181.128,1
3,14,1,1128,3,1,36,1,11,1998,2,4,832,1,50,88,1,829,46,2,,,88,8888,1,15000,1,2,,2,,181.128,1
3,14,1,1128,4,2,35,1,8,1999,2,4,911,1,50,88,1,743,38,2,,,88,8888,2,,,2,,2,,181.128,1
3,14,1,1137,3,1,28,3,6,2002,2,6,933,1,96,8,1,512,36,2,,,2,2003,1,9000,4,2,,2,,181.1281,1
3,14,1,1145,2,2,20,2,3,2002,2,2,347,1,52,6,1,347,6,1,9,2002,,,1,10000,1,1,15000,2,,181.128,1
3,14,1,1152,1,1,42,4,3,2002,2,6,911,1,52,12,1,834,31,2,,,3,2003,1,72000,1,2,,2,,181.128,1
3,14,1,1170,4,2,28,1,9,2002,2,4,515,1,89,12,1,913,0,2,,,9,2003,2,,,2,,2,,217.3536,1
3,14,1,1175,3,2,33,1,9,2001,1,4,21,1,39,24,1,913,12,2,,,9,2003,1,22000,1,2,,2,,217.3536,1
3,14,1,1183,1,1,35,1,2,2000,2,6,832,1,89,36,1,932,30,2,,,2,2003,1,50000,1,2,,2,,234.3723,1
3,14,1,1184,1,2,28,4,9,2001,4,7,512,1,52,6,1,347,24,1,3,2002,,,2,,,2,,2,,234.3723,2
3,14,1,1184,6,2,35,5,5,2000,3,6,23,1,80,48,1,512,50,2,,,5,2004,1,72000,4,2,,2,,234.3723,1
3,14,1,1186,3,1,27,1,12,2001,1,7,23,3,94,13,1,347,9,2,,,1,2003,1,30000,1,2,,1,27000,234.3723,1
3,14,1,1187,3,1,30,1,1,1998,1,2,931,1,82,16,1,721,18,1,5,1999,,,2,,,2,,2,,234.3723,2
3,14,1,1190,1,1,42,1,9,2000,2,6,215,1,104,25,1,512,24,2,,,10,2002,1,80000,1,2,,2,,181.128,1
3,14,1,1191,1,1,50,4,1,2000,2,7,419,1,30,7,1,834,31,1,8,2000,,,2,,,2,,2,,181.128,2
3,14,1,1196,1,2,39,1,5,2002,4,7,131,4,90,3,1,234,3,1,8,2002,,,2,,,1,15000,2,,181.128,1
3,14,1,1196,2,1,38,1,5,1998,4,7,213,6,96,88,1,213,52,2,,,88,8888,1,190000,1,2,,2,,181.128,
3,14,1,1202,3,1,26,1,7,2002,1,4,827,1,89,27,1,827,2,2,,,10,2004,1,12000,4,2,,2,,181.128,1
3,14,1,1202,3,2,23,3,3,2002,1,4,827,1,52,5,1,347,24,1,8,2002,,,1,20000,1,1,100000,1,2500,181.128,1
3,14,1,1224,3,2,34,1,6,2002,4,4,21,1,54,24,1,913,4,2,,,6,2004,1,40000,4,2,,2,,199.5125,1
3,14,1,1229,3,1,38,2,8,2002,4,4,712,1,81,14,1,712,24,2,,,10,2003,1,8000,4,1,10400,1,31500,181.1281,1
3,14,1,1230,1,1,52,5,4,2002,2,4,341,1,22,9,1,834,50,2,,,1,2003,1,120000,2,2,,2,,181.1281,1
3,14,2,1316,3,1,28,1,1,1999,1,6,921,1,89,48,1,822,32,2,,,1,2003,1,65500,4,2,,2,,1076.429,1
3,14,2,1319,4,1,24,1,7,2001,2,6,511,1,89,24,1,829,15,2,,,7,2003,1,165000,1,2,,2,,1076.429,1
3,14,2,1324,3,1,26,2,8,2001,1,7,23,1,50,11,1,723,25,1,7,2002,,,1,27500,1,1,75000,2,,986.7272,1
3,14,1,881,3,1,29,1,7,2002,1,7,222,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,520.2753,2
3,14,1,881,3,2,27,1,5,2002,1,7,131,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,520.2753,2
3,14,1,883,1,1,27,4,3,2001,1,7,23,1,33,8,1,834,36,1,11,2001,,,2,,,2,,2,,520.2753,2
3,14,1,893,1,1,55,5,8,2002,2,7,121,7,99,0,2,,,1,8,2002,,,2,,,1,0,2,,433.5628,
3,14,1,900,1,1,67,3,5,2002,2,7,22,4,96,4,2,,,1,9,2002,,,2,,,1,0,1,58300,433.5628,2
3,14,1,900,2,2,63,1,5,2002,2,7,131,4,96,4,2,,,1,9,2002,,,2,,,1,0,2,,433.5628,2
3,14,1,900,3,2,20,1,5,2002,1,6,23,4,96,4,2,,,1,9,2002,,,2,,,1,0,2,,433.5628,2
3,14,1,904,2,2,40,2,7,2001,2,7,412,3,96,88,1,513,52,2,,,88,8888,1,120000,1,2,,2,,433.5626,1
3,14,1,904,3,2,5,1,7,2001,,,,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,476.1079,2
3,14,1,909,3,1,31,2,1,2001,1,7,215,1,96,88,1,512,21,2,,,88,8888,1,53000,1,2,,2,,433.5626,1
3,49,1,1449,6,2,33,2,3,2001,1,5,23,1,39,24,1,913,48,2,,,3,2003,1,40000,1,2,,2,,340.2397,1
3,49,2,1874,4,1,26,3,5,2000,2,4,522,1,15,35,1,341,56,2,,,4,2003,1,8000,4,2,,2,,863.6318,1
3,49,2,1874,3,2,26,3,8,2000,1,4,522,1,15,24,1,512,56,1,7,2002,,,2,,,1,30000,1,33000,863.6318,1
3,49,1,1537,3,2,24,1,10,2000,1,7,23,1,81,26,1,222,22,2,,,12,2002,1,80000,1,2,,2,,125.1052,1
3,49,1,1559,3,2,31,2,7,2002,1,7,223,1,86,24,1,223,30,2,,,7,2004,1,20000,1,2,,2,,125.1052,1
3,49,1,1559,4,2,29,2,7,2002,2,7,223,1,95,24,1,223,39,2,,,7,2004,2,,,2,,2,,125.1052,1
3,49,1,1573,3,2,30,1,1,2001,2,6,421,6,52,88,1,347,13,2,,,88,8888,1,18000,4,2,,1,8500,125.1052,
3,49,1,1593,2,2,48,5,2,2002,2,7,223,1,81,10,1,223,50,2,,,12,2002,1,240000,1,2,,2,,114.6798,1
3,49,1,1593,4,2,25,1,3,2001,2,7,23,6,86,88,1,513,18,2,,,88,8888,1,48000,1,2,,2,,114.6798,
3,49,1,1615,2,2,33,2,12,2000,2,5,21,1,51,24,1,913,42,2,,,12,2002,1,12600,4,2,,1,4500,155.1379,1
3,49,1,1643,1,2,54,5,1,2001,3,7,223,1,81,24,1,223,55,2,,,1,2003,1,48000,4,2,,2,,125.1052,1
3,49,2,1998,3,2,26,2,2,1999,1,4,94,1,39,24,1,913,37,1,2,2001,,,2,,,2,,2,,410.7173,2
3,49,2,1998,4,1,36,5,2,2002,2,7,744,1,21,12,1,744,50,2,,,2,2003,1,50000,1,2,,2,,410.7173,1
3,49,2,2002,3,1,28,1,1,2002,1,5,921,1,51,24,1,512,9,2,,,1,2004,1,24000,4,2,,2,,410.7173,1
3,49,2,2011,3,2,32,1,6,2002,4,3,421,1,89,6,1,913,3,2,,,12,2002,2,,,2,,2,,403.2392,1
3,49,1,1682,1,1,35,2,9,2001,2,6,245,1,81,15,1,245,30,2,,,12,2002,1,6000,4,2,,1,3000,89.6267,1
3,49,1,1690,2,2,43,1,4,2001,2,4,515,1,94,36,1,513,16,2,,,4,2004,1,11000,2,2,,2,,89.6267,1
3,49,1,1693,3,2,40,2,6,1998,1,5,94,1,39,53,1,913,57,2,,,11,2002,1,30000,1,2,,2,,154.8177,1
3,49,1,1694,3,2,19,1,5,2002,1,4,91,1,52,5,1,347,4,2,,,10,2002,1,60000,1,2,,2,,154.8177,1
3,49,1,1696,2,2,60,1,5,2000,2,6,21,1,96,31,1,913,24,2,,,12,2002,1,90000,1,2,,2,,154.8177,1
3,49,1,1696,3,2,28,1,5,2000,1,7,91,1,96,31,1,913,24,2,,,12,2002,1,30000,1,2,,2,,154.8177,1
3,49,1,1696,3,1,24,1,10,2000,1,7,91,4,89,27,1,724,24,2,,,1,2003,2,,,2,,2,,154.8177,1
3,49,1,1726,2,2,50,5,6,2002,2,7,223,1,78,12,1,223,54,2,,,6,2003,1,45000,2,2,,2,,114.6798,1
3,49,1,1392,2,2,36,1,10,2000,2,4,921,1,39,29,1,913,24,2,,,3,2003,1,43000,1,2,,2,,340.2398,1
3,49,2,1741,3,2,28,1,7,2002,1,6,932,1,46,25,1,513,2,2,,,8,2004,1,15000,1,2,,2,,942.1433,1
3,49,2,1750,5,2,21,1,3,2002,1,6,91,1,52,6,1,347,6,1,9,2002,,,1,11000,3,1,70000,1,9500,942.1433,1
3,49,1,1494,4,2,38,3,9,2002,2,6,131,1,82,6,1,223,12,2,,,3,2003,1,15000,1,1,50000,1,8000,408.2881,1
3,49,1,1497,3,2,29,2,1,2002,2,7,21,1,82,24,1,223,36,2,,,1,2004,1,30000,1,2,,1,10500,408.2881,1
3,49,1,1499,2,2,38,1,7,1998,2,7,92,1,89,12,1,913,12,1,7,1999,,,2,,,2,,2,,408.2881,2
3,49,1,1500,4,1,53,2,12,2001,2,7,94,6,96,24,1,241,58,2,,,12,2003,2,,,2,,2,,408.2881,
3,49,1,1500,3,2,52,2,12,2001,2,7,94,6,96,24,1,222,58,2,,,12,2003,1,24000,4,2,,2,,408.2881,
3,49,1,1500,5,2,21,2,12,2001,1,6,94,6,96,24,2,,,2,,,12,2003,2,,,2,,2,,408.2881,
3,49,1,1507,3,1,24,4,8,2001,1,7,23,1,26,12,1,834,50,1,8,2002,,,1,40000,1,1,120000,1,11000,360.0687,1
3,49,2,1930,3,1,27,2,11,2001,1,2,832,1,89,12,1,811,12,2,,,11,2002,1,30000,1,2,,2,,863.6328,1
3,49,2,1930,3,2,25,2,5,2001,1,7,522,1,89,24,1,932,27,2,,,5,2003,1,30000,1,2,,2,,863.6328,1
3,49,1,1455,3,2,26,2,3,2002,1,7,411,1,18,60,1,513,46,2,,,3,2007,1,40000,4,2,,1,12000,401.1036,1
3,49,1,1380,3,2,30,1,6,2002,1,7,234,1,39,7,1,913,4,2,,,1,2003,1,4550,4,2,,2,,340.2397,1
3,49,2,1827,3,2,22,3,1,2002,1,4,23,1,39,11,1,913,42,2,,,12,2002,1,28000,4,2,,2,,1079.5423,1
3,49,2,1830,1,1,39,4,12,2001,2,4,413,1,83,12,1,834,33,2,,,12,2002,1,120000,1,2,,2,,1079.5423,1
3,49,2,1942,3,2,35,1,4,1999,4,4,23,1,81,49,1,913,41,2,,,5,2003,1,36000,1,2,,2,,863.6326,1
3,49,2,1765,1,1,37,3,12,2001,2,4,832,1,81,24,1,714,36,2,,,12,2002,1,180000,1,2,,2,,942.1408,1
3,49,2,1850,3,2,18,4,8,2002,1,3,21,1,52,6,1,347,27,2,,,2,2003,1,12000,4,2,,1,27000,863.6321,1
3,49,1,1405,3,1,28,1,5,2001,1,7,832,1,15,7,1,832,7,1,12,2001,,,2,,,2,,2,,332.6418,2
3,49,1,1406,2,2,40,2,7,2002,2,4,21,1,39,14,1,913,16,2,,,9,2003,1,13000,4,2,,2,,332.6418,1
3,49,1,1407,3,2,29,1,11,2001,1,6,411,1,52,13,1,347,10,2,,,12,2002,1,25000,4,2,,2,,332.6418,1
3,49,1,1407,4,2,42,2,11,2000,3,4,21,1,81,12,1,913,22,1,12,2001,,,2,,,2,,2,,332.6418,2
3,49,2,1961,3,2,27,1,9,2002,3,6,131,1,82,24,1,422,1,2,,,9,2004,2,,,2,,2,,863.6316,1
3,49,2,1871,2,2,40,2,10,2001,2,3,21,1,39,12,1,913,23,2,,,11,2002,2,,,2,,2,,863.6302,1
3,49,1,1426,3,2,23,1,1,2002,1,7,422,1,52,6,1,347,6,1,7,2002,,,2,,,1,75000,1,53000,408.2881,1
3,49,2,1900,3,1,29,2,8,2000,1,5,832,1,81,24,1,422,24,2,,,7,2004,2,,,1,30000,2,,804.2557,1
3,49,1,1465,4,1,51,6,7,2001,2,6,245,1,39,15,1,245,54,2,,,10,2002,2,,,2,,2,,340.24,1
3,49,1,1465,3,2,30,6,6,2002,2,4,131,1,39,4,1,515,54,2,,,10,2002,1,9000,1,2,,2,,340.24,1
3,49,1,1468,4,1,34,1,12,2000,2,6,421,1,52,4,1,512,3,1,4,2001,,,2,,,2,,2,,340.24,2
3,49,1,1474,3,2,30,3,3,1999,1,7,221,1,18,88,1,221,55,2,,,88,8888,1,20000,1,2,,2,,340.24,1
3,49,2,1780,2,2,36,3,6,2001,2,4,23,1,81,10,1,743,33,1,4,2002,,,2,,,1,50000,2,,863.6269,1
3,49,2,1790,3,2,24,1,9,2001,1,4,91,1,52,6,1,347,6,1,3,2002,,,2,,,2,,2,,908.9905,2
3,49,2,1791,3,2,27,4,11,2001,1,4,23,1,52,6,1,347,24,1,5,2002,,,2,,,1,0,2,,908.9905,1
3,49,2,1796,2,2,32,1,8,2002,2,4,21,1,39,12,1,913,2,2,,,9,2003,2,,,2,,2,,908.9905,1
3,49,1,1439,6,2,47,1,9,2000,2,5,21,1,51,5,1,223,5,1,2,2001,,,2,,,2,,2,,340.2397,2
3,49,1,1439,6,1,48,2,4,2000,2,4,743,1,78,26,1,743,26,1,6,2002,,,2,,,1,120000,1,9950,340.2397,1
3,54,1,2360,1,2,54,1,4,2001,3,4,515,1,104,88,1,515,17,2,,,88,8888,1,30000,1,2,,2,,251.104,1
3,54,1,2362,1,1,39,5,11,2001,2,4,834,3,33,12,1,834,60,2,,,11,2002,1,61200,1,2,,2,,251.104,1
3,54,1,2364,1,1,47,2,8,1999,2,7,743,1,81,88,1,743,39,2,,,88,8888,1,60000,1,2,,2,,251.104,1
3,54,1,2368,1,1,42,3,8,2001,2,7,143,1,81,19,1,215,39,2,,,1,2003,1,90000,4,2,,2,,251.1039,1
3,54,1,2378,1,1,36,1,7,2001,2,6,721,1,81,12,1,721,12,1,7,2002,,,1,45000,1,1,50000,2,,251.1039,1
3,54,1,2426,3,1,31,1,3,2001,1,7,143,1,96,36,1,512,19,2,,,3,2004,1,60000,4,2,,2,,251.104,1
3,54,1,2427,3,2,29,1,2,2002,1,4,913,1,39,12,1,913,8,2,,,2,2003,1,56000,1,2,,2,,251.104,1
3,54,1,2437,3,2,19,1,8,2002,1,4,512,1,52,6,1,512,2,2,,,2,2003,1,9000,1,2,,2,,273.9316,1
3,54,1,2441,6,1,31,1,7,1999,1,7,412,1,81,88,1,512,39,2,,,88,8888,1,10000,1,2,,2,,273.9316,1
3,54,1,2446,2,1,43,2,3,2001,2,7,911,1,1,88,1,215,21,2,,,88,8888,1,86000,4,2,,1,38000,273.9316,1
3,54,1,2499,1,1,45,2,1,2001,2,6,714,1,81,23,1,714,32,2,,,12,2002,1,60000,1,2,,2,,349.9825,1
3,54,1,2514,6,2,28,4,4,2002,1,4,23,1,52,6,1,347,24,2,,,10,2002,1,50000,4,2,,2,,287.5069,1
3,54,1,2521,2,2,57,1,7,2002,2,4,411,1,39,24,1,411,3,2,,,7,2004,2,,,2,,2,,251.1038,1
3,54,1,2528,1,1,45,4,7,2002,2,7,94,1,96,12,1,213,48,2,,,7,2003,1,20000,4,2,,2,,251.1038,1
3,54,1,2265,3,1,22,1,1,2001,1,4,91,1,80,13,1,712,20,2,,,2,2003,1,40000,1,2,,2,,404.0347,1
3,54,1,2297,4,1,31,1,3,2001,2,3,641,1,81,19,1,723,18,2,,,10,2002,1,50000,4,2,,2,,404.0349,1
3,54,1,2302,1,2,55,1,6,2002,3,4,21,6,96,6,1,513,3,2,,,12,2002,1,60000,1,2,,2,,404.0349,
3,54,1,2125,1,1,50,1,11,2001,2,6,213,4,96,88,1,213,10,2,,,88,8888,1,30000,1,2,,2,,392.6255,1
3,54,1,2125,2,2,51,1,11,2001,2,7,233,4,96,88,1,239,10,2,,,88,8888,2,,,2,,2,,392.6255,1
3,54,1,2125,3,2,21,1,11,2001,1,6,23,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,392.6255,2
3,54,1,2125,3,2,19,1,11,2001,1,6,23,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,392.6255,2
3,54,1,2127,1,1,38,1,9,2001,2,4,131,1,89,24,1,822,12,2,,,9,2003,1,30000,1,2,,2,,392.6255,1
3,54,1,2136,2,2,40,1,6,2001,2,5,913,1,81,24,1,913,15,2,,,6,2003,1,30000,4,2,,2,,392.6255,1
3,54,2,2876,1,2,55,1,3,2001,4,6,21,1,39,24,1,513,18,2,,,3,2003,1,5000,3,2,,2,,1057.0615,1
3,54,2,2879,4,1,48,2,8,2001,2,3,832,1,81,24,1,832,26,2,,,8,2003,1,52000,4,2,,1,11000,1057.0615,1
3,54,1,2138,3,1,42,2,6,2002,2,6,721,6,36,88,1,721,60,2,,,88,8888,1,40000,4,1,20000,1,2500,404.0348,
3,54,1,2138,4,2,41,1,6,2002,2,4,21,6,36,88,1,513,3,2,,,88,8888,2,,,2,,2,,404.0348,
3,54,1,2138,5,1,16,1,6,2002,1,4,23,6,36,88,2,,,2,,,88,8888,2,,,2,,2,,404.0348,
3,54,1,2138,5,1,13,1,6,2002,1,2,23,6,36,88,2,,,2,,,88,8888,2,,,2,,2,,498.3387,
3,54,1,2138,5,2,10,1,6,2002,1,1,23,6,36,88,2,,,2,,,88,8888,2,,,2,,2,,498.3387,
3,54,1,2139,3,1,33,1,5,1999,1,2,712,1,81,88,1,712,40,2,,,88,8888,2,,,2,,2,,404.0348,1
3,54,1,2140,1,1,49,1,9,2002,2,2,712,6,36,88,1,712,0,2,,,88,8888,2,,,2,,2,,404.0348,
3,54,1,2140,2,2,43,1,9,2002,2,7,21,6,36,88,2,,,2,,,88,8888,2,,,2,,2,,404.0348,
3,54,1,2142,3,2,26,2,1,2002,1,7,223,6,1,88,1,223,16,2,,,88,8888,1,43000,4,2,,2,,404.0348,
3,54,1,2155,1,2,66,1,5,2001,3,5,223,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,404.0351,
3,54,1,2161,2,1,39,3,8,2002,2,2,742,1,81,4,1,712,48,2,,,12,2002,2,,,2,,2,,454.9436,1
3,54,1,2163,2,2,26,1,5,2002,2,4,21,1,94,12,1,522,4,2,,,5,2003,2,,,2,,2,,454.9436,1
3,54,1,2164,3,1,26,3,7,2001,1,1,742,1,81,17,1,712,50,2,,,12,2002,1,30000,4,2,,2,,454.9436,1
3,54,1,2166,4,1,38,2,4,2000,2,2,742,1,84,24,1,742,40,2,,,3,2003,1,78000,4,2,,2,,454.9436,1
3,54,1,2170,1,1,37,1,5,2001,2,2,712,1,94,12,1,712,12,1,8,2002,,,1,31000,4,1,36400,1,6300,454.9436,1
3,54,1,2180,3,2,33,2,9,2002,1,4,23,1,32,24,1,913,60,2,,,9,2004,1,24000,1,1,80000,1,5500,440.7655,1
3,54,1,2191,2,2,49,2,3,2000,2,2,743,1,91,33,1,743,45,2,,,12,2002,1,40000,1,2,,2,,484.8426,1
3,54,1,2194,2,2,29,1,11,2001,2,4,913,1,51,24,1,913,10,2,,,11,2003,1,24000,4,2,,2,,484.8426,1
3,54,1,2198,3,1,27,2,8,2002,1,4,23,1,81,24,1,724,24,2,,,8,2004,1,20000,4,2,,1,1000,404.0346,1
3,54,1,2206,3,2,46,3,4,2001,1,5,21,6,96,88,1,412,36,2,,,88,8888,1,60000,1,2,,2,,404.0346,
3,54,1,2209,1,2,52,5,99,2002,3,7,233,1,52,12,1,239,60,2,,,99,2003,1,40000,4,2,,1,5000,404.0348,1
3,54,1,2218,1,1,34,4,8,2002,2,5,311,1,67,11,1,311,60,2,,,7,2003,1,10000,1,2,,1,3000,404.0348,1
3,54,1,2225,3,1,34,2,8,2002,2,7,215,1,81,11,1,315,36,2,,,7,2003,1,55000,1,2,,1,4500,429.9822,1
3,54,1,2017,1,1,52,3,6,2002,2,4,724,1,81,24,1,724,48,2,,,5,2004,1,60000,1,2,,2,,404.0349,1
3,54,1,2048,2,2,60,4,8,2002,2,4,513,1,96,12,1,513,36,2,,,8,2003,1,60000,2,2,,2,,404.0348,1
3,54,1,2070,2,2,58,2,8,1999,2,4,913,6,96,36,1,522,38,2,,,10,2002,1,110000,1,2,,2,,404.0352,
3,54,1,2088,1,1,42,1,9,2000,2,4,712,1,81,36,1,827,24,2,,,9,2003,1,35000,4,2,,2,,404.0348,1
3,54,2,2842,4,1,34,5,5,2002,2,5,611,1,81,12,1,914,48,2,,,5,2003,1,53000,4,2,,2,,1057.0605,1
3,54,2,2842,4,1,37,1,9,2002,2,3,921,1,83,24,1,631,0,2,,,9,2004,1,39000,1,2,,1,21000,1057.0605,1
3,54,1,2102,2,1,35,1,1,2001,2,4,311,1,81,24,1,713,20,2,,,1,2003,1,42000,4,2,,2,,404.0355,1
3,54,1,2110,6,2,37,2,11,2001,3,4,21,1,46,24,1,513,11,2,,,11,2003,1,27500,3,2,,2,,404.0355,1
3,54,2,2862,3,1,27,5,6,2002,2,7,23,1,64,12,1,215,60,2,,,6,2003,1,100000,1,1,100000,1,28000,1153.16,1
3,54,2,2867,2,1,57,1,10,1998,2,5,724,1,81,48,1,724,48,2,,,10,2002,1,62500,4,2,,2,,1153.16,1
3,54,2,2889,3,1,29,1,5,2002,1,6,827,1,89,24,1,731,4,2,,,5,2004,1,66000,4,2,,2,,1057.0626,1
3,54,1,2547,3,2,32,1,2,1999,1,7,222,1,89,12,1,724,12,1,3,2000,,,2,,,2,,2,,135.9653,2
3,54,1,2553,1,1,50,2,2,2001,2,3,712,1,81,24,1,411,57,2,,,2,2003,1,62400,4,2,,2,,135.9653,1
3,54,1,2564,2,1,34,1,8,2001,2,6,712,1,81,16,1,311,13,2,,,12,2002,1,120000,4,2,,2,,135.9653,1
3,54,1,2611,2,2,58,1,5,2001,2,7,233,1,46,24,1,513,16,2,,,6,2003,1,60000,1,2,,2,,135.9653,1
3,54,1,2614,4,1,40,1,11,2000,2,3,721,1,81,24,1,721,22,2,,,11,2002,1,45000,4,2,,2,,135.9653,1
3,54,1,2602,4,1,26,1,5,2002,2,6,23,1,50,13,1,419,4,2,,,6,2003,1,20000,1,2,,2,,135.9653,1
3,54,1,2588,3,2,32,2,9,2002,4,4,911,1,89,24,1,513,24,2,,,9,2004,1,48000,1,1,25000,1,4200,159.9834,1
3,54,1,2620,3,1,23,1,1,2002,1,4,832,1,81,24,1,512,8,2,,,2,2004,1,42000,4,2,,2,,163.2698,1
3,54,1,2621,4,1,35,2,1,2002,2,7,213,1,81,9,1,213,44,2,0,2002,10,2002,2,,,2,,2,,163.2698,1
3,54,1,2653,1,1,58,5,5,2002,2,6,94,1,96,9,1,123,48,2,,,2,2003,2,,,2,,1,15000,135.9653,1
3,54,1,2653,3,1,30,1,10,2001,1,7,213,6,96,24,1,213,12,2,,,10,2003,2,,,2,,2,,135.9653,
3,54,1,2653,3,2,27,1,3,2002,1,7,223,1,95,15,1,223,7,2,,,6,2003,1,240000,1,2,,1,10000,135.9653,1
3,54,1,2656,2,2,26,2,1,2002,2,3,913,1,81,24,1,515,34,2,,,1,2004,2,,,2,,2,,135.9653,1
3,54,1,2657,3,1,27,2,2,2001,2,7,315,1,81,22,1,315,40,2,,,12,2002,1,90000,1,2,,2,,135.9653,1
3,54,1,2658,2,1,42,2,1,2000,2,6,741,1,81,35,1,741,56,2,,,12,2002,1,60000,1,2,,2,,135.9653,1
3,54,1,2660,2,2,51,8,8,2002,2,4,21,1,50,7,1,913,6,2,,,3,2003,2,,,2,,2,,135.9653,1
3,54,1,2660,3,2,27,1,12,2001,1,7,522,1,46,24,1,513,9,2,,,12,2002,2,,,2,,2,,135.9653,1
3,54,1,2662,2,2,33,1,9,2002,2,7,419,4,96,2,2,,,2,,,11,2002,2,,,2,,2,,135.9653,2
3,54,1,2664,1,1,38,1,5,2002,1,4,94,4,39,2,2,,,1,7,2002,,,2,,,1,0,2,,135.9653,2
3,54,1,2664,6,2,68,5,7,2002,3,2,131,6,96,12,1,913,40,2,,,7,2003,2,,2,1,0,2,,135.9653,
3,54,1,2664,6,2,34,4,7,2002,1,6,94,6,96,4,2,,,2,,,11,2002,2,,,2,,2,,135.9653,
3,54,1,2668,6,1,52,5,7,2002,2,7,131,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,148.3257,
3,54,1,2668,6,2,51,3,7,2002,2,7,241,6,96,88,1,419,40,2,,,88,8888,2,,,2,,2,,148.3257,
3,54,1,2668,6,2,24,2,1,2000,1,7,91,6,96,88,1,223,40,2,,,88,8888,2,,,2,,2,,148.3257,
3,54,1,2668,2,2,28,1,3,2001,2,7,21,1,95,24,1,223,18,2,,,3,2003,1,72000,1,2,,2,,148.3257,1
3,54,1,2669,2,2,43,2,6,1999,2,7,223,1,46,60,1,223,39,2,,,6,2004,1,90000,3,2,,2,,148.3257,1
3,54,1,2671,1,2,29,4,8,2001,1,7,23,1,75,12,1,149,35,1,8,2002,,,1,45000,1,1,50000,2,,148.3257,1
3,54,1,2690,2,2,40,1,9,2001,2,4,21,1,46,88,1,513,12,2,,,88,8888,1,30000,3,2,,1,7500,135.9651,1
3,54,1,2701,6,1,56,1,7,2002,2,6,921,1,52,6,1,712,2,2,,,1,2003,1,30000,4,2,,2,,135.9653,1
3,54,1,2701,6,2,55,1,7,2002,2,4,21,4,52,6,2,,,2,,,1,2003,2,,,2,,2,,135.9653,2
3,54,1,2703,4,1,40,5,2,2002,2,7,214,1,78,24,1,214,51,2,,,2,2004,1,60000,1,2,,2,,135.9653,1
3,54,1,2703,3,2,39,3,7,2002,2,5,223,1,78,24,1,223,44,2,,,7,2004,1,20000,1,1,0,2,,135.9653,1
3,54,1,2704,3,1,36,4,9,2001,1,3,512,1,81,12,1,931,55,1,9,2002,,,1,40000,4,1,75000,1,4500,135.9653,1
3,54,1,2705,1,1,43,4,7,2001,2,7,522,6,96,17,2,,,2,,,12,2002,1,150000,1,2,,2,,135.9653,
3,54,1,2711,3,1,32,2,1,2001,1,3,712,1,81,20,1,712,57,2,,,10,2002,1,30000,4,2,,2,,135.9653,1
3,54,1,2730,4,1,34,1,10,1997,2,7,516,6,96,88,1,421,59,2,,,88,8888,1,60000,1,2,,2,,163.1583,
3,54,1,2734,2,1,45,2,12,2001,2,7,743,1,81,15,1,347,45,2,,,3,2003,1,90000,1,2,,1,19000,163.1583,1
3,54,1,2738,1,1,53,2,6,2002,2,7,419,1,81,10,1,921,12,2,,,5,2003,1,20000,4,2,,2,,250.5864,1
