REGN,FILLER,URB,HHCN,REL,SEX,AGE,TLEFT,MDTLEFT,YDTLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,MDTRET,YDTRET,MDTEXP,YDTEXP,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT,P6M_IND
6,30,1,1229,1,1,43,5,11,2001,2,5,23,1,52,9,1,314,45,1,8,2002,,,1,75000,1,1,50000,2,,249.3152,1
6,30,1,1236,3,2,29,1,8,2001,1,6,21,1,82,24,1,913,13,2,,,8,2003,1,18000,1,2,,2,,249.3152,1
6,30,1,1239,1,1,52,5,1,2002,2,7,23,1,52,9,1,314,40,2,,,10,2002,1,120000,1,2,,2,,228.5388,1
6,30,1,1252,3,1,22,1,7,2001,1,7,23,8,14,10,1,314,10,1,5,2002,,,2,,,1,100000,2,,304.7187,1
6,30,1,1268,3,2,33,2,1,2000,1,7,323,1,94,47,1,223,55,2,,,12,2003,1,104000,1,2,,1,50000,274.2466,1
6,30,1,1268,3,2,26,2,1,2000,2,6,23,6,86,47,1,223,56,2,,,12,2003,1,52000,1,2,,2,,274.2466,
6,30,1,1269,2,1,47,4,12,2001,2,5,23,1,12,11,1,834,50,2,,,11,2002,1,192000,1,2,,2,,274.2466,1
6,30,1,1277,2,2,35,2,3,1998,2,6,131,1,89,12,1,913,23,1,8,2001,,,2,,,2,,2,,228.5387,2
6,30,1,1281,1,1,39,3,5,2001,2,7,131,1,35,12,1,314,20,1,5,2002,,,2,,,1,100000,1,4500,228.5387,1
6,30,1,1285,3,2,56,4,5,2000,2,7,21,1,39,24,1,913,50,1,12,2001,,,2,,,2,,2,,228.5389,2
6,30,1,1289,2,1,35,2,12,2001,2,5,723,1,81,24,1,723,48,2,,,12,2003,1,15000,4,2,,2,,228.5389,1
6,30,1,1292,2,1,38,1,11,2001,2,5,723,1,89,9,1,723,10,1,9,2002,,,1,75000,1,1,20000,2,,228.5389,1
6,30,1,1294,6,1,43,5,4,2002,2,6,516,1,64,10,1,723,60,2,,,1,2003,1,120000,1,2,,2,,228.5389,1
6,30,1,1296,2,1,55,5,4,2002,2,5,131,1,82,6,1,314,30,2,,,10,2002,1,300000,1,2,,2,,228.5389,1
6,30,1,1310,6,2,61,2,2,2002,3,7,419,4,96,6,2,,,1,7,2002,,,2,,,1,0,2,,342.8084,2
6,30,1,1311,2,1,47,5,9,2002,2,5,23,1,86,6,1,314,30,2,,,3,2003,2,,,2,,2,,342.8084,1
6,30,1,1326,4,1,42,3,4,2002,2,6,23,1,999,10,1,314,30,2,,,1,2003,1,40000,1,2,,2,,304.7184,1
6,30,1,1337,1,1,49,2,3,1999,2,4,23,1,81,12,1,721,31,1,7,2000,,,2,,,2,,2,,249.3151,2
6,30,1,1340,3,2,30,2,5,2002,1,7,323,1,82,24,1,323,22,2,,,5,2004,1,68000,1,2,,1,12000,249.3151,1
6,30,1,1343,3,2,42,2,5,2002,2,4,21,1,54,36,1,913,28,2,,,5,2005,2,,,2,,2,,249.3151,1
6,30,1,1345,2,2,43,3,6,2001,2,4,21,1,18,24,1,913,56,2,,,6,2003,1,25000,1,2,,2,,229.7353,1
6,30,1,1347,3,2,24,1,8,2000,1,7,92,1,52,6,1,347,6,1,2,2001,,,2,,,2,,2,,229.7353,2
6,30,1,1358,6,1,38,5,6,2002,1,6,23,1,35,10,1,723,50,2,,,4,2003,1,15000,1,2,,2,,249.3152,1
6,30,1,1371,2,2,45,1,1,2002,2,4,131,1,39,24,1,913,8,2,,,1,2004,1,37000,1,2,,2,,249.3151,1
6,30,1,1371,3,2,23,1,7,2001,1,7,21,1,39,36,1,913,14,2,,,7,2004,1,10000,1,2,,2,,249.3151,1
6,30,1,1372,3,2,23,2,5,2002,1,7,92,1,52,24,1,932,16,2,,,5,2004,1,10000,1,1,40000,1,26500,249.3151,1
6,30,1,1372,3,1,21,1,12,2000,1,6,23,1,52,88,1,932,21,2,,,88,8888,1,15000,1,2,,2,,249.3151,1
6,30,1,1376,1,1,45,5,3,2000,2,7,314,1,82,24,1,314,55,1,4,2002,,,2,,,1,50000,1,10000,249.3151,1
6,30,1,1377,3,2,24,1,11,1999,1,6,21,3,57,18,1,245,29,1,4,2002,,,2,,,1,30000,1,19500,249.3151,1
6,30,1,1380,3,2,29,1,6,2002,1,7,421,1,89,36,1,513,3,2,,,6,2005,2,,,2,,2,,249.3151,1
6,30,1,1380,3,2,42,2,12,1998,4,4,21,1,89,36,1,513,48,1,12,2001,,,2,,,2,,2,,249.3151,2
6,30,1,1380,5,1,23,1,2,2002,1,7,23,1,96,12,1,834,7,2,,,2,2003,2,,,2,,2,,249.3151,1
6,30,1,1383,3,2,33,2,5,2000,1,7,21,1,33,36,1,419,40,2,,,1,2003,1,150000,1,2,,1,8000,249.3152,1
6,30,1,1383,3,2,18,1,4,1999,1,3,23,5,18,88,2,,,2,,,88,8888,2,,,2,,2,,249.3152,2
6,30,1,1384,4,2,22,1,5,2001,2,4,21,1,82,24,1,913,16,2,,,5,2003,1,5000,1,2,,2,,249.3152,1
6,30,1,1386,1,1,38,2,3,2002,2,4,21,1,81,24,1,931,18,2,,,4,2004,1,39000,4,2,,2,,249.3152,1
6,30,1,1392,3,2,48,5,9,2002,2,7,21,1,81,10,1,222,52,2,,,7,2003,1,30000,1,1,0,2,,249.3152,1
6,30,1,1392,4,1,35,5,9,2002,2,7,21,1,81,10,1,223,52,2,,,7,2003,2,,,1,0,2,,249.3152,1
6,30,1,1398,3,1,24,4,12,2001,1,6,21,1,52,10,1,314,40,2,,,10,2002,1,240000,1,2,,2,,232.46,1
6,30,1,1398,3,1,26,1,8,2002,1,7,724,1,68,12,1,724,1,2,,,4,2003,1,40000,1,2,,2,,232.46,1
6,30,1,1404,3,2,32,1,10,1998,1,7,91,1,96,52,1,223,47,2,,,2,2003,1,120000,1,2,,1,8500,232.46,1
6,30,1,1406,3,2,28,2,9,2000,1,4,21,1,39,39,1,913,57,2,,,12,2003,1,30000,1,2,,1,10500,225.8502,1
6,30,1,1408,6,2,68,2,8,2001,3,7,21,4,96,88,1,513,36,2,,,88,8888,1,50000,1,2,,1,15000,225.8502,1
6,30,1,1410,2,2,37,2,4,2000,2,7,21,1,39,24,1,913,57,2,,,12,2002,1,90000,1,2,,1,27000,225.8502,1
6,30,1,1413,2,1,43,1,9,1999,2,4,931,1,81,39,1,931,36,2,,,12,2002,1,30000,4,2,,2,,225.8502,1
6,30,1,1416,3,2,27,1,6,2002,1,7,343,1,94,24,1,913,1,1,7,2002,,,2,,,1,0,2,,225.8502,1
6,30,1,1416,3,2,25,1,12,1999,2,7,412,1,39,24,1,913,1,1,12,1999,,,2,,,2,,2,,225.8502,2
6,30,1,1417,3,2,33,2,9,2002,1,7,412,1,39,24,1,913,10,2,,,8,2004,1,18000,1,1,0,1,3000,304.7187,1
6,30,1,1417,3,2,28,2,1,2001,1,7,21,1,39,24,1,913,36,2,,,1,2003,1,18000,1,2,,1,4000,304.7187,1
6,30,1,1417,3,1,26,1,8,2002,1,6,21,1,89,60,1,931,1,2,,,8,2007,1,10000,1,2,,2,,304.7187,1
6,30,1,1421,1,1,45,5,10,2001,2,6,23,1,35,7,1,314,45,1,5,2002,,,1,15000,2,1,50000,1,4300,304.7187,1
6,30,1,1429,2,2,44,1,12,2001,2,5,21,1,47,24,1,913,9,2,,,12,2003,2,,,2,,2,,234.2955,1
6,30,1,1439,2,1,44,2,1,2002,2,4,832,1,81,24,1,832,36,2,,,1,2004,1,25000,1,2,,2,,234.2955,1
6,30,1,1440,3,1,21,2,4,2002,1,7,23,1,35,12,1,723,13,2,,,4,2003,1,66000,1,2,,2,,234.2955,1
6,30,1,1440,4,1,29,2,6,2001,2,5,341,1,52,12,1,314,60,1,6,2002,,,2,,,1,66300,1,39000,234.2955,1
6,30,2,1622,6,2,31,1,7,2001,2,6,21,1,81,36,1,913,14,2,,,7,2004,1,15000,1,2,,2,,843.4506,1
6,30,1,1070,2,2,42,1,2,2002,2,7,921,1,95,8,1,513,7,1,8,2002,,,1,15500,3,1,68000,1,55000,484.3478,1
6,30,2,1533,3,1,19,1,4,2002,1,6,23,1,96,88,1,834,5,2,,,88,8888,1,45000,1,2,,2,,536.7374,1
6,30,2,1533,2,1,48,10,5,2002,2,4,23,1,57,6,1,314,43,2,,,11,2002,1,300000,1,2,,2,,536.7374,1
6,30,2,1473,2,1,44,10,1,2002,2,7,23,1,65,6,1,314,45,1,9,2002,,,1,300000,1,1,300000,1,5000,536.7361,1
6,30,2,1476,3,1,31,1,1,2002,1,6,921,1,52,10,1,834,8,2,,,11,2002,1,90000,1,2,,2,,536.7361,1
6,30,2,1647,4,1,36,5,3,2002,2,6,921,1,81,33,1,516,40,2,,,12,2004,1,6000,1,2,,2,,656.0153,1
6,30,2,1653,2,2,63,2,1,2000,2,2,21,6,95,88,1,513,60,2,,,88,8888,1,10000,1,2,,2,,656.0153,
6,30,2,1654,3,1,30,3,6,2001,1,5,921,1,52,13,1,313,23,1,9,2002,,,1,9000,1,1,50000,1,1300,656.0153,1
6,30,2,1538,6,2,65,2,3,2001,3,7,234,4,96,88,1,513,18,2,,,88,8888,1,32000,1,2,,2,,772.403,1
6,30,2,1541,3,1,25,2,5,2001,1,7,921,1,52,19,1,314,36,2,,,12,2002,1,17000,1,2,,2,,772.403,1
6,30,1,1011,4,2,29,1,10,2000,2,7,21,1,51,24,1,913,23,2,,,10,2002,1,15000,4,2,,2,,443.9852,1
6,30,1,1012,3,2,32,2,12,2001,1,6,23,1,57,24,1,913,33,2,,,12,2003,1,4000,4,2,,2,,443.9852,1
6,30,1,1014,2,1,42,4,6,2002,2,7,622,1,33,9,1,314,36,2,,,3,2003,1,75000,1,2,,2,,443.9852,1
6,30,1,1017,3,2,32,2,3,2002,1,7,21,1,103,25,1,913,48,2,,,4,2004,1,10000,1,2,,2,,443.9852,1
6,30,1,1023,3,1,25,3,2,2002,1,7,23,1,12,9,1,512,29,2,,,11,2002,1,72000,1,2,,1,3750,443.985,1
6,30,1,1025,3,1,42,3,5,2001,2,7,23,1,35,13,1,314,36,1,6,2002,,,2,,,1,25000,2,,443.985,1
6,30,1,1025,3,1,30,3,12,2001,1,7,23,1,52,12,1,314,30,2,,,12,2002,1,60000,1,2,,2,,443.985,1
6,30,1,1027,3,1,30,3,5,2001,2,7,23,1,52,9,1,314,32,1,2,2002,,,2,,,2,,2,,443.985,2
6,30,1,1030,3,2,25,1,8,2002,1,7,222,1,81,23,1,222,1,2,,,7,2004,2,,,2,,2,,443.985,1
6,30,2,1782,2,2,54,2,12,2001,2,4,21,1,39,12,1,913,48,2,,,12,2002,1,23000,1,2,,1,3000,492.0116,1
6,30,2,1553,3,2,25,1,1,2002,1,7,223,1,81,24,1,223,7,1,8,2002,,,1,15000,1,1,20000,1,5000,536.7413,1
6,30,2,1683,3,2,42,2,5,1999,1,6,21,1,57,24,1,913,37,1,6,2002,,,1,3000,1,1,30000,2,,492.0129,1
6,30,2,1689,3,2,27,1,9,2002,1,7,522,1,39,24,1,513,1,2,,,9,2004,2,,,2,,2,,492.0129,1
6,30,2,1690,3,2,29,1,8,1998,1,4,21,1,82,44,1,913,44,1,4,2002,,,2,,,1,40000,2,,492.0129,1
6,30,2,1478,3,1,34,3,3,2002,1,7,23,1,90,12,1,834,45,2,,,3,2003,1,30000,1,2,,2,,492.0111,1
6,30,2,1487,3,2,33,1,6,2000,1,4,913,1,82,24,1,913,27,1,11,2001,,,2,,,2,,2,,492.0111,2
6,30,1,1038,1,1,46,5,5,2002,2,6,642,1,70,11,1,723,38,2,,,4,2003,1,60000,1,1,100000,1,8000,532.7819,1
6,30,1,1040,5,2,41,3,4,2001,1,4,21,1,57,20,1,913,56,2,,,12,2002,1,30000,4,2,,1,24400,532.7819,1
6,30,1,1041,3,2,35,3,9,2002,1,6,21,1,82,88,1,913,36,2,,,88,8888,1,15000,4,2,,2,,532.7819,1
6,30,2,1569,2,2,39,2,5,2002,2,7,21,1,82,14,1,913,24,2,,,7,2003,1,12000,1,2,,2,,507.2927,1
6,30,2,1572,3,2,22,1,6,2000,1,6,21,3,18,36,1,913,27,2,,,6,2003,1,17000,1,2,,2,,507.2927,1
6,30,1,1045,3,1,35,4,7,2002,1,6,611,1,52,10,1,512,27,2,,,5,2003,1,68000,1,2,,2,,484.3468,1
6,30,1,1046,2,2,30,1,3,2002,2,6,21,1,39,25,1,913,6,2,,,4,2004,2,,,2,,2,,484.3468,1
6,30,1,1052,3,1,35,3,12,2001,1,6,23,1,82,6,1,723,18,1,5,2002,,,1,6000,1,1,40000,2,,484.3468,1
6,30,1,1052,3,1,40,6,12,2001,1,6,23,1,82,9,1,314,54,1,5,2002,,,1,5000,1,1,20000,2,,484.3468,1
6,30,1,1054,3,1,28,3,6,2002,1,6,23,1,89,11,1,314,30,2,,,2,2003,1,84000,1,2,,2,,484.3468,1
6,30,1,1054,3,1,32,1,8,2001,2,6,611,1,39,14,1,314,13,2,,,12,2002,1,48000,1,2,,2,,484.3468,1
6,30,1,1054,3,1,34,1,8,2002,2,6,131,1,50,10,1,512,1,2,,,6,2003,2,,,2,,2,,484.3468,1
6,30,1,1055,4,1,33,4,3,2001,2,6,821,1,52,9,1,314,36,1,1,2002,,,2,,,2,,2,,484.3468,2
6,30,2,1489,3,2,27,2,6,2002,1,5,21,1,82,24,1,913,49,2,,,6,2004,2,,,1,40000,1,1900,536.7403,1
6,30,2,1489,3,2,30,1,6,2002,1,4,21,1,82,24,1,913,3,2,,,6,2004,1,8000,1,2,,2,,536.7403,1
6,30,2,1490,4,1,36,4,7,2001,2,7,23,1,888,8,1,834,20,1,4,2002,,,2,,,1,150000,1,55000,536.7403,1
6,30,2,1493,3,1,31,3,1,2002,2,7,23,1,81,24,1,214,42,2,,,1,2004,1,12000,2,2,,2,,536.7403,1
6,30,2,1500,3,1,22,1,3,2002,1,7,913,1,18,12,1,834,6,2,,,3,2003,2,,,2,,2,,536.7403,1
6,30,2,1506,1,1,50,4,12,2001,2,7,23,1,66,3,1,713,30,1,3,2002,,,2,,,2,,2,,492.0148,2
6,30,2,1507,2,2,34,3,12,2001,2,5,23,1,39,24,1,913,55,2,,,12,2003,1,60000,1,2,,1,24500,492.0148,1
6,45,1,2263,2,1,43,3,5,2002,2,7,21,1,96,12,1,834,40,2,,,4,2003,1,40000,1,2,,2,,334.7443,1
6,45,1,2299,3,2,23,1,2,2000,1,5,522,1,81,24,1,913,29,1,7,2002,,,2,,,1,20000,1,9500,322.0925,1
6,45,1,2300,3,2,36,1,2,2002,1,7,223,1,81,12,1,223,7,2,,,2,2003,1,40000,1,2,,2,,322.0925,1
6,45,1,2329,2,1,59,2,1,2001,2,7,215,1,81,23,1,215,55,2,,,12,2002,1,90000,1,2,,2,,288.7841,1
6,45,1,2410,3,1,32,3,5,2000,1,7,522,1,81,24,1,522,55,1,5,2002,,,2,,,1,15000,1,6100,301.4087,1
6,45,1,2410,3,1,27,1,8,2000,1,7,23,1,81,26,1,915,23,2,,,10,2002,1,3000,1,2,,2,,301.4087,1
6,45,1,2447,1,1,42,5,1,2002,2,7,92,1,70,10,1,834,60,2,,,11,2002,1,90000,1,2,,2,,368.3882,1
6,45,1,2450,3,2,28,3,4,2002,1,7,223,1,94,7,1,421,36,2,,,11,2002,1,45000,4,2,,2,,276.2913,1
6,45,1,2451,1,1,42,3,3,2002,2,6,724,1,81,15,1,724,50,2,,,5,2003,1,120000,1,2,,2,,276.2913,1
6,45,1,2461,4,2,25,1,6,2000,2,7,421,1,89,36,1,712,27,2,,,6,2003,2,,,2,,2,,331.5494,1
6,45,1,2463,3,1,24,2,1,2002,1,7,231,1,48,88,1,231,24,2,,,88,8888,1,10000,1,2,,2,,331.5494,1
6,45,1,2486,1,1,49,5,4,2002,2,7,215,1,10,11,1,215,60,2,,,3,2003,1,300000,1,2,,2,,301.4085,1
6,45,1,2489,4,1,37,3,11,2001,2,7,834,1,52,24,1,834,36,2,,,11,2003,1,90000,1,2,,2,,301.4085,1
6,45,1,2478,3,2,39,1,4,1999,1,7,412,1,96,88,1,513,40,2,,,88,8888,1,45000,1,2,,1,9000,370.0665,1
6,45,1,2098,3,1,25,1,11,2001,1,7,834,1,46,12,1,834,10,2,,,11,2002,1,72000,1,2,,2,,530.815,1
6,45,2,2733,3,2,36,4,5,2002,2,6,21,1,39,24,1,913,48,2,,,5,2004,1,6000,4,1,80000,1,7000,1059.8308,1
6,45,1,2028,3,1,25,2,10,2001,1,7,23,1,83,13,1,834,24,2,,,11,2002,1,60000,1,2,,2,,834.1375,1
6,45,2,2775,2,1,28,1,6,2002,2,6,832,1,81,24,1,712,3,2,,,6,2004,1,10000,1,2,,2,,993.5912,1
6,45,1,2153,3,1,30,3,9,2002,2,7,932,1,52,10,1,834,48,2,,,7,2003,2,,,1,50000,2,,573.0454,1
6,45,1,2153,4,1,37,5,9,2002,2,7,92,1,52,9,1,834,45,2,,,6,2003,2,,,2,,2,,573.0454,1
6,45,2,2837,4,1,27,2,2,2002,2,4,832,1,81,34,1,833,48,2,,,2,2004,1,72000,1,2,,2,,963.4829,1
6,45,1,2235,2,1,37,4,1,2002,2,6,23,1,66,9,1,834,36,2,,,10,2002,1,120000,1,2,,2,,729.8705,1
6,45,1,2118,3,2,25,1,11,2000,1,7,21,1,81,36,1,223,22,2,,,11,2003,2,,,2,,2,,530.8151,1
6,45,1,2197,3,2,30,1,3,2001,1,6,513,1,82,21,1,913,18,2,,,12,2002,1,48000,1,2,,2,,648.7741,1
6,45,1,2201,4,1,42,5,7,2002,2,7,912,1,65,10,1,723,50,2,,,5,2003,1,30000,2,1,110000,1,11000,648.7741,1
6,45,1,1970,2,1,41,3,11,2001,2,7,22,1,35,24,1,834,36,2,,,11,2002,1,60000,1,2,,2,,538.3438,1
6,45,1,1975,2,1,36,6,8,2002,2,7,22,1,33,16,1,834,60,2,,,12,2003,1,116000,1,1,140000,1,30000,538.3438,1
6,45,1,1980,3,1,29,2,12,2001,1,7,22,1,95,12,1,223,25,2,,,3,2003,1,90000,1,2,,2,,538.3438,1
6,45,1,1980,6,1,33,1,12,1999,1,3,513,1,46,36,1,513,33,2,,,12,2004,1,10000,1,2,,2,,538.3438,1
6,45,1,2033,3,2,47,3,10,2000,2,4,913,1,39,24,1,913,48,2,,,10,2002,1,30000,4,2,,2,,648.7747,1
6,45,1,2039,2,2,37,1,8,1999,2,4,522,1,51,43,1,913,37,2,,,3,2003,1,15000,4,2,,2,,648.7747,1
6,45,2,2613,1,1,34,1,2,1998,2,6,611,1,81,53,1,833,55,2,,,12,2002,1,54000,1,2,,1,9500,963.4829,1
6,45,1,2056,3,2,39,1,5,2002,4,3,21,1,52,24,1,913,1,2,,,9,2004,2,,,2,,2,,437.6778,1
6,45,1,2245,2,1,49,1,1,2000,2,4,713,1,81,24,1,713,32,2,,,11,2002,1,150000,1,2,,1,34000,352.7707,1
6,45,1,2247,2,1,43,2,2,2000,2,4,721,1,81,28,1,721,24,2,,,11,2002,1,150000,1,2,,1,67500,352.7707,1
6,45,1,2135,3,1,27,3,4,2001,1,7,223,2,81,24,1,223,24,2,,,4,2003,1,100000,4,2,,1,15500,583.8972,
6,45,1,2135,4,1,27,2,7,2002,2,7,213,1,96,12,1,213,24,2,,,7,2003,1,35000,1,2,,2,,583.8972,1
6,45,1,2135,3,2,25,3,6,2001,1,7,21,1,82,10,1,421,30,1,6,2002,,,1,14000,1,1,26500,1,5000,583.8972,1
6,45,1,2088,3,2,31,2,9,2001,1,7,223,1,95,15,1,223,48,2,,,12,2002,1,60000,1,2,,2,,834.1373,1
6,79,1,2903,3,1,24,1,3,2002,1,7,23,1,82,8,1,834,6,2,,,11,2002,2,,,2,,2,,71.2044,1
6,79,1,2907,1,1,51,2,8,2000,2,4,913,1,39,12,1,723,24,1,6,2001,,,2,,,2,,2,,85.4453,2
6,79,2,3024,3,1,28,2,8,2001,2,6,23,1,81,21,1,643,18,2,,,5,2003,2,,,2,,1,8500,172.7488,1
6,79,2,3025,3,1,23,1,8,2002,1,7,92,1,52,12,1,834,1,2,,,8,2003,1,3000,1,2,,2,,161.7807,1
6,79,2,3026,3,1,28,5,9,2001,4,7,23,1,52,9,1,314,45,1,8,2002,,,1,40000,1,1,20000,1,7000,161.7807,1
6,79,2,3049,3,2,39,2,6,2001,2,4,515,1,51,24,1,515,38,2,,,6,2003,1,15500,1,2,,2,,209.7156,1
6,79,2,3056,3,2,29,1,3,2001,1,6,23,1,82,24,1,913,15,1,6,2002,,,2,,,1,15000,2,,209.7156,1
6,79,2,3056,3,2,27,2,2,2002,1,4,23,1,39,24,1,913,32,2,,,1,2004,1,26000,1,2,,2,,209.7156,1
6,79,2,3056,3,2,22,1,12,2001,1,4,91,1,82,23,1,913,9,2,,,11,2003,1,11500,1,2,,2,,209.7156,1
6,79,1,2918,2,1,52,5,1,2001,2,6,612,1,888,24,1,641,52,2,,,1,2003,1,60000,1,2,,2,,76.7672,1
6,79,1,2923,2,1,60,2,2,1999,2,2,23,1,94,12,1,314,24,1,8,1999,,,2,,,2,,2,,76.7672,2
6,79,1,2924,2,1,48,4,1,2002,2,7,23,1,81,13,1,343,54,2,,,3,2003,1,40000,1,2,,2,,76.7672,1
6,79,1,2925,3,2,35,3,4,2002,1,6,23,1,89,24,1,513,57,2,,,3,2004,1,30000,1,2,,2,,76.7672,1
6,79,1,2925,3,2,33,3,8,2002,1,6,23,1,39,24,1,913,58,2,,,8,2004,1,17000,1,2,,2,,76.7672,1
6,79,1,2925,3,2,31,1,1,2002,2,6,131,1,89,24,1,513,8,2,,,1,2004,1,50000,1,2,,2,,76.7672,1
6,79,2,3070,4,1,37,1,9,2001,2,2,832,1,81,24,1,832,12,2,,,9,2003,1,15000,4,2,,2,,190.137,1
6,79,2,2991,1,1,45,3,2,2001,2,6,611,1,18,12,1,512,31,1,2,2002,,,2,,,2,,2,,171.5855,2
6,79,2,3003,2,2,40,2,8,2001,2,6,21,1,39,24,1,913,26,2,,,8,2003,1,24000,1,2,,2,,188.7441,1
7,12,1,110,2,1,39,2,2,2001,2,7,724,1,81,12,1,724,29,1,2,2002,,,1,32000,1,2,,2,,430.2658,2
7,12,2,172,3,2,31,1,9,1999,1,6,131,1,51,26,1,913,26,1,11,2001,,,2,,,2,,2,,763.3098,2
7,12,2,176,3,1,26,2,7,2002,1,7,23,1,52,8,1,834,13,2,,,3,2003,1,9600,1,1,10000,1,500,763.3098,1
7,12,2,176,4,1,37,1,8,2000,2,7,311,1,81,12,1,311,12,1,8,2001,,,2,,,2,,2,,763.3098,2
7,12,2,180,3,2,24,2,9,2002,1,7,412,1,47,88,1,513,17,2,,,88,8888,2,,,1,10000,1,1400,763.3098,1
7,12,2,309,3,1,26,1,2,1999,1,7,22,1,39,24,1,834,24,1,2,2000,,,2,,,2,,2,,808.7451,2
7,12,2,325,3,1,23,1,12,2001,1,7,23,5,96,88,2,,,2,,,88,8888,2,,,2,,2,,763.3099,2
7,12,2,333,2,1,41,4,2,2002,2,7,21,1,50,12,1,314,36,2,,,2,2003,1,100000,2,2,,2,,763.3099,1
7,12,1,5,6,2,31,2,6,2002,1,3,515,1,81,24,1,913,36,2,,,6,2004,1,20000,1,2,,2,,365.3849,1
7,12,1,10,3,2,24,2,6,2002,1,6,21,1,52,6,1,347,15,2,,,12,2002,1,50000,1,2,,2,,365.3849,1
7,12,1,139,2,2,54,6,11,2000,2,2,94,3,94,24,1,913,60,2,,,12,2002,1,30000,1,2,,1,30000,398.6013,1
7,12,1,139,3,1,28,1,4,2001,1,7,23,1,94,24,1,419,18,2,,,4,2003,1,5500,1,2,,1,8500,398.6013,1
7,12,1,140,4,1,35,2,7,2001,2,7,314,1,64,8,1,314,20,1,4,2002,,,1,10000,1,1,100000,2,,398.6013,1
7,12,2,351,2,2,45,2,1,2001,2,6,743,1,80,88,1,743,24,2,,,88,8888,1,25000,4,2,,1,15000,763.3083,1
7,12,1,16,3,1,23,1,3,2002,1,7,23,1,82,10,1,834,6,2,,,1,2003,1,60000,1,2,,2,,365.3848,1
7,12,1,61,2,1,43,2,10,2001,2,7,611,1,33,11,1,723,24,1,9,2002,,,1,100000,1,1,15000,2,,365.3845,1
7,12,1,66,2,1,41,1,12,2001,2,7,611,1,64,9,1,723,9,1,9,2002,,,1,100000,1,1,30000,2,,365.3845,1
7,12,1,28,3,1,33,2,12,2000,2,7,21,1,81,24,1,215,45,2,,,12,2002,1,90000,1,2,,2,,398.6014,1
7,12,1,36,4,1,34,2,4,2002,2,7,832,1,52,10,1,834,10,2,,,12,2003,1,120000,1,2,,2,,398.6014,1
7,12,1,37,4,1,26,43,11,2001,2,7,419,1,96,7,1,834,31,1,7,2002,,,1,21000,1,1,52000,1,5000,365.3845,1
7,12,1,50,3,1,23,1,5,2002,1,7,832,1,81,24,1,723,4,2,,,5,2004,1,5000,1,2,,2,,473.5763,1
7,12,1,54,5,2,29,2,2,2001,1,7,223,1,94,12,1,223,44,2,,,11,2002,1,67000,1,2,,2,,473.5763,1
7,12,1,58,1,1,45,4,8,2002,2,7,11,1,52,8,1,834,40,2,,,4,2003,1,150000,1,2,,1,25000,473.5763,1
7,12,2,194,3,2,47,3,6,2002,1,7,94,3,95,13,1,223,57,2,,,7,2003,1,16000,1,1,100000,1,30000,763.3083,1
7,12,2,196,3,2,38,3,6,2000,1,3,913,1,82,35,1,913,57,2,,,5,2003,1,18000,1,2,,1,2000,763.3083,1
7,12,2,196,3,2,36,1,12,2001,1,3,913,1,82,23,1,913,9,2,,,11,2003,1,18000,1,2,,2,,763.3083,1
7,12,2,196,3,2,36,2,2,1998,1,2,913,3,96,88,1,913,58,2,,,88,8888,1,15000,1,2,,2,,763.3083,1
7,12,2,198,6,2,47,2,6,2000,2,1,21,1,35,48,1,913,52,2,,,6,2004,1,18000,1,2,,1,6000,763.3083,1
7,22,1,482,2,2,39,3,1,2001,2,3,21,1,89,12,1,914,36,1,1,2002,,,2,,,2,,2,,518.4204,2
7,22,2,1624,3,2,24,1,6,2002,1,7,827,1,39,24,1,330,3,2,,,6,2004,1,20000,1,2,,2,,779.546,1
7,22,2,1627,3,2,26,1,7,2002,2,6,21,6,33,88,2,,,2,,,88,8888,2,,,2,,2,,779.546,
7,22,2,1661,6,2,75,4,6,2002,3,6,21,6,96,88,2,,,2,,,88,8888,1,30000,1,2,,1,1500,779.5454,
7,22,2,1661,6,1,48,3,7,2001,2,7,21,6,96,24,1,712,60,2,,,7,2003,1,15000,1,2,,2,,779.5454,
7,22,2,1500,3,2,18,1,5,1999,1,3,23,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,779.5452,
7,22,1,753,4,2,32,2,4,2001,2,7,223,6,95,24,1,223,30,2,,,4,2003,1,200000,1,2,,1,24000,599.669,
7,22,1,759,3,1,22,1,1,2002,1,6,932,1,81,12,1,512,8,2,,,1,2003,1,43000,1,2,,2,,540.3497,1
7,22,1,767,3,1,36,1,9,2000,4,1,932,1,94,24,1,714,24,2,,,2,2003,1,5000,4,2,,2,,540.3497,1
7,22,1,779,3,1,26,2,1,2001,1,7,724,1,81,26,1,724,60,2,,,3,2003,2,,,2,,2,,424.8852,1
7,22,1,822,3,2,30,2,8,2000,1,6,421,1,89,24,1,932,48,1,10,2001,,,2,,,2,,2,,386.2592,2
7,22,1,833,3,2,34,1,9,2002,1,3,23,1,103,24,1,913,0,2,,,9,2004,2,,,2,,2,,386.2594,1
7,22,1,834,1,1,41,3,12,2001,2,7,92,1,87,10,1,314,60,2,,,10,2002,1,370000,1,2,,2,,386.2594,1
7,22,1,842,3,2,36,1,9,2000,1,7,223,6,18,27,1,223,22,2,,,12,2002,1,33800,1,2,,2,,386.2593,
