REGN,PROV,URB,HHCN,REL,SEX,AGE,TLEFT,MDTLEFT,YDTLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,MDTRET,YDTRET,MDTEXP,YDTEXP,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT
3,49,1,1473,1,1,56,2,4,2001,2,7,234,8,96,88,1,412,16,2,,,88,8888,1,50000,1,1,25000,1,20000,352.2172
3,49,1,1473,2,2,49,2,4,2001,2,7,234,1,96,88,1,412,33,2,,,88,8888,1,50000,1,1,25000,1,20000,352.2172
3,49,1,1475,2,2,39,1,1,2001,2,7,222,1,81,88,1,222,3,2,,,88,8888,1,60000,1,2,,2,,352.2172
3,49,1,1475,1,1,39,2,9,2000,2,7,222,1,81,88,1,222,28,2,,,88,8888,1,60000,1,2,,2,,352.2172
3,49,1,1476,4,1,38,3,5,2001,2,3,712,1,81,37,1,712,52,2,,,6,2004,1,38000,1,1,50000,1,19000,352.2172
3,49,1,1485,6,2,31,1,1,2000,1,4,21,1,81,24,1,913,20,2,,,1,2002,1,10000,1,2,,2,,138.7331
3,49,1,1493,3,1,33,1,12,1999,1,7,932,1,89,88,1,713,21,2,,,88,8888,1,20000,4,2,,2,,352.2173
3,49,1,1493,3,2,29,2,9,2001,1,6,94,1,89,24,1,932,24,2,,,9,2003,1,20000,4,1,40000,1,11000,352.2173
3,49,1,1498,3,2,23,4,8,2001,1,2,913,1,52,5,1,245,25,2,,,1,2002,1,16000,4,1,100000,1,16000,352.2173
3,49,1,1500,3,2,26,2,7,2000,1,4,911,1,15,12,1,421,24,1,7,2001,,,1,40000,4,1,50000,2,,352.2173
3,49,1,1524,3,1,26,1,4,2001,1,7,23,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,352.2167
3,49,1,1524,3,1,24,1,3,2001,1,7,23,1,14,8,1,834,6,2,,,11,2001,1,75000,1,2,,2,,352.2167
3,49,1,1534,3,2,24,1,2,2001,1,7,522,1,81,36,1,826,4,2,,,2,2004,2,,,2,,2,,352.2173
3,49,1,1554,1,1,43,2,6,2001,2,7,94,1,81,24,1,512,60,2,,,6,2003,1,45000,4,1,300000,1,47000,134.0565
3,49,1,1554,2,2,41,1,9,1997,2,7,223,1,81,49,1,223,49,2,,,10,2001,1,42000,4,2,,1,24000,134.0565
3,49,1,1557,2,2,36,1,5,2000,2,7,313,1,81,25,1,913,16,2,,,6,2002,1,28500,4,2,,2,,134.0565
3,49,1,1571,4,2,34,5,1,2001,2,7,222,6,96,12,1,222,60,2,,,1,2002,1,120000,1,2,,2,,122.8851
3,49,1,1573,1,1,53,3,1,2000,2,6,741,1,47,88,1,512,59,2,,,88,8888,2,,,2,,2,,122.8851
3,49,1,1638,6,2,45,5,3,2001,1,7,232,1,95,12,1,223,47,2,,,3,2002,1,51000,1,2,,2,,134.0565
3,49,1,1648,2,2,36,1,6,2000,2,2,21,1,39,24,1,913,15,2,,,6,2002,2,,,2,,2,,122.8851
3,49,1,1651,1,1,42,1,10,2000,2,4,832,1,89,24,1,932,11,2,,,10,2002,1,18000,1,2,,2,,122.8851
3,49,1,1658,2,2,49,2,4,2001,2,7,342,1,888,24,1,223,30,2,,,4,2003,1,60000,1,2,,2,,122.8851
3,49,1,1665,1,1,47,2,6,2001,2,7,833,1,78,24,1,312,27,2,,,6,2003,1,60000,4,1,100000,2,,122.8851
3,49,1,1666,1,1,46,2,9,2001,2,7,215,1,81,24,1,215,36,2,,,9,2003,1,80000,1,1,100000,2,,122.8851
3,49,1,1676,3,2,22,1,7,2001,1,4,522,1,52,6,1,347,2,2,,,1,2002,1,40000,1,2,,2,,122.8851
3,49,1,1679,2,2,24,2,6,2001,2,4,94,1,52,7,1,245,8,2,,,1,2002,1,60000,1,2,,2,,122.8851
3,49,1,1688,3,1,25,1,4,2001,1,7,131,1,57,24,1,122,5,2,,,4,2003,2,,,2,,2,,96.0395
3,49,1,1694,2,2,59,3,5,2001,2,7,94,1,96,6,1,913,36,2,,,11,2001,1,40000,1,2,,2,,165.8949
3,49,1,1694,3,2,27,1,5,2001,1,7,91,4,96,6,2,,,2,,,11,2001,2,,,2,,2,,165.8949
3,49,1,1694,3,1,23,1,10,2000,1,7,91,1,89,24,1,932,11,2,,,10,2002,1,53000,1,2,,2,,165.8949
3,49,1,1696,4,1,34,2,1,2001,2,7,94,1,82,24,1,834,33,2,,,1,2003,1,60000,1,2,,2,,165.8949
3,49,1,1704,3,1,27,1,9,2000,1,7,91,1,46,24,1,914,12,2,,,9,2002,1,60000,1,2,,2,,165.8949
3,49,1,1706,3,2,20,1,1,2001,1,4,21,1,89,24,1,932,8,2,,,1,2003,1,18000,1,2,,2,,123.752
3,49,1,1721,3,2,32,3,9,2001,2,7,233,1,94,21,1,223,60,2,,,6,2003,1,37100,1,1,60000,1,40000,122.8851
3,49,1,1721,4,1,33,3,8,2001,2,7,223,1,94,21,1,223,52,2,,,5,2003,2,,,1,100000,2,,122.8851
3,49,1,1728,3,1,25,5,7,2001,1,7,94,1,96,10,1,913,56,2,,,5,2002,1,20000,1,2,,2,,122.8851
3,49,2,1770,2,2,30,2,10,2000,2,3,21,1,89,24,1,522,36,2,,,10,2002,1,30000,1,2,,2,,894.0307
3,49,2,1773,1,1,40,3,5,2001,2,7,23,1,81,11,1,215,48,2,,,4,2002,1,30000,1,2,,2,,894.0307
3,49,2,1792,3,2,21,1,8,2001,1,6,91,1,52,6,1,347,1,2,,,2,2002,2,,,2,,2,,940.989
3,49,2,1838,3,2,40,2,5,1999,1,6,741,1,81,88,1,913,55,2,,,88,8888,1,30000,4,2,,2,,894.0372
3,49,2,1862,3,2,24,2,5,2001,1,6,21,1,52,6,1,347,10,2,,,11,2001,1,40000,1,2,,2,,894.0319
3,49,2,1875,1,1,38,1,7,1999,2,7,341,3,1,88,1,912,26,2,,,88,8888,1,245000,1,2,,1,20000,894.0335
3,49,2,1879,3,2,20,1,5,2001,1,4,921,1,52,88,1,347,4,2,,,88,8888,2,,,2,,2,,894.0335
3,49,2,1883,3,1,25,1,8,2001,1,7,341,1,81,23,1,221,1,2,,,7,2003,2,,,2,,2,,894.0335
3,49,2,1906,6,2,47,3,9,2001,3,6,21,1,39,23,1,913,60,2,,,8,2003,1,20000,1,1,60000,1,5700,832.5673
3,49,2,1916,4,1,35,2,3,2000,2,7,23,1,81,24,1,149,42,2,,,3,2002,1,60000,1,2,,2,,911.7721
3,49,2,1933,3,2,26,1,12,2000,1,7,211,1,89,24,1,211,9,2,,,12,2002,1,60000,1,2,,2,,894.0344
3,49,2,1949,2,2,51,2,12,1998,2,7,911,1,80,35,1,913,36,2,,,11,2001,1,25000,4,2,,2,,875.5367
3,49,2,1969,3,2,22,4,2,2001,1,4,94,1,52,7,1,347,24,1,9,2001,,,1,60000,1,1,100000,1,5000,440.104
3,49,2,1972,3,1,40,2,11,1999,1,4,94,1,81,24,1,311,46,2,,,11,2001,1,58000,1,2,,2,,440.104
3,49,2,1976,2,2,39,2,5,2000,2,7,21,1,39,24,1,913,45,2,,,5,2002,1,60000,1,2,,2,,440.104
3,49,2,1977,3,2,24,1,8,1998,1,7,23,1,89,24,1,311,24,1,8,2000,,,2,,,2,,2,,440.104
3,49,2,1987,3,2,26,1,2,2001,1,7,414,3,96,88,1,513,7,2,,,88,8888,1,16000,4,2,,2,,440.104
3,49,2,1996,3,1,25,1,11,1999,1,5,342,1,51,24,1,512,22,2,,,11,2001,1,50000,4,2,,2,,440.104
3,54,1,2030,1,1,40,2,8,2000,2,4,712,1,81,28,1,712,46,2,,,12,2002,1,90000,4,2,,2,,497.7286
3,54,1,2031,1,1,44,15,9,2001,2,4,723,1,56,3,1,723,60,2,,,12,2001,1,200000,1,1,75000,2,,497.7286
3,54,1,2039,6,1,51,1,5,2001,2,6,743,6,96,88,1,743,4,2,,,88,8888,1,40000,1,2,,2,,497.7286
3,54,1,2046,1,1,42,1,7,1999,2,4,831,1,81,48,1,831,26,2,,,7,2003,1,23000,4,2,,1,23800,459.1136
3,54,1,2062,1,1,51,2,7,2000,1,4,712,1,81,17,1,712,26,2,,,12,2001,1,46000,4,2,,2,,420.8541
3,54,1,2063,3,1,30,4,1,2000,2,6,724,1,96,47,1,724,48,2,,,12,2003,1,50000,1,2,,2,,420.8541
3,54,1,2070,2,2,41,3,6,2001,2,3,913,1,69,24,1,421,54,2,,,6,2003,1,60000,2,1,80000,1,7000,420.8546
3,54,1,2074,3,1,27,2,9,2001,1,7,142,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,420.8546
3,54,1,2076,3,2,25,2,8,2001,1,6,411,1,39,18,1,913,28,2,,,2,2003,1,24000,1,1,70000,2,,420.8546
3,54,1,2085,1,1,45,6,9,2001,2,6,411,6,96,12,2,,,2,,,9,2002,1,21000,1,1,14000,2,,420.8541
3,54,1,2090,1,1,43,3,3,2001,2,6,832,1,81,22,1,832,60,2,,,1,2003,1,75000,4,2,,2,,420.8546
3,54,1,2096,2,1,52,4,6,2001,2,2,712,1,81,12,1,713,60,2,,,6,2002,1,40000,4,1,75000,1,22900,420.8546
3,54,1,2119,3,1,37,3,12,2000,2,7,142,1,81,24,1,142,40,2,,,12,2002,1,90000,1,2,,2,,420.8544
3,54,1,2125,6,1,78,2,4,2001,3,2,712,6,96,88,1,913,56,2,,,88,8888,2,,,1,20000,2,,446.1489
3,54,1,2132,1,1,36,1,9,2001,2,4,642,1,89,24,1,832,0,2,,,9,2003,2,,,2,,2,,446.1489
3,54,1,2135,1,1,51,3,4,2001,2,4,613,1,81,22,1,613,58,2,,,2,2003,1,40000,4,2,,1,10000,446.1489
3,54,1,2137,1,1,39,1,5,2001,2,3,712,1,81,24,1,712,4,2,,,5,2003,1,18000,4,2,,2,,459.1136
3,54,1,2140,3,2,29,2,9,2001,1,4,21,1,94,88,1,913,56,2,,,88,8888,1,48000,4,2,,2,,459.1136
3,54,1,2145,3,2,21,2,5,2001,1,4,512,1,52,8,1,245,12,2,,,1,2002,1,40000,4,2,,2,,459.1136
3,54,1,2147,4,1,29,1,7,2001,2,6,611,1,81,24,1,932,2,2,,,7,2003,2,,,2,,2,,459.1136
3,54,1,2150,3,2,23,1,5,2001,2,4,235,1,52,6,1,245,4,2,,,11,2001,2,,,2,,2,,420.8545
3,54,1,2157,1,1,41,3,6,1998,2,4,723,1,96,42,1,723,48,2,,,12,2001,1,60000,4,2,,2,,420.8545
3,54,1,2157,6,1,38,2,6,2001,2,4,713,1,81,24,1,713,29,2,,,6,2003,1,20000,4,1,25000,1,15300,420.8545
3,54,1,2159,1,1,52,3,8,2000,2,4,821,1,56,25,1,821,60,2,,,9,2002,1,60000,1,2,,2,,420.8545
3,54,1,2161,1,1,32,1,4,2001,2,2,742,1,81,24,1,742,5,2,,,4,2003,1,60000,1,2,,2,,473.8821
3,54,1,2167,1,1,49,2,2,1999,2,1,742,4,32,88,1,512,36,2,,,88,8888,1,60000,4,2,,2,,473.8821
3,54,1,2182,1,1,45,1,10,1996,2,7,245,6,96,66,1,724,59,2,,,4,2002,1,5000,4,2,,2,,459.1138
3,54,1,2200,2,1,55,2,9,2001,2,6,343,6,96,88,1,421,0,2,,,88,8888,2,,,1,15000,1,7500,420.8539
3,54,1,2200,3,1,29,1,9,2000,1,6,23,6,96,88,1,419,12,2,,,88,8888,1,5000,1,2,,2,,420.8539
3,54,1,2200,3,2,22,1,9,2000,1,6,23,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,420.8539
3,54,1,2200,3,2,20,1,9,2000,2,3,23,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,420.8539
3,54,1,2201,2,1,52,2,8,2001,2,7,412,6,96,88,1,516,60,2,,,88,8888,1,7500,1,1,100000,1,7000,420.8539
3,54,1,2201,1,2,49,1,9,1998,2,6,21,6,96,88,1,743,36,2,,,88,8888,1,7500,1,2,,1,5500,420.8539
3,54,1,2211,1,1,48,1,11,2000,2,4,723,1,96,24,1,724,10,2,,,11,2002,1,60000,4,2,,2,,420.8541
3,54,1,2217,3,2,22,1,8,1999,1,3,744,1,51,36,1,913,25,2,,,8,2002,1,60000,4,2,,2,,420.8541
3,54,1,2232,4,1,28,1,5,2001,2,6,611,1,89,12,1,931,4,2,,,5,2002,1,30000,1,2,,2,,488.5982
3,54,1,2245,6,1,32,2,7,1999,2,4,23,1,81,29,1,724,42,2,,,12,2001,1,72000,4,2,,1,19000,420.8547
3,54,1,2246,4,1,32,2,6,1999,2,4,512,1,21,88,1,512,51,2,,,88,8888,1,32000,4,2,,2,,420.8547
3,54,1,2258,3,2,22,1,4,2001,1,4,522,1,52,6,1,347,5,2,,,10,2001,2,,,2,,2,,420.854
3,54,1,2270,3,2,28,1,1,1999,1,7,223,6,18,88,1,223,32,2,,,88,8888,1,90000,4,2,,2,,420.8541
3,54,1,2295,1,1,45,2,10,2000,4,2,832,1,81,36,1,832,11,2,,,10,2003,2,,,2,,2,,420.8542
3,54,1,2300,6,2,44,2,7,2001,4,4,21,1,89,36,1,513,24,2,,,7,2004,1,9000,4,2,,2,,420.8542
3,54,1,2317,1,1,52,2,7,1999,2,7,421,1,96,88,1,215,36,2,,,88,8888,1,41500,4,2,,1,5500,524.8015
3,54,1,2340,3,1,28,2,12,2000,2,4,512,1,81,16,1,512,57,2,,,4,2002,1,30000,1,2,,2,,420.8544
3,54,1,2340,3,1,27,2,12,2000,1,4,512,1,81,16,1,512,57,2,,,4,2002,1,30000,4,2,,2,,420.8544
3,54,1,2340,3,1,25,2,12,2000,1,4,512,1,81,16,1,512,57,2,,,4,2002,1,30000,4,2,,2,,420.8544
3,54,1,2354,3,2,30,2,7,2001,4,6,23,1,52,6,1,245,18,2,,,1,2002,2,,,2,,2,,237.1943
3,54,1,2362,3,2,29,1,5,2001,4,6,23,1,52,6,1,245,4,2,,,11,2001,1,10000,1,2,,2,,237.1943
3,54,1,2376,1,1,32,3,7,2001,2,4,23,1,83,88,1,834,30,2,,,88,8888,1,90000,1,1,30000,1,17000,237.1942
3,54,1,2396,2,2,35,3,8,2001,2,4,932,6,52,4,1,932,21,2,,,12,2001,1,90000,1,1,100000,1,40000,237.1942
3,54,1,2405,1,1,46,2,1,1999,2,3,23,1,47,88,1,913,58,2,,,88,8888,1,15000,4,2,,1,12000,237.1942
3,54,1,2405,2,2,43,1,12,1999,2,3,21,1,47,24,1,913,21,2,,,12,2001,1,15000,4,2,,2,,237.1942
3,54,1,2432,6,1,35,2,7,2001,1,4,522,1,81,24,1,931,38,2,,,7,2003,1,20000,1,1,40000,1,22000,237.1943
3,54,1,2432,6,2,34,1,7,1997,1,4,23,3,54,88,1,932,50,2,,,88,8888,1,25000,1,2,,2,,237.1943
3,54,1,2437,1,1,41,3,6,1999,2,6,723,1,81,30,1,723,49,2,,,12,2001,1,39000,1,2,,1,23000,237.1943
3,54,1,2442,1,2,32,2,4,2001,4,2,522,1,82,12,1,913,24,2,,,4,2002,2,,,1,60000,1,12000,237.1943
3,54,1,2454,4,1,23,1,4,2001,2,6,23,1,89,8,1,932,5,2,,,12,2001,1,70000,1,2,,2,,237.1943
3,54,1,2460,2,2,29,2,5,2000,2,6,131,1,39,22,1,913,28,2,,,3,2002,1,48000,1,2,,1,11500,237.1943
3,54,1,2488,4,1,46,6,9,2001,2,4,832,1,94,7,1,122,60,2,,,4,2002,1,25000,1,2,,2,,238.1083
3,54,1,2488,3,2,39,1,3,2001,2,6,23,1,94,24,1,913,6,2,,,3,2003,1,46000,1,2,,2,,238.1083
3,54,1,2492,4,1,33,1,4,2000,2,7,215,1,81,19,1,131,17,2,,,11,2001,1,28000,1,2,,1,12500,238.1083
3,54,1,2492,3,2,33,1,4,2000,2,7,223,1,81,19,1,223,17,2,,,11,2001,1,30000,1,2,,1,30000,238.1083
3,54,1,2493,4,2,26,1,5,2001,2,4,23,1,81,24,1,913,4,2,,,5,2003,1,40000,4,2,,2,,238.1083
3,54,1,2497,1,1,40,5,2,2001,2,7,94,1,81,10,1,723,60,2,,,12,2001,1,150000,1,2,,2,,360.6497
3,54,1,2499,6,1,60,1,99,1996,2,6,712,4,96,10,1,712,10,1,99,1997,,,2,,,2,,2,,360.6497
3,54,1,2504,1,1,44,3,7,2001,2,6,733,1,81,24,1,122,24,2,,,7,2003,1,30000,1,1,70000,1,7500,360.6497
3,54,1,2505,1,1,47,5,9,2001,2,7,94,1,94,36,1,413,60,2,,,99,2004,1,20000,4,1,50000,1,13000,360.6497
3,54,1,2512,3,2,27,1,9,2001,1,7,421,1,51,24,1,522,0,2,,,9,2003,2,,,2,,2,,248.949
3,54,1,2577,1,1,52,5,8,2001,2,6,913,1,32,10,1,834,50,2,,,6,2002,2,,,1,50000,2,,139.7527
3,54,1,2578,1,1,46,5,5,2001,2,4,712,1,36,24,1,712,40,2,,,5,2003,1,40000,4,1,50000,2,,139.7527
3,54,1,2625,2,1,47,3,2,2001,2,2,743,1,81,24,1,743,44,2,,,2,2003,1,20000,4,2,,1,1500,167.8177
3,54,1,2627,4,2,29,3,4,2001,2,6,21,1,83,24,1,913,30,2,,,4,2003,1,30000,4,1,30000,1,13500,167.8177
3,54,1,2630,2,1,38,1,11,1997,2,4,724,1,50,88,1,724,46,2,,,88,8888,1,35000,4,2,,2,,139.7527
3,54,1,2634,2,2,39,1,4,2001,2,2,21,1,89,12,1,513,5,2,,,4,2002,1,30000,4,2,,2,,139.7527
3,54,1,2633,1,1,44,1,8,2001,2,2,832,1,69,12,1,832,1,2,,,8,2002,1,10000,3,2,,2,,139.7527
3,54,1,2633,2,2,41,1,4,2000,2,1,743,1,69,24,1,513,5,2,,,4,2002,1,30000,4,2,,2,,139.7527
3,54,1,2647,1,1,63,3,10,1999,3,7,121,6,96,38,2,,,2,,,12,2002,1,25000,1,2,,2,,167.7032
3,54,1,2649,1,1,36,3,5,1999,2,4,516,1,52,35,1,932,36,2,,,4,2002,1,100000,4,2,,2,,167.7032
3,54,1,2649,2,2,34,3,5,1999,2,4,21,1,52,35,1,932,36,2,,,4,2002,1,100000,4,2,,2,,167.7032
3,54,1,2663,3,1,18,1,3,2001,1,4,832,1,89,24,1,932,6,2,,,3,2003,1,30000,4,2,,2,,139.7527
3,54,1,2668,1,1,36,2,10,1999,2,4,931,1,96,88,1,714,30,2,,,88,8888,1,60000,1,2,,2,,167.7032
3,54,1,2668,2,2,36,2,10,1999,2,7,21,1,96,88,1,522,48,2,,,88,8888,2,,,2,,2,,167.7032
3,54,1,2711,3,2,17,1,4,2000,1,2,23,1,50,24,1,347,14,2,,,4,2002,1,65000,5,2,,1,6000,139.7527
3,54,1,2749,3,2,36,5,1,1999,1,2,515,1,39,36,1,913,60,2,,,1,2002,1,20000,1,2,,1,6000,139.7527
3,54,1,2750,1,1,61,5,11,1999,2,1,712,1,96,88,1,712,60,2,,,88,8888,1,60000,4,2,,2,,139.7527
3,54,1,2750,3,1,35,3,8,1999,1,5,712,1,96,40,1,712,32,2,,,12,2002,1,50000,4,2,,2,,139.7527
3,54,1,2752,1,1,38,2,4,2001,2,7,419,1,14,24,1,419,24,2,,,6,2003,1,68000,4,2,,2,,139.7527
3,54,1,2757,1,1,45,5,4,2001,2,7,419,6,96,20,1,419,60,2,,,12,2002,1,180000,5,1,100000,1,26500,139.7527
3,54,1,2759,3,2,22,6,7,1999,1,4,522,1,888,88,1,913,60,2,,,88,8888,1,58000,4,2,,1,5000,139.7527
3,54,1,2771,3,1,19,1,9,2000,1,4,744,1,81,25,1,913,12,2,,,10,2002,1,42000,4,2,,1,14800,141.9842
3,54,1,2774,1,1,42,2,1,2001,2,4,931,1,81,13,1,914,60,2,,,2,2002,1,36000,1,2,,2,,153.2288
3,54,1,2781,3,2,28,2,9,2001,1,4,411,1,89,13,1,724,36,2,,,10,2002,2,,,2,,2,,153.2288
3,54,1,2782,1,1,52,4,6,2001,2,7,143,1,81,13,1,122,60,2,,,7,2002,1,80000,1,1,100000,1,25000,153.2288
3,54,1,2811,1,1,59,4,1,2000,2,2,723,1,81,14,1,723,44,1,3,2001,,,1,90000,1,2,,2,,139.7527
3,54,1,2824,2,1,47,3,6,2001,2,3,743,1,81,23,1,743,60,2,,,5,2003,1,50000,4,1,100000,1,15300,137.1405
3,54,1,2825,2,2,31,3,6,2000,2,7,23,1,39,22,1,913,58,2,,,4,2002,1,45000,1,2,,2,,137.1405
3,54,1,2829,2,1,53,5,4,2001,2,6,512,1,94,13,1,411,55,2,,,3,2002,1,25000,4,2,,2,,137.1405
3,54,2,2840,2,1,34,1,12,1999,2,6,832,1,81,24,1,913,21,2,,,12,2001,1,36000,4,2,,1,30000,1101.0643
3,54,2,2848,3,1,35,2,3,2001,2,4,723,1,15,24,1,832,31,2,,,3,2003,1,47500,4,2,,2,,1101.0664
3,54,2,2851,3,1,24,2,9,1999,1,7,419,1,50,27,1,932,49,2,,,12,2001,1,57500,1,2,,2,,1101.0664
3,54,2,2858,2,2,34,1,9,2001,2,2,21,1,81,24,1,913,1,2,,,9,2003,2,,,2,,2,,1101.0672
3,54,2,2870,1,1,32,3,9,1999,2,6,721,1,81,30,1,721,60,2,,,3,2002,1,60000,1,2,,2,,1101.0653
3,54,2,2877,3,2,36,2,3,2001,1,2,911,1,82,12,1,913,60,2,,,3,2002,1,25000,4,2,,2,,1101.0653
3,54,2,2881,4,1,41,3,5,2000,2,4,724,1,81,88,1,724,46,2,,,88,8888,1,42000,4,2,,2,,1101.0665
3,54,2,2893,2,2,45,2,12,2000,2,6,21,1,52,12,1,913,12,2,,,12,2001,1,72000,1,2,,2,,1101.0634
3,54,2,2917,1,1,51,2,5,1999,2,4,833,1,81,24,1,833,48,1,5,2001,,,2,,,1,50000,1,39000,1205.3318
3,54,2,2919,2,1,45,2,4,2001,2,4,724,1,81,24,1,724,30,2,,,4,2003,1,60000,4,2,,2,,1205.3318
3,54,2,2920,2,1,53,4,5,2001,2,6,732,6,96,88,1,513,29,2,,,88,8888,1,75000,4,2,,2,,1205.3318
3,54,2,2927,3,1,34,1,6,2001,1,4,712,1,81,24,1,712,3,2,,,6,2003,1,20000,4,2,,2,,1205.3318
3,69,1,2943,2,2,45,2,3,2001,2,4,21,1,54,24,1,913,38,2,,,3,2003,1,7000,2,2,,2,,291.0707
3,69,1,2952,2,2,49,3,4,2000,2,3,21,1,39,24,1,913,43,2,,,4,2002,1,54000,1,2,,2,,291.0707
3,69,1,2962,1,1,54,2,5,1999,1,4,832,1,81,36,1,93,60,2,,,5,2002,1,65000,4,2,,2,,291.0706
3,69,1,2966,3,1,26,2,6,1997,1,6,23,1,81,48,1,413,50,1,8,2001,,,1,39000,1,1,35000,2,,291.0707
3,69,1,2987,3,1,43,2,6,2001,4,7,815,1,81,6,1,816,33,2,,,12,2001,1,38000,1,1,60000,1,7000,291.0707
3,69,1,2991,6,1,74,2,1,2000,2,4,11,6,96,24,1,516,48,2,,,1,2002,2,,,2,,2,,305.2598
3,69,1,2991,6,2,69,2,1,2000,2,3,21,6,96,24,2,,,2,,,1,2002,2,,,2,,2,,305.2598
3,69,1,2992,3,1,27,1,11,1999,1,7,512,1,50,24,1,821,22,2,,,11,2003,1,71400,1,2,,2,,305.2598
3,69,1,2995,1,1,54,2,9,2000,2,4,723,1,81,24,1,723,22,2,,,9,2002,1,60000,4,2,,1,10000,305.2598
3,69,1,2996,1,1,73,5,12,2000,2,4,23,6,96,10,2,,,2,,,10,2001,1,26000,4,2,,1,40000,305.2598
3,69,1,3004,1,1,48,4,6,2000,2,7,413,1,81,24,1,413,48,2,,,6,2002,2,,,2,,2,,291.0707
3,69,1,3010,3,2,28,1,2,2001,1,7,724,1,47,36,1,513,7,2,,,2,2004,1,58000,4,2,,2,,291.0707
3,69,1,3023,1,1,36,1,9,2000,2,4,712,1,69,23,1,712,12,2,,,3,2002,1,45000,4,2,,2,,395.2812
3,69,1,3025,2,1,37,2,9,2001,2,4,723,1,81,24,1,723,26,2,,,9,2003,1,18000,4,1,20000,1,2000,291.0706
3,69,1,3029,2,1,40,2,4,2001,2,2,931,1,80,12,1,931,27,2,,,4,2002,1,31000,4,2,,2,,291.0706
3,69,1,3041,1,1,38,10,9,2001,2,7,23,3,52,88,1,512,50,2,,,88,8888,1,150000,4,1,100000,1,7200,317.5317
3,69,1,3055,2,2,48,4,8,2001,2,7,222,1,81,10,1,222,41,2,,,6,2002,1,60000,1,1,70000,1,1000,364.6271
3,69,1,3064,3,1,22,1,4,2001,1,4,832,1,81,24,1,414,5,2,,,4,2003,1,10000,4,2,,2,,291.0707
3,69,1,3065,1,1,40,3,7,2001,2,4,721,1,47,7,1,834,32,2,,,2,2002,2,,,1,50000,1,3400,291.0707
3,69,1,3067,1,1,33,3,2,2000,2,6,832,1,35,14,1,834,45,1,4,2001,,,2,,,1,140000,1,12500,291.0707
3,69,1,3069,2,2,29,1,6,2000,2,4,21,1,89,12,1,913,12,1,6,2001,,,2,,,1,50000,2,,291.0707
3,69,1,3079,3,2,27,4,1,2001,1,3,421,1,52,6,1,342,24,1,7,2001,,,1,45000,4,1,200000,2,,119.1292
3,69,1,3099,6,2,27,2,9,2001,2,7,512,1,96,5,1,512,10,2,,,2,2002,2,,,1,14000,1,12000,123.5907
3,69,1,3105,3,2,43,2,6,2001,1,7,21,1,47,24,1,913,37,2,,,6,2003,2,,,2,,2,,123.5907
3,69,1,3112,1,2,46,1,6,1997,4,3,21,1,80,12,1,522,9,1,3,1998,,,2,,,2,,2,,109.2017
3,69,1,3125,2,2,48,1,1,2001,2,3,21,1,39,24,1,93,8,2,,,1,2003,1,51000,4,2,,2,,109.2017
3,69,1,3125,3,2,21,1,1,2001,1,5,23,1,39,24,1,93,8,2,,,1,2003,1,40000,4,2,,2,,109.2017
3,69,1,3139,3,1,33,3,1,2001,1,1,712,1,81,24,1,712,42,2,,,1,2003,1,38000,4,2,,2,,109.2017
3,69,1,3157,2,2,39,2,5,1999,2,7,233,1,89,36,1,913,19,1,12,2000,,,2,,,2,,2,,119.1292
3,69,1,3164,3,1,26,1,4,1999,1,6,512,1,81,29,1,522,29,1,9,2001,,,2,,,1,20000,2,,119.1292
3,69,1,3177,2,1,39,2,10,2000,2,7,223,1,81,2,1,223,24,2,,,10,2002,1,50000,4,2,,2,,109.2017
3,69,1,3188,2,1,56,2,3,2001,2,3,721,1,81,24,1,833,52,2,,,3,2003,1,45000,1,2,,2,,114.3779
3,69,1,3188,3,2,24,1,9,2001,1,7,213,1,10,12,1,522,0,2,,,9,2002,2,,,2,,2,,114.3779
3,69,2,3217,3,2,30,3,3,2000,1,7,94,1,47,24,1,913,40,2,,,3,2002,1,14500,1,2,,1,2500,801.2361
3,69,2,3233,3,2,40,3,7,2000,2,4,21,1,39,24,1,913,60,2,,,6,2002,1,12000,1,2,,1,4000,801.2285
3,69,2,3238,2,2,42,2,6,2001,2,4,21,1,89,12,1,914,12,2,,,6,2002,1,6000,1,1,50000,1,3000,801.2285
3,69,2,3239,2,2,42,3,9,1998,2,7,94,1,39,24,1,913,36,1,9,2001,,,1,4000,1,1,50000,1,22500,801.2285
3,69,2,3239,3,2,36,2,4,2000,4,4,94,1,39,24,1,913,13,1,4,2001,,,1,5500,1,1,40000,1,6500,801.2285
3,69,2,3254,3,2,29,2,7,2000,1,4,21,1,82,24,1,913,56,1,7,2001,,,1,15000,1,1,30000,1,6500,801.2295
3,69,2,3256,4,1,28,2,7,1999,2,4,832,1,81,24,1,815,26,1,9,2001,,,1,4500,1,1,20000,1,1800,801.2295
3,69,2,3263,2,2,42,3,3,1998,2,4,21,1,82,45,1,913,43,2,,,12,2001,1,42000,1,2,,1,3250,801.2295
3,69,2,3266,2,2,39,2,6,1999,2,4,21,1,89,36,1,913,59,2,,,6,2002,1,45000,4,2,,1,15500,801.229
