REGN,PROV,URB,HHCN,REL,SEX,AGE,TLEFT,MDTLEFT,YDTLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,MDTRET,YDTRET,MDTEXP,YDTEXP,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT
6,45,2,2880,2,2,54,1,5,2000,2,3,21,3,81,24,1,913,16,2,,,5,2002,1,20000,1,2,,2,,830.7908
6,79,1,2881,3,2,24,2,6,2001,1,7,223,1,82,11,1,223,36,2,,,5,2002,1,10000,1,2,,2,,73.0457
6,79,1,2896,3,2,38,2,4,2000,2,7,21,1,39,24,1,913,48,2,,,4,2002,1,18000,1,2,,2,,73.0457
6,79,1,2907,1,1,48,2,9,2000,2,6,621,1,82,10,1,314,24,1,7,2001,,,1,38000,1,1,75000,1,8000,87.6549
6,79,1,2913,1,1,47,3,7,2000,2,5,23,1,89,13,1,314,28,1,8,2001,,,1,66000,1,1,100000,1,20200,87.6549
6,79,1,2921,1,1,44,2,2,1998,2,3,23,1,96,33,1,834,36,1,11,2000,,,2,,,2,,2,,78.7523
6,79,2,2957,3,2,38,2,4,1999,2,3,612,1,81,88,1,913,53,2,,,88,8888,1,15000,4,2,,1,20000,161.354
6,79,2,2966,3,2,42,3,6,2001,1,6,223,1,82,88,1,913,36,2,,,88,8888,1,40000,1,1,20000,1,27000,161.3539
6,79,2,2976,3,2,31,3,11,2000,4,6,21,1,39,37,1,513,43,2,,,12,2003,1,29000,1,2,,2,,161.3539
6,79,2,2983,3,2,26,2,12,2000,1,7,23,1,39,24,1,913,34,2,,,12,2002,1,6000,1,2,,1,4000,193.625
6,79,2,2993,3,2,28,1,12,1998,1,4,421,1,54,29,1,913,29,1,8,2001,,,2,,,1,50000,2,,161.354
6,79,2,2998,2,1,42,5,3,2000,2,4,23,1,43,22,1,915,50,2,,,1,2002,1,30000,1,2,,2,,161.354
6,79,2,3001,2,2,35,1,7,2001,2,7,419,1,39,23,1,913,2,2,,,6,2003,2,,,2,,2,,176.0226
6,79,2,3008,2,2,36,5,2,2001,2,6,23,1,46,10,1,913,50,2,,,12,2001,1,30000,1,2,,2,,176.0226
6,79,2,3016,3,1,23,6,7,2001,1,6,23,1,43,5,1,834,18,2,,,12,2001,1,12000,1,1,60000,2,,177.216
6,79,2,3024,3,2,30,1,2,1998,1,6,322,1,89,48,1,913,43,2,,,2,2002,1,26000,1,2,,1,26500,177.216
6,79,2,3037,3,2,28,2,6,2000,1,4,23,1,82,24,1,913,58,2,,,6,2002,1,33500,1,2,,2,,161.354
6,79,2,3043,3,1,33,1,9,1998,1,7,522,1,94,9,1,512,9,1,6,1999,,,2,,,2,,2,,161.354
6,79,2,3053,3,1,25,3,9,1999,1,6,23,1,94,14,1,834,28,1,11,2000,,,2,,,2,,2,,161.354
6,79,2,3062,2,2,32,1,7,1997,2,7,411,1,39,19,1,913,19,1,2,1999,,,2,,,2,,2,,162.5448
6,79,2,3067,3,2,36,3,1,2001,1,7,23,1,39,24,1,913,50,2,,,1,2003,1,30000,1,2,,2,,162.5448
7,12,1,10,3,1,27,3,6,2001,1,7,23,1,47,88,1,812,45,2,,,88,8888,2,,,2,,2,,402.7285
7,12,1,19,3,2,34,1,12,1999,1,7,223,1,47,24,1,513,21,2,,,12,2001,1,36000,1,2,,2,,369.1677
7,12,1,22,2,2,47,3,7,1999,2,7,223,1,39,24,1,513,55,1,7,2001,,,1,20000,1,1,18000,1,13000,369.1677
7,12,1,40,2,1,42,3,4,2001,2,7,23,1,81,88,1,724,58,2,,,88,8888,2,,,2,,2,,369.1674
7,12,1,57,3,1,28,2,6,2001,1,7,23,1,57,6,1,834,48,2,,,12,2001,1,32000,1,1,9000,2,,478.4794
7,12,1,60,2,1,58,1,12,1999,2,7,341,6,96,24,1,341,21,2,,,12,2001,1,122880,1,2,,1,5500,478.4794
7,12,1,60,2,1,24,1,6,2001,2,6,23,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,478.4794
7,12,1,60,4,1,32,4,3,2001,2,6,94,1,95,8,1,834,32,2,,,11,2001,1,245760,1,2,,2,,478.4794
7,12,1,101,1,1,47,1,8,1999,1,4,931,1,81,26,1,712,25,2,,,10,2001,1,45000,1,2,,1,2450,402.728
7,12,1,105,3,2,28,1,9,2000,1,4,143,1,15,24,1,743,12,2,,,9,2002,1,15000,4,2,,2,,402.728
7,12,1,112,2,1,43,4,8,2001,2,7,23,1,89,11,1,314,42,2,,,7,2002,2,,,2,,2,,398.4937
7,12,1,121,3,1,25,3,6,2001,1,7,611,1,57,12,1,314,36,2,,,6,2002,1,4000,1,2,,2,,369.1673
7,12,1,121,3,1,27,3,6,2000,2,7,611,1,82,24,1,314,36,2,,,6,2002,1,8000,1,2,,2,,369.1673
7,12,1,135,3,2,28,1,10,1999,1,7,23,1,888,30,1,223,23,2,,,4,2002,1,34000,1,2,,2,,369.1674
7,12,1,143,3,1,35,3,1,2001,1,7,23,1,999,9,1,834,29,2,,,10,2001,1,30000,1,2,,2,,369.1674
7,12,2,156,3,2,24,1,11,1999,1,7,223,1,89,31,1,513,22,2,,,6,2002,1,10000,1,2,,2,,763.8008
7,12,2,190,3,1,43,2,2,1998,2,7,94,1,82,10,1,723,20,1,12,1998,,,2,,,2,,2,,771.2151
7,12,2,195,3,1,36,3,3,2000,1,7,611,1,81,26,1,833,33,2,,,5,2002,2,,,2,,2,,771.211
7,12,2,196,4,1,31,2,7,2001,2,7,611,1,50,11,1,834,14,2,,,6,2002,1,23668,1,2,,2,,771.211
7,12,2,198,3,1,29,1,3,2001,1,7,23,1,33,8,1,834,6,2,,,11,2001,1,50000,1,2,,2,,771.211
7,12,2,239,3,2,22,1,2,2001,1,6,21,1,54,24,1,913,7,2,,,2,2003,2,,,2,,2,,771.2161
7,12,2,261,3,2,38,2,5,2000,1,3,92,1,57,21,1,913,48,2,,,2,2002,1,18000,5,2,,2,,771.2134
7,12,2,303,3,2,24,1,3,2000,1,6,23,1,94,24,1,512,18,2,,,3,2002,1,42000,1,2,,2,,817.1183
7,12,2,309,3,1,26,1,7,2000,1,7,23,3,81,10,1,834,10,1,5,2001,,,1,12000,1,1,10000,2,,817.1183
7,12,2,348,3,2,36,3,6,2001,1,7,21,1,39,23,1,913,30,2,,,5,2003,1,30000,1,2,,2,,738.0459
7,12,2,348,3,2,27,1,6,2001,2,6,913,1,39,23,1,913,3,2,,,5,2003,1,30000,1,2,,2,,738.0459
7,22,1,390,1,1,35,3,2,2001,2,7,22,1,96,10,1,834,30,2,,,12,2001,1,71000,1,2,,2,,474.2237
7,22,1,392,1,1,37,3,4,2000,2,6,143,3,81,27,1,347,52,2,,,7,2002,1,74000,1,2,,2,,474.2237
7,22,1,410,3,2,23,1,10,1999,1,7,411,1,89,26,1,825,23,2,,,12,2001,1,43000,1,2,,2,,474.2231
7,22,1,427,3,1,25,2,6,2001,1,5,713,1,81,17,1,713,21,2,,,11,2002,1,30800,1,2,,2,,474.2234
7,22,1,429,3,1,27,2,7,2001,2,4,713,1,81,12,1,713,25,2,,,7,2002,1,12000,1,2,,2,,474.2234
7,22,1,430,3,2,26,1,11,1999,1,7,731,1,89,24,1,827,22,2,,,11,2001,1,30000,1,2,,1,3000,474.2234
7,22,1,430,3,1,32,3,9,2001,2,6,931,1,81,17,1,713,21,2,,,2,2003,2,,,2,,2,,474.2234
7,22,1,431,1,1,38,3,6,2001,2,4,724,1,81,24,1,724,60,2,,,6,2003,1,20000,1,2,,2,,474.2234
7,22,1,438,4,1,41,1,2,1998,2,7,722,1,89,12,1,713,11,1,1,1999,,,2,,,2,,2,,474.2234
7,22,1,468,3,1,28,3,9,2001,1,7,724,1,35,7,1,834,16,2,,,4,2002,1,16500,1,1,80000,1,22500,517.3347
7,22,1,471,4,1,29,4,3,2001,2,5,23,1,35,11,1,314,47,2,,,2,2002,1,50000,1,2,,2,,474.2236
7,22,1,477,1,1,38,5,1,2000,2,6,93,1,52,10,1,314,50,1,11,2000,,,2,,,2,,2,,474.2236
7,22,1,486,3,1,29,2,5,2001,1,6,22,1,999,24,1,834,29,2,,,5,2003,1,27000,1,2,,2,,466.1593
7,22,1,489,3,2,33,2,6,2000,1,6,21,1,89,35,1,913,28,2,,,5,2003,1,30000,1,2,,2,,466.1593
7,22,1,593,3,1,27,1,9,2001,1,4,421,1,94,24,1,419,1,2,,,9,2003,2,,,2,,2,,832.7618
7,22,1,600,3,1,27,4,7,2001,2,3,834,1,52,12,1,834,48,2,,,7,2002,1,30000,1,2,,2,,832.7618
7,22,1,601,1,1,75,5,4,2000,2,6,22,8,96,11,2,,,1,8,2001,,,1,80000,5,1,35000,1,26000,474.2237
7,22,1,628,4,1,35,4,4,2000,2,7,834,1,52,12,1,834,48,1,4,2001,,,2,,,1,50000,2,,474.2236
7,22,1,630,1,1,43,2,11,2000,2,6,834,1,52,12,1,834,32,2,,,11,2001,1,90000,1,2,,2,,474.2236
7,22,1,653,2,2,39,8,8,2001,2,2,21,1,51,10,1,913,12,2,,,6,2002,1,25000,1,1,20000,1,13000,569.0685
7,22,1,659,3,1,28,8,12,2000,1,2,22,1,51,36,1,721,30,2,,,12,2003,1,60000,1,2,,1,30000,569.0685
7,22,1,1078,1,1,34,1,7,2001,2,6,832,1,81,25,1,743,2,2,,,8,2003,2,,,2,,2,,245.8921
7,22,1,1113,2,1,40,4,4,2001,2,7,94,1,96,7,1,834,41,2,,,11,2001,1,115000,1,2,,2,,217.2259
7,22,1,1185,4,1,28,1,10,1999,2,4,721,1,81,27,1,721,24,2,,,1,2002,1,60000,1,2,,1,17000,181.0216
7,22,1,1193,1,1,46,5,2,2001,2,4,721,1,95,8,1,834,40,1,9,2001,,,1,100000,1,1,50000,1,18000,181.0216
7,22,1,1194,1,1,44,5,6,2001,2,5,933,1,18,8,1,834,39,2,,,2,2002,1,75000,1,2,,2,,181.0216
7,22,1,1254,4,2,33,1,2,2000,3,7,223,1,95,24,1,223,20,2,,,3,2002,1,18000,1,2,,2,,156.938
7,22,1,1279,1,1,39,5,9,2001,2,2,512,1,52,9,1,512,30,2,,,6,2002,1,21000,1,2,,2,,156.938
7,22,1,1307,3,1,27,3,9,2000,2,7,22,1,52,18,1,914,36,2,,,3,2002,1,102000,1,2,,2,,156.938
7,22,1,1320,3,1,28,4,12,2000,1,7,94,1,33,10,1,834,40,2,,,10,2001,1,76500,1,2,,2,,121.2095
7,22,1,1345,4,2,54,3,5,2001,2,7,223,8,96,88,1,223,6,2,,,88,8888,1,44000,1,2,,1,31700,156.938
7,22,1,1401,3,1,21,1,8,2001,1,1,23,1,52,6,1,827,1,2,,,2,2002,1,4000,4,2,,2,,171.2051
7,22,1,1450,1,1,50,5,7,2000,2,7,94,1,52,7,1,834,35,1,3,2001,,,2,,,2,,2,,156.938
7,22,1,1450,3,1,25,1,8,2000,2,7,94,1,52,10,1,834,13,1,7,2001,,,1,30000,1,1,50000,2,,156.938
7,22,2,1495,3,2,32,3,10,2000,1,7,22,1,52,6,1,245,18,1,3,2001,,,2,,,2,,2,,764.6843
7,22,2,1499,1,1,40,2,4,2000,2,2,311,1,81,9,1,311,60,2,,,1,2002,1,48000,4,2,,1,44300,764.6843
7,22,2,1523,3,2,30,2,9,1998,1,7,223,1,89,24,1,827,24,1,3,2000,,,2,,,2,,2,,764.685
7,22,2,1564,1,1,46,4,12,1998,2,7,22,1,81,10,1,834,27,1,5,1999,,,2,,,2,,2,,834.1997
7,22,2,1636,3,1,31,1,9,1998,2,6,724,1,81,24,1,724,19,1,4,2000,,,2,,,2,,2,,834.2012
7,22,2,1642,1,1,44,2,9,1998,2,6,724,1,94,39,1,724,48,2,,,12,2001,1,30000,1,2,,2,,834.2012
7,22,2,1642,2,2,44,1,3,2001,2,4,21,4,94,3,2,,,1,6,2001,,,2,,,1,50000,2,,834.2012
7,22,2,1642,3,2,22,1,3,2001,1,7,411,6,96,88,1,411,6,2,,,88,8888,1,5000,1,2,,2,,834.2012
7,22,2,1674,3,2,20,1,7,2001,1,7,23,1,89,24,1,827,3,2,,,7,2003,1,10000,1,2,,2,,747.2068
7,22,2,1682,2,1,39,1,2,2001,2,6,22,1,81,12,1,723,7,2,,,2,2002,1,60000,1,2,,2,,834.2019
7,22,2,1687,1,1,45,1,10,1998,2,6,712,1,81,12,1,712,12,1,2,2001,,,2,,,2,,2,,834.2019
7,22,2,1689,1,1,48,3,9,2001,2,6,22,1,52,10,1,314,21,2,,,7,2002,2,,,2,,2,,834.2019
7,22,2,1690,1,1,38,1,4,1998,2,5,721,1,81,48,1,724,41,2,,,4,2002,1,60000,1,2,,2,,834.2019
7,22,2,1691,1,1,41,4,3,2000,2,7,22,3,81,88,1,724,12,2,,,88,8888,1,120000,1,2,,2,,834.2019
7,22,2,1698,1,1,29,1,1,2001,2,4,833,1,81,24,1,833,8,2,,,1,2003,1,28000,4,2,,2,,764.6842
7,22,2,1700,1,1,41,1,2,2001,2,7,149,1,81,14,1,149,8,2,,,4,2002,1,125000,1,2,,2,,764.6842
7,22,2,1757,1,1,38,5,7,2001,2,7,834,1,52,12,1,834,10,2,,,7,2002,1,60000,1,1,65000,2,,834.2015
7,22,2,1803,3,1,33,3,11,2000,1,7,723,1,94,10,1,834,30,1,9,2001,,,1,60000,1,1,20000,2,,764.6836
7,22,2,1814,2,2,44,4,5,2000,2,4,913,1,82,12,1,913,12,1,5,2001,,,1,48000,1,1,10000,2,,768.3283
7,22,1,676,6,2,31,3,4,2001,2,4,21,1,39,24,1,913,47,2,,,4,2003,1,12000,3,1,85000,1,4500,354.6377
7,22,1,724,4,2,23,1,7,2001,2,3,522,1,52,6,1,913,2,2,,,1,2002,2,,,2,,2,,354.6374
7,22,1,736,1,1,44,3,11,2000,2,7,313,1,52,13,1,834,40,2,,,12,2001,1,120000,2,2,,2,,354.6374
7,22,1,753,1,1,56,2,4,2001,2,4,622,1,81,24,1,921,24,2,,,4,2003,1,54000,1,2,,1,10000,546.0256
7,22,1,758,3,1,34,1,9,2000,4,1,932,1,94,24,1,711,12,2,,,9,2002,1,15000,4,2,,2,,541.2139
7,22,1,759,6,2,20,3,6,2000,1,6,23,6,1,88,2,,,2,,,88,8888,2,,,2,,2,,541.2139
7,22,1,759,6,2,30,1,6,2000,2,7,23,6,1,88,1,122,15,2,,,88,8888,2,,,2,,2,,541.2139
7,22,1,759,6,1,27,4,6,2000,2,7,23,6,1,88,1,122,56,2,,,88,8888,2,,,2,,2,,541.2139
7,22,1,759,6,1,24,2,9,2001,1,6,23,6,1,88,1,721,58,2,,,88,8888,2,,,1,25000,1,10500,541.2139
7,22,1,759,6,2,22,1,2,1999,1,7,23,6,1,36,2,,,2,,,2,2002,1,2500,3,2,,1,2000,541.2139
7,22,1,759,6,1,57,2,7,2000,2,6,122,6,1,88,1,742,55,2,,,88,8888,2,,,2,,2,,541.2139
7,22,1,759,6,2,58,3,6,2000,2,7,21,6,1,88,2,,,2,,,88,8888,2,,,2,,2,,541.2139
7,22,1,770,6,1,30,3,3,2001,1,7,92,1,52,12,1,834,43,2,,,3,2002,1,51000,1,2,,2,,354.6373
7,22,1,782,1,1,33,2,4,1999,2,7,911,1,81,88,1,913,34,2,,,88,8888,1,63500,1,2,,2,,472.8499
7,22,1,784,3,1,20,1,7,2000,1,4,23,3,47,88,1,741,14,2,,,88,8888,2,,,2,,2,,472.8499
7,22,1,827,3,2,25,1,11,2000,1,7,512,1,52,10,1,511,10,1,9,2001,,,1,30000,1,1,250000,2,,386.877
7,22,1,852,3,1,29,1,8,2001,1,6,512,1,94,24,1,512,1,2,,,8,2003,1,5000,4,2,,2,,354.6373
7,22,1,944,6,2,53,3,5,1999,3,7,911,1,96,36,1,421,60,2,,,8,2002,2,,,2,,2,,425.5648
7,22,1,969,3,1,25,3,5,2001,1,7,23,1,82,9,1,834,25,2,,,2,2002,1,80000,1,2,,2,,164.3596
7,22,1,984,2,2,44,1,12,1996,2,7,223,1,56,64,1,513,57,2,,,4,2002,1,101000,1,2,,2,,354.6373
7,22,1,987,2,2,49,2,8,1998,2,6,21,1,39,24,1,913,36,1,8,2000,,,2,,,2,,2,,354.6372
7,22,1,1012,3,1,29,4,7,2001,1,7,723,1,52,10,1,723,32,2,,,5,2002,2,,,2,,2,,472.8496
7,22,1,1017,2,2,47,2,7,2000,2,4,21,1,46,56,1,913,39,2,,,7,2003,1,56500,1,2,,2,,472.8496
7,22,1,1017,3,2,25,1,4,2000,1,6,21,1,46,44,1,913,17,2,,,12,2003,1,20000,1,2,,2,,472.8496
7,22,1,1028,1,1,59,1,8,2001,2,7,141,4,96,5,2,,,2,,,1,2002,2,,,2,,2,,354.6373
7,22,1,1050,2,1,33,5,5,2001,2,7,144,1,52,11,1,512,40,2,,,4,2002,1,20000,3,1,30000,2,,386.8771
7,22,1,1056,3,2,34,4,6,2000,2,4,23,8,52,88,1,512,60,2,,,88,8888,1,72000,1,2,,2,,386.8771
7,46,1,1880,3,2,28,5,11,2000,1,7,513,1,81,16,1,223,60,2,,,3,2002,1,90000,1,2,,2,,452.3434
7,46,1,1907,3,2,34,1,99,1996,1,2,913,3,96,88,1,913,60,2,,,88,8888,1,18000,1,2,,2,,452.3433
7,46,1,1930,3,1,27,3,8,2000,1,7,91,1,52,10,1,834,30,1,6,2001,,,1,5000,1,1,50000,2,,452.3431
7,46,1,1944,3,1,33,4,5,2000,2,7,23,3,96,19,1,513,40,2,,,12,2001,2,,,2,,2,,452.3433
7,46,1,1993,3,1,39,2,5,2001,2,4,643,3,57,7,1,643,24,2,,,12,2001,1,16000,1,2,,2,,452.3431
7,46,2,2078,3,1,31,3,6,2001,1,7,91,1,70,8,1,834,24,2,,,3,2002,2,,,1,70000,2,,913.2154
7,46,2,2170,3,2,27,1,1,2001,1,6,313,1,82,24,1,913,9,2,,,1,2003,1,30000,1,2,,2,,870.2936
7,61,1,2212,4,1,42,1,9,2001,2,6,723,1,89,8,1,723,0,2,,,5,2002,1,40000,1,1,35000,1,18000,51.2042
7,61,1,2241,3,1,30,1,8,1999,2,6,921,1,89,88,1,827,25,2,,,88,8888,1,26000,1,2,,2,,49.5067
7,61,1,2248,3,1,26,4,7,2001,1,7,522,1,12,12,1,513,40,2,,,7,2002,1,56100,1,1,30000,2,,46.9371
7,61,1,2248,3,1,25,2,11,2000,1,7,522,1,12,12,1,913,36,2,,,11,2001,1,61200,1,2,,2,,46.9371
7,61,2,2315,3,1,26,1,3,2001,1,6,21,1,50,24,1,723,6,2,,,3,2003,1,20000,1,2,,2,,96.0883
7,61,2,2323,4,1,33,1,8,2000,2,7,611,1,89,36,1,913,13,2,,,8,2003,1,37000,1,2,,2,,95.1731
7,61,2,2335,4,1,35,1,6,2001,2,6,611,1,50,12,1,723,4,2,,,6,2002,1,24000,1,2,,2,,96.0883
7,61,2,2368,2,2,37,2,4,2000,2,6,21,1,15,24,1,913,32,2,,,4,2002,1,35000,1,2,,2,,96.0884
7,61,2,2398,6,1,47,4,6,2001,2,1,712,3,96,12,1,921,55,2,,,6,2002,1,16000,1,1,30000,1,30500,102.0566
8,26,1,14,3,2,30,1,6,2000,1,4,23,4,83,88,1,913,15,2,,,88,8888,2,,,2,,2,,105.6492
8,26,1,18,3,1,32,2,10,1999,1,7,522,1,81,16,1,143,29,1,2,2001,,,2,,,2,,2,,105.6492
8,26,1,85,3,2,32,2,2,1998,2,7,21,1,81,25,1,522,40,1,3,2000,,,2,,,2,,2,,105.6491
8,26,1,85,3,2,23,1,3,2001,4,3,512,1,51,24,1,913,6,2,,,3,2003,2,,,2,,2,,105.6491
8,26,1,88,3,2,63,3,5,2001,1,6,23,6,33,3,2,,,1,8,2001,,,2,,,1,150000,2,,105.6491
8,26,1,89,3,1,24,1,8,2001,2,7,241,5,96,88,2,,,2,,,88,8888,2,,,2,,2,,105.6491
8,26,1,89,3,2,27,1,5,1998,1,7,421,6,96,88,2,,,2,,,88,8888,1,10500,1,2,,2,,105.6491
8,26,1,106,2,2,54,1,6,2000,2,7,234,1,43,24,1,235,15,2,,,6,2002,1,150000,1,2,,2,,105.6492
8,26,1,110,3,2,31,2,6,1999,1,6,23,1,94,25,1,522,58,1,7,2001,,,1,15000,1,1,50000,1,23600,105.6492
8,26,1,122,3,2,25,1,8,1998,4,6,522,1,89,35,1,913,35,1,7,2001,,,1,19080,1,1,82000,1,10000,105.6492
8,26,1,131,1,1,52,1,9,1997,2,6,143,1,81,24,1,811,24,1,9,1999,,,2,,,2,,2,,105.6492
8,26,1,134,4,1,37,3,4,2000,2,7,92,1,96,7,1,834,45,1,11,2000,,,2,,,2,,2,,126.779
8,26,1,151,3,1,30,2,2,2001,2,6,914,1,89,10,1,522,30,2,,,12,2001,1,5000,1,2,,2,,105.6492
8,26,1,185,2,2,47,3,7,2000,2,3,23,1,39,24,1,913,56,2,,,7,2002,1,12000,1,2,,1,3604,115.2536
8,26,1,188,3,2,50,3,6,2000,1,6,23,1,39,28,1,913,57,2,,,10,2002,1,10500,1,2,,1,1000,115.2536
8,26,1,206,3,2,34,1,3,1999,1,6,743,1,89,36,1,743,30,2,,,3,2002,1,54000,1,2,,2,,115.2536
8,26,1,207,6,2,55,1,8,1999,2,3,131,1,57,88,1,513,25,2,,,88,8888,2,,,2,,1,9200,115.2536
8,26,1,218,3,2,27,2,11,1999,1,6,23,1,50,88,1,913,48,2,,,88,8888,1,5000,4,2,,2,,105.6492
8,26,1,220,3,1,31,5,9,2000,1,7,23,5,47,10,2,,,1,7,2001,,,2,,,1,0,2,,105.6492
8,37,1,359,3,2,29,2,6,2001,1,6,223,1,39,6,1,913,4,2,,,12,2001,1,19000,1,2,,2,,266.7833
8,37,1,420,2,1,46,3,2,2001,2,6,94,1,52,24,1,512,36,1,3,2001,,,2,,,2,,2,,291.0365
8,37,1,522,2,1,50,2,3,1999,2,4,311,1,15,88,1,311,48,2,,,88,8888,1,42000,1,2,,2,,457.3428
8,37,1,553,1,1,36,3,10,2000,2,6,21,1,95,13,1,723,39,2,,,11,2001,1,126000,1,2,,2,,268.3616
8,37,1,555,1,2,59,1,9,2000,2,7,21,1,52,15,1,932,12,2,,,12,2001,1,180000,1,2,,1,6000,268.3616
8,37,1,563,1,1,39,3,11,2000,2,7,522,1,35,8,1,931,60,1,8,2001,,,1,120000,1,1,50000,2,,268.3616
8,37,1,590,1,1,38,2,3,2001,2,6,94,1,52,24,1,834,48,2,,,3,2003,1,102000,1,2,,2,,320.14
8,37,1,594,2,2,43,2,1,2001,2,3,94,1,39,23,1,913,48,2,,,12,2002,1,60000,1,2,,2,,320.14
8,37,1,717,1,1,45,5,7,2000,2,6,94,1,96,9,1,215,45,1,7,2001,,,1,153000,1,1,151000,2,,302.5077
8,37,1,728,2,2,46,1,5,1998,2,7,233,1,18,88,1,513,41,2,,,88,8888,1,24000,1,2,,2,,494.038
8,37,1,732,1,1,34,1,2,2001,2,7,231,1,81,24,1,213,8,2,,,2,2003,1,48000,1,2,,2,,494.038
8,37,2,827,1,1,52,5,12,2000,2,7,834,1,95,10,1,834,50,2,,,10,2001,1,210000,1,2,,2,,764.0607
8,37,2,899,3,2,42,2,8,2000,3,2,913,1,39,15,1,913,57,2,,,11,2001,1,36000,1,2,,2,,830.2152
8,37,2,979,3,1,25,1,12,2000,1,3,723,1,1,12,1,931,9,2,,,12,2001,1,60000,1,2,,2,,830.2162
8,37,2,999,3,2,26,1,1,2001,2,4,913,1,81,24,1,913,8,2,,,1,2003,1,14000,4,2,,2,,830.2102
8,37,2,1030,2,1,39,3,7,2001,2,7,131,1,52,6,1,834,26,2,,,1,2002,1,26000,1,2,,2,,859.0755
8,48,1,1172,3,2,24,2,8,2001,1,7,235,1,28,25,1,245,26,2,,,9,2003,2,,,2,,2,,130.9946
8,48,1,1224,4,1,31,2,8,1999,2,4,741,1,81,88,1,931,25,2,,,88,8888,1,85000,1,2,,2,,109.1621
8,48,1,1292,3,2,24,1,9,2001,1,7,522,1,82,24,1,913,0,2,,,9,2003,2,,,2,,2,,109.1622
8,48,2,1347,3,2,40,3,8,2001,1,6,21,1,39,23,1,913,48,2,,,7,2003,1,10000,1,1,20000,1,65000,377.5632
8,60,1,1502,2,1,51,5,1,2001,2,7,314,1,82,9,1,314,56,2,,,10,2001,1,80000,1,2,,1,9000,309.3022
8,60,2,1628,3,2,19,1,8,2001,1,1,21,8,96,88,2,,,2,,,88,8888,1,9000,1,2,,2,,431.7289
8,64,1,1852,2,2,35,1,9,2001,2,7,23,1,78,24,1,512,0,2,,,9,2003,2,,,2,,2,,94.5212
8,64,1,1856,3,2,39,1,5,2001,1,6,23,1,46,60,1,513,4,2,,,5,2006,2,,,2,,2,,94.5212
8,64,1,1856,6,2,38,1,11,1998,1,7,23,1,46,60,1,513,34,2,,,11,2003,2,,,2,,1,10000,94.5212
8,64,1,1888,3,2,42,2,8,1998,1,4,911,1,39,42,1,913,48,2,,,2,2002,1,18000,1,2,,2,,113.4253
8,64,1,1902,3,1,26,3,5,2000,1,7,23,4,96,16,2,,,1,9,2001,,,1,42000,1,1,30000,1,1200,103.2798
8,64,1,1917,2,1,39,1,10,1999,2,4,21,1,81,24,1,833,24,2,,,10,2001,1,15000,1,2,,2,,96.5952
8,64,1,1918,3,2,44,2,5,2001,4,4,913,1,39,24,1,913,52,2,,,5,2003,1,6000,1,1,0,1,8000,96.5952
8,64,1,1946,2,1,45,4,5,2001,2,6,23,1,81,9,1,723,60,2,,,2,2002,2,,,1,30000,1,58500,113.4254
8,64,2,1974,3,2,46,3,1,2000,4,6,913,1,18,88,1,913,48,2,,,88,8888,1,19200,1,2,,1,2700,293.0568
8,64,2,2014,3,2,25,4,9,2001,1,4,347,1,52,6,1,347,18,2,,,3,2002,2,,,2,,2,,443.9089
8,64,2,2040,2,1,39,5,4,2001,2,6,313,1,90,5,1,313,32,1,9,2001,,,1,44000,1,1,20000,1,3500,322.8423
8,64,2,2076,3,1,29,3,11,2000,2,5,23,1,96,88,1,314,26,2,,,88,8888,1,14100,1,2,,1,25000,295.9389
8,64,2,2107,3,1,28,2,9,2001,4,4,734,1,81,12,1,734,24,2,,,9,2002,1,29000,1,1,20000,1,60000,320.397
8,78,1,2168,3,2,39,1,5,2001,2,6,94,6,33,7,2,,,2,,,12,2001,2,,,2,,2,,163.7735
8,78,1,2173,3,2,36,1,8,2000,1,3,347,1,51,24,1,913,13,2,,,8,2002,1,18000,5,2,,2,,166.6636
8,78,1,2193,2,2,41,2,2,2001,2,4,131,1,82,23,1,913,31,2,,,1,2003,1,15000,1,2,,2,,166.6636
8,78,1,2195,1,1,77,2,10,1998,2,7,234,6,96,24,2,,,1,10,2000,,,2,,,2,,2,,166.6636
8,78,1,2195,6,2,76,2,10,1998,2,6,330,6,96,24,1,513,99,1,10,2000,,,2,,,2,,2,,166.6636
9,7,1,7,3,1,30,2,5,1998,1,4,611,2,57,88,1,712,48,2,,,88,8888,1,10000,2,2,,2,,237.5467
9,7,1,26,1,1,58,2,7,1998,2,3,832,8,57,88,1,712,46,2,,,88,8888,1,20000,4,2,,2,,217.7511
9,7,1,27,3,1,32,3,8,2000,1,7,223,1,96,23,1,223,59,2,,,7,2002,1,37762,1,2,,1,3257,217.7511
9,7,1,31,3,1,27,4,11,2000,1,7,23,1,83,7,1,834,36,1,6,2001,,,1,50675,1,1,87780,1,13000,217.7511
9,7,1,39,3,2,28,1,11,2000,1,3,643,1,81,24,1,913,10,2,,,11,2002,1,10000,3,2,,2,,217.7511
9,7,1,57,1,1,30,2,1,2000,2,6,832,1,81,24,1,411,21,2,,,1,2002,1,20000,1,2,,2,,265.7844
9,7,1,58,3,2,30,1,2,2001,1,4,21,1,15,10,1,913,7,2,,,12,2001,1,5000,1,2,,2,,265.7844
