RREG,HHNUM,RRPL,RSTR,RPSU,RROTATION,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18M_DTRET,RQ18Y_DTRET,RQ19_REASON,RQ20M_DTEXP,RQ20Y_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
01,0015,1,22205,00044,26,03,05,1,43,02,05,2014,2,65,131,1,1,234,36,1,829,41,2,,,,05,2017,1,0042400,1,1,050,2,010,3,040,,,,,2,,2,,000370.6304,1
01,0016,1,22205,00044,26,02,02,2,34,03,12,2013,2,06,021,1,1,221,11,1,913,36,2,,,,11,2014,1,0022000,1,1,070,2,010,3,020,,,,,2,,2,,000426.8700,1
01,0017,2,22231,00052,26,02,02,2,44,01,05,2012,2,53,021,1,1,235,28,1,913,28,1,09,2014,2,,,1,0020000,5,1,090,,,3,010,,,,,1,0050000,2,,000462.2116,1
01,0018,2,22231,00052,26,81,05,1,38,03,06,2013,2,64,522,6,,500,88,1,512,45,2,,,,88,8888,1,0024000,5,1,100,,,,,,,,,2,,2,,000483.0567,
01,0018,2,22231,00052,26,82,03,2,25,01,12,2013,2,06,021,6,,500,12,2,,,2,,,,12,2014,2,,,,,,,,,,,,,2,,2,,000483.0567,
01,0018,2,22231,00052,26,83,06,1,07,01,12,2009,1,01,023,8,,500,88,2,,,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000483.0567,2
01,0019,2,22231,00052,26,07,03,2,27,01,09,2012,2,67,021,1,1,234,36,1,322,24,2,,,,09,2015,1,0020000,5,1,100,,,,,,,,,2,,2,,000533.7198,1
01,0020,4,21231,00055,23,01,01,1,39,04,01,2013,2,68,522,1,2,400,10,1,314,40,1,09,2014,2,,,1,0100000,1,1,030,2,030,3,040,,,,,1,0001500,2,,000461.9997,1
01,0021,4,21231,00055,23,10,08,2,35,02,12,2013,4,06,911,1,1,233,24,1,913,48,2,,,,12,2015,1,0030000,1,1,100,,,,,,,,,2,,2,,000460.8120,1
01,0022,1,21323,00057,26,09,03,2,24,01,01,2014,1,04,522,1,1,231,24,1,913,08,2,,,,01,2016,1,0049000,1,1,100,,,,,,,,,2,,2,,000480.7570,1
01,0023,1,21323,00057,26,08,08,2,31,01,04,2012,2,61,023,1,1,500,31,1,913,29,2,,,,11,2014,1,0053000,1,1,100,,,,,,,,,2,,2,,000531.6997,1
01,0024,1,21323,00057,26,02,02,2,57,01,05,2010,2,06,911,1,1,235,55,1,913,52,2,,,,12,2014,1,0012000,1,1,100,,,,,,,,,2,,2,,000336.2622,1
01,0025,3,21110,00085,23,02,02,2,63,03,05,2014,2,61,522,1,1,211,24,1,913,60,2,,,,05,2016,1,0063000,5,1,060,2,040,,,,,,,1,0080000,1,0020000,000335.4956,1
01,0026,3,21110,00085,23,03,03,1,32,01,05,2010,1,67,223,1,1,400,88,1,223,52,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000545.8465,1
01,0027,3,21110,00085,23,09,03,1,28,01,06,2014,2,63,343,1,1,500,88,1,123,03,2,,,,88,8888,1,0060000,1,1,100,,,,,,,,,2,,2,,000545.8465,1
01,0028,3,21110,00085,23,02,06,1,25,02,09,2012,1,68,023,1,2,234,24,1,723,48,1,09,2014,2,,,1,0090000,1,1,070,,,3,030,,,,,1,0050000,1,0025000,000545.8465,1
01,0028,3,21110,00085,23,07,06,2,26,01,09,2013,1,67,231,1,1,233,25,1,223,12,2,,,,10,2015,1,0060000,1,1,080,,,3,020,,,,,2,,2,,000530.4876,1
01,0029,4,21102,00092,23,04,05,1,39,04,10,2013,2,68,021,1,2,400,10,1,512,40,1,08,2014,2,,,1,0080000,1,1,060,,,3,040,,,,,1,0006000,2,,000460.5965,1
01,0030,4,21102,00092,23,03,03,1,24,01,08,2014,1,64,419,4,,500,06,2,,,2,,,,02,2015,2,,,,,,,,,,,,,2,,2,,000469.4625,2
01,0031,4,21102,00092,23,02,02,2,44,02,02,2013,2,53,913,1,1,211,23,1,913,44,2,,,,01,2015,1,0075000,1,1,100,,,,,,,,,2,,2,,000459.4124,1
01,0032,3,21206,00067,23,03,03,1,39,05,01,2014,1,68,921,1,2,212,10,1,723,48,2,,,,11,2014,1,0042000,1,1,060,2,020,3,020,,,,,2,,2,,000461.9997,1
01,0033,3,21206,00067,23,03,03,2,32,01,09,2013,1,61,513,1,1,211,24,1,913,12,2,,,,09,2015,1,0040000,5,1,100,,,,,,,,,2,,2,,000532.1037,1
01,0034,3,21206,00067,23,04,03,2,36,01,01,2014,2,63,911,1,1,233,24,1,913,08,2,,,,01,2016,1,0013000,1,1,100,,,,,,,,,2,,2,,000460.8120,1
01,0035,4,22223,00099,23,03,03,2,24,01,12,2012,1,61,343,1,1,233,16,1,223,16,1,04,2014,1,,,2,,,,,,,,,,,,,1,0060000,2,,000507.9827,1
01,0036,4,22223,00099,23,03,05,2,35,01,03,2012,3,04,911,1,1,233,48,1,913,30,2,,,,03,2016,1,0017000,5,1,100,,,,,,,,,2,,2,,000486.5385,1
01,0037,4,22223,00099,23,02,02,2,32,01,11,2011,2,06,911,1,1,221,24,1,913,24,1,11,2013,2,,,2,,,,,,,,,,,,,2,,2,,000561.8104,2
01,0038,4,22223,00099,23,01,01,2,42,02,06,2014,3,04,911,1,1,233,24,1,913,49,2,,,,06,2016,1,0037000,4,1,090,2,010,,,,,,,2,,2,,000486.5385,1
01,0039,4,22223,00099,23,07,03,1,23,01,08,2013,1,63,522,1,1,234,24,1,512,13,2,,,,08,2015,2,,,,,,,,,,,,,2,,2,,000497.1821,1
01,0040,4,22223,00099,23,01,01,1,31,02,11,2013,2,04,712,1,1,233,25,1,833,54,2,,,,12,2015,1,0066000,5,1,080,,,3,020,,,,,2,,2,,000578.0761,1
01,0041,4,22112,00107,23,03,03,1,33,02,03,2012,1,68,021,1,1,234,24,1,143,56,1,02,2014,2,,,2,,,,,,,,,,,,,2,,2,,000547.9251,2
01,0042,4,22112,00107,23,02,02,2,43,01,09,2013,2,04,021,1,1,211,25,1,913,12,2,,,,10,2015,1,0036000,5,1,100,,,,,,,,,2,,2,,000461.1619,1
01,0043,1,21214,00109,26,02,02,2,38,01,04,2013,2,61,234,4,,222,01,2,,,1,05,2013,3,,,2,,,,,,,,,,,,,2,,2,,000460.8120,2
01,0044,2,21222,00113,26,81,03,1,40,01,12,2009,2,04,611,6,,500,88,1,741,57,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000481.5940,
01,0045,2,21222,00113,26,03,03,2,29,01,09,2011,2,67,222,1,1,500,42,1,513,36,2,,,,03,2015,2,,,,,,,,,,,,,2,,2,,000532.1037,1
01,0046,2,21314,00123,26,05,05,1,35,01,10,2012,2,65,215,1,1,221,25,1,215,23,2,,,,11,2014,1,0090000,5,1,100,,,,,,,,,2,,2,,000461.6489,1
01,0047,2,21314,00123,26,07,03,2,25,02,04,2014,2,06,522,1,1,222,24,1,913,30,2,,,,04,2016,1,0048000,1,1,100,,,,,,,,,2,,1,0020000,000531.6997,1
01,0047,2,21314,00123,26,09,03,2,24,01,10,2013,2,04,021,1,1,222,24,1,913,11,2,,,,10,2015,1,0090000,1,1,070,2,030,,,,,,,2,,2,,000480.7570,1
01,0048,2,21314,00123,26,02,03,2,48,03,04,2014,1,06,913,1,1,211,24,1,913,60,1,04,2014,2,,,2,,,,,,,,,,,,,1,0050000,1,0020000,000422.1177,1
01,0049,2,21314,00123,26,06,03,1,23,01,05,2014,2,03,515,1,1,234,24,1,515,04,2,,,,05,2016,1,0012000,5,1,075,,,3,025,,,,,2,,2,,000470.5352,1
01,0050,3,22120,00128,23,01,01,2,64,02,09,2014,3,61,022,4,,500,06,2,,,2,,,,03,2015,2,,,,,,,,,,,,,2,,2,,000336.7732,2
01,0051,3,22120,00128,23,03,03,1,27,01,06,2010,2,68,131,1,2,214,30,1,834,30,1,12,2012,2,,,2,,,,,,,,,,,,,2,,2,,000547.9251,2
01,0052,3,22120,00128,23,01,01,1,42,02,03,2013,2,04,611,1,1,234,24,1,721,42,2,,,,03,2015,1,0060000,1,1,100,,,,,,,,,2,,2,,000462.3505,1
01,0053,4,21307,00160,23,08,03,2,30,03,06,2014,2,54,932,1,1,231,24,1,412,56,2,,,,06,2016,1,0030000,1,1,070,,,3,030,,,,,1,0100000,1,0035000,000569.6782,1
01,0053,4,21307,00160,23,09,03,2,29,02,05,2013,2,54,421,1,1,231,88,1,412,36,2,,,,88,8888,1,0030000,1,1,070,,,3,030,,,,,2,,1,0035000,000569.6782,1
01,0054,4,21307,00160,23,07,03,2,34,02,05,2014,2,04,021,1,1,211,88,1,913,54,2,,,,88,8888,1,0030000,1,1,080,,,3,020,,,,,2,,2,,000569.6782,1
01,0055,4,21307,00160,23,03,03,2,36,06,11,2013,1,61,411,1,1,222,88,1,913,50,2,,,,88,8888,1,0036000,5,1,070,,,3,030,,,,,2,,2,,000493.3522,1
01,0056,1,21233,00175,26,04,02,2,34,01,09,2012,2,02,113,1,1,400,88,1,513,24,2,,,,88,8888,1,0090000,1,1,100,,,,,,,,,2,,2,,000553.4084,1
01,0057,1,21233,00175,26,81,03,1,32,03,04,2014,2,67,223,6,,400,88,1,513,60,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000500.8763,
01,0058,1,21233,00175,26,04,02,2,40,02,07,2013,2,04,021,1,1,211,24,1,913,60,2,,,,07,2015,1,0078000,1,1,100,,,,,,,,,2,,2,,000479.2622,1
01,0059,1,21233,00175,26,05,07,1,51,01,05,2012,2,02,611,1,1,400,88,1,913,28,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000446.7510,1
01,0059,1,21233,00175,26,06,07,2,50,01,05,2012,2,04,921,1,1,400,88,1,913,28,2,,,,88,8888,1,0037000,1,1,100,,,,,,,,,2,,2,,000439.3523,1
01,0060,1,21233,00175,26,03,03,2,27,01,03,2012,1,67,023,1,1,233,22,1,223,22,1,01,2014,3,,,2,,,,,,,,,,,,,2,,2,,000553.4084,2
01,0061,1,21233,00175,26,04,05,2,31,01,04,2014,2,53,021,1,1,231,12,1,913,05,2,,,,04,2015,1,0039000,5,1,080,,,3,020,,,,,2,,2,,000553.4084,1
01,0061,1,21233,00175,26,06,03,2,27,02,07,2011,2,57,021,1,1,213,36,1,932,58,1,07,2014,2,,,1,0005000,1,1,100,,,,,,,,,1,0050000,1,0040000,000553.4084,1
01,0062,4,21137,00169,23,01,01,1,65,01,04,2014,2,63,131,4,,500,06,2,,,2,,,,10,2014,2,,,,,,,,,,,,,2,,2,,000350.9836,2
01,0062,4,21137,00169,23,02,02,2,65,01,04,2014,2,63,131,4,,500,06,2,,,2,,,,10,2014,2,,,,,,,,,,,,,2,,2,,000310.2769,2
01,0063,4,21137,00169,23,01,01,2,51,03,12,2012,3,06,021,1,1,222,22,1,913,55,1,09,2014,2,,,1,0050000,5,1,080,,,3,020,,,,,1,0030000,1,0005000,000437.6689,1
01,0064,4,21137,00169,23,05,08,2,37,01,04,2013,2,04,522,1,1,211,24,1,913,17,2,,,,04,2015,1,0047000,5,1,080,,,3,020,,,,,2,,2,,000477.4260,1
01,0065,4,21137,00169,23,05,03,2,31,02,08,2013,1,63,343,1,1,233,24,1,343,39,2,,,,08,2015,1,0025000,1,1,100,,,,,,,,,1,0010000,1,0006000,000551.2881,1
01,0065,4,21137,00169,23,06,03,2,28,02,08,2013,2,67,223,1,1,233,24,1,223,53,2,,,,08,2015,1,0024000,1,1,100,,,,,,,,,1,0030000,1,0008000,000551.2881,1
01,0066,4,21137,00169,23,05,03,2,25,01,10,2012,1,64,522,1,1,233,36,1,913,23,2,,,,10,2015,1,0045000,5,1,055,2,045,,,,,,,2,,2,,000551.2881,1
01,0067,4,21137,00169,23,06,04,2,50,01,05,2010,1,53,021,1,1,222,88,1,913,52,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000437.6689,1
01,0068,4,21137,00169,23,04,07,1,43,01,11,2012,2,04,131,1,1,400,88,1,913,22,2,,,,88,8888,1,0060000,5,1,080,,,3,020,,,,,2,,2,,000478.6566,1
01,0068,4,21137,00169,23,05,07,2,47,02,11,2012,2,06,021,1,1,400,88,1,913,45,1,03,2014,3,,,1,0050000,5,1,080,,,3,020,,,,,2,,2,,000437.6689,2
01,0068,4,21137,00169,23,06,04,2,20,01,11,2012,1,54,023,1,1,400,16,1,913,16,1,03,2014,3,,,2,,,,,,,,,,,,,2,,2,,000498.4685,2
01,0069,4,21214,00181,23,10,02,1,51,05,10,2013,2,04,611,1,2,400,08,1,834,38,1,06,2014,2,,,1,0048000,1,1,100,,,,,,,,,1,0030000,2,,000454.1049,1
01,0070,4,21214,00181,23,07,03,2,47,02,12,2013,2,03,913,1,1,234,24,1,913,50,2,,,,12,2015,1,0027000,5,1,100,,,,,,,,,2,,2,,000446.5844,1
01,0071,3,22234,00207,23,08,03,2,31,02,05,2014,1,63,913,1,1,222,24,1,419,31,2,,,,05,2016,1,0002000,1,1,100,,,,,,,,,1,0015000,2,,000534.1239,1
01,0072,3,22234,00207,23,06,03,2,36,02,12,2011,2,64,913,2,1,400,88,1,913,55,2,,,,88,8888,1,0055000,1,1,100,,,,,,,,,2,,2,,000462.5615,1
01,0073,3,22234,00207,23,04,02,1,42,05,09,2014,2,06,023,1,1,233,24,1,921,55,2,,,,09,2016,2,,,,,,,,,,,,,2,,2,,000463.7537,1
01,0074,3,21331,00200,23,08,03,2,30,01,10,2009,1,67,223,1,1,400,88,1,913,59,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000534.9319,1
01,0075,2,21223,00212,26,05,02,2,37,02,06,2014,2,54,021,1,1,222,24,1,913,33,2,,,,06,2016,1,0027000,1,1,050,2,050,,,,,,,2,,1,0010000,000461.5118,1
01,0076,2,21223,00212,26,02,05,1,38,01,12,2013,2,04,422,1,1,234,24,1,914,09,2,,,,12,2015,2,,,,,,,,,,,,,2,,2,,000462.7013,1
01,0076,2,21223,00212,26,03,03,2,38,01,03,2013,2,67,223,1,1,234,24,1,322,18,2,,,,03,2015,1,0030000,5,1,085,,,3,015,,,,,2,,2,,000461.5118,1
01,0077,2,21223,00212,26,09,03,1,22,01,04,2013,1,68,023,1,1,232,24,1,512,17,2,,,,04,2015,1,0020000,1,1,100,,,,,,,,,2,,2,,000471.6078,1
01,0078,2,21223,00212,26,03,02,2,43,02,03,2014,2,04,021,1,1,211,24,1,913,30,2,,,,03,2016,1,0020000,5,1,100,,,,,,,,,2,,2,,000461.5118,1
01,0079,3,21127,00214,23,03,02,2,53,01,12,2012,2,06,021,1,1,235,88,1,913,21,2,,,,88,8888,1,0025500,5,1,075,2,025,,,,,,,2,,2,,000423.0800,1
01,0080,3,21127,00214,23,03,08,2,23,01,06,2012,1,06,023,5,,300,30,2,,,2,,,,12,2014,2,,,,,,,,,,,,,2,,2,,000481.8529,2
01,0081,3,21127,00214,23,06,03,2,44,02,12,2013,2,67,223,1,1,234,24,1,513,36,2,,,,12,2015,1,0035000,1,1,080,,,3,020,,,,,2,,2,,000461.5118,1
01,0082,3,21205,00219,23,09,03,2,29,01,09,2014,1,63,522,1,1,223,12,1,241,00,2,,,,09,2015,2,,,,,,,,,,,,,2,,2,,000532.9118,1
01,0083,1,22202,00222,26,02,02,2,49,03,08,2014,2,56,021,1,1,234,36,1,522,60,2,,,,08,2017,1,0030000,1,1,100,,,,,,,,,1,0150000,1,0016000,000424.0422,1
01,0083,1,22202,00222,26,03,03,1,26,01,08,2014,1,60,921,1,1,234,36,1,512,01,2,,,,08,2017,2,,,,,,,,,,,,,2,,2,,000549.5880,1
01,0084,1,22202,00222,26,03,03,1,26,01,03,2012,1,60,611,1,1,234,36,1,522,30,2,,,,03,2015,1,0030000,1,1,100,,,,,,,,,2,,2,,000549.5880,1
01,0084,1,22202,00222,26,04,03,1,24,01,02,2014,1,60,611,1,1,234,36,1,512,07,2,,,,02,2017,1,0008000,1,1,100,,,,,,,,,2,,2,,000472.6805,1
01,0085,1,22202,00222,26,02,02,2,49,01,06,2010,2,04,921,1,1,400,60,1,913,51,2,,,,06,2015,1,0030000,1,1,100,,,,,,,,,2,,2,,000424.0422,1
01,0086,1,22103,00250,26,02,02,2,42,01,12,2013,2,04,021,1,1,214,36,1,513,09,2,,,,12,2016,1,0143000,1,1,070,,,3,030,,,,,2,,2,,000461.5118,1
01,0087,1,22103,00250,26,02,02,2,39,01,05,2014,2,06,021,1,1,234,36,1,513,04,2,,,,05,2017,1,0040000,5,1,050,,,3,050,,,,,2,,2,,000461.5118,1
01,0088,1,22103,00250,26,01,01,1,34,01,10,2011,2,04,921,1,1,233,36,1,816,35,2,,,,10,2014,1,0010000,5,1,100,,,,,,,,,2,,2,,000548.3408,1
01,0089,1,22103,00250,26,02,02,2,28,01,02,2012,2,04,921,1,1,231,36,1,913,31,2,,,,02,2015,1,0035000,5,1,060,,,3,040,,,,,2,,1,0003000,000532.9118,1
01,0090,4,22132,00268,23,03,03,1,30,01,09,2014,1,55,023,1,1,213,36,1,932,00,2,,,,09,2017,2,,,,,,,,,,,,,2,,2,,000571.1884,1
01,0091,4,22132,00268,23,02,02,2,37,01,07,2013,2,06,921,1,1,211,08,1,913,08,1,03,2014,3,,,2,,,,,,,,,,,,,2,,2,,000480.7415,2
01,0092,1,21118,00278,26,03,03,2,46,02,04,2014,1,04,023,1,1,211,24,1,913,60,2,,,,04,2016,1,0025000,5,1,100,,,,,,,,,1,0100000,1,0010000,000423.0800,1
01,0093,1,21118,00278,26,04,05,2,30,03,01,2014,2,63,023,1,1,500,88,1,513,57,2,,,,88,8888,1,0012000,1,1,100,,,,,,,,,2,,2,,000532.9118,1
01,0094,1,21118,00278,26,07,06,1,29,02,04,2014,2,65,921,1,1,233,24,1,215,48,2,,,,04,2016,1,0010000,5,1,100,,,,,,,,,1,0070000,1,0016000,000548.3408,1
01,0095,1,21118,00278,26,05,05,2,39,02,07,2013,2,06,021,1,1,222,24,1,913,38,2,,,,07,2015,2,,,,,,,,,,,,,2,,2,,000461.5118,1
01,0096,4,21341,00289,23,03,02,2,30,03,04,2014,2,03,913,1,1,233,88,1,913,50,2,,,,88,8888,1,0025000,1,1,100,,,,,,,,,1,0015000,1,0005000,000559.2471,1
01,0097,4,21341,00289,23,04,02,2,36,02,05,2014,2,02,913,1,1,235,36,1,913,40,2,,,,05,2017,1,0039000,5,1,090,,,,,4,010,,,1,0070000,2,,000484.3186,1
01,0098,4,21341,00289,23,05,03,1,51,02,08,2014,2,04,023,2,1,500,88,1,931,48,2,,,,88,8888,1,0045000,5,1,100,,,,,,,,,1,0050000,2,,000451.4644,1
01,0099,2,22224,00292,26,02,03,2,43,01,10,2010,2,06,913,1,1,400,36,1,913,36,1,10,2013,2,,,2,,,,,,,,,,,,,2,,2,,000484.5882,2
01,0100,2,22224,00292,26,04,03,2,30,01,10,2012,1,63,421,1,1,222,24,1,913,23,2,,,,10,2014,2,,,,,,,,,,,,,2,,2,,000559.5583,1
01,0101,2,22224,00292,26,05,03,1,26,01,07,2014,1,04,921,1,1,234,24,1,712,02,2,,,,07,2016,2,,,,,,,,,,,,,2,,2,,000575.7589,1
01,0102,2,22113,00306,26,04,02,2,44,04,08,2013,2,04,021,1,1,211,12,1,913,60,1,09,2014,2,,,1,0030000,5,1,090,,,3,010,,,,,1,0050000,1,0008000,000499.9711,1
01,0103,2,22113,00306,26,06,08,1,22,01,03,2014,5,04,921,1,2,222,24,1,921,06,2,,,,03,2016,1,0006000,5,1,100,,,,,,,,,2,,2,,000510.9085,1
01,0104,2,22113,00306,26,04,02,2,27,01,08,2013,2,04,921,1,1,233,24,1,913,13,2,,,,08,2015,1,0010000,5,1,095,,,3,005,,,,,2,,2,,000577.3211,1
01,0105,2,22113,00306,26,03,03,2,25,01,12,2012,1,57,522,1,1,211,24,1,913,21,2,,,,12,2014,1,0051000,1,1,090,2,010,,,,,,,2,,2,,000577.3211,1
01,0106,2,21321,00314,26,01,01,1,40,04,08,2013,2,58,611,1,2,212,09,1,723,40,1,05,2014,2,,,1,0015000,2,1,050,2,050,,,,,,,1,0020000,2,,000464.4553,1
01,0107,2,21321,00314,26,06,02,2,43,02,05,2013,2,04,021,1,1,400,88,1,913,58,2,,,,88,8888,1,0140000,1,1,080,2,010,3,010,,,,,2,,2,,000463.2613,1
01,0108,2,21321,00314,26,03,05,2,31,03,08,2014,2,04,023,1,1,211,24,1,513,60,2,,,,08,2016,1,0060000,5,1,050,2,050,,,,,,,2,,1,0008000,000534.9319,1
01,0109,2,21321,00314,26,81,03,1,32,01,01,2014,2,65,215,1,1,222,24,1,932,08,2,,,,01,2016,1,0005000,1,1,090,,,3,010,,,,,2,,2,,000484.1537,1
01,0110,2,21321,00314,26,03,02,1,58,02,10,2013,2,55,611,1,1,233,24,1,419,60,2,,,,10,2015,1,0060000,4,1,080,2,020,,,,,,,2,,1,0001000,000375.0606,1
01,0110,2,21321,00314,26,04,03,2,31,02,10,2013,1,61,023,1,1,234,24,1,421,33,2,,,,10,2015,1,0030000,5,1,050,2,045,,,4,005,,,2,,2,,000534.9319,1
01,0111,4,22213,00330,23,03,03,2,36,01,02,2010,1,03,921,1,1,222,44,1,913,44,1,10,2013,3,,,2,,,,,,,,,,,,,2,,2,,000462.5615,2
01,0112,4,22213,00330,23,04,07,1,61,01,05,2014,2,03,611,4,,500,88,2,,,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000374.4940,2
01,0112,4,22213,00330,23,05,07,2,63,01,05,2014,2,06,023,4,,500,88,2,,,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000337.7953,2
01,0113,2,21108,00352,26,06,03,2,32,01,08,2014,2,06,522,1,1,211,24,1,913,01,2,,,,08,2016,1,0010000,1,1,100,,,,,,,,,2,,2,,000532.9118,1
01,0114,2,21108,00352,26,09,05,1,26,01,05,2012,2,55,512,1,1,233,48,1,512,28,2,,,,05,2016,1,0060000,1,1,080,,,3,020,,,,,2,,2,,000548.3408,1
01,0115,2,21108,00352,26,02,08,2,34,01,09,2013,3,04,515,1,1,233,06,1,913,06,1,03,2014,3,,,2,,,,,,,,,,,,,2,,2,,000532.9118,2
01,0116,2,21219,00362,26,02,02,2,45,01,01,2012,2,04,913,1,1,221,23,1,913,23,1,12,2013,2,,,2,,,,,,,,,,,,,2,,2,,000461.1918,2
01,0117,2,21219,00362,26,05,05,1,26,01,06,2014,2,68,741,1,1,223,36,1,512,03,2,,,,06,2017,1,0017000,5,1,100,,,,,,,,,2,,2,,000597.7364,1
01,0118,2,22117,00371,26,03,03,2,24,01,06,2013,1,57,522,1,1,222,30,1,913,15,2,,,,12,2015,1,0044000,5,1,025,2,075,,,,,,,2,,2,,000534.1894,1
01,0119,4,22108,00389,23,01,01,1,43,02,04,2013,2,67,223,1,1,400,17,1,311,17,1,03,2014,3,,,2,,,,,,,,,,,,,2,,2,,000491.4048,2
01,0119,4,22108,00389,23,02,02,2,41,01,07,2011,2,61,233,1,1,400,32,1,913,32,1,03,2014,3,,,1,0155000,1,1,100,,,,,,,,,2,,2,,000490.1415,2
01,0120,1,21211,00399,26,02,05,1,33,01,07,2011,2,63,421,1,1,213,36,1,721,36,1,07,2014,2,,,1,0030000,5,1,100,,,,,,,,,1,0035000,1,0045000,000634.4396,1
