REGN,PROV,URB,HHCN,REL,SEX,AGE,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,OCUP,SWORK,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
1,55,2,1771,3,2,42,1,92,2,4,Z20,1,52,999,288,1,1,97,,,1,30000,5,,2,,849.3974
1,55,2,1782,2,1,53,6,96,2,4,611,1,81,846,591,2,,,6,1997,1,55000,4,,2,,849.3949
1,55,2,1782,3,1,24,6,96,1,4,846,1,81,846,696,2,,,5,1998,2,,,,2,,849.3949
1,55,2,1783,3,2,23,3,97,1,6,Z90,1,89,949,397,2,,,2,1999,2,,,,2,,849.3949
1,55,2,1784,3,2,24,4,95,1,4,791,1,39,541,9993,2,,,12,1997,1,12000,1,,1,1800,849.3949
1,55,2,1786,2,2,41,6,95,2,4,411,1,39,541,791,2,,,5,1997,1,30000,1,,2,,849.3949
1,55,2,1880,6,1,43,7,95,2,4,611,2,50,852,795,2,,,88,8888,1,10000,1,,2,,849.3952
1,55,2,1880,6,2,43,7,95,2,4,Z20,2,50,852,795,2,,,88,8888,1,10000,1,,2,,849.3952
1,55,1,1571,4,1,37,10,93,2,5,425,1,47,541,1093,1,12,96,,,1,30000,1,40000,2,,321.8901
1,55,1,1571,4,2,37,7,94,2,6,134,1,47,541,794,1,12,96,,,2,,,60000,1,15000,321.8901
1,55,2,1885,3,2,24,8,94,1,4,621,1,53,541,894,2,,,6,1997,1,5000,1,,2,,849.398
1,55,2,1890,3,2,43,4,96,3,2,Z20,1,39,541,496,2,,,4,1998,1,26000,1,,2,,849.398
1,55,2,1899,2,1,37,10,95,2,4,611,1,81,989,1095,2,,,88,8888,1,18000,4,,2,,849.396
1,55,2,1901,2,2,42,9,95,2,2,Z20,1,39,541,995,2,,,12,1997,1,6500,4,,1,3000,849.396
1,55,2,1903,3,2,33,11,92,1,6,Z20,1,39,541,1192,2,,,88,8888,1,10000,4,,2,,849.396
1,55,2,1906,3,2,28,4,96,2,3,Z20,1,83,541,496,2,,,88,8888,1,10000,3,,1,800,849.396
1,55,1,1573,6,2,19,1,97,1,5,Z20,1,39,541,197,2,,,88,8888,2,,,,2,,321.8941
1,55,1,1579,4,1,38,2,96,2,4,972,1,81,855,792,2,,,88,8888,1,38000,1,,2,,321.8941
1,55,1,1579,3,2,41,1,95,4,4,311,1,81,162,9987,1,1,97,,,2,,,1200,1,1000,321.8941
1,55,1,1580,3,1,26,3,96,1,1,66,1,81,66,593,2,,,5,1998,1,7000,4,,2,,321.8941
1,55,1,1287,2,1,37,2,97,2,1,611,1,36,954,297,2,,,2,1999,2,,,,2,,321.8921
1,55,1,1295,2,1,43,99,99,2,5,841,1,81,841,990,1,2,97,,,1,32000,4,37000,2,,321.8921
1,55,1,1503,6,2,48,4,92,3,3,425,1,82,541,388,2,,,4,1998,1,7000,4,,2,,321.893
1,55,1,1507,2,2,30,3,95,2,4,Z20,1,57,541,394,2,,,88,8888,2,,,,2,,321.893
1,55,1,1512,2,2,43,12,95,2,4,425,1,39,541,190,2,,,12,1997,1,54000,4,,2,,321.893
1,55,2,1916,3,2,26,7,95,1,6,Z20,1,46,66,795,2,,,88,8888,1,12500,1,,2,,849.4001
1,55,2,1916,3,2,28,12,96,1,4,Z20,1,39,541,192,2,,,88,8888,1,8000,1,,2,,849.4001
1,55,2,1802,2,1,47,10,94,2,5,954,1,81,954,1189,2,,,12,1997,1,49000,1,,1,23000,849.3973
1,55,1,1525,3,2,36,1,94,2,5,Z20,1,47,541,289,2,,,88,8888,2,,,,2,,321.892
1,55,1,1536,3,2,36,12,96,1,6,Z90,1,47,974,684,2,,,12,1999,1,12000,5,,2,,321.892
1,55,1,1536,3,2,33,12,96,1,6,Z90,1,47,974,890,2,,,12,1999,1,8000,5,,2,,321.892
1,55,2,1819,4,1,53,2,96,2,5,171,1,57,171,296,2,,,7,1997,1,24000,4,,2,,934.3433
1,55,1,1537,6,2,30,9,95,2,5,451,1,81,549,392,2,,,88,8888,2,,,,1,1000,321.8909
1,55,1,1546,1,1,51,7,96,2,6,42,1,81,42,1280,2,,,5,1997,1,46800,1,,2,,321.8909
1,55,2,1833,2,2,45,1,93,2,4,791,1,94,451,387,2,,,88,8888,1,7000,4,,2,,849.3969
1,55,2,1835,1,1,32,10,96,2,4,931,1,15,931,1096,1,2,97,,,1,15000,1,9000,2,,849.3969
1,55,2,1845,4,2,22,3,97,2,4,621,2,47,541,492,2,,,5,1997,2,,,15000,2,,934.3391
1,55,2,1845,3,1,28,3,97,1,4,985,2,47,541,492,2,,,5,1997,2,,,25000,2,,934.3391
1,55,2,1845,3,1,26,9,96,2,5,621,2,47,541,192,1,3,97,,,2,,,75000,2,,934.3391
1,55,2,1846,4,1,28,6,96,2,4,872,1,15,872,690,2,,,5,1998,2,,,,2,,934.3391
1,55,2,1846,2,2,45,3,96,2,4,621,1,39,541,394,2,,,88,8888,1,7000,1,,2,,934.3391
2,9,1,3,3,1,26,9,96,1,5,389,1,64,531,996,2,,,9,1998,1,22875,1,,2,,26.9935
2,9,1,3,3,2,23,1,95,1,5,541,1,57,541,195,2,,,1,1998,1,6000,5,,2,,26.9935
2,9,1,24,3,1,26,11,94,1,5,589,1,96,949,1194,2,,,88,8888,1,5200,3,,1,20460,29.6928
2,9,1,29,3,2,61,9,95,1,2,541,1,87,541,678,1,3,97,,,2,,,,2,,26.9935
2,9,2,50,4,1,29,10,96,2,6,999,1,96,982,588,2,,,9,1997,1,113000,1,,2,,53.6107
2,9,2,52,3,2,24,1,97,1,5,79,1,89,541,1194,2,,,1,1999,2,,,,1,21000,53.6107
2,15,1,194,3,2,22,1,97,1,5,421,1,39,541,197,2,,,1,1999,2,,,,2,,243.3711
2,15,1,199,3,2,33,10,96,2,5,79,1,39,541,1096,2,,,9,1997,2,,,,2,,243.3711
2,15,1,201,2,2,34,8,96,2,6,136,1,39,541,287,2,,,7,1997,2,,,,2,,243.3711
2,15,2,430,3,2,32,1,97,1,4,Z20,1,39,541,197,2,,,12,1999,2,,,,2,,666.322
2,15,2,431,4,2,32,2,97,4,4,621,1,82,541,297,2,,,1,1999,2,,,,2,,666.322
2,15,2,431,3,2,30,3,97,1,4,Z20,1,82,541,397,2,,,2,1999,2,,,,2,,666.322
2,15,1,111,1,1,38,6,96,2,5,862,1,35,862,192,2,,,4,1997,1,131250,2,,2,,243.371
2,15,2,259,3,1,27,3,90,1,3,621,3,47,541,890,1,3,97,,,1,15000,1,100000,1,15000,666.3217
2,15,2,259,3,2,23,9,94,1,5,Z40,1,82,541,994,2,,,12,1997,1,20000,4,,2,,666.3217
2,15,2,264,2,2,36,1,92,2,5,Z20,3,47,541,492,1,3,97,,,1,7000,1,50000,1,10000,666.3217
2,15,2,357,2,1,30,2,96,2,2,643,1,89,541,393,1,3,97,,,1,16000,1,10000,2,,740.3583
2,15,2,360,3,2,25,5,95,1,3,111,1,82,541,595,2,,,6,1997,1,12000,1,,2,,740.3583
2,15,2,371,3,2,41,3,96,1,5,Z20,1,51,541,291,2,,,3,1998,1,6000,1,,1,3000,666.3243
2,15,2,371,3,2,99,3,94,3,4,541,1,51,541,394,2,,,3,1998,1,6000,1,,1,3000,666.3243
2,15,2,299,3,2,27,5,96,1,5,65,1,96,65,596,2,,,88,8888,1,60000,4,,2,,666.3226
2,15,2,312,4,1,34,1,97,2,5,985,1,81,541,296,2,,,2,1999,1,10000,1,50000,1,3000,666.3234
2,15,2,312,3,2,34,1,97,2,4,621,1,81,541,296,2,,,2,1999,1,10000,1,50000,1,13000,666.3234
2,15,2,314,3,2,26,7,92,1,5,Z20,1,18,541,792,1,12,96,,,1,10000,1,10000,1,12000,666.3226
2,15,2,320,3,1,32,10,85,2,4,X30,1,47,541,1085,2,,,4,1997,2,,,,2,,666.3226
2,15,2,320,4,2,33,8,95,2,5,Z20,1,39,541,895,1,3,97,,,1,18000,1,30000,1,10000,666.3226
2,15,2,320,6,1,46,1,94,1,6,134,5,47,389,1278,2,,,88,8888,1,50000,1,,2,,666.3226
2,15,2,320,6,2,28,12,96,1,6,Z20,1,47,541,1094,2,,,88,8888,2,,,,2,,666.3226
2,15,2,321,4,2,36,3,95,2,2,Z20,1,999,541,491,2,,,4,1997,1,24000,1,,2,,666.3226
2,15,2,321,3,2,39,6,92,2,2,Z20,1,999,541,186,2,,,4,1997,1,24000,1,,2,,666.3226
2,15,2,322,3,2,29,11,96,1,6,139,1,39,541,1196,2,,,11,1998,1,18000,1,,2,,666.3226
2,15,2,323,2,2,44,8,96,2,5,Z20,1,39,541,691,2,,,8,1997,1,36000,1,,2,,666.3226
2,15,2,455,3,2,26,6,96,1,5,Z30,1,39,541,393,2,,,6,1998,1,50000,1,,1,36000,666.3219
2,15,1,134,4,2,38,12,95,2,6,999,1,81,541,1295,2,,,12,1997,1,10400,4,,2,,243.3709
2,15,1,136,3,2,31,12,95,3,6,Z20,1,57,541,1295,2,,,12,1997,1,15000,1,,2,,243.3709
2,15,2,376,3,2,27,12,96,1,3,541,1,39,541,392,2,,,88,8888,2,,,10000,2,,799.5851
2,15,1,145,2,1,37,6,96,2,4,326,5,96,776,696,2,,,88,8888,1,15000,1,,2,,265.4957
2,15,2,489,2,2,28,2,95,2,3,Z20,1,10,541,295,2,,,2,1998,1,10000,1,,2,,666.3229
2,15,2,497,2,2,33,1,96,2,6,541,1,39,541,196,2,,,12,1998,1,30000,1,,2,,666.3225
2,15,2,504,2,1,34,1,97,2,3,954,1,15,954,297,2,,,12,1999,2,,,,2,,666.3225
2,15,2,511,2,2,39,1,96,2,6,Z30,1,39,541,196,2,,,1,1998,1,24000,1,,2,,666.3219
2,15,2,515,2,1,34,1,96,2,4,985,1,81,985,196,2,,,1,1998,1,20000,1,,2,,666.3219
2,15,2,521,3,1,25,3,96,1,5,855,1,81,855,394,2,,,2,1998,1,15000,1,,1,20000,666.3221
2,15,2,526,2,2,30,10,96,2,5,Z20,1,57,541,1096,2,,,10,1998,2,,,,2,,666.3221
2,15,2,528,2,2,31,7,94,2,6,Z20,1,39,541,794,2,,,5,1997,1,20000,1,,1,28000,666.3221
2,31,2,910,2,2,25,6,95,2,4,Z20,1,39,541,695,1,3,97,,,1,20000,1,180000,2,,574.3755
2,31,1,617,1,1,38,7,95,2,5,872,1,81,872,895,2,,,99,1998,1,25000,1,,2,,345.7947
2,31,2,818,3,2,23,2,94,1,5,Z20,1,15,490,294,1,3,97,,,1,10000,1,20000,2,,631.8121
2,31,2,830,3,2,24,10,96,1,5,Z20,1,89,541,1096,2,,,9,1998,1,7000,1,,2,,574.3782
2,31,1,553,3,1,29,6,96,1,6,531,1,82,43,1291,2,,,6,1997,1,48000,1,,2,,345.7946
2,31,2,725,3,1,38,11,94,2,4,532,1,80,531,1194,1,11,96,,,1,18000,4,16000,1,17000,574.376
2,31,2,927,2,1,40,2,96,2,4,611,1,81,985,1194,2,,,88,8888,1,30000,4,,2,,574.3781
2,31,1,625,2,2,33,8,96,2,5,452,1,89,541,896,2,,,88,8888,1,3000,1,,2,,414.9537
2,31,1,635,2,2,40,5,96,2,6,Z20,1,51,541,494,2,,,5,1998,2,,,,2,,414.9537
2,31,2,961,2,2,38,3,95,2,2,Z20,1,57,541,194,1,1,97,,,1,20000,1,20000,1,10000,574.3761
2,31,2,971,2,2,40,1,96,2,6,Z20,1,54,541,196,2,,,1,1998,1,40000,1,,2,,574.3761
2,31,2,1006,3,2,30,2,97,1,2,541,1,57,541,1291,2,,,12,1997,1,3000,1,,2,,574.3771
2,31,2,1006,3,2,28,5,95,1,3,541,1,57,541,592,2,,,5,1997,1,5000,1,,2,,574.3771
2,31,2,1010,2,2,32,11,95,2,3,Z20,1,54,541,1195,2,,,12,1997,1,2400,5,,2,,574.3785
2,31,2,734,1,2,36,8,96,3,5,611,1,82,541,896,2,,,8,1998,1,2600,1,,1,500,574.3782
2,31,2,736,1,1,99,9,91,2,6,386,1,52,985,991,2,,,88,8888,1,9000,4,,2,,574.3782
2,31,2,758,3,2,26,3,97,1,1,Z20,1,82,541,1092,2,,,3,1999,2,,,12000,2,,574.3765
2,31,2,762,2,2,28,2,97,2,4,Z20,1,54,541,277,2,,,3,1999,2,,,,2,,574.3765
2,31,2,765,3,2,30,8,96,1,3,Z20,1,82,541,794,2,,,6,1999,1,10000,1,,1,3500,574.3765
2,31,1,643,2,1,36,7,96,2,6,619,1,52,859,796,2,,,88,8888,1,82000,4,,2,,345.7945
2,31,1,646,2,2,30,6,96,2,4,621,1,94,541,696,2,,,6,1998,1,20000,4,,2,,345.7945
2,31,1,571,3,2,23,1,96,1,5,Z20,1,39,541,196,2,,,1,1998,1,12000,1,,2,,377.2304
2,31,1,571,3,2,25,1,94,2,5,Z20,1,39,541,194,1,3,97,,,1,12000,1,50000,1,20000,377.2304
2,31,1,583,3,2,25,8,96,1,5,Z20,1,57,541,793,2,,,8,1998,1,8000,3,,1,2000,377.2304
2,31,1,590,2,2,45,9,95,2,4,Z20,1,39,541,688,2,,,9,1997,1,44000,4,,1,7000,345.7947
2,31,1,591,3,2,21,12,95,1,5,Z90,1,39,541,693,2,,,12,1997,1,18000,1,,2,,345.7947
2,31,2,1067,2,2,26,6,94,2,4,Z20,1,82,541,694,2,,,6,1998,1,21000,4,,1,4500,626.5931
2,31,2,981,2,2,37,7,95,2,2,Z20,1,78,541,795,2,,,88,8888,1,10000,4,,2,,574.3778
2,31,2,986,3,2,36,99,99,1,5,593,1,50,599,595,2,,,88,8888,1,60000,1,10000,2,,574.3774
2,31,2,988,1,1,32,8,96,1,5,621,1,89,599,896,2,,,88,8888,1,120000,1,,2,,574.3774
2,31,2,988,2,2,33,1,97,2,5,599,5,89,541,794,1,3,97,,,1,30000,1,60000,1,8000,574.3774
2,31,2,989,2,2,32,2,97,2,3,412,1,82,541,297,2,,,88,8888,2,,,,2,,574.3774
2,31,1,671,2,2,43,5,96,2,6,Z20,1,89,541,596,2,,,5,1997,1,26500,1,,2,,345.7948
2,31,2,1081,2,2,43,6,96,2,3,Z20,2,54,541,292,2,,,88,8888,1,25000,1,,2,,574.3774
2,31,2,1081,3,2,25,5,95,1,6,21,1,39,541,595,2,,,88,8888,1,2000,4,,2,,574.3774
2,31,2,1088,3,1,29,12,94,2,4,846,1,81,846,1294,1,12,96,,,1,4000,1,20000,2,,574.3774
2,31,2,1088,4,2,24,2,95,2,4,Z20,1,81,541,295,1,12,96,,,1,40000,1,20000,2,,574.3774
2,31,1,718,1,1,28,7,96,2,5,401,1,82,981,796,2,,,88,8888,2,,,,2,,380.3741
2,31,1,718,2,2,26,11,96,2,5,311,1,82,541,1196,2,,,88,8888,2,,,,2,,380.3741
2,31,1,551,3,2,27,3,97,1,5,541,1,94,541,397,2,,,3,1999,2,,,,2,,345.7942
2,50,2,1280,1,1,46,3,96,2,4,Z90,1,81,873,590,2,,,9,1997,1,28000,1,,2,,398.1973
2,50,2,1293,1,1,23,7,95,2,5,856,1,81,974,795,2,,,7,1998,1,2500,4,,2,,398.1974
2,50,2,1209,2,2,31,1,94,2,3,Z20,1,47,541,9989,2,,,4,1997,2,,,,2,,434.3971
2,50,1,1187,2,2,44,6,96,2,4,Z20,1,89,541,696,2,,,6,1998,1,45000,1,,2,,233.9625
2,50,1,1188,4,1,45,6,96,2,5,985,1,39,541,694,2,,,6,1998,1,25000,1,,1,12000,233.9625
2,50,1,1188,3,2,41,6,96,2,4,Z20,1,39,541,694,2,,,6,1998,1,15000,1,,2,,233.9625
2,50,2,1299,3,2,25,12,95,1,4,541,1,82,541,891,2,,,88,8888,2,,,,2,,398.1971
2,50,1,1117,3,2,23,3,97,2,4,Z20,1,89,541,397,2,,,3,1999,2,,,,2,,233.9625
2,50,1,1119,3,2,25,12,96,1,5,Z30,1,39,541,791,2,,,12,1998,2,,,15000,1,21000,233.9625
2,50,1,1121,3,2,21,2,97,1,5,Z30,1,39,541,195,2,,,99,2000,2,,,10000,1,26000,233.9625
2,50,1,1121,4,1,27,2,97,2,5,974,1,81,974,196,2,,,1,1998,1,16000,1,10000,1,13950,233.9625
2,50,1,1123,3,2,26,10,94,1,4,451,1,82,541,1094,2,,,11,1997,1,28000,4,,2,,233.9625
2,50,1,1123,3,2,24,3,97,1,5,329,1,39,541,394,2,,,3,1999,1,10000,1,25000,1,7000,233.9625
2,50,1,1126,2,2,32,1,97,2,5,412,1,89,541,595,2,,,1,1998,2,,,,2,,233.9625
2,50,1,1127,3,2,42,8,95,1,6,621,1,39,541,9991,2,,,99,1997,1,1500,1,,1,116,233.9625
2,50,2,1219,3,2,27,6,95,1,6,66,1,39,541,695,2,,,5,1997,1,20000,1,,1,3500,398.1971
2,50,2,1219,3,2,23,2,96,1,6,66,1,39,541,296,2,,,1,1998,1,20000,1,,1,4500,398.1971
2,50,2,1223,3,2,28,11,95,1,6,Z20,1,39,541,290,2,,,88,8888,1,15000,4,,2,,398.1971
2,50,1,1132,2,2,38,6,94,2,6,Z20,2,96,589,694,2,,,88,8888,1,40000,4,,2,,233.9626
2,50,1,1147,2,1,34,7,96,2,5,Z90,3,82,42,779,2,,,12,1997,1,210000,1,,2,,233.9626
2,50,1,1149,2,2,50,8,96,2,5,Z20,1,39,541,492,2,,,12,1997,1,13000,1,,2,,233.9626
2,50,1,1150,2,2,31,12,96,2,5,Z20,1,39,541,1093,2,,,10,1998,1,8000,1,40000,1,4500,233.9626
2,50,2,1310,3,2,20,4,96,1,4,Z20,1,82,541,694,2,,,12,1997,1,4000,4,,2,,434.3972
2,50,2,1315,1,1,32,10,94,2,4,985,1,81,954,791,1,10,96,,,2,,,90000,1,1950,434.3972
2,50,1,1189,4,1,32,12,96,2,4,370,1,39,981,1289,2,,,10,1997,2,,,,2,,233.9626
2,50,1,1194,3,2,28,12,94,1,3,541,1,82,541,1294,2,,,12,1997,1,20000,4,,2,,233.9626
2,50,2,1321,3,2,22,3,97,1,6,X10,1,39,541,397,2,,,3,1999,2,,,,2,,398.1973
2,50,2,1322,3,2,29,8,95,1,6,Z10,1,39,541,394,2,,,9,1997,1,14000,1,,1,3000,398.1973
2,50,2,1322,3,2,22,5,96,1,5,Z30,1,39,541,596,2,,,5,1998,1,15000,1,,2,,398.1973
2,50,2,1336,3,2,26,6,96,1,3,Z20,1,82,541,696,2,,,6,1998,1,700,4,,2,,398.197
2,50,2,1250,2,2,36,2,96,2,5,Z20,1,39,541,890,2,,,3,1998,1,20000,1,,1,1500,398.1974
2,50,2,1253,3,2,44,2,95,1,3,Z20,1,89,541,1282,1,2,97,,,1,30000,1,,2,,398.1974
2,50,2,1254,3,1,24,5,95,2,6,621,1,89,841,595,2,,,5,1997,1,28000,4,,2,,398.1974
2,50,2,1259,2,1,47,5,96,2,5,985,1,81,846,894,2,,,5,1998,1,26000,1,,2,,398.1974
2,50,2,1259,6,1,44,99,99,2,5,Z90,1,81,959,9988,2,,,1,1999,1,16000,1,18200,2,,398.1974
2,50,2,1260,1,2,44,3,94,3,5,Z20,1,39,541,9982,2,,,7,1997,1,19500,1,,2,,398.1974
2,50,1,1171,4,1,28,3,95,2,3,412,1,50,949,395,2,,,88,8888,1,10000,1,,2,,233.9626
2,50,1,1171,3,2,26,5,95,2,6,412,1,50,949,595,2,,,88,8888,1,10000,1,,2,,233.9626
2,50,1,1176,1,1,47,12,94,2,5,985,1,81,985,288,1,12,96,,,2,,,,1,200,233.9626
2,50,2,1262,3,2,23,1,95,1,3,451,1,57,541,195,1,1,97,,,1,5000,3,35000,1,16000,398.1976
2,50,2,1264,5,2,22,2,97,1,6,Z30,1,39,541,297,2,,,2,1999,2,,,,2,,398.1976
2,50,2,1268,2,2,38,3,95,2,2,621,1,57,541,395,2,,,99,1998,1,3000,3,,1,360,398.1976
2,57,2,1446,2,2,43,9,94,2,4,79,2,39,541,384,2,,,4,1997,1,36000,1,,2,,186.9927
2,57,2,1454,4,1,27,3,97,2,4,954,1,81,954,397,2,,,3,1999,2,,,,2,,186.9927
2,57,1,1359,1,1,36,12,96,2,4,985,1,81,855,1296,2,,,12,1998,1,10000,1,,2,,87.4149
2,57,1,1362,3,2,36,12,96,2,5,Z20,1,82,974,691,2,,,88,8888,1,3500,4,,1,2000,87.4149
2,57,1,1364,2,2,33,11,95,2,3,Z20,1,39,974,1195,2,,,88,8888,1,6000,1,,1,5300,87.4149
2,57,1,1379,1,1,36,9,96,2,6,402,1,81,629,787,2,,,9,1998,1,51000,1,,2,,87.4149
2,57,1,1385,4,1,26,4,96,2,5,33,1,96,33,390,2,,,88,8888,1,60000,1,,1,13000,87.4149
2,57,1,1388,2,2,29,11,96,2,6,66,1,81,66,993,2,,,12,1997,1,41000,1,,1,13000,87.4149
2,57,1,1390,1,1,39,6,94,2,4,999,1,56,974,694,1,3,97,,,1,45000,1,6000,1,48500,87.4149
2,57,2,1516,2,2,35,7,95,2,6,Z20,1,57,541,795,2,,,6,1997,1,28000,1,,2,,186.9925
2,57,2,1527,3,2,25,3,96,1,3,Z20,1,39,541,396,2,,,3,1998,1,47000,1,,1,17000,186.9925
2,57,2,1547,3,2,27,4,95,1,4,621,1,89,541,495,2,,,4,1997,1,15000,1,,2,,186.9927
2,57,2,1566,4,1,31,12,96,2,6,589,1,50,759,1296,2,,,12,1998,1,5000,3,,2,,186.9925
2,57,2,1572,2,2,24,12,95,2,2,Z20,1,82,541,1295,2,,,12,1997,2,,,,2,,186.9925
2,57,1,1421,3,1,30,6,96,1,5,621,1,35,982,692,1,1,97,,,2,,,4000,1,6500,87.4149
2,57,1,1421,3,1,27,11,96,1,5,621,1,35,859,1194,2,,,12,1998,1,12000,1,,2,,87.4149
2,57,1,1423,4,1,25,11,96,2,5,386,1,89,969,1296,2,,,11,1998,1,39000,1,,2,,87.4149
2,57,1,1435,3,2,30,3,97,1,4,Z20,1,39,541,394,2,,,88,8888,1,7000,4,,2,,87.4149
3,8,2,248,2,1,50,6,96,2,3,985,1,81,979,9992,2,,,88,8888,1,31440,1,,2,,384.9884
3,8,2,301,3,1,27,2,96,1,5,959,1,81,959,294,1,2,97,,,1,16000,4,5000,2,,384.9883
3,8,2,308,4,1,28,8,96,2,4,985,1,56,855,896,2,,,88,8888,1,40000,1,,2,,384.9883
3,8,1,112,2,1,34,8,96,2,4,985,1,81,959,896,2,,,8,1998,1,12000,4,,2,,308.3024
3,8,1,116,2,1,50,4,91,2,4,531,1,91,531,490,2,,,4,1998,2,,,,2,,308.3024
3,8,1,1,1,1,38,1,97,2,6,Z90,1,35,981,1289,2,,,8,1997,1,20000,1,,2,,308.3023
3,8,1,5,3,1,26,6,96,1,3,611,1,81,959,796,2,,,12,1997,1,2000,4,,1,1300,308.3023
3,8,1,6,1,1,37,3,97,2,3,Z90,1,81,871,782,2,,,3,1998,1,5200,4,,2,,308.3023
3,8,1,8,1,1,35,3,97,2,2,951,1,81,974,397,2,,,3,1998,2,,,,2,,308.3023
3,8,1,13,2,1,31,2,95,2,3,985,1,81,985,892,2,,,88,8888,1,13000,4,,2,,308.304
3,8,1,14,1,1,35,8,96,1,5,Z90,1,81,389,691,1,3,97,,,2,,,,2,,308.304
3,8,1,14,6,1,28,1,97,1,5,532,1,94,532,1295,2,,,1,1999,2,,,,2,,308.304
3,8,1,20,3,1,29,12,96,1,4,Z90,2,81,560,9992,2,,,12,1998,1,3950,4,,1,475,308.304
3,8,1,20,3,1,26,12,96,1,4,Z90,2,81,589,9994,2,,,12,1998,1,3950,4,,2,,308.304
3,8,1,21,2,1,41,7,96,2,4,985,1,56,985,880,2,,,88,8888,1,60000,1,,2,,308.304
3,8,1,24,2,1,37,2,96,2,4,959,1,81,949,296,2,,,2,1998,1,12000,4,,2,,308.304
3,8,1,28,2,1,35,5,93,2,4,381,3,52,381,593,2,,,88,8888,1,74386,4,,1,20000,308.3026
3,8,1,33,3,1,32,4,96,1,2,621,1,81,871,1189,2,,,6,1997,1,16500,4,,2,,308.3026
3,8,1,48,1,1,48,10,95,2,5,700,1,81,35,584,1,2,97,,,1,28000,4,20000,1,8000,369.963
3,8,2,264,2,2,31,11,96,2,6,Z20,1,94,541,1196,2,,,5,1997,2,,,,2,,423.4869
3,8,2,265,3,1,23,2,97,1,5,611,1,56,959,297,2,,,2,1998,2,,,,2,,384.9885
3,8,1,122,3,1,24,1,97,1,5,855,1,4,855,197,2,,,1,1998,1,10000,1,,2,,308.3025
3,8,1,122,3,1,27,11,96,1,5,723,1,81,723,1196,2,,,11,1997,1,12000,4,,2,,308.3025
3,8,1,124,2,1,38,10,96,2,5,985,1,81,872,393,2,,,9,1997,1,50000,4,,2,,308.3025
3,8,1,127,2,1,37,5,96,2,5,855,1,4,855,596,2,,,5,1997,1,60000,4,,2,,308.3025
3,8,1,130,2,1,99,9,96,2,4,641,1,81,871,794,2,,,7,1998,1,33000,4,,2,,308.3025
3,8,1,132,2,1,40,5,96,2,4,871,1,82,871,596,2,,,5,1997,1,12000,4,,2,,308.3025
3,8,1,137,2,1,60,5,96,2,5,974,1,81,974,1180,2,,,5,1998,1,20000,4,,2,,308.3025
3,8,1,143,2,1,43,3,97,2,3,791,1,89,791,390,2,,,3,1999,2,,,,2,,308.3025
3,8,1,143,3,1,20,3,97,1,3,641,1,81,873,397,2,,,3,1999,2,,,,2,,308.3025
3,8,1,154,2,1,50,10,96,2,4,985,1,81,834,993,2,,,10,1997,1,12000,4,,2,,308.3024
3,8,1,154,3,1,25,10,96,1,6,Z90,1,81,834,9999,2,,,10,1997,1,8000,4,,2,,308.3024
3,8,1,154,3,1,24,11,96,1,5,855,1,81,855,1196,2,,,11,1997,1,8000,4,,2,,308.3024
3,8,1,158,2,1,43,5,96,2,4,849,1,66,981,587,1,2,97,,,1,40000,1,10400,2,,308.3024
3,8,1,164,3,2,25,1,96,1,6,859,1,89,859,196,2,,,12,1997,1,37000,1,,2,,308.3024
3,8,1,181,4,1,35,7,96,2,5,Z90,1,35,981,194,2,,,8,1997,1,3000,1,,2,,308.3024
3,8,1,199,2,1,40,5,96,2,6,25,1,51,855,596,2,,,12,1997,1,10000,1,,2,,308.3024
3,8,1,202,2,1,36,10,96,2,5,982,1,52,982,1096,2,,,8,1997,1,40000,1,,2,,308.3024
3,8,1,214,2,1,49,8,96,2,5,Z90,1,81,846,387,2,,,6,1997,1,31200,1,,2,,339.1326
3,8,1,54,4,1,84,5,95,2,5,985,1,89,949,595,2,,,5,1997,1,40000,1,,1,14000,308.3024
3,8,1,61,2,1,31,5,96,2,5,872,1,94,728,193,2,,,7,1997,1,30000,1,,2,,308.3026
3,8,1,63,6,1,56,5,96,3,5,Z90,1,94,39,9972,1,10,96,,,2,,,,2,,308.3026
3,8,1,69,3,1,25,8,96,1,5,Z90,1,89,834,896,2,,,88,8888,1,78000,1,,2,,308.3026
3,8,1,76,2,1,45,99,99,2,6,Z90,1,100,982,179,1,3,97,,,1,32000,1,15000,2,,336.3296
3,8,2,284,4,1,27,1,96,2,5,841,1,57,841,196,2,,,88,8888,1,1000,1,,2,,384.9883
3,8,2,313,2,1,45,10,90,2,4,985,1,81,985,1090,2,,,88,8888,1,12000,4,,2,,384.9883
3,8,2,320,2,1,48,3,93,2,5,700,1,52,700,1084,2,,,88,8888,1,60000,4,,2,,384.9883
3,8,2,321,2,1,39,6,95,2,5,846,1,96,589,1092,2,,,3,1998,1,30000,1,,1,4000,384.9883
3,8,2,325,2,1,31,99,99,2,5,951,1,80,951,689,1,2,97,,,1,32000,4,16000,1,6000,384.9882
3,8,1,231,3,1,28,3,96,1,5,871,1,56,871,396,1,3,97,,,1,24000,1,,2,,308.3029
3,8,1,232,2,1,41,4,95,2,6,749,1,81,855,881,2,,,12,1997,1,60000,4,,2,,308.3029
