REG,HHNUM,RPL,PSU,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q9_USOCC,Q10_REASON,Q11_CTRY,Q12_STAY,Q13_INDWORK,Q14_OCCUP1,Q15_NOMONTH,Q16_RET,Q17_DTRET,Q18_DTEXP,Q19_CASHREM,Q20_CASHAMT,Q21_MODE,Q22_RET6MOS,Q23_CASHHOME,Q24_INKIND,Q25_KINDAMT,SWGT,P6M_IND
03,00635,3,02750,03,03,1,21,01,092006,1,05,7212,1,233,24,1,7214,00,2,      ,092008,2,      , ,2,      ,2,      ,000511.8989,1
03,00636,3,02788,02,02,2,39,02,042006,2,02,9211,1,211,23,1,9131,30,2,      ,032008,1,090000,1,2,      ,2,      ,000514.8783,1
03,00637,4,02794,06,03,2,25,02,012005,2,04,5220,1,212,06,1,3473,12,1,072005,      ,2,      , ,2,      ,2,      ,000599.2693,2
03,00638,1,02854,01,01,1,48,02,072006,2,04,9211,1,233,13,1,9313,31,2,      ,082007,1,030000,1,1,020000,2,      ,000475.8737,1
03,00639,1,02854,04,03,2,28,03,072005,1,04,9211,1,212,06,1,3473,18,1,012006,      ,2,      , ,2,      ,2,      ,000580.5422,2
03,00640,4,02865,03,03,1,28,01,042005,1,73,0920,1,232,24,1,2310,17,2,      ,042007,1,057000,1,2,      ,1,020000,000619.2836,1
03,00641,4,02882,04,05,1,27,01,082005,2,05,4131,1,213,24,1,7243,13,2,      ,082007,1,020000,1,2,      ,2,      ,000598.6408,1
03,00642,2,02909,01,01,1,34,01,032005,2,04,9211,1,232,18,1,7123,18,1,092006,      ,1,025000,4,1,015000,1,001600,000598.2942,1
03,00643,2,02909,02,02,2,44,01,022004,2,04,0210,1,233,35,1,9131,30,2,      ,012007,1,029000,4,2,      ,2,      ,000497.1173,1
03,00644,2,02909,01,01,1,50,01,102005,2,04,6111,1,232,24,1,1430,11,2,      ,102007,1,057000,1,2,      ,2,      ,000475.0480,1
03,00645,2,02909,01,01,1,39,01,022006,2,65,3118,1,232,24,1,7214,07,2,      ,022008,1,050000,4,2,      ,2,      ,000508.1203,1
03,00646,2,02909,02,02,2,29,02,102005,2,04,0210,1,231,24,1,5123,44,2,      ,102007,1,036000,4,2,      ,2,      ,000579.5349,1
03,00647,3,02908,03,03,2,31,01,102005,2,04,9211,1,233,24,1,7123,11,2,      ,102007,1,030000,4,2,      ,1,008300,000600.5875,1
03,00648,3,02908,01,01,1,38,01,022006,2,02,6111,1,233,24,1,7122,07,2,      ,042008,1,053000,4,2,      ,1,026000,000526.5787,1
03,00649,3,02908,06,03,2,20,01,052005,1,63,3114,1,213,36,1,3114,16,2,      ,052008,1,070000,1,2,      ,2,      ,000559.4895,1
03,00650,3,02908,03,03,1,27,01,022006,2,63,6111,1,232,24,1,7214,07,2,      ,022008,1,047000,4,2,      ,2,      ,000620.0283,1
03,00651,4,02928,07,03,2,30,01,092004,1,61,4115,1,500,36,1,4115,24,2,      ,092007,1,060000,4,2,      ,2,      ,000580.2064,1
03,00652,1,02922,09,03,1,29,03,112005,2,65,5123,1,400,10,1,8340,35,1,092006,      ,1,060000,1,1,050000,2,      ,000598.9875,1
03,00653,1,02922,06,03,2,26,01,072004,2,04,5220,1,212,24,2,    ,  ,1,072006,      ,1,060000,1,1,100000,2,      ,000580.2064,2
03,00654,1,02922,01,01,1,25,02,122005,1,04,6111,1,214,12,1,5123,24,2,      ,122006,1,030000,1,2,      ,2,      ,000598.9875,1
03,00655,4,02940,05,03,2,24,01,022004,1,01,3473,1,212,36,1,3473,31,2,      ,022007,1,072000,1,2,      ,1,010000,000540.5031,1
03,00656,4,02940,04,03,2,24,03,032005,1,03,9211,1,212,24,1,3473,42,2,      ,032007,1,095000,1,2,      ,2,      ,000540.5031,1
03,00657,1,02939,03,03,1,25,01,012005,1,05,4211,1,500,24,1,5122,20,2,      ,012007,1,100000,1,2,      ,2,      ,000623.2232,1
03,00658,1,02939,02,02,2,32,01,052006,2,04,1314,1,222,24,1,9131,04,2,      ,052008,1,016000,1,2,      ,1,005000,000603.6822,1
03,00659,1,02939,05,03,2,26,01,112005,1,05,4113,1,400,24,1,9322,10,2,      ,112007,1,117000,1,2,      ,2,      ,000603.6822,1
03,00660,3,02941,01,01,1,44,04,112005,2,04,6111,1,400,88,1,9131,48,2,      ,888888,1,060000,1,2,      ,2,      ,000557.4801,1
03,00661,3,02941,05,04,2,36,04,052004,4,04,9111,1,232,27,1,9131,36,1,072006,      ,1,027000,4,1,007000,2,      ,000545.4081,1
03,00662,3,02941,01,01,1,30,08,072006,2,65,0920,1,214,06,1,8340,48,2,      ,022007,1,020000,1,1,050000,2,      ,000656.4136,1
03,00663,3,02941,07,05,1,39,02,082006,2,65,2153,1,231,88,1,2153,40,2,      ,888888,1,019000,1,1,050000,2,      ,000557.4801,1
03,00663,3,02941,08,03,2,26,02,082006,2,65,2153,1,231,88,1,2153,40,2,      ,888888,1,020000,1,1,050000,1,016000,000635.8320,1
03,00664,1,02946,01,01,1,56,01,062006,2,04,6111,1,233,23,1,7231,03,2,      ,052008,1,025000,4,2,      ,2,      ,000512.1456,1
03,00665,1,02955,04,03,2,22,01,092005,1,05,0231,1,213,12,1,5133,12,1,092006,      ,1,050000,1,1,070000,2,      ,000558.8175,1
03,00665,1,02955,06,02,1,55,05,082006,2,05,0920,1,400,08,1,1490,41,2,      ,062007,1,020000,1,1,080000,2,      ,000512.8602,1
03,00666,1,02955,02,02,2,41,01,042005,2,04,7442,1,233,24,1,9132,17,2,      ,042007,1,060000,1,2,      ,2,      ,000514.5571,1
03,00667,2,02965,03,03,1,25,01,092005,1,64,9211,1,213,24,1,9322,12,2,      ,092007,2,      , ,2,      ,2,      ,000598.9875,1
03,00667,2,02965,04,03,1,21,01,092006,1,64,9211,1,213,24,1,9322,00,2,      ,092008,2,      , ,2,      ,2,      ,000511.6028,1
03,00668,2,02965,03,03,1,28,01,082005,1,68,1442,1,213,24,1,7432,13,2,      ,082007,1,045000,1,2,      ,1,050000,000598.9875,1
03,00668,2,02965,04,03,2,26,01,052005,1,63,4211,1,213,24,1,8290,16,2,      ,052007,1,050000,1,2,      ,2,      ,000580.2064,1
03,00669,3,03016,03,03,1,23,01,022006,1,65,0920,1,214,10,1,7233,07,2,      ,122006,1,060000,1,2,      ,2,      ,000511.6028,1
03,00670,1,03010,04,03,2,21,01,102005,1,05,0231,1,212,06,1,3473,06,1,042006,      ,2,      , ,1,100000,1,037000,000541.1287,1
03,00671,1,03010,02,03,2,35,02,062006,4,04,5220,1,400,24,1,5151,48,2,      ,062008,1,010000,4,2,      ,2,      ,000498.2693,1
03,00672,1,03010,01,01,1,44,02,122004,2,04,8324,1,233,24,1,8324,60,2,      ,122006,1,092000,4,2,      ,2,      ,000509.2979,1
03,00673,1,03010,03,03,1,30,01,112004,1,01,8324,1,233,24,1,8324,22,2,      ,112006,1,011500,1,2,      ,2,      ,000599.6807,1
03,00674,1,03010,01,01,1,51,01,072006,2,65,6114,1,233,24,1,1430,02,2,      ,072008,1,031500,4,2,      ,2,      ,000476.1490,1
03,00675,2,03012,01,01,1,39,02,122004,2,04,6111,1,233,27,1,7241,50,2,      ,032007,1,060000,4,2,      ,2,      ,000527.8555,1
03,00676,2,02190,01,01,1,42,02,012003,2,02,7422,1,233,88,1,7422,45,2,      ,888888,1,042000,4,2,      ,2,      ,000539.5400,1
03,00677,3,02197,06,03,1,27,01,052006,2,63,4211,1,233,24,1,4113,04,2,      ,052008,2,      , ,2,      ,2,      ,000660.1866,1
03,00678,4,02202,81,06,1,23,01,042005,1,05,0231,6,500,88,1,9333,12,2,      ,888888,1,070000,4,2,      ,1,015000,000545.8567, 
03,00678,4,02202,82,06,2,22,01,082004,1,61,0231,6,500,88,2,    ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000545.8567, 
03,00679,2,02212,02,03,1,34,01,112002,1,04,5123,1,233,49,1,5123,46,2,      ,122006,1,053000,4,2,      ,1,025000,000618.5671,1
03,00680,2,02212,02,02,2,60,01,092003,2,04,5122,1,400,88,1,5123,36,2,      ,888888,1,029000,1,2,      ,2,      ,000493.6189,1
03,00680,2,02212,04,05,1,29,02,032005,2,63,4190,1,233,13,1,1490,24,1,042006,      ,2,      , ,1,050000,1,020000,000618.5671,1
03,00680,2,02212,05,03,2,29,01,052005,2,05,0210,1,233,13,1,9132,13,1,062006,      ,1,010000,1,1,030000,1,014000,000599.1722,1
03,00681,2,02215,81,02,1,35,02,032002,2,04,4131,6,233,88,1,4131,60,2,      ,888888,1,060000,1,2,      ,2,      ,000579.9839, 
03,00682,2,02215,05,03,2,32,03,022004,2,04,0210,1,212,08,1,3473,18,1,102004,      ,2,      , ,2,      ,2,      ,000623.6164,2
03,00683,4,02216,01,01,1,36,01,102005,2,05,7246,1,300,24,1,7246,12,2,      ,102007,1,060000,1,2,      ,2,      ,000527.9692,1
03,00684,4,02216,03,03,2,35,01,072006,1,68,2310,7,100,03,1,1210,03,2,      ,102006,1,020000,1,2,      ,2,      ,000516.5363, 
03,00685,4,02216,81,02,1,48,01,112001,4,04,8324,6,233,88,1,8324,59,2,      ,888888,1,012000,4,2,      ,2,      ,000560.0412, 
03,00686,4,02233,02,02,2,42,01,092005,2,05,3232,4,214,01,2,    ,  ,1,102005,      ,2,      , ,2,      ,2,      ,000519.6306,2
03,00687,4,02233,03,03,2,24,01,062004,1,05,7243,1,212,05,1,3473,05,1,112004,      ,2,      , ,2,      ,2,      ,000564.3274,2
03,00688,3,02238,05,03,2,36,01,112001,1,65,2231,1,213,24,1,2231,24,1,112003,      ,2,      , ,2,      ,2,      ,000498.5573,2
03,00689,3,02238,01,01,1,57,01,072002,2,05,1430,1,100,10,1,1430,10,1,052003,      ,2,      , ,2,      ,2,      ,000496.9131,2
03,00690,3,02238,03,03,2,19,01,022005,1,04,5123,1,212,03,1,3473,03,1,052005,      ,2,      , ,2,      ,2,      ,000541.4415,2
03,00691,3,02238,03,02,1,38,01,102003,2,65,4190,1,233,38,1,4211,35,2,      ,122006,1,091000,1,2,      ,1,006000,000509.5923,1
03,00692,1,02242,81,03,2,36,04,082005,2,02,0210,6,212,88,1,4113,51,2,      ,888888,1,025800,1,2,      ,2,      ,000630.6682, 
03,00693,1,02248,01,01,1,43,01,052005,2,65,4211,1,214,88,1,4121,16,2,      ,888888,1,180000,1,2,      ,2,      ,000525.4229,1
03,00694,1,02248,01,01,1,31,02,102005,2,05,7123,1,233,38,1,7123,34,2,      ,122008,1,120000,1,2,      ,2,      ,000618.6674,1
03,00695,1,02248,06,05,2,38,01,082006,2,03,0210,1,235,88,1,9131,01,2,      ,888888,2,      , ,2,      ,2,      ,000514.0452,1
03,00696,2,02259,03,03,2,23,02,112004,1,04,0232,4,212,06,1,3473,12,1,052005,      ,2,      , ,2,      ,2,      ,000624.7401,2
03,00696,2,02259,07,03,1,24,01,122005,2,04,8142,1,223,24,1,8142,09,2,      ,122007,1,051500,1,2,      ,2,      ,000591.3358,1
03,00696,2,02259,08,05,2,22,01,052006,2,04,0232,1,223,24,1,9132,04,2,      ,052008,2,      , ,2,      ,2,      ,000624.7401,1
03,00697,2,02259,01,01,1,35,02,062004,2,04,7123,1,233,26,1,9313,50,1,082006,      ,1,040000,1,1,100000,1,030000,000587.9911,1
03,00698,1,02260,01,01,1,34,02,022005,2,04,7122,1,232,12,1,7122,36,1,022006,      ,2,      , ,2,      ,2,      ,000639.5558,2
03,00699,1,02260,05,03,2,27,01,052003,1,04,4215,4,214,05,1,5123,05,1,102003,      ,2,      , ,2,      ,2,      ,000619.5028,2
03,00700,2,02293,02,02,2,28,01,072005,2,04,0210,1,212,06,1,3473,06,1,012006,      ,2,      , ,2,      ,2,      ,000619.2451,2
03,00701,4,02315,06,04,2,35,01,112005,2,04,0232,1,233,24,1,9131,10,2,      ,112007,1,030000,1,2,      ,2,      ,000560.6111,1
03,00702,2,02317,06,03,2,45,02,012006,2,61,0232,1,234,11,1,4115,33,2,      ,122006,1,060000,1,2,      ,2,      ,000486.4165,1
03,00703,2,02317,03,03,2,35,01,032006,1,05,0232,1,213,24,1,8290,06,2,      ,032008,1,030000,1,2,      ,2,      ,000532.6256,1
03,00704,2,02317,03,02,1,48,03,062006,2,04,8322,1,233,11,1,8324,60,2,      ,052007,1,060000,1,2,      ,2,      ,000508.9800,1
03,00704,2,02317,04,03,2,23,01,022005,1,63,4115,1,234,24,1,4115,19,2,      ,022007,1,030000,1,2,      ,2,      ,000578.4402,1
03,00705,4,02318,01,01,1,47,05,052006,2,65,0232,1,400,10,1,8340,37,2,      ,032007,1,240000,1,2,      ,2,      ,000555.8536,1
03,00706,2,02337,10,02,1,49,02,012003,2,65,2153,3,232,47,1,2153,56,2,      ,122006,1,060000,1,2,      ,2,      ,000476.6994,1
03,00707,4,02328,01,01,1,48,06,072006,2,05,0232,1,400,09,1,8340,50,2,      ,042007,1,020000,1,2,      ,2,      ,000507.7472,1
03,00708,4,02328,01,01,1,31,01,062006,2,05,4211,1,233,09,1,8340,03,2,      ,032007,1,030000,1,2,      ,2,      ,000639.4768,1
03,00709,4,02343,02,02,2,59,02,122005,2,04,7434,1,233,88,1,7434,45,2,      ,888888,2,      , ,2,      ,2,      ,000493.3322,1
03,00710,4,02343,01,01,1,50,01,102001,2,04,1314,4,221,00,2,    ,  ,1,102001,      ,2,      , ,2,      ,2,      ,000490.8596,2
03,00710,4,02343,03,03,2,26,01,092004,1,63,4121,8,500,01,2,    ,  ,1,102004,      ,2,      , ,2,      ,2,      ,000598.8242,2
03,00711,4,02343,03,03,2,27,01,072006,2,03,9111,1,235,12,1,9131,02,2,      ,072007,2,      , ,2,      ,2,      ,000598.8242,1
03,00712,4,02344,02,03,2,51,03,122005,4,05,5220,1,300,23,1,9131,55,2,      ,112007,1,060000,1,2,      ,2,      ,000525.3506,1
03,00713,4,02344,01,01,1,35,04,042006,2,05,4131,1,222,10,1,7235,45,2,      ,022007,1,130000,1,2,      ,2,      ,000587.9911,1
03,00714,4,02344,01,01,1,43,03,092006,2,04,7241,1,222,09,1,5122,38,2,      ,072007,1,090000,1,1,125000,2,      ,000587.9911,1
03,00715,4,02344,01,01,2,45,02,102005,3,63,2419,4,222,01,2,    ,  ,1,102005,      ,2,      , ,2,      ,2,      ,000525.3506,2
03,00716,4,02344,03,03,2,29,01,102005,4,05,5169,1,214,24,1,9322,11,2,      ,102007,1,017000,1,2,      ,2,      ,000670.6312,1
03,00717,1,02354,05,02,1,38,04,082006,2,61,5122,3,500,12,1,5122,48,2,      ,082007,1,020000,1,1,100000,1,007000,000702.3236,1
03,00718,1,02354,05,02,1,38,03,072006,2,65,1430,1,214,10,1,7412,36,2,      ,062007,1,015000,1,1,040000,1,001000,000702.3236,1
03,00719,1,02354,01,01,1,32,06,032006,2,04,5123,1,500,11,1,7412,60,2,      ,022007,1,120000,1,2,      ,2,      ,000826.9618,1
03,00720,1,02354,05,02,1,40,03,042006,2,65,8322,1,100,10,1,5123,30,2,      ,122007,1,080000,1,2,      ,2,      ,000702.3236,1
03,00721,1,02357,04,02,1,51,01,092006,2,65,7241,1,400,13,1,7241,00,2,      ,102007,2,      , ,2,      ,2,      ,000476.9746,1
03,00722,1,02357,04,03,1,25,01,082006,2,04,8321,1,235,24,1,8322,01,2,      ,082008,2,      , ,2,      ,2,      ,000600.7206,1
03,00723,1,02357,06,02,1,34,01,032006,2,05,8321,1,212,11,1,7347,06,2,      ,022007,1,125000,1,2,      ,2,      ,000600.7206,1
03,00724,1,02358,01,01,1,49,01,112004,2,04,3473,1,223,22,1,3473,22,1,092006,      ,1,063000,1,1,100000,2,      ,000488.6334,1
03,00725,1,02358,01,01,1,42,02,082004,2,02,7313,1,231,16,1,7313,28,1,122005,      ,2,      , ,2,      ,2,      ,000522.6515,2
03,00725,1,02358,03,03,2,21,01,082003,1,03,0210,1,212,06,1,3473,06,1,022004,      ,2,      , ,2,      ,2,      ,000555.3169,2
03,00726,1,02358,03,03,2,27,01,092006,1,63,2412,4,234,88,2,    ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000596.1084,2
03,00727,3,02367,01,01,1,55,01,122004,2,65,1311,1,212,04,1,8340,04,1,042005,      ,2,      , ,2,      ,2,      ,000494.9037,2
03,00727,3,02367,81,03,1,29,01,102005,1,65,0232,6,400,88,2,    ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000538.3621, 
03,00728,3,02367,04,02,1,57,02,052006,2,65,1314,1,500,11,1,3142,30,2,      ,042007,1,045000,1,2,      ,2,      ,000494.9037,1
03,00728,3,02367,05,03,1,27,01,102005,1,65,0210,1,500,23,1,1441,11,2,      ,092007,1,058000,1,2,      ,2,      ,000597.6009,1
03,00729,2,02368,04,03,1,25,01,022004,1,65,3113,8,500,01,2,    ,  ,1,032004,      ,2,      , ,2,      ,2,      ,000621.6655,2
03,00730,1,02384,03,03,2,26,02,052005,1,05,1430,1,213,36,1,1430,52,2,      ,052008,1,050800,1,2,      ,2,      ,000639.4868,1
03,00731,1,02384,02,03,2,26,03,082006,1,64,4115,4,223,03,2,    ,  ,2,      ,112006,1,070000,1,1,050000,1,016000,000639.4868,2
03,00731,1,02384,04,05,2,33,01,082005,2,04,5220,1,211,24,1,9131,13,2,      ,082007,1,025000,1,2,      ,2,      ,000639.4868,1
03,00732,2,02390,05,07,2,46,01,072006,3,65,1314,3,500,05,1,2231,02,2,      ,122006,1,060000,1,2,      ,2,      ,000469.1217,1
03,00733,2,02390,04,02,1,54,01,092004,2,05,5122,1,500,88,1,5133,24,2,      ,888888,1,120000,1,2,      ,2,      ,000490.8829,1
03,00734,3,02392,02,02,1,45,05,022006,2,05,7212,1,223,10,1,3142,50,2,      ,122006,1,130000,1,2,      ,2,      ,000513.3491,1
03,00735,4,02400,01,01,1,40,02,062006,2,05,5220,1,233,12,1,7123,31,2,      ,062007,1,020000,4,2,      ,2,      ,000526.9396,1
03,00736,4,02400,01,01,1,33,03,052006,2,04,7243,1,222,11,1,8340,21,2,      ,042007,1,080000,1,1,051000,2,      ,000620.4533,1
03,00737,4,02400,03,03,2,39,04,022005,4,05,9322,1,211,24,1,5131,57,2,      ,022007,1,180000,1,2,      ,1,010000,000515.5290,1
03,00738,4,02400,04,03,2,35,99,999999,1,65,2231,1,500,99,9,9999,99,9,999999,      ,9,999999,9,9,999999,9,999999,000515.5290,2
03,00739,3,02404,01,01,1,38,02,072004,2,04,9313,1,233,88,1,9313,53,2,      ,888888,1,030000,1,2,      ,2,      ,000544.4146,1
03,00740,3,02404,01,01,2,30,02,122003,4,03,7435,1,223,88,1,7435,48,2,      ,888888,2,      , ,2,      ,2,      ,000620.9302,1
03,00741,2,02407,05,02,1,41,02,062006,2,05,7221,1,232,12,1,7221,14,2,      ,062007,1,050000,4,2,      ,2,      ,000564.8580,1
03,00742,3,02420,01,01,1,33,01,012006,2,65,5220,1,214,24,1,7313,08,2,      ,012008,1,120000,1,2,      ,2,      ,000618.6674,1
03,00743,3,02420,81,02,1,33,03,012006,2,04,8322,6,500,88,1,9132,45,2,      ,888888,1,090000,1,2,      ,2,      ,000557.3403, 
03,00744,4,02436,02,03,1,50,01,082004,2,05,8322,1,233,26,1,8324,26,2,      ,102006,1,100000,1,2,      ,2,      ,000491.1448,1
03,00744,4,02436,03,05,2,47,02,062006,2,04,7435,1,233,24,1,5151,27,2,      ,062008,1,020000,1,2,      ,2,      ,000469.3720,1
03,00745,4,02436,02,03,2,37,02,112005,2,04,0232,1,213,36,1,9131,34,2,      ,112008,1,036000,1,2,      ,2,      ,000513.9619,1
03,00746,3,02442,05,03,1,28,07,022006,1,63,0232,1,500,08,1,8340,42,2,      ,102006,1,040000,1,2,      ,2,      ,000680.6676,1
03,00747,3,02442,03,03,1,36,01,102001,1,63,4190,1,300,58,1,4190,58,1,082006,      ,1,030000,1,1,200000,1,040000,000578.0786,1
03,00748,3,02442,01,01,2,65,01,032006,3,05,3412,4,500,12,2,    ,  ,2,      ,032007,2,      , ,2,      ,2,      ,000514.8789,2
03,00749,1,02444,01,01,1,59,01,122004,3,02,1314,4,223,01,2,    ,  ,1,012005,      ,2,      , ,2,      ,2,      ,000545.2448,2
03,00749,1,02444,02,03,2,34,02,102004,1,66,2155,4,223,02,2,    ,  ,1,122004,      ,2,      , ,2,      ,2,      ,000637.7448,2
03,00750,1,02444,04,08,1,31,02,122005,2,63,4211,1,233,24,1,4211,34,2,      ,122007,1,085000,1,2,      ,2,      ,000658.3883,1
03,00751,1,02444,02,02,2,39,02,012006,2,63,0232,1,214,24,1,9131,33,2,      ,012008,1,065000,1,2,      ,2,      ,000547.0489,1
03,00752,2,02464,04,03,2,21,01,122004,1,04,0210,1,212,06,1,3473,06,1,062005,      ,2,      , ,2,      ,2,      ,000559.8730,2
03,00753,4,02473,81,03,2,35,01,062002,1,61,4115,6,500,88,2,    ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000575.9184, 
03,00754,4,02473,07,02,1,44,01,022006,2,04,8321,1,232,24,1,7214,07,2,      ,022008,1,075000,4,2,      ,2,      ,000542.9371,1
03,00755,4,02473,03,03,2,21,01,062005,1,04,5123,4,222,00,2,    ,  ,1,062005,      ,2,      , ,2,      ,2,      ,000576.8703,2
03,00756,4,02473,05,02,1,48,01,072002,2,03,7136,1,233,54,1,7136,50,2,      ,032007,1,107000,4,2,      ,2,      ,000507.5987,1
03,00757,4,02473,02,04,2,40,01,072005,1,04,3429,1,233,24,1,5123,14,2,      ,072007,1,015000,4,2,      ,2,      ,000531.1801,1
03,00758,3,02475,81,03,2,38,01,072003,1,04,9131,1,213,36,1,9131,36,1,072006,      ,2,      , ,1,000000,2,      ,000560.2214,1
03,00759,3,02475,02,03,2,34,02,062005,4,04,0232,1,212,06,1,3473,12,1,122005,      ,2,      , ,2,      ,2,      ,000602.3671,2
03,00760,1,02476,05,08,1,30,01,032006,2,63,5220,1,214,36,1,7322,06,2,      ,032007,1,055000,1,2,      ,2,      ,000625.3896,1
03,00761,1,02476,06,02,1,43,01,072005,2,04,9313,1,232,24,1,7122,14,2,      ,072007,1,040000,1,2,      ,2,      ,000531.1320,1
03,00762,1,02476,04,02,1,38,04,122005,2,63,4132,1,500,10,1,9151,40,2,      ,102006,1,150000,1,2,      ,2,      ,000531.1320,1
03,00763,1,02476,06,02,1,42,05,052005,2,05,0232,1,212,24,1,5123,50,2,      ,052007,1,120000,1,2,      ,2,      ,000531.1320,1
03,00764,1,02479,05,03,2,24,01,092004,1,04,3473,4,212,05,1,3473,05,1,022005,      ,2,      , ,2,      ,2,      ,000539.2519,2
03,00765,3,02483,05,03,1,30,10,022006,1,65,3142,1,400,08,1,3142,55,2,      ,102006,1,360000,1,2,      ,2,      ,000618.3097,1
03,00766,3,02483,06,02,1,43,01,032006,2,04,7122,1,100,12,1,7122,06,2,      ,032007,1,057000,1,2,      ,2,      ,000525.1191,1
03,00767,3,02485,03,08,2,44,01,112004,2,03,9133,1,233,88,1,9131,22,2,      ,888888,1,030000,1,2,      ,2,      ,000498.8454,1
03,00768,3,02485,09,03,2,26,01,072006,1,04,8273,1,222,24,1,9131,02,2,      ,072008,2,      , ,2,      ,2,      ,000581.5495,1
03,00769,4,02494,06,05,1,38,02,102004,2,05,0232,1,233,31,1,8322,48,2,      ,052007,1,076000,4,2,      ,2,      ,000530.0124,1
03,00770,4,02494,03,03,2,24,01,012006,1,03,9322,1,221,24,1,3473,08,2,      ,012008,1,020300,2,2,      ,2,      ,000563.1378,1
03,00771,3,02495,03,02,1,31,02,022006,2,05,7243,1,233,15,1,4112,48,2,      ,052007,1,065000,1,2,      ,2,      ,000674.7107,1
03,00772,2,02503,04,03,2,27,02,022006,1,63,0232,1,234,12,1,4223,43,2,      ,022007,2,      , ,2,      ,2,      ,000649.9381,1
03,00773,2,02503,03,03,2,28,05,052006,1,63,0232,1,222,05,1,3121,57,2,      ,102006,1,105000,1,2,      ,2,      ,000649.9381,1
03,00774,2,02503,04,03,1,26,02,102005,1,63,4211,1,233,22,1,5220,36,2,      ,082007,1,035000,1,2,      ,2,      ,000670.9763,1
03,00774,2,02503,05,03,2,25,02,032006,1,68,3439,1,223,07,1,5220,14,2,      ,102006,1,010000,1,2,      ,2,      ,000649.9381,1
03,00775,4,02539,81,03,2,23,02,092003,2,03,0210,1,212,06,1,3473,12,1,032004,      ,2,      , ,2,      ,2,      ,000557.0180,2
03,00776,4,02539,03,03,1,23,01,022005,2,04,9322,1,233,18,1,9151,18,1,082006,      ,1,032500,4,1,026000,2,      ,000528.1061,1
03,00776,4,02539,06,03,2,24,02,092006,1,63,4132,1,213,24,1,7243,25,2,      ,092008,1,038800,4,1,140400,2,      ,000557.9387,1
03,00777,2,02547,81,03,2,30,01,072006,2,65,4211,6,500,88,1,5132,02,2,      ,888888,1,007500,1,2,      ,2,      ,000579.5824, 
03,00778,3,02528,81,03,1,35,01,072005,2,04,5123,6,212,88,1,9312,14,2,      ,888888,2,      , ,2,      ,2,      ,000576.0869, 
03,00779,4,02538,05,02,2,53,02,022005,2,04,7435,1,233,22,1,7435,55,2,      ,122006,1,057650,4,2,      ,2,      ,000454.5148,1
03,00779,4,02538,06,03,1,23,01,092006,1,05,0231,1,233,24,1,5123,00,2,      ,092008,2,      , ,2,      ,2,      ,000511.6028,1
03,00779,4,02538,07,03,1,31,01,092002,2,05,8321,1,233,51,1,7141,48,2,      ,122006,1,072500,4,2,      ,1,084600,000598.9875,1
03,00780,1,02578,01,01,1,48,01,072006,2,05,1130,4,500,03,2,    ,  ,2,      ,102006,2,      , ,2,      ,2,      ,000476.4242,2
03,00781,3,02580,06,03,1,40,01,102005,2,65,8273,1,233,24,1,7245,11,2,      ,102007,1,060000,1,2,      ,1,006000,000564.5321,1
03,00782,3,02580,03,03,1,27,01,102004,1,65,0232,1,500,11,1,8340,11,1,092005,      ,2,      , ,2,      ,2,      ,000664.7170,2
03,00783,3,02580,15,03,2,23,01,112001,1,04,5220,1,233,88,1,5132,59,2,      ,888888,1,050000,1,2,      ,2,      ,000599.8149,1
03,00784,3,02580,04,03,2,26,01,112004,1,05,8273,1,213,21,1,8273,21,2,      ,082007,1,090000,4,2,      ,2,      ,000643.8751,1
03,00785,3,02580,01,01,1,56,02,102003,2,04,0232,1,222,09,1,8340,18,1,072004,      ,2,      , ,2,      ,2,      ,000550.4859,2
03,00785,3,02580,02,02,2,32,01,022004,2,04,0232,1,212,03,1,3473,03,1,052004,      ,2,      , ,2,      ,2,      ,000643.8751,2
03,00786,1,02581,01,01,1,43,07,042006,2,65,7223,1,400,07,1,7233,48,2,      ,112006,1,151000,1,2,      ,2,      ,000549.0879,1
03,00787,2,02588,02,02,2,41,03,082004,2,05,7435,1,211,28,1,9131,54,2,      ,122006,1,080000,1,2,      ,2,      ,000497.6933,1
03,00788,1,03045,07,03,1,28,02,012005,2,05,4190,1,234,20,1,1442,36,1,092006,      ,1,075000,1,1,050000,2,      ,000597.9476,1
03,00789,3,03051,01,01,1,32,01,052006,2,04,8322,1,234,06,1,8322,04,2,      ,112006,1,064000,1,2,      ,2,      ,000597.9476,1
03,00790,3,03053,02,02,2,40,01,032002,2,63,1314,3,212,88,1,9322,54,2,      ,888888,1,060000,1,2,      ,2,      ,000526.6645,1
03,00791,3,03053,03,05,1,35,01,082006,2,04,7232,1,233,88,1,7232,01,2,      ,888888,1,010000,4,2,      ,2,      ,000538.3215,1
03,00792,2,03055,02,05,1,29,01,082006,2,63,5123,1,214,88,1,9322,01,2,      ,888888,2,      , ,2,      ,2,      ,000617.9518,1
03,00793,2,03055,05,03,2,32,02,032006,2,61,2341,3,500,88,1,2341,40,2,      ,888888,1,100000,2,2,      ,1,019000,000598.5762,1
