PREG,PHHNUM,PRPL,PPSU,PQ1_LNO,PQ2_REL,PQ3_SEX,PQ4_AGE,PQ5_TMSLEFT,PQ6_DTLEFT,PQ7_MSTAT,PQ8_HGRADE,PQ9_USOCC,PQ10_REASON,PQ11_CTRY,PQ12_STAY,PQ13_INDWORK,PQ14_OCCUP1,PQ15_NOMONTH,PQ16_RET,PQ17_DTRET,PQ18_DTEXP,PQ19_CASHREM,PQ20_CASHAMT,PQ21_MODE,PQ22_RET6MOS,PQ23_CASHHOME,PQ24_INKIND,PQ25_KINDAMT,PSWGT,PP6M_IND,PSVYYR
02,000435,1,50016,02,02,2,50,02,092002,2,05,51,3,500,88,1,41,36,2,      ,888888,1,010000,1,2,      ,2,      ,000279.8315,1,2004
02,000436,1,50016,02,03,2,36,03,032004,1,04,92,1,222,12,1,91,60,2,      ,022005,1,009000,1,2,      ,2,      ,000270.7396,1,2004
02,000437,3,57001,03,03,2,32,03,072004,1,61,02,1,235,48,1,91,50,2,      ,062008,1,003000,1,2,      ,2,      ,000340.1178,1,2004
02,000437,3,57001,05,05,2,39,01,042004,2,66,51,1,213,24,1,91,05,2,      ,032006,1,039000,1,2,      ,2,      ,000255.4803,1,2004
02,000438,3,57001,02,02,2,32,02,052004,2,03,02,1,213,36,1,51,51,1,052004,      ,1,008000,1,1,005000,2,      ,000340.1178,1,2004
02,000439,3,57001,01,01,1,30,04,062004,2,05,09,1,233,12,1,92,60,2,      ,052005,1,037000,1,1,050000,1,020000,000332.3247,1,2004
02,000440,3,57001,01,01,1,48,05,052002,2,04,61,1,233,34,1,81,60,2,      ,032005,1,120850,1,2,      ,2,      ,000297.0026,1,2004
02,000440,3,57001,02,02,2,48,03,052002,2,03,22,1,233,24,1,22,52,2,      ,032005,1,120850,1,2,      ,2,      ,000264.0598,1,2004
02,000441,3,57001,02,02,2,24,01,092001,2,05,02,1,222,88,1,91,36,2,      ,888888,2,      , ,2,      ,2,      ,000440.0328,1,2004
02,000442,2,57002,02,02,2,41,02,042004,2,03,92,1,221,24,1,91,28,2,      ,032006,1,037000,1,2,      ,2,      ,000257.4999,1,2004
02,000443,2,57002,02,02,2,34,02,112003,2,04,52,1,235,24,1,91,35,2,      ,102005,1,015000,1,2,      ,2,      ,000342.8065,1,2004
02,000444,3,57003,02,02,2,32,02,102002,2,05,92,1,231,24,1,42,60,2,      ,102004,1,012500,1,2,      ,2,      ,000365.6603,1,2004
02,000445,3,57003,06,03,2,33,03,072004,1,04,92,1,233,24,1,51,55,2,      ,062006,2,      , ,1,005000,2,      ,000365.6603,1,2004
02,000446,4,57004,06,08,2,29,02,022004,4,63,91,1,211,24,1,91,46,2,      ,012006,1,007000,4,2,      ,2,      ,000342.8065,1,2004
02,000446,4,57004,07,08,2,48,02,032004,3,04,91,1,211,33,1,91,46,2,      ,122006,1,034000,4,2,      ,2,      ,000266.1472,1,2004
02,000447,4,57004,04,03,2,26,01,122003,1,61,52,1,222,24,1,91,09,2,      ,112005,1,036000,4,2,      ,1,011000,000342.8065,1,2004
02,000448,4,57004,09,05,2,24,01,072004,2,05,02,1,222,24,1,91,02,2,      ,062006,2,      , ,2,      ,2,      ,000443.5113,1,2004
02,000449,4,57004,02,02,2,30,01,022001,2,04,02,1,222,24,1,91,01,1,032001,      ,2,      , ,2,      ,2,      ,000342.8065,2,2004
02,000450,4,57004,02,02,2,39,02,012000,2,05,91,1,211,19,1,91,19,1,082001,      ,2,      , ,2,      ,2,      ,000257.4999,2,2004
02,000451,4,57004,07,08,2,42,02,082004,2,04,91,1,222,24,1,91,48,2,      ,072006,1,045000,4,1,040000,2,      ,000257.4999,1,2004
02,000452,1,57006,04,02,2,33,99,999999,2,64,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000361.3752,2,2004
02,000453,1,57006,05,03,2,09,01,052004, ,01,  ,4,212,59,2,  ,  ,2,      ,042009,2,      , ,2,      ,2,      ,000243.8084,2,2004
02,000454,1,57006,02,02,2,28,02,042001,2,03,91,1,235,27,1,91,27,1,072003,      ,2,      , ,2,      ,2,      ,000361.3752,2,2004
02,000455,4,57006,05,03,2,27,02,082004,1,63,41,1,211,24,1,91,24,2,      ,082006,1,024000,4,1,024000,1,007000,000361.3752,1,2004
02,000456,2,57007,02,02,2,37,99,999999,2,02,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000255.4803,2,2004
02,000457,2,57007,02,02,2,29,01,072003,2,01,92,1,234,24,1,91,13,2,      ,062005,1,012000,4,2,      ,2,      ,000340.1178,1,2004
02,000458,2,57007,03,03,2,24,01,092002,1,63,92,1,222,36,1,91,24,2,      ,082005,1,038000,4,2,      ,2,      ,000440.0328,1,2004
02,000458,2,57007,07,05,2,26,01,082004,2,05,13,1,233,36,1,91,01,2,      ,072007,2,      , ,2,      ,2,      ,000340.1178,1,2004
03,000459,4,08001,08,03,2,26,02,042003,1,05,82,1,213,36,1,82,48,2,      ,042007,1,180000,1,2,      ,2,      ,000568.6271,1,2004
03,000460,4,08001,05,02,1,55,02,062003,2,62,42,1,233,24,1,42,39,2,      ,042005,1,060000,4,2,      ,2,      ,000522.4068,1,2004
03,000461,4,08001,03,03,2,18,01,042004,1,04,02,1,212,06,1,34,06,1,092004,      ,1,005000,4,1,010000,2,      ,000528.9925,1,2004
03,000462,3,08003,02,03,1,29,02,062003,4,68,09,1,214,07,1,83,36,1,012004,      ,2,      , ,2,      ,2,      ,000540.7710,2,2004
03,000462,3,08003,07,02,1,47,11,032004,2,05,83,1,600,12,1,83,60,2,      ,032005,1,240000,1,2,      ,2,      ,000459.9922,1,2004
03,000463,3,08003,05,03,2,31,01,101999,2,05,02,4,212,49,2,  ,  ,1,112003,      ,2,      , ,2,      ,2,      ,000535.1784,2,2004
03,000463,3,08003,09,05,1,41,01,112003,2,04,71,1,212,88,1,71,10,2,      ,888888,1,180000,1,2,      ,2,      ,000474.8260,1,2004
03,000464,3,08003,04,02,1,40,01,052002,2,05,83,1,233,88,1,93,29,2,      ,888888,1,150000,1,2,      ,2,      ,000474.8260,1,2004
03,000465,3,08003,06,05,1,28,02,072004,2,65,09,1,400,12,1,83,21,2,      ,072005,1,210000,1,2,      ,2,      ,000540.7710,1,2004
03,000466,3,08003,04,02,1,46,01,012002,2,61,23,1,300,36,1,23,32,2,      ,012005,2,      , ,2,      ,2,      ,000459.9922,1,2004
03,000466,3,08003,05,03,1,14,01,012002,1,03,02,5,300,36,2,  ,  ,2,      ,012005,2,      , ,2,      ,2,      ,000466.9550,2,2004
03,000466,3,08003,06,03,2,12,01,012002,1,03,02,5,300,36,2,  ,  ,2,      ,012005,2,      , ,2,      ,2,      ,000471.6042,2,2004
03,000467,3,08003,04,02,2,43,04,022004,2,65,22,1,234,12,1,22,48,2,      ,022005,1,090000,1,2,      ,2,      ,000469.9623,1,2004
03,000468,2,08004,05,02,1,51,99,999999,2,04,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000492.5639,2,2004
03,000469,2,08004,01,01,1,35,02,042002,2,05,09,1,234,24,1,51,24,1,062004,      ,1,030000,4,1,100000,2,      ,000508.4481,1,2004
03,000469,2,08004,05,08,1,30,03,022004,1,05,09,1,400,10,1,51,33,1,072004,      ,2,      , ,1,150000,2,      ,000579.0626,1,2004
03,000470,2,08004,02,02,2,32,01,082003,2,05,34,1,212,06,1,34,06,1,022004,      ,2,      , ,2,      ,2,      ,000573.0739,2,2004
03,000471,1,08005,01,01,1,39,04,052004,2,65,83,1,100,24,1,14,36,2,      ,052005,1,280000,1,2,      ,2,      ,000503.3362,1,2004
03,000472,1,08005,07,03,1,30,05,032004,1,04,09,1,234,12,1,71,36,2,      ,052005,1,030000,1,2,      ,2,      ,000573.2408,1,2004
03,000473,1,08005,05,06,2,19,01,052002,1,04,09,1,212,06,1,34,03,1,072002,      ,2,      , ,2,      ,2,      ,000527.7694,2,2004
03,000474,1,08005,02,02,1,32,02,022004,2,04,09,1,234,24,1,71,24,2,      ,022006,1,112000,1,2,      ,2,      ,000573.2408,1,2004
03,000475,1,08005,01,01,1,40,02,052004,2,04,09,1,233,12,1,83,36,2,      ,052005,1,040000,4,2,      ,2,      ,000503.3362,1,2004
03,000476,3,08006,07,02,1,33,02,032004,2,03,83,1,100,12,1,72,18,2,      ,032005,1,100000,1,2,      ,1,000250,000582.0322,1,2004
03,000477,3,08006,04,02,1,37,01,102003,2,04,09,1,233,88,1,93,12,2,      ,888888,1,011000,4,2,      ,2,      ,000511.0555,1,2004
03,000478,4,08007,08,03,1,24,01,092004,2,04,72,1,233,24,1,72,01,2,      ,092006,2,      , ,2,      ,2,      ,000488.7715,1,2004
03,000479,3,08008,04,02,1,36,02,052004,2,05,72,1,234,24,1,72,59,2,      ,052006,1,076000,1,1,050000,2,      ,000503.3362,1,2004
03,000480,3,08008,05,03,2,25,02,032004,1,05,82,1,213,24,1,82,48,2,      ,032006,1,102000,1,2,      ,2,      ,000567.3123,1,2004
03,000481,4,08009,02,02,2,35,02,122001,2,68,02,3,300,24,1,41,50,1,032003,      ,2,      , ,2,      ,2,      ,000469.6907,2,2004
03,000482,3,08010,05,02,1,39,01,072004,2,04,72,1,233,24,1,72,03,2,      ,072006,1,045000,4,2,      ,2,      ,000511.0555,1,2004
03,000483,3,08010,03,02,1,36,03,092004,2,05,61,1,235,24,1,51,60,2,      ,092006,1,060000,1,1,030000,1,007000,000511.0555,1,2004
03,000484,3,08010,06,02,1,30,01,012004,2,04,63,1,233,24,1,71,09,2,      ,012006,1,030000,4,2,      ,2,      ,000582.0322,1,2004
03,000485,1,08011,01,01,1,28,03,022004,2,05,93,1,233,12,1,71,41,2,      ,022005,1,060000,1,2,      ,2,      ,000572.5811,1,2004
03,000486,1,08011,88,03,2,25,01,032002,4,05,52,8,400,88,1,51,30,2,      ,888888,1,042000,1,2,      ,2,      ,000566.6595,1,2004
03,000487,2,08012,06,02,1,41,03,032004,2,04,83,3,500,18,1,41,60,2,      ,122005,1,120000,1,2,      ,2,      ,000474.8260,1,2004
03,000488,2,08013,04,02,1,56,03,022004,2,05,14,1,233,12,1,14,24,2,      ,122006,1,005600,1,2,      ,2,      ,000491.3928,1,2004
03,000489,2,08013,03,02,2,31,01,082002,2,04,41,1,235,48,1,51,25,2,      ,082006,1,033000,1,2,      ,2,      ,000534.8690,1,2004
03,000490,4,08014,03,03,2,27,99,999999,1,61,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000533.9410,2,2004
03,000491,4,08014,05,02,1,30,01,022004,2,05,51,1,233,24,1,31,08,2,      ,022006,1,030000,4,2,      ,2,      ,000539.5207,1,2004
03,000492,1,08016,03,02,1,40,04,052004,2,05,74,1,100,11,1,71,11,2,      ,042005,1,045000,1,2,      ,2,      ,000474.5515,1,2004
03,000493,1,08016,05,03,2,26,02,032002,1,61,11,1,212,88,1,82,24,2,      ,888888,1,120000,1,2,      ,2,      ,000534.8690,1,2004
03,000494,1,08016,01,01,1,26,01,122003,2,03,83,1,231,10,1,51,10,2,      ,102004,1,054000,4,2,      ,2,      ,000540.4584,1,2004
03,000495,2,14002,01,01,1,40,01,112002,2,05,72,1,233,24,1,72,22,2,      ,122004,1,060000,1,2,      ,2,      ,000503.9194,1,2004
03,000496,3,14004,06,02,1,40,02,022004,2,04,72,1,233,24,1,72,48,2,      ,022006,1,060000,4,2,      ,2,      ,000505.3100,1,2004
03,000497,3,14005,06,03,2,39,01,022004,1,05,72,1,213,36,1,72,07,2,      ,022007,1,020000,1,2,      ,2,      ,000468.8757,1,2004
03,000498,4,14007,07,03,1,53,01,122003,2,65,21,1,100,12,1,21,09,2,      ,012005,1,090000,1,2,      ,2,      ,000464.7783,1,2004
03,000499,4,14007,04,03,1,25,03,122003,1,65,23,1,212,10,1,72,20,2,      ,102004,1,120000,1,2,      ,1,045000,000546.3975,1,2004
03,000500,4,14007,06,04,1,37,01,022004,2,04,83,1,233,24,1,83,07,2,      ,022006,1,015000,1,2,      ,2,      ,000479.7664,1,2004
03,000500,4,14007,07,08,2,37,01,022004,2,04,02,1,233,24,1,91,07,2,      ,022006,1,015000,1,2,      ,2,      ,000474.8521,1,2004
03,000501,4,14007,13,02,2,48,02,062002,2,04,91,1,233,88,1,91,27,2,      ,888888,1,036000,4,2,      ,1,005000,000451.9406,1,2004
03,000502,4,14007,07,03,2,24,06,072004,1,04,02,1,212,06,1,34,36,2,      ,122004,1,016000,4,1,020000,1,020000,000503.0554,1,2004
03,000502,4,14007,08,03,2,22,03,082004,2,04,02,1,212,06,1,34,18,2,      ,012005,1,008000,4,2,      ,1,020000,000503.0554,1,2004
03,000503,2,14008,05,02,1,46,01,072004,2,04,72,1,233,24,1,72,03,2,      ,072006,1,020000,1,2,      ,2,      ,000487.6137,1,2004
03,000504,2,14008,04,08,1,36,01,072004,2,64,21,1,233,24,1,21,02,2,      ,072006,1,020000,1,2,      ,2,      ,000503.3382,1,2004
03,000505,2,14009,04,02,1,37,01,012004,2,04,72,1,233,24,1,72,08,2,      ,012006,1,055000,1,2,      ,2,      ,000479.7664,1,2004
03,000506,2,14009,06,02,1,43,01,121999,2,63,41,4,214,88,1,41,56,2,      ,888888,1,180000,1,2,      ,1,026000,000479.7664,1,2004
03,000507,2,14009,01,01,1,33,01,032000,2,04,91,4,400,12,1,51,06,1,092000,      ,2,      , ,2,      ,2,      ,000546.3975,2,2004
03,000507,2,14009,02,02,2,35,02,042003,2,61,02,4,400,13,1,51,13,1,052004,      ,2,      , ,1,100000,1,013300,000474.8521,1,2004
03,000508,4,14010,04,02,1,36,02,032002,2,05,72,1,233,88,1,71,48,2,      ,888888,2,      , ,2,      ,2,      ,000474.0026,1,2004
03,000509,4,14010,06,02,2,50,01,012004,2,01,74,1,233,24,1,74,08,2,      ,012006,1,050000,4,2,      ,2,      ,000446.5111,1,2004
03,000510,4,14011,05,02,2,27,04,082004,2,05,02,1,212,06,1,34,26,2,      ,022005,1,020000,1,1,050000,1,062000,000593.2204,1,2004
03,000511,4,14011,05,03,1,32,01,042004,1,63,23,1,234,12,1,23,05,2,      ,042005,1,125000,4,2,      ,1,035000,000599.4196,1,2004
03,000512,4,14011,01,01,1,28,03,122003,2,05,02,1,233,12,1,51,30,1,082004,      ,1,024000,4,1,030000,1,007050,000599.4196,1,2004
03,000513,4,14011,05,02,1,50,01,052004,2,05,02,1,233,12,1,72,04,2,      ,052005,1,035000,4,2,      ,2,      ,000509.8801,1,2004
03,000514,4,14011,03,03,1,19,01,042004,1,04,71,4,500,36,1,51,05,2,      ,042007,1,025000,4,2,      ,2,      ,000542.0939,1,2004
03,000515,3,14012,05,02,2,39,01,042004,2,05,02,1,213,88,1,51,05,2,      ,888888,1,020000,4,2,      ,2,      ,000499.6236,1,2004
03,000516,1,14014,06,02,1,44,01,072003,2,05,61,1,212,12,1,83,15,1,022004,      ,2,      , ,2,      ,2,      ,000535.7840,2,2004
03,000517,1,14014,06,02,1,36,01,102002,2,05,83,1,233,24,1,83,23,2,      ,102004,1,060000,1,2,      ,2,      ,000535.7840,1,2004
03,000518,1,14014,04,02,1,40,01,122002,2,04,83,1,233,24,1,83,21,2,      ,122004,1,060000,4,2,      ,2,      ,000535.7840,1,2004
03,000519,2,14015,01,01,1,38,04,042004,2,03,93,1,233,12,1,82,41,2,      ,042005,1,090000,4,2,      ,2,      ,000524.2487,1,2004
03,000520,2,14015,01,01,1,44,04,012003,2,04,13,1,233,18,1,14,48,1,092004,      ,1,085000,4,1,050000,1,032000,000524.2487,1,2004
03,000521,1,14018,05,02,1,53,03,022003,2,02,02,1,233,15,1,14,48,2,      ,122004,1,075000,4,2,      ,2,      ,000459.4605,1,2004
03,000522,1,14019,03,03,2,36,03,052004,1,03,51,1,233,24,1,51,60,2,      ,052006,1,060000,1,1,050000,1,001500,000497.0320,1,2004
03,000523,1,14019,01,01,1,40,01,112003,2,03,72,1,233,12,1,72,10,2,      ,112004,1,072000,1,2,      ,2,      ,000502.1758,1,2004
03,000524,4,14021,04,03,1,34,02,082004,1,05,92,1,231,24,1,12,54,2,      ,082006,1,078000,1,2,      ,2,      ,000592.6520,1,2004
03,000524,4,14021,07,05,2,30,02,082004,2,05,51,1,212,06,1,34,08,2,      ,022005,1,060000,4,2,      ,2,      ,000586.5228,1,2004
03,000525,4,14021,04,02,1,37,01,122001,2,05,71,1,400,88,1,71,34,2,      ,888888,1,065000,1,2,      ,2,      ,000520.3803,1,2004
03,000526,4,14021,01,01,1,40,01,012001,2,65,31,8,212,09,2,  ,  ,1,102001,      ,2,      , ,2,      ,2,      ,000520.3803,2,2004
03,000527,4,14021,05,02,1,45,05,052004,2,63,24,1,233,10,1,24,50,2,      ,032005,1,090000,1,2,      ,2,      ,000504.1234,1,2004
03,000528,4,14021,03,03,2,31,04,022002,1,04,02,1,212,06,1,34,24,1,082002,      ,2,      , ,2,      ,2,      ,000586.5228,2,2004
03,000528,4,14021,04,03,1,29,01,102003,2,04,72,1,233,24,1,72,11,2,      ,102005,2,      , ,2,      ,1,010000,000592.6520,1,2004
03,000529,2,14022,04,03,1,24,03,022004,1,63,02,1,234,24,1,42,36,2,      ,022006,1,090000,4,2,      ,2,      ,000561.6477,1,2004
03,000530,4,14023,05,03,2,24,01,112002,1,04,51,1,212,06,1,34,06,1,052003,      ,2,      , ,2,      ,2,      ,000582.7102,2,2004
03,000531,4,14023,04,07,2,49,03,012001,4,03,13,1,211,88,1,91,46,2,      ,888888,1,060000,1,2,      ,2,      ,000698.0023,1,2004
03,000532,4,14023,03,08,2,20,03,042004,2,04,91,1,212,06,1,34,12,2,      ,102004,1,051000,4,2,      ,2,      ,000582.7102,1,2004
03,000533,4,14023,01,01,2,72,03,052004,3,63,13,4,500,01,2,  ,  ,1,062004,      ,2,      , ,1,000000,2,      ,000532.7374,2,2004
03,000534,4,14023,88,03,1,28,04,012004,2,05,09,1,400,06,1,51,24,1,072004,      ,1,033300,1,1,999999,2,      ,000632.9151,1,2004
03,000535,2,14024,06,08,1,24,01,022001,2,04,51,3,300,48,1,93,08,2,      ,032005,2,      , ,2,      ,2,      ,000559.5623,1,2004
03,000536,2,14024,88,03,1,38,03,082004,2,63,41,1,233,24,1,52,48,2,      ,082006,2,      , ,2,      ,2,      ,000543.2828,1,2004
03,000537,4,14025,03,03,1,26,01,052004,1,05,02,4,214,00,2,  ,  ,1,062004,      ,2,      , ,1,000000,2,      ,000599.7657,2,2004
03,000538,4,14025,05,02,1,36,05,062004,2,65,09,1,400,14,1,31,30,2,      ,082005,1,230000,1,2,      ,2,      ,000526.6265,1,2004
03,000539,4,14025,03,02,1,35,01,022001,2,04,73,1,233,88,1,71,38,2,      ,888888,1,064000,1,2,      ,2,      ,000526.6265,1,2004
03,000540,4,14025,01,01,1,45,05,122003,2,65,02,1,400,07,1,31,39,1,072004,      ,1,105000,1,1,120000,2,      ,000510.1745,1,2004
03,000541,4,14027,02,02,2,46,02,122002,2,05,02,1,211,24,1,91,48,2,      ,122004,1,042000,1,2,      ,2,      ,000493.8431,1,2004
03,000542,4,14027,02,03,1,30,01,101999,1,04,71,1,213,24,1,93,25,1,102001,      ,2,      , ,2,      ,2,      ,000597.0577,2,2004
03,000543,1,14028,07,02,1,41,02,052004,2,65,12,1,233,24,1,83,50,2,      ,032005,1,150000,1,2,      ,2,      ,000643.0519,1,2004
03,000544,1,14028,07,03,2,52,03,042003,4,63,42,1,211,24,1,91,58,1,072004,      ,1,092000,1,1,050000,1,015000,000605.7558,1,2004
03,000545,1,14028,03,02,1,49,05,062004,2,05,83,3,400,10,1,83,50,2,      ,042005,1,180000,1,1,060000,2,      ,000622.9626,1,2004
03,000546,1,14029,03,03,2,22,01,122003,1,04,02,1,212,06,1,34,06,1,052004,      ,2,      , ,1,100000,2,      ,000498.7386,1,2004
03,000547,1,14029,01,01,1,30,03,042004,2,04,72,1,400,03,1,72,09,1,072004,      ,1,075000,1,1,050000,1,006000,000541.7088,1,2004
03,000548,1,14030,03,03,1,30,01,022003,1,05,73,1,233,33,1,73,19,2,      ,112005,1,060000,1,2,      ,2,      ,000563.0520,1,2004
03,000548,1,14030,04,03,1,27,01,032003,1,05,73,1,233,25,1,73,18,2,      ,042005,1,020000,1,2,      ,2,      ,000563.0520,1,2004
03,000549,1,14030,04,02,2,28,01,052004,2,03,02,1,212,06,1,34,04,2,      ,112004,1,016000,1,2,      ,2,      ,000557.2289,1,2004
03,000550,1,14030,01,01,1,51,01,092003,2,04,34,1,234,12,1,34,08,1,052004,      ,2,      , ,1,100000,2,      ,000478.9450,1,2004
03,000550,1,14030,03,03,1,23,01,022004,1,63,02,1,234,12,1,93,07,2,      ,102004,1,060000,1,2,      ,2,      ,000509.2043,1,2004
03,000551,4,14031,03,02,1,39,01,102003,2,65,13,1,500,88,1,72,11,2,      ,888888,1,075000,1,2,      ,2,      ,000552.6829,1,2004
03,000552,4,14032,05,02,1,34,01,052004,2,04,72,1,232,24,1,72,05,2,      ,052006,1,050000,4,2,      ,2,      ,000594.1604,1,2004
03,000553,4,14032,01,01,1,45,02,072001,2,05,73,1,233,24,1,73,48,1,112003,      ,2,      , ,2,      ,2,      ,000505.4065,2,2004
03,000554,4,14032,05,02,1,35,01,092003,2,04,73,1,235,15,1,73,12,2,      ,122004,1,120000,1,2,      ,2,      ,000521.7048,1,2004
03,000555,3,14033,02,02,2,44,01,082004,2,65,22,1,400,36,1,22,01,2,      ,082007,2,      , ,2,      ,2,      ,000468.3324,1,2004
03,000556,3,14033,07,03,1,44,02,092004,2,65,21,1,223,06,1,21,07,2,      ,042005,2,      , ,1,100000,2,      ,000473.1792,1,2004
03,000557,3,14033,01,01,1,51,01,012004,2,63,34,1,233,24,1,12,01,2,      ,102006,2,      , ,2,      ,2,      ,000458.3969,1,2004
03,000558,3,14033,03,03,1,29,01,062000,1,63,21,1,500,88,1,31,37,2,      ,888888,1,150000,1,2,      ,2,      ,000538.8955,1,2004
03,000559,3,14033,01,01,1,53,02,052004,2,65,21,1,500,12,1,21,15,2,      ,052005,2,      , ,1,100000,2,      ,000458.3969,1,2004
03,000560,2,14034,08,02,1,33,01,032001,2,65,21,1,400,88,1,21,42,2,      ,888888,1,077000,1,2,      ,2,      ,000539.8333,1,2004
03,000561,1,14035,05,03,2,24,02,062004,1,63,02,1,234,24,1,34,17,2,      ,062006,1,020000,1,2,      ,2,      ,000532.2043,1,2004
03,000562,2,14036,08,03,2,26,01,052003,1,04,02,1,235,24,1,51,17,2,      ,052005,1,120000,1,2,      ,2,      ,000533.9410,1,2004
03,000563,2,14036,01,01,1,56,02,092003,2,04,02,1,233,24,1,83,29,1,012004,      ,2,      , ,2,      ,2,      ,000490.5401,2,2004
03,000563,2,14036,07,03,2,31,02,122000,3,04,02,1,213,60,1,93,50,2,      ,122005,1,090000,1,2,      ,2,      ,000533.9410,1,2004
03,000564,2,14036,03,02,1,48,02,012004,2,05,02,1,234,24,1,82,33,2,      ,012006,1,125000,1,2,      ,2,      ,000458.9287,1,2004
03,000565,3,14037,02,02,2,28,04,082002,2,04,02,1,212,06,1,34,24,1,022003,      ,2,      , ,2,      ,2,      ,000534.2503,2,2004
03,000566,3,14037,01,01,1,51,02,092003,2,03,31,1,400,00,1,51,01,1,102003,      ,2,      , ,2,      ,2,      ,000459.1946,2,2004
03,000567,4,14038,02,02,1,41,01,012003,2,65,13,3,500,88,1,51,21,2,      ,888888,1,166500,1,2,      ,2,      ,000501.5945,1,2004
03,000568,3,14039,04,02,1,49,02,102002,2,05,72,1,233,24,1,72,47,2,      ,102004,1,060000,1,2,      ,1,005000,000458.9287,1,2004
03,000569,3,14039,01,01,1,32,02,022004,4,04,92,1,233,24,1,42,48,2,      ,022006,1,030000,1,2,      ,2,      ,000539.5207,1,2004
03,000570,2,14040,04,02,1,44,04,092004,2,64,02,1,400,12,1,14,30,2,      ,092005,1,030000,1,2,      ,2,      ,000543.5965,1,2004
03,000571,2,14040,04,03,2,28,01,112003,1,04,34,1,212,04,1,34,04,1,032004,      ,2,      , ,2,      ,2,      ,000612.6899,2,2004
03,000572,3,14041,06,05,1,25,01,112003,2,05,31,1,400,12,1,83,10,2,      ,102004,1,072000,1,2,      ,2,      ,000610.1950,1,2004
03,000573,3,14041,02,02,2,35,01,112002,2,05,02,1,235,12,1,91,05,1,042003,      ,2,      , ,2,      ,2,      ,000530.2959,2,2004
03,000574,3,14041,04,08,2,28,01,042003,2,05,82,1,235,24,1,82,18,2,      ,042005,1,015000,4,2,      ,2,      ,000603.8844,1,2004
03,000575,3,14041,02,02,2,49,01,062004,2,05,74,1,233,24,1,91,03,2,      ,062006,1,010000,4,2,      ,2,      ,000504.7093,1,2004
03,000576,4,14042,01,01,1,35,02,092004,2,05,82,1,233,24,1,82,24,2,      ,082006,2,      , ,2,      ,2,      ,000522.7951,1,2004
03,000577,3,14043,04,02,2,41,03,062004,2,05,02,1,211,12,1,91,40,2,      ,062005,1,006000,1,2,      ,2,      ,000502.9489,1,2004
03,000578,3,14043,03,05,1,34,03,102003,2,65,34,1,212,12,1,83,36,1,092004,      ,1,100000,1,1,040000,1,030000,000578.7276,1,2004
03,000579,2,14045,04,03,2,35,01,052000,1,02,74,1,213,24,1,74,01,1,062000,      ,2,      , ,2,      ,2,      ,000498.1805,2,2004
03,000580,1,14046,03,03,2,33,01,102000,4,03,02,1,234,34,1,91,33,1,072003,      ,2,      , ,2,      ,2,      ,000534.5597,2,2004
03,000581,4,14047,04,02,1,35,02,032004,2,05,51,1,232,12,1,83,30,2,      ,042005,1,065000,4,2,      ,2,      ,000499.5279,1,2004
03,000582,4,14047,03,03,1,33,01,032004,1,05,31,4,234,01,1,31,02,1,052004,      ,2,      , ,1,000000,2,      ,000568.9036,1,2004
03,000582,4,14047,07,03,2,31,02,012004,4,04,02,1,211,24,1,91,21,2,      ,012006,1,060000,1,2,      ,2,      ,000563.0200,1,2004
03,000583,4,14047,04,02,1,40,02,092002,2,65,02,1,400,27,1,83,24,2,      ,122004,1,180000,1,2,      ,2,      ,000499.5279,1,2004
03,000584,4,14047,01,01,2,28,01,121999,1,04,42,1,233,36,1,91,36,1,012003,      ,2,      , ,2,      ,2,      ,000563.0200,2,2004
03,000584,4,14047,02,07,2,51,02,072002,4,04,74,1,233,27,1,74,24,2,      ,102004,1,085000,4,2,      ,1,005000,000470.5560,1,2004
03,000585,4,14047,03,03,1,29,01,062003,1,03,72,1,214,24,1,72,06,1,012004,      ,2,      , ,2,      ,2,      ,000568.9036,2,2004
03,000586,1,14048,04,02,2,47,99,999999,2,05,99,3,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000463.8338,2,2004
03,000587,3,14049,02,02,2,37,01,112003,2,05,02,1,235,24,1,91,01,1,122003,      ,2,      , ,2,      ,2,      ,000522.1588,2,2004
03,000588,1,14050,04,02,2,33,02,032002,2,61,52,1,211,24,1,91,48,2,      ,032005,1,050000,1,2,      ,2,      ,000595.3250,1,2004
03,000589,1,14051,03,03,2,38,03,062001,2,05,32,1,233,24,1,32,60,1,092003,      ,2,      , ,2,      ,2,      ,000468.3324,2,2004
03,000589,1,14051,05,05,1,43,02,012004,2,05,71,1,233,15,1,71,24,2,      ,042005,1,100000,1,2,      ,2,      ,000473.1792,1,2004
03,000590,1,14051,01,01,1,34,01,102001,4,04,72,1,233,24,1,72,33,1,072004,      ,1,042500,1,1,050000,1,008100,000538.8955,1,2004
03,000591,1,14051,06,03,2,26,04,082004,1,04,52,1,212,06,1,34,19,2,      ,022005,1,114400,4,1,135200,1,004000,000533.3222,1,2004
03,000592,3,14052,01,01,1,40,06,022004,2,05,83,3,213,05,1,93,30,1,072004,      ,1,057000,2,1,150000,2,      ,000505.8955,1,2004
