PREG,PHHNUM,PRPL,PPSU,PQ1_LNO,PQ2_REL,PQ3_SEX,PQ4_AGE,PQ5_TMSLEFT,PQ6_DTLEFT,PQ7_MSTAT,PQ8_HGRADE,PQ9_USOCC,PQ10_REASON,PQ11_CTRY,PQ12_STAY,PQ13_INDWORK,PQ14_OCCUP1,PQ15_NOMONTH,PQ16_RET,PQ17_DTRET,PQ18_DTEXP,PQ19_CASHREM,PQ20_CASHAMT,PQ21_MODE,PQ22_RET6MOS,PQ23_CASHHOME,PQ24_INKIND,PQ25_KINDAMT,PSWGT,PP6M_IND,PSVYYR
11,001602,2,24084,03,03,2,23,04,062004,1,04,74,1,212,06,1,34,18,2,      ,012005,1,008000,1,2,      ,1,020000,000377.0282,1,2004
11,001603,2,24084,03,03,2,20,01,072004,1,04,02,1,212,02,1,34,02,1,092004,      ,2,      , ,1,015000,2,      ,000377.0282,1,2004
11,001604,4,24085,02,02,2,43,02,082002,2,02,02,1,231,27,1,91,38,2,      ,112004,1,022000,1,2,      ,2,      ,000342.9308,1,2004
11,001605,2,24086,88,02,1,49,01,072000,2,04,93,6,212,88,1,93,49,2,      ,888888,1,060000,1,2,      ,2,      ,000357.1116, ,2004
11,001606,2,24086,04,03,2,25,05,022004,1,04,93,1,231,24,1,91,47,2,      ,042006,2,      , ,2,      ,2,      ,000398.7079,1,2004
11,001606,2,24086,05,03,2,24,01,052004,1,04,93,1,235,36,1,91,04,2,      ,062007,2,      , ,2,      ,2,      ,000370.9170,1,2004
11,001607,2,24086,03,02,2,32,02,012004,2,05,91,1,234,07,1,91,48,1,082004,      ,2,      , ,1,050000,2,      ,000398.7079,1,2004
11,001608,1,24087,88,02,1,31,01,052000,2,01,64,3,223,01,1,64,01,1,062000,      ,2,      , ,2,      ,2,      ,000356.8125,2,2004
11,001609,3,24088,01,01,1,43,05,082004,2,65,13,1,400,09,1,31,33,2,      ,052005,1,022000,1,1,060000,1,038000,000348.6908,1,2004
11,001610,3,24088,03,02,2,31,01,122002,2,05,91,1,211,24,1,91,21,2,      ,122004,1,014000,1,2,      ,2,      ,000390.5188,1,2004
11,001611,3,24088,05,08,2,27,02,082004,1,61,91,1,222,24,1,91,29,2,      ,082006,2,      , ,2,      ,2,      ,000390.5188,1,2004
11,001612,4,24089,08,03,1,33,01,111999,1,05,91,1,233,60,1,14,58,2,      ,122004,2,      , ,2,      ,2,      ,000391.2164,1,2004
11,001612,4,24089,09,03,1,23,01,092003,1,05,02,1,233,24,1,31,12,2,      ,092005,2,      , ,2,      ,2,      ,000353.8022,1,2004
11,001613,4,24089,05,03,1,24,60,092004,1,04,64,3,223,01,1,64,60,1,092004,      ,2,      , ,1,013000,2,      ,000353.8022,1,2004
11,001613,4,24089,06,03,1,23,60,092004,1,04,64,3,223,01,1,64,60,1,092004,      ,2,      , ,1,024000,2,      ,000353.8022,1,2004
11,001614,4,24089,03,06,1,19,24,092004,1,03,64,3,223,01,1,64,41,1,092004,      ,2,      , ,1,000000,2,      ,000353.8022,1,2004
11,001615,4,24089,03,03,1,22,06,082004,1,01,64,3,223,02,1,64,16,2,      ,102004,2,      , ,2,      ,2,      ,000353.8022,1,2004
11,001616,4,24089,01,01,1,42,06,062001,2,03,24,3,223,01,1,64,06,1,072001,      ,2,      , ,2,      ,2,      ,000343.5090,2,2004
11,001617,2,24091,03,03,1,23,02,092004,1,01,64,3,223,02,1,64,04,2,      ,112004,2,      , ,1,001000,2,      ,000341.0499,1,2004
11,001618,3,25001,02,03,2,23,01,012001,1,61,02,1,233,42,1,33,44,2,      ,122004,1,020000,1,2,      ,2,      ,000344.1345,1,2004
11,001619,3,25006,04,03,2,56,01,042002,1,05,52,1,233,29,1,51,29,1,092004,      ,1,045000,1,1,020000,1,027750,000345.7597,1,2004
11,001620,4,25008,03,03,2,39,02,072002,4,63,42,1,233,29,1,51,60,2,      ,122004,2,      , ,2,      ,1,007000,000345.1435,1,2004
11,001621,4,25010,02,02,2,33,01,022002,2,65,22,1,231,34,1,22,31,2,      ,122004,1,060000,1,2,      ,2,      ,000370.2288,1,2004
11,001622,2,25014,03,03,2,26,02,032002,1,04,02,1,233,60,1,91,30,2,      ,032007,1,010000,1,2,      ,2,      ,000449.5458,1,2004
11,001622,2,25014,04,03,2,22,01,092003,1,05,02,1,233,60,1,91,12,2,      ,092008,1,025000,1,2,      ,2,      ,000418.2115,1,2004
11,001623,2,25014,02,02,2,37,01,092002,2,02,02,1,232,31,1,91,24,2,      ,042005,2,      , ,2,      ,2,      ,000394.7648,1,2004
11,001624,1,25016,02,02,2,32,01,032004,2,61,23,1,600,07,1,23,06,2,      ,102004,1,015000,1,2,      ,2,      ,000369.9187,1,2004
11,001625,1,25016,06,03,2,22,01,122001,1,03,02,1,212,60,1,51,33,2,      ,122006,1,050000,1,2,      ,2,      ,000344.1345,1,2004
11,001626,1,25016,01,01,2,28,01,082003,1,63,52,1,233,24,1,91,13,2,      ,092005,1,017000,1,2,      ,2,      ,000369.9187,1,2004
11,001627,1,82005,04,03,2,24,01,012004,4,03,02,1,211,24,1,91,08,2,      ,012006,2,      , ,2,      ,2,      ,000372.5480,1,2004
11,001628,2,82007,06,03,1,25,01,092002,1,65,92,1,213,27,1,93,24,2,      ,122004,1,056000,1,2,      ,1,002600,000407.2280,1,2004
11,001629,2,82010,07,03,2,21,01,082004,1,05,91,1,212,06,1,34,02,2,      ,032005,1,005000,1,2,      ,2,      ,000343.8461,1,2004
11,001630,1,82014,03,03,2,21,01,122001,1,05,02,1,212,36,1,34,33,2,      ,122004,1,030000,1,2,      ,1,030000,000345.2884,1,2004
11,001631,4,82019,04,03,2,29,01,062000,1,04,52,1,212,03,1,34,03,1,092000,      ,2,      , ,2,      ,2,      ,000369.9187,2,2004
12,001632,2,47005,11,08,2,24,01,052004,2,03,02,1,233,24,2,  ,  ,2,      ,052006,2,      , ,2,      ,2,      ,000336.2618,2,2004
12,001633,4,47006,05,03,2,21,01,082003,1,04,51,1,235,04,1,91,04,1,122003,      ,2,      , ,2,      ,2,      ,000345.0317,2,2004
12,001634,4,47006,06,03,2,40,01,112002,2,04,41,1,231,24,1,91,22,2,      ,122004,1,030700,1,2,      ,2,      ,000325.6879,1,2004
12,001635,4,47006,01,01,1,40,01,122001,2,05,34,1,233,72,1,33,34,2,      ,122007,1,060000,1,2,      ,1,004000,000326.8642,1,2004
12,001636,4,47012,09,04,1,48,01,112002,4,03,74,1,233,24,1,74,21,2,      ,122004,1,010000,1,2,      ,2,      ,000324.6577,1,2004
12,001637,2,47019,03,03,2,15,99,999999,1,03,99,3,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000337.8742,2,2004
12,001638,2,47019,02,03,2,31,99,999999,1,03,99,3,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000363.1893,2,2004
12,001639,4,47020,06,03,2,22,01,092003,1,64,41,1,222,12,1,91,12,2,      ,102004,1,037000,1,2,      ,2,      ,000340.7424,1,2004
12,001640,4,47020,01,01,1,31,05,022004,2,68,61,1,212,09,1,83,60,2,      ,122004,1,066000,1,2,      ,2,      ,000367.6321,1,2004
12,001641,1,47023,04,04,2,31,02,092004,1,61,23,1,235,24,1,51,32,2,      ,092006,2,      , ,2,      ,2,      ,000344.0740,1,2004
12,001642,1,47023,04,03,1,27,02,092002,1,68,02,1,212,38,1,83,23,2,      ,112005,2,      , ,2,      ,2,      ,000345.3513,1,2004
12,001642,1,47023,05,03,2,28,01,052002,4,63,13,1,231,24,1,91,24,1,062004,      ,2,      , ,1,040000,1,047000,000344.0740,1,2004
12,001643,4,47025,06,02,2,39,01,062004,2,04,02,1,233,20,1,91,04,2,      ,022006,2,      , ,2,      ,2,      ,000322.2144,1,2004
12,001644,4,47025,08,03,2,22,01,122002,1,02,02,1,231,24,1,91,01,2,      ,122004,1,038000,1,2,      ,2,      ,000341.3520,1,2004
12,001645,1,47026,09,03,1,23,01,012001,1,04,92,1,233,50,1,93,44,2,      ,032005,1,010000,1,2,      ,2,      ,000312.3235,1,2004
12,001646,3,47027,01,01,1,42,99,999999,2,03,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000303.5167,2,2004
12,001647,3,47027,04,03,2,23,99,999999,2,02,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000320.3866,2,2004
12,001648,3,47027,01,01,1,36,02,122003,2,05,92,1,211,14,1,93,21,2,      ,022005,1,020000,1,2,      ,2,      ,000303.5167,1,2004
12,001649,1,47028,04,03,2,34,01,042002,1,05,32,1,233,36,1,91,29,2,      ,042005,1,020000,1,2,      ,2,      ,000344.3915,1,2004
12,001650,2,47029,03,03,1,26,02,082004,1,64,51,1,400,12,1,83,16,2,      ,072005,1,016000,1,2,      ,2,      ,000368.2898,1,2004
12,001651,3,47031,04,03,2,25,02,092004,1,05,02,1,235,36,1,91,34,2,      ,092007,1,040000,1,1,000000,2,      ,000344.0740,1,2004
12,001652,3,47031,03,03,2,26,02,042002,1,64,02,1,213,36,1,82,48,2,      ,032005,1,011000,1,2,      ,2,      ,000344.0740,1,2004
12,001652,3,47031,04,03,2,25,01,062002,1,63,02,1,213,36,1,93,27,2,      ,062005,1,012500,1,2,      ,2,      ,000344.0740,1,2004
12,001653,3,47034,07,03,2,19,99,999999,1,03,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000352.1004,2,2004
12,001654,4,47036,02,02,2,25,99,999999,2,02,99,3,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000368.6507,2,2004
12,001655,4,47038,02,05,1,29,06,042004,2,68,02,1,400,04,1,83,48,1,082004,      ,1,090000,1,1,000000,2,      ,000363.2879,1,2004
12,001655,4,47038,08,06,1,21,99,999999,1,68,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000328.5447,2,2004
12,001656,4,47038,03,03,2,39,02,082003,1,05,32,1,233,48,1,91,24,2,      ,082007,1,018000,1,2,      ,2,      ,000317.8383,1,2004
12,001657,3,47041,04,03,1,28,02,032004,1,05,52,1,400,10,1,51,46,2,      ,012005,1,052000,1,1,050000,2,      ,000346.6257,1,2004
12,001658,2,63002,02,02,2,38,02,072001,2,03,02,1,222,28,1,91,48,1,112003,      ,1,014500,1,2,      ,1,002600,000331.7471,2,2004
12,001659,2,63002,02,03,2,21,01,122003,1,02,02,1,232,88,1,91,09,2,      ,888888,1,020000,1,2,      ,2,      ,000351.4508,1,2004
12,001660,1,63003,02,02,2,39,01,102003,2,04,02,1,234,88,1,91,11,2,      ,888888,1,014000,1,2,      ,2,      ,000319.9190,1,2004
12,001661,1,63006,01,01,1,47,01,012001,2,68,13,1,213,36,1,93,36,1,012004,      ,2,      , ,2,      ,2,      ,000323.0317,2,2004
12,001662,1,63006,09,02,1,40,07,092004,2,65,13,1,500,06,1,83,42,2,      ,042005,1,500000,1,2,      ,1,050000,000333.4488,1,2004
12,001663,1,63006,01,01,1,37,04,012004,2,66,09,1,233,12,1,93,48,2,      ,122004,1,180000,1,2,      ,2,      ,000333.4488,1,2004
12,001664,1,63006,06,02,2,38,01,062002,2,05,13,1,233,33,1,91,27,2,      ,032005,1,030000,1,2,      ,2,      ,000332.2488,1,2004
12,001665,1,63006,05,04,1,37,05,062004,1,63,14,1,300,13,1,93,55,2,      ,072005,1,042000,1,2,      ,2,      ,000333.4488,1,2004
12,001666,1,63008,01,01,1,57,01,102000,2,68,62,4,500,03,2,  ,  ,1,012001,      ,2,      , ,2,      ,2,      ,000313.7088,2,2004
12,001666,1,63008,02,02,2,49,01,102000,2,65,22,1,500,15,1,22,15,1,012002,      ,2,      , ,2,      ,2,      ,000287.3020,2,2004
12,001667,4,63010,11,08,2,47,01,082004,4,04,52,3,221,88,1,91,01,2,      ,888888,2,      , ,2,      ,2,      ,000317.8096,1,2004
12,001668,1,63010,01,01,1,45,05,012004,2,63,12,1,300,11,1,12,55,2,      ,122004,1,360000,1,2,      ,2,      ,000324.6577,1,2004
12,001669,4,63010,01,01,1,37,01,092002,2,05,82,1,233,36,1,82,24,2,      ,092005,1,060000,1,2,      ,2,      ,000335.1272,1,2004
12,001670,1,63011,12,03,2,21,99,999999,1,03,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000351.3918,2,2004
12,001671,2,63013,01,01,1,35,99,999999,2,68,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000321.8921,2,2004
12,001672,2,63016,07,03,2,26,01,022002,1,03,02,1,222,06,1,91,06,1,082002,      ,2,      , ,2,      ,2,      ,000293.0251,2,2004
12,001673,2,63016,05,08,2,32,02,122002,1,05,09,1,233,24,1,91,48,2,      ,122004,1,052000,1,2,      ,1,023000,000293.0251,1,2004
12,001674,4,63017,02,07,2,51,01,082002,3,03,13,1,222,88,1,91,25,2,      ,888888,1,032000,1,2,      ,2,      ,000300.1820,1,2004
12,001675,4,63017,03,02,2,20,01,062004,2,04,02,1,233,88,1,91,03,2,      ,888888,2,      , ,2,      ,2,      ,000334.1328,1,2004
12,001676,4,63017,04,03,1,26,01,012002,1,64,91,1,233,88,1,41,32,2,      ,888888,1,052000,1,2,      ,2,      ,000360.5009,1,2004
12,001677,4,63017,05,03,2,39,03,052004,2,03,02,3,234,88,1,91,48,2,      ,888888,1,027000,1,1,150000,1,039000,000315.4000,1,2004
12,001678,1,63018,02,02,2,34,02,052002,2,05,02,1,235,48,1,91,40,2,      ,052006,1,004500,1,2,      ,2,      ,000432.4051,1,2004
12,001679,3,63020,09,03,2,20,01,092004,1,04,93,1,212,06,1,34,01,2,      ,032005,2,      , ,2,      ,2,      ,000217.8051,1,2004
12,001680,3,63023,06,02,1,34,02,062003,2,04,72,3,221,88,1,72,24,2,      ,888888,1,005000,1,2,      ,2,      ,000414.1667,1,2004
12,001681,3,63025,01,01,1,22,01,112000,2,04,83,3,212,36,1,52,36,1,112003,      ,2,      , ,2,      ,2,      ,000387.6803,2,2004
12,001682,3,63025,01,01,1,47,04,072004,2,68,09,1,400,10,1,72,40,2,      ,052005,2,      , ,1,100000,2,      ,000364.6425,1,2004
12,001683,3,63025,01,01,1,29,01,062004,2,68,83,1,231,06,1,83,03,2,      ,012005,2,      , ,2,      ,2,      ,000428.6770,1,2004
12,001683,3,63025,02,02,2,32,01,032004,2,05,51,1,231,06,1,51,06,1,082004,      ,1,010000,1,1,070000,1,015200,000427.0916,1,2004
12,001684,1,63025,01,01,1,34,02,082004,2,04,13,1,233,24,1,71,20,2,      ,082006,2,      , ,2,      ,2,      ,000428.6770,1,2004
12,001685,4,63026,01,01,1,34,01,052002,2,05,83,1,233,29,1,93,28,2,      ,112004,1,055000,1,2,      ,2,      ,000428.6770,1,2004
12,001686,1,63029,03,02,1,40,04,092004,2,68,09,1,500,08,1,83,40,2,      ,052005,1,020000,1,1,200000,1,020000,000385.5502,1,2004
12,001687,3,63030,04,05,1,30,01,092003,2,05,09,1,300,15,1,83,12,2,      ,122004,1,060000,2,2,      ,2,      ,000439.0963,1,2004
12,001688,3,63034,02,02,2,48,05,012003,2,05,13,1,211,18,1,91,55,1,082004,      ,2,      , ,1,180000,2,      ,000306.1724,1,2004
12,001688,3,63034,07,03,1,25,02,062003,1,61,02,1,300,88,1,24,45,2,      ,888888,1,085000,1,2,      ,2,      ,000367.6950,1,2004
12,001689,3,63034,05,03,2,20,01,092004,1,05,02,1,231,88,1,91,01,2,      ,888888,2,      , ,2,      ,2,      ,000340.8007,1,2004
12,001690,3,63036,07,02,1,35,01,102003,2,65,41,1,233,14,1,21,11,2,      ,122004,1,080000,1,2,      ,2,      ,000660.4599,1,2004
12,001691,3,63036,03,05,1,21,01,072004,2,68,09,1,400,88,1,83,02,2,      ,888888,2,      , ,2,      ,2,      ,000680.2506,1,2004
12,001692,3,63036,01,01,1,40,02,092000,2,68,09,1,231,88,1,71,50,2,      ,888888,1,046500,1,2,      ,2,      ,000660.4599,1,2004
12,001693,2,63037,05,02,2,42,02,082004,2,04,02,1,231,24,1,91,25,2,      ,082006,1,016000,1,1,040000,1,007500,000324.7873,1,2004
12,001694,1,63038,02,03,2,27,01,112003,1,63,02,1,231,24,1,91,10,2,      ,112005,2,      , ,2,      ,2,      ,000363.0643,1,2004
12,001695,2,63040,01,01,2,36,01,082004,4,05,13,3,500,24,1,51,02,2,      ,082006,1,005000,1,2,      ,2,      ,000326.2882,1,2004
12,001696,3,63041,03,07,2,49,02,032002,3,05,02,1,234,88,1,91,60,2,      ,888888,1,030000,2,2,      ,2,      ,000315.6873,1,2004
12,001697,4,63043,08,03,2,22,01,102003,1,61,02,7,214,24,1,24,11,2,      ,102005,1,015000,1,2,      ,2,      ,000336.9383, ,2004
12,001698,1,63046,02,02,2,46,01,092001,2,04,52,1,231,13,1,91,13,1,102002,      ,2,      , ,2,      ,2,      ,000359.0597,2,2004
12,001699,1,63046,05,03,2,24,01,072004,1,04,52,1,212,07,1,34,02,2,      ,022005,1,004000,1,2,      ,2,      ,000399.6696,1,2004
12,001700,4,63048,06,03,2,22,01,042004,1,05,02,1,222,24,1,91,05,2,      ,042006,1,017000,1,2,      ,2,      ,000346.7655,1,2004
12,001701,2,63057,02,03,2,49,01,032003,3,05,02,3,231,24,1,91,18,2,      ,032005,2,      , ,2,      ,2,      ,000320.5104,1,2004
12,001702,2,63057,01,01,1,45,05,052003,2,05,61,1,221,06,1,83,24,1,112003,      ,2,      , ,2,      ,2,      ,000327.4167,2,2004
12,001703,1,65003,07,03,2,27,01,022002,1,04,92,1,235,36,1,91,31,2,      ,022005,1,012000,1,2,      ,2,      ,000344.3915,1,2004
12,001704,4,65005,02,02,2,28,02,052004,2,05,02,1,231,24,1,91,25,2,      ,052006,2,      , ,2,      ,2,      ,000370.5413,1,2004
12,001705,1,65009,03,03,2,23,02,092004,1,02,02,1,232,24,1,91,36,2,      ,092006,1,016000,1,1,050000,2,      ,000320.0913,1,2004
12,001706,1,65009,02,03,2,27,01,062003,1,04,02,1,222,36,1,91,16,2,      ,062006,1,010000,1,2,      ,2,      ,000344.0740,1,2004
12,001707,4,65013,03,03,2,24,02,032004,1,04,52,1,233,24,1,91,18,2,      ,042006,1,010000,1,2,      ,2,      ,000320.0913,1,2004
12,001708,4,65013,03,03,2,31,01,122002,1,03,02,1,233,25,1,91,21,2,      ,012005,1,013000,1,2,      ,2,      ,000344.0740,1,2004
12,001709,3,65014,02,03,2,34,01,042002,1,05,52,1,235,88,1,52,29,2,      ,888888,1,015000,1,2,      ,2,      ,000375.6998,1,2004
12,001710,3,65014,06,03,1,29,02,102003,1,65,41,1,213,24,1,72,56,2,      ,112005,1,030000,1,2,      ,2,      ,000377.0944,1,2004
12,001711,1,65017,02,02,2,20,01,012003,2,03,02,1,233,24,1,91,20,2,      ,012005,1,048000,1,2,      ,2,      ,000360.1851,1,2004
12,001712,3,65023,04,03,2,30,01,022004,1,65,22,3,400,12,1,22,07,2,      ,022005,1,258000,1,2,      ,2,      ,000344.0740,1,2004
12,001713,3,65023,02,02,2,35,01,032004,2,04,92,1,222,24,1,91,06,2,      ,032006,2,      , ,2,      ,2,      ,000302.1457,1,2004
12,001714,3,65024,02,02,2,29,01,082004,2,04,91,1,234,24,1,91,01,2,      ,092006,2,      , ,2,      ,2,      ,000370.5413,1,2004
12,001715,3,80004,02,02,2,34,01,012003,2,01,02,1,233,24,1,91,08,2,      ,012005,2,      , ,2,      ,2,      ,000375.0072,1,2004
12,001716,1,80005,01,01,1,36,04,092002,2,04,82,1,233,24,1,82,55,1,092004,      ,1,025000,1,1,020000,1,003500,000302.3978,1,2004
12,001717,1,80005,06,06,1,28,01,122003,2,68,09,1,212,12,1,83,01,2,      ,122004,1,020000,1,2,      ,2,      ,000344.3955,1,2004
12,001718,4,80007,08,05,2,28,02,012004,2,61,02,1,234,36,1,91,32,2,      ,012007,1,028000,5,2,      ,2,      ,000363.9776,1,2004
12,001719,1,80009,04,03,2,24,01,082001,1,03,51,8,500,24,2,  ,  ,1,072003,      ,2,      , ,2,      ,2,      ,000342.3222,2,2004
12,001720,4,80013,02,02,2,55,99,999999,2,00,99,3,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000324.6640,2,2004
12,001721,2,80015,01,01,1,31,01,112000,2,65,51,1,213,36,1,93,36,1,112003,      ,2,      , ,2,      ,2,      ,000345.0327,2,2004
12,001722,3,98001,03,03,2,29,01,052001,1,65,22,1,233,88,1,22,40,2,      ,888888,1,060000,1,2,      ,2,      ,000367.6895,1,2004
12,001723,3,98001,01,01,1,55,02,122001,2,01,61,1,233,36,1,64,57,2,      ,122004,1,030000,1,2,      ,2,      ,000335.5497,1,2004
12,001723,3,98001,02,02,2,50,01,032000,2,01,74,8,233,01,2,  ,  ,1,042000,      ,2,      , ,2,      ,2,      ,000307.3043,2,2004
12,001723,3,98001,03,03,2,30,02,092004,1,68,02,1,233,24,1,42,37,2,      ,092006,1,060000,1,1,010000,1,019000,000367.6895,1,2004
12,001723,3,98001,04,03,2,28,01,122002,1,05,51,1,233,24,1,51,21,2,      ,122004,1,025000,1,2,      ,1,008000,000367.6895,1,2004
12,001724,3,98001,13,08,2,28,01,102001,2,05,02,1,231,24,1,91,24,1,102003,      ,2,      , ,2,      ,2,      ,000367.6895,2,2004
12,001724,3,98001,16,08,2,37,02,032003,4,00,91,1,233,24,1,91,42,2,      ,032005,1,010000,1,2,      ,2,      ,000322.8834,1,2004
12,001725,3,98001,06,08,2,29,02,022002,1,05,02,1,233,36,1,51,55,2,      ,022005,1,050000,1,2,      ,2,      ,000367.6895,1,2004
12,001726,2,98002,02,02,2,25,01,032004,2,01,02,1,234,88,1,91,06,2,      ,888888,2,      , ,2,      ,2,      ,000387.4405,1,2004
12,001727,3,98003,10,03,2,28,02,102003,2,61,13,1,231,13,1,91,28,2,      ,112004,2,      , ,2,      ,2,      ,000382.6572,1,2004
12,001728,1,98004,02,03,2,28,01,122002,1,63,41,1,234,24,1,34,21,2,      ,122004,1,050000,1,2,      ,2,      ,000344.7089,1,2004
12,001729,1,98004,02,02,2,32,02,032001,2,04,02,1,232,18,1,91,18,1,092002,      ,2,      , ,2,      ,2,      ,000344.7089,2,2004
12,001730,4,98005,07,08,2,40,01,112002,2,68,02,1,231,60,1,51,22,2,      ,112007,1,021000,1,2,      ,2,      ,000322.8834,1,2004
12,001731,4,98005,03,07,2,85,02,092004,3,71,02,4,500,00,2,  ,  ,1,092004,      ,2,      , ,1,000000,2,      ,000312.7258,2,2004
12,001732,2,98006,04,03,2,31,03,022002,1,65,22,1,233,12,1,22,55,1,092004,      ,1,017000,1,1,035000,1,026000,000367.6895,1,2004
12,001733,2,98006,03,03,2,45,03,102003,1,05,61,1,233,48,1,74,48,2,      ,102007,2,      , ,2,      ,2,      ,000307.3043,1,2004
12,001734,1,98007,01,01,2,32,02,112003,3,03,02,1,234,24,1,91,38,2,      ,112005,1,020000,1,2,      ,2,      ,000382.6572,1,2004
12,001735,1,98007,01,01,1,30,01,082003,2,05,83,1,233,24,1,83,13,2,      ,082005,1,055000,1,2,      ,2,      ,000384.0777,1,2004
12,001736,1,98007,02,03,2,34,02,082000,1,61,23,1,233,24,1,23,53,2,      ,012005,1,016800,1,2,      ,1,014000,000382.6572,1,2004
12,001736,1,98007,03,03,2,30,01,092003,1,66,74,1,233,24,1,51,12,2,      ,092005,1,005000,1,2,      ,1,012500,000382.6572,1,2004
12,001737,1,98007,01,01,1,38,01,042000,2,03,61,1,233,36,1,14,36,1,042003,      ,2,      , ,2,      ,2,      ,000337.2408,2,2004
12,001737,1,98007,04,04,2,31,01,102003,4,03,02,1,235,24,1,91,11,2,      ,102005,2,      , ,2,      ,2,      ,000382.6572,1,2004
12,001738,4,98008,04,03,1,35,02,052002,2,04,83,1,233,24,1,83,48,1,052004,      ,2,      , ,1,022000,2,      ,000341.4564,1,2004
12,001738,4,98008,09,05,2,36,02,062002,2,65,02,1,233,24,1,51,57,1,062004,      ,2,      , ,1,020000,2,      ,000340.2276,1,2004
13,001739,2,39001,01,01,2,53,01,082004,4,04,13,1,211,24,1,51,01,2,      ,082006,1,010000,1,2,      ,2,      ,000535.3644,1,2004
13,001740,3,39005,01,01,1,37,02,032004,2,66,09,1,212,11,1,31,22,2,      ,022005,2,      , ,2,      ,2,      ,000461.3502,1,2004
13,001741,1,39006,04,03,2,26,01,102003,4,04,52,1,400,24,1,51,11,2,      ,122005,2,      , ,2,      ,2,      ,000496.7359,1,2004
13,001742,1,39006,01,01,1,35,03,112003,2,65,09,1,212,08,1,83,24,1,072004,      ,1,060000,2,1,200000,2,      ,000422.7266,1,2004
13,001743,2,39008,06,08,2,41,02,082004,3,03,91,1,211,24,1,91,24,2,      ,092006,2,      , ,1,999999,2,      ,000516.1624,1,2004
13,001744,2,39009,05,05,1,32,01,112000,2,05,51,1,500,88,1,51,46,2,      ,888888,2,      , ,2,      ,2,      ,000523.0376,1,2004
13,001744,2,39009,06,03,2,29,03,082003,2,65,22,1,400,16,1,22,36,2,      ,122005,1,220000,1,2,      ,1,066600,000539.6597,1,2004
13,001745,2,39009,02,03,1,34,01,012004,2,05,09,1,233,24,1,41,08,2,      ,012006,1,020000,4,2,      ,2,      ,000523.0376,1,2004
13,001745,2,39009,08,03,1,32,04,022004,2,63,41,1,500,10,1,83,36,2,      ,122004,2,      , ,2,      ,2,      ,000523.0376,1,2004
13,001745,2,39009,11,03,2,27,01,012004,2,63,41,1,233,12,1,51,08,2,      ,012005,2,      , ,2,      ,2,      ,000539.6597,1,2004
13,001746,3,39010,03,03,1,30,01,062004,1,65,09,1,214,09,1,83,03,2,      ,042005,1,010000,1,2,      ,2,      ,000523.0376,1,2004
13,001747,3,39011,02,03,1,54,03,012004,2,65,21,1,233,14,1,21,60,2,      ,032005,1,065000,4,2,      ,2,      ,000436.8218,1,2004
13,001747,3,39011,03,05,2,44,03,012004,2,05,32,1,500,14,1,51,60,2,      ,032005,1,075000,4,2,      ,2,      ,000465.2847,1,2004
13,001748,2,39012,02,02,2,24,01,032004,2,05,02,1,213,36,1,74,06,2,      ,032007,2,      , ,2,      ,2,      ,000541.7405,1,2004
13,001749,1,39013,01,01,1,49,03,072002,2,05,09,1,400,34,1,14,30,1,032004,      ,1,040000,1,2,      ,2,      ,000461.0277,2,2004
13,001750,4,39018,01,01,1,48,05,112003,2,61,31,1,500,10,1,31,50,2,      ,102004,1,080000,1,2,      ,2,      ,000612.1100,1,2004
13,001751,1,39019,02,02,1,53,02,062003,2,04,72,1,233,24,1,83,40,2,      ,062005,1,048000,4,2,      ,2,      ,000530.4953,1,2004
13,001752,1,39019,01,01,1,47,01,012004,2,05,83,1,233,24,1,83,09,2,      ,012006,1,065000,4,2,      ,2,      ,000530.4953,1,2004
13,001753,1,39021,01,01,1,49,04,022004,2,05,09,1,400,09,1,31,40,2,      ,112004,1,120000,1,2,      ,2,      ,000457.0421,1,2004
13,001753,1,39021,05,08,1,29,04,082004,1,05,83,1,400,10,1,83,40,2,      ,052005,1,300000,1,2,      ,2,      ,000537.3029,1,2004
13,001753,1,39021,07,08,1,37,04,072004,1,05,09,1,400,09,1,31,40,2,      ,042005,1,040000,1,2,      ,2,      ,000471.7808,1,2004
13,001753,1,39021,08,08,1,35,04,052004,1,05,09,1,400,09,1,31,40,2,      ,022005,1,080000,1,2,      ,2,      ,000471.7808,1,2004
13,001753,1,39021,09,08,1,38,04,052004,1,05,09,1,400,09,1,72,40,2,      ,022005,1,060000,1,2,      ,2,      ,000471.7808,1,2004
13,001753,1,39021,10,08,1,42,04,022004,1,05,09,1,400,09,1,72,40,2,      ,112004,1,060000,1,2,      ,2,      ,000471.7808,1,2004
