RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_CTRY,RQ12_STAY,RQ13_INDWORK,RQ14_OCCUP1,RQ15_NOMONTH,RQ16_RET,RQ17M_DTRET,RQ17Y_DTRET,RQ18M_DTEXP,RQ18Y_DTEXP,RQ19_CASHREM,RQ20_CASHAMT,RQ21_MODE,RQ221C_CONSUM,RQ221P_CONSUM,RQ222C_INVEST,RQ222P_INVEST,RQ223C_SAVINGS,RQ223P_SAVINGS,RQ224C_OTHERS,RQ224P_OTHERS,RQ23_RET6MOS,RQ24_CASHHOME,RQ25_INKIND,RQ26_KINDAMT,RSWGT,RP6M_IND
01,0022,002,00052,08,03,2,47,02,06,2005,1,05,021,1,500,88,1,413,51,2,,,88,8888,1,0014000,4,1,100,,,,,,,2,,2,,000381.0730,1
01,0023,003,00067,03,03,2,35,03,01,2007,1,04,512,1,234,29,1,913,58,2,,,06,2009,1,0065000,5,1,100,,,,,,,2,,2,,000414.3567,1
01,0024,003,00067,04,05,2,27,02,11,2006,2,63,911,1,222,25,1,913,58,2,,,12,2008,1,0090000,1,1,040,2,060,,,,,2,,2,,000508.3430,1
01,0025,003,00067,03,03,1,33,02,09,2007,1,05,921,1,233,16,1,149,36,2,,,01,2009,1,0047000,4,1,100,,,,,,,2,,2,,000500.1678,1
01,0026,003,00085,06,03,1,34,02,06,2008,1,65,215,1,234,23,1,215,48,2,,,05,2010,2,,,,,,,,,,,1,0060000,2,,000498.6487,1
01,0027,004,00092,01,01,2,52,02,07,2008,4,61,234,1,222,88,1,913,35,2,,,88,8888,1,0017000,1,1,100,,,,,,,1,0015000,2,,000378.7652,1
01,0028,004,00092,04,05,2,32,01,12,2005,2,04,512,1,222,88,1,913,33,2,,,88,8888,1,0032000,1,1,100,,,,,,,2,,1,0005000,000506.7991,1
01,0029,004,00092,04,05,2,36,02,05,2007,2,05,411,1,222,17,1,913,54,2,,,12,2008,1,0026000,1,1,100,,,,,,,2,,2,,000413.0982,1
01,0030,004,00092,08,06,1,27,02,09,2008,1,61,231,1,214,24,1,231,24,2,,,08,2010,1,0007000,1,1,100,,,,,,,1,0050000,2,,000498.6487,1
01,0031,004,00099,02,02,2,50,02,05,2008,2,63,021,1,211,23,1,913,55,2,,,04,2010,1,0040000,1,1,100,,,,,,,1,0050000,2,,000404.8900,1
01,0031,004,00099,03,03,2,24,02,05,2008,1,63,023,1,211,23,1,913,26,2,,,04,2010,1,0025000,1,1,100,,,,,,,1,0065000,2,,000495.6983,1
01,0031,004,00099,05,03,2,25,01,04,2005,2,05,021,1,500,24,1,913,41,2,,,04,2010,1,0044000,1,1,100,,,,,,,2,,2,,000541.7549,1
01,0032,004,00099,02,02,2,40,02,04,2006,2,05,021,1,211,47,1,913,55,2,,,03,2010,1,0055000,1,1,100,,,,,,,2,,2,,000441.5911,1
01,0033,004,00107,01,01,2,58,01,10,2007,3,02,921,4,211,04,2,,,1,02,2008,,,2,,,,,,,,,,,2,,2,,000369.0194,2
01,0034,004,00107,02,02,2,51,02,05,2007,2,05,913,1,211,37,1,913,58,2,,,06,2010,1,0010000,1,1,085,2,010,3,005,,,2,,2,,000380.2076,1
01,0035,001,00109,02,02,2,31,01,04,2006,2,04,021,1,222,36,1,913,29,2,,,04,2009,1,0010000,1,1,070,2,020,3,010,,,2,,2,,000508.3430,1
01,0036,001,00109,81,03,2,21,01,04,2007,1,65,021,4,300,88,2,,,2,,,88,8888,2,,,,,,,,,,,2,,2,,000404.3519,2
01,0037,001,00109,04,07,2,38,02,09,2008,3,04,913,1,211,24,1,913,56,2,,,09,2010,1,0004000,1,1,100,,,,,,,1,0005000,2,,000414.3567,1
01,0038,001,00109,02,02,2,44,02,08,2005,2,63,921,1,500,88,1,913,37,2,,,88,8888,1,0012000,1,1,095,,,3,005,,,2,,2,,000414.3567,1
01,0039,001,00109,02,02,2,55,02,03,2006,2,03,913,1,211,36,1,913,52,2,,,03,2009,1,0009000,1,1,090,2,005,3,005,,,2,,2,,000368.7394,1
01,0040,001,00109,02,02,2,40,01,11,2005,2,05,921,1,221,37,1,913,34,2,,,12,2008,1,0010000,1,1,100,,,,,,,2,,2,,000414.3567,1
01,0041,001,00109,05,05,2,30,02,10,2007,2,04,913,1,211,37,1,913,45,2,,,11,2010,1,0010500,1,1,080,2,015,3,005,,,2,,2,,000508.3430,1
01,0042,002,00123,03,08,2,40,01,05,2007,3,04,913,1,211,24,1,913,16,2,,,05,2009,1,0020000,4,1,100,,,,,,,2,,2,,000439.9197,1
01,0043,002,00123,02,03,2,46,01,02,2007,4,05,131,1,211,24,1,913,19,2,,,02,2009,1,0027000,4,1,100,,,,,,,2,,2,,000403.3575,1
01,0044,004,00160,06,03,1,22,02,06,2008,1,04,921,1,233,23,1,825,28,2,,,05,2010,1,0014000,1,1,100,,,,,,,1,0040000,2,,000450.9880,1
01,0045,004,00160,03,03,1,22,01,06,2008,1,63,421,1,234,88,1,421,03,2,,,88,8888,2,,,,,,,,,,,2,,2,,000450.9880,1
01,0046,004,00160,04,03,2,32,02,12,2007,1,05,512,1,211,12,1,913,59,2,,,12,2008,1,0045000,1,1,090,,,3,010,,,2,,1,0006500,000539.7044,1
01,0047,004,00160,02,02,2,38,02,06,2006,2,04,921,1,211,25,1,913,49,1,07,2008,,,1,0021000,4,1,080,2,015,3,005,,,1,0030000,1,0016500,000439.9197,1
01,0048,001,00175,04,03,1,25,01,01,2007,1,02,921,1,211,36,1,913,20,2,,,01,2010,1,0018000,1,1,100,,,,,,,2,,2,,000500.9274,1
01,0049,004,00169,04,03,1,24,01,11,2007,2,04,724,1,234,24,1,724,11,2,,,11,2009,1,0030000,1,1,100,,,,,,,2,,1,0005000,000425.4269,1
01,0050,004,00169,81,02,2,67,02,07,2007,2,01,731,6,500,88,1,829,50,2,,,88,8888,1,0013500,5,1,100,,,,,,,2,,2,,000404.9660,
01,0051,004,00181,03,05,2,35,01,02,2008,2,60,513,1,222,24,1,913,07,2,,,02,2010,1,0008000,2,1,100,,,,,,,2,,2,,000414.9859,1
01,0051,004,00181,06,03,2,31,02,07,2008,1,61,913,1,222,24,1,913,27,2,,,07,2010,1,0022000,2,1,070,,,3,030,,,1,0030000,2,,000509.1150,1
01,0052,003,00207,04,02,2,42,03,03,2008,2,05,021,1,211,24,1,913,52,2,,,03,2010,1,0010000,1,1,100,,,,,,,2,,2,,000443.6584,1
01,0053,003,00207,03,03,2,27,01,02,2007,1,04,021,1,222,24,1,913,18,1,08,2008,,,2,,,,,,,,,,,1,0005000,2,,000544.2911,1
01,0054,003,00207,03,02,2,42,01,07,2007,2,05,021,1,400,88,1,913,14,2,,,88,8888,1,0010000,1,1,100,,,,,,,2,,2,,000443.6584,1
01,0055,003,00200,05,04,2,30,01,09,2004,1,65,222,1,234,48,1,222,48,2,,,10,2008,1,0072000,1,1,100,,,,,,,2,,2,,000541.1064,1
01,0056,003,00214,03,03,1,31,01,02,2008,1,65,215,1,234,15,1,215,07,2,,,05,2009,1,0135000,5,1,100,,,,,,,2,,2,,000500.9274,1
01,0056,003,00214,04,03,2,27,01,03,2007,1,63,412,1,234,88,1,241,18,2,,,88,8888,1,0027000,1,1,100,,,,,,,2,,1,0020000,000509.1150,1
01,0057,003,00214,04,03,2,37,01,01,2007,2,05,021,1,222,24,1,913,20,2,,,01,2009,1,0030000,1,1,100,,,,,,,2,,2,,000414.9859,1
01,0058,003,00214,03,03,2,31,01,01,2006,1,63,021,1,234,35,1,421,32,2,,,12,2008,1,0036000,1,1,100,,,,,,,2,,2,,000509.1150,1
01,0059,003,00214,81,06,2,26,01,07,2008,1,64,421,1,222,24,1,913,02,2,,,07,2010,2,,,,,,,,,,,2,,2,,000404.9660,1
01,0060,002,00212,03,03,2,30,01,05,2007,1,68,932,1,213,36,1,915,16,2,,,05,2010,1,0150000,1,1,100,,,,,,,2,,2,,000509.1150,1
01,0061,002,00212,04,03,1,21,01,07,2008,2,05,932,3,400,88,1,913,02,2,,,88,8888,2,,,,,,,,,,,2,,2,,000425.4269,1
01,0062,001,00222,08,03,2,38,01,08,2006,2,04,021,3,400,88,1,512,25,2,,,88,8888,1,0063000,1,1,100,,,,,,,2,,2,,000415.9298,1
01,0063,001,00222,05,02,2,37,04,08,2007,2,03,021,1,214,24,1,512,45,2,,,08,2009,1,0030000,1,1,100,,,,,,,2,,2,,000415.9298,1
01,0064,001,00222,04,04,2,26,01,06,2005,1,05,021,1,400,88,1,512,39,2,,,88,8888,1,0020000,3,1,100,,,,,,,2,,2,,000510.2730,1
01,0064,001,00222,05,07,2,50,02,07,2007,3,04,021,3,400,88,1,512,50,2,,,88,8888,1,0040000,1,1,100,,,,,,,2,,2,,000381.3615,1
01,0065,001,00222,07,03,2,27,01,01,2004,1,65,021,3,400,88,1,513,56,2,,,88,8888,1,0065000,1,1,100,,,,,,,2,,2,,000510.2730,1
01,0066,001,00222,05,02,2,40,02,03,2007,2,04,021,1,211,24,1,512,54,2,,,03,2009,1,0060000,1,1,100,,,,,,,2,,2,,000415.9298,1
01,0067,001,00222,04,02,2,40,02,12,2005,2,04,921,1,222,48,1,512,45,2,,,12,2009,1,0015000,1,1,100,,,,,,,2,,2,,000415.9298,1
01,0068,003,00227,06,09,2,27,01,04,2008,1,04,522,1,221,24,1,913,05,2,,,04,2010,2,,,,,,,,,,,2,,2,,000543.0560,1
01,0069,003,00227,03,03,1,27,01,02,2006,1,68,921,1,213,24,1,712,24,1,02,2008,,,2,,,,,,,,,,,2,,2,,000534.3225,2
01,0070,003,00227,06,02,1,38,02,06,2008,2,04,712,1,233,24,1,712,28,2,,,06,2010,1,0020000,1,1,050,2,020,3,030,,,2,,2,,000445.0725,1
01,0071,003,00227,04,07,1,42,02,01,2008,2,65,611,1,400,24,1,833,28,2,,,01,2010,1,0036000,1,1,100,,,,,,,2,,2,,000445.0725,1
01,0071,003,00227,05,07,2,41,02,03,2008,2,63,419,1,400,25,1,913,32,2,,,04,2010,1,0025000,1,1,080,2,020,,,,,2,,2,,000442.6516,1
01,0072,003,00227,05,03,2,36,02,11,2006,2,02,921,1,222,25,1,913,34,2,,,12,2008,1,0030000,1,1,070,2,020,3,010,,,2,,2,,000442.6516,1
01,0072,003,00227,06,03,2,32,02,11,2006,1,04,522,1,222,25,1,913,33,2,,,12,2008,1,0036000,1,1,090,,,3,010,,,2,,2,,000543.0560,1
01,0073,003,00227,04,02,1,44,02,05,2008,2,65,611,1,232,26,1,712,38,2,,,06,2010,1,0024000,1,1,080,,,3,020,,,2,,2,,000445.0725,1
01,0074,001,00250,04,06,2,23,01,05,2006,1,04,921,1,235,48,1,913,28,2,,,05,2010,1,0009575,1,1,100,,,,,,,2,,2,,000465.8333,1
01,0075,001,00250,04,02,1,41,02,04,2008,2,05,113,1,400,08,1,512,12,2,,,12,2008,1,0008000,1,1,025,,,3,075,,,2,,2,,000417.2556,1
01,0076,001,00250,07,03,2,38,02,04,2007,2,05,921,1,233,36,1,513,17,2,,,04,2010,1,0010000,4,1,100,,,,,,,2,,1,0006000,000414.9859,1
01,0077,001,00254,11,03,2,26,01,08,2007,1,04,921,1,235,24,1,512,13,2,,,08,2009,1,0024000,1,1,100,,,,,,,2,,2,,000541.1064,1
01,0078,001,00254,07,05,1,42,01,11,2007,2,04,611,1,232,24,1,712,09,2,,,11,2009,1,0027500,1,1,100,,,,,,,2,,2,,000443.4748,1
01,0079,001,00254,05,02,2,44,01,03,2007,2,03,921,1,235,24,1,512,18,2,,,03,2009,1,0033000,1,1,100,,,,,,,2,,2,,000441.0625,1
01,0080,004,00289,81,05,1,28,01,07,2004,2,68,512,1,234,88,1,512,50,2,,,88,8888,2,,,,,,,,,,,2,,2,,000406.5011,1
01,0081,002,00292,04,03,2,31,01,09,2006,1,04,021,1,223,26,1,913,24,2,,,11,2008,1,0030000,4,,,,,3,100,,,2,,2,,000510.2730,1
01,0082,002,00292,05,02,2,37,01,06,2006,2,04,021,1,400,88,1,913,27,2,,,88,8888,1,0036000,4,1,100,,,,,,,2,,2,,000415.9298,1
01,0083,002,00306,04,03,1,28,02,11,2006,2,05,921,1,213,24,1,422,46,2,,,11,2008,1,0100000,1,1,030,,,3,070,,,2,,2,,000534.3225,1
01,0084,002,00306,02,03,2,20,01,05,2008,1,04,913,1,235,24,1,913,04,2,,,05,2010,2,,,,,,,,,,,2,,2,,000496.8888,1
01,0085,002,00314,03,05,2,45,02,06,2008,2,63,421,1,235,88,1,513,27,2,,,88,8888,1,0020000,1,1,050,,,3,050,,,1,0100000,2,,000404.4054,1
01,0086,002,00314,03,03,2,40,01,01,2004,2,05,741,1,234,24,1,913,24,1,01,2006,,,2,,,,,,,,,,,2,,2,,000441.0625,2
01,0087,002,00314,08,05,2,28,01,07,2008,2,05,522,1,211,36,1,913,02,2,,,07,2011,2,,,,,,,,,,,2,,2,,000541.1064,1
01,0088,002,00314,03,03,2,38,03,07,2008,2,04,021,1,211,24,1,913,50,2,,,07,2010,1,0020000,1,1,060,2,030,3,010,,,1,0100000,2,,000441.0625,1
01,0089,002,00314,08,03,2,24,01,09,2007,1,68,419,1,211,24,1,913,12,2,,,09,2009,1,0053000,1,1,100,,,,,,,2,,2,,000495.1050,1
01,0090,004,00330,04,02,2,39,03,05,2008,2,02,921,3,400,12,1,913,48,2,,,05,2009,1,0060000,1,1,070,2,010,3,020,,,2,,2,,000415.9298,1
01,0090,004,00330,05,08,2,28,01,03,2008,2,05,921,1,222,25,1,913,06,2,,,04,2010,2,,,,,,,,,,,2,,2,,000510.2730,1
01,0091,004,00330,02,03,2,42,01,08,2008,1,61,235,1,222,24,1,913,01,2,,,08,2010,2,,,,,,,,,,,2,,2,,000415.9298,1
01,0092,002,00352,04,03,1,24,01,05,2006,1,63,113,1,400,46,1,512,28,2,,,03,2010,1,0060000,1,1,100,,,,,,,2,,2,,000425.4269,1
01,0093,002,00352,04,02,2,43,01,02,2008,2,64,021,1,211,24,1,913,07,2,,,02,2010,1,0030000,1,1,100,,,,,,,2,,2,,000414.9859,1
01,0094,002,00352,05,05,1,37,03,05,2008,2,65,215,1,234,10,1,215,40,2,,,03,2009,1,0300000,1,1,050,2,050,,,,,1,0700000,2,,000417.2556,1
01,0095,002,00371,08,05,1,27,01,06,2008,2,05,611,1,213,36,1,817,03,2,,,06,2011,1,0010000,5,1,080,,,3,020,,,2,,2,,000502.4465,1
01,0096,002,00371,06,03,2,27,02,12,2006,1,05,021,1,222,24,1,913,48,2,,,12,2008,1,0013000,5,1,100,,,,,,,2,,2,,000510.6590,1
01,0096,002,00371,08,03,2,26,01,07,2008,3,04,913,1,234,12,1,913,02,2,,,07,2009,1,0005000,1,1,100,,,,,,,2,,2,,000510.6590,1
01,0097,002,00371,03,03,2,25,01,09,2008,2,05,411,4,234,04,2,,,2,,,01,2009,2,,,,,,,,,,,2,,2,,000510.6590,2
01,0098,002,00362,06,03,2,32,01,02,2008,4,04,522,1,235,24,1,913,07,2,,,02,2010,1,0030000,5,1,090,,,3,010,,,2,,2,,000508.7290,1
01,0099,004,00389,02,02,2,43,01,12,2005,2,05,911,1,400,36,1,913,33,2,,,12,2008,1,0060000,5,1,100,,,,,,,2,,1,0002000,000438.1520,1
01,0100,004,00389,01,01,1,36,02,06,2008,2,05,092,1,234,24,1,915,03,2,,,06,2010,1,0030000,1,1,100,,,,,,,2,,1,0003000,000440.5483,1
01,0100,004,00389,02,02,2,36,01,06,2007,2,05,021,1,234,24,1,913,15,2,,,06,2009,1,0030000,1,1,100,,,,,,,2,,2,,000438.1520,1
01,0101,001,00399,01,01,1,41,03,12,2007,2,05,724,1,233,24,1,724,33,2,,,12,2009,1,0119000,1,1,100,,,,,,,2,,2,,000416.9392,1
01,0102,001,00399,01,01,1,43,01,02,2007,2,04,832,1,233,24,1,825,19,2,,,02,2009,1,0030000,4,1,100,,,,,,,2,,1,0005300,000416.9392,1
01,0103,004,00422,01,01,1,36,01,07,2005,2,05,712,1,234,20,1,714,20,1,03,2007,,,2,,,,,,,,,,,2,,2,,000416.9392,2
01,0103,004,00422,02,02,2,40,01,07,2007,2,05,021,1,222,24,1,913,14,2,,,07,2009,1,0024000,5,1,100,,,,,,,2,,2,,000414.6713,1
01,0104,004,00422,01,01,1,49,01,11,2006,2,04,825,1,233,36,1,723,22,2,,,11,2009,1,0090000,1,1,100,,,,,,,2,,2,,000385.8676,1
01,0104,004,00422,03,03,1,25,01,08,2008,1,68,092,1,500,10,1,834,01,2,,,06,2009,2,,,,,,,,,,,2,,2,,000500.5476,1
01,0105,004,00422,02,02,2,42,01,09,2007,2,04,021,1,231,24,1,913,12,2,,,09,2009,1,0030000,4,1,100,,,,,,,2,,2,,000414.6713,1
01,0106,004,00422,02,02,2,56,01,01,2006,2,04,913,1,211,36,1,913,32,2,,,01,2009,1,0018000,1,1,100,,,,,,,2,,2,,000369.0194,1
01,0107,004,00422,03,03,2,48,02,04,2007,1,04,913,1,211,24,1,913,41,2,,,04,2009,1,0030000,1,1,100,,,,,,,2,,1,0007000,000380.2076,1
01,0107,004,00422,04,03,2,56,01,10,2006,2,04,021,1,211,21,1,913,21,1,07,2008,,,1,0015000,1,1,100,,,,,,,1,0020000,1,0004000,000369.0194,1
01,0108,004,00422,02,03,1,29,01,03,2008,1,05,832,1,233,60,1,915,06,2,,,03,2013,1,0005000,5,1,100,,,,,,,2,,2,,000500.5476,1
01,0109,001,00423,06,08,2,33,02,04,2005,1,04,512,1,211,48,1,913,53,2,,,04,2009,1,0016000,1,1,100,,,,,,,2,,2,,000540.6977,1
01,0110,001,00423,02,02,2,33,01,06,2005,2,05,021,1,235,25,1,913,25,1,07,2007,,,2,,,,,,,,,,,2,,2,,000540.6977,2
01,0111,001,00423,81,03,2,28,01,09,2004,1,65,342,6,500,88,1,222,48,2,,,88,8888,2,,,,,,,,,,,2,,2,,000430.0879,
01,0112,001,00423,02,02,2,47,01,01,2004,2,05,513,1,231,41,1,913,41,1,05,2007,,,2,,,,,,,,,,,2,,2,,000404.1000,2
01,0113,001,00423,03,05,1,43,05,02,2008,2,05,723,1,500,06,1,723,55,1,09,2008,,,2,,,,,,,,,,,1,0023500,1,0005000,000443.1398,1
01,0113,001,00423,04,03,2,33,01,06,2007,2,05,021,1,500,19,1,412,15,2,,,06,2009,1,0030000,5,1,100,,,,,,,2,,2,,000540.6977,1
01,0114,001,00417,02,02,2,58,01,02,2006,2,05,921,1,231,48,1,913,31,2,,,02,2010,1,0030000,4,1,100,,,,,,,2,,2,,000366.2196,1
01,0114,001,00417,03,03,1,28,01,07,2008,1,05,921,1,500,24,1,932,02,2,,,07,2010,2,,,,,,,,,,,2,,2,,000496.7498,1
01,0114,001,00417,07,05,2,34,03,02,2006,2,04,021,1,231,48,1,913,52,2,,,02,2010,1,0004000,4,1,100,,,,,,,2,,2,,000504.8692,1
01,0115,001,00417,02,06,1,31,01,08,2005,2,68,611,1,213,36,1,827,36,1,08,2008,,,1,0075000,1,1,100,,,,,,,1,0050000,1,0004000,000496.7498,1
01,0115,001,00417,03,08,2,36,01,09,2007,2,04,913,1,213,24,1,913,12,2,,,09,2009,1,0090000,1,1,100,,,,,,,2,,2,,000411.5251,1
01,0116,001,00417,03,03,2,25,01,05,2005,1,04,913,1,222,48,1,913,40,2,,,05,2009,1,0025000,1,1,100,,,,,,,2,,2,,000504.8692,1
01,0117,001,00417,04,03,2,29,01,03,2008,1,04,921,1,234,24,1,913,06,2,,,03,2010,1,0012000,4,1,100,,,,,,,2,,2,,000504.8692,1
01,0118,001,00417,03,03,2,22,01,08,2008,1,03,513,1,234,24,1,513,01,2,,,08,2010,2,,,,,,,,,,,2,,2,,000461.9484,1
01,0119,001,00417,03,03,2,32,02,03,2008,1,03,913,1,222,24,1,913,42,2,,,03,2010,1,0002000,3,1,100,,,,,,,2,,2,,000504.8692,1
01,0120,001,00419,05,05,2,34,02,02,2008,2,05,021,1,213,24,1,513,31,2,,,02,2010,1,0002000,4,1,100,,,,,,,2,,2,,000531.6532,1
01,0121,001,00419,05,03,2,39,01,01,2006,1,63,021,1,235,60,1,513,32,2,,,01,2011,1,0018000,5,1,100,,,,,,,2,,2,,000433.3570,1
01,0121,001,00419,06,05,1,48,06,01,2008,2,63,522,1,231,09,1,834,54,2,,,10,2008,1,0012000,1,1,100,,,,,,,2,,2,,000403.2554,1
01,0122,001,00419,01,01,1,42,03,09,2006,2,04,731,1,232,27,1,713,56,2,,,12,2008,1,0040000,5,1,100,,,,,,,2,,2,,000435.7272,1
01,0123,001,00437,03,05,1,24,04,10,2007,2,68,092,1,500,09,1,834,33,1,07,2008,,,1,0085000,1,1,080,,,3,020,,,1,0130000,2,,000451.7244,1
01,0124,001,00437,02,02,2,34,02,01,2008,2,61,021,1,213,24,1,914,28,2,,,02,2010,1,0058000,1,1,080,,,3,020,,,2,,1,0005000,000540.5857,1
01,0125,001,00437,01,01,1,43,04,06,2008,2,04,021,1,100,06,1,834,24,2,,,12,2008,1,0040000,1,1,100,,,,,,,2,,2,,000443.0480,1
01,0125,001,00437,02,02,2,43,01,02,2008,2,63,021,1,500,24,1,913,07,2,,,02,2010,1,0112000,1,1,090,,,3,010,,,2,,2,,000440.6380,1
01,0126,001,00437,01,01,1,36,02,08,2006,2,04,921,1,233,18,1,833,43,1,02,2008,,,2,,,,,,,,,,,2,,2,,000443.0480,2
01,0127,001,00437,02,02,2,43,01,05,2008,2,04,021,1,234,12,1,913,04,2,,,05,2009,1,0012000,5,1,100,,,,,,,2,,2,,000440.6380,1
01,0128,003,00439,01,01,1,48,02,05,2006,2,04,511,1,233,23,1,713,48,1,04,2008,,,2,,,,,,,,,,,1,0025000,2,,000403.2554,1
01,0129,003,00439,04,03,2,28,01,11,2005,1,61,021,1,235,37,1,513,34,2,,,12,2008,1,0061250,5,1,100,,,,,,,2,,1,0018000,000531.6532,1
01,0130,003,00434,03,03,2,29,02,06,2006,1,63,421,1,234,33,1,513,31,2,,,03,2009,1,0030000,1,1,100,,,,,,,2,,2,,000540.5247,1
01,0131,003,00434,02,02,2,38,02,04,2007,2,05,021,1,211,21,1,913,53,2,,,01,2009,1,0051000,1,1,100,,,,,,,2,,2,,000440.5883,1
01,0132,003,00434,01,01,1,50,05,04,2008,2,65,421,1,212,09,1,834,48,2,,,01,2009,1,0010000,1,1,090,,,3,010,,,2,,2,,000409.9844,1
01,0133,003,00434,02,05,1,40,02,08,2008,2,04,832,1,100,11,1,712,05,2,,,07,2009,2,,,,,,,,,,,2,,2,,000442.9980,1
01,0134,003,00434,81,08,1,67,02,10,2007,2,05,022,6,400,24,2,,,2,,,10,2009,1,0066000,1,1,100,,,,,,,2,,2,,000429.9502,
