RREG,RHHNUM,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_2DGT,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_RETURN,RQ14_INDWORK,RQ15_2DGT,RQ16_2DGT,RQ17_AVEMINC,RQ18_NOMONTH,RQ19_RET,RQ20M_DTRET,RQ20Y_DTRET,RQ21_REASON,RQ22M_DTEXP,RQ22Y_DTEXP,RQ23_CASHREM,RQ24_CASHAMT,RQ25_MODE,RQ26_REMITTANCE_SPENT,RQ261P_CONSUM,RQ262P_INVEST,RQ263P_SAVINGS,RQ264P_GIFT,RQ265P_OTHERS,RQ27_RET6MOS,RQ28_CASHHOME,RQ29_INKIND,RQ30_KINDAMT,RSWGT,RP6M_IND,RURB2015,RSVYYR,RPRRCD
03,000573,03,03,1,30,01,10,2016,2,10,51,1,1,234,21,1,51,56,0020000,21,1,07,2018,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,001585.1170,2,1,2020,1400
03,000574,06,02,1,45,02,03,2019,2,09,14,1,1,214,12,1,54,84,0040000,55,2,  ,    , ,03,2021,1,  120000,5,AC   ,075,000,025,000,000,2,       ,2,        ,001331.4563,1,1,2020,1400
03,000575,03,05,2,30,01,08,2016,2,06,95,1,1,233,88,1,91,96,0020000,49,2,  ,    , ,88,8888,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,002043.0746,1,2,2020,4900
03,000576,05,08,1,28,01,11,2019,2,04,26,1,1,233,24,1,26,90,0030000,10,2,  ,    , ,11,2021,1,   30000,5,ACD  ,070,000,010,020,000,2,       ,2,        ,002125.4113,1,1,2020,4900
03,000577,02,03,1,36,01,03,2019,2,09,75,1,1,235,24,1,96,03,0026000,18,2,  ,    , ,03,2021,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,001770.9349,1,1,2020,4900
03,000577,06,03,2,34,02,12,2019,4,09,52,1,1,235,24,1,91,96,0025000,31,2,  ,    , ,12,2021,1,   25000,5,ACD  ,080,000,010,010,000,2,       ,2,        ,001925.8908,1,1,2020,4900
03,000578,05,03,2,30,02,02,2019,1,04,51,1,1,233,24,1,81,96,0030000,32,2,  ,    , ,02,2021,1,   50000,5,AD   ,090,000,000,010,000,2,       ,2,        ,001602.2117,1,2,2020,4900
03,000579,05,03,2,40,02,01,2019,2,04,92,1,1,222,24,1,91,96,0022000,35,2,  ,    , ,01,2021,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,001587.4729,1,2,2020,4900
03,000580,05,05,2,25,01,02,2020,2,09,33,1,1,233,24,1,41,32,0045000,07,2,  ,    , ,02,2022,1,   40000,5,AD   ,080,000,000,020,000,2,       ,2,        ,001602.2117,1,2,2020,4900
03,000581,03,03,2,34,02,10,2019,2,04,92,1,1,235,24,1,91,96,0021000,35,2,  ,    , ,10,2021,1,   24000,5,A    ,100,000,000,000,000,2,       ,2,        ,001602.2117,1,2,2020,4900
03,000582,03,03,1,29,01,02,2020,1,09,42,1,1,213,36,1,93,26,0030000,07,2,  ,    , ,02,2023,1,   40000,5,AE   ,080,000,000,000,020,2,       ,2,        ,001948.2938,1,2,2020,4900
03,000583,02,02,2,40,01,09,2019,2,04,92,1,1,233,24,1,91,96,0025000,12,2,  ,    , ,09,2021,1,   31000,5,A    ,100,000,000,000,000,2,       ,2,        ,001749.1600,1,2,2020,4900
03,000584,02,03,2,52,02,10,2018,3,04,92,1,1,235,24,1,91,96,0025000,47,2,  ,    , ,10,2020,1,   28000,5,A    ,100,000,000,000,000,2,       ,2,        ,001354.6295,1,2,2020,4900
03,000585,03,05,1,38,01,11,2017,2,10,51,1,1,235,36,1,14,70,0030000,34,2,  ,    , ,11,2020,1,  120000,1,AC   ,090,000,010,000,000,2,       ,2,        ,001128.7277,1,1,2020,4900
03,000585,04,03,2,35,01,12,2017,2,10,52,1,1,235,36,1,52,56,0030000,33,2,  ,    , ,12,2020,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,001216.1992,1,1,2020,4900
03,000586,02,02,2,34,01,08,2017,2,06,91,1,1,211,46,1,91,96,0028000,37,2,  ,    , ,06,2021,1,   78000,5,AE   ,070,000,000,000,030,2,       ,2,        ,001545.2981,1,2,2020,4900
03,000587,04,03,2,28,01,12,2017,1,10,22,5, ,300,88,2,  ,  ,       ,  ,2,  ,    , ,88,8888,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001545.2981,2,2,2020,4900
03,000588,02,02,2,41,01,04,2019,2,06,95,1,1,233,27,1,91,96,0020000,17,2,  ,    , ,07,2021,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,001531.0829,1,2,2020,4900
03,000589,06,02,2,29,01,11,2019,2,04,91,1,1,234,24,1,91,96,0030000,10,2,  ,    , ,11,2021,1,   40000,5,A    ,100,000,000,000,000,2,       ,2,        ,001206.6984,1,2,2020,4900
03,000590,03,03,2,33,01,03,2017,1,10,22,1,1,100,25,1,22,86,0070000,25,1,04,2019,1,  ,    ,1,   90000,5,AB   ,060,040,000,000,000,2,       ,2,        ,001206.6984,2,2,2020,4900
03,000591,05,03,2,33,02,01,2016,1,04,91,1,1,234,48,1,91,96,0030000,36,1,01,2018,1,  ,    ,1,   60000,5,AC   ,070,000,030,000,000,2,       ,2,        ,001206.6984,2,2,2020,4900
03,000592,02,02,2,43,01,09,2019,2,04,92,1,1,233,24,1,91,96,0020000,12,2,  ,    , ,09,2021,1,   60000,5,AC   ,060,000,040,000,000,2,       ,2,        ,001912.9569,1,2,2020,4900
03,000593,03,03,2,26,02,03,2019,1,10,14,1,1,213,24,1,14,56,0015000,24,2,  ,    , ,03,2021,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,001930.7175,1,2,2020,4900
03,000594,02,02,2,38,01,02,2018,2,04,92,1,1,233,36,1,91,96,0020000,31,2,  ,    , ,02,2021,1,   60000,5,AC   ,070,000,030,000,000,2,       ,1,00003500,001529.5684,1,2,2020,4900
03,000595,02,02,2,30,01,06,2019,2,04,95,1,1,233,24,1,91,96,0020000,15,2,  ,    , ,06,2021,1,   54000,5,AB   ,060,040,000,000,000,2,       ,2,        ,001543.7695,1,2,2020,4900
03,000596,02,02,2,45,01,08,2018,2,04,92,1,1,233,36,1,91,96,0020000,25,2,  ,    , ,08,2021,1,   60000,5,AB   ,060,040,000,000,000,2,       ,2,        ,001221.4284,1,2,2020,4900
03,000597,04,03,1,28,01,10,2019,1,04,92,1,1,233,24,1,91,96,0020000,11,2,  ,    , ,10,2021,1,  100000,5,AB   ,040,060,000,000,000,2,       ,1,00015000,001756.7175,1,2,2020,4900
03,000598,02,02,2,41,01,11,2019,2,02,51,1,1,231,24,1,91,96,0020000,10,2,  ,    , ,11,2021,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,001672.7504,1,2,2020,4900
03,000599,02,02,1,45,02,06,2019,2,09,83,1,1,233,24,1,83,41,0080000,39,2,  ,    , ,06,2021,1,  150000,1,AC   ,085,000,015,000,000,2,       ,2,        ,001377.3577,1,2,2020,4900
03,000600,02,02,2,41,01,01,2018,2,04,09,1,1,233,36,1,91,96,0020000,32,2,  ,    , ,01,2021,1,   36000,1,A    ,100,000,000,000,000,2,       ,2,        ,001672.7504,1,2,2020,4900
03,000601,03,03,2,29,01,12,2017,2,04,92,1,1,233,36,1,91,96,0020000,33,2,  ,    , ,12,2020,1,   60000,1,A    ,100,000,000,000,000,2,       ,2,        ,001688.2809,1,2,2020,4900
03,000602,02,02,2,31,01,01,2020,2,06,91,1,1,233,24,1,91,96,0020000,08,2,  ,    , ,01,2022,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001182.0282,1,2,2020,4900
03,000603,06,02,1,47,02,03,2016,2,09,61,1,2,500,24,1,81,50,0075000,48,1,03,2019,2,  ,    ,1,  210000,1,AC   ,060,000,040,000,000,2,       ,2,        ,001633.5575,2,2,2020,4900
03,000604,06,05,1,32,02,06,2016,2,10,43,1,1,233,48,1,42,56,0030000,36,1,03,2018,2,  ,    ,1,  156000,1,AC   ,040,000,060,000,000,2,       ,2,        ,002209.7530,2,2,2020,4900
03,000605,04,02,1,48,03,06,2016,2,10,13,1,1,100,48,1,92,03,0050000,36,1,03,2018,1,  ,    ,1,  180000,1,AC   ,060,000,040,000,000,2,       ,2,        ,001633.5575,2,2,2020,4900
03,000606,06,05,2,23,01,02,2020,2,04,52,1,1,235,24,1,91,96,0025000,07,2,  ,    , ,02,2022,1,   45000,5,A    ,100,000,000,000,000,2,       ,2,        ,001848.3493,1,2,2020,4900
03,000607,02,03,2,42,02,05,2019,1,10,52,1,1,231,24,1,91,96,0024000,40,2,  ,    , ,05,2021,1,   15000,5,AD   ,090,000,000,010,000,2,       ,2,        ,001745.5732,1,2,2020,4900
03,000608,03,03,1,25,02,11,2019,2,09,92,1,2,400,09,1,83,50,0090000,18,1,08,2020,2,  ,    ,1,   60000,5,A    ,100,000,000,000,000,1,0300000,1,00050000,001944.2987,1,2,2020,4900
03,000609,03,03,2,35,03,02,2020,1,10,14,1,1,500,12,1,14,55,0080000,38,2,  ,    , ,02,2021,1,  120000,5,ABD  ,070,010,000,020,000,2,       ,2,        ,001745.5732,1,2,2020,4900
03,000609,04,03,2,33,01,05,2019,1,08,41,1,1,500,24,1,53,87,0040000,16,2,  ,    , ,05,2021,1,   35000,5,A    ,100,000,000,000,000,2,       ,2,        ,001761.7798,1,2,2020,4900
03,000609,06,03,2,24,01,09,2019,1,10,41,1,1,213,24,1,93,26,0035000,12,2,  ,    , ,09,2021,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,001848.3493,1,2,2020,4900
03,000610,02,02,2,48,02,12,2018,2,04,92,1,1,233,24,1,91,96,0022000,45,2,  ,    , ,12,2020,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,001351.8518,1,2,2020,4900
03,000611,06,07,2,52,02,04,2019,3,04,91,1,1,231,24,1,91,96,0025000,41,2,  ,    , ,04,2021,1,   34000,5,A    ,100,000,000,000,000,2,       ,2,        ,001351.8518,1,2,2020,4900
03,000612,02,02,2,42,01,11,2018,2,03,92,1,1,233,24,1,91,96,0020000,22,2,  ,    , ,11,2020,1,   60000,5,AE   ,040,000,000,000,060,2,       ,2,        ,001233.1740,1,2,2020,4900
03,000613,03,04,2,56,02,01,2016,1,09,13,1,1,213,48,1,53,87,0070000,24,1,03,2019,1,  ,    ,1,  120000,5,AB   ,050,050,000,000,000,2,       ,1,00085000,001339.5407,2,1,2020,4900
03,000614,07,03,2,42,02,05,2017,1,03,52,1,1,211,48,1,91,96,0030000,48,1,04,2019,2,  ,    ,1,   60000,5,AB   ,060,040,000,000,000,2,       ,2,        ,001609.0757,2,1,2020,4900
03,000615,05,03,2,29,02,04,2017,1,10,52,1,1,213,48,1,93,32,0045000,48,1,03,2019,2,  ,    ,1,   45000,5,A    ,100,000,000,000,000,2,       ,2,        ,001624.0150,2,1,2020,4900
03,000616,03,02,2,31,01,03,2020,2,04,52,1,1,234,24,1,91,96,0030000,06,2,  ,    , ,03,2022,1,   60000,5,AC   ,060,000,040,000,000,2,       ,2,        ,001624.0150,1,1,2020,4900
03,000617,03,03,2,24,01,10,2019,1,10,42,1,1,234,36,1,41,68,0030000,11,2,  ,    , ,10,2022,1,   15000,1,A    ,100,000,000,000,000,2,       ,2,        ,002116.7397,1,1,2020,4900
03,000618,02,02,1,31,01,10,2017,2,04,72,1,1,212,36,1,94,56,0025000,35,2,  ,    , ,10,2020,1,   47000,1,A    ,100,000,000,000,000,2,       ,2,        ,001889.2545,1,2,2020,4900
03,000619,03,03,2,29,01,11,2018,1,07,52,1,1,213,24,1,93,26,0030000,22,2,  ,    , ,11,2020,1,   17000,1,A    ,100,000,000,000,000,2,       ,2,        ,001711.9029,1,2,2020,4900
03,000620,04,03,2,27,01,04,2018,4,04,52,1,1,214,36,1,93,10,0030000,29,2,  ,    , ,04,2021,1,   90000,1,A    ,100,000,000,000,000,2,       ,2,        ,001711.9029,1,2,2020,4900
03,000621,02,02,1,37,01,09,2019,2,07,14,2,1,212,88,1,92,01,0050000,12,2,  ,    , ,88,8888,1,  170000,1,AC   ,080,000,020,000,000,2,       ,2,        ,001574.1643,1,2,2020,4900
03,000622,04,02,2,31,02,03,2019,2,10,41,1,1,234,24,1,33,86,0060000,48,1,04,2019,1,  ,    ,1,  120000,1,AC   ,070,000,030,000,000,2,       ,2,        ,001207.5029,2,2,2020,4900
03,000623,01,01,1,24,01,04,2018,1,09,09,4, ,213,01,2,  ,  ,       ,  ,1,05,2018,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000232.2419,2,1,2020,5401
03,000623,81,08,1,22,01,04,2018,1,09,09,4, ,213,01,2,  ,  ,       ,  ,1,05,2018,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000253.1694,2,1,2020,5401
03,000624,05,06,2,28,01,09,2019,1,04,51,4, ,212,01,2,  ,  ,       ,  ,1,10,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000266.2788,2,1,2020,5401
03,000625,08,07,2,69,01,04,2017,3,02,09,4, ,212,06,2,  ,  ,       ,  ,1,10,2017,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000184.7987,2,1,2020,5401
03,000626,01,01,1,47,02,07,2018,2,04,54,1,1,231,12,1,93,41,0020000,24,1,07,2019,2,  ,    ,1,   50000,1,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000336.2744,2,1,2020,5401
03,000627,01,01,2,28,03,04,2019,1,10,51,1,1,232,11,1,51,96,0040000,33,1,03,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000342.1835,2,1,2020,5401
03,000628,01,01,1,64,04,09,2019,2,04,34,1,2,400,10,1,83,56,0100000,40,1,07,2020,2,  ,    ,1,  150000,5,A    ,100,000,000,000,000,1,0100000,1,00050000,000214.9075,1,1,2020,5401
03,000629,07,02,1,53,01,12,2019,2,10,42,1,1,232,24,1,42,64,0040000,09,2,  ,    , ,12,2021,1,  120000,1,AD   ,070,000,000,030,000,2,       ,2,        ,000322.0556,1,1,2020,5401
03,000629,08,03,1,30,01,06,2018,2,10,25,1,1,222,36,1,25,62,0025000,27,2,  ,    , ,06,2021,1,   90000,1,AC   ,050,000,050,000,000,2,       ,1,00050000,000323.3460,1,1,2020,5401
03,000630,05,03,2,29,01,05,2019,1,10,82,1,1,213,36,1,82,26,0028000,16,2,  ,    , ,05,2022,1,   55000,5,ACD  ,060,000,020,020,000,2,       ,2,        ,000402.7317,1,1,2020,5401
03,000631,06,02,1,49,03,01,2020,2,10,51,1,2,400,12,1,51,50,0030000,09,2,  ,    , ,01,2021,1,  120000,1,ABD  ,050,025,000,025,000,2,       ,2,        ,000395.7770,1,1,2020,5401
03,000632,03,02,1,33,01,08,2020,2,10,42,1,2,400,10,1,83,50,0020000,01,2,  ,    , ,06,2021,1,   20000,1,A    ,100,000,000,000,000,2,       ,2,        ,000397.3628,1,1,2020,5401
03,000633,02,02,1,48,04,12,2019,2,10,14,4, ,214,03,2,  ,  ,       ,  ,1,03,2020,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000322.5888,2,1,2020,5401
03,000634,02,02,1,37,07,03,2020,2,10,12,4, ,214,01,2,  ,  ,       ,  ,1,03,2020,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000315.8987,2,1,2020,5401
03,000635,07,03,2,30,02,02,2018,2,10,24,1,1,234,24,1,42,64,0040000,31,1,03,2020,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000272.8374,2,1,2020,5401
03,000635,08,05,1,30,02,02,2018,2,10,35,1,1,234,24,1,35,95,0040000,31,1,03,2020,3,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000269.2001,2,1,2020,5401
03,000636,01,01,1,60,01,01,2016,2,09,41,1,2,300,06,1,83,50,0150000,06,1,07,2016,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000171.3549,2,1,2020,5401
03,000637,81,03,2,30,01,09,2017,1,10,42,6, ,500,88,1,42,55,0040000,36,2,  ,    , ,88,8888,1,   40000,5,A    ,100,000,000,000,000,2,       ,2,        ,000346.1436, ,1,2020,5401
03,000638,81,02,2,51,02,09,2018,2,10,22,6, ,500,88,1,22,86,0100000,48,2,  ,    , ,88,8888,1,  300000,1,A    ,100,000,000,000,000,2,       ,2,        ,000319.1898, ,1,2020,5401
03,000639,81,03,1,29,04,12,2019,1,09,42,1,1,234,48,1,52,47,0045000,48,1,12,2019,1,  ,    ,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,000319.1898,2,1,2020,5401
03,000640,81,02,1,38,04,08,2019,2,10,21,1,1,222,48,1,21,41,0080000,48,1,08,2019,1,  ,    ,1,  120000,5,A    ,100,000,000,000,000,2,       ,2,        ,000319.1898,2,1,2020,5401
03,000641,02,02,2,53,01,08,2019,2,04,51,4, ,212,06,2,  ,  ,       ,  ,1,02,2020,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000248.1177,2,1,2020,5401
03,000642,02,02,2,40,01,10,2018,2,03,95,1,1,234,24,1,91,96,0020000,23,2,  ,    , ,10,2020,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001015.8728,1,2,2020,5400
03,000643,03,02,1,51,02,12,2018,2,10,21,1,1,233,88,1,21,35,0050000,48,2,  ,    , ,88,8888,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000861.1112,1,2,2020,5400
03,000644,07,02,2,39,02,10,2017,2,04,09,1,1,234,88,1,91,96,0020000,36,2,  ,    , ,88,8888,1,    9500,1,A    ,100,000,000,000,000,2,       ,2,        ,001041.8274,1,1,2020,5400
03,000645,07,03,1,22,01,10,2018,1,10,21,1,1,222,23,1,21,74,0050000,23,1,09,2020,1,  ,    ,1,   72000,1,A    ,100,000,000,000,000,1,0080000,2,        ,000986.0451,1,1,2020,5400
03,000646,03,05,1,33,01,02,2018,2,03,42,1,1,213,31,1,75,14,0022000,31,1,09,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0050000,2,        ,001629.3087,1,1,2020,5400
03,000647,03,02,1,73,01,09,2018,2,09,33,4, ,500,05,2,  ,  ,       ,  ,1,02,2019,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001407.0525,2,1,2020,5400
03,000648,81,08,2,37,01,08,2016,4,09,13,1,1,233,36,1,91,96,0027000,36,1,08,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001487.7640,2,1,2020,5400
03,000649,03,03,1,24,01,10,2019,1,04,52,1,1,232,10,1,51,79,0020000,10,1,08,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0020000,2,        ,001515.9785,1,1,2020,5400
03,000650,03,02,1,49,01,02,2019,2,02,72,1,1,233,12,1,72,87,0020000,12,1,02,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001357.7253,2,1,2020,5400
03,000651,03,03,1,44,01,08,2019,4,04,09,1,2,211,12,1,83,03,0040000,12,1,08,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0120000,2,        ,001589.8819,1,1,2020,5400
03,000652,02,02,2,28,01,06,2017,2,09,09,1,1,232,24,1,91,96,0022000,24,1,06,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001752.0727,2,1,2020,5400
03,000653,05,03,1,26,01,09,2017,2,10,23,1,1,233,24,1,42,64,0060000,24,1,09,2019,1,  ,    ,1,  120000,5,ABC  ,050,025,025,000,000,2,       ,2,        ,001654.3752,2,2,2020,5400
03,000653,06,03,2,31,01,09,2017,1,10,42,1,1,233,36,1,42,64,0050000,36,1,09,2020,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0080000,2,        ,001779.0278,1,2,2020,5400
03,000654,06,03,1,38,02,04,2017,2,04,74,1,1,233,88,1,74,33,0020000,36,2,  ,    , ,88,8888,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001047.8544,1,1,2020,5400
03,000655,05,03,1,28,01,03,2019,1,09,09,1,1,232,24,1,34,56,0025000,18,2,  ,    , ,03,2021,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,1,00012000,001593.7146,1,2,2020,5400
03,000656,04,03,2,35,01,12,2018,1,10,12,1,1,231,24,1,91,96,0025000,21,2,  ,    , ,03,2021,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001566.7482,1,2,2020,5400
03,000657,06,03,1,32,01,03,2018,1,10,22,1,1,233,36,1,22,86,0040000,30,2,  ,    , ,03,2021,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001593.7146,1,2,2020,5400
03,000658,02,02,2,30,01,01,2018,2,04,43,1,1,231,36,1,91,96,0020000,32,2,  ,    , ,01,2021,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001713.7967,1,2,2020,5400
03,000659,07,02,1,39,02,02,2020,2,09,93,1,1,222,24,1,93,41,0030000,31,2,  ,    , ,02,2022,1,  150000,5,AC   ,075,000,025,000,000,2,       ,2,        ,001361.7951,1,1,2020,5400
03,000660,04,02,2,28,01,12,2019,2,04,52,1,1,222,12,1,91,96,0020000,09,2,  ,    , ,12,2020,1,   24000,5,A    ,100,000,000,000,000,2,       ,2,        ,001534.0891,1,2,2020,5400
03,000661,06,03,1,33,01,10,2018,2,10,22,1,1,400,88,1,22,86,0150000,23,2,  ,    , ,88,8888,1,   90000,5,AE   ,050,000,000,000,050,2,       ,2,        ,001058.2151,1,1,2020,5400
03,000661,07,05,2,31,01,10,2018,2,10,22,1,1,400,88,1,22,86,0150000,23,2,  ,    , ,88,8888,1,   90000,5,AE   ,050,000,000,000,050,2,       ,2,        ,001137.9488,1,1,2020,5400
03,000662,04,07,2,45,02,10,2018,4,02,91,1,1,211,36,1,91,96,0020000,23,2,  ,    , ,10,2021,1,   39000,5,AC   ,050,000,050,000,000,2,       ,2,        ,001415.2366,1,1,2020,5400
03,000663,03,05,2,32,02,10,2018,2,04,09,1,1,221,36,1,91,96,0015000,60,2,  ,    , ,10,2021,1,   12000,5,AE   ,050,000,000,000,050,2,       ,2,        ,001053.0488,1,2,2020,6900
03,000664,04,02,1,60,01,12,2018,2,10,21,1,1,233,36,1,21,09,0080000,21,2,  ,    , ,12,2021,1,  300000,1,AB   ,080,020,000,000,000,2,       ,2,        ,001044.4829,1,1,2020,6900
03,000665,08,07,2,56,01,10,2017,3,04,81,1,1,233,50,1,91,96,0020000,35,2,  ,    , ,12,2021,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,001032.9053,1,1,2020,6900
03,000666,02,03,1,34,01,03,2017,1,10,12,1,1,234,24,1,52,46,0030000,24,1,03,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001245.5077,2,2,2020,6900
03,000667,02,08,2,41,01,04,2019,3,09,95,1,1,211,24,1,91,96,0030000,17,2,  ,    , ,04,2021,1,  110000,1,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001103.4013,1,2,2020,6900
03,000668,02,04,1,28,02,04,2018,1,04,93,1,1,213,33,1,93,27,0060000,53,2,  ,    , ,01,2021,1,   45000,5,A    ,100,000,000,000,000,2,       ,2,        ,001245.5077,1,2,2020,6900
03,000669,02,05,1,46,04,12,2019,2,10,09,1,1,233,24,1,83,96,0045000,48,2,  ,    , ,12,2021,1,   90000,1,A    ,100,000,000,000,000,2,       ,2,        ,000847.8273,1,2,2020,6900
03,000669,03,03,2,46,04,12,2019,2,10,53,1,1,233,24,1,22,86,0072000,48,2,  ,    , ,12,2021,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000943.0162,1,2,2020,6900
03,000670,04,03,1,37,02,05,2018,2,10,42,1,1,214,36,1,81,22,0040000,28,2,  ,    , ,05,2021,1,    5000,5,A    ,100,000,000,000,000,2,       ,2,        ,001115.0488,1,2,2020,6900
03,000671,02,02,2,49,02,08,2017,2,10,32,1,1,233,24,1,32,86,0030000,48,2,  ,    , ,08,2021,1,  108000,1,AC   ,070,000,030,000,000,2,       ,2,        ,000597.9717,1,2,2020,6900
03,000672,02,02,1,29,02,03,2018,2,08,09,1,1,233,36,1,52,64,0025000,60,2,  ,    , ,03,2021,1,   60000,1,AB   ,020,080,000,000,000,2,       ,2,        ,000794.8022,1,2,2020,6900
03,000673,02,02,2,60,01,01,2020,2,04,09,4, ,500,11,2,  ,  ,       ,  ,2,  ,    , ,12,2020,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000786.4314,2,2,2020,6900
03,000674,03,05,1,40,01,11,2019,2,09,52,2,1,234,24,1,52,56,0030000,10,2,  ,    , ,11,2021,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,000858.5711,1,2,2020,6900
03,000674,04,03,2,37,01,11,2019,2,10,09,1,1,234,24,1,22,86,0037000,10,2,  ,    , ,11,2021,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,000855.0018,1,2,2020,6900
03,000675,02,02,2,39,02,11,2018,2,04,09,1,1,222,24,1,91,96,0015000,48,2,  ,    , ,11,2020,1,   45000,5,A    ,100,000,000,000,000,2,       ,2,        ,000855.0018,1,2,2020,6900
03,000676,04,08,1,70,04,01,2020,2,10,09,4, ,500,11,2,  ,  ,       ,  ,2,  ,    , ,12,2020,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000847.9563,2,1,2020,6900
03,000676,05,08,2,72,04,01,2020,2,10,09,4, ,500,11,2,  ,  ,       ,  ,2,  ,    , ,12,2020,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,000796.8788,2,1,2020,6900
03,000677,02,02,1,43,04,04,2019,2,09,09,1,2,500,12,1,83,52,0050000,50,1,09,2019,2,  ,    ,1,  100000,1,A    ,100,000,000,000,000,1,0500000,2,        ,000705.2829,2,2,2020,6900
03,000678,05,03,2,27,01,07,2016,4,04,52,1,1,213,60,1,82,27,0040000,50,2,  ,    , ,07,2021,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,001277.3827,1,2,2020,6900
03,000679,02,02,2,43,01,06,2018,2,04,91,1,1,213,48,1,91,96,0030000,27,2,  ,    , ,06,2022,1,   48000,5,A    ,100,000,000,000,000,2,       ,2,        ,001075.8928,1,2,2020,6900
03,000680,02,02,1,39,02,11,2017,2,09,93,1,1,234,35,1,71,51,0025000,32,2,  ,    , ,10,2020,1,   13000,5,A    ,100,000,000,000,000,2,       ,2,        ,001080.3842,1,2,2020,6900
03,000681,04,08,1,28,03,07,2019,2,04,52,1,1,234,18,1,52,46,0030000,42,2,  ,    , ,01,2021,1,   48000,5,A    ,100,000,000,000,000,2,       ,2,        ,001214.4564,1,2,2020,6900
03,000681,05,08,2,27,01,12,2018,2,10,52,4, ,234,03,2,  ,  ,       ,  ,1,03,2019,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,001277.3827,2,2,2020,6900
03,000682,03,05,1,43,02,10,2019,2,09,75,2,1,500,12,1,75,10,0048000,26,2,  ,    , ,10,2020,1,  150000,5,AC   ,070,   ,030,   ,   ,2,       ,2,        ,001080.3842,1,2,2020,6900
