REG,HHID,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6M_DTLEFT,Q6Y_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q9USOCC,Q10_REASON,Q11_BASE,Q12_CTRY,Q13_STAY,Q14_INDWORK,Q15OCCUP,Q16_NOMONTH,Q17_RET,Q18M_DTRET,Q18Y_DTRET,Q19_REASON,Q20M_DTEXP,Q20Y_DTEXP,Q21_CASHREM,Q22_CASHAMT,Q23_MODE,Q241C_CONSUM,Q241P_CONSUM,Q242C_INVEST,Q242P_INVEST,Q243C_SAVINGS,Q243P_SAVINGS,Q244C_OTHERS,Q244P_OTHERS,Q25_RET6MOS,Q26_CASHHOME,Q27_INKIND,Q28_KINDAMT,SWGT,P6M_IND
02,123101012082102150001150101800000190150,02,02,2,40,02,01,2012,2,04,921,1,1,039,12,1,913,21,2,,,,01,2013,1,0020000,5,1,080,2,020,,,,,2,,2,,000318.7192,1
02,123101012082102150001150101800000200158,02,02,2,31,01,05,2012,2,61,021,1,1,039,24,1,913,04,2,,,,05,2014,2,,,,,,,,,,,2,,2,,000426.9234,1
02,123101012082102150001150101800000210166,03,05,2,34,02,02,2012,2,04,021,1,1,094,24,1,913,07,2,,,,02,2014,1,0009000,5,1,090,,,3,010,,,2,,2,,000426.9234,1
02,423309012222002150001150200600000040075,02,03,2,31,03,11,2011,1,04,913,1,1,039,24,1,913,59,2,,,,11,2013,2,,,,,,,,,,,2,,2,,000442.0120,1
02,423309012222002150001150200600000198003,03,05,1,31,02,09,2012,2,65,215,1,1,081,24,1,215,25,2,,,,09,2014,1,0090000,1,1,050,2,050,,,,,1,0100000,1,0045000,000459.5866,1
02,423118012232002150001150201100000020036,03,03,1,19,01,02,2012,1,04,921,1,2,061,24,1,921,07,2,,,,02,2014,1,0004200,5,1,100,,,,,,,2,,2,,000333.3889,1
02,423118012232002150001150201100000030061,02,02,2,29,02,11,2011,2,04,522,1,1,082,24,1,913,34,2,,,,11,2013,1,0024000,5,1,100,,,,,,,2,,1,0010000,000407.5178,1
02,423118012232002150001150201100000080200,03,03,2,35,02,08,2010,4,04,419,1,1,082,36,1,913,57,2,,,,08,2013,1,0030000,5,1,100,,,,,,,2,,2,,000304.2320,1
02,423118012232002150001150201100000120308,01,01,2,54,05,07,2012,3,03,921,1,1,081,12,1,913,60,2,,,,07,2013,1,0019000,1,1,050,2,025,3,025,,,2,,1,0050000,000266.2782,1
02,423118012232002150001150201100000128001,01,01,1,35,01,06,2012,2,04,611,1,1,089,24,1,827,03,2,,,,06,2014,1,0025000,1,1,050,,,3,050,,,2,,2,,000325.5836,1
02,424117012182002150001150201500000120181,03,03,1,24,01,03,2011,1,04,921,1,1,078,24,1,932,18,2,,,,03,2013,1,0005000,5,1,020,2,080,,,,,2,,2,,000333.7173,1
02,324225012162002150001150202000000110159,04,03,2,27,01,04,2010,2,02,921,1,1,053,36,1,913,29,2,,,,04,2013,1,0100000,5,1,100,,,,,,,2,,2,,000407.1163,1
02,421207012272002150001150301100000080149,04,05,1,31,01,07,2009,2,61,341,1,1,081,41,1,341,38,2,,,,12,2012,1,0140000,1,1,040,2,010,3,030,4,020,2,,2,,000444.4685,1
02,421207012272002150001150301100000090169,03,03,2,34,01,05,2010,1,05,743,1,1,081,36,1,347,28,2,,,,05,2013,1,0050000,1,1,060,2,010,3,030,,,2,,1,0010000,000427.4721,1
02,421207012272002150001150301100000090169,05,03,2,30,01,12,2011,1,06,421,1,1,021,12,1,913,09,2,,,,12,2012,1,0030000,1,1,070,2,010,3,020,,,2,,2,,000427.4721,1
02,421207012272002150001150301100000120225,02,02,2,60,01,01,2011,2,61,021,1,1,119,20,1,913,20,1,09,2012,2,,,1,0070000,5,1,070,2,010,3,020,,,1,0000000,2,,000255.5375,1
02,222212012282102150001150301800000060079,02,02,2,36,01,01,2011,2,04,921,1,1,039,24,1,913,20,2,,,,01,2013,1,0018000,5,1,095,,,3,005,,,2,,2,,000303.9322,1
02,122105012252102150001150302000000080168,02,02,2,46,03,09,2012,2,62,021,1,1,021,24,1,913,56,2,,,,09,2014,1,0048000,5,1,060,2,015,3,025,,,1,0030000,2,,000277.5589,1
02,122105012252102150001150302000000190060,02,02,2,23,01,06,2010,2,57,021,1,1,082,26,1,913,26,1,08,2012,2,,,1,0020000,1,1,050,2,010,3,030,4,010,1,0030000,2,,000407.5056,1
02,323315012412002150001150400900000010004,03,03,2,24,01,02,2011,1,64,921,1,1,089,24,1,913,19,2,,,,02,2013,1,0018000,1,1,060,,,3,040,,,2,,2,,000416.5955,1
02,124306012422102150001150403100000010009,02,02,2,32,01,06,2012,2,06,921,1,1,057,25,1,913,03,2,,,,07,2014,1,0016000,1,1,080,,,3,020,,,2,,2,,000406.3133,1
02,124306012422102150001150403100000090119,02,03,1,27,02,08,2011,1,01,921,1,2,089,36,1,921,50,2,,,,08,2014,1,0013000,1,1,060,,,3,040,,,2,,2,,000422.4685,1
02,124306012422102150001150403100000090119,03,03,1,26,02,08,2011,1,04,921,1,2,089,24,1,921,48,2,,,,08,2013,1,0018000,1,1,060,,,3,040,,,2,,2,,000422.4685,1
02,124306012422102150001150403100000090119,04,03,2,23,01,12,2011,1,04,921,1,1,081,12,1,913,09,2,,,,12,2012,1,0019000,1,1,050,,,3,050,,,2,,2,,000389.7880,1
02,124306012422102150001150403100000110146,02,02,2,29,01,07,2011,2,04,921,1,1,078,26,1,913,14,2,,,,09,2013,1,0035000,1,1,060,,,3,040,,,2,,2,,000406.3133,1
02,121322012602102150001150503400000020019,01,01,1,45,02,12,2007,2,06,611,1,1,119,60,1,913,58,2,,,,12,2012,1,0120000,5,1,050,,,3,050,,,2,,2,,000285.5720,1
02,121322012602102150001150503400000040053,02,03,2,29,02,06,2011,1,67,223,1,1,018,24,1,223,30,2,,,,06,2013,1,0040000,1,1,050,,,3,050,,,2,,2,,000407.9193,1
02,121322012602102150001150503400000050069,03,03,2,29,02,06,2011,1,06,921,1,1,082,24,1,913,34,2,,,,06,2013,1,0020000,5,1,100,,,,,,,2,,2,,000407.9193,1
02,121322012602102150001150503400000140222,06,03,2,40,03,05,2010,4,04,921,1,1,010,31,1,913,52,2,,,,12,2012,1,0030000,5,1,100,,,,,,,2,,2,,000304.5317,1
02,322123012542002150001150503700100060168,02,02,2,40,02,07,2012,2,06,522,1,1,082,36,1,913,26,2,,,,07,2015,1,0016000,5,1,100,,,,,,,1,0060000,2,,000303.3328,1
02,323218012622002150001150602500100070148,02,02,2,30,01,05,2012,2,06,921,1,1,039,24,1,913,04,2,,,,05,2014,2,,,,,,,,,,,2,,2,,000431.9146,1
02,323218012622002150001150602500100100216,04,04,1,29,02,08,2010,1,65,921,1,1,081,24,1,215,48,1,08,2012,2,,,1,0020000,1,1,100,,,,,,,1,0100000,1,0025000,000449.0876,1
02,323218012622002150001150602500100120263,03,03,2,36,03,09,2012,2,64,522,1,1,039,24,1,913,48,2,,,,09,2014,2,,,,,,,,,,,1,0020000,1,0020000,000322.4454,1
02,424217012712002150001150603100100050100,03,03,2,28,01,04,2009,1,06,421,1,1,094,37,1,421,37,1,05,2012,2,,,1,0057000,5,1,050,2,050,,,,,1,0050000,2,,000432.5612,1
02,424217012712002150001150603100100140313,05,03,2,33,01,06,2010,2,06,921,1,1,051,27,1,913,27,1,09,2012,2,,,1,0011000,5,1,100,,,,,,,1,0020000,1,0012000,000432.5612,1
02,424217012712002150001150603100100150338,03,03,2,40,02,12,2011,1,04,743,1,1,039,24,1,513,32,2,,,,12,2013,2,,,,,,,,,,,2,,1,0012000,000322.9281,1
02,223113012662102150001150603900000030037,06,03,2,34,01,07,2012,3,03,921,1,1,081,24,1,513,02,2,,,,07,2014,1,0010000,5,1,100,,,,,,,2,,2,,000431.4895,1
02,223113012662102150001150603900000090115,02,02,2,35,01,02,2012,2,04,921,1,1,081,24,1,512,07,2,,,,02,2014,1,0001000,5,1,100,,,,,,,2,,2,,000322.1280,1
02,223113012662102150001150603900000150191,03,05,2,38,01,02,2012,2,61,021,1,1,094,24,1,913,07,2,,,,02,2014,2,,,,,,,,,,,2,,2,,000322.1280,1
02,223113012662102150001150603900000150191,06,05,1,44,02,01,2008,2,65,724,1,1,018,88,1,421,56,2,,,,88,8888,1,0045000,1,1,050,2,050,,,,,2,,2,,000344.7356,1
02,222117013052102150001151001000000070081,04,03,1,29,01,06,2011,2,04,921,1,1,094,24,1,931,15,2,,,,06,2013,1,0030000,5,1,100,,,,,,,2,,2,,000422.4685,1
02,222117013052102150001151001000000160197,02,02,2,35,01,07,2010,2,66,921,1,1,089,36,1,513,26,2,,,,07,2013,1,0048000,5,1,100,,,,,,,2,,2,,000303.3328,1
02,221219013032102150001151001200000050055,01,01,1,42,02,06,2012,2,04,611,1,1,094,24,1,832,29,2,,,,06,2014,1,0030000,5,1,100,,,,,,,1,0000000,2,,000325.2628,1
02,221115013142102150001151100800000060139,05,03,2,25,01,05,2010,1,06,021,1,1,088,28,1,913,28,1,09,2012,2,,,1,0075000,5,1,080,2,020,,,,,1,0060000,1,0016000,000409.1238,1
02,221115013142102150001151100800000070168,02,04,1,55,04,06,2011,4,06,832,1,1,096,24,1,522,48,2,,,,06,2013,1,0021000,1,1,080,2,010,3,010,,,2,,2,,000241.0314,1
02,221115013142102150001151100900000010003,02,02,1,56,02,12,2011,2,06,611,1,1,036,36,1,832,45,2,,,,12,2014,1,0120000,5,1,080,2,010,3,010,,,2,,2,,000241.0314,1
02,422308013122002150001151101700000030026,06,06,1,29,02,12,2011,1,68,832,1,2,035,12,1,834,22,2,,,,12,2012,1,0060000,1,1,070,2,015,3,015,,,2,,2,,000455.3642,1
02,124211013092102150001151102500000020011,04,02,2,45,01,06,2012,2,03,921,1,1,051,24,1,913,03,2,,,,06,2014,1,0014000,5,1,080,2,020,,,,,2,,2,,000266.0158,1
02,124211013092102150001151102500000100060,02,03,1,27,03,06,2012,2,67,023,1,1,096,12,1,223,27,2,,,,06,2013,1,0030000,1,1,060,2,020,3,020,,,1,0090000,1,0010000,000423.3034,1
02,124211013092102150001151102500000100060,03,05,2,26,03,06,2012,2,67,023,1,1,096,12,1,223,27,2,,,,06,2013,2,,,,,,,,,,,1,0100000,1,0026000,000407.1163,1
02,124211013092102150001151102500000170099,02,02,2,52,02,05,2012,2,04,522,1,1,083,24,1,913,28,2,,,,05,2014,1,0020000,1,1,070,2,030,,,,,1,0120000,1,0026000,000266.0158,1
02,123304013202102150001151200100000060109,03,05,1,28,01,05,2011,2,06,832,1,1,089,36,1,932,16,2,,,,05,2014,1,0060000,1,1,060,,,3,040,,,2,,2,,000459.5866,1
02,123304013202102150001151200100000070129,05,04,2,42,01,12,2010,1,04,743,1,1,039,25,1,913,21,2,,,,01,2013,1,0030000,1,1,080,,,3,020,,,2,,2,,000329.9836,1
02,123304013202102150001151200100000100190,02,03,2,42,02,08,2012,4,64,513,1,1,039,24,1,913,24,2,,,,08,2014,1,0030000,1,1,080,,,3,020,,,1,0050000,2,,000329.9836,1
02,123304013202102150001151200100000180349,06,05,2,36,02,08,2012,2,06,913,1,1,082,25,1,913,37,2,,,,09,2014,1,0021000,5,1,060,,,3,040,,,2,,2,,000329.9836,1
02,321317013322002150001151300900000040041,01,01,1,31,03,08,2011,2,04,611,1,1,081,12,1,931,42,1,08,2012,2,,,1,0060000,5,1,085,,,3,015,,,1,0000000,2,,000424.1383,1
02,321317013322002150001151300900000040041,02,02,2,29,01,04,2010,2,53,021,1,1,082,29,1,913,29,1,09,2012,2,,,1,0012000,5,1,080,,,3,020,,,1,0000000,2,,000407.9193,1
02,321317013322002150001151300900000120128,11,05,1,24,01,04,2011,2,06,611,1,1,094,25,1,932,17,2,,,,05,2013,1,0030000,5,1,080,,,3,020,,,2,,2,,000333.7173,1
02,321317013322002150001151300900000140150,04,03,2,38,02,05,2011,1,04,921,1,1,046,36,1,513,36,2,,,,05,2014,1,0012000,1,1,100,,,,,,,2,,2,,000304.5317,1
02,321317013322002150001151300900000160172,01,01,2,52,03,05,2012,2,63,921,1,1,089,48,1,913,36,2,,,,05,2016,1,0033000,1,1,090,,,3,010,,,2,,2,,000266.5405,1
02,321317013322002150001151300900000180195,04,03,2,32,02,12,2010,1,04,921,1,1,093,88,1,913,21,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000407.9193,1
02,124111013402102150001151303300200160187,01,01,1,33,05,03,2012,2,65,611,1,2,021,24,1,816,54,2,,,,03,2014,1,0150000,1,,,,,3,100,,,2,,2,,000377.3744,1
02,124111013402102150001151303300200190223,04,03,2,29,01,05,2012,1,61,021,1,1,039,23,1,913,04,2,,,,04,2014,1,0005000,5,1,100,,,,,,,2,,2,,000362.9436,1
02,124111013402102150001151303300200210247,02,02,2,42,02,09,2012,2,04,021,1,1,039,24,1,913,24,2,,,,09,2014,1,0030000,5,1,100,,,,,,,1,0000000,1,0032000,000270.9552,1
02,124111013402102150001151303300200240282,03,03,1,27,01,01,2011,1,04,921,1,1,081,25,1,832,20,2,,,,02,2013,1,0033000,5,1,100,,,,,,,2,,2,,000377.3744,1
02,124111013402102150001151303300200240282,04,03,1,24,01,05,2011,1,06,921,1,1,081,24,1,721,16,2,,,,05,2013,1,0031000,5,1,100,,,,,,,2,,2,,000296.9229,1
02,223208013302102150001151304400000010009,03,03,2,25,01,02,2012,2,64,921,1,1,094,24,1,913,07,2,,,,02,2014,1,0009000,5,1,090,2,010,,,,,2,,2,,000407.9193,1
02,124110013402102150001151305100000010012,03,03,1,32,02,01,2012,1,06,611,1,2,052,24,1,921,42,2,,,,01,2014,1,0100000,5,1,090,,,3,010,,,2,,2,,000424.1383,1
02,123225013542102150001151502200000090103,06,06,1,25,01,03,2010,1,05,817,1,1,089,36,1,827,30,2,,,,03,2013,1,0030000,4,1,100,,,,,,,2,,2,,000424.1383,1
02,121213013602102150001151602300100010008,04,05,2,39,02,06,2012,2,06,522,1,1,082,24,1,913,27,2,,,,06,2014,1,0020000,1,1,050,2,050,,,,,2,,2,,000303.9322,1
02,121213013602102150001151602300100020026,05,03,2,44,02,02,2011,3,06,621,1,1,039,24,1,913,43,2,,,,02,2013,1,0060000,1,1,080,2,020,,,,,2,,2,,000303.9322,1
02,121213013602102150001151602300100048001,02,02,2,29,02,04,2011,2,06,131,1,1,039,24,1,913,41,2,,,,04,2013,1,0040000,5,1,050,2,050,,,,,2,,2,,000407.1163,1
02,121213013602102150001151602300100070117,02,03,2,38,01,02,2011,3,01,911,1,1,053,24,1,913,19,2,,,,02,2013,1,0013500,5,1,085,2,015,,,,,2,,2,,000303.9322,1
02,122302013802102150001151800300000150336,02,02,2,49,01,10,2010,2,04,921,1,1,054,27,1,913,23,2,,,,01,2013,1,0045000,5,1,070,2,015,3,015,,,2,,2,,000286.1638,1
02,422226014132002150001152200300100020025,06,03,2,26,02,05,2011,1,63,921,1,1,078,24,1,913,16,2,,,,05,2013,1,0038000,5,1,080,,,3,020,,,2,,2,,000407.1163,1
02,422226014132002150001152200300100070104,05,02,2,38,01,09,2011,2,04,921,1,1,054,24,1,913,12,2,,,,09,2013,1,0028000,1,1,080,2,010,3,010,,,2,,2,,000303.9322,1
02,422226014132002150001152200300100170261,07,03,2,26,01,10,2010,2,61,021,2,1,039,27,1,913,23,2,,,,01,2013,1,0034000,5,1,060,2,020,3,020,,,2,,2,,000407.1163,1
02,224205014102102150001152201300000020030,05,05,1,32,03,08,2012,2,06,832,1,1,096,24,1,522,49,2,,,,08,2014,1,0015000,1,1,060,2,020,3,020,,,1,0200000,1,0019000,000423.3034,1
02,224205014102102150001152201300000030049,01,01,1,64,04,08,2012,2,02,611,1,1,096,11,1,932,52,2,,,,07,2013,1,0038000,1,1,080,2,010,3,010,,,1,0120000,1,0025000,000239.8487,1
02,224205014102102150001152201300000030049,02,02,2,61,04,07,2012,2,03,921,1,1,096,13,1,913,60,2,,,,08,2013,1,0025000,1,1,090,2,010,,,,,1,0100000,1,0035000,000243.3690,1
02,224205014102102150001152201300000050084,04,03,2,40,02,05,2010,1,04,921,1,1,039,36,1,913,41,2,,,,05,2013,1,0027000,5,1,080,2,020,,,,,2,,2,,000303.9322,1
02,224205014102102150001152201300000070123,01,01,1,63,02,05,2009,2,01,611,1,1,119,60,1,932,28,2,,,,05,2014,1,0032000,1,1,070,2,010,3,020,,,1,0080000,1,0024000,000239.8487,1
02,224205014102102150001152201300000070123,02,02,2,61,02,05,2009,2,03,921,1,1,119,60,1,932,40,2,,,,05,2014,1,0030000,1,1,080,2,010,3,010,,,1,0110000,1,0038000,000243.3690,1
02,224205014102102150001152201300000090161,01,01,1,56,02,10,2011,2,04,832,1,1,081,24,1,832,58,2,,,,10,2013,1,0049000,5,1,070,2,015,3,015,,,2,,2,,000239.8487,1
02,224205014102102150001152201300000120218,04,02,2,47,02,04,2011,2,04,921,1,1,082,24,1,913,41,2,,,,04,2013,1,0035000,5,1,100,,,,,,,2,,2,,000266.0158,1
02,224205014102102150001152201300000150275,06,03,1,25,04,03,2010,1,65,023,1,2,035,09,1,732,36,1,07,2012,2,,,1,0075000,1,1,080,2,010,3,010,,,1,0200000,2,,000423.3034,1
02,224205014102102150001152201300000180330,03,03,2,30,01,03,2010,1,63,023,1,1,082,36,1,913,30,2,,,,03,2013,1,0028000,5,1,080,2,020,,,,,2,,2,,000407.1163,1
02,422111014302002150001152601000000020054,02,03,2,28,01,06,2012,2,06,911,1,1,039,24,1,913,03,2,,,,06,2014,1,0015000,5,1,100,,,,,,,2,,2,,000406.3133,1
02,422111014302002150001152601000000180492,03,03,1,24,01,12,2010,1,06,921,1,1,081,24,1,724,21,2,,,,12,2012,1,0042000,5,1,050,2,050,,,,,2,,2,,000332.4035,1
02,323107014312002150001152601100000050112,03,03,2,34,02,05,2011,2,63,419,1,1,039,24,1,913,28,2,,,,05,2013,1,0021000,5,1,100,,,,,,,2,,2,,000444.5649,1
02,323107014312002150001152601100000050112,06,03,2,32,01,08,2011,1,63,921,1,1,039,24,1,913,13,2,,,,08,2013,1,0015000,5,1,100,,,,,,,2,,2,,000444.5649,1
02,323107014312002150001152601100000060139,04,03,2,31,02,11,2011,2,04,921,1,1,039,24,1,913,34,2,,,,11,2013,1,0030000,1,1,100,,,,,,,2,,2,,000444.5649,1
02,324104014342002150001152601600000060093,03,03,2,29,03,09,2012,1,06,021,1,1,039,24,1,913,24,2,,,,09,2014,2,,,,,,,,,,,2,,2,,000441.9126,1
02,324104014342002150001152601600000100154,03,03,1,25,02,02,2012,1,68,921,1,2,096,24,1,512,17,2,,,,02,2014,1,0072500,1,1,070,,,3,030,,,2,,2,,000459.4832,1
02,324104014342002150001152601600000120185,02,02,2,34,01,04,2011,2,04,921,1,1,054,24,1,913,17,2,,,,04,2013,1,0048000,1,1,100,,,,,,,2,,2,,000441.9126,1
02,324104014342002150001152601600000160248,02,02,2,32,02,05,2012,2,06,921,1,1,082,24,1,913,31,2,,,,05,2014,1,0029000,1,1,050,2,050,,,,,2,,2,,000441.9126,1
02,424324014482002150001152702100000020036,02,02,2,35,01,10,2011,2,63,921,1,1,094,24,1,411,11,2,,,,10,2013,1,0030000,1,1,100,,,,,,,2,,2,,000303.3328,1
02,424324014482002150001152702100000130233,05,03,2,22,01,02,2012,1,53,412,1,1,094,23,1,412,07,2,,,,01,2014,1,0020000,1,1,100,,,,,,,2,,2,,000389.7880,1
02,224122014352102150001152703300100020031,03,03,2,24,02,04,2012,2,04,921,1,1,039,23,1,913,30,2,,,,03,2014,1,0018000,1,1,050,2,050,,,,,2,,2,,000658.3687,1
02,224122014352102150001152703300100210463,02,02,2,39,01,09,2012,2,04,921,1,1,081,24,1,913,01,2,,,,09,2014,2,,,,,,,,,,,2,,2,,000512.3421,1
02,224122014352102150001152703300100240531,04,03,2,23,01,10,2010,1,63,412,1,1,094,26,1,913,23,2,,,,12,2012,1,0048000,1,1,060,2,020,3,020,,,2,,2,,000658.3687,1
02,224122014352102150001152703300100240531,08,05,2,31,03,10,2011,2,04,921,1,1,089,36,1,513,60,2,,,,10,2014,2,,,,,,,,,,,2,,2,,000686.2807,1
02,223319014662102150001152800500200028001,02,02,2,39,02,04,2012,2,06,322,1,1,010,24,1,322,29,2,,,,04,2014,1,0060000,1,1,050,2,050,,,,,2,,1,0016200,000325.6416,1
02,223319014662102150001152800500200150355,03,03,2,27,02,08,2012,1,06,921,1,1,018,36,1,913,25,2,,,,08,2015,2,,,,,,,,,,,2,,2,,000436.1960,1
02,223319014662102150001152800500200150355,04,03,2,23,03,09,2012,1,68,921,1,1,057,24,1,913,06,2,,,,09,2014,2,,,,,,,,,,,2,,2,,000418.4553,1
02,224318014562102150001152801300000170376,02,02,2,21,01,01,2012,2,03,921,1,1,054,24,1,913,08,2,,,,01,2014,1,0012000,5,1,100,,,,,,,2,,2,,000415.7739,1
02,321202014832002150001152900200000130348,08,05,2,23,01,12,2011,2,06,021,1,1,089,24,1,743,09,2,,,,12,2013,1,0024000,1,1,060,2,030,3,010,,,2,,1,0008000,000390.5583,1
02,421106014892002150001152903400300210634,04,03,2,34,01,10,2007,1,67,223,1,1,096,88,1,223,59,2,,,,88,8888,1,0120000,5,1,050,2,050,,,,,2,,2,,000437.3393,1
02,421303014712002150001152904500000040073,02,02,2,47,02,05,2012,2,06,021,1,1,039,24,1,913,48,2,,,,05,2014,2,,,,,,,,,,,1,0035000,1,0022000,000266.5405,1
02,421303014712002150001152904500000120257,06,05,2,34,01,06,2011,2,04,021,1,1,039,23,1,913,15,2,,,,05,2013,1,0015000,1,1,050,,,3,050,,,2,,2,,000407.9193,1
02,421303014712002150001152904500000120257,07,03,1,29,02,08,2011,2,61,921,1,1,081,35,1,829,40,2,,,,07,2014,1,0030000,1,,,2,050,3,050,,,1,0040000,2,,000424.1383,1
02,421303014712002150001152904500000120257,08,05,2,29,01,08,2011,2,04,021,1,1,081,35,1,913,13,2,,,,07,2014,2,,,,,,,,,,,2,,2,,000407.9193,1
02,121102014872102150001152905100100060155,04,03,1,26,01,07,2009,1,67,223,1,1,081,48,1,223,38,2,,,,07,2013,1,0030000,4,1,050,2,050,,,,,2,,2,,000454.7280,1
02,121102014872102150001152905100100090231,04,03,2,28,01,06,2010,1,67,223,1,1,081,88,1,223,27,2,,,,88,8888,1,0030000,1,1,050,2,050,,,,,2,,2,,000437.3393,1
02,125224014982102310001310102500000040046,02,02,2,40,02,07,2010,2,04,021,1,1,039,35,1,913,60,2,,,,06,2013,1,0018000,1,1,045,2,020,3,035,,,2,,2,,000321.7665,1
02,226125014972102310001310103100000080131,01,01,2,48,01,04,2009,3,06,021,1,1,001,47,1,913,41,2,,,,03,2013,1,0045000,1,1,100,,,,,,,2,,2,,000282.0488,1
02,226125014972102310001310103100000100165,02,02,2,33,02,10,2011,2,06,021,1,1,039,14,1,913,34,2,,,,12,2012,1,0047000,5,1,070,2,030,,,,,2,,2,,000431.6535,1
02,226125014972102310001310103100000140234,03,03,2,28,01,10,2010,1,67,513,1,1,082,23,1,913,23,1,09,2012,2,,,1,0010000,5,1,100,,,,,,,1,0030000,2,,000431.6535,1
02,425206015242002310001310202100000010006,02,02,2,44,02,04,2011,2,06,021,1,1,054,24,1,913,54,2,,,,04,2013,1,0020000,5,1,020,2,030,3,050,,,2,,2,,000338.7016,1
02,425206015242002310001310202100000090080,02,02,2,33,02,03,2011,2,63,021,1,1,039,24,1,913,54,2,,,,03,2013,1,0024000,1,1,025,2,030,3,045,,,2,,2,,000453.6898,1
02,425206015242002310001310202100000100090,02,02,2,41,01,06,2008,2,06,021,1,1,054,54,1,913,51,2,,,,12,2012,1,0020000,5,1,020,2,060,3,020,,,2,,2,,000338.7016,1
02,222208015292102310001310303300000018001,02,02,2,32,01,04,2010,2,02,021,1,1,054,48,1,913,29,2,,,,04,2014,1,0009000,5,1,100,,,,,,,2,,2,,000407.1163,1
02,222208015292102310001310303300000030059,01,01,2,46,02,07,2012,3,04,512,1,1,078,09,1,913,26,2,,,,04,2013,2,,,,,,,,,,,1,0010000,2,,000266.0158,1
02,222208015292102310001310303300000050103,03,03,2,40,02,04,2011,1,58,131,1,1,039,24,1,913,41,2,,,,04,2013,1,0024000,1,1,100,,,,,,,2,,2,,000303.9322,1
02,222208015292102310001310303300000050103,04,03,2,30,02,02,2012,1,67,223,1,1,081,10,1,223,32,2,,,,12,2012,1,0090000,5,1,100,,,,,,,2,,2,,000407.1163,1
02,423108015392002310001310400700000040077,03,03,1,22,01,08,2011,1,65,921,1,2,094,25,1,834,13,2,,,,09,2013,1,0030000,5,1,100,,,,,,,2,,2,,000333.3889,1
02,423108015392002310001310400700000130252,01,01,1,42,02,09,2012,2,06,921,1,1,081,24,1,723,24,2,,,,09,2014,1,0020000,1,1,100,,,,,,,2,,2,,000325.5836,1
02,423108015392002310001310400700000130252,04,03,2,22,01,03,2012,1,67,023,1,1,094,34,1,223,06,2,,,,01,2015,1,0060000,1,1,100,,,,,,,2,,2,,000390.9435,1
02,224214015472102310001310500400100040086,06,03,2,22,01,02,2012,2,04,021,1,1,078,24,1,913,07,2,,,,02,2014,1,0005000,4,1,100,,,,,,,2,,2,,000441.8227,1
02,224214015472102310001310500400100060128,01,01,1,40,01,02,2011,2,04,131,1,1,081,24,1,832,19,2,,,,02,2013,1,0060000,4,1,070,2,030,,,,,2,,2,,000367.9566,1
02,224214015472102310001310500400100070151,01,01,1,39,02,01,2010,2,06,832,1,1,081,56,1,832,26,2,,,,09,2014,1,0042000,1,1,100,,,,,,,2,,2,,000367.9566,1
02,224214015472102310001310500400100130277,04,05,2,30,01,07,2012,2,06,921,1,1,054,24,1,913,02,2,,,,07,2014,1,0005000,4,1,100,,,,,,,2,,2,,000460.5541,1
02,224214015472102310001310500400100170357,03,05,1,48,02,12,2009,2,06,832,1,1,081,50,1,832,33,2,,,,02,2014,1,0042000,1,1,100,,,,,,,2,,2,,000322.4200,1
02,224214015472102310001310500400100190399,02,02,2,39,01,08,2012,2,04,921,1,1,078,24,1,913,01,2,,,,08,2014,1,0006000,4,1,100,,,,,,,2,,2,,000343.8261,1
02,125114015432102310001310500700000110295,02,02,2,50,03,10,2010,2,03,921,1,1,039,30,1,913,58,2,,,,04,2013,1,0090000,5,1,050,2,050,,,,,2,,2,,000290.8961,1
02,125114015432102310001310500700000120320,04,05,2,35,02,05,2012,2,06,921,1,1,094,24,1,913,28,2,,,,05,2014,1,0010000,5,1,100,,,,,,,2,,2,,000332.3588,1
02,125114015432102310001310500700000180489,02,02,2,27,02,01,2012,2,04,021,1,1,039,24,1,913,32,2,,,,01,2014,1,0015000,1,1,100,,,,,,,2,,2,,000445.1937,1
02,123115015452102310001310500900000060079,03,05,2,29,01,03,2011,2,54,921,1,1,078,25,1,913,18,2,,,,04,2013,1,0030000,5,1,100,,,,,,,2,,2,,000407.5178,1
02,123115015452102310001310500900000180249,02,02,2,41,02,06,2012,2,04,913,1,1,053,24,1,913,51,2,,,,06,2014,1,0014000,1,1,100,,,,,,,2,,2,,000304.2320,1
02,221219015602102310001310701400200090109,02,02,2,37,01,09,2012,2,06,021,1,1,015,23,1,913,01,2,,,,08,2014,2,,,,,,,,,,,2,,2,,000363.0551,1
02,221219015602102310001310701400200140172,01,01,1,51,04,05,2010,2,65,131,1,1,094,28,1,215,48,1,09,2012,2,,,1,0150000,1,1,090,,,3,010,,,1,0200000,1,0049000,000340.4519,1
02,321212015852002310001310800800000040045,02,02,2,36,01,03,2009,2,02,131,1,1,094,49,1,913,42,2,,,,04,2013,1,0048000,5,1,100,,,,,,,2,,2,,000343.9470,1
02,321212015852002310001310800800000060072,03,06,2,29,01,08,2011,2,63,421,1,1,039,37,1,913,13,2,,,,09,2014,1,0050000,1,1,100,,,,,,,2,,2,,000460.7159,1
