REG,HHNUM,RPL,PSU,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q9_USOCC,Q10_REASON,Q11_CTRY,Q12_STAY,Q13_INDWORK,Q14_OCCUP1,Q15_NOMONTH,Q16_RET,Q17_DTRET,Q18_DTEXP,Q19_CASHREM,Q20_CASHAMT,Q21_MODE,Q22_RET6MOS,Q23_CASHHOME,Q24_INKIND,Q25_KINDAMT,SWGT,P6M_IND
06,00963,1,08243,84,08,2,15,01,072002,1,03,0231,6,500,88,2,    ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000455.8671, 
06,00964,1,08243,02,02,1,34,04,042005,2,65,3113,1,221,12,1,7141,42,2,      ,042006,1,133920,1,2,      ,2,      ,000547.8343,1
06,00965,3,08259,04,08,1,35,02,122004,2,65,0232,1,400,11,1,7122,24,1,092005,      ,1,165000,1,1,075000,2,      ,000467.6444,1
06,00966,3,08240,04,03,2,40,01,032002,4,63,0232,1,211,49,1,9131,42,2,      ,042006,1,030000,1,2,      ,2,      ,000497.9863,1
06,00967,1,08232,12,03,2,32,01,022005,2,05,0232,1,213,24,1,9131,07,1,092005,      ,1,050000,1,1,030000,1,017000,000620.5143,1
06,00967,1,08232,06,03,2,23,05,012005,1,05,0232,1,212,06,1,3473,30,1,082005,      ,1,045000,1,1,200000,1,026500,000592.4608,1
06,00968,1,08232,81,03,2,32,03,062005,2,04,0210,6,212,12,2,    ,  ,2,      ,072006,1,017000,1,1,020000,1,002500,000503.7412, 
06,00969,4,08284,04,02,2,39,02,092005,2,05,0210,1,211,24,1,9131,22,2,      ,102007,2,      , ,1,080000,2,      ,000500.6317,1
06,00970,4,08284,02,02,2,41,01,112000,2,05,0210,1,213,24,1,9131,24,1,112002,      ,2,      , ,2,      ,2,      ,000500.6317,2
06,00971,3,08281,05,02,1,55,04,082004,2,65,6111,1,212,12,1,3141,46,1,082005,      ,1,030000,1,1,100000,1,006500,000451.9030,1
06,00972,3,08316,81,03,2,29,01,112002,1,05,7434,6,233,31,1,9131,31,1,062005,      ,2,      , ,1,015000,1,005500,000464.4326, 
06,00972,3,08316,06,03,2,34,02,102004,1,64,8259,1,223,15,1,8259,36,2,      ,012006,2,      , ,2,      ,1,001500,000572.0936,1
06,00973,2,08330,07,05,1,37,05,062005,2,68,2132,1,233,12,1,8221,60,2,      ,062006,1,060000,1,1,100000,1,010000,000455.8486,1
06,00974,3,08338,81,03,2,34,02,102004,2,05,0210,6,213,36,1,5133,47,2,      ,102007,1,009500,1,2,      ,2,      ,000448.8416, 
06,00975,3,08338,06,03,2,24,01,082005,1,68,7434,1,234,24,1,9131,02,2,      ,082007,2,      , ,2,      ,2,      ,000527.8922,1
06,00976,3,08338,03,03,2,35,02,042002,1,05,9131,1,235,88,1,9131,60,2,      ,888888,1,015000,1,2,      ,2,      ,000484.7411,1
06,00976,3,08338,04,03,2,31,01,112001,1,05,9131,1,235,88,1,9131,46,2,      ,888888,1,015000,1,2,      ,2,      ,000552.8883,1
06,00977,4,08345,05,02,1,31,03,062005,2,05,0231,1,500,08,1,3142,40,2,      ,022006,1,045000,1,2,      ,2,      ,000566.9119,1
06,00978,4,08345,04,02,1,36,03,052005,2,68,0231,1,400,88,1,3141,30,2,      ,888888,1,085000,1,2,      ,2,      ,000493.2264,1
06,00979,4,08345,07,03,2,26,02,122003,1,05,9131,1,211,24,1,9131,48,2,      ,102005,1,017000,1,2,      ,2,      ,000581.0974,1
06,00980,4,08345,07,03,2,38,10,092005,2,65,3231,1,233,06,1,3231,60,2,      ,042006,1,036000,1,2,      ,2,      ,000509.4732,1
06,00981,4,08345,04,03,2,25,01,082004,1,63,3114,1,213,24,1,3114,13,2,      ,092006,1,074000,1,2,      ,2,      ,000581.0974,1
06,00982,4,08345,07,02,1,44,03,052003,2,68,7231,1,234,30,1,8324,60,2,      ,112005,1,120000,1,2,      ,2,      ,000493.2264,1
06,00983,2,08354,04,03,2,27,02,122004,1,63,9131,1,211,12,1,9131,30,2,      ,122005,2,      , ,2,      ,2,      ,000538.5062,1
06,00984,3,08372,05,02,2,52,01,042002,2,04,1314,1,222,48,1,9131,41,2,      ,042006,1,030000,1,2,      ,1,005000,000448.9322,1
06,00985,3,08372,05,02,1,43,02,072005,2,05,6212,1,500,09,1,7233,27,2,      ,042006,1,096000,1,2,      ,2,      ,000469.4291,1
06,00986,3,08372,08,05,1,32,02,122004,2,05,6212,1,212,12,1,7212,18,2,      ,122005,1,030000,1,2,      ,2,      ,000539.5594,1
06,00987,2,08390,04,03,2,23,01,042004,1,63,0231,1,222,24,1,5131,17,2,      ,042006,1,028000,1,2,      ,2,      ,000513.8152,1
06,00988,2,08390,10,03,2,32,02,062004,1,04,7432,1,222,24,1,9131,39,2,      ,062006,1,065000,1,2,      ,2,      ,000538.1448,1
06,00989,2,08390,05,02,2,40,03,102004,2,04,0210,1,211,24,1,9131,48,2,      ,102006,1,041000,3,2,      ,2,      ,000471.8148,1
06,00990,1,08402,06,05,1,29,03,042005,2,68,0232,1,400,10,1,8340,36,2,      ,022006,2,      , ,1,000000,2,      ,000575.8151,1
06,00991,1,08402,06,03,1,22,01,122004,1,68,0232,1,234,12,1,8340,10,2,      ,122005,1,036000,1,2,      ,2,      ,000514.1348,1
06,00992,1,08402,04,02,1,50,03,062005,2,68,0232,1,400,06,1,3141,36,2,      ,122005,1,090000,1,2,      ,2,      ,000464.2455,1
06,00993,1,08402,06,02,2,41,03,012005,2,03,0210,1,211,24,1,9131,36,2,      ,012007,1,030000,1,2,      ,2,      ,000517.4744,1
06,00994,1,08402,08,02,2,33,03,122003,2,05,9131,1,222,24,1,9131,60,2,      ,122005,1,035000,1,2,      ,2,      ,000590.2234,1
06,00995,1,08402,05,02,1,36,03,032005,2,68,0232,1,400,08,1,8340,36,2,      ,112005,1,045000,1,2,      ,2,      ,000500.9724,1
06,00996,1,08404,04,02,2,40,03,052004,2,05,0210,1,211,24,1,9131,36,2,      ,042006,1,030000,1,2,      ,2,      ,000484.8921,1
06,00997,3,08422,04,02,1,49,02,102004,2,65,5220,1,233,24,1,2151,24,2,      ,102006,1,180000,1,2,      ,2,      ,000464.2455,1
06,00998,4,08418,05,03,1,40,01,042003,1,05,4223,1,231,36,1,1490,29,2,      ,042006,1,020000,1,2,      ,2,      ,000470.9265,1
06,00998,4,08418,02,03,2,40,01,122002,1,05,9131,1,222,36,1,9131,30,1,062005,      ,2,      , ,1,040000,2,      ,000486.4388,1
06,00999,4,08418,06,02,1,42,01,042005,2,65,2158,1,213,12,1,1490,06,2,      ,042006,1,047000,1,2,      ,2,      ,000470.9265,1
06,01000,4,08418,07,02,1,50,03,062005,2,68,5220,1,100,08,1,8340,48,2,      ,022006,1,016000,1,2,      ,2,      ,000436.4023,1
06,01001,4,08418,06,03,2,25,01,032004,1,05,5220,1,231,24,1,9131,18,2,      ,042006,1,037000,4,2,      ,2,      ,000554.8246,1
06,01002,1,08423,03,02,1,35,04,072004,2,68,0232,1,500,12,1,8340,56,1,092005,      ,1,090000,1,1,010000,2,      ,000457.9960,1
06,01003,1,08423,04,08,1,24,01,062005,1,65,0232,1,600,10,1,8340,04,2,      ,042006,1,006000,1,2,      ,2,      ,000470.0292,1
06,01004,1,08423,05,03,2,29,01,072004,1,05,3221,1,211,88,1,9131,14,2,      ,888888,1,060000,1,2,      ,2,      ,000539.5905,1
06,01005,4,08436,04,03,2,43,02,042005,1,05,0210,1,222,24,1,9131,30,2,      ,042007,1,025000,1,2,      ,2,      ,000517.0873,1
06,01006,4,08436,03,03,1,25,02,042003,1,64,0232,1,233,36,1,7241,60,2,      ,032006,1,060000,1,2,      ,2,      ,000575.3843,1
06,01007,4,08436,05,02,2,41,02,062005,2,64,0210,1,211,24,1,9131,27,2,      ,052007,1,015000,1,2,      ,2,      ,000517.0873,1
06,01008,4,08436,06,02,2,32,01,042004,2,04,0210,1,211,24,1,9131,17,2,      ,042006,1,015000,1,2,      ,2,      ,000589.7819,1
06,01009,4,08479,03,03,2,31,01,032005,1,04,4211,1,213,24,1,5133,07,2,      ,032007,1,010000,1,2,      ,2,      ,000537.7834,1
06,01010,2,08486,04,02,2,52,02,082005,2,04,0210,1,211,24,1,9131,55,2,      ,072007,1,030000,1,2,      ,2,      ,000437.9983,1
06,01011,2,08486,07,02,2,36,03,052005,2,03,0210,1,211,12,1,9131,55,2,      ,052006,1,048000,1,1,040000,1,016100,000473.0823,1
06,01012,2,08486,07,05,1,28,04,072005,2,68,0232,1,400,09,1,3141,45,1,082005,      ,2,      , ,1,005000,2,      ,000526.4182,1
06,01013,2,08486,03,03,2,34,02,072005,1,65,0210,1,213,88,1,5131,48,2,      ,888888,2,      , ,1,040000,1,007000,000539.5905,1
06,01014,2,08493,04,03,2,25,03,062004,1,65,0210,3,214,88,1,8163,60,2,      ,888888,1,120000,1,2,      ,1,005000,000538.1448,1
06,01015,2,08493,07,06,2,27,02,042004,1,65,2231,1,500,88,1,2231,20,2,      ,888888,1,150000,1,2,      ,2,      ,000538.1448,1
06,01016,1,08490,06,02,1,44,01,042005,2,68,1316,1,500,11,1,8324,05,2,      ,032007,1,060000,1,2,      ,2,      ,000456.1554,1
06,01017,1,08490,04,03,2,28,01,122000,1,05,5220,1,222,24,1,9131,48,1,052005,      ,2,      , ,1,050000,1,005000,000537.4220,1
06,01018,1,08495,05,02,1,51,04,112004,2,68,7233,1,400,10,1,8340,41,2,      ,102005,1,050000,1,2,      ,2,      ,000423.2826,1
06,01019,1,08495,08,03,1,31,02,082005,2,05,1430,1,233,12,1,4190,57,2,      ,072006,1,030000,1,2,      ,2,      ,000525.0078,1
06,01019,1,08495,09,05,2,31,02,062005,2,61,0210,1,222,24,1,9131,54,2,      ,052007,1,030000,1,2,      ,2,      ,000538.1448,1
06,01020,1,08495,07,05,2,36,01,022003,2,61,0210,1,211,88,1,9131,31,2,      ,888888,1,060000,1,2,      ,2,      ,000471.8148,1
06,01021,4,08551,01,01,2,42,04,012005,3,05,7433,1,211,18,1,9131,33,2,      ,072006,1,060000,1,2,      ,1,000700,000457.4390,1
06,01022,1,08552,06,03,2,26,01,112003,1,65,2231,1,222,24,1,2231,23,2,      ,112005,1,060000,1,2,      ,2,      ,000537.4220,1
06,01023,1,08552,10,03,1,48,05,112004,2,05,8340,1,400,10,1,7233,50,1,082005,      ,1,064000,1,1,200000,2,      ,000422.7141,1
06,01024,1,08552,07,03,1,35,01,052002,1,05,5220,1,213,36,1,9322,36,1,042005,      ,2,      , ,1,070000,2,      ,000456.1554,1
06,01025,2,08546,02,02,2,29,01,092005,2,65,5220,1,222,24,1,9131,01,2,      ,092007,2,      , ,2,      ,2,      ,000569.9930,1
06,01026,2,08546,01,01,1,53,05,052005,2,65,7231,1,233,07,1,2154,35,2,      ,122005,1,160000,1,2,      ,2,      ,000448.3331,1
06,01027,3,08545,04,02,1,42,02,082004,2,05,5123,1,211,24,1,9131,38,2,      ,052006,1,054500,1,2,      ,1,030500,000483.8012,1
06,01028,1,08560,03,04,1,34,05,022005,1,65,8340,1,233,16,1,8340,40,2,      ,062006,1,072000,1,2,      ,2,      ,000561.5922,1
06,01029,1,08560,03,03,2,24,01,112000,1,05,0210,1,222,41,1,9131,41,1,042004,      ,2,      , ,2,      ,2,      ,000549.6197,2
06,01030,1,08560,01,01,1,53,03,082003,2,05,7123,1,233,12,1,7123,36,1,082004,      ,2,      , ,2,      ,2,      ,000452.7784,2
06,01031,3,08566,06,04,2,27,01,012004,1,64,3121,1,213,24,1,3122,20,2,      ,012006,2,      , ,2,      ,2,      ,000647.5929,1
06,01032,3,08566,07,02,2,50,02,112004,2,04,5122,1,211,24,1,9131,59,2,      ,102006,1,180000,1,2,      ,1,001000,000525.6664,1
06,01033,4,08568,01,01,1,41,01,062005,2,04,7241,1,100,01,1,7241,03,2,      ,122005,1,132000,1,2,      ,2,      ,000488.5982,1
06,01034,4,08568,01,01,1,71,01,022005,2,01,6111,4,400,03,2,    ,  ,1,052005,      ,2,      , ,1,040000,2,      ,000518.3595,2
06,01035,2,08573,04,03,2,34,02,062001,1,05,0210,1,222,48,1,9131,48,1,062005,      ,1,050000,1,1,025000,2,      ,000576.9709,1
06,01036,4,08577,02,02,2,27,01,092005,2,63,4190,1,213,36,1,4113,01,2,      ,092008,1,005000,1,2,      ,2,      ,000591.2726,1
06,01037,4,08577,03,05,1,28,03,032005,2,68,0210,1,212,10,1,8340,15,2,      ,022006,1,060000,1,2,      ,2,      ,000576.8387,1
06,01038,2,08577,02,02,2,43,02,092005,2,04,0210,1,214,06,1,9131,24,2,      ,032006,2,      , ,2,      ,2,      ,000518.3943,1
06,01039,3,08578,06,08,2,67,02,012005,1,02,5131,1,500,88,1,5133,36,2,      ,888888,2,      , ,2,      ,2,      ,000480.0159,1
06,01040,3,08578,02,03,2,30,01,062004,1,68,5220,1,234,08,1,4211,08,1,022005,      ,2,      , ,2,      ,2,      ,000594.8868,2
06,01041,1,08578,03,05,1,40,03,032005,2,68,0210,1,212,09,1,8340,45,2,      ,122005,1,150000,1,2,      ,2,      ,000504.9306,1
06,01042,2,08579,08,03,1,28,01,042005,1,63,1314,1,213,24,1,9322,05,2,      ,042007,1,080000,1,2,      ,2,      ,000580.3646,1
06,01043,2,08579,05,04,1,60,02,042003,1,04,9131,3,500,88,1,5169,53,2,      ,888888,1,036000,1,2,      ,1,003000,000498.5472,1
06,01043,2,08579,06,04,2,54,01,042001,1,63,4115,3,500,88,1,4190,53,2,      ,888888,1,048000,1,2,      ,2,      ,000482.8836,1
06,01044,4,08579,02,03,1,48,01,082005,2,04,7244,1,233,12,1,8322,01,2,      ,072006,2,      , ,2,      ,2,      ,000467.9135,1
06,01045,4,08580,01,01,1,40,05,052004,2,65,4132,1,500,15,1,8340,36,1,082005,      ,1,180000,2,1,460000,1,138432,000456.1554,1
06,01046,4,08580,06,02,1,50,05,012005,2,05,5121,1,233,10,1,4190,54,2,      ,122005,1,067200,1,2,      ,2,      ,000422.7141,1
06,01047,2,08592,04,03,1,23,01,092005,1,68,0231,5,222,10,2,    ,  ,2,      ,072006,1,007000,1,2,      ,2,      ,000468.1403,2
06,01048,2,08592,04,02,1,47,05,042005,2,65,0210,3,500,06,1,3115,30,2,      ,102005,1,138000,1,2,      ,2,      ,000422.7141,1
06,01048,2,08592,05,03,1,26,01,122003,1,68,0231,3,500,24,1,7233,20,2,      ,122005,1,060000,1,2,      ,2,      ,000524.3027,1
06,01049,1,08602,10,08,1,22,01,062005,1,65,0231,1,400,06,1,7233,03,2,      ,122005,1,084000,1,2,      ,2,      ,000508.8482,1
06,01050,2,08607,03,02,1,44,05,082005,2,68,8340,1,500,08,1,8340,40,2,      ,042006,2,      , ,1,300000,1,011000,000469.9784,1
06,01051,2,08607,05,02,2,52,02,102004,2,65,2231,1,233,24,1,2231,50,2,      ,102006,1,180000,1,2,      ,2,      ,000449.4575,1
06,01052,4,08622,81,03,2,28,03,082003,1,05,4190,6,233,24,1,9131,53,1,072005,      ,2,      , ,1,060000,1,005000,000474.2237, 
06,01053,4,08622,03,03,1,28,02,052004,1,65,2231,1,500,88,1,2231,29,2,      ,888888,2,      , ,2,      ,2,      ,000569.8942,1
06,01054,2,08625,07,05,1,42,02,092002,2,05,3133,1,233,36,1,3133,60,2,      ,102005,1,060000,1,2,      ,2,      ,000456.1554,1
06,01055,2,08662,01,01,1,38,02,052005,2,04,7231,1,300,48,1,7231,24,2,      ,052009,1,025000,1,2,      ,2,      ,000456.7689,1
06,01056,3,08676,04,03,2,35,02,032003,2,03,7433,1,231,36,1,9131,24,2,      ,032006,1,033000,1,2,      ,2,      ,000490.8137,1
06,01057,1,08687,07,03,2,35,01,102002,1,60,9131,3,235,48,1,9131,35,2,      ,102006,1,030000,1,2,      ,2,      ,000485.2952,1
06,01058,1,08687,04,02,1,32,04,052005,2,68,5123,3,212,10,1,8340,44,2,      ,032006,1,045000,1,1,040000,2,      ,000540.0080,1
06,01059,2,08697,08,03,2,23,01,022005,1,66,0910,1,234,24,1,9131,03,1,052005,      ,2,      , ,1,002000,2,      ,000528.4956,1
06,01060,2,08697,08,03,2,43,01,062005,2,61,2341,1,234,24,1,9131,03,2,      ,062007,2,      , ,2,      ,2,      ,000485.2952,1
06,01060,2,08697,09,03,2,42,02,092004,1,63,1314,1,234,22,1,4211,48,2,      ,072006,1,060000,1,2,      ,2,      ,000485.2952,1
06,01061,4,08692,12,03,2,22,01,112004,1,05,4211,4,233,14,1,9131,10,2,      ,012006,1,024000,1,2,      ,1,009000,000513.1251,1
06,01062,3,08739,07,05,1,34,03,042005,2,65,2157,1,233,10,1,2157,30,2,      ,022006,1,100000,1,2,      ,2,      ,000540.5539,1
06,01063,2,08757,01,01,1,46,04,102004,2,02,7123,1,232,24,1,7123,38,2,      ,102006,1,042000,1,2,      ,2,      ,000423.2826,1
06,01064,2,08789,01,01,1,41,03,082005,2,05,9151,1,212,09,1,7233,37,2,      ,052006,1,017000,1,2,      ,2,      ,000485.5848,1
06,01065,4,08840,06,03,2,25,01,072005,1,05,5169,1,234,24,1,5220,02,2,      ,072007,1,004000,1,2,      ,2,      ,000597.4038,1
06,01066,1,08865,09,03,2,28,02,072005,1,05,0231,4,400,03,2,    ,  ,2,      ,102005,2,      , ,2,      ,2,      ,000535.2535,2
06,01067,3,08886,02,02,2,26,02,022003,2,04,0210,1,234,34,1,9131,47,2,      ,122005,1,029500,1,2,      ,2,      ,000572.0944,1
06,01068,3,08886,04,03,1,26,01,022004,1,68,1130,1,213,36,1,7231,19,2,      ,032007,1,030000,1,2,      ,2,      ,000558.1287,1
06,01069,3,08886,81,03,1,24,01,062003,1,61,0231,1,231,27,1,5122,26,1,092005,      ,1,032500,1,1,070000,1,013775,000464.4333,1
06,01070,3,08909,03,03,1,27,05,032005,1,65,9151,1,212,09,1,7233,45,2,      ,122005,1,030000,1,2,      ,2,      ,000525.7130,1
06,01071,1,08915,08,05,1,27,02,112003,2,68,0210,1,400,16,1,8340,25,1,032005,      ,2,      , ,2,      ,2,      ,000524.3027,2
06,01072,2,08922,04,02,1,40,02,062005,2,65,4132,3,234,18,1,2151,12,2,      ,122006,1,120000,1,1,100000,2,      ,000457.6892,1
06,01073,1,08927,04,07,2,56,03,062004,3,05,0210,1,400,30,1,5133,48,2,      ,122006,1,264000,1,2,      ,2,      ,000460.0587,1
06,01074,3,08928,03,02,2,38,02,092005,2,03,0210,3,211,02,1,5131,04,2,      ,112005,1,010000,1,1,012000,2,      ,000509.5600,1
06,01075,3,08928,07,03,2,28,02,072003,1,04,9131,1,211,36,1,9131,44,2,      ,072006,1,025500,1,2,      ,2,      ,000581.1964,1
06,01076,4,08941,01,01,1,33,01,072004,2,04,7234,1,232,24,1,8113,14,2,      ,072006,1,030000,1,2,      ,2,      ,000539.7598,1
06,01077,1,08948,01,01,1,69,04,092004,2,04,7123,1,500,23,1,9132,48,2,      ,082006,1,049000,1,2,      ,1,008000,000550.6910,1
06,01077,1,08948,09,03,1,43,01,062005,1,65,3118,1,500,88,2,    ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000519.0734,2
06,01077,1,08948,10,03,1,33,03,032005,1,04,0210,1,500,88,1,9151,38,2,      ,888888,2,      , ,2,      ,2,      ,000596.6203,1
06,01078,1,08948,07,03,1,26,01,082005,1,04,1314,1,100,12,1,7136,01,2,      ,082006,2,      , ,2,      ,2,      ,000596.6203,1
06,01079,1,08948,04,03,1,26,04,012005,1,05,0231,1,211,09,1,8340,45,2,      ,102005,1,075000,1,2,      ,2,      ,000596.6203,1
06,01080,1,08948,03,03,2,40,02,082005,1,05,7433,1,223,24,1,7433,48,2,      ,072007,1,014000,1,1,030000,2,      ,000536.1717,1
06,01080,1,08948,04,03,2,39,02,092005,1,04,8252,1,213,88,1,9131,36,2,      ,888888,2,      , ,1,050000,2,      ,000536.1717,1
06,01080,1,08948,05,03,1,36,02,072003,1,05,3118,1,233,88,1,3118,48,2,      ,888888,1,014500,1,2,      ,2,      ,000519.0734,1
06,01081,4,08960,03,05,1,36,02,022005,2,04,7212,1,233,88,1,7212,36,2,      ,888888,2,      , ,2,      ,2,      ,000493.3104,1
06,01081,4,08960,04,03,2,35,01,092005,2,04,0210,1,211,24,1,9131,01,2,      ,092007,2,      , ,2,      ,2,      ,000509.5600,1
06,01082,4,08960,05,02,1,41,04,062005,2,63,0210,1,100,05,1,4131,40,2,      ,112005,1,048000,1,1,050000,1,029000,000493.3104,1
06,01082,4,08960,06,03,1,22,01,102004,1,65,0231,1,500,12,1,8340,11,2,      ,102005,1,025000,1,2,      ,2,      ,000506.2715,1
06,01083,4,08960,03,03,1,38,02,102004,1,61,2341,1,234,24,1,5123,38,2,      ,112006,1,050000,1,2,      ,2,      ,000493.3104,1
06,01084,4,08960,01,01,1,47,02,122004,2,04,7212,1,233,18,1,7136,36,2,      ,062006,1,088000,4,2,      ,1,001000,000457.1452,1
06,01085,4,08960,03,03,2,24,01,032004,1,64,4211,1,500,12,1,5131,12,1,032005,      ,2,      , ,2,      ,2,      ,000554.9204,2
06,01086,1,08974,01,01,1,43,15,092005,2,68,0210,1,234,03,1,2154,60,2,      ,122005,1,080000,1,1,070000,1,008500,000455.8486,1
06,01087,2,08970,03,03,1,29,02,022002,1,68,5220,1,213,06,2,    ,  ,1,032003,      ,2,      , ,2,      ,2,      ,000582.8202,2
06,01088,3,08975,05,04,1,35,04,062005,1,65,7233,1,400,06,1,7233,30,2,      ,012006,2,      , ,2,      ,2,      ,000668.1101,1
06,01089,2,07942,03,03,2,30,01,022005,1,05,0210,1,231,24,1,9131,07,2,      ,022007,1,035000,1,2,      ,2,      ,000553.8922,1
06,01090,2,07942,81,06,1,29,02,042005,1,68,9211,6,400,08,1,8340,18,2,      ,122005,1,025000,1,2,      ,2,      ,000449.6565, 
06,01090,2,07942,82,06,1,30,02,032005,1,68,9211,6,400,12,1,8340,24,2,      ,032006,1,020000,1,2,      ,2,      ,000449.6565, 
06,01091,2,07942,03,02,2,36,03,042003,2,04,0210,1,212,88,1,3473,36,2,      ,888888,1,010000,1,2,      ,2,      ,000485.6212,1
06,01092,2,07942,05,02,2,46,02,032004,2,02,0210,1,211,21,1,9131,18,2,      ,122005,1,023000,1,2,      ,2,      ,000449.6073,1
06,01093,4,07951,06,03,2,32,05,012005,1,65,2231,1,234,23,1,2231,60,2,      ,122006,1,090000,1,2,      ,2,      ,000553.8922,1
06,01094,4,07951,05,03,1,31,01,052005,1,68,7212,1,400,06,1,3142,04,2,      ,112005,1,129500,2,2,      ,2,      ,000540.3708,1
06,01095,4,07951,04,03,1,25,01,042004,1,68,0231,8,400,12,1,5123,12,1,042005,      ,2,      , ,1,030000,2,      ,000540.3708,1
07,01096,3,09029,03,03,2,27,02,072004,1,61,0210,1,211,88,1,9131,27,2,      ,888888,1,026000,1,2,      ,2,      ,000470.7041,1
07,01096,3,09029,04,03,2,25,01,052003,1,05,0210,1,211,36,1,9131,28,2,      ,052006,1,018000,1,2,      ,2,      ,000470.7041,1
07,01097,1,09044,01,01,1,34,04,062005,2,68,0920,1,400,09,1,3141,39,2,      ,032006,1,060000,1,2,      ,2,      ,000492.7199,1
07,01098,2,09056,06,03,2,28,01,062005,1,66,9131,1,213,88,1,9131,03,2,      ,888888,1,010000,1,2,      ,2,      ,000471.0177,1
07,01099,3,09069,02,03,2,25,01,052003,1,65,0210,1,233,24,1,2231,25,1,062005,      ,1,009000,1,1,010000,1,006500,000485.7370,1
07,01100,3,09069,03,03,1,28,02,052004,1,04,6111,1,233,88,1,9312,48,2,      ,888888,1,005000,1,2,      ,2,      ,000495.9844,1
07,01101,4,09083,01,01,1,51,05,012005,2,05,1314,1,222,08,1,8340,40,1,092005,      ,1,180000,1,1,174900,2,      ,000399.8827,1
07,01102,4,09106,01,01,1,48,02,052004,2,05,7231,1,233,21,1,7232,60,2,      ,022006,1,090000,1,2,      ,2,      ,000410.8623,1
07,01102,4,09106,03,03,1,25,01,112004,1,65,0232,1,213,24,1,2153,10,2,      ,122006,1,067000,1,2,      ,2,      ,000509.6026,1
07,01103,1,09128,06,08,1,33,02,062005,1,68,0232,1,212,06,1,8340,13,2,      ,012006,1,031000,1,2,      ,2,      ,000480.3141,1
07,01104,1,09126,02,02,2,70,01,022005,2,01,4131,4,500,06,2,    ,  ,1,082005,      ,2,      , ,1,000000,2,      ,000393.1713,2
07,01105,1,09126,03,03,1,27,01,022004,1,68,5123,1,235,19,1,8340,19,1,092005,      ,1,065000,1,1,039200,1,015000,000497.5392,1
07,01106,1,09126,03,03,2,40,01,112002,1,05,1314,1,234,06,1,9131,06,1,052003,      ,2,      , ,2,      ,2,      ,000427.2016,2
07,01107,2,09145,03,03,2,30,02,062004,1,63,0210,1,213,12,1,9131,52,1,062005,      ,2,      , ,1,020000,1,003500,000499.0739,1
07,01107,2,09145,06,03,2,28,01,012004,1,63,4121,1,234,24,1,9131,20,2,      ,012006,1,035000,1,2,      ,2,      ,000499.0739,1
07,01108,2,09181,06,03,2,47,03,022004,2,65,2231,1,234,12,1,2231,48,2,      ,042006,1,075000,1,2,      ,1,018000,000407.5537,1
07,01108,2,09181,07,03,2,43,03,022005,2,68,5162,1,234,15,1,5220,30,2,      ,052006,1,088000,1,2,      ,1,020000,000440.1991,1
07,01109,2,09193,05,03,1,28,03,072005,1,68,0920,1,600,12,1,8340,26,2,      ,072006,2,      , ,2,      ,2,      ,000481.9151,1
07,01110,2,09193,02,04,1,35,03,092005,1,68,0210,1,213,10,1,8340,24,2,      ,072006,2,      , ,1,000000,2,      ,000419.2773,1
07,01110,2,09193,03,04,1,33,05,092005,1,68,0210,1,400,06,1,8340,42,2,      ,032006,1,010000,1,1,999999,1,025500,000481.9151,1
07,01111,3,09197,02,03,2,38,02,072004,1,05,0920,1,211,20,1,9131,38,2,      ,032006,1,067000,1,2,      ,2,      ,000412.4117,1
07,01111,3,09197,03,05,1,35,01,012003,2,65,3115,1,233,26,1,3115,26,1,032005,      ,2,      , ,2,      ,2,      ,000417.8843,2
07,01112,3,09197,03,03,2,22,01,082005,1,66,5123,3,234,24,1,5123,01,2,      ,082007,2,      , ,2,      ,2,      ,000449.1240,1
07,01113,3,09200,03,05,1,44,03,072005,2,68,0920,1,211,09,1,8340,27,2,      ,042006,1,040000,1,2,      ,2,      ,000431.6090,1
07,01114,3,09200,04,03,1,25,01,022005,1,68,1430,1,212,09,1,8340,07,2,      ,112005,1,090000,1,2,      ,2,      ,000496.0891,1
07,01114,3,09200,09,08,1,40,05,032005,4,68,0920,1,212,10,1,8340,46,2,      ,012006,2,      , ,2,      ,2,      ,000431.6090,1
07,01115,3,09200,81,02,1,40,01,112002,2,68,4131,1,223,12,1,4115,13,1,122003,      ,2,      , ,2,      ,2,      ,000414.0410,2
07,01116,3,09200,03,03,1,31,03,092005,1,68,0920,1,212,10,1,8340,34,2,      ,072006,1,175000,1,1,050000,1,025500,000496.0891,1
07,01117,1,09228,02,03,2,31,01,052002,1,05,7433,1,235,36,1,7433,36,1,052005,      ,1,015000,1,1,009000,2,      ,000471.3312,1
07,01118,1,09236,02,03,2,50,02,052003,1,63,4211,1,211,22,1,9131,48,1,032005,      ,2,      , ,2,      ,2,      ,000382.0816,2
07,01119,1,09236,03,03,2,38,01,052002,1,61,9131,1,500,18,1,9131,40,2,      ,999999,1,001000,3,2,      ,2,      ,000412.6866,1
07,01120,4,09247,03,03,2,28,02,052005,1,63,0920,1,213,24,1,8273,40,2,      ,052007,1,013000,1,1,080000,1,003000,000485.8396,1
07,01121,4,09247,05,05,2,32,01,092004,2,65,0232,1,233,36,1,2231,12,2,      ,082007,1,060000,1,2,      ,2,      ,000485.8396,1
