REG,HHNUM,RPL,PSU,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q9_USOCC,Q10_REASON,Q11_CTRY,Q12_STAY,Q13_INDWORK,Q14_OCCUP1,Q15_NOMONTH,Q16_RET,Q17_DTRET,Q18_DTEXP,Q19_CASHREM,Q20_CASHAMT,Q21_MODE,Q22_RET6MOS,Q23_CASHHOME,Q24_INKIND,Q25_KINDAMT,SWGT,P6M_IND
01,00027,4,00107,08,03,2,35,02,102004,2,05,0210,1,211,24,1,9131,28,2,      ,112006,1,012000,1,2,      ,2,      ,000379.3260,1
01,00028,2,00113,03,03,2,30,02,022005,1,04,5220,1,213,24,1,5220,14,2,      ,022007,1,060000,1,2,      ,2,      ,000432.3252,1
01,00029,2,00113,03,03,2,25,01,082002,1,63,0210,1,213,33,1,8273,31,1,052005,      ,2,      , ,1,010000,2,      ,000432.3252,1
01,00030,2,00123,02,03,2,27,01,112002,1,65,2231,1,400,88,1,2231,34,2,      ,888888,1,108000,4,2,      ,2,      ,000431.9969,1
01,00030,2,00123,03,03,2,30,01,032005,2,65,0210,1,500,21,1,2231,07,2,      ,122006,1,020000,4,2,      ,2,      ,000431.9969,1
01,00031,2,00123,04,03,2,36,05,072005,2,05,0210,1,400,12,1,9131,60,2,      ,062006,1,045000,1,1,050000,1,021000,000378.7504,1
01,00031,2,00123,05,05,1,35,05,072005,2,05,5220,1,400,12,1,5123,60,2,      ,062006,1,045000,1,1,050000,2,      ,000371.1452,1
01,00032,2,00123,05,03,2,27,04,082005,2,65,2229,1,233,48,1,2229,41,2,      ,082009,1,060000,4,1,070000,1,011500,000431.9969,1
01,00033,4,00160,02,02,2,42,01,012001,2,03,9211,1,222,60,1,9131,56,2,      ,122005,1,030000,4,2,      ,1,006500,000378.7504,1
01,00033,4,00160,03,03,2,23,01,032004,1,64,1449,1,222,12,1,9131,12,1,032005,      ,2,      , ,2,      ,2,      ,000412.4663,2
01,00033,4,00160,81,05,1,44,11,062005,2,04,0232,6,500,06,1,1227,60,2,      ,122005,1,030000,4,1,050000,1,008000,000361.0775, 
01,00034,4,00160,02,03,2,22,01,032005,1,04,8290,1,211,24,1,9131,07,2,      ,032007,1,042000,1,2,      ,2,      ,000412.4663,1
01,00035,1,00175,05,02,2,52,02,042005,2,04,0210,1,222,06,1,9131,60,2,      ,102005,1,060000,1,2,      ,2,      ,000351.4614,1
01,00036,4,00169,03,03,2,22,01,072005,1,68,0231,1,223,24,1,9131,03,2,      ,072007,1,004000,4,2,      ,2,      ,000413.4065,1
01,00037,4,00169,81,03,2,40,02,072005,3,63,0232,6,500,88,1,5123,30,2,      ,888888,2,      , ,1,000000,2,      ,000361.9006, 
01,00038,4,00169,02,02,2,27,02,062004,2,63,0210,1,213,36,1,5133,34,2,      ,062007,1,054000,1,2,      ,2,      ,000432.9817,1
01,00039,4,00181,04,03,2,30,02,072002,1,04,5220,1,222,24,1,9131,51,1,112004,      ,2,      , ,2,      ,2,      ,000459.2230,2
01,00040,4,00181,04,03,2,24,01,072003,1,04,9211,1,231,48,1,9131,26,2,      ,072007,1,032000,4,2,      ,2,      ,000438.4614,1
01,00041,4,00181,02,03,2,29,02,122003,1,05,9211,1,211,24,1,9131,36,1,122004,      ,2,      , ,2,      ,2,      ,000459.2230,2
01,00042,3,00207,06,02,2,50,02,082005,2,04,9322,1,400,24,1,9131,58,2,      ,082007,1,010000,3,2,      ,1,001000,000352.2608,1
01,00043,3,00207,04,02,2,30,02,072004,2,02,0210,1,400,88,1,9131,56,2,      ,888888,1,010000,3,2,      ,2,      ,000433.9665,1
01,00044,3,00200,08,03,2,26,01,032003,1,04,5220,1,222,88,1,9131,30,2,      ,888888,2,      , ,2,      ,1,000500,000434.6230,1
01,00045,3,00200,07,02,2,34,01,052003,2,63,0210,1,400,88,1,9131,28,2,      ,888888,1,020000,1,2,      ,2,      ,000434.6230,1
01,00046,3,00214,81,03,2,38,01,082003,2,63,0210,6,500,88,1,9131,25,2,      ,888888,1,010000,1,2,      ,2,      ,000361.9006, 
01,00046,3,00214,03,03,2,30,02,122003,2,05,0210,1,211,28,1,9131,60,2,      ,042006,1,010000,1,2,      ,2,      ,000432.9817,1
01,00047,3,00214,01,01,1,39,02,072005,2,05,0232,1,233,12,1,7241,60,2,      ,062006,1,040000,4,1,090000,2,      ,000371.9912,1
01,00047,3,00214,04,02,2,36,03,062005,2,65,0210,1,234,12,1,2231,60,2,      ,052006,1,015000,1,1,075000,1,010000,000379.6138,1
01,00048,2,00212,04,08,2,21,01,102004,1,04,5220,1,234,24,1,9131,12,2,      ,102006,2,      , ,2,      ,2,      ,000413.4065,1
01,00049,3,00219,03,03,2,28,01,042005,1,05,9211,1,213,24,1,9131,05,2,      ,042007,2,      , ,2,      ,2,      ,000459.2230,1
01,00049,3,00219,04,03,2,26,01,032004,1,61,9211,1,213,24,1,0930,18,2,      ,032006,1,018000,1,2,      ,1,006000,000459.2230,1
01,00050,1,00222,06,03,2,21,01,062005,1,05,0210,1,213,36,1,9131,03,2,      ,062008,1,010000,2,2,      ,2,      ,000414.3468,1
01,00051,1,00222,06,02,2,37,01,082005,2,05,9211,4,400,60,2,    ,  ,2,      ,082010,1,010000,3,2,      ,2,      ,000380.4772,2
01,00052,1,00222,04,03,2,23,02,082005,1,04,3473,1,212,12,1,3473,24,2,      ,082006,1,040000,1,1,100000,1,040000,000414.3468,1
01,00053,1,00222,05,02,2,39,02,112003,2,05,0210,1,235,36,1,9131,58,2,      ,102006,1,045000,1,2,      ,2,      ,000380.4772,1
01,00054,3,00227,02,06,2,26,01,042002,1,04,0210,1,211,40,1,9131,41,2,      ,102005,1,060000,4,1,050000,2,      ,000446.1023,1
01,00055,3,00227,01,01,1,44,01,032003,2,65,9211,1,233,36,1,1441,30,2,      ,032006,1,090000,1,2,      ,2,      ,000383.2637,1
01,00055,3,00227,02,02,2,42,01,042004,2,63,0210,1,211,24,1,9131,17,2,      ,042006,1,012000,1,2,      ,2,      ,000391.1172,1
01,00056,3,00227,04,02,2,31,01,122004,2,61,0210,1,211,24,1,9131,09,2,      ,122006,1,030000,1,2,      ,2,      ,000446.1023,1
01,00057,1,00250,03,03,2,27,02,022004,1,05,0210,1,222,24,1,9313,31,2,      ,022006,1,022000,1,2,      ,1,020000,000445.7164,1
01,00058,1,00278,08,05,2,28,01,082005,2,05,0210,1,213,88,1,9131,02,2,      ,888888,1,015000,1,2,      ,2,      ,000449.0181,1
01,00059,1,00278,03,03,2,43,01,102003,1,61,0210,1,400,88,1,9131,23,2,      ,888888,1,114000,1,2,      ,2,      ,000393.6736,1
01,00059,1,00278,04,03,2,49,01,102003,3,04,0210,1,400,88,1,9131,23,2,      ,888888,2,      , ,2,      ,2,      ,000364.4786,1
01,00060,1,00278,06,03,2,30,02,082005,2,65,2310,1,400,88,1,9131,60,2,      ,888888,2,      , ,2,      ,2,      ,000449.0181,1
01,00061,4,00289,08,03,2,38,01,022005,1,65,2231,1,400,34,1,2231,08,2,      ,122007,1,040000,1,2,      ,2,      ,000381.0528,1
01,00061,4,00289,09,03,1,30,03,102003,1,65,4212,1,235,28,1,2159,36,2,      ,022006,1,039000,1,2,      ,2,      ,000429.1856,1
01,00062,2,00292,04,03,2,23,01,082004,2,05,5220,1,213,40,1,8276,13,2,      ,122007,1,029000,4,2,      ,2,      ,000414.3468,1
01,00062,2,00292,05,03,2,24,02,052004,1,04,5220,1,213,22,1,8276,60,2,      ,032006,1,040000,4,2,      ,2,      ,000414.3468,1
01,00063,2,00292,04,03,2,31,01,052003,1,04,0210,1,211,31,1,9131,28,2,      ,122005,1,011000,4,2,      ,2,      ,000433.9665,1
01,00064,2,00306,07,03,2,24,01,062005,1,05,9211,1,211,24,1,9131,03,2,      ,062007,1,021000,1,2,      ,2,      ,000425.5655,1
01,00065,2,00314,01,01,1,37,02,032005,2,65,8340,1,212,88,1,8340,29,2,      ,888888,1,090000,1,2,      ,2,      ,000373.4014,1
01,00066,2,00314,02,02,2,32,01,062002,2,04,3460,1,222,42,1,9131,39,2,      ,122005,1,015000,1,2,      ,2,      ,000434.6230,1
01,00067,2,00314,02,02,2,38,01,122002,2,02,9112,1,234,40,1,9162,33,2,      ,042006,1,009000,1,2,      ,2,      ,000381.0528,1
01,00068,2,00314,03,03,1,25,02,112004,1,05,0232,1,234,24,1,5122,36,2,      ,112006,1,020000,1,2,      ,2,      ,000429.1856,1
01,00068,2,00314,04,03,2,23,01,112003,1,05,0232,1,234,40,1,4211,22,2,      ,112006,2,      , ,2,      ,2,      ,000414.9737,1
01,00069,4,00330,04,02,2,27,01,102004,2,05,0210,1,213,36,1,9131,12,2,      ,102007,1,068000,4,2,      ,2,      ,000433.9665,1
01,00070,4,00330,81,07,1,54,02,062005,2,02,6111,6,500,88,1,5121,54,2,      ,888888,1,005000,4,1,100000,1,010000,000362.7238, 
01,00070,4,00330,82,07,2,56,11,122000,2,04,9211,6,500,88,1,4141,56,2,      ,052006,1,005000,4,2,      ,2,      ,000362.7238, 
01,00071,4,00330,05,02,2,38,02,042005,2,05,0210,1,211,24,1,9131,29,2,      ,042007,1,042000,1,2,      ,2,      ,000380.4772,1
01,00072,2,00352,03,05,1,49,02,012004,2,05,0232,1,233,24,1,0930,60,2,      ,122005,1,072000,1,2,      ,2,      ,000357.4875,1
01,00073,2,00371,02,03,2,27,01,072005,1,64,4113,1,222,24,1,9131,02,2,      ,072007,2,      , ,2,      ,2,      ,000434.2948,1
01,00074,2,00362,01,01,1,49,04,012005,2,65,0920,1,500,12,1,8261,52,2,      ,012006,1,093500,4,2,      ,1,003000,000354.3004,1
01,00075,2,00362,05,03,2,25,01,082002,1,04,0210,1,222,24,1,9131,12,1,082003,      ,2,      , ,2,      ,2,      ,000445.0150,2
01,00076,1,00399,05,04,2,52,03,042004,3,04,0210,1,211,24,1,9131,60,2,      ,042006,1,060000,1,2,      ,2,      ,000373.1447,1
01,00077,1,00399,02,02,2,38,02,072005,2,04,9211,1,222,24,1,9131,48,2,      ,072007,2,      , ,2,      ,2,      ,000403.0339,1
01,00078,4,00389,03,03,2,37,04,112004,3,03,3473,1,212,12,1,3473,48,2,      ,102005,1,090000,4,2,      ,2,      ,000380.7650,1
01,00079,4,00389,03,03,1,29,02,052005,1,65,8273,1,213,24,1,7242,39,2,      ,052007,1,035000,1,2,      ,2,      ,000428.8614,1
01,00079,4,00389,04,03,1,23,01,082004,1,05,5220,1,213,24,1,8272,13,2,      ,082006,1,025000,1,2,      ,2,      ,000382.9226,1
01,00080,4,00422,05,05,2,27,01,092005,2,05,0210,1,232,24,1,9131,01,2,      ,092007,2,      , ,2,      ,2,      ,000445.0150,1
01,00080,4,00422,09,03,2,26,03,022004,1,05,0210,1,232,24,1,9131,32,2,      ,032006,1,010000,4,2,      ,2,      ,000445.0150,1
01,00081,4,00422,01,01,1,38,02,082003,2,05,6212,1,233,28,1,9142,49,2,      ,122005,1,060000,1,2,      ,2,      ,000382.3295,1
01,00082,4,00422,03,03,2,22,01,062004,1,05,9131,1,222,24,1,5131,15,2,      ,062006,1,017500,1,2,      ,2,      ,000424.8958,1
01,00083,4,00422,03,03,2,46,01,052001,1,05,4115,1,400,55,1,9131,43,2,      ,122005,1,074000,1,2,      ,2,      ,000361.2291,1
01,00084,4,00422,05,05,1,26,01,012005,2,05,0920,1,232,16,1,4132,08,2,      ,052006,1,030000,4,2,      ,2,      ,000439.4475,1
01,00085,4,00422,01,01,1,37,03,062004,2,04,7231,1,222,88,1,7212,48,2,      ,888888,1,030000,1,2,      ,2,      ,000382.3295,1
01,00086,1,00417,03,03,1,22,01,032004,1,68,9211,1,213,24,1,9322,12,2,      ,092006,1,012000,1,2,      ,2,      ,000378.5810,1
01,00087,1,00417,02,03,2,42,02,052003,1,61,0210,1,235,88,1,9131,60,2,      ,888888,1,025000,1,2,      ,2,      ,000376.4480,1
01,00088,1,00417,02,03,2,40,03,042005,1,04,0210,1,211,24,1,9131,60,2,      ,042007,1,048000,4,2,      ,2,      ,000376.4480,1
01,00089,1,00417,03,03,2,24,01,042005,1,04,9211,1,223,24,1,9131,05,2,      ,042007,1,015000,4,2,      ,2,      ,000409.9589,1
01,00090,1,00417,02,02,2,33,01,042005,2,04,9211,1,222,24,1,9131,06,2,      ,042007,2,      , ,2,      ,2,      ,000429.3708,1
01,00091,1,00423,02,02,2,40,02,122001,2,05,6212,1,400,48,1,9131,45,2,      ,042006,1,075000,5,2,      ,1,001500,000393.0478,1
01,00092,1,00423,02,02,2,37,01,022001,2,03,0210,1,211,24,1,9131,10,1,122001,      ,2,      , ,2,      ,2,      ,000393.0478,2
01,00093,1,00423,01,01,1,42,02,082003,2,04,8324,1,233,36,1,8324,60,2,      ,082006,1,015000,1,2,      ,2,      ,000385.1555,1
01,00093,1,00423,02,02,2,37,01,092005,2,04,0210,1,235,24,1,9131,01,2,      ,092007,2,      , ,2,      ,2,      ,000393.0478,1
01,00094,1,00423,02,03,2,36,01,042002,1,03,9131,1,235,48,1,9131,36,2,      ,042006,1,030000,1,2,      ,2,      ,000393.0478,1
01,00095,1,00419,02,02,2,51,01,042003,2,04,5220,1,400,36,1,9131,29,2,      ,042007,1,132000,4,2,      ,2,      ,000381.0386,1
01,00096,1,00419,02,02,2,40,01,052002,2,04,0210,1,235,88,1,9131,40,2,      ,888888,2,      , ,2,      ,2,      ,000411.5601,1
01,00097,1,00419,02,02,2,40,02,052005,2,63,0210,1,211,24,1,9131,48,2,      ,052007,1,030000,1,1,040000,1,014300,000411.5601,1
01,00098,1,00419,03,03,2,27,01,022003,1,63,0920,1,233,36,1,9131,31,2,      ,022006,1,012000,4,2,      ,2,      ,000469.4191,1
01,00098,1,00419,04,03,2,31,01,042004,2,63,0920,1,233,24,1,5132,17,2,      ,042006,1,045000,4,2,      ,2,      ,000469.4191,1
01,00099,1,00437,02,02,2,34,01,112003,2,03,9131,1,222,12,1,9131,12,1,102004,      ,2,      , ,2,      ,2,      ,000431.0121,2
01,00100,1,00437,03,03,2,24,01,042005,1,65,2352,1,213,36,1,2353,05,2,      ,032008,1,010000,1,2,      ,2,      ,000411.5260,1
01,00101,3,00439,02,02,2,49,03,092005,2,65,2231,1,233,06,1,2231,60,2,      ,032006,2,      , ,1,020000,1,019500,000381.0386,1
01,00102,3,00443,05,03,1,21,01,122004,1,04,9151,1,234,24,1,9322,09,2,      ,122006,1,060000,4,2,      ,2,      ,000379.7388,1
01,00102,3,00443,10,05,1,26,01,122004,2,68,8321,1,234,24,1,4132,10,2,      ,122006,1,060000,4,2,      ,2,      ,000425.2957,1
01,00103,3,00443,02,02,2,41,01,052005,2,04,9211,1,235,24,1,9131,05,2,      ,052007,1,010360,5,2,      ,2,      ,000377.5992,1
01,00104,3,00443,02,03,1,28,01,072003,1,04,6111,1,213,36,1,8211,27,2,      ,072006,1,060000,1,2,      ,1,000500,000425.2957,1
01,00105,3,00443,01,01,1,31,01,082002,2,04,7212,1,233,40,1,7212,37,2,      ,122006,1,054000,4,2,      ,2,      ,000425.2957,1
01,00106,3,00434,02,02,2,39,01,032005,2,61,0210,1,222,24,1,9131,06,2,      ,032007,1,022000,4,2,      ,2,      ,000403.0339,1
01,00107,2,00448,02,05,1,34,03,062005,2,68,0920,1,500,10,1,8340,30,2,      ,042006,1,060000,1,1,050000,2,      ,000437.1230,1
01,00108,2,00448,02,02,2,45,02,122004,2,04,1314,1,222,12,1,9131,33,2,      ,122005,1,034000,4,2,      ,2,      ,000359.3184,1
01,00109,2,00448,04,03,2,31,01,072001,1,65,0210,1,500,53,1,9131,50,2,      ,122005,1,010000,4,2,      ,1,005000,000442.6611,1
01,00110,2,00448,04,05,1,31,01,082005,2,63,4121,1,233,12,1,2411,02,2,      ,082006,1,030000,1,2,      ,2,      ,000437.1230,1
01,00111,2,00448,02,03,2,27,01,052003,1,05,0210,1,500,88,1,9131,28,2,      ,888888,1,030500,4,2,      ,1,005000,000442.6611,1
01,00112,2,00450,03,03,2,25,01,082005,1,04,5220,1,222,24,1,9131,01,2,      ,072007,2,      , ,2,      ,2,      ,000430.6839,1
01,00113,2,00450,02,02,2,23,02,082005,2,03,6212,1,222,24,1,9131,06,2,      ,072007,2,      , ,2,      ,2,      ,000411.2126,1
01,00114,2,00450,03,05,1,34,01,012005,2,04,8321,1,223,24,1,9151,08,2,      ,122006,2,      , ,2,      ,2,      ,000425.2957,1
01,00114,2,00450,04,03,2,30,01,072004,2,61,2341,1,223,24,1,2341,15,2,      ,062006,1,012000,4,2,      ,2,      ,000430.6839,1
01,00115,4,00457,03,03,2,29,04,082005,1,05,0210,1,211,12,1,9131,38,2,      ,082006,1,016000,1,1,015000,2,      ,000442.6611,1
01,00115,4,00457,09,05,2,31,02,062005,2,64,9131,1,211,12,1,9131,15,2,      ,062006,1,130003,1,2,      ,2,      ,000442.6611,1
01,00116,4,00457,81,03,2,52,01,012005,1,04,0210,6,500,88,1,9131,08,2,      ,888888,1,010000,4,2,      ,2,      ,000369.9910, 
01,00117,4,00457,03,03,2,26,02,092004,1,05,9311,1,211,24,1,9131,36,2,      ,092006,1,175001,1,2,      ,1,003200,000442.6611,1
01,00118,4,00457,04,03,2,27,01,092001,3,05,9311,1,500,60,1,9131,48,2,      ,092006,1,020000,1,2,      ,1,011500,000442.6611,1
01,00119,4,00457,05,08,1,26,01,082003,1,05,8265,1,213,24,1,9322,24,1,082005,      ,1,110000,1,1,055000,1,064000,000437.1230,1
01,00120,4,00457,04,03,2,42,03,012005,3,04,9131,1,211,24,1,9131,32,2,      ,012007,1,030000,1,2,      ,1,003500,000388.1001,1
01,00121,4,00457,02,02,2,38,01,102003,2,62,9311,1,213,24,1,5133,23,2,      ,102005,1,030000,2,2,      ,2,      ,000388.1001,1
01,00122,4,00457,03,03,2,34,02,022004,1,63,1314,1,222,28,1,9131,39,2,      ,062006,1,002000,1,2,      ,2,      ,000442.6611,1
01,00123,4,00463,02,02,2,31,02,012003,2,04,0210,1,222,33,1,9131,45,2,      ,102005,1,018000,1,2,      ,1,001000,000453.9063,1
01,00124,4,00463,07,03,2,20,01,092004,2,05,5220,1,212,12,1,3473,12,1,092005,      ,1,050000,1,1,085000,1,014100,000433.3851,1
01,00125,4,00498,03,03,2,25,01,102003,1,65,0231,1,213,36,1,8232,23,2,      ,102006,1,063000,4,2,      ,2,      ,000433.3100,1
01,00126,3,00532,01,01,1,28,04,042005,2,05,0920,1,500,12,1,8340,40,2,      ,042006,1,020000,1,2,      ,2,      ,000442.6957,1
01,00127,3,00532,02,04,2,27,02,012003,1,04,5220,1,222,36,1,9131,31,2,      ,032006,1,013000,4,2,      ,1,008000,000448.3043,1
01,00128,4,00531,02,02,2,40,02,072002,2,04,9111,1,233,41,1,9131,52,2,      ,122005,1,108000,1,2,      ,2,      ,000377.5992,1
01,00129,2,00543,02,02,2,47,01,042003,2,02,0210,1,222,36,1,9131,29,2,      ,032006,1,025000,1,2,      ,1,004500,000368.4464,1
01,00130,2,00543,02,02,2,51,01,062004,2,02,6212,4,214,01,2,    ,  ,1,072004,      ,2,      , ,2,      ,2,      ,000368.4464,2
01,00130,2,00543,07,03,1,28,01,082003,2,05,9211,1,214,28,1,9322,25,2,      ,122005,1,035000,1,2,      ,1,006500,000448.2275,1
01,00131,2,00543,03,03,2,24,02,062004,1,05,9211,1,213,24,1,9322,28,2,      ,062006,1,060000,1,2,      ,2,      ,000433.3851,1
01,00132,2,00543,02,02,2,30,01,042004,2,04,9211,1,234,24,1,9131,13,2,      ,042006,1,030000,4,2,      ,1,003500,000453.9063,1
01,00133,2,00543,02,02,2,26,01,052005,2,04,6212,1,222,24,1,9131,05,2,      ,052007,2,      , ,2,      ,2,      ,000453.9063,1
01,00134,2,00543,02,02,2,39,01,112002,2,04,9211,1,213,36,1,5133,34,1,082005,      ,1,057000,4,1,160000,1,009300,000397.9592,1
01,00135,3,00547,02,02,2,28,02,012003,2,04,6212,1,214,10,1,9131,21,1,112003,      ,2,      , ,2,      ,2,      ,000429.3708,2
01,00136,3,00555,07,05,2,48,02,012005,2,05,3232,1,234,24,1,3232,34,2,      ,012007,1,060000,1,2,      ,2,      ,000350.1291,1
01,00137,2,00580,01,01,1,42,01,072001,2,05,6111,1,400,10,1,8340,09,1,042002,      ,2,      , ,2,      ,2,      ,000390.9516,2
01,00138,2,00580,01,01,2,41,03,092005,3,05,9131,1,231,18,1,9322,34,2,      ,032007,1,062000,4,1,020000,2,      ,000398.9626,1
01,00139,2,00596,02,02,2,43,04,052005,2,63,0210,1,211,24,1,9131,48,2,      ,062007,1,021000,1,2,      ,2,      ,000464.9802,1
01,00140,4,00618,02,02,2,35,01,102001,2,04,9211,1,231,48,1,9131,47,2,      ,102005,1,055000,4,2,      ,2,      ,000391.9702,1
01,00141,4,00618,02,02,2,35,03,072005,2,04,5220,1,211,24,1,9131,48,2,      ,072007,1,040000,1,1,050000,1,011000,000391.9702,1
01,00142,4,00618,02,02,2,42,01,012005,2,02,9111,1,213,14,1,9131,09,2,      ,032006,1,035000,1,2,      ,2,      ,000391.9702,1
01,00143,4,00618,01,01,2,46,02,062005,3,04,9211,1,211,24,1,9131,15,2,      ,062007,1,004000,1,1,006000,1,010000,000362.9015,1
01,00144,4,00627,03,03,1,25,01,102003,1,04,9313,1,233,26,1,7123,22,2,      ,122005,1,070000,4,2,      ,2,      ,000454.6861,1
01,00145,4,00627,01,01,1,50,02,122001,2,04,7123,1,233,48,1,7123,45,2,      ,112005,1,085000,4,2,      ,2,      ,000366.5864,1
