REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTM,DTLEFTY,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,DTRETM,DTRETY,DTEXPM,DTEXPY,CASHREM,CASHAMT,MODE,RET6MOS,CASHHOME,INKIND,KINDAMT,SWGT
03,08,1,0095,2,1,49,05,04,2000,2,6,855,1,081,24,1,855,51,2,  ,    ,04,2002,1,067500,1,2,      ,1,002000,0290.4504
03,08,1,0100,4,1,36,03,07,1998,2,5,839,1,081,12,1,839,43,1,07,1999,  ,    ,2,      , ,2,      ,2,      ,0293.1399
03,08,1,0107,2,1,51,04,09,2000,2,2,951,1,071,12,1,951,48,2,  ,    ,09,2001,1,030000,1,1,050000,1,010000,0293.1399
03,08,1,0109,3,1,36,01,11,1999,1,7,039,1,888,12,1,039,09,1,09,2000,  ,    ,1,036000,1,1,012000,2,      ,0290.4501
03,08,1,0122,1,1,44,04,02,1999,2,3,871,1,081,12,1,871,12,1,03,2000,  ,    ,2,      , ,2,      ,2,      ,0290.4503
03,08,1,0123,1,1,42,02,09,1999,2,4,Z90,1,888,12,1,959,30,1,09,2000,  ,    ,1,240000,1,1,004500,2,      ,0290.4503
03,08,1,0125,2,1,35,04,09,2000,2,6,Z90,1,082,12,1,871,24,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0290.4503
03,08,1,0128,2,1,53,03,10,1999,2,2,872,1,094,88,1,742,60,2,  ,    ,88,8888,1,096000,4,2,      ,2,      ,0290.4503
03,08,1,0129,2,1,31,02,07,2000,2,6,855,1,081,24,1,855,45,2,  ,    ,07,2002,1,020000,1,1,020000,1,024000,0290.4503
03,08,1,0136,3,2,28,02,11,1999,1,7,332,1,096,88,1,332,60,2,  ,    ,88,8888,1,048000,1,2,      ,2,      ,0314.9243
03,08,1,0142,3,1,40,01,02,2000,2,2,972,1,081,24,1,972,08,2,  ,    ,02,2002,1,030000,4,2,      ,2,      ,0314.9243
03,08,1,0144,2,1,36,04,05,1999,2,7,Z90,1,096,88,1,981,56,1,05,2000,  ,    ,1,006000,1,1,000000,2,      ,0314.9243
03,08,1,0145,2,1,44,05,07,2000,2,4,872,1,081,12,1,872,60,2,  ,    ,10,2001,1,043680,1,2,      ,2,      ,0290.4501
03,08,1,0148,1,1,47,01,07,1997,2,4,641,1,089,12,1,983,12,1,06,1998,  ,    ,2,      , ,2,      ,2,      ,0290.4501
03,08,1,0158,4,1,37,01,09,1996,2,6,Z90,1,050,88,1,949,37,2,  ,    ,88,8888,1,022000,4,2,      ,2,      ,0290.4501
03,08,1,0178,2,1,45,04,08,1999,2,3,843,1,070,16,1,981,40,2,  ,    ,12,2000,1,112000,1,2,      ,2,      ,0324.9063
03,08,1,0203,2,2,40,01,01,1999,2,4,799,1,089,36,1,799,20,2,  ,    ,12,2002,1,030000,1,2,      ,2,      ,0316.2014
03,08,1,0211,2,1,40,05,05,2000,2,4,949,1,081,11,1,849,24,2,  ,    ,08,2001,1,010000,3,1,022500,1,000700,0316.8546
03,08,1,0216,2,1,60,02,12,1998,2,7,Z90,1,081,24,1,311,29,2,  ,    ,03,2001,1,060000,1,2,      ,2,      ,0316.8546
03,08,1,0216,3,1,28,02,10,1999,1,6,Z90,1,081,12,1,332,26,2,  ,    ,10,2000,1,025000,1,2,      ,2,      ,0316.8546
03,08,1,0228,2,1,35,03,06,1999,2,7,389,1,081,12,1,972,60,1,06,2000,  ,    ,1,016000,1,1,010000,1,013000,0290.4501
03,08,1,0237,2,1,38,02,05,1999,2,4,872,1,081,12,1,855,12,2,  ,    ,04,2001,1,030000,1,2,      ,2,      ,0290.4507
03,08,2,0245,3,2,25,01,09,1997,1,6,531,1,081,36,1,541,36,2,  ,    ,05,2001,1,017000,4,2,      ,1,013000,0362.6957
03,08,2,0269,2,1,28,01,09,1999,2,4,872,1,081,12,1,872,12,1,09,2000,  ,    ,1,050000,4,1,010000,1,021604,0362.6958
03,08,2,0296,2,1,45,06,06,2000,2,7,Z90,1,082,05,1,039,18,2,  ,    ,11,2000,1,090000,1,2,      ,2,      ,0362.6956
03,08,2,0297,2,1,36,05,03,2000,2,6,954,1,010,12,1,946,60,2,  ,    ,02,2001,1,090000,4,2,      ,2,      ,0362.6956
03,08,2,0300,3,1,27,01,03,2000,1,6,Z90,3,052,08,1,172,06,2,  ,    ,11,2000,1,060000,4,2,      ,2,      ,0362.6956
03,08,2,0300,1,1,51,02,02,1998,2,6,985,1,081,24,1,871,48,1,09,2000,  ,    ,1,081600,1,1,030000,2,      ,0362.6956
03,08,2,0315,2,1,43,03,12,1999,2,4,954,1,081,36,1,855,59,1,09,2000,  ,    ,1,043600,1,1,023500,1,030000,0370.7717
03,08,2,0319,2,1,28,01,03,1998,2,7,946,1,089,36,1,949,30,2,  ,    ,03,2001,1,086000,1,2,      ,2,      ,0370.7717
03,08,2,0326,2,1,53,03,06,1999,2,4,872,1,081,12,1,872,36,2,  ,    ,06,2001,1,060000,1,2,      ,2,      ,0390.5021
03,08,2,0328,4,1,39,03,01,2000,2,6,871,1,082,11,1,939,36,2,  ,    ,12,2000,1,030000,1,2,      ,2,      ,0390.5021
03,08,2,0330,1,1,50,03,05,1999,2,4,611,1,043,09,1,981,36,1,02,2000,  ,    ,2,      , ,2,      ,2,      ,0390.5021
03,71,1,3520,5,1,32,02,09,1998,1,4,Z90,1,035,12,1,532,24,1,09,1999,  ,    ,2,      , ,2,      ,2,      ,0190.9885
03,71,1,3523,2,1,46,02,12,1998,2,4,859,1,015,24,1,859,58,2,  ,    ,01,2001,1,042000,1,2,      ,2,      ,0190.9885
03,71,1,3534,4,1,38,02,08,2000,2,7,985,1,081,24,1,985,48,2,  ,    ,08,2002,1,015000,4,2,      ,2,      ,0190.9886
03,71,1,3541,2,1,31,02,03,1999,2,4,985,1,081,24,1,985,44,2,  ,    ,03,2001,1,060000,1,2,      ,2,      ,0196.3634
03,71,1,3546,2,1,37,02,08,2000,2,5,Z90,1,081,24,1,985,24,2,  ,    ,08,2003,1,020000,4,2,      ,2,      ,0196.3634
03,71,1,3554,4,1,34,02,08,1998,2,6,849,1,089,12,1,949,24,1,08,1999,  ,    ,2,      , ,2,      ,2,      ,0202.4184
03,71,1,3554,6,1,32,01,02,2000,1,4,451,1,050,12,1,949,06,1,08,2000,  ,    ,2,      , ,1,090000,2,      ,0202.4184
03,71,1,3556,2,2,38,04,12,1999,2,4,541,1,082,12,1,541,45,2,  ,    ,01,2001,1,021000,1,2,      ,2,      ,0202.4184
03,71,1,3562,4,1,39,05,01,1998,2,6,849,1,094,35,1,849,56,2,  ,    ,12,2000,1,072000,1,2,      ,2,      ,0202.4184
03,71,1,3563,6,1,46,05,09,2000,2,4,931,1,056,03,1,931,26,2,  ,    ,12,2000,1,005000,1,2,      ,2,      ,0202.4184
03,71,1,3568,4,1,29,03,05,2000,2,7,Z90,1,018,08,1,981,24,2,  ,    ,01,2001,1,070000,2,1,070000,2,      ,0233.3187
03,71,1,3587,2,1,43,03,05,2000,2,7,Z90,1,081,03,1,029,30,1,08,2000,  ,    ,1,015000,2,1,060000,2,      ,0190.9885
03,71,1,3586,2,1,30,06,08,2000,2,7,389,1,052,10,1,981,30,2,  ,    ,06,2001,1,010000,2,2,      ,2,      ,0190.9885
03,71,1,3602,3,1,45,03,08,2000,2,5,985,1,081,24,1,985,50,2,  ,    ,08,2002,2,      , ,2,      ,2,      ,0190.9886
03,71,1,3602,3,2,43,03,01,1999,2,5,311,1,096,26,1,541,52,2,  ,    ,04,2001,2,      , ,2,      ,2,      ,0190.9886
03,71,1,3602,4,1,45,03,01,1999,2,4,Z90,1,096,26,1,593,52,2,  ,    ,04,2001,2,      , ,2,      ,2,      ,0190.9886
03,71,1,3603,3,2,34,02,12,1999,1,7,Z20,1,039,24,1,541,24,2,  ,    ,12,2001,1,009000,4,2,      ,2,      ,0190.9886
03,71,1,3620,2,2,34,01,09,1999,2,5,412,4,047,48,1,541,12,2,  ,    ,99,2003,1,042000,4,2,      ,1,005060,0208.3511
03,71,1,3631,2,1,46,03,01,2000,2,6,611,1,091,24,1,412,54,2,  ,    ,01,2002,1,060000,1,2,      ,2,      ,0208.3511
03,71,1,3649,2,2,41,03,12,1999,2,4,531,1,089,24,1,531,36,2,  ,    ,99,2001,1,060000,1,2,      ,1,024000,0276.3727
03,71,1,3660,2,1,24,05,08,2000,2,4,Z90,1,094,12,1,857,33,2,  ,    ,07,2001,2,      , ,1,027000,2,      ,0276.3727
03,71,1,3663,2,1,52,03,10,1999,2,7,025,6,096,88,1,025,35,2,  ,    ,12,2000,1,070000,1,2,      ,2,      ,0204.1224
03,71,1,3667,3,2,36,02,03,1999,1,3,541,1,082,24,1,541,24,2,  ,    ,03,2001,1,060000,1,2,      ,2,      ,0204.1224
03,71,1,3686,1,1,45,02,06,1997,1,4,985,1,081,24,1,349,48,1,06,1999,  ,    ,2,      , ,2,      ,2,      ,0204.1223
03,71,1,3686,3,1,26,01,12,1999,1,6,084,1,081,24,1,084,10,2,  ,    ,12,2001,1,060000,1,2,      ,2,      ,0204.1223
03,71,1,3673,2,1,31,02,02,2000,2,4,985,1,081,24,1,841,32,2,  ,    ,09,2001,1,085000,1,2,      ,1,007000,0204.1223
03,71,1,3677,3,2,27,04,12,1999,1,7,133,1,096,12,1,084,38,2,  ,    ,12,2000,1,030000,1,2,      ,1,008000,0204.1223
03,71,1,3683,4,2,36,02,07,2000,2,6,325,1,051,24,1,219,27,2,  ,    ,07,2002,1,058000,1,2,      ,2,      ,0204.1223
03,71,1,3695,3,2,32,03,10,1998,4,7,171,1,052,12,1,171,36,1,11,1999,  ,    ,2,      , ,2,      ,2,      ,0204.1223
03,71,1,3698,2,1,45,10,06,2000,2,4,Z90,1,012,05,1,043,50,2,  ,    ,11,2000,1,168000,1,2,      ,1,027350,0202.0891
03,71,1,3705,4,1,46,04,05,2000,2,6,152,1,096,07,1,111,48,2,  ,    ,12,2000,1,022500,1,1,069000,2,      ,0202.0891
03,71,1,3706,2,1,39,04,01,2000,2,4,985,1,081,12,1,370,48,1,09,2000,  ,    ,1,050000,1,1,040000,2,      ,0202.0891
03,71,1,3708,2,1,58,05,02,2000,2,4,532,1,069,12,1,532,45,2,  ,    ,02,2001,1,110400,4,2,      ,2,      ,0202.0891
03,71,1,3714,3,2,34,01,01,1999,2,6,Z90,1,089,36,1,541,19,2,  ,    ,12,2001,1,045000,4,2,      ,2,      ,0204.1223
03,71,1,3725,2,2,36,04,10,1999,2,3,Z20,6,096,24,1,490,06,2,  ,    ,10,2001,1,009000,1,2,      ,2,      ,0204.1223
03,71,1,3727,2,1,35,04,09,2000,2,4,859,1,081,24,1,859,48,2,  ,    ,99,2002,1,020000,4,1,018000,1,021040,0204.1223
03,71,1,3734,2,1,41,05,08,2000,2,6,Z90,1,070,10,1,531,50,2,  ,    ,06,2001,2,      , ,2,      ,2,      ,0222.6789
03,71,1,3738,3,2,28,03,06,1997,1,4,Z90,1,052,10,1,532,48,1,02,2000,  ,    ,2,      , ,2,      ,2,      ,0222.6789
03,71,1,3738,3,1,21,01,09,2000,1,6,Z90,1,081,24,1,532,01,2,  ,    ,10,2002,2,      , ,2,      ,2,      ,0222.6789
03,71,1,3746,1,1,36,02,07,2000,2,6,386,1,014,12,1,389,12,2,  ,    ,07,2001,1,048000,1,2,      ,2,      ,0204.1223
03,71,1,3750,2,1,38,03,08,2000,2,7,322,6,096,24,1,322,30,2,  ,    ,09,2002,1,032000,4,2,      ,2,      ,0204.1223
03,71,1,3751,2,1,43,02,06,1999,2,5,859,1,081,24,1,859,41,2,  ,    ,04,2001,1,090000,1,2,      ,2,      ,0204.1223
03,71,1,3757,2,1,54,02,10,1995,2,4,Z90,6,096,88,1,531,59,2,  ,    ,88,8888,1,028000,4,2,      ,2,      ,0204.1222
03,71,1,3759,2,1,32,01,06,2000,2,4,999,1,081,24,1,779,03,2,  ,    ,06,2002,1,025400,1,2,      ,2,      ,0204.1222
03,71,1,3765,4,1,25,01,11,1997,2,7,Z90,1,096,48,1,593,35,2,  ,    ,11,2001,1,069000,4,2,      ,1,017000,0204.1222
03,71,1,3768,3,1,29,01,01,2000,1,4,532,1,096,24,1,532,08,2,  ,    ,01,2002,1,025500,1,2,      ,2,      ,0204.1222
03,71,1,3771,2,1,39,01,04,1997,2,6,314,6,091,88,1,083,41,2,  ,    ,88,8888,1,055200,1,2,      ,2,      ,0336.5369
03,71,1,3776,2,1,54,02,06,1998,2,7,311,1,081,24,1,311,24,2,  ,    ,06,2001,1,060000,4,2,      ,2,      ,0336.5369
03,71,1,3783,2,1,39,02,06,1997,2,4,776,1,080,48,1,776,60,2,  ,    ,06,2001,1,061000,4,2,      ,2,      ,0204.1222
03,71,2,3818,3,1,24,02,06,2000,1,7,Z30,1,035,24,1,846,28,2,  ,    ,06,2002,1,015000,4,2,      ,2,      ,0580.5771
03,71,2,3820,2,1,47,04,07,2000,2,7,Z90,1,052,12,1,981,50,2,  ,    ,07,2001,2,      , ,2,      ,2,      ,0580.5771
03,71,2,3827,2,1,53,04,07,2000,2,5,939,1,056,12,1,381,52,2,  ,    ,07,2001,2,      , ,2,      ,2,      ,0580.5771
03,71,2,3830,2,1,38,02,02,1999,2,6,611,1,096,06,1,972,12,1,09,2000,  ,    ,1,066000,2,1,124000,2,      ,0580.5767
03,71,2,3839,3,1,31,01,11,1999,2,6,859,1,081,24,1,859,10,2,  ,    ,11,2001,1,095000,1,2,      ,1,020000,0580.5767
03,71,2,3845,3,1,23,01,07,1999,1,3,855,1,081,13,1,849,01,1,07,2000,  ,    ,1,045200,4,1,038000,2,      ,0633.3557
03,71,2,3877,3,2,22,01,03,1998,1,6,023,1,089,24,1,023,24,1,03,2000,  ,    ,2,      , ,2,      ,2,      ,0580.5764
03,49,1,1347,4,2,38,03,08,2000,2,3,Z20,1,039,22,1,541,42,2,  ,    ,06,2002,2,      , ,1,060000,1,007000,0343.2578
03,49,1,1350,2,2,35,03,03,2000,2,3,Z20,1,039,22,1,541,42,2,  ,    ,01,2002,1,018000,4,2,      ,2,      ,0343.2578
03,49,1,1359,2,2,41,03,05,2000,2,4,Z20,1,039,23,1,541,40,2,  ,    ,04,2002,1,015000,4,2,      ,2,      ,0343.2578
03,49,1,1390,2,2,42,01,03,1999,2,7,066,1,051,21,1,066,18,2,  ,    ,12,2000,1,027500,1,2,      ,2,      ,0343.2573
03,49,1,1420,4,1,60,02,05,1998,2,7,063,1,078,24,1,063,24,2,  ,    ,05,2001,1,050000,1,2,      ,2,      ,0343.2576
03,49,1,1435,1,1,45,01,11,1999,2,1,611,1,888,11,1,531,10,2,  ,    ,10,2000,1,025000,4,2,      ,2,      ,0343.2572
03,49,1,1435,2,2,32,01,10,1998,2,1,541,1,021,24,1,541,24,2,  ,    ,10,2000,1,020000,1,2,      ,2,      ,0343.2572
03,49,1,1438,2,2,29,01,08,1999,2,3,541,1,082,24,1,541,14,2,  ,    ,08,2001,1,018000,1,2,      ,2,      ,0343.2572
03,49,1,1450,2,1,44,01,09,2000,2,3,985,1,081,24,1,985,01,2,  ,    ,08,2002,2,      , ,2,      ,2,      ,0374.4624
03,49,1,1453,2,1,36,04,04,1999,2,7,985,1,066,08,1,981,41,1,01,2000,  ,    ,2,      , ,2,      ,1,012600,0370.9392
03,49,1,1478,3,2,27,01,06,2000,2,6,Z90,1,052,06,1,172,03,2,  ,    ,12,2000,1,016000,1,2,      ,2,      ,0135.2040
03,49,1,1492,3,1,58,06,06,1999,2,6,611,1,073,06,1,981,30,1,04,2000,  ,    ,2,      , ,1,000000,2,      ,0343.2576
03,49,1,1538,2,1,39,03,03,1999,2,4,853,1,015,21,1,853,45,2,  ,    ,12,2000,1,048000,1,2,      ,1,002000,0112.6820
03,49,1,1571,3,1,23,01,06,2000,1,7,Z90,1,089,34,1,949,04,2,  ,    ,04,2003,2,      , ,2,      ,2,      ,0122.9258
03,49,1,1576,2,2,49,01,07,1997,2,7,135,4,096,48,1,079,38,2,  ,    ,07,2001,1,060000,1,2,      ,2,      ,0112.6820
03,49,1,1634,2,2,36,01,11,1997,2,7,Z20,3,096,88,1,451,35,2,  ,    ,88,8888,1,060000,4,2,      ,2,      ,0135.2184
03,49,1,1636,2,1,42,02,07,2000,2,7,Z90,1,081,24,1,023,57,2,  ,    ,06,2002,1,015000,1,2,      ,2,      ,0135.2184
03,49,1,1636,6,1,33,02,05,1999,2,6,Z90,1,081,36,1,599,57,2,  ,    ,04,2002,1,080000,1,2,      ,2,      ,0135.2184
03,49,1,1641,6,1,33,01,06,1996,1,4,Z90,3,001,31,1,834,37,1,12,1998,  ,    ,2,      , ,2,      ,2,      ,0135.2184
03,49,1,1656,2,1,50,02,02,2000,2,2,846,1,081,36,1,846,45,2,  ,    ,01,2003,1,024000,4,2,      ,2,      ,0112.6820
03,49,1,1689,2,2,30,02,08,2000,2,4,Z20,1,081,24,1,541,24,2,  ,    ,09,2002,2,      , ,1,040000,1,022000,0088.0654
03,49,1,1694,3,1,22,01,09,2000,1,7,Z90,1,089,24,1,853,01,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0169.0229
03,49,1,1696,4,1,33,04,05,2000,2,7,Z30,1,081,09,1,981,60,2,  ,    ,02,2001,1,064000,1,2,      ,2,      ,0169.0229
03,49,1,1704,3,1,26,01,09,2000,1,7,Z90,1,046,24,1,386,01,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0169.0229
03,49,1,1718,3,2,24,01,11,1997,1,7,421,1,052,24,1,594,27,1,02,2000,  ,    ,2,      , ,2,      ,2,      ,0112.6820
03,49,2,1747,3,1,25,01,01,2000,2,7,Z90,1,052,24,1,981,09,2,  ,    ,01,2002,1,035000,1,2,      ,2,      ,0871.2908
03,49,2,1754,2,2,48,02,04,1998,2,4,Z20,1,039,12,1,541,38,1,05,1999,  ,    ,2,      , ,2,      ,2,      ,0871.2875
03,49,2,1773,2,2,28,03,02,2000,2,3,Z20,1,039,12,1,541,37,2,  ,    ,01,2001,1,024000,4,2,      ,2,      ,0950.4965
03,49,2,1782,6,1,26,01,03,2000,1,3,Z90,1,081,24,1,552,07,2,  ,    ,05,2002,2,      , ,2,      ,2,      ,0871.2863
03,49,2,1784,4,1,33,02,05,2000,2,6,Z90,1,089,15,1,852,36,1,07,2000,  ,    ,1,030000,1,1,060000,1,012000,0871.2863
03,49,2,1792,3,2,22,01,11,1998,2,7,Z90,1,050,12,1,949,10,1,01,2000,  ,    ,2,      , ,2,      ,2,      ,0917.0523
03,49,2,1792,4,1,27,03,11,1998,2,7,Z90,1,050,12,1,974,35,1,01,2000,  ,    ,2,      , ,2,      ,2,      ,0917.0523
03,49,2,1900,2,1,35,03,09,1999,2,4,855,1,888,24,1,855,55,2,  ,    ,08,2001,1,004000,3,2,      ,2,      ,0811.3885
03,49,2,1906,6,2,46,03,02,1999,3,6,541,1,039,24,1,541,55,2,  ,    ,01,2001,1,048000,1,2,      ,1,012000,0811.3885
03,49,2,1916,4,1,34,02,08,1999,2,6,Z90,1,081,24,1,959,14,2,  ,    ,08,2001,1,150000,1,2,      ,1,150000,0888.5786
03,49,2,1916,3,2,28,02,04,2000,1,7,066,1,082,24,1,066,48,2,  ,    ,08,2002,2,      , ,1,090000,1,200000,0888.5786
03,49,2,1941,1,1,39,05,12,1999,2,7,848,1,033,12,1,981,50,2,  ,    ,12,2000,1,075000,4,2,      ,1,009000,0871.2921
03,49,2,1947,2,1,35,08,99,9999,2,6,Z90,1,052,06,1,532,50,2,  ,    ,02,2001,1,015000,4,2,      ,1,030000,0853.2649
03,49,2,1949,2,2,50,04,12,1999,2,6,Z90,1,052,88,1,541,60,2,  ,    ,88,8888,1,030000,4,2,      ,2,      ,0853.2649
03,49,2,1986,2,1,41,03,02,2000,2,4,872,1,080,12,1,872,60,2,  ,    ,03,2001,1,037000,1,2,      ,2,      ,0403.5623
03,49,2,1992,3,2,20,01,06,2000,1,4,Z30,1,052,06,1,852,03,2,  ,    ,12,2000,1,010000,3,2,      ,2,      ,0403.5623
03,49,2,2013,3,2,28,01,04,1999,1,7,324,1,082,24,1,066,17,2,  ,    ,04,2001,1,018000,1,2,      ,2,      ,0396.2145
03,69,1,2945,4,2,37,01,05,1999,2,2,Z20,1,051,24,1,541,14,2,  ,    ,05,2001,1,020000,4,2,      ,2,      ,0276.2213
03,69,1,2946,1,1,43,02,09,2000,2,6,Z90,1,096,06,1,846,48,2,  ,    ,03,2001,1,111704,1,1,107629,1,004600,0276.2213
03,69,1,2949,1,2,47,02,08,2000,3,6,Z20,1,039,12,1,451,56,2,  ,    ,07,2001,1,019000,4,1,200000,1,021500,0276.2213
03,69,1,2951,3,2,28,01,03,1999,4,7,Z90,1,089,24,1,749,13,2,  ,    ,03,2001,1,019000,1,2,      ,2,      ,0276.2213
03,69,1,2960,3,2,27,02,08,2000,1,5,Z20,1,039,24,1,541,26,2,  ,    ,08,2001,2,      , ,2,      ,2,      ,0276.2212
03,69,1,2966,2,1,43,04,01,2000,2,7,022,1,056,12,1,022,50,2,  ,    ,04,2001,1,234000,1,2,      ,2,      ,0276.2213
03,69,1,2970,3,2,43,03,09,2000,3,2,Z20,1,039,24,1,541,54,2,  ,    ,07,2002,1,019000,1,2,      ,2,      ,0276.2213
03,69,1,2975,4,1,46,03,08,1998,2,4,985,1,069,28,1,969,56,2,  ,    ,12,2000,1,064000,1,2,      ,2,      ,0276.2213
03,69,1,2991,6,1,74,02,01,1999,2,4,Z40,6,096,48,1,589,48,2,  ,    ,12,2001,1,123000,4,2,      ,1,015000,0289.6865
03,69,1,2995,1,1,53,02,09,2000,2,3,846,1,081,24,1,846,55,2,  ,    ,05,2002,1,060000,4,1,050000,2,      ,0289.6865
03,69,1,2996,2,1,73,04,11,1999,2,4,Z40,6,096,12,2,   ,  ,2,  ,    ,11,2000,1,070000,4,2,      ,1,011700,0289.6865
03,69,1,3023,2,1,35,02,08,2000,2,4,954,1,069,12,1,954,12,2,  ,    ,07,2001,1,006000,4,2,      ,2,      ,0375.1154
03,69,1,3055,2,2,48,05,06,2000,2,7,079,1,081,11,1,079,53,2,  ,    ,05,2001,1,040000,4,2,      ,1,004700,0317.1897
03,69,1,3069,4,1,44,03,08,2000,2,7,039,1,081,12,1,039,30,2,  ,    ,08,2001,1,050000,1,2,      ,2,      ,0276.2213
03,69,1,3089,1,1,34,02,07,1999,2,4,Z90,1,081,11,1,846,23,1,06,2000,  ,    ,1,015000,4,1,050000,2,      ,0114.3562
03,69,1,3092,4,1,40,01,07,2000,2,3,954,1,081,24,1,872,03,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0114.3562
03,69,1,3105,3,2,42,02,05,1998,1,7,324,1,047,24,1,541,48,2,  ,    ,03,2001,1,060000,4,2,      ,2,      ,0129.4243
03,69,1,3107,3,2,35,02,10,1997,1,7,Z20,1,081,24,1,541,29,1,08,1998,  ,    ,2,      , ,2,      ,2,      ,0129.4243
03,69,1,3112,2,2,33,01,10,1999,2,6,570,1,050,24,1,799,12,2,  ,    ,10,2001,1,025000,4,2,      ,2,      ,0114.3562
03,69,1,3116,6,1,47,03,05,2000,1,4,989,1,081,24,1,989,28,2,  ,    ,12,2002,1,034000,4,1,010000,1,007500,0114.3562
03,69,1,3142,2,1,40,01,06,1999,2,4,951,1,096,88,1,951,15,2,  ,    ,88,8888,1,043200,1,2,      ,2,      ,0114.3562
03,69,1,3145,4,1,25,01,05,1999,2,4,985,1,035,19,1,981,17,2,  ,    ,12,2000,1,060000,1,2,      ,2,      ,0114.3562
03,69,1,3157,2,2,39,02,09,2000,2,3,Z20,1,081,24,1,522,18,2,  ,    ,08,2001,2,      , ,1,080000,1,014500,0114.3562
03,69,1,3157,3,1,23,01,10,1997,2,4,892,1,078,24,1,532,24,1,04,2000,  ,    ,2,      , ,1,070000,2,      ,0114.3562
03,69,1,3181,6,2,25,01,09,1998,2,6,199,1,089,24,1,859,24,1,09,2000,  ,    ,1,030000,4,1,070000,1,042000,0119.7766
03,69,1,3211,6,2,36,01,04,2000,2,2,Z20,1,039,24,1,541,05,2,  ,    ,04,2002,1,015000,4,2,      ,2,      ,0114.3562
03,69,2,3220,3,2,26,01,07,1999,1,4,Z20,1,082,24,1,541,15,2,  ,    ,08,2001,1,032000,4,2,      ,1,004840,0760.3598
03,69,2,3230,4,2,40,01,04,2000,2,7,Z20,6,096,88,1,386,06,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0760.3526
03,69,2,3230,5,2,09,01,04,2000, ,1,Z30,6,096,88,2,   ,  ,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0715.6210
03,69,2,3231,4,1,25,01,01,1998,2,6,621,1,081,35,1,985,33,2,  ,    ,12,2000,1,037000,4,2,      ,1,001500,0760.3526
03,69,2,3235,3,2,44,01,10,1996,3,4,Z20,1,888,48,1,541,48,2,  ,    ,10,2000,1,032000,4,2,      ,2,      ,0760.3526
03,69,2,3247,3,1,29,01,09,1998,1,2,611,3,082,22,1,641,22,1,07,2000,  ,    ,2,      , ,1,050000,2,      ,0760.3537
03,69,2,3250,3,1,27,01,05,1999,1,4,621,1,089,36,1,999,16,2,  ,    ,05,2001,1,037000,1,2,      ,2,      ,0760.3537
03,69,2,3258,3,2,20,01,05,2000,2,4,490,1,052,07,1,532,05,2,  ,    ,12,2000,1,024000,4,2,      ,2,      ,0760.3535
03,69,2,3263,2,2,40,01,08,1999,2,4,Z20,1,039,24,1,541,14,2,  ,    ,09,2001,1,044000,1,2,      ,2,      ,0760.3535
03,69,2,3269,2,1,48,03,08,1999,2,4,985,1,081,24,1,985,56,2,  ,    ,09,2001,1,043700,1,2,      ,2,      ,0760.3531
03,69,2,3275,6,2,45,03,12,1999,1,4,Z20,1,082,24,1,541,46,2,  ,    ,03,2001,1,023000,4,2,      ,2,      ,0760.3531
03,69,2,3275,6,2,35,03,08,1999,1,7,Z90,1,039,24,1,541,48,2,  ,    ,03,2001,1,023000,4,2,      ,2,      ,0760.3531
03,69,2,3276,3,2,24,01,03,2000,1,4,451,1,054,24,1,541,06,2,  ,    ,03,2002,2,      , ,2,      ,2,      ,0760.3531
03,69,2,3277,3,1,27,01,07,1996,1,6,Z90,6,096,88,1,Y11,99,2,  ,    ,88,8888,1,055128,1,2,      ,2,      ,0760.3517
03,69,2,3308,1,1,53,04,01,2000,2,3,985,1,081,11,1,542,55,2,  ,    ,12,2000,1,060000,1,2,      ,2,      ,0760.3539
03,69,2,3308,3,2,28,02,09,1996,1,7,Z90,1,039,88,1,541,48,2,  ,    ,88,8888,1,018000,1,2,      ,2,      ,0760.3539
03,69,2,3338,3,2,41,02,03,2000,4,4,412,1,039,24,1,541,47,2,  ,    ,03,2002,1,030000,1,2,      ,2,      ,0760.3527
03,69,2,3354,6,1,44,01,08,2000,2,7,441,6,096,88,2,   ,  ,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0811.4865
03,69,2,3354,6,2,44,02,04,1999,2,4,412,6,096,88,1,386,58,1,04,1999,  ,    ,1,020000,1,2,      ,2,      ,0811.4865
03,69,2,3409,3,1,23,01,08,2000,1,6,985,1,089,24,1,949,02,2,  ,    ,09,2002,1,005000,4,2,      ,2,      ,0229.8092
03,69,2,3412,2,2,40,01,09,2000,2,7,412,4,096,88,2,   ,  ,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0229.8092
03,69,2,3435,2,1,45,03,06,2000,2,3,846,1,051,24,1,846,47,2,  ,    ,04,2002,1,046000,1,2,      ,1,132000,0210.6584
03,69,2,3439,2,2,42,01,07,1998,2,7,Z20,6,018,88,1,541,26,2,  ,    ,88,8888,1,070000,1,2,      ,2,      ,0210.6584
