REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTM,DTLEFTY,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,DTRETM,DTRETY,DTEXPM,DTEXPY,CASHREM,CASHAMT,MODE,RET6MOS,CASHHOME,INKIND,KINDAMT,SWGT
05,62,1,1838,2,1,42,03,04,2000,2,7,861,1,081,24,1,861,60,2,  ,    ,03,2002,1,061000,1,2,      ,2,      ,0166.3266
05,62,1,1852,3,2,25,01,02,1998,2,7,192,6,052,24,2,   ,  ,1,01,2000,  ,    ,1,024000,1,2,      ,2,      ,0178.7790
05,62,1,1857,3,1,23,01,08,2000,1,7,985,1,012,10,1,981,01,2,  ,    ,06,2001,2,      , ,2,      ,2,      ,0178.7790
05,62,1,1858,3,1,23,01,11,1999,1,7,370,1,001,10,1,981,10,1,08,2000,  ,    ,1,030000,1,1,017000,1,018000,0178.7790
05,62,1,1862,1,1,38,01,01,1999,2,6,855,1,051,24,1,855,20,2,  ,    ,01,2001,1,020000,4,2,      ,2,      ,0163.8807
05,62,1,1876,3,2,26,02,07,2000,1,6,541,1,015,24,1,541,26,2,  ,    ,06,2002,1,003000,4,2,      ,2,      ,0163.8807
05,62,1,1876,3,2,23,02,08,2000,1,6,451,1,015,24,1,451,25,2,  ,    ,08,2002,1,002500,4,2,      ,2,      ,0163.8807
05,62,1,1890,3,2,32,02,08,1998,1,5,451,1,089,28,1,541,40,2,  ,    ,12,2000,2,      , ,2,      ,1,020000,0163.8807
05,62,2,1931,3,1,42,02,08,1997,4,3,859,1,081,24,1,859,24,1,05,1999,  ,    ,1,006000,1,2,      ,2,      ,0389.1281
05,62,2,2053,3,2,23,01,09,1999,1,5,311,1,089,24,1,859,13,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0389.1279
05,62,2,2054,3,2,22,02,06,2000,1,6,451,1,051,05,1,541,38,2,  ,    ,11,2000,1,014000,1,2,      ,1,001000,0389.1279
05,62,2,2062,3,1,22,01,10,1999,1,4,532,1,081,36,1,776,12,2,  ,    ,10,2002,1,010000,1,2,      ,2,      ,0389.1279
05,62,2,2069,1,1,44,01,12,1995,2,6,600,1,081,12,1,979,12,1,12,1996,  ,    ,2,      , ,2,      ,2,      ,0389.1276
05,62,2,2117,3,1,31,04,05,1999,1,4,872,1,082,99,1,872,38,2,  ,    ,99,9999,1,015000,5,2,      ,2,      ,0389.1279
05,62,2,2121,2,2,61,03,09,2000,2,4,Z90,1,032,24,1,389,45,2,  ,    ,09,2002,2,      , ,1,000000,2,      ,0389.1279
05,17,1,0677,3,2,39,04,05,2000,4,4,Z90,1,094,24,1,490,60,2,  ,    ,04,2002,1,032000,1,1,015000,1,002500,0413.7297
05,17,1,0702,2,1,49,06,01,2000,2,7,Z90,1,888,10,1,981,47,2,  ,    ,11,2000,1,240000,1,2,      ,2,      ,0413.7291
05,17,1,0708,2,1,43,01,05,2000,2,4,949,1,081,24,1,813,04,2,  ,    ,05,2002,1,032000,1,2,      ,2,      ,0413.7291
05,17,1,0762,3,2,26,02,06,2000,1,7,324,1,089,36,1,859,10,2,  ,    ,11,2003,1,076000,1,1,019200,1,001000,0413.7293
05,17,1,0788,3,2,27,02,07,1998,1,6,Z90,1,052,03,1,172,12,1,10,1998,  ,    ,2,      , ,2,      ,2,      ,0413.7298
05,17,1,0797,1,1,43,05,08,1998,2,6,Z90,4,089,06,1,779,40,1,02,2000,  ,    ,2,      , ,2,      ,2,      ,0439.0132
05,17,1,0802,2,2,56,01,11,1999,2,1,451,4,009,03,2,   ,  ,1,02,2000,  ,    ,2,      , ,2,      ,2,      ,0439.0132
05,17,1,0802,3,1,30,04,09,2000,1,1,Z90,1,035,12,1,042,48,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0439.0132
05,17,1,0802,3,1,26,02,10,1999,1,7,Z90,1,035,12,1,053,24,1,09,2000,  ,    ,1,006000,1,1,145000,2,      ,0439.0132
05,17,1,0802,3,1,21,01,11,1999,1,7,Z90,4,009,03,2,   ,  ,1,02,2000,  ,    ,2,      , ,2,      ,2,      ,0439.0132
05,17,1,0803,3,2,28,02,09,1998,1,6,Z90,1,089,12,1,852,24,1,09,1999,  ,    ,2,      , ,2,      ,2,      ,0439.0132
05,17,1,0804,4,1,39,03,04,1999,2,3,Z90,1,081,24,1,851,28,2,  ,    ,04,2001,1,048000,1,2,      ,2,      ,0439.0132
05,17,1,0829,3,1,30,01,08,2000,1,3,074,1,050,49,1,074,01,2,  ,    ,09,2004,2,      , ,2,      ,2,      ,0413.7296
05,17,1,0840,3,2,34,02,11,1999,1,7,066,1,095,88,1,066,31,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0413.7296
05,17,1,0851,1,1,58,01,09,1997,3,1,541,1,051,11,1,541,11,1,01,1998,  ,    ,2,      , ,2,      ,2,      ,0428.7062
05,17,1,0878,3,1,25,05,02,2000,1,7,042,1,052,10,1,042,42,2,  ,    ,12,2000,1,251872,1,2,      ,2,      ,0413.7297
05,17,1,0885,4,2,36,02,02,1998,2,4,451,1,083,18,1,541,52,1,09,2000,  ,    ,1,015000,1,1,010000,1,002100,0413.7297
05,17,1,0894,3,1,31,03,04,1999,2,5,074,1,089,88,1,949,39,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0413.7297
05,17,1,0894,3,2,27,01,09,2000,1,7,064,1,018,12,1,079,00,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0413.7297
05,17,1,0902,4,1,32,03,03,1999,2,7,Z30,1,081,24,1,389,38,2,  ,    ,03,2001,1,048000,1,2,      ,2,      ,0413.7294
05,17,1,0903,4,1,43,03,07,2000,2,7,022,1,081,10,1,022,50,2,  ,    ,05,2001,2,      , ,1,200000,1,035000,0413.7294
05,17,2,0923,6,2,31,02,05,1998,1,7,135,1,039,88,1,541,52,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0848.0585
05,17,2,0959,2,2,33,02,06,2000,2,3,136,1,039,88,1,541,20,2,  ,    ,88,8888,1,016000,1,2,      ,2,      ,0848.0644
05,17,2,1106,2,2,33,01,12,1999,2,3,629,1,081,24,1,541,09,2,  ,    ,12,2001,1,030000,1,2,      ,2,      ,0792.2261
05,17,2,1107,2,1,40,01,06,1998,2,4,811,1,081,28,1,813,27,2,  ,    ,10,2000,2,      , ,2,      ,2,      ,0792.2261
05,17,2,1141,3,1,30,02,09,2000,1,5,615,1,089,12,1,861,24,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0848.0604
05,17,2,1151,6,2,28,03,02,1999,1,6,451,1,039,12,1,541,42,2,  ,    ,04,2001,1,030000,1,2,      ,2,      ,0848.0604
05,16,1,0413,1,2,27,03,04,2000,1,6,Z20,1,052,06,1,179,15,2,  ,    ,10,2000,2,      , ,2,      ,2,      ,0171.2112
05,17,2,1018,3,1,26,01,07,1997,1,5,532,1,081,42,1,532,38,2,  ,    ,01,2001,1,010000,4,2,      ,2,      ,0848.0626
05,17,1,0691,3,2,32,01,04,1997,1,6,Z20,4,046,88,2,   ,  ,2,  ,    ,88,8888,1,029000,4,2,      ,2,      ,0413.7296
05,62,1,1866,3,2,22,01,09,1999,1,6,854,1,089,24,1,854,12,2,  ,    ,09,2001,1,048000,1,2,      ,2,      ,0163.8807
05,62,1,1866,3,1,28,02,05,1999,1,6,854,1,089,24,1,854,52,2,  ,    ,05,2001,1,060000,1,2,      ,2,      ,0163.8807
06,45,1,1952,1,1,80,01,02,2000,2,7,Z40,4,018,09,2,   ,  ,2,  ,    ,11,2000,2,      , ,2,      ,1,013500,0471.6943
06,45,1,1974,4,1,29,01,09,2000,2,6,451,1,069,24,1,381,01,2,  ,    ,06,2002,2,      , ,2,      ,2,      ,0521.8741
06,45,1,2058,3,1,25,01,10,1998,1,7,066,1,081,24,1,066,23,2,  ,    ,03,2001,1,020000,1,2,      ,2,      ,0462.8594
06,45,1,2064,3,1,26,02,01,2000,1,6,Z90,1,052,11,1,872,24,2,  ,    ,12,2000,1,066000,1,2,      ,2,      ,0462.8594
06,45,1,2129,4,1,47,01,11,1999,2,7,700,1,081,24,1,700,10,2,  ,    ,12,2002,1,004000,3,2,      ,1,000500,0471.6949
06,45,1,2159,2,2,35,03,05,2000,2,7,Z20,1,054,12,1,541,28,2,  ,    ,05,2001,1,017910,1,2,      ,2,      ,0509.2212
06,45,1,2202,2,2,37,04,06,2000,2,7,386,1,078,12,1,541,48,2,  ,    ,06,2001,1,015000,1,2,      ,2,      ,0471.6945
06,45,1,2235,2,2,38,01,03,1999,2,7,Z20,1,046,24,1,542,18,2,  ,    ,03,2001,1,047000,1,2,      ,1,001550,0471.6942
06,45,1,2266,1,1,32,04,07,2000,2,5,954,1,081,10,1,974,47,2,  ,    ,05,2001,1,035000,4,1,075000,2,      ,0346.8004
06,45,1,2338,2,2,42,05,12,1999,2,6,Z20,1,082,12,1,541,55,2,  ,    ,12,2000,1,024000,1,2,      ,1,005000,0274.2528
06,45,1,2354,1,1,37,01,08,1997,2,3,872,1,015,10,1,872,10,1,07,1998,  ,    ,2,      , ,2,      ,2,      ,0286.2418
06,45,1,2365,2,2,48,05,06,2000,2,7,386,1,039,24,1,541,60,2,  ,    ,06,2002,1,075000,1,1,030000,1,001000,0312.2640
06,45,1,2406,6,2,39,02,03,2000,1,6,381,1,089,24,1,541,29,2,  ,    ,08,2002,1,039000,4,2,      ,2,      ,0286.2421
06,45,1,2414,4,1,23,01,05,1999,2,6,Z90,1,035,17,1,981,16,2,  ,    ,10,2000,1,048000,1,2,      ,2,      ,0343.4904
06,45,1,2415,3,2,51,03,06,1998,1,7,Z20,1,033,36,1,384,52,2,  ,    ,06,2001,1,045000,1,2,      ,2,      ,0343.4904
06,45,1,2430,3,1,29,05,01,2000,1,6,Z90,3,052,11,1,982,40,2,  ,    ,12,2000,1,071600,1,2,      ,2,      ,0286.2420
06,45,1,2463,2,2,35,01,09,2000,2,2,412,1,039,24,1,541,01,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0286.2420
06,45,1,2468,3,2,36,01,05,2000,2,6,Z20,1,018,12,1,389,04,2,  ,    ,01,2001,1,038000,1,2,      ,2,      ,0286.2420
06,45,1,2502,3,2,26,01,12,1999,1,7,Z20,1,082,24,1,066,09,2,  ,    ,10,2001,2,      , ,2,      ,2,      ,0286.2421
06,45,1,2543,2,1,48,04,04,2000,2,3,531,1,052,12,1,531,20,2,  ,    ,02,2001,1,050000,1,2,      ,2,      ,0286.2421
06,45,2,2696,3,2,22,01,03,1999,1,7,389,1,082,24,1,541,18,2,  ,    ,01,2001,1,012000,1,2,      ,2,      ,0856.1731
06,45,2,2723,3,1,25,06,10,1999,1,7,Z30,1,033,12,1,981,52,2,  ,    ,10,2001,1,060500,1,2,      ,1,004100,0856.1730
06,45,2,2795,2,1,37,05,08,2000,2,7,589,1,083,10,1,982,50,2,  ,    ,06,2001,2,      , ,1,150000,1,025000,0969.6643
06,45,2,2837,2,2,32,01,05,1999,2,3,Z20,1,051,24,1,541,16,2,  ,    ,05,2001,1,010000,1,2,      ,2,      ,0856.1729
06,45,2,2840,4,1,29,01,10,1999,2,4,985,1,081,13,1,979,12,2,  ,    ,11,2000,1,010000,1,2,      ,2,      ,0856.1729
06,45,2,2880,2,2,58,01,05,2000,2,4,791,1,082,10,1,541,04,2,  ,    ,03,2001,1,040000,1,2,      ,2,      ,0827.7815
06,79,1,2890,4,1,31,03,06,2000,2,7,389,1,096,10,1,532,54,2,  ,    ,04,2001,1,070000,3,2,      ,2,      ,0072.7141
06,79,1,2900,2,1,61,08,05,2000,2,4,Z90,1,035,06,1,855,50,2,  ,    ,11,2000,1,120000,1,2,      ,2,      ,0072.7141
06,79,1,2904,3,1,25,02,07,2000,1,7,Z90,1,081,12,1,859,50,2,  ,    ,07,2001,2,      , ,1,050000,1,005500,0072.7141
06,79,1,2908,3,1,22,02,07,2000,1,7,Z90,1,082,06,1,042,15,2,  ,    ,01,2001,2,      , ,2,      ,2,      ,0072.7141
06,79,2,2944,2,1,41,03,04,2000,2,5,Z90,1,082,10,1,981,28,2,  ,    ,02,2001,1,108000,1,2,      ,1,005800,0160.6217
06,79,2,2955,3,2,29,01,12,1998,2,7,799,1,081,24,1,532,17,1,05,2000,  ,    ,2,      , ,1,050000,2,      ,0160.6216
06,79,2,2999,3,2,31,01,11,1999,1,4,Z20,1,039,24,1,541,10,2,  ,    ,11,2001,1,018000,1,2,      ,2,      ,0160.6216
06,79,2,3004,3,1,24,01,09,1999,2,7,611,1,081,24,1,369,12,2,  ,    ,08,2001,1,030000,1,2,      ,2,      ,0160.6216
06,79,2,3004,4,1,37,02,12,1999,2,4,959,1,081,24,1,369,22,2,  ,    ,12,2001,1,024000,1,2,      ,2,      ,0160.6216
06,79,2,3004,4,1,28,01,03,1999,2,7,Z90,1,081,24,1,369,18,2,  ,    ,03,2001,1,054000,1,2,      ,2,      ,0160.6216
06,79,2,3004,3,1,30,02,08,1998,2,6,611,1,081,24,1,369,56,1,09,2000,  ,    ,2,      , ,1,080000,1,012000,0160.6216
06,79,2,3004,4,2,30,02,11,1998,2,7,Z20,1,039,24,1,541,54,2,  ,    ,11,2000,1,030000,4,2,      ,1,005000,0160.6216
06,79,2,3016,3,1,23,04,08,2000,2,7,621,1,082,12,1,981,44,2,  ,    ,08,2001,2,      , ,1,050000,1,029000,0160.3741
06,79,2,3050,3,2,22,01,12,1999,1,7,451,1,089,48,1,799,09,2,  ,    ,12,2003,1,038000,4,2,      ,2,      ,0192.7459
06,79,2,3060,1,2,23,01,09,1999,1,7,Z30,1,082,24,1,541,12,2,  ,    ,09,2001,2,      , ,2,      ,1,000500,0192.7459
06,79,2,3062,2,2,35,01,06,1998,2,7,Z20,1,039,13,1,541,14,1,08,1999,  ,    ,2,      , ,2,      ,2,      ,0161.8069
06,79,2,3067,3,2,36,02,01,1998,1,7,111,1,089,29,1,541,53,1,07,2000,  ,    ,2,      , ,1,020000,1,011500,0161.8069
06,06,1,0339,2,1,47,04,09,2000,2,6,Z90,1,052,12,1,981,40,2,  ,    ,09,2001,1,013000,1,2,      ,2,      ,0171.0953
06,06,1,0345,3,2,35,02,01,2000,1,4,Z90,1,039,24,1,541,33,2,  ,    ,12,2002,1,001500,1,2,      ,2,      ,0171.0953
06,06,1,0366,1,1,51,05,03,2000,2,7,Z90,1,010,10,1,982,60,2,  ,    ,01,2001,1,165600,1,2,      ,2,      ,0171.0953
06,06,1,0372,3,2,24,01,06,1998,1,7,Z20,1,082,30,1,073,27,2,  ,    ,12,2000,1,036000,1,2,      ,2,      ,0171.0953
06,06,1,0382,3,2,24,01,06,1998,1,4,779,1,051,24,1,541,24,1,07,2000,  ,    ,2,      , ,1,025000,2,      ,0171.0953
06,06,1,0387,2,2,48,04,02,1999,2,7,Z90,1,081,12,1,066,42,1,09,2000,  ,    ,1,053460,1,1,097200,1,011750,0184.7052
06,06,1,0397,3,2,30,02,05,1997,1,6,067,1,081,24,1,079,50,1,07,2000,  ,    ,1,036000,4,1,018000,2,      ,0171.0953
06,06,1,0400,6,2,45,05,05,2000,2,4,Z20,1,039,24,1,541,24,2,  ,    ,04,2002,1,024000,1,1,018000,1,011200,0171.0953
06,06,1,0401,3,2,36,03,12,1998,2,3,Z20,1,039,24,1,541,48,1,12,1999,  ,    ,1,028000,1,2,      ,2,      ,0171.0953
06,06,1,0408,4,2,42,02,09,2000,2,6,Z20,1,039,24,1,541,24,2,  ,    ,06,2001,1,048000,1,2,      ,2,      ,0171.0953
06,06,1,0437,2,1,43,02,06,1998,2,5,799,1,081,28,1,859,60,2,  ,    ,10,2000,1,060000,1,2,      ,2,      ,0171.0953
06,06,1,0438,3,1,33,05,05,2000,1,7,Z90,1,052,10,1,981,50,2,  ,    ,03,2001,1,114000,1,1,250000,1,008260,0171.0953
06,06,1,0454,4,2,41,05,06,2000,2,7,066,1,067,10,1,066,50,2,  ,    ,04,2001,1,036000,1,2,      ,2,      ,0194.7228
06,06,1,0461,3,2,30,02,05,1999,1,6,Z90,1,039,24,1,541,34,2,  ,    ,04,2001,2,      , ,2,      ,2,      ,0171.0953
06,06,2,0489,6,1,35,02,07,1998,2,6,839,1,081,88,1,839,28,2,  ,    ,88,8888,1,010000,1,2,      ,2,      ,0357.6869
06,06,2,0499,3,1,24,01,06,1999,1,6,621,1,082,09,1,981,09,1,03,2000,  ,    ,2,      , ,2,      ,1,054800,0423.9250
06,06,2,0500,3,1,40,02,06,2000,2,3,Z90,1,081,88,1,985,52,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0423.9250
06,06,2,0500,4,2,33,02,06,2000,2,2,Z20,1,081,88,1,531,52,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0423.9250
06,06,2,0501,3,2,29,05,03,2000,1,4,Z20,1,039,24,1,541,60,2,  ,    ,03,2002,1,120000,1,2,      ,1,030000,0423.9250
06,06,2,0519,2,1,45,02,09,1998,2,4,Z90,1,081,24,1,872,59,1,09,2000,  ,    ,1,050000,1,1,030000,1,020460,0357.6880
06,19,1,0684,2,1,56,05,03,1999,2,7,217,1,052,20,1,370,52,2,  ,    ,01,2001,1,009000,1,2,      ,1,010000,0259.5863
06,19,1,0714,4,1,36,02,05,1998,2,7,Z20,1,052,12,1,981,12,1,05,1999,  ,    ,2,      , ,2,      ,2,      ,0259.5865
06,19,1,0732,4,1,31,03,04,2000,2,7,981,1,096,08,1,981,26,2,  ,    ,12,2000,1,080000,1,2,      ,2,      ,0259.5863
06,19,1,0738,1,1,40,05,06,2000,2,6,Z90,1,052,10,1,982,42,1,08,2000,  ,    ,1,039000,1,1,050000,1,005720,0259.5863
06,19,1,0741,3,1,25,03,02,2000,1,6,Z90,1,888,10,1,981,24,2,  ,    ,12,2000,1,078000,1,2,      ,2,      ,0259.5863
06,19,1,0743,3,1,23,01,09,1999,1,7,423,1,089,24,1,759,12,2,  ,    ,09,2001,1,075000,1,2,      ,2,      ,0259.5863
06,19,1,0744,4,1,28,02,11,1999,2,7,776,1,095,11,1,066,21,2,  ,    ,10,2000,1,120000,1,2,      ,2,      ,0259.5863
06,19,1,0747,6,2,32,02,05,2000,2,7,500,3,096,88,1,066,48,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0259.5863
06,19,1,0759,6,2,21,01,07,1999,1,3,Z20,1,082,24,1,541,14,2,  ,    ,07,2001,2,      , ,2,      ,2,      ,0259.5862
06,19,1,0762,3,2,22,01,05,1999,1,6,541,1,082,24,1,541,16,2,  ,    ,05,2001,1,010000,1,2,      ,2,      ,0259.5862
06,19,1,0764,3,2,23,03,08,1999,1,6,451,1,052,18,1,171,14,2,  ,    ,02,2001,2,      , ,2,      ,2,      ,0259.5862
06,19,1,0769,2,1,60,06,01,2000,2,7,Z90,1,094,06,1,981,36,1,08,2000,  ,    ,1,100000,1,1,075000,1,050000,0503.0292
06,19,1,0783,4,1,25,01,11,1999,2,6,949,1,057,12,1,982,11,2,  ,    ,11,2000,1,024000,1,2,      ,2,      ,0259.5862
06,19,1,0789,3,1,32,03,06,2000,1,7,Z30,1,087,12,1,981,36,2,  ,    ,06,2001,1,018000,1,2,      ,2,      ,0259.5862
06,19,1,0789,3,1,26,04,06,2000,1,6,Z30,1,050,12,1,982,48,2,  ,    ,06,2001,1,018000,1,2,      ,2,      ,0259.5862
06,19,1,0805,3,2,34,03,06,2000,1,7,Z20,1,094,24,1,541,48,2,  ,    ,06,2002,1,023000,1,2,      ,2,      ,0286.4739
06,19,1,0814,2,1,39,01,01,2000,2,4,985,1,081,24,1,959,08,2,  ,    ,12,2001,1,014800,1,2,      ,2,      ,0286.4739
06,19,1,0815,2,1,30,03,01,2000,2,7,Z90,1,050,09,1,981,43,2,  ,    ,10,2000,1,084000,1,2,      ,2,      ,0286.4739
06,19,2,0825,3,2,25,01,02,1999,1,6,451,1,039,24,1,541,18,2,  ,    ,05,2001,1,075000,1,2,      ,2,      ,0475.0913
06,19,2,0837,3,1,30,01,11,1999,2,7,451,1,052,12,1,835,10,2,  ,    ,11,2000,1,018000,1,2,      ,2,      ,0475.0909
06,19,2,0871,3,2,18,01,05,2000,1,6,Z30,1,082,24,1,541,05,2,  ,    ,04,2002,2,      , ,2,      ,2,      ,0475.0910
06,19,2,0884,4,1,36,04,06,2000,2,7,Z90,1,096,10,1,982,40,2,  ,    ,04,2001,1,022000,1,2,      ,2,      ,0475.0915
06,19,2,0908,2,1,39,05,09,2000,2,6,954,2,001,10,1,846,42,2,  ,    ,06,2001,2,      , ,2,      ,2,      ,0475.0907
06,19,2,0910,3,2,29,02,05,1997,1,6,451,1,089,36,1,949,48,1,04,2000,  ,    ,2,      , ,1,050000,1,023400,0475.0907
06,19,2,0914,3,1,26,01,09,2000,1,6,589,1,081,24,1,542,01,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0475.0914
06,19,2,0930,2,2,39,01,03,1998,2,4,Z20,1,039,36,1,541,31,2,  ,    ,02,2001,1,060000,1,2,      ,1,017000,0505.8005
06,19,2,0965,3,1,28,05,06,2000,1,7,Z20,1,094,12,1,981,36,2,  ,    ,06,2001,1,060000,1,1,050000,1,017000,0502.2385
06,19,2,0968,3,2,23,03,06,1999,1,7,Z20,1,015,24,1,949,36,2,  ,    ,06,2001,1,020000,1,2,      ,1,011500,0502.2385
06,19,2,0968,1,1,27,03,06,2000,1,7,Z20,1,094,12,1,531,36,2,  ,    ,06,2001,1,060000,1,1,080000,1,014000,0502.2385
06,19,2,1000,3,2,34,02,07,2000,1,7,135,1,039,24,1,541,24,2,  ,    ,07,2002,1,009500,1,1,027500,1,011300,0475.0920
06,19,2,1000,3,1,25,01,04,1999,1,7,621,1,090,88,1,982,17,2,  ,    ,88,8888,1,010000,1,2,      ,2,      ,0475.0920
06,19,2,1001,3,2,32,01,10,1998,1,4,Z20,1,039,25,1,541,23,2,  ,    ,11,2000,1,011000,1,2,      ,2,      ,0475.0920
06,04,1,0027,1,1,55,02,02,1998,2,4,Z90,1,081,33,1,700,57,2,  ,    ,11,2000,1,060000,4,2,      ,2,      ,0145.7677
06,04,1,0029,3,2,36,02,07,1999,4,4,Z90,1,010,17,1,532,40,2,  ,    ,12,2000,1,010000,4,2,      ,2,      ,0145.7677
06,04,1,0033,3,1,27,02,09,2000,1,3,Z90,1,081,24,1,531,24,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0145.7677
06,04,1,0038,3,2,34,03,09,1998,4,7,Z20,1,015,12,1,422,12,1,01,1999,  ,    ,2,      , ,2,      ,2,      ,0144.6958
06,04,1,0054,4,1,33,02,09,2000,2,6,981,1,052,10,1,954,10,2,  ,    ,07,2001,1,060000,1,1,050000,1,039100,0145.7676
06,04,1,0059,2,1,40,05,02,1999,2,7,981,8,009,11,1,079,55,2,  ,    ,01,2001,1,090000,1,2,      ,1,018900,0145.7676
06,04,1,0073,2,1,43,05,03,2000,2,7,Z90,1,888,10,1,982,50,2,  ,    ,03,2001,1,081000,1,2,      ,1,001350,0145.7677
06,04,1,0086,3,1,23,01,01,2000,1,7,552,1,888,10,1,531,09,2,  ,    ,11,2000,1,072000,1,2,      ,2,      ,0169.4138
06,04,1,0092,2,1,42,06,12,1999,2,6,931,1,096,10,1,981,45,2,  ,    ,10,2000,1,180000,2,2,      ,1,096000,0169.4138
06,04,1,0096,2,1,32,03,04,1999,2,7,981,1,095,09,1,981,36,1,01,2000,  ,    ,2,      , ,2,      ,2,      ,0169.4138
06,04,1,0097,6,2,26,01,06,1999,1,7,326,1,089,24,1,541,16,2,  ,    ,06,2001,2,      , ,2,      ,1,002500,0145.7677
06,04,1,0111,3,1,32,04,01,2000,2,4,Z90,1,032,10,1,981,49,2,  ,    ,11,2000,1,072000,1,2,      ,2,      ,0145.7676
06,04,1,0111,3,1,28,03,11,1999,1,6,Z90,1,057,12,1,531,46,2,  ,    ,03,2001,1,049200,1,2,      ,2,      ,0145.7676
06,04,1,0118,2,1,40,02,09,2000,2,6,Z90,1,096,12,1,847,56,2,  ,    ,09,2001,2,      , ,1,010000,2,      ,0145.7676
06,04,1,0142,2,2,40,03,04,2000,2,3,621,1,089,24,1,541,36,2,  ,    ,03,2001,1,030000,4,2,      ,2,      ,0145.7677
06,04,2,0164,6,2,30,03,10,1999,1,6,412,1,082,48,1,541,48,2,  ,    ,10,2001,1,036000,1,2,      ,2,      ,0338.8056
06,04,2,0164,6,2,23,01,05,2000,1,6,Z30,1,052,24,1,172,04,2,  ,    ,05,2001,1,030000,1,2,      ,2,      ,0338.8056
06,04,2,0169,2,1,28,05,05,2000,2,7,959,1,095,10,1,986,50,2,  ,    ,03,2001,1,032400,1,1,025000,1,039800,0338.8057
06,04,2,0178,3,1,34,04,11,1999,1,7,Z90,1,052,12,1,042,40,2,  ,    ,11,2000,1,032300,1,2,      ,2,      ,0338.8057
06,04,2,0193,3,1,26,02,10,1999,1,7,Z90,1,081,12,1,981,20,2,  ,    ,10,2000,1,054000,1,2,      ,1,005000,0338.8056
06,04,2,0198,3,2,36,05,04,2000,1,4,Z90,1,051,36,1,451,50,2,  ,    ,04,2003,1,042000,4,1,100000,1,040000,0338.8056
06,04,2,0200,2,1,45,05,10,1999,2,6,Z90,1,082,09,1,981,45,1,08,2000,  ,    ,1,120000,1,1,184000,1,080000,0338.8056
06,04,2,0207,3,1,27,01,05,1999,1,6,834,1,089,24,1,856,16,2,  ,    ,05,2001,1,150000,1,2,      ,2,      ,0358.9107
06,04,2,0210,3,1,21,03,06,2000,1,6,Z30,1,082,09,1,981,10,2,  ,    ,03,2001,1,020000,1,1,015000,2,      ,0358.9107
06,04,2,0235,4,1,33,02,10,1998,2,6,Z90,1,035,12,1,982,24,1,08,1999,  ,    ,2,      , ,2,      ,2,      ,0338.8058
06,04,2,0260,6,1,51,03,08,2000,3,3,942,1,081,24,1,843,48,2,  ,    ,08,2002,2,      , ,2,      ,2,      ,0357.0300
06,04,2,0264,3,2,29,01,10,1998,1,3,942,1,081,24,1,541,24,2,  ,    ,10,2000,1,070000,1,2,      ,2,      ,0357.0300
06,04,2,0304,6,2,50,03,04,1998,1,7,541,1,047,32,1,552,48,2,  ,    ,12,2000,1,014000,1,2,      ,2,      ,0338.8050
06,04,2,0308,3,2,25,01,11,1998,1,6,Z90,1,046,25,1,541,22,2,  ,    ,12,2000,1,060000,1,2,      ,1,007500,0338.8050
06,04,2,0316,3,2,40,05,05,2000,1,6,452,1,094,12,1,451,60,2,  ,    ,04,2001,1,020000,1,2,      ,1,013500,0338.8052
06,04,2,0336,2,1,44,03,12,1998,2,2,971,1,081,24,1,959,30,2,  ,    ,12,2000,1,110000,1,2,      ,1,003000,0338.8059
06,30,1,1014,3,2,28,03,03,1998,1,6,067,1,039,88,1,541,60,2,  ,    ,88,8888,1,012000,1,2,      ,1,001000,0430.9494
06,30,1,1014,3,2,26,01,03,1998,1,7,Z90,1,039,47,1,541,30,2,  ,    ,12,2001,1,012000,1,2,      ,2,      ,0430.9494
06,30,1,1017,2,1,32,04,08,1999,2,6,Z30,1,035,10,1,982,38,1,06,2000,  ,    ,1,050000,1,1,050000,1,040500,0430.9494
06,30,1,1018,2,1,36,02,05,2000,2,7,Z90,1,035,12,1,982,36,2,  ,    ,06,2001,1,034000,1,2,      ,2,      ,0430.9494
06,30,1,1021,6,2,45,04,06,2000,3,6,Z20,1,056,12,1,066,60,2,  ,    ,06,2001,2,      , ,2,      ,2,      ,0430.9492
06,30,1,1021,6,2,05,02,06,2000, , ,Z90,8,056,24,2,   ,  ,2,  ,    ,05,2001,2,      , ,2,      ,2,      ,0422.5745
06,30,1,1022,3,1,31,02,04,2000,1,7,111,8,096,12,1,111,16,2,  ,    ,04,2001,1,040000,1,2,      ,1,008500,0430.9492
