RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18_DTRET,RQ19_REASON,RQ20_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
17,2109,026,00484,04,03,2,32,02,052013,1,852,09,1,1,400,55,1,21,59,2,      , ,122017,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000603.7632,1
17,2109,026,00484,01,01,1,63,08,042016,2,940,13,4, ,400,01,2,  ,  ,1,052016,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000557.4261,2
17,2109,026,00484,02,02,2,55,08,042016,2,940,13,4, ,400,01,2,  ,  ,1,052016,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000525.3479,2
17,2110,026,00602,02,02,2,35,01,122016,2,004,09,1,1,233,02,1,91,02,1,022017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000471.6757,2
17,2111,026,00130,07,03,2,24,01,102016,2,004,72,1,1,212,24,1,72,11,2,      , ,102018,1,0035000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0025000,000597.5032,1
17,2112,026,00130,03,03,2,39,02,122016,1,834,12,1,1,234,19,1,12,33,2,      , ,072018,1,0222000,5,1,030,2,050,3,020, ,   , ,   ,2,       ,2,       ,000464.3058,1
17,2113,026,00130,03,03,2,26,01,062014,1,008,74,1,1,213,40,1,72,39,2,      , ,102017,1,0070000,5,1,060,2,040, ,   , ,   , ,   ,2,       ,2,       ,000590.2022,1
17,2114,026,00130,03,03,2,30,02,032016,1,004,09,1,1,234,36,1,53,44,2,      , ,032019,1,0072000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000590.2022,1
17,2115,026,00130,03,03,2,42,03,092017,1,004,09,1,1,400,47,1,91,59,2,      , ,082021,1,0009000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000464.3058,1
17,2115,026,00130,04,03,2,35,02,112016,4,008,09,1,1,400,12,1,91,35,2,      , ,112017,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000464.3058,1
17,2116,027,00563,02,02,2,38,01,112015,2,001,91,1,1,222,24,1,91,22,2,      , ,112017,1,0030000,5,1,090, ,   , ,   ,4,010, ,   ,2,       ,2,       ,000385.9164,1
17,2117,028,00109,03,03,1,30,02,062016,1,008,81,1,1,232,24,1,73,24,2,      , ,062018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000679.2852,1
17,2117,028,00109,04,03,2,28,02,012017,1,872,22,1,1,232,34,1,22,08,2,      , ,112019,1,0030000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000644.9922,1
17,2117,028,00109,05,03,1,24,02,052017,1,007,32,1,1,232,24,1,51,24,2,      , ,052019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000704.0919,1
17,2118,028,00109,01,01,1,48,03,102016,2,003,73,1,1,233,24,1,33,11,2,      , ,102018,1,0120000,1,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000512.1621,1
17,2118,028,00109,05,11,1,30,01,052017,1,007,81,1,1,233,24,1,81,04,2,      , ,052019,1,0021000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000679.2852,1
17,2119,028,00109,07,03,2,25,01,052017,2,004,09,1,1,232,37,1,91,04,2,      , ,062020,1,0047000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000644.9922,1
17,2120,028,00109,03,03,2,23,01,092015,1,004,73,1,1,234,25,1,33,24,2,      , ,102017,1,0025000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0017000,000652.9710,1
17,2121,027,00260,03,03,1,27,02,012015,1,008,92,1,2,213,14,1,92,28,1,032016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000555.1089,2
17,2122,026,00292,04,03,2,40,01,122015,4,004,92,1,1,211,12,1,91,12,1,122016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000475.2957,2
17,2123,028,00217,05,03,1,29,01,042016,1,801,52,1,1,211,25,1,51,17,2,      , ,052018,1,0030000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000166.7540,1
17,2124,028,00101,02,02,2,42,01,062015,2,004,51,1,1,231,25,1,91,25,1,072017,2,      ,1,0040000,1,1,070,2,020,3,010, ,   , ,   ,1,0050000,1,0016000,000198.6870,1
17,2125,025,00039,01,01,1,48,04,012017,2,884,13,1,2,500,12,1,83,49,2,      , ,012018,1,0210000,1,1,040,2,020,3,020,4,020, ,   ,2,       ,2,       ,000256.3161,1
17,2126,027,00026,01,01,1,39,01,102012,2,008,51,1,1,400,42,1,51,42,1,042016,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000219.4556,2
17,2127,025,00343,01,01,1,45,01,022015,2,004,62,1,2,221,88,1,62,31,2,      , ,888888,1,0120000,5,1,060, ,   ,3,020,4,020, ,   ,2,       ,2,       ,000670.4516,1
03,2128,027,00319,04,03,1,31,01,032015,1,004,51,1,1,234,36,1,51,30,2,      , ,032018,1,0030000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000271.1438,1
03,2129,025,00307,04,07,2,43,02,012013,4,672,51,1,1,234,59,1,51,56,2,      , ,122017,1,0040000,5,1,060,2,020,3,020, ,   , ,   ,2,       ,2,       ,000209.8384,1
03,2130,025,00307,05,08,1,41,05,032017,2,852,31,1,2,214,09,1,72,06,2,      , ,122017,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000221.2723,1
03,2131,026,00273,01,01,1,40,01,072017,2,621,73,1,1,234,12,1,21,02,2,      , ,072018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000288.3992,1
03,2132,027,00277,05,03,1,20,01,072017,1,004,51,1,1,234,23,1,93,02,2,      , ,062019,1,0022000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000283.2442,1
03,2133,028,00249,02,02,1,69,02,042013,2,852,43,8, ,212,01,2,  ,  ,1,052013,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000221.2352,2
03,2134,028,00249,01,01,1,48,01,112012,2,652,93,1,2,400,29,1,51,29,1,042015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000268.7595,2
03,2135,028,00291,01,01,1,52,02,052013,2,004,71,1,1,500,24,1,53,24,1,082015,1,      ,1,0090000,1,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000279.7936,2
03,2135,028,00291,02,02,2,49,02,052013,2,004,51,1,1,500,24,1,53,24,1,082015,1,      ,1,0900000,1,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000277.4995,2
03,2136,028,00291,01,01,1,60,01,032013,2,004,93,1,1,400,49,1,51,49,1,042017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0050000,2,       ,000199.0261,1
03,2137,028,00291,02,02,1,50,02,112015,2,848,41,1,1,234,24,1,51,24,2,      , ,112017,1,0900000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000279.7936,1
03,2138,028,00291,06,03,1,28,01,122015,1,848,24,1,1,234,20,1,24,20,1,082017,3,      ,1,0042000,1,1,080, ,   ,3,020, ,   , ,   ,1,0020000,2,       ,000338.1360,1
03,2138,028,00291,07,05,2,34,01,122015,2,848,24,1,1,234,18,1,24,18,1,062017,3,      ,1,0060000,1,1,080, ,   ,3,020, ,   , ,   ,1,0040000,2,       ,000336.8902,1
03,2139,025,00097,03,03,1,42,01,102012,4,834,24,1,1,234,12,1,51,12,1,102013,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000195.5065,2
03,2139,025,00097,06,03,2,21,01,032016,1,872,22,1,1,234,24,1,22,18,2,      , ,032018,1,0600000,1,1,080,2,010,3,010, ,   , ,   ,2,       ,2,       ,000236.7470,1
03,2140,028,00165,01,01,1,49,01,032015,2,004,72,1,1,233,60,1,72,30,2,      , ,032020,1,0120000,1,1,080,2,020, ,   , ,   , ,   ,2,       ,2,       ,000286.1974,1
03,2141,025,00013,01,01,1,48,01,102012,2,834,93,1,1,213,24,1,93,24,1,102014,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000228.9579,2
03,2142,025,00013,01,01,1,44,02,082015,2,852,21,1,1,234,24,1,21,24,1,082017,2,      ,1,0045000,1,1,080, ,   ,3,020, ,   , ,   ,1,0100000,2,       ,000214.1068,1
03,2143,026,00231,03,03,2,22,01,082017,1,834,33,4, ,234,03,1,24,02,2,      , ,112017,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000337.3644,1
03,2144,027,00235,01,01,1,43,01,072014,2,004,83,1,1,233,36,1,83,36,1,072017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0025000,2,       ,000212.5590,1
03,2145,025,00181,01,01,1,39,01,102016,2,004,83,1,1,400,12,1,51,11,2,      , ,102017,1,0060000,4,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000210.6673,1
03,2146,025,00223,08,08,2,41,02,062017,2,004,51,1,1,211,12,1,91,12,1,062017,1,      ,1,0020000,4,1,100, ,   , ,   , ,   , ,   ,1,0030000,2,       ,000208.5473,1
03,2147,026,00315,01,01,2,48,02,082015,3,834,24,1,1,500,88,1,53,26,1,052017,1,      ,1,0080000,5,1,080, ,   ,3,020, ,   , ,   ,1,0020000,2,       ,000310.7994,1
03,2148,028,00039,03,03,2,42,02,082015,1,004,52,1,1,234,24,1,83,24,1,062017,1,      ,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,1,0080000,2,       ,000253.7165,1
03,2149,028,00039,07,03,2,39,04,082016,3,008,42,1,1,214,88,1,81,60,1,102016,3,      ,1,0120000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000253.7165,2
03,2150,028,00039,01,01,1,43,04,062015,2,004,83,1,1,234,24,1,51,24,1,062017,1,      ,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,1,0200000,1,0009000,000267.5413,1
03,2150,028,00039,02,02,2,44,04,032016,2,004,26,1,1,234,22,1,33,18,2,      , ,012018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000253.7165,1
03,2151,025,00055,01,01,1,45,03,112016,2,004,93,1,1,233,12,1,93,36,2,      , ,112017,1,0030000,1,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000231.7164,1
03,2152,025,00055,03,03,2,28,01,072016,1,848,52,1,1,234,24,1,42,14,2,      , ,072018,1,0072000,4,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000279.0020,1
03,2153,025,00055,02,02,2,43,01,052017,2,004,51,1,1,211,24,1,91,04,2,      , ,052019,1,0020000,4,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000205.4894,1
03,2154,027,00109,02,02,2,49,02,012014,2,004,51,1,1,400,24,1,91,24,1,012016,1,      ,1,0090000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000226.1686,2
03,2155,027,00109,02,02,2,43,01,082013,2,004,52,1,1,212,88,1,51,49,2,      , ,888888,1,0120000,1,1,050,2,040,3,010, ,   , ,   ,2,       ,2,       ,000202.2277,1
03,2155,027,00109,01,01,1,45,01,082013,2,652,83,1,1,212,88,1,93,49,2,      , ,888888,1,0120000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000228.0384,1
03,2156,025,01167,04,03,2,25,01,122016,1,681,52,1,1,233,24,1,51,09,2,      , ,122018,1,0075000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001788.3740,1
03,2156,025,01167,07,05,1,28,01,042016,2,004,52,1,1,233,12,1,51,12,1,042017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0070000,1,0024000,001784.0576,1
03,2156,025,01167,08,03,2,31,01,092017,2,004,52,1,1,234,24,1,52,00,2,      , ,092019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001788.3740,1
03,2157,025,01167,01,01,1,52,02,052016,2,689,83,2,1,300,07,1,93,30,1,122016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001784.9278,2
03,2157,025,01167,02,02,2,58,02,052016,2,814,23,2,1,300,07,1,23,05,1,122016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001592.2765,2
03,2158,025,01167,03,03,1,28,01,072015,1,004,83,1,1,234,31,1,93,26,2,      , ,022018,1,0048000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001784.0576,1
03,2159,025,01167,03,03,1,26,01,062017,1,681,52,1,1,234,24,1,51,03,2,      , ,062019,1,0013500,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001784.0576,1
03,2160,025,01455,01,01,1,44,01,072015,2,004,83,1,1,212,48,1,72,26,2,      , ,072019,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001285.1908,1
03,2161,025,01455,01,01,1,35,02,032015,2,004,83,1,1,235,33,1,52,30,2,      , ,122017,1,0132000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001285.1908,1
03,2162,025,01455,02,03,1,31,03,052017,1,832,12,8, ,211,00,2,  ,  ,1,052017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0000000,2,       ,001759.7849,2
03,2163,026,01222,05,04,1,18,01,092015,1,003,93,4, ,214,02,2,  ,  ,1,112015,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001270.1652,2
03,2163,026,01222,06,07,2,52,02,012017,3,003,52,2,1,214,35,1,91,33,2,      , ,122019,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001229.4490,1
03,2164,026,01222,04,05,1,41,05,082017,2,008,51,1,2,500,10,1,83,50,2,      , ,062018,1,0090000,1,1,090, ,   ,3,010, ,   , ,   ,1,0130000,1,0033000,001182.2770,1
03,2165,026,01222,02,05,1,50,02,062017,2,004,83,1,1,235,23,1,92,23,2,      , ,052019,1,0080000,1,1,090, ,   ,3,010, ,   , ,   ,1,0050000,1,0016500,001619.6567,1
03,2166,026,01222,02,03,1,42,02,022015,1,004,71,1,1,100,24,1,93,48,1,032017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001182.2770,2
03,2167,027,00317,02,02,2,41,02,102015,2,004,81,1,1,233,24,1,81,24,2,      , ,102017,1,0072000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001121.0733,1
03,2168,028,01382,01,01,1,30,02,102016,2,652,14,1,1,233,24,1,96,35,2,      , ,102018,1,0240000,4,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001432.1007,1
03,2169,026,00934,03,03,1,38,01,032015,2,003,42,1,1,214,37,1,73,30,2,      , ,042018,1,0120000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001143.7619,1
03,2170,026,00934,04,03,1,31,02,042017,1,852,21,1,1,233,24,1,21,41,2,      , ,042019,1,0045000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001566.1292,1
03,2170,026,00934,05,05,1,38,01,032014,2,004,93,1,1,233,25,1,73,25,1,042016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001143.7619,2
03,2171,026,00934,03,03,2,28,01,092015,1,848,44,1,1,234,24,1,41,24,1,092017,2,      ,1,0040000,5,1,100, ,   , ,   , ,   , ,   ,1,0040000,1,0006000,001569.9183,1
03,2172,026,00934,05,04,2,57,02,022014,1,814,23,1,1,233,88,1,33,58,2,      , ,888888,1,0030000,4,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0050000,001397.7748,1
03,2173,026,00934,02,03,1,40,02,082017,2,652,33,1,1,300,16,1,93,36,2,      , ,122018,1,0120000,2,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001143.7619,1
03,2174,026,00934,01,01,1,48,02,072016,2,004,93,1,1,234,24,1,93,36,2,      , ,072018,1,0072000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001566.8931,1
03,2174,026,00934,06,03,1,25,01,032015,2,648,93,1,1,232,25,1,93,25,1,042017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0080000,2,       ,001566.1292,1
03,2175,027,01469,01,01,1,45,02,032016,2,004,93,1,1,233,24,1,93,55,2,      , ,032018,1,0090000,1,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,001338.6959,1
03,2176,028,01670,01,01,1,52,02,042014,2,652,74,1,1,233,24,1,93,42,1,042016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001423.6924,2
03,2177,027,00029,04,03,1,35,01,122015,2,004,51,1,1,223,24,1,51,21,2,      , ,122017,1,0048000,5,1,075, ,   ,3,025, ,   , ,   ,2,       ,2,       ,000934.1022,1
03,2177,027,00029,03,03,2,31,02,092017,1,004,52,1,1,223,25,1,51,36,2,      , ,102019,1,0040000,5,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,001282.1411,1
03,2177,027,00029,05,05,2,32,01,032016,2,648,93,1,1,223,24,1,41,18,2,      , ,032018,1,0060000,2,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001282.1411,1
03,2178,027,00029,06,03,2,26,01,122015,4,008,52,1,1,213,36,1,93,21,2,      , ,122018,1,0090000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001282.1411,1
03,2178,027,00029,01,01,1,50,02,092014,2,003,71,1,1,500,24,1,71,48,1,102016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001279.6704,2
03,2179,027,00029,04,03,1,24,01,122016,1,634,52,1,1,214,36,1,82,09,2,      , ,122019,1,0120000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001003.5416,1
03,2180,028,00518,02,02,2,40,01,022016,2,002,52,1,1,211,24,1,91,19,2,      , ,022018,1,0063000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001263.0759,1
03,2181,028,00518,04,03,2,26,01,052017,1,872,52,1,1,233,24,1,52,04,2,      , ,052019,1,0036000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001439.2152,1
03,2182,028,00518,04,03,1,22,01,032016,1,008,52,1,1,234,36,1,52,18,2,      , ,032019,1,0075000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001126.4847,1
03,2183,025,00591,01,01,1,42,02,112015,2,004,93,1,1,233,24,1,93,46,2,      , ,112017,1,0105000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001339.1097,1
03,2184,025,00591,02,03,1,40,05,062017,2,884,83,2,2,500,88,1,83,57,2,      , ,888888,1,0090000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001339.1097,1
03,2185,028,00806,02,03,2,45,01,102015,1,834,52,1,1,233,24,1,52,23,2,      , ,102017,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001042.6301,1
03,2186,028,00806,01,01,1,56,09,042017,2,003,93,2,1,212,08,1,83,52,2,      , ,122017,1,0175000,1,1,080, ,   ,3,010,4,010, ,   ,2,       ,2,       ,001067.1928,1
03,2187,025,00015,03,03,2,29,01,062014,1,872,22,1,1,235,60,1,22,39,2,      , ,062019,1,0090000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001779.8580,1
03,2188,025,00015,03,03,1,26,01,072015,1,648,52,1,1,233,20,1,52,20,1,032017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001775.5622,2
03,2189,026,00070,01,01,1,53,02,062014,2,001,51,1,1,233,24,1,51,48,1,062016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001586.6025,2
03,2189,026,00070,04,03,1,23,01,052017,1,648,51,1,1,234,24,1,51,04,2,      , ,052019,1,0036000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001244.2435,1
03,2190,025,00303,01,01,1,38,01,072015,2,004,93,1,1,233,36,1,93,26,2,      , ,072018,1,0042000,4,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001297.5224,1
03,2191,025,00303,03,04,1,23,01,122015,1,834,52,1,1,214,13,1,51,13,1,012017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001393.9777,2
03,2192,025,00303,03,03,2,28,01,052015,1,004,12,1,1,234,36,1,91,28,2,      , ,052018,1,0030000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001780.9687,1
03,2193,025,00303,03,03,1,31,01,022014,1,004,31,1,1,214,23,1,31,23,1,012016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001776.6702,2
03,2193,025,00303,04,03,2,26,01,112014,1,681,52,1,1,213,36,1,82,34,2,      , ,112017,1,0027000,4,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001780.9687,1
03,2194,025,00303,04,05,1,27,01,032015,2,681,52,1,1,233,25,1,51,25,1,042017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0020000,1,0021500,001776.6702,1
03,2195,026,00646,01,01,1,31,01,102016,2,008,52,1,1,234,24,1,51,11,2,      , ,102018,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001642.4658,1
03,2196,025,00879,02,02,2,37,01,072014,2,004,12,1,1,234,21,1,91,21,1,042016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001560.1604,2
03,2197,025,00879,01,01,2,45,01,032015,4,008,52,1,1,400,88,1,53,30,2,      , ,888888,1,0165000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001346.8381,1
03,2198,025,00879,01,01,1,42,03,092016,2,852,21,1,1,233,24,1,13,54,2,      , ,092018,1,0120000,1,1,100, ,   , ,   , ,   , ,   ,1,0150000,2,       ,001295.1621,1
03,2199,025,00879,01,01,2,43,01,052017,4,008,12,4, ,211,00,2,  ,  ,1,052017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0000000,2,       ,001560.1604,2
03,2200,027,00893,04,03,1,26,01,052017,1,681,51,2,1,500,88,1,51,04,2,      , ,888888,1,0036000,1,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,001321.5242,1
03,2201,027,00893,03,03,2,27,02,032017,1,834,43,2,1,234,06,1,43,30,1,092017,3,      ,1,0030000,5,1,075, ,   ,3,025, ,   , ,   ,1,0010000,2,       ,001324.7215,1
03,2201,027,00893,05,03,1,25,01,082016,1,834,52,2,1,234,25,1,41,13,2,      , ,092018,1,0060000,5,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001321.5242,1
03,2202,027,00605,02,02,2,28,01,032017,2,004,52,1,1,213,36,1,91,06,2,      , ,032020,1,0058000,2,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001311.4742,1
01,2203,028,01650,02,02,1,45,05,072017,2,008,51,1,1,232,06,1,51,52,2,      , ,012018,1,0040000,5,1,100, ,   , ,   , ,   , ,   ,1,0050000,2,       ,001488.7517,1
01,2203,028,01650,04,03,1,20,01,092017,1,881,41,4, ,211,00,2,  ,  ,1,092017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0003000,2,       ,001400.0614,2
01,2204,028,01650,01,01,1,56,01,022017,2,884,83,1,1,400,24,1,54,07,2,      , ,022019,1,0008500,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001164.0493,1
01,2204,028,01650,02,02,2,54,03,042017,2,004,53,1,1,400,24,1,53,56,2,      , ,042019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001424.4720,1
01,2204,028,01650,03,03,2,11,01,022017,1,002,09,5, ,400,08,2,  ,  ,2,      , ,102017,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001578.7109,2
01,2205,028,01650,01,01,2,32,01,072016,2,004,51,1,1,211,02,1,91,02,1,092016,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001663.4495,2
01,2206,028,01650,01,01,1,45,01,052015,2,920,14,4, ,221,00,2,  ,  ,1,052015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001488.7517,2
01,2206,028,01650,02,02,2,45,01,052015,2,872,52,4, ,221,00,2,  ,  ,1,052015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001424.4720,2
01,2206,028,01650,03,03,2,18,01,052015,1,008,09,4, ,221,00,2,  ,  ,1,052015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001386.2620,2
01,2206,028,01650,04,03,2,15,01,052015,1,003,09,4, ,221,00,2,  ,  ,1,052015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001386.2620,2
01,2206,028,01650,05,03,1,08,01,052015,1,001,09,4, ,221,00,2,  ,  ,1,052015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001928.4023,2
01,2207,027,01731,02,02,2,28,02,052014,2,654,75,1,1,211,15,1,91,32,1,082015,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,002176.4225,2
01,2208,027,01731,04,03,2,33,01,112015,2,834,52,1,1,234,36,1,52,22,2,      , ,112018,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0022000,002176.4225,1
01,2208,027,01731,05,05,1,35,02,102015,2,881,14,1,1,234,36,1,52,60,2,      , ,102018,1,0045000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0022000,001982.8210,1
01,2209,025,01430,01,01,1,64,01,052017,2,858,21,4, ,211,00,2,  ,  ,1,052017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0005000,2,       ,001515.2228,2
01,2209,025,01430,02,02,2,42,01,052017,2,842,41,4, ,211,00,2,  ,  ,1,052017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0005000,2,       ,001826.1349,2
01,2209,025,01430,03,03,1,06,01,052017,1,000,09,4, ,211,00,2,  ,  ,1,052017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0000000,2,       ,002510.1679,2
01,2210,025,01430,02,05,1,40,05,042017,2,834,52,1,2,300,08,1,51,44,2,      , ,122017,1,0250000,1,1,050,2,050, ,   , ,   , ,   ,2,       ,2,       ,001972.6729,1
01,2211,025,01430,01,01,1,47,08,092017,2,852,14,1,2,100,06,1,21,45,2,      , ,032018,1,0030000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0025000,001937.8823,1
01,2212,025,01430,01,01,1,49,08,082017,2,852,13,1,2,500,05,1,21,43,2,      , ,012018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,1,0030000,001937.8823,1
