RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18_DTRET,RQ19_REASON,RQ20_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
11,1084,025,00265,06,03,2,54,02,092017,1,672,32,1,1,233,08,1,32,33,2,      , ,052018,1,0024000,1,1,090, ,   ,3,010, ,   , ,   ,1,0000000,2,       ,000344.7084,1
11,1085,025,00347,81,03,2,33,02,082017,2,008,52,6, ,400,24,2,  ,  ,2,      , ,082019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000328.8871, 
11,1086,027,00290,02,03,2,32,02,072016,1,008,51,1,1,234,24,1,91,15,2,      , ,072018,1,0044000,5,1,090, ,   , ,   ,4,010, ,   ,1,0030000,1,0016000,000383.9614,1
11,1087,028,00348,01,01,2,42,03,022015,3,004,09,1,1,222,36,1,91,32,2,      , ,022018,1,0046000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0010000,000363.4269,1
11,1088,027,00372,04,03,2,31,01,012017,1,003,09,1,1,231,24,1,91,08,2,      , ,012019,1,0004000,5,1,075,2,025, ,   , ,   , ,   ,2,       ,2,       ,000386.9826,1
11,1089,027,00372,05,03,2,24,01,112016,1,008,42,1,1,231,24,1,91,10,2,      , ,112018,1,0059000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000327.7096,1
08,1090,028,00390,01,01,2,62,02,092016,2,872,32,4, ,500,06,2,  ,  ,1,032017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000260.5121,2
08,1090,028,00390,81,02,1,68,01,112016,2,834,62,6, ,500,21,2,  ,  ,2,      , ,082018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000349.4550, 
08,1091,025,00370,02,02,1,42,02,122014,2,648,93,1,1,300,24,1,93,12,1,122016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000294.3350,2
08,1092,025,00370,02,02,2,28,01,122016,2,004,53,1,1,221,24,1,91,09,2,      , ,122018,1,0043000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000297.1204,1
08,1093,025,00370,03,03,1,31,01,072017,1,004,71,1,1,233,48,1,71,02,2,      , ,072021,1,0020000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000318.3436,1
08,1093,025,00370,04,03,2,27,01,082017,2,004,09,1,1,231,24,1,91,01,2,      , ,082019,1,0016000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000297.1204,1
08,1094,028,00234,02,02,2,51,02,072017,2,862,52,1,1,231,24,1,52,48,1,072017,2,      ,1,0030000,5,1,100, ,   , ,   , ,   , ,   ,1,0050000,2,       ,000257.6113,1
08,1095,028,00312,01,01,1,59,01,122014,2,852,83,1,1,233,24,1,83,24,1,122016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000278.4427,2
08,1096,028,00312,05,03,1,31,02,042016,2,852,74,1,1,233,12,1,74,36,1,042017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0015000,2,       ,000334.6428,1
08,1097,026,00386,03,03,2,25,01,122016,1,872,22,1,1,233,24,1,22,09,2,      , ,122018,1,0042000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000314.0335,1
08,1098,026,00386,02,02,1,39,02,052017,2,004,62,1,1,234,24,1,51,16,2,      , ,052019,1,0060000,5,1,095,2,005, ,   , ,   , ,   ,2,       ,2,       ,000311.0895,1
08,1099,027,00333,03,03,1,31,02,082016,1,652,81,1,2,500,09,1,81,13,1,052017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0080000,1,0010000,000217.7470,1
08,1099,027,00333,04,03,2,29,02,072017,1,881,42,1,1,234,24,1,42,24,2,      , ,072019,1,0010000,1,1,100, ,   , ,   , ,   , ,   ,1,0050000,1,0020000,000203.2304,1
08,1100,025,00292,07,03,2,29,02,072016,4,834,09,1,1,233,24,1,53,29,2,      , ,072018,1,0020000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000306.0341,1
08,1101,028,00156,04,06,2,31,02,092017,1,881,52,1,1,234,24,1,52,24,2,      , ,092019,1,0020000,1,1,100, ,   , ,   , ,   , ,   ,1,0200000,1,0038000,000308.4110,1
08,1102,027,00411,03,03,1,33,02,092017,1,814,09,1,1,213,24,1,81,36,2,      , ,092019,1,0015000,1,1,100, ,   , ,   , ,   , ,   ,1,0300000,1,0020000,000229.2074,1
08,1102,027,00411,04,03,1,41,01,062015,1,684,09,1,1,233,36,1,83,27,2,      , ,062018,1,0016000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000211.9212,1
08,1102,027,00411,05,03,1,44,02,082017,4,008,54,1,1,233,24,1,42,25,2,      , ,082019,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0010000,1,0007000,000211.9212,1
08,1103,026,00308,01,01,1,59,02,052014,2,004,72,1,1,233,24,1,81,48,1,052016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000267.1221,2
08,1104,027,00255,02,03,1,45,05,092017,1,872,22,1,1,233,12,1,22,48,2,      , ,092018,1,0120000,5,1,050,2,050, ,   , ,   , ,   ,1,0050000,1,0007000,000197.5049,1
08,1105,027,00255,03,03,1,24,02,062017,1,852,09,1,1,234,24,1,52,27,2,      , ,062019,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,1,0015000,2,       ,000264.7937,1
14,1106,026,00121,06,05,1,38,01,062017,2,004,61,1,1,233,24,1,91,03,2,      , ,062019,1,0036500,1,1,075, ,   ,3,025, ,   , ,   ,2,       ,2,       ,000140.5484,1
14,1107,026,00121,05,04,2,28,02,092017,1,672,93,1,1,213,24,1,91,24,2,      , ,092019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000154.0065,1
14,1108,026,00121,02,02,2,55,02,052016,2,008,92,1,1,235,24,1,91,40,2,      , ,052018,1,0015000,1,1,070, ,   ,3,030, ,   , ,   ,2,       ,2,       ,000113.2425,1
14,1109,025,00125,02,02,2,45,02,042016,2,004,14,1,1,400,24,1,91,41,2,      , ,042018,1,0002400,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000129.2480,1
14,1110,025,00125,03,05,1,34,01,062017,2,862,54,1,1,233,24,1,93,03,2,      , ,062019,1,0022000,1,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000160.2947,1
14,1111,028,00130,02,02,2,38,01,022015,2,008,92,1,1,213,24,1,91,24,1,022017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000119.6513,2
14,1112,028,00130,05,03,2,32,02,092017,1,003,02,1,1,211,24,1,91,24,2,      , ,092019,1,0068000,5,1,050,2,020,3,020,4,010, ,   ,2,       ,1,0040000,000145.8421,1
14,1112,028,00130,06,03,2,26,01,072017,1,008,51,1,1,223,07,1,91,02,2,      , ,022018,1,0010000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000145.8421,1
14,1113,028,00130,02,02,1,29,03,052016,2,852,14,1,2,212,24,1,31,16,2,      , ,052018,1,0150000,2,1,100, ,   , ,   , ,   , ,   ,1,0025000,2,       ,000142.4479,1
14,1114,028,00101,04,05,2,43,02,092016,2,004,92,1,1,233,24,1,91,24,2,      , ,092018,1,0057000,1,1,075, ,   ,3,025, ,   , ,   ,2,       ,2,       ,000122.0352,1
14,1115,028,00101,02,02,2,45,01,062013,2,834,92,1,1,500,88,1,22,51,2,      , ,888888,1,0090000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000117.1462,1
14,1116,026,00150,04,02,2,35,03,032015,2,008,92,1,1,213,31,1,91,30,2,      , ,102017,1,0005000,1,1,099, ,   , ,   ,4,001, ,   ,2,       ,2,       ,000119.2810,1
14,1117,026,00150,03,08,1,24,01,082015,1,008,13,1,1,233,24,1,52,24,1,082017,2,      ,1,0030000,2,1,099, ,   , ,   ,4,001, ,   ,1,0005000,1,0010000,000162.2042,1
14,1118,026,00092,02,03,2,28,01,092016,1,834,02,1,1,235,22,1,91,12,2,      , ,072018,1,0005000,1,1,050,2,020,3,020,4,010, ,   ,2,       ,2,       ,000150.7454,1
14,1119,027,00133,02,03,2,26,02,062017,1,848,52,1,1,213,24,1,93,48,2,      , ,062019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000145.0038,1
14,1120,027,00104,02,02,2,37,01,042015,2,814,14,1,1,222,36,1,91,29,2,      , ,042018,1,0100000,1,1,020,2,080, ,   , ,   , ,   ,2,       ,2,       ,000124.1783,1
14,1121,027,00104,02,02,2,31,02,072017,2,004,14,1,1,211,24,1,91,26,2,      , ,072019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000151.3600,1
14,1122,027,00104,03,05,2,49,02,122015,2,004,61,1,1,214,22,1,91,46,2,      , ,102017,1,0125000,1,1,040,2,050, ,   ,4,010, ,   ,2,       ,1,0026000,000119.2034,1
14,1123,027,00046,02,02,2,38,02,082017,2,008,92,1,1,211,24,1,91,28,2,      , ,082019,1,0005000,1,1,095, ,   ,3,005, ,   , ,   ,2,       ,2,       ,000124.6286,1
14,1124,027,00046,02,02,2,40,01,122015,2,004,92,1,1,231,24,1,91,21,2,      , ,122017,1,0060000,5,1,050,2,020,3,020,4,010, ,   ,2,       ,1,0010000,000124.6286,1
14,1125,026,00063,02,02,2,29,01,112014,2,004,92,1,1,213,36,1,91,34,2,      , ,112017,1,0048000,5,1,050,2,020,3,020,4,010, ,   ,1,0055000,2,       ,000151.7093,1
14,1126,027,00017,02,02,2,44,03,122016,2,004,92,2,1,233,12,1,91,57,2,      , ,122017,1,0039000,2,1,096, ,   , ,   ,4,004, ,   ,2,       ,2,       ,000121.0265,1
14,1127,027,00017,03,05,1,30,02,102015,2,848,83,1,1,214,26,1,81,47,2,      , ,122017,1,0075000,1,1,089,2,002,3,005,4,004, ,   ,2,       ,2,       ,000144.0851,1
14,1128,027,00017,02,02,2,48,02,032015,2,008,14,2,1,211,88,1,91,54,2,      , ,888888,1,0077000,2,1,090, ,   ,3,005,4,005, ,   ,2,       ,2,       ,000116.1780,1
14,1129,027,00017,02,02,2,26,02,032016,2,002,92,2,1,211,24,1,91,42,2,      , ,032018,1,0060000,2,1,096, ,   ,3,002,4,002, ,   ,2,       ,2,       ,000147.5183,1
14,1130,025,00009,02,02,2,52,02,102016,2,008,92,2,1,211,12,1,91,33,2,      , ,102017,1,0068000,2,1,096, ,   ,3,002,4,002, ,   ,2,       ,2,       ,000127.4731,1
14,1131,025,00009,02,02,2,36,03,062017,2,004,92,2,1,211,24,1,91,52,2,      , ,062019,1,0059000,2,1,098, ,   , ,   ,4,002, ,   ,2,       ,2,       ,000132.7931,1
14,1132,025,00009,05,03,2,25,02,112015,1,848,92,1,1,211,24,1,91,34,2,      , ,112017,1,0005000,2,1,090, ,   ,3,005,4,005, ,   ,2,       ,2,       ,000161.8605,1
14,1133,028,00014,02,03,2,28,01,052016,1,848,92,1,1,211,24,1,91,16,2,      , ,052018,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0020000,2,       ,000149.1454,1
14,1134,028,00014,02,02,2,40,02,042015,2,001,14,1,1,233,36,1,91,29,2,      , ,042018,1,0046000,1,1,094, ,   , ,   ,4,006, ,   ,2,       ,2,       ,000122.3614,1
14,1135,028,00014,02,03,2,34,02,042016,1,003,92,2,1,211,12,1,91,49,1,042017,2,      ,1,0040000,2,1,098, ,   , ,   ,4,002, ,   ,1,0000000,2,       ,000149.1454,1
14,1136,028,00014,03,02,2,30,01,072016,2,004,92,1,1,232,13,1,91,15,2,      , ,082018,1,0010000,2,1,097, ,   , ,   ,4,003, ,   ,2,       ,2,       ,000149.1454,1
01,1137,025,00065,03,03,2,40,01,032014,2,003,09,1,1,211,48,1,91,42,2,      , ,032018,1,0030000,5,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000441.5954,1
01,1138,025,00065,02,02,2,35,01,032016,2,008,09,1,1,235,24,1,91,18,2,      , ,032018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000441.5954,1
01,1139,028,00043,04,03,2,30,02,012017,1,872,22,1,1,233,24,1,22,33,2,      , ,012019,1,0018000,1,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000228.6537,1
01,1140,028,00043,03,03,2,41,03,052017,1,881,52,1,1,211,24,1,91,55,2,      , ,052019,1,0075000,5,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000248.8381,1
01,1140,028,00043,04,03,2,35,01,082015,4,008,52,1,1,211,36,1,91,25,2,      , ,082018,1,0068000,5,1,070,2,005,3,020,4,005, ,   ,2,       ,2,       ,000248.8381,1
01,1141,028,00043,02,02,2,53,02,062017,2,008,09,1,1,211,24,1,91,27,2,      , ,062019,1,0067000,5,1,060,2,010,3,025,4,005, ,   ,2,       ,2,       ,000260.9576,1
01,1142,028,00043,03,03,2,27,02,052016,1,008,51,1,1,222,24,1,91,41,2,      , ,052018,1,0066000,5,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000228.6537,1
01,1143,028,00241,03,06,1,30,02,012015,2,872,22,1,1,233,36,1,22,60,2,      , ,012018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000249.3795,1
01,1143,028,00241,04,08,2,30,02,012015,2,872,22,1,1,233,36,1,22,60,2,      , ,012018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000236.2310,1
01,1144,028,00241,04,03,2,34,02,052015,4,008,52,1,1,222,36,1,91,60,2,      , ,052018,1,0030000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000236.2310,1
01,1145,028,00241,02,02,2,45,02,032015,2,004,14,1,1,211,36,1,91,60,2,      , ,032018,1,0060000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000269.6053,1
01,1146,028,00142,02,03,2,34,02,032017,1,834,91,1,1,235,24,1,91,43,2,      , ,032019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000246.5873,1
01,1147,028,00142,01,01,2,40,01,092015,2,004,52,1,1,233,21,1,91,21,1,062017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0010000,2,       ,000268.3549,1
01,1148,026,00015,07,04,2,49,01,092015,1,004,52,1,1,211,27,1,91,24,2,      , ,122017,1,0018000,1,1,080,2,010, ,   ,4,010, ,   ,2,       ,2,       ,000364.0762,1
01,1149,026,00015,06,03,2,36,02,032016,1,872,22,1,1,500,24,1,91,56,2,      , ,032018,1,0046000,1,1,070,2,005,3,020,4,005, ,   ,2,       ,2,       ,000347.1678,1
01,1150,026,00015,02,02,2,54,02,092016,2,852,23,1,1,500,27,1,91,58,2,      , ,122018,1,0053000,1,1,030, ,   ,3,060,4,010, ,   ,2,       ,2,       ,000364.0762,1
01,1151,026,00015,03,03,2,36,01,072015,1,842,22,1,1,222,28,1,22,26,2,      , ,112017,1,0060000,5,1,065,2,005,3,025,4,005, ,   ,2,       ,2,       ,000347.1678,1
01,1152,027,00095,02,02,2,39,02,122015,2,004,09,1,1,222,24,1,91,58,2,      , ,122017,1,0037000,1,1,080,2,005,3,010,4,005, ,   ,2,       ,2,       ,000377.0275,1
01,1153,027,00095,04,03,2,30,02,032016,1,872,22,1,1,233,24,1,22,59,2,      , ,032018,1,0086000,5,1,060,2,005,3,030,4,005, ,   ,2,       ,2,       ,000346.4450,1
01,1154,027,00095,02,02,2,38,02,062016,2,004,09,1,1,222,24,1,91,53,2,      , ,062018,1,0036000,1,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000377.0275,1
01,1155,027,00095,02,02,2,52,01,112016,2,004,14,1,1,222,24,1,91,10,2,      , ,112018,1,0037000,5,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000395.3903,1
01,1156,026,00213,03,03,1,22,01,042015,1,008,09,1,1,221,36,1,51,29,2,      , ,042018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000399.1123,1
01,1157,026,00213,03,03,2,30,04,082017,1,834,09,1,1,234,12,1,33,36,2,      , ,082018,1,0080000,1,1,100, ,   , ,   , ,   , ,   ,1,0020000,1,0080000,000330.0345,1
01,1158,025,00263,01,01,2,60,01,062017,3,002,51,4, ,214,00,2,  ,  ,1,062017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0000000,2,       ,000345.1769,2
01,1159,025,00263,06,03,2,30,01,112016,2,004,91,1,1,211,24,1,91,10,2,      , ,112018,1,0036000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000407.0461,1
01,1160,025,00263,05,03,2,26,02,012017,1,008,09,1,1,211,24,1,91,08,2,      , ,012019,1,0030000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000407.0461,1
01,1161,025,00263,02,03,2,35,02,082016,2,862,21,1,1,500,36,1,53,12,2,      , ,082019,1,0030000,1,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000442.9782,1
01,1162,026,00114,02,02,2,48,01,012017,2,004,09,1,1,222,24,1,91,08,2,      , ,012019,1,0015000,5,1,095, ,   ,3,005, ,   , ,   ,2,       ,2,       ,000361.1694,1
01,1163,026,00114,03,03,2,33,01,022016,1,004,09,1,1,232,03,1,91,03,1,052016,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000316.4603,2
01,1164,026,00114,04,03,2,37,01,072017,3,004,09,1,1,211,24,1,91,02,2,      , ,072019,1,0010000,5,1,095,2,005, ,   , ,   , ,   ,2,       ,2,       ,000344.3959,1
01,1165,026,00114,02,02,2,49,02,072016,2,672,09,1,1,233,24,1,91,39,2,      , ,072018,1,0030000,5,1,095,2,005, ,   , ,   , ,   ,2,       ,2,       ,000361.1694,1
01,1166,026,00114,01,01,1,41,04,062016,2,884,61,1,2,400,07,1,51,51,1,032017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000344.9637,2
01,1167,027,00293,04,03,2,33,02,022016,1,862,09,1,1,400,36,1,91,55,2,      , ,022019,1,0180000,1,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000347.6607,1
01,1167,027,00293,06,05,2,33,02,092016,2,004,09,1,1,232,24,1,53,36,2,      , ,092018,1,0060000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000347.6607,1
01,1168,027,00293,82,02,2,40,02,052017,2,848,09,1,1,233,36,1,41,40,2,      , ,052020,1,0040000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000428.5423,1
01,1168,027,00293,09,04,1,31,04,112016,1,884,92,1,2,400,09,1,83,36,1,082017,2,      ,1,0054000,1,1,100, ,   , ,   , ,   , ,   ,1,0070000,1,0015000,000367.0114,1
01,1169,027,00194,03,03,2,37,04,092017,1,872,32,1,1,235,12,1,32,12,2,      , ,092018,1,0040000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0026000,000379.2600,1
01,1170,026,00312,03,03,2,32,02,052017,1,872,09,1,1,233,24,1,22,28,2,      , ,052019,1,0024000,1,1,100, ,   , ,   , ,   , ,   ,1,0100000,2,       ,000319.9624,1
01,1171,026,00312,01,01,1,40,02,052017,2,002,62,1,1,233,24,1,82,30,2,      , ,052019,1,0015000,1,1,100, ,   , ,   , ,   , ,   ,1,0080000,2,       ,000348.7812,1
01,1172,025,00164,05,08,2,30,02,122016,1,008,09,1,1,211,24,1,91,33,2,      , ,122018,1,0030000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000409.1698,1
01,1173,025,00164,05,03,2,40,01,082017,2,008,44,1,1,213,24,1,31,01,2,      , ,082019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000445.2894,1
01,1174,025,00164,02,04,2,28,01,032017,1,004,14,1,1,233,24,1,91,06,2,      , ,032019,1,0050000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000409.1698,1
01,1175,027,00590,02,02,2,28,01,082015,2,004,51,1,1,232,24,1,53,24,1,082017,2,      ,1,0020000,5,1,090,2,010, ,   , ,   , ,   ,1,0032000,1,0007000,000352.6750,1
01,1176,027,00590,03,03,1,32,02,062016,1,004,71,1,1,233,36,1,74,51,2,      , ,062019,1,0041000,5,1,080,2,020, ,   , ,   , ,   ,2,       ,2,       ,000372.3048,1
01,1177,028,00439,04,03,2,39,01,032016,4,004,91,1,1,211,24,1,91,18,2,      , ,032018,1,0030000,2,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000276.8698,1
01,1178,028,00439,02,02,2,39,01,102015,2,008,09,1,1,211,36,1,53,23,2,      , ,102018,1,0015000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000276.8698,1
01,1179,028,00538,02,02,2,32,02,082017,2,008,91,1,1,211,24,1,91,25,2,      , ,082019,1,0045000,5,1,090,2,010, ,   , ,   , ,   ,2,       ,1,0007500,000235.9688,1
01,1180,028,00538,03,03,1,23,01,042017,1,884,92,1,2,212,10,1,75,05,2,      , ,022018,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000285.3582,1
01,1181,028,00538,04,03,1,25,02,122016,1,884,92,1,2,212,09,1,83,19,1,092017,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0000000,1,0013000,000249.1027,1
01,1182,025,00560,05,05,2,25,01,112016,2,004,52,1,1,222,24,1,91,10,2,      , ,112018,1,0020000,1,1,075, ,   ,3,025, ,   , ,   ,2,       ,2,       ,000422.7471,1
01,1183,025,00560,02,02,2,38,03,082017,2,004,09,1,1,234,24,1,91,49,2,      , ,082019,1,0032000,1,1,100, ,   , ,   , ,   , ,   ,1,0060000,1,0010000,000460.0652,1
01,1184,025,00560,05,03,2,34,02,052017,3,003,09,1,1,235,36,1,53,29,2,      , ,052020,1,0012000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000422.7471,1
01,1185,027,00392,04,05,2,27,01,092015,2,008,52,1,1,211,36,1,91,24,2,      , ,092018,1,0008000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000342.3120,1
01,1186,027,00392,03,03,2,29,01,122016,1,004,09,1,1,211,24,1,91,09,2,      , ,122018,1,0015500,5,1,050,2,050, ,   , ,   , ,   ,2,       ,1,0003000,000342.3120,1
01,1187,027,00392,02,03,2,24,02,072015,1,004,52,1,1,235,36,1,52,60,2,      , ,072018,1,0020000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000334.2127,1
01,1187,027,00392,03,03,2,20,01,122016,1,004,91,1,1,235,36,1,52,09,2,      , ,122019,1,0018000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000334.2127,1
01,1188,027,00392,02,02,2,43,01,102015,2,004,14,1,1,235,36,1,91,23,2,      , ,102018,1,0009000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000372.5297,1
01,1189,025,00362,02,03,1,37,05,072017,2,884,92,2,2,234,10,1,51,42,2,      , ,052018,1,0030000,1,1,080, ,   ,3,020, ,   , ,   ,1,0100000,2,       ,000448.2098,1
01,1190,025,00362,03,03,2,30,01,092015,1,885,52,1,1,213,36,1,82,24,2,      , ,092018,1,0018000,5,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000411.1756,1
01,1191,026,00510,02,02,2,41,02,082016,2,008,52,1,1,211,24,1,91,37,2,      , ,082018,1,0120000,1,1,070, ,   ,3,030, ,   , ,   ,2,       ,1,0010000,000362.3434,1
01,1192,026,00510,02,02,2,49,01,112015,2,814,09,1,1,222,24,1,91,22,2,      , ,112017,1,0032000,5,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000379.9909,1
01,1192,026,00510,04,03,2,21,01,082017,1,004,09,4, ,222,00,2,  ,  ,1,082017,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,1,0000000,2,       ,000325.0740,2
01,1193,026,00510,02,02,2,40,02,052017,2,004,09,1,1,222,24,1,91,28,2,      , ,052019,1,0030000,5,1,100, ,   , ,   , ,   , ,   ,1,0048000,2,       ,000362.3434,1
01,1194,025,00461,05,06,1,38,04,042017,2,884,92,1,2,400,08,1,83,31,2,      , ,122017,1,0120000,1,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000476.6329,1
01,1195,025,00461,03,03,2,33,01,102013,1,876,52,1,1,231,38,1,91,38,1,122016,2,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000437.2501,2
01,1196,025,00461,02,03,2,31,02,122015,1,004,09,1,1,223,24,1,91,45,2,      , ,122017,1,0024000,1,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000437.2501,1
01,1197,028,00340,02,03,1,48,05,012017,2,008,92,1,2,400,09,1,83,08,2,      , ,102017,1,0250000,1,1,050, ,   ,3,050, ,   , ,   ,2,       ,1,0010000,000266.9161,1
01,1198,028,00340,01,01,2,55,04,082017,3,004,52,1,1,211,24,1,91,37,2,      , ,082019,1,0040000,1,1,095, ,   ,3,005, ,   , ,   ,1,0075000,1,0006000,000197.3011,1
01,1199,027,00491,03,03,2,40,02,072017,1,004,91,1,1,213,36,1,91,38,2,      , ,072020,1,0030000,5,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000381.2609,1
01,1200,027,00491,02,02,2,34,01,062016,2,852,61,1,1,211,36,1,91,15,2,      , ,062019,1,0090000,5,1,090, ,   ,3,010, ,   , ,   ,2,       ,1,0010000,000350.3350,1
01,1201,027,00491,07,08,2,28,01,012015,1,852,61,1,1,211,12,1,91,12,1,012016,3,      ,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000350.3350,2
01,1202,027,00491,04,03,2,24,01,082016,1,872,22,1,1,231,36,1,22,13,2,      , ,082019,1,0090000,5,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000342.0458,1
01,1203,027,00491,01,01,1,43,05,052017,2,884,93,1,2,500,09,1,72,41,2,      , ,022018,1,0120000,1,1,050, ,   ,3,050, ,   , ,   ,1,0050000,1,0060000,000381.8894,1
01,1204,028,00313,04,03,2,26,01,122016,1,008,52,1,1,234,24,1,53,09,2,      , ,122018,1,0024000,5,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000468.8149,1
01,1205,026,00026,02,02,2,39,02,112016,2,004,09,1,1,234,14,1,91,43,2,      , ,012018,1,0018000,5,1,050,2,030,3,020, ,   , ,   ,2,       ,2,       ,000637.6124,1
01,1206,026,00026,02,02,1,40,02,082017,2,834,61,1,1,233,24,1,41,25,2,      , ,082019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000570.6386,1
01,1207,026,00026,02,02,2,41,01,072017,2,004,09,1,1,222,24,1,91,02,2,      , ,072019,2,       , , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000637.6124,1
