RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_CTRY,RQ12_STAY,RQ13_INDWORK,RQ14_OCCUP1,RQ15_NOMONTH,RQ16_RET,RQ17M_DTRET,RQ17Y_DTRET,RQ18M_DTEXP,RQ18Y_DTEXP,RQ19_CASHREM,RQ20_CASHAMT,RQ21_MODE,RQ22_RET6MOS,RQ23_CASHHOME,RQ24_INKIND,RQ25_KINDAMT,RSWGT,RP6M_IND
05,1031,004,06676,07,03,2,27,01,01,2007,3,04,913,1,234,24,1,913,08,2,,,01,2009,1,0013500,5,2,,1,0004500,000514.2145,1
05,1032,004,06676,03,03,1,36,01,08,2003,2,65,512,1,213,27,1,825,27,1,11,2005,,,2,,,2,,2,,000442.2365,2
05,1033,002,06684,01,01,1,43,04,03,2006,2,04,611,1,400,13,1,714,41,1,04,2007,,,2,,,1,0300000,1,0009000,000442.4770,1
05,1034,002,06684,07,03,1,32,02,04,2007,2,68,611,1,212,10,1,834,46,2,,,02,2008,1,0234000,2,2,,2,,000516.4073,1
05,1035,002,06684,08,03,2,29,01,03,2004,1,05,522,1,222,49,1,913,42,2,,,04,2008,1,0060000,2,2,,2,,000514.4942,1
05,1036,002,06684,09,03,1,26,01,10,2006,1,05,921,1,235,24,1,832,11,2,,,10,2008,1,0014000,1,2,,2,,000516.4073,1
05,1037,002,06684,03,03,2,31,02,01,2005,2,05,522,1,212,36,1,932,54,2,,,01,2008,2,,,2,,2,,000514.4942,1
05,1038,002,06684,01,01,1,46,04,11,2006,2,05,611,1,400,08,1,834,34,1,07,2007,,,1,0117000,2,1,0144000,2,,000410.5531,1
05,1039,003,06701,06,03,2,27,01,02,2006,1,64,343,1,234,24,1,343,19,2,,,02,2008,1,0085000,1,2,,2,,000528.4237,1
05,1040,003,06701,05,02,1,33,01,05,2005,2,05,724,1,213,36,1,724,28,2,,,05,2008,1,0055000,1,2,,2,,000530.3887,1
05,1041,001,06712,12,06,1,39,02,07,2007,1,65,092,1,233,07,1,223,36,2,,,02,2008,1,0065000,1,2,,2,,000419.4985,1
05,1042,001,06764,05,03,1,23,01,07,2007,1,68,921,1,222,08,1,913,02,2,,,03,2008,2,,,2,,2,,000432.3157,1
05,1043,004,06779,08,03,2,29,01,08,2006,2,63,412,1,213,36,1,913,13,2,,,08,2009,1,0084000,1,2,,2,,000486.6837,1
05,1044,004,06779,06,02,1,46,02,05,2005,2,63,092,1,233,36,1,413,58,2,,,05,2008,1,0117000,1,2,,2,,000388.3610,1
05,1045,004,06779,06,02,1,49,01,03,2005,2,05,092,1,233,42,1,149,30,2,,,09,2008,1,0095000,1,2,,2,,000388.3610,1
05,1046,004,06777,03,03,2,29,01,04,2007,1,63,241,1,300,24,1,241,05,2,,,04,2009,2,,,2,,2,,000488.1397,1
05,1047,001,06787,01,01,2,35,02,06,2007,2,04,341,1,212,06,1,913,08,2,,,12,2007,1,0035000,1,2,,2,,000406.8115,1
05,1048,004,06786,10,03,1,29,01,09,2006,1,65,223,1,500,35,1,223,12,2,,,08,2009,1,0060000,1,2,,2,,000554.4540,1
05,1049,003,06784,81,03,2,47,02,12,2005,4,05,921,6,500,88,1,421,58,2,,,88,8888,1,0035000,1,2,,2,,000190.8891,
05,1049,003,06784,82,06,2,25,01,11,2006,1,05,023,6,500,88,1,421,10,2,,,88,8888,2,,,2,,2,,000190.8891,
05,1049,003,06784,83,06,1,21,01,11,2006,1,67,023,6,500,88,2,,,2,,,10,2007,2,,,2,,2,,000190.8891,
05,1050,002,06836,06,03,2,24,01,07,2006,1,05,021,1,213,29,1,932,14,2,,,12,2008,1,0049000,5,2,,2,,000456.7809,1
05,1050,002,06836,07,03,2,21,01,03,2007,1,05,023,1,213,33,1,932,06,2,,,12,2009,1,0032000,5,2,,2,,000456.7809,1
05,1051,001,06837,02,02,2,35,01,10,2002,2,04,421,1,211,24,1,913,24,1,10,2004,,,2,,,2,,2,,000408.3329,2
05,1052,003,06838,05,09,2,23,01,04,2007,1,63,523,1,234,25,1,411,05,2,,,05,2009,1,0006000,1,2,,2,,000485.3297,1
05,1053,003,06838,01,01,2,45,02,06,2005,3,04,021,1,233,18,1,913,35,1,10,2006,,,2,,,2,,2,,000394.1926,2
05,1054,001,06843,02,02,2,50,02,07,2005,2,65,223,1,233,48,1,223,60,2,,,07,2009,2,,,2,,2,,000393.8987,1
05,1055,001,06843,06,07,1,80,02,10,2006,2,02,022,3,400,13,1,513,57,2,,,11,2007,1,0008000,2,2,,2,,000395.4917,1
05,1055,001,06843,07,07,2,75,02,07,2006,2,61,234,3,400,16,1,513,57,2,,,11,2007,1,0008000,2,2,,2,,000373.5911,1
05,1056,004,06885,06,03,1,28,01,03,2007,2,05,921,1,213,24,1,512,06,2,,,03,2009,1,0050000,1,2,,2,,000489.5895,1
05,1056,004,06885,05,03,1,29,01,03,2007,1,05,921,1,213,24,1,932,06,2,,,03,2009,1,0079200,1,2,,2,,000489.5895,1
05,1057,001,06872,04,04,2,47,01,09,2004,1,04,092,1,231,38,1,913,36,2,,,11,2007,1,0006000,1,2,,2,,000370.1753,1
05,1058,004,06903,08,03,2,36,01,10,2002,3,04,021,1,211,60,1,913,58,2,,,12,2007,1,0024000,1,2,,2,,000462.0876,1
05,1059,001,06920,06,03,2,37,04,04,2007,2,03,522,3,212,14,1,932,38,2,,,06,2008,1,0040000,1,2,,2,,000408.9414,1
05,1059,001,06920,05,05,1,37,05,06,2007,2,04,932,3,212,12,1,932,38,2,,,06,2008,1,0040000,1,2,,2,,000420.7508,1
05,1060,001,06931,02,02,2,43,02,05,2007,2,05,911,1,232,24,1,913,29,2,,,05,2009,1,0043000,1,2,,2,,000407.4201,1
05,1061,003,06936,02,02,2,27,01,12,2005,2,03,131,1,233,24,1,513,21,2,,,12,2007,1,0022000,1,2,,2,,000518.2617,1
05,1062,002,06959,01,01,1,52,01,10,2006,3,04,931,1,234,24,1,931,11,2,,,10,2008,1,0048000,1,2,,2,,000388.6515,1
05,1063,001,06970,02,03,2,23,02,08,2005,1,05,023,1,212,06,1,347,12,1,02,2006,,,2,,,2,,2,,000490.4517,2
05,1064,003,06984,05,02,1,32,05,07,2007,2,65,512,1,500,08,1,215,32,2,,,03,2008,1,0040000,1,2,,2,,000519.4125,1
05,1065,003,06984,04,02,1,40,01,08,2007,2,65,215,1,212,13,1,215,01,2,,,09,2008,2,,,2,,2,,000445.0520,1
05,1066,003,06984,05,02,1,35,01,08,2006,2,05,522,3,500,88,1,522,13,2,,,88,8888,2,,,2,,2,,000445.0520,1
05,1067,003,06984,03,02,1,53,02,05,2007,2,03,724,1,233,11,1,724,48,2,,,04,2008,1,0075000,1,1,0150000,2,,000412.9423,1
05,1068,003,06984,81,08,1,51,02,04,2006,2,63,343,6,500,88,1,522,57,2,,,88,8888,1,0009000,1,2,,2,,000190.7466,
05,1068,003,06984,82,08,2,50,02,05,2007,2,63,149,6,500,88,1,411,14,2,,,88,8888,2,,,1,0150000,2,,000190.7466,
05,1068,003,06984,83,08,1,22,02,07,2006,1,65,023,6,500,88,1,223,09,2,,,88,8888,2,,,2,,2,,000190.7466,
05,1068,003,06984,84,08,1,16,01,04,2003,1,02,023,6,500,88,2,,,2,,,88,8888,2,,,2,,2,,000190.7466,
05,1069,004,06982,11,08,2,37,02,08,2007,2,04,913,1,212,88,1,913,24,2,,,88,8888,1,0150000,1,1,0150000,2,,000441.0421,1
05,1070,004,06982,07,02,1,43,05,08,2007,2,65,131,3,300,06,1,122,43,2,,,02,2008,1,0120000,1,1,0060000,2,,000453.7785,1
05,1070,004,06982,01,01,2,40,01,07,2007,2,05,021,4,211,01,2,,,1,08,2007,,,2,,,1,0000000,2,,000441.0421,2
05,1071,004,06982,11,03,2,29,02,06,2006,1,63,422,1,300,88,1,422,15,2,,,88,8888,1,0006000,1,2,,2,,000527.6350,1
05,1072,004,06982,06,02,1,55,05,03,2007,2,04,834,1,400,09,1,834,45,2,,,12,2007,1,0180000,2,2,,2,,000414.1254,1
05,1072,004,06982,07,03,1,28,01,10,2006,2,68,834,1,400,88,1,513,07,2,,,88,8888,1,0005000,1,2,,2,,000529.5970,1
05,1073,004,06982,08,03,2,27,01,06,2005,1,61,522,1,214,36,1,932,27,2,,,06,2008,1,0060000,1,2,,2,,000527.6350,1
05,1074,002,06994,04,06,1,20,01,08,2007,1,05,023,1,234,88,1,512,01,2,,,88,8888,2,,,2,,2,,000431.6714,1
05,1075,002,06994,01,01,1,48,01,06,2007,2,03,743,1,233,25,1,743,03,2,,,05,2009,1,0023000,1,2,,2,,000389.2324,1
05,1076,002,06992,03,04,2,28,01,03,2005,1,02,513,1,500,36,1,513,30,2,,,03,2008,2,,,2,,2,,000578.9674,1
05,1077,004,07044,03,03,2,28,01,09,2003,1,05,522,1,235,48,1,913,48,1,09,2007,,,1,0033000,2,1,0027000,1,0041000,000515.6429,1
05,1078,002,07047,01,01,2,49,01,09,2007,2,63,516,7,214,00,2,,,1,09,2007,,,2,,,1,0000000,2,,000392.5358,
05,1079,002,07047,09,03,1,25,01,08,2007,2,04,721,1,400,06,1,721,01,2,,,02,2008,2,,,2,,2,,000518.7758,1
05,1080,002,07047,08,03,2,25,01,06,2007,1,65,023,5,500,06,2,,,2,,,12,2007,2,,,2,,2,,000516.8539,2
05,1081,003,07046,03,03,1,38,02,03,2004,1,04,723,1,233,88,1,723,48,2,,,88,8888,1,0014000,1,2,,2,,000455.8133,1
05,1082,002,07102,81,03,2,43,02,06,2007,2,03,092,6,500,88,1,827,40,2,,,88,8888,1,0015000,1,1,0100000,2,,000194.7774,
05,1083,001,07122,12,03,2,33,02,05,2005,4,04,913,1,234,36,1,421,59,2,,,05,2008,1,0032000,1,2,,2,,000528.4237,1
05,1084,001,07122,05,08,1,36,01,05,2006,2,05,832,1,235,24,1,723,16,2,,,05,2008,1,0020000,1,2,,2,,000454.4568,1
05,1084,001,07122,06,04,2,43,01,07,2005,1,05,021,1,234,24,1,913,24,1,07,2007,,,2,,,1,0020000,1,0008000,000441.7014,1
05,1084,001,07122,07,04,2,35,02,11,2006,1,05,021,1,213,13,1,825,35,2,,,12,2007,1,0020000,1,2,,2,,000441.7014,1
05,1085,001,07122,03,03,2,25,01,03,2006,1,05,932,1,234,23,1,913,18,2,,,03,2008,1,0043000,5,2,,1,0009500,000528.4237,1
05,1086,004,07138,02,02,2,52,01,09,2004,2,05,021,1,232,48,1,913,36,2,,,09,2008,1,0015000,5,2,,2,,000370.4518,1
05,1087,002,07151,02,02,2,55,01,11,2006,2,04,911,1,400,17,1,913,10,2,,,04,2008,1,0050000,1,2,,2,,000381.9192,1
05,1088,001,07149,06,08,2,22,01,11,2006,1,63,023,8,400,18,2,,,2,,,05,2008,1,0050000,1,2,,2,,000485.7807,2
05,1088,001,07149,07,08,2,21,01,07,2007,1,05,512,8,400,10,2,,,2,,,05,2008,1,0049000,1,2,,1,0008000,000485.7807,2
05,1089,001,07149,81,03,2,58,02,06,2006,1,65,223,6,500,16,1,223,48,2,,,10,2007,1,0060000,1,2,,1,0025000,000191.4946,
05,1090,003,07263,03,03,1,23,01,05,2007,1,04,642,1,500,13,1,913,04,2,,,06,2008,1,0058000,1,2,,2,,000458.4923,1
05,1091,003,07263,03,06,2,29,01,02,2007,2,61,021,1,500,36,1,913,07,2,,,02,2010,2,,,2,,2,,000518.0826,1
05,1092,003,07279,06,03,1,28,02,04,2007,1,64,411,1,233,24,1,411,18,2,,,04,2009,1,0030000,1,2,,2,,000489.5895,1
05,1092,003,07279,05,03,1,34,01,09,2007,2,65,092,1,300,24,1,921,00,2,,,09,2009,2,,,2,,2,,000489.5895,1
05,1093,003,07279,02,03,1,24,01,02,2007,1,68,092,1,400,12,1,834,07,2,,,02,2008,1,0060000,1,2,,2,,000431.6714,1
05,1094,001,07321,05,05,1,31,02,08,2006,2,68,092,1,212,14,1,834,24,2,,,10,2007,1,0045000,1,2,,2,,000488.8588,1
05,1095,003,07342,05,05,2,25,01,09,2006,2,04,021,1,233,24,1,513,12,2,,,09,2008,1,0035000,1,2,,2,,000486.3197,1
05,1096,004,07392,03,02,2,44,02,10,2006,2,66,021,1,223,25,1,913,24,2,,,11,2008,1,0030000,1,2,,2,,000408.0286,1
05,1097,004,07392,08,03,1,34,02,09,2007,1,04,723,1,231,88,1,723,60,2,,,88,8888,1,0037000,1,1,0050000,2,,000489.9549,1
05,1098,002,07443,03,03,1,28,01,08,2004,1,65,214,1,222,48,1,214,37,2,,,08,2008,1,0030000,1,2,,1,0019000,000519.0242,1
05,1099,002,07452,03,03,2,35,01,10,2002,1,04,743,1,222,24,1,913,24,1,10,2004,,,2,,,2,,2,,000437.1735,2
05,1100,002,07452,09,03,2,28,02,08,2007,1,05,512,1,211,36,1,913,60,2,,,08,2010,1,0025000,5,1,0020000,1,0005000,000523.0068,1
05,1101,002,07456,07,03,2,35,03,08,2007,1,04,021,1,211,10,1,913,36,2,,,06,2008,1,0011000,1,1,0010000,1,0008000,000439.4155,1
05,1102,004,07466,05,02,2,33,01,11,2006,2,05,021,1,235,23,1,913,10,2,,,12,2008,1,0030000,1,2,,2,,000486.6837,1
05,1103,004,07466,03,03,2,27,02,05,2005,1,05,413,1,234,88,1,421,24,2,,,88,8888,2,,,2,,2,,000486.6837,1
05,1104,002,07483,06,05,2,29,02,07,2007,2,64,021,1,235,88,1,913,24,2,,,88,8888,1,0005000,3,2,,2,,000485.9557,1
05,1105,004,06943,01,01,1,37,01,08,2006,2,05,131,1,213,24,1,724,13,2,,,10,2008,1,0060000,1,2,,2,,000418.5594,1
05,1106,004,06943,02,03,2,43,02,02,2003,1,05,021,1,221,19,1,724,19,1,09,2004,,,2,,,2,,2,,000406.8115,2
05,1107,004,06943,02,02,2,30,01,08,2007,2,03,021,1,221,25,1,913,01,2,,,09,2009,2,,,2,,2,,000486.6837,1
05,1108,003,06952,01,01,1,49,01,06,2005,2,05,832,1,233,30,1,833,27,2,,,12,2007,1,0030000,1,2,,2,,000420.8579,1
06,1109,002,07501,05,08,2,36,02,08,2007,2,65,021,1,500,88,1,223,25,2,,,88,8888,1,0035000,4,1,0043000,2,,000481.0970,1
06,1109,002,07501,81,04,2,40,01,08,2004,1,63,113,6,500,88,1,322,37,2,,,88,8888,2,,,2,,2,,001199.1030,
06,1109,002,07501,82,04,2,60,01,08,2004,1,61,234,6,500,88,2,,,2,,,88,8888,2,,,2,,2,,001199.1030,
06,1110,002,07501,06,06,1,31,01,09,2007,2,65,312,1,222,88,1,419,00,2,,,88,8888,2,,,2,,2,,000571.3408,1
06,1110,002,07501,07,06,2,31,01,05,2004,2,65,222,1,222,88,1,222,40,2,,,88,8888,2,,,2,,2,,000575.5542,1
06,1111,002,07511,08,03,2,31,02,09,2006,3,61,021,1,234,23,1,422,37,2,,,10,2008,1,0015000,1,2,,2,,000604.6810,1
06,1112,003,07515,05,03,2,21,01,01,2007,1,04,921,1,233,24,1,913,08,2,,,01,2009,1,0024000,1,2,,2,,000535.6551,1
06,1113,003,07515,03,02,2,32,01,12,2005,2,05,522,1,211,23,1,913,21,2,,,11,2007,1,0030000,1,2,,2,,000572.8557,1
06,1114,003,07515,05,03,2,28,01,09,2004,1,61,234,1,400,39,1,330,36,2,,,12,2007,1,0120000,1,2,,2,,000572.8557,1
06,1114,003,07515,06,03,1,26,01,09,2007,1,65,215,1,300,23,1,215,00,2,,,08,2009,2,,,2,,2,,000568.6621,1
06,1115,004,07526,02,07,2,46,01,11,2005,2,05,113,1,235,35,1,522,22,2,,,10,2008,1,0012000,5,2,,2,,000433.6037,1
06,1116,004,07554,81,07,2,87,01,07,2007,3,02,021,6,500,88,2,,,2,,,88,8888,1,0009000,1,2,,2,,001199.1030,
06,1117,004,07554,04,03,2,44,01,09,2003,4,65,021,1,211,88,1,913,48,2,,,88,8888,2,,,2,,1,0015000,000481.0970,1
06,1118,002,07570,08,03,2,33,03,05,2006,2,65,092,1,233,24,1,223,49,2,,,05,2008,1,0020000,1,2,,2,,000570.9282,1
06,1119,002,07570,09,03,2,38,03,08,2007,1,05,021,1,300,24,1,913,60,2,,,08,2009,2,,,2,,2,,000477.2302,1
06,1120,002,07570,07,07,1,72,01,05,2007,2,61,022,4,500,24,2,,,2,,,05,2009,2,,,2,,2,,000430.5691,2
06,1120,002,07570,08,07,2,63,01,05,2007,2,61,022,4,500,24,2,,,2,,,05,2009,2,,,2,,2,,000447.6942,2
06,1121,001,07598,04,02,1,45,03,03,2006,2,04,743,1,233,25,1,743,50,2,,,04,2008,1,0034000,4,2,,2,,000454.2262,1
06,1122,001,07598,05,02,1,46,03,04,2006,2,04,743,1,233,25,1,743,49,2,,,05,2008,1,0040000,1,2,,2,,000454.2262,1
06,1123,003,07600,03,05,1,44,10,03,2007,2,05,834,1,100,04,1,834,30,1,07,2007,,,1,0084000,1,1,0150000,1,0013000,000516.7431,1
06,1124,003,07600,08,03,1,28,03,12,2006,1,65,834,1,400,16,1,314,29,2,,,04,2008,1,0102000,1,2,,2,,000603.0820,1
06,1125,004,07601,03,03,2,29,01,12,2004,1,65,223,1,233,25,1,223,25,1,01,2007,,,2,,,2,,2,,000572.8557,2
06,1126,003,07615,03,03,1,31,01,11,2006,1,65,921,1,223,10,1,313,10,1,09,2007,,,1,0036000,1,1,0030000,2,,000566.7487,1
06,1127,003,07615,04,02,2,39,01,10,2005,2,05,921,1,231,25,1,913,23,2,,,11,2007,1,0027000,1,2,,2,,000477.2302,1
06,1128,003,07615,08,05,1,29,03,07,2007,2,65,092,1,235,09,1,314,30,2,,,04,2008,1,0020000,1,2,,2,,000566.7487,1
06,1128,003,07615,09,03,1,28,01,05,2007,1,65,092,1,400,10,1,314,04,2,,,03,2008,1,0040000,1,2,,2,,000566.7487,1
06,1129,004,07626,01,01,1,36,02,09,2007,2,68,611,1,235,88,1,834,14,2,,,88,8888,1,0080000,2,1,0050000,1,0007000,000516.0508,1
06,1130,004,07626,02,03,1,33,01,05,2007,1,68,092,1,223,09,1,834,04,2,,,02,2008,1,0053500,1,2,,2,,000602.2740,1
06,1131,004,07626,01,01,1,36,02,03,2007,2,65,092,1,235,12,1,723,17,2,,,03,2008,1,0108000,2,2,,2,,000516.0508,1
06,1132,004,07626,02,03,1,34,04,03,2007,1,65,092,1,212,10,1,723,22,2,,,01,2008,2,,,2,,2,,000602.2740,1
06,1133,004,07626,04,03,1,28,03,02,2007,1,68,092,1,400,10,1,834,40,2,,,12,2007,1,0054000,2,2,,2,,000602.2740,1
06,1134,002,07642,05,03,1,44,02,03,2006,2,65,414,1,500,88,1,931,56,2,,,88,8888,1,0012000,1,2,,1,0012000,000488.8903,1
06,1135,002,07642,01,01,1,48,04,08,2007,2,65,611,1,213,06,1,314,30,2,,,02,2008,1,0178500,1,1,0031500,1,0065000,000453.6177,1
06,1136,001,07658,01,01,1,57,02,08,2007,2,02,512,1,214,10,1,512,10,2,,,06,2008,1,0030000,1,1,0030000,2,,000498.1602,1
06,1136,001,07658,03,03,1,36,02,07,2007,1,05,921,1,300,10,1,723,20,2,,,05,2008,1,0024000,1,1,0040000,2,,000545.8596,1
06,1136,001,07658,04,03,2,26,01,10,2006,1,05,913,3,235,23,1,913,11,2,,,09,2008,1,0065000,1,2,,2,,000641.7613,1
06,1137,001,07712,01,01,1,52,05,05,2007,2,05,092,1,400,11,1,834,50,2,,,04,2008,1,0075000,1,1,0025000,1,0011000,000504.0197,1
06,1138,003,07739,03,03,2,26,01,11,2006,1,63,021,1,100,16,1,913,09,2,,,03,2008,1,0029900,5,2,,2,,000574.7832,1
06,1139,003,07739,01,01,1,50,01,06,2005,2,04,832,1,233,28,1,833,27,2,,,10,2007,1,0021000,1,2,,1,0009000,000453.6177,1
06,1140,003,07739,02,03,2,53,01,11,2005,4,04,621,1,235,41,1,913,22,2,,,04,2009,1,0024300,1,2,,2,,000436.5315,1
06,1141,002,07752,03,03,2,37,01,04,2003,1,05,512,1,400,52,1,913,52,1,08,2007,,,1,0010000,1,1,0050000,2,,000544.8885,1
06,1142,003,07763,05,02,2,41,01,04,2004,2,04,021,1,211,48,1,913,41,2,,,04,2008,1,0030000,1,2,,2,,000480.1303,1
06,1143,002,07793,08,03,2,24,01,06,2005,1,05,023,1,223,28,1,913,26,2,,,10,2007,1,0034000,1,2,,2,,000536.0155,1
06,1144,002,07793,81,02,2,70,01,11,2006,2,61,022,6,500,14,2,,,2,,,01,2008,2,,,2,,2,,001194.2841,
06,1144,002,07793,82,03,2,42,02,08,2003,2,65,223,6,233,88,1,223,55,2,,,88,8888,1,0030000,1,1,0040000,1,0007500,001194.2841,
06,1144,002,07793,83,09,2,48,01,05,2005,2,65,223,1,500,88,1,223,28,2,,,88,8888,1,0050000,1,2,,2,,001194.2841,1
06,1145,002,07793,02,03,2,34,01,08,2004,1,63,412,1,300,88,1,913,37,2,,,88,8888,1,0012000,5,2,,2,,000573.2412,1
06,1146,002,07793,05,03,2,27,01,12,2005,1,05,743,1,213,35,1,932,21,2,,,11,2008,1,0060000,4,2,,2,,000573.2412,1
06,1147,001,07800,05,03,1,42,03,07,2007,2,05,092,1,212,09,1,723,29,2,,,04,2008,1,0036000,1,1,0090000,1,0006000,000487.5787,1
06,1148,004,07826,03,03,2,36,01,05,2007,4,66,612,1,211,35,1,913,04,2,,,04,2010,2,,,2,,2,,000477.8747,1
06,1149,004,07826,04,03,2,25,01,04,2007,1,63,241,1,234,11,1,241,05,2,,,03,2008,1,0100000,1,2,,2,,000571.6992,1
06,1150,004,07826,10,03,2,23,01,05,2005,1,05,023,1,213,35,1,932,28,2,,,04,2008,1,0050000,1,2,,2,,000534.5737,1
06,1151,004,07826,04,07,2,42,02,04,2006,3,05,021,1,211,23,1,913,54,2,,,03,2008,1,0120000,1,2,,2,,000477.8747,1
06,1152,004,07840,06,02,2,41,03,08,2004,2,63,021,1,213,35,1,913,59,1,07,2007,,,1,0010000,1,1,0100000,1,0014000,000479.1636,1
06,1153,002,07834,06,03,1,31,02,12,2005,1,05,932,1,214,24,1,932,33,2,,,12,2007,1,0015000,1,2,,2,,000567.5140,1
06,1154,004,07840,02,03,1,28,02,10,2006,1,63,412,1,234,12,1,412,24,2,,,10,2007,1,0060000,1,2,,2,,000569.0447,1
06,1154,004,07840,06,03,1,35,03,01,2007,2,68,092,1,212,09,1,723,30,2,,,10,2007,1,0330000,1,2,,2,,000487.5787,1
06,1155,004,07840,06,02,1,53,03,04,2007,2,63,131,1,222,09,1,311,25,2,,,01,2008,1,0250000,1,2,,2,,000452.4008,1
06,1156,002,07839,06,02,2,38,06,09,2007,2,65,223,3,233,88,1,223,43,2,,,88,8888,2,,,1,0120000,1,0003000,000480.1303,1
06,1157,002,07839,05,02,2,59,04,07,2007,2,02,021,3,400,10,1,913,44,2,,,05,2008,1,0048000,1,2,,1,0015000,000450.4149,1
06,1157,002,07839,06,03,2,37,03,01,2007,1,63,021,3,400,23,1,913,38,2,,,12,2008,2,,,2,,2,,000480.1303,1
06,1157,002,07839,07,03,1,29,02,12,2006,1,65,223,1,400,24,1,223,15,2,,,12,2008,2,,,2,,1,0011000,000570.1928,1
06,1157,002,07839,08,05,1,28,03,09,2007,2,68,131,1,212,11,1,723,30,2,,,08,2008,1,0040000,1,1,0070000,1,0007000,000570.1928,1
06,1157,002,07839,09,03,2,28,01,01,2007,2,63,421,3,400,23,1,913,08,2,,,12,2008,1,0050000,1,2,,2,,000574.3977,1
06,1158,002,07839,09,02,2,44,01,04,2006,2,63,522,1,213,12,1,913,12,1,04,2007,,,1,0075000,1,1,0060000,1,0007500,000480.1303,1
06,1159,002,07839,03,03,1,29,01,04,2006,1,65,222,1,211,12,1,222,18,1,04,2007,,,2,,,1,0040000,1,0020000,000570.1928,1
06,1160,003,07868,07,03,1,25,01,10,2006,1,04,921,1,214,12,1,931,11,2,,,10,2007,1,0020000,1,2,,2,,000571.7235,1
06,1161,003,07868,01,01,1,43,04,06,2007,2,05,131,1,212,09,1,723,28,2,,,02,2008,1,0060000,1,1,0120000,1,0050000,000489.8740,1
06,1162,003,07868,03,03,1,24,02,06,2007,1,05,516,1,213,23,1,931,28,2,,,05,2009,2,,,2,,2,,000504.0890,1
06,1163,004,07893,04,02,1,29,03,03,2007,2,04,921,1,231,16,1,143,15,2,,,07,2008,1,0100000,1,2,,2,,000571.7235,1
06,1164,004,07903,05,02,1,51,06,06,2007,2,68,021,1,400,06,1,834,42,2,,,12,2007,1,0063000,1,2,,2,,000492.7320,1
06,1165,004,07903,04,03,2,46,02,08,2006,1,65,223,1,500,13,1,223,58,1,09,2007,,,1,0120000,1,1,0000000,2,,000474.1725,1
06,1165,004,07903,02,03,2,55,02,10,2006,1,60,419,4,500,06,2,,,1,04,2007,,,2,,,1,0000000,1,0017000,000489.5814,2
06,1166,004,07903,04,03,2,30,02,11,2006,1,63,421,1,400,23,1,913,36,2,,,10,2008,1,0014000,1,2,,2,,000624.3453,1
06,1167,004,07903,03,05,1,44,02,08,2006,2,68,021,1,400,11,1,834,30,1,07,2007,,,1,0060000,1,1,0164000,1,0025000,000531.0461,1
06,1168,003,07922,02,02,2,31,01,04,2006,2,04,021,1,231,16,1,913,16,1,08,2007,,,2,,,1,0030000,2,,000603.8671,1
06,1169,003,07922,02,02,2,39,01,03,2006,2,04,921,1,234,23,1,913,18,2,,,02,2008,1,0025000,1,2,,2,,000504.7634,1
06,1170,003,07922,08,03,2,36,02,08,2006,1,03,021,1,222,25,1,913,55,2,,,09,2008,1,0030000,1,2,,2,,000504.7634,1
06,1170,003,07922,09,03,2,25,01,02,2007,1,66,021,1,222,23,1,913,07,2,,,01,2009,2,,,2,,2,,000603.8671,1
06,1170,003,07922,10,03,2,21,01,08,2007,1,04,021,1,234,23,1,913,01,2,,,07,2009,2,,,2,,2,,000564.6527,1
06,1171,003,07922,03,02,2,25,01,06,2005,2,61,921,1,234,25,1,913,25,1,07,2007,,,1,0012000,1,1,0030000,1,0011000,000603.8671,1
06,1172,003,07922,06,03,2,23,01,12,2006,1,61,921,1,234,23,1,913,09,2,,,11,2008,1,0022000,1,2,,2,,000564.6527,1
06,1173,004,07992,04,03,2,24,02,06,2007,1,04,522,1,213,36,1,913,40,2,,,06,2010,2,,,2,,2,,000537.8179,1
06,1174,004,07992,05,03,2,34,02,02,2007,1,63,092,1,223,24,1,513,30,2,,,02,2009,2,,,2,,2,,000575.1687,1
06,1174,004,07992,81,03,2,29,01,11,2004,1,05,092,1,223,27,1,913,27,1,02,2007,,,2,,,2,,2,,001198.2998,2
06,1175,003,08014,01,01,1,34,02,06,2007,2,05,516,1,222,12,1,723,12,2,,,04,2008,1,0030000,1,2,,2,,000635.9912,1
06,1176,003,08014,04,03,2,29,01,12,2003,1,05,021,1,222,48,1,913,45,2,,,12,2007,1,0030000,1,2,,2,,000640.6813,1
06,1177,003,08014,02,04,2,54,02,04,2006,1,68,021,1,222,24,1,913,58,2,,,04,2008,1,0012000,1,2,,2,,000486.5792,1
06,1178,003,08014,05,03,2,32,01,07,2007,1,05,021,1,211,24,1,913,02,2,,,07,2009,1,0016000,1,2,,2,,000640.6813,1
06,1178,003,08014,11,03,2,28,02,04,2006,2,61,021,1,211,24,1,913,41,2,,,04,2008,2,,,2,,2,,000640.6813,1
06,1178,003,08014,12,05,1,30,01,05,2007,2,05,921,1,233,12,1,931,04,2,,,05,2008,1,0020000,1,2,,2,,000635.9912,1
06,1178,003,08014,13,03,1,31,01,11,2006,2,05,921,1,233,24,1,931,10,2,,,11,2008,2,,,2,,2,,000635.9912,1
