REG,HHID,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6M_DTLEFT,Q6Y_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q8A_VOC,Q9USOCC,Q10_REASON,Q11_BASE,Q12_CTRY,Q13_STAY,Q14_INDWORK,Q15OCC,Q16_NOMONTH,Q17_RET,Q18M_DTRET,Q18Y_DTRET,Q19_REASON,Q20M_DTEXP,Q20Y_DTEXP,Q21_CASHREM,Q22_CASHAMT,Q23_MODE,Q241C_CONSUM,Q241P_CONSUM,Q242C_INVEST,Q242P_INVEST,Q243C_SAVINGS,Q243P_SAVINGS,Q244C_OTHERS,Q244P_OTHERS,Q25_RET6MOS,Q26_CASHHOME,Q27_INKIND,Q28_KINDAMT,SWGT,P6M_IND
03,322219030162003490001493000800000150354,01,01,1,40,01,11,2010,2,05,2,143,1,1,081,24,1,143,10,2,,,,11,2012,1,0045000,5,1,100,,,,,,,2,,2,,000597.6232,1
03,322219030162003490001493000800000180423,01,01,1,43,02,07,2011,2,02,2,712,1,1,081,17,1,833,41,2,,,,12,2012,1,0030000,1,1,050,,,3,050,,,1,0020000,1,0006000,000597.6232,1
03,125128030101603490001493002700000120209,03,03,1,24,01,11,2009,2,02,2,832,1,1,094,24,1,832,22,2,,,,11,2011,1,0042000,1,1,100,,,,,,,2,,1,0020000,000577.9582,1
03,125128030101603490001493002700000130224,02,02,2,39,01,04,2011,2,04,2,522,1,1,054,24,1,913,05,2,,,,04,2013,2,,,,,,,,,,,2,,2,,000597.9044,1
03,223223030121603490001493004500200070181,01,01,1,47,02,05,2008,2,65,2,215,1,1,078,36,1,215,57,2,,,,05,2011,1,0060000,5,1,050,,,3,050,,,1,0100000,2,,000525.9156,1
03,223223030121603490001493004500200070181,02,02,2,44,03,09,2011,2,67,2,223,1,1,081,24,1,223,55,2,,,,09,2012,1,0020000,5,1,050,,,3,050,,,1,0050000,1,0020000,000597.5588,1
03,223223030121603490001493004500200140383,02,02,2,33,01,03,2011,2,67,2,021,1,1,051,09,1,513,06,2,,,,12,2011,1,0025000,1,1,050,2,025,3,025,,,2,,2,,000752.0988,1
03,121016030451603540001540100500300040139,02,02,1,41,02,04,2008,2,05,2,832,1,1,018,88,1,512,36,2,,,,88,8888,1,0080000,1,1,100,,,,,,,1,0050000,2,,000688.3681,1
03,122004030461603540001540100700700168007,03,03,2,23,01,09,2010,1,63,2,413,1,1,094,24,1,419,12,2,,,,09,2012,1,0060000,1,1,100,,,,,,,2,,2,,000673.8239,1
03,321013030512003540001540101300400168007,06,03,2,30,01,08,2009,2,65,2,422,1,1,052,88,1,913,25,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000865.7987,1
03,222008030551603540001540101900100140258,02,02,2,43,01,04,2009,2,04,1,515,1,1,081,88,1,515,29,2,,,,88,8888,1,0070000,5,1,100,,,,,,,2,,2,,000596.8676,1
03,221010030571603540001540102100500130423,07,03,2,44,03,09,2010,3,04,2,515,1,1,081,12,1,515,54,1,09,2011,2,,,1,0075000,1,1,050,,,3,050,,,2,,2,,000596.1764,1
03,421005030622003540001540102600200100398,02,02,2,38,01,12,2010,2,05,1,515,1,1,067,12,1,913,09,2,,,,12,2011,1,0036000,5,1,050,,,3,050,,,2,,1,0017000,000596.1764,1
03,421005030622003540001540102600200148003,03,03,1,36,01,05,2009,2,04,2,913,1,1,095,36,1,913,28,2,,,,05,2012,1,0048000,1,1,100,,,,,,,1,0000000,1,0043500,000596.5856,1
03,422010030642003540001540102800600020076,03,03,2,27,04,09,2011,1,63,2,023,1,1,078,25,1,511,45,2,,,,10,2013,1,0040000,5,1,050,,,3,050,,,1,0016000,2,,000751.2288,1
03,422010030642003540001540102800600020077,06,04,1,48,01,12,2009,1,65,2,315,1,1,081,24,1,215,21,2,,,,12,2011,1,0070000,1,1,050,,,3,050,,,2,,1,0076000,000525.3073,1
03,121111030751603540001540200700100030113,03,03,1,31,01,05,2009,1,67,2,222,1,1,001,88,1,522,28,2,,,,88,8888,1,0030000,1,1,090,,,3,010,,,2,,2,,000724.0840,1
03,121111030751603540001540200700100058007,03,03,1,27,02,09,2010,1,04,2,932,1,1,081,88,1,724,12,2,,,,88,8888,1,0064000,1,1,080,2,010,3,010,,,2,,2,,000724.0840,1
03,121111030751603540001540200700100090335,07,03,1,27,01,02,2011,2,02,2,931,1,1,081,45,1,931,07,2,,,,11,2014,1,0042000,1,1,090,,,3,010,,,2,,2,,000724.0840,1
03,422114030782003540001540201200400050129,01,01,1,54,01,03,2008,2,02,2,921,1,1,081,88,1,712,42,2,,,,88,8888,1,0072000,1,1,100,,,,,,,2,,1,0006400,000525.0031,1
03,422114030782003540001540201200400050129,04,03,1,25,01,01,2011,1,04,1,131,1,1,081,24,1,724,09,2,,,,01,2013,1,0048000,5,1,100,,,,,,,2,,2,,000723.6647,1
03,225136030991603540001540303600100138001,01,01,1,36,02,04,2011,2,04,2,734,1,2,052,09,1,834,18,2,,,,01,2012,1,0060000,1,1,085,2,010,3,005,,,2,,2,,000598.6607,1
03,325210031272003540001540501300000010001,03,03,2,40,02,99,2006,2,61,2,023,1,1,047,88,1,913,60,2,,,,88,8888,1,0060000,1,1,090,,,3,010,,,2,,2,,000646.9020,1
03,325210031272003540001540501300000080166,01,01,1,33,02,10,2006,2,61,2,611,1,1,050,60,1,825,57,1,09,2011,2,,,1,0050000,1,1,040,2,050,3,010,,,1,0050000,2,,000784.7827,1
03,325210031272003540001540501300000090190,01,01,1,29,01,05,2010,2,04,1,932,1,1,078,24,1,827,16,2,,,,05,2012,1,0090000,5,1,080,,,3,020,,,2,,2,,000784.7827,1
03,323225031132003540001540501800100030055,03,05,1,45,03,07,2011,2,67,2,223,1,1,081,88,1,513,36,2,,,,88,8888,1,0054000,1,1,090,,,3,010,,,2,,2,,000584.9019,1
03,323225031132003540001540501800100030055,04,03,2,44,02,07,2011,2,61,2,233,1,1,081,88,1,513,53,2,,,,88,8888,1,0054000,1,1,090,,,3,010,,,2,,2,,000664.5805,1
03,323225031132003540001540501800100060112,01,01,1,46,01,08,2011,2,03,2,832,1,1,081,88,1,832,02,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000584.9019,1
03,323225031132003540001540501800100080150,12,03,2,36,02,03,2011,2,04,2,522,1,1,078,12,1,522,36,2,,,,03,2012,1,0068000,5,1,100,,,,,,,2,,1,0012000,000664.5805,1
03,123117031281603540001540600200100050105,02,02,1,32,02,08,2011,2,04,2,832,1,1,081,24,1,721,39,2,,,,08,2013,1,0075000,4,1,100,,,,,,,2,,1,0003000,000805.4695,1
03,123117031281603540001540600200100120259,02,03,1,23,02,09,2011,1,65,2,023,1,2,096,06,1,834,12,2,,,,03,2012,1,0097500,1,1,100,,,,,,,1,0100000,2,,000641.8046,1
03,123117031281603540001540600200100120259,03,03,1,36,09,09,2011,2,68,2,023,1,2,096,06,1,834,54,2,,,,03,2012,1,0105000,1,1,080,,,3,020,,,2,,2,,000664.4101,1
03,123117031281603540001540600200100180388,02,02,1,51,05,02,2010,2,04,1,742,1,1,081,22,1,724,60,2,,,,12,2011,1,0140000,4,1,030,2,050,3,020,,,2,,2,,000584.3507,1
03,123117031281603540001540600200100180388,03,03,2,24,01,06,2011,1,64,2,422,1,1,050,36,1,932,03,2,,,,06,2014,1,0060000,1,1,040,2,060,,,,,2,,2,,000702.7129,1
03,423216031342003540001540602100200070137,02,02,1,59,02,08,2010,2,02,2,712,1,1,056,24,1,712,36,2,,,,08,2012,1,0048000,4,1,100,,,,,,,2,,2,,000550.2712,1
03,124108031691603540001540702700000030075,02,02,1,41,02,12,2009,2,03,2,731,1,1,051,24,1,713,46,2,,,,12,2011,1,0048000,5,1,100,,,,,,,2,,1,0007000,000598.3149,1
03,124108031691603540001540702700000090230,03,03,1,20,01,09,2011,2,03,2,832,1,1,089,36,1,822,00,2,,,,09,2014,2,,,,,,,,,,,2,,2,,000577.9582,1
03,124108031691603540001540702700000150390,02,03,1,29,02,08,2011,2,63,2,023,1,1,078,24,1,522,24,2,,,,08,2013,1,0060000,1,1,100,,,,,,,1,0050000,1,0010000,000725.3418,1
03,125108031671603540001540702800000120246,02,02,1,50,01,06,2008,2,04,2,832,1,1,081,88,1,832,39,2,,,,88,8888,1,0090000,4,1,100,,,,,,,2,,1,0005000,000637.3711,1
03,125108031671603540001540702800000130267,02,02,1,32,04,06,2011,2,63,2,341,1,1,094,48,1,311,48,2,,,,06,2015,1,0240000,1,1,075,,,3,025,,,1,0100000,1,0050000,000878.5529,1
03,323127031712003540001540800600100150187,02,02,1,38,01,05,2011,2,65,2,311,1,1,078,24,1,214,04,2,,,,05,2013,1,0080000,1,1,100,,,,,,,2,,2,,000664.4101,1
03,425126031732003540001540801000200250525,04,03,1,22,01,06,2009,1,04,2,724,1,1,078,24,1,724,24,1,06,2011,2,,,1,0048000,1,1,100,,,,,,,1,0000000,2,,000628.5785,1
03,125220031861603540001540801800000010017,01,01,1,32,03,11,2010,2,04,2,832,1,1,081,24,1,826,60,2,,,,11,2012,1,0090000,5,1,040,2,050,3,010,,,2,,2,,000768.0028,1
03,125220031861603540001540801800000080130,03,05,1,40,01,02,2010,2,05,2,743,1,1,078,24,1,931,19,2,,,,02,2012,1,0060000,5,1,100,,,,,,,2,,2,,000633.5048,1
03,321119031772003540001540802200000020067,04,03,2,24,01,03,2010,1,68,2,023,1,1,089,24,1,932,18,2,,,,03,2012,1,0090000,1,1,100,,,,,,,2,,2,,000733.5987,1
03,124220031971603540001540803100000100167,03,05,1,32,01,12,2010,2,05,1,829,1,1,081,81,1,724,09,2,,,,12,2012,1,0054000,5,1,095,,,3,005,,,2,,2,,000795.1088,1
03,324123031822003540001540803400500020071,03,03,1,34,01,06,2010,1,04,2,931,1,1,081,24,1,931,15,2,,,,06,2012,1,0060000,1,1,100,,,,,,,2,,2,,000797.8760,1
03,324123031822003540001540803400500030102,01,01,1,47,02,04,2009,2,04,2,931,1,1,081,36,1,931,19,2,,,,04,2012,1,0072000,2,1,070,,,3,030,,,2,,2,,000578.8418,1
03,324123031822003540001540803400500030102,04,03,2,21,01,06,2011,1,67,2,023,1,1,081,36,1,223,03,2,,,,06,2014,1,0180000,1,1,070,,,3,030,,,2,,2,,000696.0881,1
03,324123031822003540001540803400500100297,01,01,1,59,01,12,2009,2,02,2,832,1,1,051,24,1,832,21,2,,,,12,2011,1,0060000,5,1,100,,,,,,,2,,2,,000544.5699,1
03,324123031822003540001540803400500100297,03,03,1,33,01,09,2010,4,65,2,023,1,1,081,24,1,832,12,2,,,,09,2012,1,0060000,5,1,100,,,,,,,2,,2,,000797.8760,1
03,210003032001603540001540900800500040117,03,05,2,35,01,06,2007,2,05,2,513,1,1,096,88,1,513,52,2,,,,88,8888,1,0033000,1,1,050,,,3,050,,,2,,2,,000622.7883,1
03,410003032002003540001540900801700040127,03,03,1,28,01,05,2011,1,05,2,422,1,1,094,36,1,513,04,2,,,,05,2014,1,0015000,1,1,050,,,3,050,,,2,,2,,000755.5294,1
03,325118032012003540001540901000100068003,02,02,2,34,01,04,2011,2,63,2,123,1,1,018,88,1,513,05,2,,,,88,8888,1,0100000,1,1,070,,,3,030,,,2,,1,0007000,000911.4886,1
03,325118032012003540001540901000100128006,02,02,1,38,01,06,2010,2,05,1,421,1,1,024,24,1,422,15,2,,,,06,2012,1,0120000,1,1,090,,,3,010,,,2,,1,0005000,000724.6946,1
03,424116032022003540001540901100300170553,01,01,1,63,03,10,2010,2,05,2,413,1,1,081,24,1,413,13,2,,,,10,2012,1,0090000,1,1,090,,,3,010,,,2,,2,,000544.5699,1
03,421117032032003540001540901200200170459,02,02,1,59,01,09,2009,2,04,2,832,1,1,081,36,1,832,24,2,,,,09,2012,1,0048000,5,1,090,,,3,010,,,2,,2,,000573.9156,1
03,421117032032003540001540901200200180484,04,03,2,39,01,12,2010,2,05,2,827,1,1,039,24,1,913,09,2,,,,12,2012,1,0015000,1,1,050,,,3,050,,,2,,2,,000693.1366,1
03,421223032282003540001541000900000060118,04,03,2,31,01,06,2008,1,64,2,131,1,1,018,88,1,513,39,2,,,,88,8888,1,0060000,1,1,100,,,,,,,2,,2,,000811.9462,1
03,421223032282003540001541000900000070142,07,03,2,23,01,03,2010,2,05,1,023,1,1,096,88,1,913,18,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000682.7674,1
03,321212032512003540001541201700000180159,03,03,2,42,01,04,2011,1,05,2,513,1,1,081,12,1,522,05,2,,,,04,2012,1,0030000,5,1,100,,,,,,,2,,2,,000723.0892,1
03,321212032512003540001541201700000180159,04,03,1,37,01,05,2011,1,04,2,931,1,1,081,88,1,931,04,2,,,,88,8888,1,0020000,5,,,2,080,3,020,,,2,,2,,000723.5855,1
03,321212032512003540001541201700000190166,04,05,1,44,01,04,2011,2,04,2,734,1,1,081,12,1,932,05,2,,,,04,2012,1,0060000,5,1,090,,,3,010,,,2,,2,,000723.5855,1
03,122120032611603540001541302100400030062,01,01,1,50,02,07,2011,2,04,2,023,1,1,081,03,1,834,40,2,,,,10,2011,1,0030000,1,1,080,,,3,020,,,1,0050000,2,,000525.0031,1
03,122120032611603540001541302100400060135,02,02,2,47,01,02,2011,2,05,2,515,1,1,094,88,1,513,07,2,,,,88,8888,1,0016000,5,1,100,,,,,,,2,,2,,000510.6189,1
03,122120032611603540001541302100400070159,01,01,1,43,03,08,2011,2,02,2,742,1,1,081,88,1,712,56,2,,,,88,8888,1,0030000,4,1,075,,,3,025,,,1,0050000,1,0012000,000596.9315,1
03,324229032672003540001541304300000010018,02,02,1,48,02,03,2011,2,04,1,131,1,1,094,24,1,827,36,2,,,,03,2013,1,0020000,5,1,090,,,3,010,,,2,,2,,000576.8342,1
03,324229032672003540001541304300000078001,01,01,1,42,01,05,2008,2,65,2,315,1,1,096,88,1,315,40,2,,,,88,8888,1,0150000,4,1,090,2,005,3,005,,,2,,2,,000655.8638,1
03,324229032672003540001541304300000100281,01,01,1,52,03,04,2011,2,03,2,712,1,1,081,24,1,712,50,2,,,,04,2013,1,0075000,4,1,075,2,010,3,015,,,2,,2,,000576.8342,1
03,324229032672003540001541304300000130357,01,01,2,40,01,06,2011,2,04,2,023,8,,050,88,1,522,03,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000655.4138,1
03,123209032851603540001541400800000110339,01,01,1,42,01,12,2009,2,04,1,931,1,1,078,24,1,931,21,2,,,,12,2011,1,0090000,1,1,100,,,,,,,2,,2,,000596.2398,1
03,224103033011603540001541503100300030082,02,02,1,54,02,08,2011,2,05,2,721,1,1,051,24,1,723,48,2,,,,08,2013,1,0090000,4,1,090,,,3,010,,,1,0060000,1,0010000,000557.1739,1
03,224103033011603540001541503100300030082,06,03,1,26,01,10,2008,2,04,1,413,1,1,094,36,1,522,35,2,,,,10,2011,2,,,,,,,,,,,2,,2,,000768.0090,1
03,224103033011603540001541503100300030082,07,05,2,30,01,10,2008,2,05,2,023,1,1,094,36,1,419,35,2,,,,10,2011,2,,,,,,,,,,,2,,2,,000796.8005,1
03,224103033011603540001541503100300120317,02,07,1,60,02,05,2008,2,04,2,712,4,,080,36,1,712,40,2,,,,05,2011,1,0122000,4,1,095,,,3,005,,,2,,2,,000524.1850,1
03,310006033082003540001541600300200038003,01,01,1,44,02,10,2009,2,65,2,131,1,1,081,36,1,122,34,2,,,,10,2012,1,0290000,4,1,060,2,015,3,025,,,2,,2,,000668.4065,1
03,310006033082003540001541600300200078002,01,01,1,32,01,12,2008,2,63,2,311,1,1,094,24,1,414,33,2,,,,12,2010,1,0108000,1,1,070,2,010,3,020,,,2,,2,,000810.3144,1
03,110006033081603540001541600301000040145,01,01,1,42,01,09,2008,2,04,2,421,1,1,096,88,1,724,36,2,,,,88,8888,1,0144000,1,1,100,,,,,,,2,,2,,000668.4065,1
03,110006033081603540001541600301000040145,02,02,2,43,01,09,2008,2,63,2,023,1,1,096,88,1,513,36,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000667.9480,1
03,322203033132003540001541600900100030082,03,03,2,28,02,03,2011,1,64,2,421,1,1,082,13,1,421,05,2,,,,04,2012,1,0070000,2,1,090,,,3,010,,,2,,2,,000939.5798,1
03,322203033132003540001541600900100058001,01,01,1,60,01,11,2007,2,05,2,832,1,1,081,88,1,832,46,2,,,,88,8888,1,0116000,4,1,100,,,,,,,2,,2,,000618.1140,1
03,223108033111603540001541601700000118001,01,01,1,45,01,04,2010,2,04,1,832,1,1,050,88,1,932,17,2,,,,88,8888,1,0100000,4,1,080,2,010,3,010,,,2,,2,,000525.9156,1
03,223108033111603540001541601700000158002,01,01,1,41,02,05,2011,2,03,2,832,1,1,094,29,1,832,56,2,,,,10,2013,1,0045000,5,1,085,2,015,,,,,1,0050000,1,0006000,000597.9690,1
03,223202033231603540001541602700100090164,02,02,2,50,01,07,2007,2,05,2,932,1,1,094,88,1,913,50,2,,,,88,8888,1,0042000,1,1,100,,,,,,,2,,2,,000510.0273,1
03,223202033231603540001541602700100120218,02,03,1,33,02,06,2011,1,04,1,312,2,1,094,88,1,312,48,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000722.8261,1
03,223202033231603540001541602700100120218,03,02,2,58,01,06,2011,2,04,2,515,4,,094,88,1,515,03,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000477.8099,1
03,225201033251603540001541603100200068002,03,03,1,35,02,09,2010,4,04,2,023,1,1,081,88,1,724,24,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000647.3461,1
03,225201033251603540001541603100200100453,06,05,2,28,01,01,2010,2,65,2,122,1,1,018,88,1,123,20,2,,,,88,8888,1,0025000,4,1,080,2,010,3,010,,,2,,2,,000814.2031,1
03,225201033251603540001541603100200140121,01,01,1,41,03,05,2011,2,04,2,714,1,1,010,24,1,714,48,2,,,,05,2013,1,0024000,1,1,090,,,3,010,,,1,0020000,2,,000647.3461,1
03,423103033262003540001541603200200050106,03,03,1,33,01,10,2010,1,04,2,832,1,1,015,24,1,832,11,2,,,,10,2012,1,0048000,4,1,090,,,3,010,,,2,,2,,000773.2507,1
03,423103033262003540001541603200200150303,03,03,1,31,02,01,2011,1,63,2,421,1,1,094,88,1,421,36,2,,,,88,8888,1,0120000,1,1,080,2,010,3,010,,,2,,2,,000773.2507,1
03,121205033281603540001541603600300010049,01,01,1,46,02,09,2011,4,04,2,832,1,1,081,24,1,516,48,2,,,,09,2013,2,,,,,,,,,,,2,,2,,000636.3957,1
03,121205033281603540001541603600300070341,02,03,1,45,03,03,2011,2,05,2,131,1,1,094,12,1,421,55,2,,,,03,2012,1,0090000,1,1,080,2,010,3,010,,,2,,2,,000636.3957,1
03,221103033291603540001541603700300040132,01,01,1,44,03,09,2011,2,65,2,215,1,1,093,12,1,215,30,2,,,,09,2012,1,0250000,4,1,080,2,010,3,010,,,1,0100000,2,,000597.2773,1
03,424202033452003540001541801100200010032,09,08,2,37,02,04,2009,3,63,2,513,1,1,094,24,1,330,48,1,04,2011,2,,,1,0021000,5,1,100,,,,,,,1,0000000,1,0007000,000631.9417,1
03,424202033452003540001541801100200130286,03,03,1,31,01,10,2009,1,04,1,724,1,1,094,88,1,829,23,2,,,,88,8888,1,0120000,5,1,070,2,020,3,010,,,2,,2,,000766.6338,1
03,224211033651603540001542000400200040102,05,05,1,26,02,07,2010,2,04,1,023,1,1,036,24,1,712,60,2,,,,07,2012,1,0150000,4,1,050,,,3,050,,,2,,1,0002500,000766.6338,1
03,224211033651603540001542000400200110272,02,02,1,49,01,12,2008,2,02,2,712,1,1,036,36,1,712,33,2,,,,12,2011,1,0060000,4,1,100,,,,,,,2,,2,,000556.1762,1
03,224211033651603540001542000400200150366,02,02,2,36,02,09,2010,2,04,2,832,1,1,094,09,1,915,33,1,06,2011,2,,,1,0016000,5,1,100,,,,,,,1,0021000,1,0005000,000631.9417,1
03,224211033651603540001542000400200160391,03,05,1,38,02,06,2009,2,03,2,712,1,1,036,36,1,712,24,2,,,,06,2012,1,0090000,4,1,100,,,,,,,2,,2,,000632.3755,1
03,422207033712003540001542100600300050156,01,01,1,65,01,04,2007,2,04,2,743,1,1,081,88,1,832,53,2,,,,88,8888,1,0050000,4,1,100,,,,,,,2,,1,0024000,000626.6006,1
03,322104033742003540001542201000000080210,03,03,2,38,01,09,2011,1,04,2,512,1,1,078,24,1,421,00,2,,,,09,2013,2,,,,,,,,,,,2,,2,,000639.1307,1
03,322217033992003690001690303100000020029,02,02,2,34,01,04,2010,2,63,2,021,1,1,039,24,1,913,17,2,,,,04,2012,1,0003000,1,1,100,,,,,,,2,,2,,000882.3879,1
03,322217033992003690001690303100000050087,04,05,1,29,01,02,2011,2,68,2,611,1,2,035,06,1,834,06,1,08,2011,2,,,1,0067275,1,1,060,,,3,040,,,1,0030000,1,0026000,000850.5037,1
03,322217033992003690001690303100000140255,01,01,1,33,03,05,2011,2,68,2,833,1,2,052,07,1,933,21,2,,,,12,2011,1,0032574,1,1,080,,,3,020,,,2,,2,,000850.5037,1
03,221114034051603690001690304400000088001,04,04,2,36,01,06,2009,2,04,2,913,1,1,051,30,1,913,27,2,,,,12,2011,1,0185000,5,1,100,,,,,,,2,,2,,000597.9044,1
03,221114034051603690001690304400000148002,01,01,1,39,01,06,2009,2,03,2,931,1,1,081,30,1,712,27,2,,,,12,2011,1,0066000,4,1,100,,,,,,,2,,2,,000598.3149,1
03,410007034112003690001690400100200050262,03,03,2,22,01,02,2010,1,04,1,522,1,1,094,24,1,932,19,2,,,,02,2012,1,0024000,5,1,100,,,,,,,2,,2,,000657.6807,1
03,410007034112003690001690400100200050262,07,03,1,30,03,06,2010,2,02,2,921,1,1,081,16,1,913,39,2,,,,10,2011,1,0048000,5,1,100,,,,,,,2,,2,,000753.8523,1
03,323235034142003690001690400500200160289,03,04,1,30,02,01,2011,1,05,2,931,1,1,094,23,1,712,37,2,,,,12,2012,1,0048000,1,1,100,,,,,,,2,,2,,000931.6419,1
03,323235034142003690001690400500200180332,02,03,2,28,02,05,2009,1,05,1,412,1,1,081,34,1,515,53,2,,,,03,2012,1,0030000,4,1,100,,,,,,,2,,2,,000966.5678,1
03,222132034461603690001690502900000018002,02,03,1,27,01,11,2010,1,04,2,832,1,1,081,24,1,832,10,2,,,,11,2012,1,0060000,1,1,100,,,,,,,2,,2,,000727.8574,1
03,222132034461603690001690502900000018002,04,03,1,32,01,05,2011,2,03,2,419,1,1,078,12,1,413,04,2,,,,05,2012,1,0050000,1,1,100,,,,,,,2,,2,,000727.8574,1
03,222132034461603690001690502900000030052,01,01,1,42,01,02,2009,2,05,2,732,1,1,018,34,1,732,31,2,,,,12,2011,1,0150000,4,1,100,,,,,,,2,,2,,000600.3900,1
03,222132034461603690001690502900000150255,02,02,2,37,01,03,2010,2,04,2,913,1,1,039,24,1,913,18,2,,,,03,2012,1,0042000,1,1,100,,,,,,,2,,2,,000599.9781,1
03,121230034341603690001690503300100050089,01,01,1,45,03,02,2010,2,04,1,832,1,1,094,19,1,832,57,1,09,2011,2,,,1,0200000,5,1,083,2,017,,,,,1,0140000,1,0127000,000526.8281,1
03,121230034341603690001690503300100090161,01,01,1,49,02,05,2010,2,04,2,712,1,1,094,21,1,712,56,2,,,,02,2012,1,0090000,5,1,075,2,025,,,,,2,,2,,000526.8281,1
03,121230034341603690001690503300100100177,05,03,1,34,01,10,2008,2,63,2,422,1,1,021,88,1,516,35,2,,,,88,8888,1,0030000,1,1,098,,,3,002,,,2,,1,0003500,000726.1803,1
03,422338034542003690001690601100000150487,04,03,2,38,02,09,2010,2,61,2,911,1,1,078,18,1,913,54,2,,,,03,2012,1,0054000,5,1,090,,,3,010,,,2,,2,,000596.1764,1
03,122307035091603690001690902100000020036,03,08,1,37,04,04,2011,2,04,1,213,1,2,096,09,1,512,36,2,,,,01,2012,1,0060000,1,1,075,,,3,025,,,2,,2,,000596.5856,1
03,122307035091603690001690902100000020036,06,04,1,41,01,11,2006,2,05,2,832,2,1,095,88,1,733,58,2,,,,88,8888,1,0030000,1,1,100,,,,,,,2,,2,,000596.5856,1
03,122307035091603690001690902100000110222,04,03,1,29,03,07,2011,1,64,2,094,1,1,081,09,1,213,27,2,,,,04,2012,1,0024000,1,1,100,,,,,,,1,0050000,2,,000723.2454,1
03,122307035091603690001690902100000128001,01,01,1,33,03,06,2010,2,65,2,215,1,1,081,18,1,215,39,2,,,,12,2011,1,0195000,1,1,100,,,,,,,2,,2,,000723.2454,1
03,122307035091603690001690902100000140282,03,03,1,39,04,12,2010,2,05,1,094,1,2,082,08,1,723,44,1,08,2011,2,,,1,0080000,1,1,100,,,,,,,1,0030000,2,,000596.5856,1
03,122307035091603690001690902100000170338,02,02,2,46,03,06,2011,2,05,2,094,1,1,039,12,1,913,54,2,,,,06,2012,1,0020000,5,1,100,,,,,,,1,0010000,2,,000510.3231,1
03,122307035091603690001690902200000010195,06,02,1,69,01,02,2009,2,61,2,234,1,1,047,88,1,513,31,2,,,,88,8888,1,0087000,1,1,085,,,3,015,,,2,,2,,000500.4102,1
03,122307035091603690001690902200000010195,07,03,2,39,01,07,2011,1,67,2,233,1,1,047,36,1,513,02,2,,,,07,2014,1,0042000,1,,,2,100,,,,,1,0150000,1,0027000,000596.1764,1
03,423225035162003690001691002100100020026,01,01,1,35,02,01,2011,2,04,1,931,1,1,081,23,1,931,46,2,,,,12,2012,1,0119000,5,1,100,,,,,,,2,,2,,000654.7641,1
03,423225035162003690001691002100100070125,02,02,2,32,01,11,2010,2,04,2,913,1,1,054,24,1,913,10,2,,,,11,2012,2,,,,,,,,,,,2,,2,,000823.5331,1
03,423225035162003690001691002100100140265,01,01,1,38,01,01,2010,2,02,2,611,1,1,094,24,1,921,20,2,,,,01,2012,1,0045000,5,1,100,,,,,,,2,,2,,000654.7641,1
03,322123035182003690001691002400300120353,02,03,2,35,01,09,2008,1,05,2,341,1,1,051,36,1,913,36,1,09,2011,3,,,2,,,,,,,,,,,2,,2,,000646.1302,1
03,422115035312003690001691100400200050114,09,08,2,41,01,06,2007,4,04,2,522,1,1,103,66,1,913,51,2,,,,12,2012,1,0060000,5,1,100,,,,,,,2,,2,,000599.9781,1
03,422115035312003690001691100400200060139,03,03,2,46,01,07,2011,2,63,2,422,1,1,096,24,1,411,02,2,,,,07,2013,1,0020000,1,1,100,,,,,,,2,,2,,000513.5773,1
03,423126035452003690001691401400000010002,02,02,2,36,01,05,2009,2,05,1,515,1,1,082,31,1,513,28,2,,,,12,2011,1,0050000,5,1,100,,,,,,,2,,2,,000648.7781,1
03,423126035452003690001691401400000080113,02,02,2,52,03,03,2011,2,04,2,021,1,1,039,24,1,913,57,2,,,,03,2013,1,0108000,5,1,100,,,,,,,2,,2,,000555.3499,1
03,421203035682003690001691601200200020049,01,01,1,51,06,03,2011,2,03,2,931,1,1,081,12,1,811,56,2,,,,03,2012,1,0195000,5,1,100,,,,,,,2,,2,,000592.6816,1
03,421203035682003690001691601200200020049,03,03,1,25,02,10,2008,1,05,1,422,1,1,094,30,1,414,35,1,04,2011,1,,,1,0074000,5,1,100,,,,,,,1,0000000,2,,000816.9529,1
03,123104036151603690001691604200000090235,01,01,1,51,05,05,2010,2,02,2,712,1,1,084,16,1,712,48,1,09,2011,2,,,1,0075000,1,1,100,,,,,,,1,0021000,1,0007130,000566.3707,1
03,421108035802003690001691605200400110235,10,03,1,24,01,05,2011,1,05,2,522,1,1,081,13,1,512,04,2,,,,06,2012,1,0012000,1,1,090,,,3,010,,,2,,2,,000670.4315,1
03,321210035852003690001691606700200170481,05,06,2,23,06,10,2009,1,04,2,021,2,1,039,88,1,347,21,2,,,,88,8888,2,,,,,,,,,,,1,0050000,1,0015000,000712.7313,1
