REG,HHID,Q1_LNO,Q2_REL,Q3_SEX,Q4_AGE,Q5_TMSLEFT,Q6M_DTLEFT,Q6Y_DTLEFT,Q7_MSTAT,Q8_HGRADE,Q8A_VOC,Q9USOCC,Q10_REASON,Q11_BASE,Q12_CTRY,Q13_STAY,Q14_INDWORK,Q15OCC,Q16_NOMONTH,Q17_RET,Q18M_DTRET,Q18Y_DTRET,Q19_REASON,Q20M_DTEXP,Q20Y_DTEXP,Q21_CASHREM,Q22_CASHAMT,Q23_MODE,Q241C_CONSUM,Q241P_CONSUM,Q242C_INVEST,Q242P_INVEST,Q243C_SAVINGS,Q243P_SAVINGS,Q244C_OTHERS,Q244P_OTHERS,Q25_RET6MOS,Q26_CASHHOME,Q27_INKIND,Q28_KINDAMT,SWGT,P6M_IND
07,322003097122007220001223000700100220185,05,08,2,26,01,10,2009,1,04,1,931,1,1,078,28,1,724,23,2,,,,02,2012,1,0050000,5,1,080,,,3,020,,,2,,2,,000917.5401,1
07,322003097122007220001223000700100248004,01,01,1,36,02,07,2011,2,68,2,832,1,2,082,09,1,834,20,2,,,,04,2012,1,0060000,1,1,050,,,3,050,,,2,,2,,000725.1864,1
07,422009097282007220001223000800000240465,14,03,2,43,01,04,2008,2,67,2,223,2,1,104,88,1,223,41,2,,,,88,8888,1,0050000,1,1,097,,,3,003,,,2,,2,,000509.7129,1
07,122005097191607220001223001500700020035,03,03,1,25,01,03,2011,1,65,2,422,1,1,081,24,1,311,06,2,,,,03,2013,1,0002000,1,1,100,,,,,,,2,,2,,000614.6917,1
07,122005097191607220001223001500700250434,04,05,1,34,02,08,2011,2,05,2,932,1,2,082,12,1,834,13,2,,,,08,2012,1,0010000,1,1,100,,,,,,,2,,2,,000614.6917,1
07,321003097212007220001223001700400110220,03,03,2,25,01,02,2011,1,67,2,223,1,1,081,24,1,223,07,2,,,,02,2013,1,0040000,1,1,050,2,050,,,,,2,,2,,000643.6770,1
07,421009097252007220001223002100600238005,01,01,1,35,01,02,2011,2,64,2,342,1,1,081,24,1,123,07,2,,,,02,2013,1,0150000,1,1,070,,,3,030,,,2,,2,,000794.5056,1
07,322121097452007220001223201500100130694,02,02,1,52,04,12,2010,2,65,2,023,1,2,124,12,1,834,40,2,,,,12,2011,1,0072000,1,1,080,,,3,020,,,1,0060000,1,0007000,000477.2640,1
07,121307097611607220001223301000000050104,01,01,1,61,07,06,2011,2,68,2,411,1,2,096,05,1,314,35,2,,,,11,2011,1,0132000,2,1,050,,,3,050,,,2,,2,,000454.8076,1
07,422310097632007220001223401400200060114,03,03,1,28,01,01,2010,2,04,1,824,1,1,078,18,1,742,18,1,07,2011,2,,,2,,,,,,,,,,,1,0000000,2,,000617.5660,1
07,322214097692007220001223401500100030059,02,02,2,38,02,03,2011,2,67,2,223,1,1,081,24,1,223,30,2,,,,03,2013,1,0070000,1,1,050,,,3,050,,,2,,2,,000509.3724,1
07,322214097692007220001223401500100130273,03,03,2,25,01,07,2010,1,05,2,512,1,1,010,23,1,913,14,2,,,,06,2012,1,0020000,1,1,100,,,,,,,2,,2,,000641.1058,1
07,226316097841607220001223500600000160159,04,03,1,23,01,02,2010,1,04,2,921,1,2,089,36,1,643,19,2,,,,02,2013,1,0060000,5,1,100,,,,,,,2,,2,,000517.6926,1
07,222225097941607220001223701800000040080,03,03,1,26,03,06,2011,1,04,1,931,1,1,027,24,1,724,28,2,,,,06,2013,1,0040000,1,1,100,,,,,,,1,0000000,2,,000614.2811,1
07,224305098131607220001223901200000030081,03,03,2,26,01,12,2010,1,04,2,512,1,1,089,24,1,827,09,2,,,,12,2012,1,0005000,5,1,099,,,3,001,,,2,,2,,000685.6746,1
07,224305098131607220001223901200000100266,03,03,2,30,03,01,2009,1,04,2,023,1,1,094,35,1,414,60,2,,,,12,2011,1,0120000,5,1,090,,,3,010,,,2,,1,0004000,000685.6746,1
07,224305098131607220001223901200000100266,06,03,1,29,02,03,2009,2,66,2,023,1,1,078,36,1,721,32,2,,,,03,2012,1,0072000,5,1,099,,,3,001,,,2,,2,,000656.9851,1
07,224110098271607220001224101400200080124,02,02,1,36,04,06,2011,2,68,2,023,1,2,052,09,1,834,36,2,,,,03,2012,1,0072000,1,1,090,,,3,010,,,2,,2,,000508.3974,1
07,224110098271607220001224101400200148003,01,01,1,38,01,07,2009,2,04,1,832,1,1,081,29,1,832,26,2,,,,12,2011,1,0078000,1,1,055,2,005,3,040,,,2,,2,,000508.3974,1
07,224110098271607220001224101400200160237,02,03,1,40,05,04,2011,3,65,2,311,1,1,090,03,1,311,30,1,07,2011,2,,,1,0600000,1,1,035,,,3,065,,,1,0500000,2,,000508.3974,1
07,225232098401607220001224200400200090270,03,05,1,40,03,11,2010,2,04,2,723,1,1,081,12,1,723,36,2,,,,11,2011,1,0150000,5,1,020,,,3,080,,,2,,2,,000510.4297,1
07,324231098462007220001224302000100140108,02,03,2,27,02,08,2011,2,05,2,914,1,1,078,24,1,914,24,2,,,,08,2013,1,0010000,2,1,090,,,3,010,,,2,,2,,000690.1132,1
07,325321098722007220001224602500000150369,06,03,2,32,02,05,2007,1,05,2,743,1,1,089,75,1,827,52,2,,,,08,2013,1,0063000,4,1,040,2,040,3,020,,,2,,1,0013300,000642.3914,1
07,221214099011607220001225000100200010027,01,01,1,47,04,05,2011,2,65,2,122,1,2,082,10,1,314,26,2,,,,03,2012,1,0160000,1,1,050,,,3,050,,,2,,2,,000446.5413,1
07,221214099011607220001225000100200030085,01,01,1,32,02,11,2010,2,05,1,832,1,1,081,37,1,315,48,2,,,,12,2013,1,0090000,1,1,070,,,3,030,,,2,,2,,000615.5129,1
07,221214099011607220001225000100200130400,06,05,2,31,02,05,2011,2,04,2,911,1,1,047,36,1,913,45,2,,,,05,2014,1,0090000,1,1,100,,,,,,,2,,2,,000642.3914,1
07,221214099011607220001225000100200140434,04,03,2,38,02,05,2009,2,67,2,222,1,1,096,88,1,222,48,2,,,,88,8888,1,0120000,1,1,100,,,,,,,2,,1,0020000,000510.3939,1
07,221214099011607220001225000100200180560,01,01,1,38,01,09,2008,4,04,1,512,1,1,018,41,1,512,36,2,,,,02,2012,1,0090000,1,1,100,,,,,,,2,,2,,000507.7200,1
07,422219099042007220001225000400200190498,01,01,1,39,01,12,2009,2,04,2,733,1,1,081,24,1,832,21,2,,,,12,2011,1,0064000,1,1,050,,,3,050,,,2,,2,,000541.1598,1
07,422219099042007220001225000400200230111,03,03,2,21,01,07,2011,1,67,2,023,1,1,096,24,1,232,02,2,,,,07,2013,1,0040000,1,1,050,2,050,,,,,2,,2,,000575.7665,1
07,422219099042007220001225000400200230111,04,03,1,20,01,09,2011,1,68,2,023,1,2,042,06,1,834,00,2,,,,03,2012,2,,,,,,,,,,,2,,2,,000522.7477,1
07,422219099042007220001225000400200240128,02,03,1,29,01,01,2011,1,68,2,311,1,1,082,24,1,311,08,2,,,,01,2013,1,0075000,1,1,050,,,3,050,,,2,,2,,000656.0522,1
07,422219099042007220001225000400200288003,01,01,2,36,01,03,2011,2,05,2,131,1,1,082,12,1,414,06,2,,,,03,2012,1,0050000,1,1,050,2,050,,,,,2,,2,,000544.0098,1
07,422219099042007220001225000400200288003,02,02,1,41,03,06,2011,2,65,2,832,1,1,082,24,1,215,39,2,,,,06,2013,1,0040000,1,1,050,,,3,050,,,2,,2,,000541.1598,1
07,421316099122007220001225001300100038001,01,01,1,33,04,02,2011,2,68,2,023,1,2,052,09,1,834,36,2,,,,11,2011,1,0090000,2,1,050,,,3,050,,,2,,2,,000649.2747,1
07,421316099122007220001225001300100050132,03,03,2,25,01,04,2011,1,04,2,315,1,1,081,23,1,913,05,2,,,,03,2013,1,0012000,5,1,095,,,3,005,,,2,,2,,000677.6275,1
07,421316099122007220001225001300100120321,05,03,2,23,01,05,2011,1,05,1,315,1,1,089,23,1,315,04,2,,,,04,2013,1,0014000,1,1,095,,,3,005,,,2,,2,,000569.8185,1
07,421316099122007220001225001300100150405,06,05,1,30,03,05,2011,2,05,1,931,1,1,081,18,1,721,54,2,,,,11,2012,1,0090000,1,1,030,,,3,070,,,2,,2,,000649.2747,1
07,421316099122007220001225001300100170457,01,01,1,51,09,07,2011,2,68,2,642,1,2,066,05,1,834,54,2,,,,12,2011,1,0120000,2,1,030,,,3,070,,,2,,2,,000471.0348,1
07,421316099122007220001225001300100170457,04,03,1,24,03,07,2011,1,68,2,023,1,2,066,06,1,834,27,2,,,,01,2012,1,0240000,2,1,010,2,040,3,050,,,2,,2,,000517.3473,1
07,421316099122007220001225001300100230614,05,05,1,27,01,03,2011,2,05,2,724,1,1,094,11,1,724,06,2,,,,02,2012,1,0030000,1,,,2,090,3,010,,,2,,2,,000649.2747,1
07,321112099132007220001225001400300040086,05,02,1,52,03,04,2010,2,65,2,143,1,1,081,20,1,215,16,2,,,,12,2011,1,0150000,1,1,075,2,020,3,005,,,2,,2,,000446.8392,1
07,321112099132007220001225001400300160413,02,02,1,40,02,08,2010,2,68,2,023,1,2,082,23,1,834,60,2,,,,07,2012,1,0180000,1,1,070,2,020,3,010,,,2,,2,,000508.0587,1
07,121109099191607220001225002200100010016,01,01,1,55,05,05,2011,2,68,2,913,1,2,066,06,1,834,28,2,,,,11,2011,1,0090000,2,1,050,2,050,,,,,2,,2,,000420.3829,1
07,121109099191607220001225002200100060086,02,02,1,45,04,05,2011,2,68,2,913,1,2,052,06,1,834,22,2,,,,11,2011,1,0075000,2,1,050,,,3,050,,,2,,2,,000446.8392,1
07,121109099191607220001225002200100060086,03,03,1,26,03,12,2010,2,68,2,913,1,2,052,10,1,834,29,2,,,,10,2011,1,0200000,2,1,050,2,050,,,,,2,,2,,000615.9235,1
07,121109099191607220001225002200100090210,02,03,2,26,01,11,2009,1,67,2,223,1,1,096,24,1,223,22,2,,,,11,2011,1,0200000,1,1,050,,,3,050,,,2,,2,,000642.8199,1
07,121109099191607220001225002200100090210,03,03,1,25,01,05,2010,1,67,2,223,1,1,096,24,1,223,16,2,,,,05,2012,1,0135000,1,1,100,,,,,,,2,,2,,000615.9235,1
07,121109099191607220001225002200100098003,01,01,1,52,01,02,2010,2,65,2,311,1,1,103,24,1,913,19,2,,,,02,2012,1,0065000,1,1,100,,,,,,,2,,2,,000446.8392,1
07,121109099191607220001225002200100098003,02,02,2,51,01,04,2010,2,67,1,222,1,1,090,23,1,222,17,2,,,,03,2012,1,0078000,5,1,100,,,,,,,2,,2,,000437.1853,1
07,323104099482007220001225100700100080160,01,01,1,55,06,02,2010,2,68,2,931,1,2,052,88,1,834,54,2,,,,88,8888,1,0078000,1,1,100,,,,,,,2,,2,,000446.6569,1
07,323104099482007220001225100700100180360,06,03,1,27,01,04,2010,1,05,1,832,1,1,081,25,1,834,17,2,,,,05,2012,1,0024000,1,1,050,2,050,,,,,2,,2,,000654.4188,1
07,124203099451607220001225100900200070125,01,01,1,44,02,05,2009,2,01,2,721,1,1,128,25,1,721,50,1,06,2011,2,,,1,0023000,1,1,030,2,070,,,,,1,0060000,2,,000543.0132,1
07,124203099451607220001225100900200110185,01,01,1,29,03,10,2009,2,01,2,832,1,1,094,24,1,832,36,2,,,,10,2011,1,0052000,1,1,070,,,3,030,,,2,,2,,000658.2991,1
07,423204099312007220001225101100100180250,04,03,1,26,01,08,2011,1,68,2,023,1,2,014,06,1,834,01,2,,,,02,2012,1,0040000,1,1,050,,,3,050,,,2,,2,,000614.2811,1
07,122206099291607220001225101500200010008,02,05,1,37,01,02,2008,2,65,2,724,2,1,081,48,1,215,43,2,,,,02,2012,1,0240000,1,1,050,2,050,,,,,2,,1,0035000,000548.9293,1
07,122206099291607220001225101500200030049,01,01,1,44,05,07,2011,2,65,2,023,1,2,035,12,1,834,45,2,,,,07,2012,1,0260000,1,1,030,2,030,3,040,,,1,0400000,1,0050000,000548.9293,1
07,122206099291607220001225101500200050085,01,01,1,42,02,07,2010,2,04,2,833,1,1,078,23,1,833,51,2,,,,06,2012,1,0100000,5,1,080,,,3,020,,,2,,2,,000548.9293,1
07,122206099291607220001225101500200110199,01,01,1,38,04,12,2010,2,65,2,523,1,2,050,24,1,834,43,2,,,,12,2012,1,0150000,1,1,100,,,,,,,2,,2,,000548.9293,1
07,122206099291607220001225101500200150265,03,03,2,26,01,04,2008,1,63,2,144,1,1,057,37,1,121,37,1,05,2011,2,,,2,,,,,,,,,,,1,0000000,2,,000694.5313,1
07,124120099651607220001225205400000090109,01,01,1,41,01,11,2009,2,64,1,721,1,1,051,25,1,721,22,2,,,,12,2011,1,0060000,1,1,065,2,015,3,020,,,2,,1,0004200,000536.6417,1
07,124120099651607220001225205400000100122,03,03,2,37,04,01,2011,1,67,2,223,1,1,096,88,1,223,36,2,,,,88,8888,1,0144000,1,1,075,2,025,,,,,2,,2,,000539.4679,1
07,124120099651607220001225205400000110134,03,03,2,35,02,06,2011,1,67,2,223,1,1,082,04,1,223,06,2,,,,10,2011,1,0060000,1,1,025,2,075,,,,,2,,1,0015000,000539.4679,1
07,221213099921607460001460300600000100152,03,03,1,26,03,07,2011,1,68,2,023,1,2,039,08,1,834,24,2,,,,03,2012,1,0038700,1,1,020,2,080,,,,,2,,2,,000616.7448,1
07,221104099951607460001460400200400120273,03,03,2,25,01,08,2010,1,67,2,223,1,1,082,13,1,223,13,1,09,2011,2,,,1,0050000,1,1,100,,,,,,,1,0020000,2,,000694.2455,1
07,422102100062007460001460403200000198002,01,01,1,40,03,12,2010,2,68,2,023,1,2,052,09,1,834,30,1,09,2011,2,,,1,0090000,2,1,080,,,3,020,,,1,0100000,2,,000535.1552,1
07,222313100371607460001460701100000030062,02,03,2,48,02,03,2011,1,63,2,131,1,1,057,25,1,913,06,2,,,,04,2013,1,0025000,5,1,100,,,,,,,2,,2,,000437.1853,1
07,222313100371607460001460701100000030062,03,03,2,40,01,09,2011,1,63,2,023,1,1,057,24,1,913,00,2,,,,09,2013,2,,,,,,,,,,,2,,2,,000510.7344,1
07,321117100582007460001461000900100058007,01,01,1,33,05,10,2010,2,68,2,714,1,2,074,12,1,834,46,2,,,,10,2011,1,0060000,1,1,060,,,3,040,,,2,,1,0005000,000615.9235,1
07,121207100661607460001461001900000010015,02,03,2,32,01,05,2011,1,67,2,223,1,1,104,88,1,513,04,2,,,,88,8888,1,0020000,1,1,100,,,,,,,2,,2,,000643.6770,1
07,121207100661607460001461001900000020049,03,03,1,25,04,10,2010,1,68,2,023,1,2,095,11,1,834,39,1,09,2011,2,,,1,0060000,1,1,085,2,010,3,005,,,1,0050000,2,,000616.7448,1
07,121207100661607460001461001900000060193,02,02,2,38,03,05,2010,2,03,2,523,1,1,039,24,1,513,36,2,,,,05,2012,1,0018000,1,1,050,,,3,050,,,2,,2,,000511.4154,1
07,323117100862007460001461100800100050073,03,05,1,28,02,04,2011,2,63,1,832,1,1,071,14,1,931,05,2,,,,06,2012,1,0012000,3,1,100,,,,,,,2,,2,,000686.5337,1
07,423317101032007460001461302100000160226,03,03,2,28,01,02,2008,1,05,1,523,1,1,051,58,1,913,43,2,,,,12,2012,1,0004000,5,1,100,,,,,,,2,,2,,000643.2485,1
07,321228101252007460001461402800200100178,08,05,2,31,01,03,2011,2,64,2,023,1,1,054,36,1,913,06,2,,,,03,2014,1,0032000,5,1,090,,,3,010,,,2,,2,,000643.6770,1
07,321228101252007460001461402800200140258,03,03,2,28,02,08,2010,1,04,2,023,1,1,039,20,1,913,36,2,,,,04,2012,1,0028000,5,1,050,2,050,,,,,2,,2,,000643.6770,1
07,123111101451607460001461802000100040073,13,03,2,37,02,06,2011,2,03,2,512,1,1,039,24,1,913,48,2,,,,06,2013,2,,,,,,,,,,,2,,2,,000546.8507,1
07,123223101591607460001461900700100110214,04,05,1,26,01,03,2011,2,68,2,023,1,2,028,09,1,834,06,2,,,,12,2011,2,,,,,,,,,,,2,,2,,000615.5129,1
07,123223101591607460001461900700100150290,03,03,1,36,02,09,2011,1,05,2,921,1,1,078,27,1,931,21,2,,,,12,2013,1,0030000,1,1,050,,,3,025,4,025,2,,1,0030500,000507.7200,1
07,121124101891607460001462100800000030059,07,03,1,31,02,06,2010,1,64,2,721,1,1,081,22,1,721,16,2,,,,04,2012,1,0007000,5,1,080,2,020,,,,,2,,2,,000615.9235,1
07,121124101891607460001462100800000050106,03,03,2,27,02,09,2009,2,05,1,723,1,1,081,34,1,723,10,2,,,,07,2012,1,0030000,1,1,075,2,025,,,,,2,,2,,000642.8199,1
07,121124101891607460001462100800000070153,01,01,1,49,03,03,2011,2,65,2,413,1,1,081,13,1,723,20,2,,,,04,2012,1,0045000,1,1,060,2,030,3,010,,,1,0045000,2,,000446.8392,1
07,121124101891607460001462100800000170390,01,01,1,39,03,01,2011,2,05,1,827,1,1,081,10,1,311,20,2,,,,11,2011,1,0096000,5,1,080,2,020,,,,,2,,2,,000508.0587,1
07,121124101891607460001462100800000190436,03,03,1,27,01,02,2011,1,65,2,023,1,2,021,08,1,723,07,2,,,,10,2011,1,0015000,1,1,080,2,020,,,,,1,0065000,2,,000615.9235,1
07,421219101922007460001462101200000040067,04,03,2,27,01,03,2011,1,67,2,023,4,1,095,18,1,513,06,2,,,,02,2012,2,,,,,,,,,,,2,,2,,000643.6770,1
07,421219101922007460001462101200000040067,03,03,2,30,01,09,2011,1,64,2,522,1,1,039,24,1,913,00,2,,,,09,2013,2,,,,,,,,,,,2,,2,,000643.6770,1
07,421219101922007460001462101200000110185,01,01,2,53,02,08,2008,2,63,2,421,2,1,096,88,1,412,50,2,,,,88,8888,1,0060000,1,1,100,,,,,,,2,,2,,000437.7682,1
07,322119101972007460001462202200000038001,07,03,2,33,01,02,2011,1,05,2,414,1,1,089,25,1,913,07,2,,,,03,2013,1,0022000,5,1,050,,,3,050,,,2,,2,,000681.0866,1
07,322119101972007460001462202200000060127,04,05,2,30,01,06,2010,2,03,2,523,1,1,039,24,1,913,15,2,,,,06,2012,1,0018000,5,1,100,,,,,,,2,,1,0012000,000681.0866,1
07,322119101972007460001462202200000060127,13,03,2,45,01,04,2011,1,05,2,023,1,1,018,37,1,913,05,2,,,,05,2014,1,0028000,5,1,100,,,,,,,2,,2,,000463.2107,1
07,221024102391607610001610501000000060050,03,03,1,27,01,02,2007,1,05,1,513,1,1,057,70,1,422,55,2,,,,12,2012,1,0103000,5,1,033,2,067,,,,,2,,2,,000618.7979,1
07,221024102391607610001610501000000080071,02,03,1,35,01,07,2010,2,05,2,931,1,1,094,17,1,422,14,2,,,,12,2011,1,0060000,5,1,095,2,005,,,,,2,,2,,000510.4297,1
07,221024102391607610001610501000000190178,02,02,1,50,02,02,2010,2,65,2,023,1,2,089,36,1,816,37,2,,,,02,2013,1,0149000,5,1,100,,,,,,,2,,2,,000448.9245,1
07,321010102422007610001610602900000040053,10,05,1,32,03,01,2011,2,65,2,023,1,1,081,19,1,931,54,2,,,,08,2012,1,0060000,5,1,050,2,010,3,040,,,2,,2,,000618.7979,1
07,321010102422007610001610602900000140214,08,03,2,31,03,01,2010,1,68,1,021,1,1,082,47,1,913,40,2,,,,12,2013,2,,,,,,,,,,,1,0050000,1,0045000,000645.8198,1
08,221103102941608260001260201000000040064,06,03,1,36,02,06,2011,1,74,2,023,1,1,099,24,1,143,28,2,,,,06,2013,1,0092000,1,1,046,2,054,,,,,1,0042000,1,0004000,000430.0453,1
08,221103102941608260001260201000000148001,02,02,2,33,02,04,2011,2,05,2,023,1,1,039,24,1,513,58,2,,,,04,2013,1,0037000,5,1,100,,,,,,,1,0040000,1,0008000,000535.8178,1
08,321117103172008260001260403600000040053,02,03,2,31,02,09,2011,1,67,2,131,1,1,096,24,1,222,48,2,,,,09,2013,1,0210000,5,1,100,,,,,,,1,0084000,1,0030000,000494.6011,1
08,321117103172008260001260403600000160209,06,03,2,33,01,10,2009,4,05,2,915,1,1,094,24,1,913,23,2,,,,10,2011,1,0011000,1,1,100,,,,,,,2,,2,,000494.6011,1
08,322131103492008260001260901400000030031,02,02,2,53,01,04,2010,2,67,2,223,1,1,018,24,1,223,17,2,,,,04,2012,2,,,,,,,,,,,1,0150000,2,,000335.1943,1
08,421226103412008260001260905000100250296,01,01,1,49,02,02,2009,2,05,1,023,1,1,010,36,1,723,48,2,,,,02,2012,1,0056000,5,1,080,2,015,3,005,,,2,,2,,000348.8239,1
08,321205103562008260001261201700000100101,05,03,2,40,01,12,2009,2,04,2,023,2,1,087,88,1,512,50,2,,,,88,8888,1,0008800,1,1,055,2,045,,,,,2,,2,,000418.7997,1
08,321205103562008260001261201700000130133,01,01,2,44,01,01,2009,2,63,2,023,1,1,039,38,1,913,32,2,,,,03,2012,1,0048000,5,1,100,,,,,,,2,,2,,000418.7997,1
08,421110103992008260001262201500000040050,04,04,1,45,02,06,2010,1,67,2,223,1,1,096,36,1,223,60,2,,,,06,2013,2,,,,,,,,,,,2,,2,,000349.1318,1
08,323107104172008370001370106300000070161,06,03,1,22,02,04,2011,1,68,2,911,1,2,063,06,1,834,14,2,,,,10,2011,1,0045000,1,1,080,2,020,,,,,2,,2,,000382.1062,1
08,323107104172008370001370106300000210467,01,01,1,56,04,08,2010,2,65,2,315,1,1,081,16,1,811,60,2,,,,12,2011,1,0120000,1,1,100,,,,,,,2,,2,,000327.3020,1
08,323107104172008370001370106300000228003,01,01,1,36,05,02,2011,2,68,1,021,1,2,047,08,1,834,40,2,,,,10,2011,1,0180000,1,1,100,,,,,,,2,,2,,000395.5646,1
08,426133104642008370001370702900200040039,02,03,2,25,01,01,2011,1,04,2,513,1,1,094,24,1,913,08,2,,,,01,2013,1,0038000,5,1,070,,,3,030,,,2,,1,0003500,000491.5480,1
08,123130104671608370001370703100200030030,02,02,2,64,03,08,2011,2,04,2,021,2,1,096,36,1,829,01,2,,,,08,2014,2,,,,,,,,,,,1,0030000,1,0003000,000314.0208,1
08,123130104671608370001370703100200150166,01,01,1,49,02,04,2010,2,04,2,094,1,1,078,24,1,932,60,2,,,,04,2012,2,,,,,,,,,,,2,,2,,000347.9003,1
08,123130104671608370001370703100200150166,02,02,2,49,02,05,2011,2,04,2,343,1,1,078,24,1,411,29,2,,,,05,2013,1,0040000,1,1,100,,,,,,,1,0150000,2,,000335.1943,1
08,322229104802008370001370801100000130064,06,03,1,21,02,12,2010,1,04,2,921,1,2,035,12,1,714,38,2,,,,12,2011,1,0066000,1,1,050,2,030,3,020,,,2,,2,,000381.4299,1
08,322229104802008370001370801100000160079,06,03,1,27,01,05,2010,1,04,2,832,1,1,081,24,1,913,16,2,,,,05,2012,1,0028500,5,1,060,2,040,,,,,2,,2,,000478.6973,1
08,323232104922008370001370804400000050064,02,03,2,39,02,01,2010,1,05,2,021,1,1,094,12,1,913,44,1,08,2011,3,,,2,,,,,,,,,,,1,0060000,1,0003000,000392.2782,1
08,323232104922008370001370804400000070098,01,01,1,39,06,03,2011,2,68,2,021,1,2,082,09,1,215,51,2,,,,12,2011,1,0252000,1,1,080,,,3,020,,,2,,1,0033599,000396.2647,1
08,323232104922008370001370804400000170259,03,03,2,35,03,08,2011,1,04,2,023,1,1,094,24,1,913,48,2,,,,08,2013,2,,,,,,,,,,,1,0020000,1,0002000,000392.2782,1
08,323232104922008370001370804400000170259,06,03,2,33,02,05,2011,4,04,2,021,1,1,053,12,1,913,28,2,,,,05,2012,2,,,,,,,,,,,2,,2,,000493.7288,1
08,323232104922008370001370804400000190290,03,03,1,34,02,01,2011,1,64,2,021,1,1,081,12,1,414,32,2,,,,01,2012,1,0060000,1,1,030,2,070,,,,,2,,2,,000480.3948,1
08,326108105092008370001371004100000058002,01,01,1,35,05,07,2010,2,65,1,021,1,2,035,09,1,314,60,2,,,,04,2011,1,0132000,2,1,080,2,020,,,,,1,0000000,2,,000394.5145,1
08,127116105191608370001371304800000100069,01,01,1,57,05,05,2011,2,65,2,131,1,2,094,10,1,215,60,2,,,,03,2012,1,0174000,5,1,055,2,025,3,020,,,2,,2,,000327.8812,1
08,124217105421608370001371500300000028001,01,01,1,34,02,09,2011,2,04,2,512,1,1,081,12,1,512,15,2,,,,09,2012,1,0025800,1,1,050,2,025,3,025,,,1,0030000,2,,000479.1217,1
08,223115105431608370001371503500200020016,09,03,2,28,01,06,2010,1,68,2,911,1,1,053,24,1,512,15,2,,,,06,2012,1,0015000,5,1,100,,,,,,,2,,2,,000492.8564,1
08,227132105611608370001371800800000080071,03,03,1,44,08,03,2011,1,68,2,933,1,2,001,12,1,512,54,2,,,,03,2012,1,0050000,1,1,100,,,,,,,2,,2,,000396.2647,1
08,226124105741608370001371900400000160177,03,03,1,32,02,08,2010,1,68,2,023,1,2,032,11,1,314,33,1,07,2011,2,,,1,0037000,2,1,085,,,3,015,,,1,0150000,2,,000478.2729,1
08,126225105701608370001371902400000078003,01,01,1,31,04,07,2011,2,68,2,094,1,2,052,12,1,314,50,2,,,,07,2012,1,0075000,2,1,090,,,3,010,,,2,,2,,000478.6973,1
08,126225105701608370001371902400000190399,02,03,1,30,02,08,2010,2,65,2,214,1,1,094,12,1,214,36,1,08,2011,2,,,1,0130000,1,1,070,,,3,030,,,1,0150000,1,0025000,000478.6973,1
08,322109105882008370001372101800000170395,03,03,1,19,01,10,2010,1,05,2,023,5,,082,12,1,915,11,2,,,,10,2011,1,0018700,1,1,100,,,,,,,2,,2,,000380.7536,1
08,224106106011608370001372202100000120035,06,06,2,24,01,05,2010,1,62,2,023,1,1,096,88,1,342,16,2,,,,88,8888,2,,,,,,,,,,,2,,2,,000415.5444,1
08,224106106011608370001372202100000200406,02,03,1,22,01,12,2009,1,68,2,023,5,,089,18,1,834,18,1,06,2011,3,,,2,,,,,,,,,,,1,0040000,2,,000383.1206,1
08,326201106242008370001372500800000130137,03,03,2,27,01,06,2010,1,67,2,512,1,1,082,24,1,142,15,2,,,,06,2012,1,0060000,1,1,100,,,,,,,2,,1,0017100,000491.9841,1
08,326201106242008370001372500800000130137,04,03,1,22,01,02,2010,1,67,1,023,1,1,082,24,1,512,19,2,,,,02,2012,1,0060000,1,1,025,2,025,3,050,,,2,,1,0017100,000381.4299,1
08,427108106412008370001372800100000058003,10,03,2,34,02,02,2010,4,05,2,743,1,1,089,24,1,743,54,2,,,,02,2012,1,0006000,5,1,100,,,,,,,2,,1,0010000,000493.7288,1
08,325209106582008370001373001700000060054,01,01,2,44,02,06,2010,2,63,2,021,2,1,094,24,1,422,43,2,,,,06,2012,1,0188000,1,1,080,2,010,3,010,,,2,,2,,000391.9317,1
08,325209106582008370001373001700000070062,06,03,2,42,02,09,2010,3,65,1,094,1,1,018,24,1,513,60,2,,,,09,2012,1,0010000,1,1,085,,,3,015,,,2,,2,,000391.9317,1
08,325209106582008370001373001700000070062,07,03,2,32,02,05,2011,3,05,2,094,1,1,052,24,1,932,44,2,,,,05,2013,1,0030000,1,1,080,2,020,,,,,2,,2,,000493.2926,1
08,325209106582008370001373001700000120104,02,03,2,29,02,03,2011,2,05,2,021,1,1,089,24,1,825,32,2,,,,03,2013,1,0126000,5,1,090,,,3,010,,,2,,2,,000493.2926,1
08,321209106712008370001373301000000040032,01,01,1,46,02,09,2010,2,61,1,311,1,1,078,24,1,311,48,2,,,,09,2012,1,0058000,2,1,090,2,010,,,,,2,,1,0003000,000346.3609,1
08,222214106891608370001373601200000190273,03,03,2,23,01,09,2011,1,68,2,421,1,1,051,24,1,522,00,2,,,,09,2013,2,,,,,,,,,,,2,,2,,000413.7105,1
08,324211106872008370001373601800100160243,04,03,1,30,01,03,2009,2,04,1,723,1,1,094,26,1,723,26,1,05,2011,2,,,2,,,,,,,,,,,1,0020000,2,,000479.1217,1
08,221007106961608370001373805600100160313,02,03,1,30,01,07,2009,2,61,2,144,1,1,094,23,1,522,23,1,06,2011,2,,,1,0017500,5,1,090,2,010,,,,,1,0070000,2,,000478.2729,1
