RREG,HHNUM,RRPL,RSTR,RPSU,RROTATION,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18M_DTRET,RQ18Y_DTRET,RQ19_REASON,RQ20M_DTEXP,RQ20Y_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
01,0357,1,24304,00991,26,10,03,2,31,01,06,2014,4,04,913,1,1,234,24,1,512,15,2,,,,06,2016,1,0029000,5,1,100,,,,,,,,,2,,2,,000567.1228,1
01,0358,4,23110,00987,28,03,03,1,37,01,01,2015,2,06,511,1,1,233,24,1,515,08,2,,,,01,2017,1,0054000,5,1,100,,,,,,,,,2,,2,,000523.5998,1
01,0358,4,23110,00987,28,04,05,2,34,01,01,2014,2,04,023,1,1,211,24,1,913,20,2,,,,01,2016,1,0060000,1,1,100,,,,,,,,,2,,2,,000591.3476,1
01,0359,3,23206,00992,28,03,03,2,28,02,02,2014,1,67,223,1,1,233,24,1,223,43,2,,,,02,2016,1,0030000,1,1,090,,,,,4,010,,,2,,2,,000541.2333,1
01,0360,3,23206,00992,28,03,03,2,32,01,03,2015,1,63,241,1,1,234,36,1,241,06,2,,,,03,2018,1,0120000,1,1,040,2,050,,,4,010,,,2,,2,,000541.2333,1
01,0360,3,23206,00992,28,04,03,2,28,03,01,2014,1,67,223,1,1,211,24,1,513,56,2,,,,01,2016,1,0035000,1,1,060,2,040,,,,,,,2,,2,,000541.2333,1
01,0361,3,23206,00992,28,04,05,2,34,03,07,2015,2,61,234,1,1,211,24,1,330,51,2,,,,07,2017,1,0070000,5,1,090,,,3,010,,,,,2,,2,,000541.2333,1
01,0362,3,23206,00992,28,01,01,1,34,02,06,2013,2,04,131,1,1,214,36,1,816,55,2,,,,06,2016,1,0090000,1,1,035,,,3,035,4,030,,,2,,2,,000514.5951,1
01,0363,3,23206,00992,28,02,02,2,57,02,03,2014,2,06,131,1,1,211,24,1,913,42,2,,,,03,2016,1,0097000,1,1,020,2,030,3,030,4,020,,,2,,2,,000345.1058,1
01,0364,3,23206,00992,28,03,03,2,29,01,11,2013,1,65,223,1,1,211,24,1,513,22,2,,,,11,2015,1,0031000,1,1,080,,,3,020,,,,,2,,2,,000541.2333,1
01,0365,1,23222,01012,26,04,03,2,22,01,02,2015,1,68,023,1,2,222,10,1,512,07,2,,,,12,2015,1,0060000,5,1,090,2,005,3,005,,,,,2,,2,,000583.8726,1
01,0366,1,23222,01012,26,02,02,2,41,02,07,2013,2,04,911,1,1,235,36,1,913,60,2,,,,07,2016,1,0045000,5,1,080,2,010,3,010,,,,,2,,2,,000557.0979,1
01,0367,1,23222,01012,26,04,03,1,39,01,10,2010,2,67,222,1,1,233,36,1,222,36,1,10,2013,2,,,2,,,,,,,,,,,,,2,,2,,000560.7974,2
01,0367,1,23222,01012,26,05,05,2,41,01,06,2015,2,06,021,1,1,235,48,1,513,03,2,,,,06,2019,1,0165000,1,1,050,2,025,3,025,,,,,2,,2,,000557.0979,1
01,0367,1,23222,01012,26,06,03,1,31,01,03,2012,2,64,315,1,1,213,36,1,743,36,1,03,2015,2,,,2,,,,,,,,,,,,,2,,2,,000602.1857,2
01,0368,1,23222,01012,26,02,02,2,46,01,03,2011,2,04,913,1,1,234,24,1,513,24,1,03,2013,2,,,2,,,,,,,,,,,,,2,,2,,000462.3136,2
01,0369,3,22114,01026,28,05,05,1,39,02,10,2014,2,64,522,1,1,235,60,1,513,12,2,,,,10,2019,1,0120000,4,1,100,,,,,,,,,2,,1,0010000,000577.6624,1
01,0370,3,22114,01026,28,03,05,2,48,01,05,2013,2,04,915,2,2,235,36,1,913,28,2,,,,05,2016,1,0078000,1,1,100,,,,,,,,,2,,1,0020000,000476.2168,1
01,0371,1,25222,01010,26,02,02,2,37,01,02,2015,2,04,913,1,1,222,24,1,913,07,2,,,,02,2017,1,0030000,5,1,095,2,005,,,,,,,2,,2,,000508.9091,1
01,0372,3,25117,01033,28,04,03,2,21,01,10,2014,2,68,021,1,1,234,24,1,522,11,2,,,,10,2016,1,0042000,2,1,095,,,3,005,,,,,2,,2,,000478.4562,1
01,0373,3,25117,01033,28,02,02,2,52,05,07,2015,2,04,021,1,1,211,12,1,913,56,2,,,,07,2016,1,0040000,1,1,090,2,008,3,002,,,,,1,0050000,1,0012000,000378.8443,1
01,0374,3,25117,01033,28,01,01,1,37,02,09,2013,2,04,815,1,1,233,36,1,833,49,2,,,,09,2016,1,0060000,5,1,095,,,3,005,,,,,2,,2,,000459.5471,1
01,0375,4,26310,01040,28,04,03,1,37,01,08,2014,4,01,811,1,1,100,12,1,811,12,1,08,2015,2,,,1,0050000,1,1,095,,,,,4,005,,,1,0108000,2,,000479.2269,1
01,0376,4,26310,01040,28,01,01,1,60,02,06,2014,3,02,023,4,,222,00,2,,,1,06,2014,3,,,2,,,,,,,,,,,,,2,,2,,000358.1073,2
01,0376,4,26310,01040,28,03,03,1,38,03,07,2014,2,65,741,1,1,222,24,1,724,51,2,,,,07,2016,2,,,,,,,,,,,,,2,,1,0010000,000479.2269,1
01,0376,4,26310,01040,28,04,05,2,38,01,07,2014,2,61,021,1,1,222,24,1,913,14,2,,,,07,2016,2,,,,,,,,,,,,,2,,2,,000476.0655,1
01,0377,4,26310,01040,28,03,03,2,22,01,05,2015,1,06,911,1,1,234,24,1,913,04,2,,,,05,2017,1,0014000,5,1,100,,,,,,,,,2,,2,,000498.9457,1
01,0378,4,26310,01040,28,03,03,2,24,01,07,2015,1,64,021,1,1,211,24,1,911,02,2,,,,07,2017,2,,,,,,,,,,,,,2,,2,,000498.9457,1
01,0378,4,26310,01040,28,07,05,1,28,01,12,2014,2,04,921,1,1,214,24,1,827,09,2,,,,12,2016,1,0010000,1,1,080,2,020,,,,,,,2,,2,,000514.5951,1
01,0379,4,26310,01040,28,03,05,1,39,01,11,2014,2,04,921,1,1,233,24,1,931,10,2,,,,11,2016,2,,,,,,,,,,,,,2,,2,,000479.2269,1
01,0379,4,26310,01040,28,04,03,2,39,02,07,2013,2,04,913,1,1,231,24,1,913,24,1,07,2015,2,,,1,0020000,5,1,080,,,3,020,,,,,1,0050000,1,0005000,000476.0655,1
01,0380,4,26310,01040,28,02,02,2,38,01,09,2015,2,04,021,1,1,221,24,1,913,00,2,,,,09,2017,2,,,,,,,,,,,,,2,,2,,000476.0655,1
01,0381,4,26310,01040,28,01,01,1,43,05,03,2014,2,06,023,1,1,234,24,1,913,43,2,,,,03,2016,2,,,,,,,,,,,,,2,,2,,000479.2269,1
01,0381,4,26310,01040,28,02,02,2,41,03,06,2014,2,06,021,1,1,234,24,1,913,39,2,,,,06,2016,1,0120000,1,1,055,2,020,3,020,4,005,,,2,,1,0010000,000476.0655,1
01,0382,2,26107,01044,26,01,01,1,55,01,03,2012,2,02,611,1,1,400,60,1,512,42,2,,,,03,2017,1,0060000,5,1,010,2,030,3,010,4,050,,,2,,2,,000358.9224,1
01,0382,2,26107,01044,26,02,02,2,53,01,11,2010,2,04,921,1,1,400,60,1,913,58,2,,,,11,2015,1,0060000,5,1,010,2,030,3,030,4,030,,,2,,1,0065000,000395.9672,1
01,0382,2,26107,01044,26,04,03,2,30,01,03,2012,2,04,913,1,1,400,60,1,913,42,2,,,,03,2017,1,0060000,5,1,060,2,020,3,010,4,010,,,2,,1,0062000,000542.4652,1
01,0383,2,26107,01044,26,02,02,2,48,01,04,2015,2,04,021,1,1,214,36,1,913,05,2,,,,04,2018,1,0050000,5,1,060,2,020,3,010,4,010,,,2,,2,,000395.9672,1
01,0384,2,26107,01044,26,01,01,1,45,02,12,2014,2,04,021,1,1,233,24,1,913,34,2,,,,12,2016,1,0042000,5,1,060,2,020,3,010,4,010,,,2,,2,,000413.8305,1
01,0385,2,26107,01044,26,02,02,2,54,02,07,2015,2,04,021,1,1,211,24,1,913,40,2,,,,07,2017,1,0060000,5,1,050,2,030,3,015,4,005,,,1,0020000,1,0055000,000395.9672,1
01,0386,2,26107,01044,26,03,03,1,30,02,01,2014,1,04,913,1,1,233,24,1,931,45,2,,,,01,2016,1,0060000,5,1,050,2,030,3,010,4,010,,,2,,2,,000515.7664,1
01,0387,2,26107,01044,26,01,01,1,43,04,05,2015,2,06,811,1,1,233,12,1,811,49,2,,,,05,2016,1,0050000,4,1,070,2,010,3,010,4,010,,,1,0030000,1,0042000,000480.3177,1
01,0388,2,26107,01044,26,02,03,2,43,02,01,2013,1,04,913,1,1,211,36,1,913,56,2,,,,01,2016,1,0060000,5,1,050,2,030,3,010,4,010,,,2,,1,0030000,000477.1491,1
01,0389,2,26107,01044,26,08,06,2,26,01,11,2013,1,04,512,1,1,233,24,1,913,22,2,,,,11,2015,1,0030000,5,1,070,2,010,3,010,4,010,,,2,,1,0030000,000542.4652,1
01,0390,2,26107,01044,26,02,02,2,53,02,09,2015,2,03,921,1,1,211,24,1,913,25,2,,,,09,2017,1,0040000,5,1,050,2,030,3,010,4,010,,,1,0020000,1,0037000,000395.9672,1
01,0390,2,26107,01044,26,05,03,2,26,02,04,2014,1,63,811,1,1,211,24,1,913,41,2,,,,04,2016,1,0042000,5,1,060,,,3,030,4,010,,,2,,1,0015000,000542.4652,1
01,0391,1,24205,01055,26,03,08,2,26,01,09,2015,1,06,913,1,1,400,24,1,512,00,2,,,,09,2017,2,,,,,,,,,,,,,2,,2,,000580.8836,1
01,0392,1,24205,01055,26,01,01,2,36,03,05,2015,1,53,913,1,1,211,24,1,913,53,2,,,,05,2017,2,,,,,,,,,,,,,2,,2,,000510.9417,1
01,0393,1,24205,01055,26,02,02,2,54,02,07,2015,2,66,913,1,1,211,24,1,913,27,2,,,,07,2017,1,0010000,5,1,090,,,3,010,,,,,1,0015000,1,0013000,000424.0103,1
01,0394,1,24205,01055,26,02,02,2,50,01,11,2014,2,53,513,1,1,232,24,1,913,10,2,,,,11,2016,2,,,,,,,,,,,,,2,,2,,000424.0103,1
01,0394,1,24205,01055,26,01,01,1,50,03,04,2014,2,65,921,1,1,232,24,1,311,41,2,,,,04,2016,1,0030000,5,1,050,2,030,3,010,4,010,,,2,,2,,000443.1387,1
01,0395,1,24205,01055,26,01,01,2,28,01,07,2015,4,04,913,1,1,233,24,1,913,02,2,,,,07,2017,1,0010000,1,1,080,,,3,020,,,,,2,,2,,000580.8836,1
01,0396,1,24205,01055,26,05,03,2,24,01,10,2014,5,03,021,1,1,235,24,1,913,11,2,,,,10,2016,1,0015000,5,1,090,,,3,010,,,,,2,,2,,000535.4981,1
01,0397,4,24223,01069,28,03,03,1,34,03,05,2015,1,68,921,1,1,233,24,1,712,53,2,,,,05,2017,1,0019000,5,1,090,,,3,010,,,,,2,,2,,000559.9118,1
01,0397,4,24223,01069,28,04,03,1,33,01,05,2012,1,68,932,1,1,232,48,1,712,40,2,,,,05,2016,1,0035000,5,1,090,2,010,,,,,,,2,,2,,000559.9118,1
01,0398,4,24223,01069,28,04,03,1,27,02,07,2014,1,63,241,1,1,233,24,1,241,39,1,09,2015,3,,,1,0029000,1,1,080,,,3,020,,,,,1,0300000,2,,000559.9118,1
01,0399,4,24223,01069,28,02,02,2,42,02,12,2014,2,06,023,1,1,231,24,1,513,34,2,,,,12,2016,1,0030000,5,1,090,2,010,,,,,,,2,,1,0010000,000517.9892,1
01,0400,4,24223,01069,28,03,03,1,24,01,09,2014,1,06,522,1,1,235,36,1,513,12,2,,,,09,2017,1,0095000,1,1,090,2,010,,,,,,,2,,2,,000533.3567,1
01,0400,4,24223,01069,28,06,03,1,26,01,06,2015,2,04,931,1,1,213,24,1,743,03,2,,,,06,2017,1,0015000,5,1,095,,,3,005,,,,,2,,2,,000559.9118,1
01,0401,2,21219,01068,26,03,05,1,23,01,12,2013,2,06,512,1,1,213,36,1,825,21,2,,,,12,2016,1,0060000,5,1,090,,,3,010,,,,,2,,2,,000490.1892,1
01,0402,2,21219,01068,26,01,01,1,63,02,10,2014,5,68,022,4,,500,01,2,,,1,11,2014,1,,,2,,,,,,,,,,,,,2,,2,,000358.1073,2
01,0403,2,21219,01068,26,02,03,2,43,02,12,2014,1,04,913,1,1,232,24,1,913,34,2,,,,12,2016,1,0030000,1,1,090,,,3,010,,,,,2,,2,,000476.0655,1
01,0403,2,21219,01068,26,05,06,1,25,02,05,2015,1,68,512,1,1,232,24,1,411,29,2,,,,05,2017,1,0018000,5,1,080,,,3,020,,,,,2,,2,,000514.5951,1
01,0404,2,21219,01068,26,03,03,1,18,01,04,2015,1,04,023,2,1,500,24,1,246,05,2,,,,04,2017,2,,,,,,,,,,,,,2,,2,,000490.1892,1
01,0405,2,24121,01074,26,03,03,2,27,02,08,2014,1,63,421,1,1,231,24,1,421,38,2,,,,08,2016,1,0180000,1,1,060,,,3,040,,,,,2,,2,,000542.0546,1
01,0406,2,24121,01074,26,06,05,1,28,01,03,2014,2,55,933,1,1,213,16,1,724,16,1,07,2015,3,,,1,0013000,5,1,095,,,,,4,005,,,1,0050000,1,0005000,000515.3759,1
01,0407,2,24121,01074,26,03,03,1,23,01,11,2014,1,65,215,1,1,232,24,1,215,10,2,,,,11,2016,1,0060000,5,1,050,2,020,3,020,4,010,,,2,,2,,000490.9331,1
01,0408,2,24121,01074,26,03,03,2,27,01,06,2013,1,67,223,1,1,233,29,1,223,27,2,,,,11,2015,2,,,,,,,,,,,,,2,,1,0015000,000542.0546,1
01,0409,4,22216,01082,28,02,03,2,42,03,03,2015,3,57,513,1,1,211,24,1,513,55,2,,,,03,2017,1,0051000,5,1,060,2,030,,,4,010,,,1,0018000,1,0034000,000446.0630,1
01,0410,4,22216,01082,28,03,03,2,28,01,12,2014,1,06,021,1,1,211,24,1,513,09,2,,,,12,2016,1,0060000,1,1,060,,,3,030,4,010,,,2,,1,0040000,000507.1238,1
01,0410,4,22216,01082,28,05,05,1,33,05,10,2014,2,68,512,1,2,400,20,1,512,48,2,,,,06,2016,2,,,,,,,,,,,,,2,,2,,000482.1643,1
01,0410,4,22216,01082,28,06,03,2,32,05,10,2014,2,61,422,1,2,400,19,1,422,48,2,,,,05,2016,1,0066000,1,1,060,,,3,030,4,010,,,2,,2,,000507.1238,1
01,0411,4,22216,01082,28,03,03,2,25,02,12,2014,1,57,522,1,1,400,24,1,513,23,2,,,,12,2016,1,0060000,1,1,050,2,030,3,010,4,010,,,2,,1,0008700,000507.1238,1
01,0412,4,22216,01082,28,02,02,2,31,01,09,2012,2,03,913,1,1,222,41,1,913,36,2,,,,02,2016,1,0020000,5,1,070,,,3,020,4,010,,,2,,2,,000507.1238,1
01,0413,3,21211,01094,28,03,03,2,27,01,01,2015,1,67,023,1,1,233,24,1,322,08,2,,,,01,2017,1,0060000,1,1,100,,,,,,,,,2,,2,,000573.0706,1
01,0414,3,21211,01094,28,04,03,1,27,01,04,2015,1,65,215,1,1,232,06,1,215,05,2,,,,10,2015,1,0060000,1,1,080,,,3,020,,,,,2,,2,,000544.8654,1
01,0414,3,21211,01094,28,05,03,2,25,01,01,2013,1,54,724,1,1,222,38,1,913,32,2,,,,03,2016,1,0030000,1,1,100,,,,,,,,,2,,2,,000573.0706,1
01,0415,2,24215,01091,26,05,03,2,25,01,02,2014,1,04,522,1,1,234,24,1,913,19,2,,,,02,2016,1,0052000,4,1,080,2,020,,,,,,,2,,2,,000580.8836,1
01,0416,2,24215,01091,26,06,03,1,33,01,04,2012,2,68,023,1,2,223,48,1,834,41,2,,,,04,2016,1,0075000,1,1,100,,,,,,,,,2,,2,,000552.2939,1
01,0417,2,24320,01105,26,03,03,2,25,01,07,2014,1,64,522,1,1,222,24,1,913,14,2,,,,07,2016,1,0050000,4,1,100,,,,,,,,,2,,2,,000643.2289,1
01,0418,4,22105,01123,28,03,03,1,30,01,04,2015,1,04,522,1,1,233,24,1,522,05,2,,,,04,2017,1,0050000,5,1,060,,,,,,,5,040,2,,2,,000620.2954,1
01,0419,4,22105,01123,28,01,01,2,53,02,03,2014,2,04,513,2,1,500,88,1,513,19,2,,,,88,8888,1,0021000,5,1,050,2,040,3,005,4,005,,,2,,1,0008000,000476.2168,1
01,0420,4,22105,01123,28,02,03,1,32,04,05,2015,1,67,834,1,2,400,12,1,834,41,2,,,,05,2016,1,0104000,1,1,045,2,025,3,030,,,,,1,0050000,2,,000620.2954,1
01,0420,4,22105,01123,28,03,03,1,29,02,10,2014,1,67,343,1,1,233,36,1,343,44,2,,,,10,2017,1,0090000,1,1,035,2,035,3,025,4,005,,,2,,1,0020000,000620.2954,1
01,0421,4,22105,01123,28,02,03,1,32,02,09,2013,4,04,931,1,1,233,88,1,931,23,2,,,,88,8888,1,0012000,5,1,075,,,3,020,4,005,,,2,,2,,000620.2954,1
01,0422,4,22105,01123,28,03,03,1,23,04,09,2015,2,63,523,1,1,234,12,1,421,37,2,,,,09,2016,2,,,,,,,,,,,,,2,,2,,000590.8765,1
01,0423,4,22105,01123,28,03,04,1,41,01,07,2015,1,04,742,1,1,500,24,1,932,02,2,,,,07,2017,2,,,,,,,,,,,,,2,,2,,000577.6624,1
01,0424,3,26220,01135,28,06,03,2,30,02,05,2013,2,04,021,1,1,211,34,1,913,53,2,,,,03,2016,1,0050000,5,1,070,2,020,,,4,010,,,2,,1,0050000,000538.3588,1
01,0425,3,26220,01135,28,02,02,2,48,02,04,2014,2,04,021,1,1,222,24,1,913,42,2,,,,04,2016,1,0036000,5,1,070,2,010,3,015,4,005,,,2,,2,,000392.9697,1
01,0426,4,27115,01149,28,03,03,1,29,01,10,2014,1,04,921,1,1,233,24,1,512,11,2,,,,10,2016,1,0015000,5,1,060,2,040,,,,,,,2,,2,,000438.3847,1
01,0426,4,27115,01149,28,04,03,1,22,01,12,2014,1,04,522,1,1,233,24,1,814,09,2,,,,12,2016,1,0045000,5,1,050,2,050,,,,,,,2,,2,,000417.5933,1
01,0427,4,27115,01149,28,03,03,1,28,03,08,2015,1,65,832,1,2,500,06,1,724,10,2,,,,02,2016,1,0060000,1,1,060,2,040,,,,,,,2,,2,,000438.3847,1
01,0428,4,27115,01149,28,02,02,2,37,01,08,2014,2,04,131,1,1,222,24,1,913,13,2,,,,08,2016,1,0017000,5,1,100,,,,,,,,,2,,2,,000405.5613,1
01,0429,4,27115,01149,28,01,01,1,25,01,09,2014,2,06,522,1,1,234,24,1,522,12,2,,,,09,2016,1,0030000,5,1,100,,,,,,,,,2,,2,,000438.3847,1
01,0430,1,25101,01155,26,02,02,2,38,02,11,2013,2,04,913,1,1,211,24,1,913,45,2,,,,11,2015,1,0046000,5,1,070,2,015,3,010,4,005,,,2,,1,0010000,000476.0655,1
01,0431,1,25101,01155,26,04,05,2,29,01,01,2013,2,06,522,1,1,233,36,1,913,32,2,,,,01,2016,1,0048000,5,1,050,2,040,,,4,010,,,2,,2,,000541.2333,1
01,0432,1,25101,01155,26,04,03,2,25,02,06,2015,1,04,523,1,1,211,24,1,913,28,2,,,,06,2017,1,0021000,1,1,080,2,020,,,,,,,2,,2,,000541.2333,1
01,0433,1,25101,01155,26,01,01,1,28,01,12,2011,2,67,921,1,1,222,24,1,513,24,1,12,2013,2,,,2,,,,,,,,,,,,,2,,2,,000514.5951,2
01,0433,1,25101,01155,26,02,02,2,28,01,02,2013,2,67,021,1,1,213,36,1,315,31,2,,,,02,2016,1,0030000,1,1,085,,,3,015,,,,,2,,2,,000541.2333,1
01,0434,1,25101,01155,26,06,03,1,27,02,05,2014,1,54,313,1,1,233,24,1,313,01,2,,,,05,2016,1,0060000,1,1,060,2,020,,,4,020,,,2,,2,,000514.5951,1
01,0435,1,25101,01155,26,03,03,1,26,01,06,2015,1,54,414,1,1,233,24,1,724,03,2,,,,06,2017,1,0024000,5,1,060,2,030,,,4,010,,,2,,2,,000514.5951,1
01,0436,1,25101,01155,26,02,02,2,30,01,02,2015,2,04,913,1,1,231,24,1,913,07,2,,,,02,2017,1,0055000,5,1,060,2,020,3,010,4,010,,,2,,2,,000541.2333,1
01,0437,1,25101,01155,26,02,02,2,43,02,08,2015,2,57,021,1,1,211,24,1,913,26,2,,,,08,2017,1,0004000,5,1,090,2,010,,,,,,,2,,2,,000476.0655,1
01,0438,2,22202,01162,26,02,02,2,34,01,11,2013,2,04,921,1,1,234,24,1,913,22,2,,,,11,2015,1,0060000,1,1,070,,,3,030,,,,,2,,2,,000641.1910,1
01,0439,1,23103,01172,26,02,02,2,37,01,11,2013,2,04,021,1,1,222,24,1,913,22,2,,,,11,2015,1,0062000,4,1,100,,,,,,,,,2,,2,,000520.1457,1
01,0440,1,23103,01172,26,01,01,1,52,01,10,2014,2,04,131,1,1,233,24,1,832,11,2,,,,10,2016,1,0060000,4,1,080,2,020,,,,,,,2,,2,,000451.1214,1
01,0441,4,22325,01181,28,03,05,2,37,01,04,2014,2,04,021,1,1,400,36,1,913,17,2,,,,04,2017,1,0071000,1,1,100,,,,,,,,,2,,2,,000547.7233,1
01,0441,4,22325,01181,28,06,03,1,34,01,02,2013,2,04,921,1,1,400,24,1,913,24,1,02,2015,2,,,2,,,,,,,,,,,,,2,,2,,000592.0523,2
01,0442,2,21321,01198,26,81,03,1,44,02,05,2014,2,55,724,6,,400,24,1,512,41,2,,,,05,2016,1,0090000,1,1,095,,,,,4,005,,,2,,2,,000483.7163,
01,0442,2,21321,01198,26,82,05,2,45,02,12,2014,2,04,021,6,,400,88,1,913,30,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000483.7163,
01,0442,2,21321,01198,26,83,06,1,16,01,12,2014,1,06,023,6,,400,88,2,,,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000483.7163,
01,0443,2,21321,01198,26,03,05,1,37,02,01,2015,2,65,131,1,1,300,12,1,921,45,2,,,,01,2016,1,0090000,1,1,080,2,020,,,,,,,2,,2,,000477.7725,1
01,0444,2,21321,01198,26,04,02,1,78,03,07,2015,2,04,832,1,1,233,24,1,832,51,2,,,,07,2017,1,0150000,5,1,070,,,3,020,4,010,,,1,0100000,2,,000341.9667,1
01,0444,2,21321,01198,26,05,03,1,44,03,07,2015,2,63,023,1,1,233,24,1,241,51,1,07,2015,2,,,1,0120000,1,1,100,,,,,,,,,1,0100000,2,,000477.7725,1
01,0444,2,21321,01198,26,06,05,2,44,09,04,2015,2,67,223,1,1,233,06,1,223,60,2,,,,10,2015,1,0090000,5,1,100,,,,,,,,,2,,2,,000474.6207,1
01,0445,2,21321,01198,26,04,03,1,31,01,11,2012,1,04,921,1,1,232,48,1,712,34,2,,,,11,2016,1,0024000,5,1,090,2,010,,,,,,,2,,2,,000513.0333,1
01,0446,2,21321,01198,26,03,03,2,52,02,01,2014,1,63,023,1,1,400,24,1,913,45,2,,,,01,2016,1,0030000,1,1,095,,,,,4,005,,,2,,2,,000393.8690,1
01,0447,2,21321,01198,26,02,03,1,33,01,07,2012,1,67,516,1,1,233,24,1,713,24,1,07,2014,2,,,2,,,,,,,,,,,,,2,,2,,000513.0333,2
02,0448,1,23101,01208,26,02,02,2,39,01,03,2014,2,04,021,1,1,233,24,1,913,18,2,,,,03,2016,1,0030000,5,1,080,,,3,020,,,,,2,,2,,000321.1979,1
02,0449,1,23101,01208,26,02,02,2,41,02,12,2013,2,04,021,1,1,231,24,1,913,45,2,,,,12,2015,1,0030000,5,1,090,,,3,010,,,,,2,,2,,000321.1979,1
02,0450,1,23101,01208,26,02,02,2,50,02,08,2014,2,04,921,1,1,235,24,1,913,37,2,,,,08,2016,1,0036000,5,1,100,,,,,,,,,2,,2,,000301.2023,1
02,0451,4,23118,01223,28,02,03,1,28,01,11,2014,1,05,411,1,1,233,24,1,512,10,2,,,,11,2016,1,0010000,5,1,060,,,3,010,,,5,030,2,,2,,000391.9021,1
02,0452,4,23118,01223,28,01,01,1,56,01,10,2012,2,01,516,1,1,214,88,1,932,35,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000211.4116,1
02,0452,4,23118,01223,28,02,02,2,53,06,08,2015,2,01,911,4,,214,06,2,,,2,,,,02,2016,2,,,,,,,,,,,,,1,0020000,2,,000271.5758,2
02,0452,4,23118,01223,28,04,05,2,33,01,12,2010,2,04,921,1,1,234,24,1,913,24,1,12,2012,2,,,2,,,,,,,,,,,,,2,,2,,000413.1357,2
02,0453,4,23118,01223,28,03,03,2,35,01,06,2014,1,02,522,1,1,222,24,1,913,15,2,,,,06,2016,1,0066000,5,1,080,,,3,020,,,,,2,,1,0016000,000289.6047,1
02,0454,4,23118,01223,28,02,02,2,37,01,10,2014,2,04,921,1,1,232,24,1,913,11,2,,,,10,2016,1,0045000,5,1,090,2,010,,,,,,,2,,2,,000289.6047,1
02,0455,4,24117,01218,28,02,02,2,40,03,03,2015,2,04,921,1,1,233,24,1,913,38,1,03,2015,2,,,2,,,,,,,,,,,,,2,,2,,000308.0082,2
02,0456,4,23309,01222,28,03,07,2,46,02,12,2013,3,04,921,1,1,222,88,1,913,60,1,12,2013,3,,,1,0010000,5,1,050,,,3,050,,,,,2,,2,,000271.3083,2
02,0457,4,23309,01222,28,02,03,2,55,05,12,2013,2,66,412,1,1,222,24,1,913,50,1,12,2014,1,,,1,0025000,1,1,050,2,050,,,,,,,2,,1,0040000,000203.8212,2
02,0457,4,23309,01222,28,03,03,2,51,02,05,2014,2,62,921,1,1,500,88,1,913,60,2,,,,88,8888,1,0010000,1,1,050,2,050,,,,,,,2,,2,,000271.3083,1
02,0458,4,23309,01222,28,01,01,1,38,01,09,2014,2,05,832,1,1,233,24,1,832,12,2,,,,09,2016,1,0026000,1,1,100,,,,,,,,,2,,2,,000297.7620,1
02,0458,4,23309,01222,28,02,02,2,35,01,12,2013,2,61,522,1,1,211,24,1,913,21,2,,,,12,2015,1,0018000,1,1,060,2,030,,,4,010,,,2,,2,,000289.3194,1
02,0459,4,23309,01222,28,08,04,2,52,03,01,2015,4,05,921,1,1,500,88,1,131,60,2,,,,88,8888,1,0020000,5,1,090,,,,,4,010,,,2,,1,0020000,000271.3083,1
02,0460,4,23309,01222,28,03,05,1,25,01,02,2015,2,06,512,1,1,233,24,1,512,07,2,,,,02,2017,1,0028000,5,1,050,2,030,3,020,,,,,2,,2,,000391.5160,1
02,0461,4,23309,01222,28,03,03,2,31,01,12,2013,1,68,522,1,1,231,24,1,913,21,2,,,,12,2015,1,0060000,1,1,050,,,3,050,,,,,2,,2,,000412.7287,1
02,0461,4,23309,01222,28,04,03,1,21,01,11,2014,1,68,522,1,1,233,24,1,512,10,2,,,,11,2016,1,0090000,5,1,040,2,020,3,020,4,020,,,2,,2,,000343.9501,1
02,0462,4,21207,01227,28,02,02,2,38,01,04,2013,2,61,234,1,1,211,36,1,913,29,2,,,,04,2016,1,0053000,1,1,070,2,010,3,010,4,010,,,2,,2,,000312.7778,1
02,0463,4,21207,01227,28,03,03,2,31,01,03,2014,1,67,223,1,1,233,24,1,223,18,2,,,,03,2016,1,0045000,1,1,080,2,010,3,010,,,,,2,,2,,000446.1933,1
02,0463,4,21207,01227,28,04,05,1,31,01,01,2014,2,06,911,1,1,233,36,1,931,20,2,,,,01,2017,1,0044000,1,1,075,,,3,025,,,,,2,,2,,000423.2606,1
