RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18M_DTRET,RQ18Y_DTRET,RQ19_REASON,RQ20M_DTEXP,RQ20Y_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
07,1573,009,00027,01,01,1,37,02,07,2016,2,68,835,1,2,500,08,1,315,00,2,,,,03,2017,1,0010000,1,1,060,2,020,3,020,,,,,2,,2,,000374.7948,1
07,1574,009,00027,01,01,1,41,05,01,2015,2,68,091,1,2,400,21,1,835,10,1,09,2016,2,,,1,0180000,1,1,080,2,020,,,,,,,1,0030000,2,,000374.7948,1
07,1575,009,00027,02,02,2,37,01,12,2012,2,63,711,1,1,500,39,1,515,39,1,03,2016,2,,,2,,,,,,,,,,,,,2,,1,0030000,000338.7714,2
07,1576,009,00027,02,02,2,35,02,10,2014,2,06,912,1,1,233,26,1,912,26,2,,,,12,2016,1,0150000,1,1,080,2,020,,,,,,,2,,2,,000338.7714,1
07,1577,009,00027,01,01,1,50,06,12,2015,2,06,216,1,2,222,20,1,835,60,1,08,2016,2,,,1,0161000,1,1,070,2,015,,,,,5,015,1,0050000,1,0001000,000318.0089,1
07,1578,009,00027,01,01,1,35,05,10,2015,2,68,835,1,2,233,12,1,835,12,1,09,2016,2,,,1,0180000,1,1,060,2,020,,,,,5,020,1,0020000,2,,000374.7948,1
07,1579,012,00249,01,01,1,62,03,01,2016,2,65,142,1,2,233,09,1,835,45,2,,,,10,2016,2,,,,,,,,,,,,,2,,2,,000127.6264,1
07,1580,012,00249,01,01,1,59,06,01,2016,2,65,214,1,1,233,12,1,431,36,2,,,,01,2017,1,0150000,1,1,060,,,,,,,5,040,2,,2,,000127.6264,1
07,1580,012,00249,04,05,1,32,05,01,2016,2,65,091,1,2,300,09,1,723,45,2,,,,10,2016,1,0150000,1,1,070,,,3,015,,,5,015,2,,2,,000181.4542,1
07,1581,012,00249,02,05,1,35,03,09,2015,2,04,521,1,2,211,15,1,835,00,2,,,,12,2016,1,0120000,1,1,060,,,,,,,5,040,2,,2,,000191.5789,1
07,1581,012,00249,01,01,2,55,01,09,2016,3,06,141,4,,500,06,2,,,2,,,,03,2017,2,,,,,,,,,,,,,2,,2,,000141.9989,2
07,1582,012,00249,01,01,1,48,03,12,2015,2,65,711,1,2,400,12,1,835,36,2,,,,12,2016,1,0180000,1,1,060,2,020,3,020,,,,,2,,2,,000162.5524,1
07,1583,012,00149,06,03,2,23,01,09,2015,1,06,821,2,1,212,36,1,751,12,2,,,,09,2018,1,0140000,1,1,100,,,,,,,,,2,,1,0047000,000224.8944,1
07,1583,012,00149,07,03,2,29,01,11,2013,2,61,312,2,1,300,34,1,751,34,1,09,2016,2,,,2,,,,,,,,,,,,,1,0000000,2,,000223.1122,1
07,1584,009,00177,01,01,1,55,02,11,2015,2,65,091,1,1,222,12,1,741,11,2,,,,11,2016,1,0060000,1,1,100,,,,,,,,,2,,2,,000254.0978,1
07,1585,009,00127,04,08,1,31,02,08,2015,2,68,091,1,2,214,08,1,835,16,1,04,2016,2,,,2,,,,,,,,,,,,,1,0045000,2,,000346.3844,1
07,1586,009,00327,02,02,1,45,01,12,2015,2,65,821,2,1,212,24,1,821,09,2,,,,12,2017,1,0075000,1,1,100,,,,,,,,,2,,2,,000307.0842,1
07,1587,009,00227,03,03,1,39,02,03,2014,1,65,251,1,1,234,12,1,251,24,1,03,2015,2,,,2,,,,,,,,,,,,,2,,2,,000361.4859,2
07,1588,009,00227,01,01,1,55,02,09,2016,1,67,221,4,,222,01,2,,,2,,,,10,2016,2,,,,,,,,,,,,,2,,2,,000240.8154,2
07,1589,009,00227,01,01,1,42,06,03,2016,2,68,091,1,2,400,09,1,835,54,2,,,,12,2016,1,0210000,1,1,080,,,3,020,,,,,2,,2,,000361.4859,1
07,1590,009,00227,02,02,1,27,01,09,2013,2,65,216,1,1,233,08,1,216,08,1,05,2014,2,,,2,,,,,,,,,,,,,2,,2,,000342.3818,2
07,1591,012,00299,01,01,1,51,05,01,2016,2,65,214,1,1,233,08,1,214,40,1,09,2016,2,,,1,0332000,1,1,080,,,3,020,,,,,1,0100000,2,,000164.9428,1
07,1592,012,00299,02,02,1,43,05,09,2016,2,68,091,1,2,400,09,1,835,36,2,,,,06,2017,1,0230000,1,1,090,,,3,010,,,,,1,0060000,1,0014000,000194.3962,1
07,1593,012,00299,02,02,2,35,01,07,2012,2,04,751,2,1,212,36,1,751,36,1,07,2015,2,,,2,,,,,,,,,,,,,2,,2,,000175.7117,2
07,1594,011,00018,01,01,1,64,03,01,2015,2,65,311,1,1,234,24,1,311,44,2,,,,01,2017,1,0050000,1,1,100,,,,,,,,,2,,1,0015000,000165.8235,1
07,1595,012,00349,02,02,1,57,04,07,2016,2,68,091,1,2,400,09,1,835,38,2,,,,04,2017,1,0020000,1,1,090,,,3,010,,,,,2,,2,,000138.5988,1
07,1595,012,00349,05,03,1,35,05,06,2016,2,68,091,1,2,400,12,1,835,45,2,,,,06,2017,1,0216000,1,1,090,,,3,010,,,,,2,,2,,000208.0494,1
07,1596,011,00318,01,01,1,46,01,08,2014,2,03,832,1,1,233,24,1,832,24,1,08,2016,2,,,1,0080000,1,1,100,,,,,,,,,1,0100000,1,0028000,000213.8697,1
07,1597,011,00118,01,01,2,37,01,05,2016,2,06,141,1,1,212,12,1,712,04,2,,,,05,2017,2,,,,,,,,,,,,,2,,1,0030000,000213.2383,1
07,1598,011,00218,01,01,1,30,01,09,2016,2,04,712,1,1,233,24,1,712,00,2,,,,09,2018,2,,,,,,,,,,,,,2,,2,,000230.1533,1
07,1599,011,00218,01,01,1,33,01,10,2015,2,04,732,1,1,212,36,1,721,11,2,,,,10,2018,1,0063000,1,1,075,,,3,025,,,,,2,,2,,000230.1533,1
07,1600,012,00331,01,01,1,29,02,08,2016,2,06,142,1,1,213,12,1,821,13,2,,,,08,2017,1,0017000,5,1,080,,,,,,,5,020,2,,2,,001960.5694,1
07,1601,009,00201,03,05,1,41,04,03,2016,2,55,351,1,1,232,12,1,351,54,2,,,,03,2017,1,0090000,5,1,100,,,,,,,,,2,,2,,000276.4715,1
07,1602,011,00007,03,03,2,34,05,08,2016,1,60,234,1,1,400,10,1,234,30,2,,,,06,2017,1,0090000,5,1,050,,,,,,,5,050,2,,2,,000324.5979,1
07,1603,012,00008,01,01,1,34,04,08,2016,1,60,142,4,,221,00,2,,,1,08,2016,3,,,2,,,,,,,,,,,,,1,0000000,2,,000274.4055,2
07,1604,012,00008,01,01,1,78,01,06,2014,2,60,515,4,,211,00,2,,,1,06,2014,3,,,2,,,,,,,,,,,,,2,,2,,000172.6685,2
07,1604,012,00008,02,02,2,78,01,06,2014,2,60,515,4,,211,00,2,,,1,06,2014,1,,,2,,,,,,,,,,,,,2,,2,,000191.3998,2
07,1605,011,00007,01,01,2,46,01,10,2014,2,90,231,8,,212,06,2,,,1,04,2015,3,,,2,,,,,,,,,,,,,2,,2,,000336.6859,2
07,1606,011,00007,03,03,2,34,02,10,2011,1,60,222,1,1,500,36,1,222,36,1,09,2014,1,,,2,,,,,,,,,,,,,2,,2,,000324.5979,2
07,1607,011,00007,01,01,2,70,01,12,2015,2,60,091,4,,211,00,2,,,1,12,2015,3,,,2,,,,,,,,,,,,,2,,2,,000227.5799,2
07,1607,011,00007,02,03,2,33,01,12,2015,2,60,422,4,,211,00,2,,,1,12,2015,3,,,2,,,,,,,,,,,,,2,,2,,000324.5979,2
07,1607,011,00007,03,06,1,06,01,12,2015,1,00,,4,,211,00,2,,,1,12,2015,3,,,2,,,,,,,,,,,,,2,,2,,000378.4811,2
07,1608,011,00050,01,01,1,38,01,09,2015,2,04,752,1,1,233,07,1,752,07,1,04,2016,3,,,2,,,,,,,,,,,,,1,0075000,2,,000340.1038,1
07,1609,009,00029,01,01,1,40,02,05,2016,2,06,132,1,1,233,24,1,721,04,2,,,,05,2018,1,0059000,5,1,090,,,3,010,,,,,1,0035000,2,,000273.0582,1
07,1610,009,00029,01,01,1,52,05,09,2015,2,60,091,1,2,212,09,1,835,45,1,08,2016,2,,,1,0032000,1,1,070,2,030,,,,,,,1,0070000,1,0007000,000272.3482,1
07,1611,009,00029,02,02,2,39,02,01,2016,2,57,091,1,1,211,12,1,911,24,1,05,2016,3,,,1,0074500,5,1,090,,,,,4,010,,,1,0025000,1,0030000,000255.9652,1
07,1612,010,00131,03,03,2,38,02,04,2016,1,06,091,1,1,500,24,1,911,29,2,,,,04,2018,1,0060000,1,1,100,,,,,,,,,2,,2,,000233.6825,1
07,1613,010,00260,02,03,1,36,01,07,2016,1,60,091,1,1,232,12,1,931,02,2,,,,07,2017,1,0016000,1,1,100,,,,,,,,,2,,2,,000255.9920,1
07,1614,010,00260,03,03,2,24,01,01,2016,1,03,522,1,1,231,24,1,911,08,2,,,,01,2018,1,0060000,5,1,100,,,,,,,,,2,,2,,000253.2796,1
07,1615,012,00094,01,01,1,31,04,02,2016,2,60,091,1,2,300,07,1,835,07,1,09,2016,2,,,1,0129600,1,1,090,,,3,010,,,,,1,0080000,2,,000291.2091,1
07,1616,012,00094,01,01,1,45,01,10,2011,2,04,711,1,1,233,36,1,711,36,1,10,2014,2,,,2,,,,,,,,,,,,,2,,2,,000302.4126,2
07,1617,011,00179,02,02,2,68,01,05,2016,2,06,091,4,,500,06,2,,,2,,,,11,2016,2,,,,,,,,,,,,,2,,2,,000238.1320,2
07,1617,011,00179,03,03,1,31,02,07,2015,2,06,091,1,1,233,12,1,314,36,1,08,2016,3,,,1,0084000,5,1,090,,,3,010,,,,,1,0024000,1,0010000,000341.4044,1
07,1618,011,00179,09,03,2,43,02,06,2015,4,06,911,1,1,233,24,1,911,39,2,,,,06,2017,1,0126000,5,1,090,,,3,010,,,,,2,,2,,000333.2118,1
07,1619,011,00179,04,03,2,34,02,05,2015,1,57,091,1,1,234,24,1,322,48,1,05,2016,2,,,2,,,,,,,,,,,,,1,0144000,1,0065000,000339.6484,1
07,1620,012,00180,03,03,1,32,04,07,2016,1,60,091,1,1,233,12,1,252,48,2,,,,07,2017,1,0017000,5,1,090,,,3,010,,,,,2,,2,,000292.9334,1
07,1621,010,00174,03,03,1,32,03,08,2015,1,60,421,1,1,232,12,1,421,36,1,08,2016,2,,,2,,,,,,,,,,,,,1,0010000,2,,000243.1655,1
07,1622,011,00265,04,03,1,28,01,12,2015,1,04,818,1,1,213,24,1,325,09,2,,,,12,2017,1,0062000,5,1,090,,,,,4,010,,,2,,2,,000313.7736,1
07,1623,010,00303,03,03,1,30,01,10,2015,2,60,515,1,2,400,09,1,835,09,1,07,2016,2,,,1,0018000,1,1,100,,,,,,,,,1,0050000,2,,000248.6773,1
07,1624,010,00303,04,03,1,40,03,05,2016,2,60,335,1,1,222,36,1,515,40,2,,,,05,2019,1,0075000,1,1,100,,,,,,,,,2,,2,,000258.9177,1
07,1625,012,00266,04,05,2,28,01,08,2012,2,04,751,1,1,231,36,1,911,36,1,08,2015,2,,,2,,,,,,,,,,,,,2,,2,,000257.8812,2
07,1626,012,00223,01,01,1,27,02,08,2015,2,60,411,1,2,234,12,1,411,24,1,08,2016,2,,,1,0024000,5,1,090,,,3,010,,,,,1,0100000,2,,000299.2558,1
07,1627,010,00088,01,01,1,55,04,01,2016,2,06,931,1,1,233,13,1,411,08,2,,,,02,2017,1,0150000,5,1,040,2,025,3,025,4,010,,,2,,2,,000188.4960,1
07,1628,012,00051,03,03,1,33,01,05,2016,1,04,722,1,1,233,24,1,931,04,2,,,,05,2018,1,0041000,5,1,060,,,3,040,,,,,2,,1,0020000,000290.9881,1
07,1629,010,00045,02,02,1,26,01,05,2016,2,04,513,1,1,233,24,1,931,04,2,,,,05,2018,1,0020000,5,,,,,3,100,,,,,2,,2,,000233.5740,1
07,1630,012,00137,02,02,2,41,01,05,2016,2,03,911,1,1,233,24,1,911,04,2,,,,05,2018,1,0057000,5,1,025,,,3,075,,,,,2,,2,,000293.1030,1
07,1631,010,02088,01,01,1,34,02,04,2015,2,06,091,1,1,232,24,1,751,53,2,,,,04,2017,1,0180000,5,1,033,2,067,,,,,,,2,,2,,001525.4430,1
07,1632,010,02088,04,03,1,29,03,05,2016,1,06,091,1,1,222,12,1,931,04,2,,,,05,2017,1,0040000,1,1,090,,,3,010,,,,,1,0150000,1,0020000,001525.4430,1
07,1633,010,02088,03,03,1,29,01,12,2015,1,60,921,1,2,500,12,1,835,09,2,,,,12,2016,1,0048000,1,1,100,,,,,,,,,2,,2,,001525.4430,1
07,1634,009,01125,03,03,2,34,01,02,2013,3,02,911,1,1,212,50,2,,,2,,,,04,2017,2,,,,,,,,,,,,,2,,2,,002262.7012,2
07,1635,009,01125,04,05,2,33,01,04,2016,2,04,911,1,1,211,12,1,911,05,2,,,,04,2017,1,0015000,5,1,100,,,,,,,,,2,,2,,002262.7012,1
07,1636,011,01484,01,01,1,50,04,11,2015,2,04,515,1,1,233,12,1,721,58,2,,,,11,2016,1,0180000,1,1,100,,,,,,,,,2,,2,,001702.3637,1
07,1636,011,01484,03,03,2,25,01,03,2016,1,60,422,1,1,213,12,1,932,06,2,,,,03,2017,1,0060000,1,1,050,,,,,,,5,050,2,,2,,001713.5222,1
07,1637,009,01549,01,01,1,54,03,01,2016,2,65,091,1,1,232,12,1,712,44,2,,,,01,2017,1,0120000,5,1,075,2,010,3,010,4,005,,,2,,2,,002366.1372,1
07,1638,010,01664,01,01,1,41,04,07,2016,2,60,515,1,2,400,06,1,315,24,2,,,,01,2017,1,0100000,1,1,080,,,,,,,5,020,2,,2,,001395.6571,1
07,1639,012,00019,03,04,2,28,02,02,2014,1,04,091,1,1,232,24,1,911,36,1,03,2016,2,,,2,,,,,,,,,,,,,2,,2,,000097.8140,2
07,1640,012,00019,03,03,1,38,03,05,2015,2,68,911,1,2,400,12,1,835,36,1,02,2016,2,,,2,,,,,,,,,,,,,2,,2,,000105.7187,2
07,1641,012,00019,01,01,1,46,05,08,2016,2,68,095,1,2,400,11,1,835,50,2,,,,07,2017,1,0020000,1,1,050,2,050,,,,,,,2,,2,,000069.4852,1
07,1642,012,00019,01,01,1,45,02,08,2015,2,65,095,1,2,400,09,1,835,22,1,06,2016,2,,,1,0040000,1,1,050,2,050,,,,,,,1,0040000,1,0010000,000069.4852,1
07,1643,012,00019,01,01,1,24,02,09,2012,1,64,252,1,1,233,24,1,252,24,1,10,2014,2,,,2,,,,,,,,,,,,,2,,2,,000079.5736,2
07,1644,012,00019,03,03,1,34,01,09,2016,1,68,095,1,2,400,09,1,835,00,2,,,,06,2017,2,,,,,,,,,,,,,2,,2,,000095.4714,1
07,1645,012,00019,06,05,1,31,02,07,2016,2,68,911,1,2,400,09,1,835,08,2,,,,04,2017,1,0040000,1,1,050,2,025,3,025,,,,,2,,2,,000095.4714,1
07,1646,009,00011,03,05,1,45,05,05,2016,2,65,095,1,1,223,24,1,741,60,2,,,,05,2018,1,0070000,5,1,050,2,040,,,4,010,,,2,,2,,000120.9275,1
07,1647,009,00011,03,03,1,24,02,10,2015,1,68,095,1,2,213,09,1,835,18,1,07,2016,2,,,1,0020250,1,1,050,2,050,,,,,,,1,0100000,2,,000138.4848,1
07,1648,011,00053,10,04,1,54,05,02,2016,4,68,095,1,2,400,10,1,835,45,2,,,,12,2016,1,0120000,1,1,050,2,050,,,,,,,2,,2,,000106.7822,1
07,1648,011,00053,11,08,1,24,03,11,2015,1,68,095,1,2,400,10,1,835,10,1,09,2016,2,,,1,0156000,1,1,050,2,050,,,,,,,1,0400000,1,0005000,000122.2858,1
07,1649,011,00016,01,01,1,49,12,01,2016,2,65,095,1,2,400,12,1,835,49,2,,,,01,2017,1,0240000,1,1,020,2,070,3,010,,,,,2,,2,,000112.1214,1
07,1650,011,00016,02,03,2,26,02,02,2016,1,68,095,1,2,233,11,1,515,16,2,,,,01,2017,1,0056000,1,1,050,2,030,3,020,,,,,2,,2,,000157.8328,1
07,1651,011,00016,03,03,1,29,02,09,2016,1,68,095,1,2,400,08,1,512,18,2,,,,05,2017,2,,,,,,,,,,,,,2,,2,,000154.0528,1
07,1651,011,00016,04,03,2,36,01,06,2012,2,67,095,1,1,500,88,1,322,45,2,,,,88,8888,1,0090000,1,1,015,2,055,3,010,,,5,020,2,,2,,000171.1260,1
07,1652,011,00090,06,04,2,60,02,06,2016,1,02,521,1,1,500,88,1,522,45,2,,,,88,8888,1,0045000,1,1,050,2,030,3,020,,,,,2,,1,0006000,000124.8674,1
07,1653,009,00085,03,03,1,30,03,01,2016,2,04,522,1,2,222,11,1,721,30,2,,,,12,2016,1,0084000,1,1,040,2,040,3,020,,,,,2,,2,,000160.5883,1
07,1654,012,00056,02,03,1,30,01,09,2016,1,68,095,2,2,232,06,2,,,2,,,,03,2017,2,,,,,,,,,,,,,2,,2,,000097.4880,2
07,1654,012,00056,04,03,1,36,08,08,2016,2,68,095,2,2,232,06,1,835,43,2,,,,02,2017,1,0005000,1,1,080,2,020,,,,,,,2,,2,,000107.9518,1
07,1654,012,00056,05,03,1,35,06,09,2016,2,68,095,2,2,232,06,1,835,36,2,,,,03,2017,2,,,,,,,,,,,,,2,,2,,000107.9518,1
07,1655,012,00056,01,01,1,36,04,06,2015,2,63,095,2,2,500,12,1,513,24,1,06,2016,3,,,2,,,,,,,,,,,,,1,0000000,2,,000107.9518,1
07,1656,012,00056,01,01,1,29,01,01,2015,2,65,931,2,1,400,08,1,311,08,1,09,2015,2,,,2,,,,,,,,,,,,,2,,2,,000097.4880,2
08,1657,011,00048,02,03,2,24,01,08,2016,1,04,911,1,1,231,25,1,911,01,2,,,,09,2018,1,0007000,5,1,100,,,,,,,,,2,,2,,000279.0469,1
08,1658,010,00110,05,03,2,36,02,06,2016,2,66,093,1,1,234,11,1,513,30,2,,,,05,2017,1,0018000,5,1,090,,,,,4,010,,,2,,2,,000349.4159,1
08,1659,010,00032,02,02,1,47,02,06,2015,2,06,813,1,1,233,21,1,811,60,2,,,,03,2017,1,0080000,5,1,080,,,3,020,,,,,2,,2,,000297.0232,1
08,1660,010,00032,01,01,1,40,03,01,2016,2,65,611,1,1,233,35,1,741,60,2,,,,12,2018,1,0120000,1,1,060,2,020,3,010,4,010,,,2,,2,,000334.9597,1
08,1661,011,00360,81,08,2,42,02,09,2014,2,65,214,6,,235,88,1,122,55,1,09,2016,1,,,1,0011000,1,1,100,,,,,,,,,1,0100000,1,0002500,000257.7686,
08,1662,010,00344,12,03,2,33,02,07,2015,1,06,911,1,1,233,13,1,911,13,1,08,2016,1,,,1,0040000,1,1,100,,,,,,,,,1,0020000,2,,000342.4832,1
08,1663,011,00126,03,03,1,20,01,06,2015,1,04,921,2,1,500,88,1,513,15,2,,,,88,8888,1,0030000,5,1,050,2,030,,,4,020,,,2,,2,,000318.1960,1
08,1664,009,00367,07,03,2,36,01,08,2016,2,61,093,1,1,233,24,1,911,01,2,,,,08,2018,1,0020000,5,1,100,,,,,,,,,2,,2,,000250.3957,1
08,1665,009,00367,06,03,2,37,01,08,2016,1,04,093,1,1,233,24,1,911,01,2,,,,08,2018,1,0020000,5,1,080,,,3,020,,,,,2,,2,,000250.3957,1
08,1666,012,00441,07,03,2,24,01,08,2016,1,04,523,1,1,213,36,1,911,01,2,,,,08,2019,1,0005000,5,1,100,,,,,,,,,2,,2,,000325.9784,1
08,1667,009,00055,02,02,2,26,02,08,2016,2,04,093,1,1,235,25,1,911,13,2,,,,09,2018,1,0006000,5,1,050,2,050,,,,,,,2,,2,,000245.3611,1
08,1668,009,00055,05,03,2,26,02,11,2014,1,67,093,1,1,235,24,1,911,47,2,,,,11,2016,1,0060000,1,1,100,,,,,,,,,2,,2,,000245.3611,1
08,1669,009,00055,05,03,2,37,02,08,2015,4,61,093,1,1,233,16,1,832,49,2,,,,12,2016,1,0060000,1,1,050,2,050,,,,,,,2,,2,,000249.7454,1
08,1670,012,00051,04,03,2,23,02,03,2014,1,04,531,1,1,223,29,1,513,04,1,06,2016,2,,,1,0018000,5,1,100,,,,,,,,,1,0030000,1,0020000,000320.5859,1
08,1671,009,00133,04,02,2,32,01,12,2015,5,04,091,1,1,235,25,1,911,09,2,,,,01,2018,1,0022000,5,1,095,,,3,005,,,,,2,,2,,000236.5576,1
08,1672,009,01555,02,03,2,28,02,06,2016,1,02,911,1,1,231,24,1,531,27,2,,,,06,2018,1,0038000,5,1,040,2,060,,,,,,,2,,2,,001314.0565,1
08,1673,009,01555,04,05,1,27,01,02,2016,2,65,093,1,2,212,09,1,835,07,2,,,,11,2016,1,0012000,1,1,100,,,,,,,,,2,,2,,001223.1259,1
08,1674,010,01324,01,01,1,32,01,06,2015,2,04,741,1,1,233,24,1,741,15,2,,,,06,2017,1,0054000,5,1,100,,,,,,,,,2,,2,,001069.3305,1
08,1675,009,01284,81,03,1,47,03,09,2015,2,68,093,1,2,400,10,1,835,36,1,07,2016,2,,,1,0036000,1,1,100,,,,,,,,,1,0040000,2,,001049.6183,1
08,1676,011,00454,81,07,2,55,02,04,2015,2,02,521,6,,400,12,2,,,1,06,2016,1,,,1,0014000,5,1,100,,,,,,,,,1,0100000,1,0075000,001041.2879,
08,1677,009,01013,04,03,2,35,01,12,2013,2,61,522,1,1,214,36,1,932,33,2,,,,12,2016,1,0010000,1,1,100,,,,,,,,,2,,2,,001029.5839,1
08,1678,009,01013,01,01,1,43,01,12,2012,2,65,214,1,1,222,41,1,214,41,1,05,2016,1,,,1,0040000,1,1,070,2,020,3,010,,,,,1,0050000,1,0010000,001081.6167,1
08,1679,010,01053,01,01,1,37,02,05,2016,2,68,832,1,2,300,07,1,835,10,2,,,,12,2016,1,0040000,1,1,100,,,,,,,,,2,,2,,000942.4381,1
08,1680,012,01002,01,01,1,39,03,02,2016,2,04,515,1,1,233,25,1,751,48,2,,,,03,2018,1,0048900,1,1,088,,,3,012,,,,,2,,2,,001215.2282,1
08,1681,012,01002,02,02,2,42,03,08,2016,2,55,091,1,1,211,24,1,911,48,2,,,,08,2018,2,,,,,,,,,,,,,2,,2,,001156.7678,1
08,1682,011,00996,05,03,2,25,01,09,2015,1,06,522,1,1,234,24,1,911,12,2,,,,09,2017,1,0036000,1,1,085,,,3,015,,,,,2,,2,,001195.1373,1
08,1683,011,00996,04,03,2,33,01,08,2014,4,04,912,1,1,231,24,1,911,24,1,08,2016,2,,,1,0028000,1,1,080,,,3,020,,,,,1,0020000,2,,001195.1373,1
08,1684,011,00183,04,03,1,24,01,09,2016,1,68,093,1,2,500,07,1,835,00,2,,,,04,2017,2,,,,,,,,,,,,,2,,2,,001050.4289,1
08,1685,011,00183,02,02,2,36,01,11,2014,2,04,093,1,1,231,24,1,911,22,2,,,,11,2016,1,0048000,5,1,100,,,,,,,,,2,,2,,000963.2522,1
08,1686,011,00183,01,01,1,39,04,09,2015,2,65,832,1,1,233,15,1,325,55,2,,,,12,2016,1,0270000,1,1,050,,,3,030,,,5,020,2,,2,,001011.9327,1
08,1687,011,00183,13,07,1,62,02,05,2015,2,65,093,1,1,233,22,1,741,55,2,,,,03,2017,1,0080000,5,1,050,,,,,,,5,050,2,,2,,001094.1357,1
08,1688,011,00183,03,06,1,23,03,08,2016,1,68,093,1,2,100,07,1,835,16,2,,,,03,2017,1,0020000,1,1,025,,,3,025,,,5,050,2,,2,,001050.4289,1
08,1689,010,00240,08,03,2,26,01,04,2016,1,06,093,1,1,233,25,1,911,05,2,,,,05,2018,1,0042000,5,1,050,,,,,,,5,050,2,,2,,001143.7565,1
08,1689,010,00240,07,03,2,30,02,06,2016,1,68,911,1,1,233,14,1,911,36,2,,,,08,2017,1,0018000,5,1,010,2,090,,,,,,,2,,2,,001143.7565,1
08,1690,012,00155,04,02,2,40,02,04,2015,2,06,142,1,1,221,23,1,911,48,2,,,,03,2017,1,0042000,5,1,096,,,3,003,4,001,,,2,,2,,000162.9523,1
08,1691,009,00169,06,05,1,29,01,05,2016,2,64,751,1,1,235,24,1,522,04,2,,,,05,2018,1,0044000,5,1,090,,,3,010,,,,,2,,2,,000122.5418,1
08,1692,011,00012,01,01,1,52,03,11,2015,2,63,522,1,1,233,24,1,441,24,2,,,,11,2017,1,0060000,1,1,080,,,3,020,,,,,2,,2,,000182.9496,1
08,1693,011,00012,09,04,2,40,03,02,2016,1,06,522,1,1,234,11,1,911,36,2,,,,01,2017,1,0060000,1,1,090,,,3,010,,,,,2,,2,,000162.4585,1
08,1693,011,00012,10,04,2,38,01,02,2016,1,66,411,1,1,234,11,1,522,07,2,,,,01,2017,1,0090000,1,1,080,,,3,020,,,,,2,,2,,000162.4585,1
08,1694,011,00012,03,03,1,25,04,07,2016,1,68,093,1,2,222,08,1,818,36,2,,,,03,2017,1,0084000,1,1,060,2,015,3,020,4,005,,,1,0038000,1,0020000,000172.0956,1
08,1694,011,00012,04,03,1,25,04,07,2016,1,68,093,1,2,222,08,1,818,36,2,,,,03,2017,1,0078000,1,1,060,2,010,3,020,4,010,,,1,0050000,1,0010000,000172.0956,1
08,1695,011,00012,01,01,1,52,04,08,2016,2,65,325,1,1,232,21,1,214,47,2,,,,05,2018,1,0035000,1,1,075,2,010,3,015,,,,,1,0360000,1,0015000,000182.9496,1
08,1696,009,00013,01,01,1,51,02,12,2015,2,65,741,1,1,233,17,1,311,24,2,,,,05,2017,1,0086000,1,1,070,2,010,3,020,,,,,2,,2,,000088.2311,1
08,1697,012,00025,01,01,1,23,01,12,2015,2,06,711,2,1,233,12,1,821,09,2,,,,12,2016,1,0060000,5,1,100,,,,,,,,,2,,2,,000179.9555,1
08,1698,012,00025,03,03,1,24,01,11,2015,2,04,513,1,1,233,24,1,712,10,2,,,,11,2017,1,0033000,1,1,100,,,,,,,,,2,,2,,000179.9555,1
08,1699,012,00025,11,08,2,26,03,08,2016,1,67,093,1,1,233,10,1,511,27,1,08,2016,1,,,1,0047000,1,1,090,,,,,4,010,,,1,0060000,2,,000167.5819,1
08,1700,010,00138,02,02,2,41,02,07,2016,2,04,521,1,1,231,24,1,911,24,2,,,,07,2018,1,0021000,5,1,070,,,,,4,030,,,2,,2,,000126.9501,1
08,1701,012,00129,06,05,1,28,01,06,2015,2,68,741,1,2,214,17,1,723,15,2,,,,11,2016,1,0014000,1,1,100,,,,,,,,,2,,2,,000175.2341,1
08,1702,010,00034,01,01,1,41,03,11,2015,2,58,818,1,2,235,08,1,818,36,1,08,2016,2,,,1,0076000,1,1,100,,,,,,,,,1,0300000,2,,000104.5729,1
08,1703,010,00112,03,03,1,35,05,07,2015,1,63,251,1,1,222,17,1,251,24,2,,,,12,2016,1,0010000,1,1,080,,,3,020,,,,,2,,2,,000115.6504,1
08,1704,009,00117,03,03,2,28,02,07,2015,1,63,093,1,1,234,10,1,422,11,1,06,2016,2,,,1,0050000,2,1,100,,,,,,,,,1,0020000,2,,000130.8586,1
08,1705,009,00117,03,03,1,23,02,02,2016,1,68,093,1,2,300,21,1,513,15,2,,,,11,2017,1,0090000,1,,,2,100,,,,,,,2,,1,0015000,000140.5207,1
