RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18M_DTRET,RQ18Y_DTRET,RQ19_REASON,RQ20M_DTEXP,RQ20Y_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
03,0711,012,01059,04,05,1,40,01,03,2015,2,63,091,1,1,234,24,1,411,18,2,,,,03,2017,2,,,,,,,,,,,,,2,,2,,000538.1704,1
03,0711,012,01059,05,03,2,34,01,03,2015,2,68,091,1,1,234,24,1,441,18,2,,,,03,2017,1,0180000,1,1,070,2,030,,,,,,,2,,2,,000695.9320,1
03,0712,009,01132,01,01,1,37,02,01,2014,2,04,833,1,1,233,24,1,833,48,1,01,2016,2,,,2,,,,,,,,,,,,,2,,2,,000905.7273,2
03,0713,009,01132,02,02,2,37,01,05,2015,2,03,091,1,1,233,24,1,911,16,2,,,,05,2017,1,0045000,1,1,067,,,,,4,033,,,2,,2,,000946.7129,1
03,0714,011,00807,03,03,2,25,01,10,2013,1,63,821,1,1,213,36,1,325,35,2,,,,10,2016,1,0042000,5,1,100,,,,,,,,,2,,2,,000844.3292,1
03,0715,010,00621,03,03,1,32,10,02,2015,1,04,522,1,1,234,24,1,723,19,2,,,,02,2017,1,0040000,5,1,100,,,,,,,,,2,,2,,001203.5742,1
03,0716,010,00621,02,02,2,36,01,09,2014,2,03,091,1,1,232,26,1,911,24,2,,,,11,2016,1,0070000,5,1,100,,,,,,,,,1,0025000,2,,000961.5290,1
03,0717,010,00816,02,03,1,27,02,12,2015,2,06,513,1,1,234,24,1,741,33,2,,,,12,2017,1,0060000,5,1,100,,,,,,,,,2,,2,,001163.0087,1
03,0718,010,00816,02,02,2,46,01,12,2014,2,63,134,1,1,234,24,1,431,21,2,,,,12,2016,2,,,,,,,,,,,,,2,,2,,000838.7031,1
03,0719,010,00816,01,01,1,54,02,08,2015,2,04,723,1,1,233,24,1,741,37,2,,,,08,2017,1,0105000,5,1,090,,,3,010,,,,,2,,2,,000873.3265,1
03,0720,009,00937,02,03,1,33,02,05,2015,1,65,251,1,1,233,19,1,216,40,2,,,,12,2016,1,0040000,1,1,090,,,,,4,010,,,2,,2,,001183.7768,1
03,0721,009,00937,03,03,2,26,01,09,2014,1,63,421,1,1,234,36,1,431,24,2,,,,09,2017,1,0090000,1,1,100,,,,,,,,,2,,2,,001169.9990,1
03,0722,009,00937,03,03,2,25,02,04,2016,1,67,222,1,1,233,24,1,222,28,2,,,,04,2018,1,0127000,1,1,050,2,030,3,020,,,,,1,0098000,1,0045000,001169.9990,1
03,0723,011,00612,01,01,1,47,01,04,2014,2,04,721,1,1,234,36,1,721,29,2,,,,04,2017,1,0060000,5,1,080,,,,,,,5,020,2,,2,,000657.0412,1
03,0723,011,00612,02,02,2,45,01,06,2016,2,06,091,1,1,234,24,1,911,03,2,,,,06,2018,2,,,,,,,,,,,,,2,,2,,000630.9925,1
03,0724,011,00612,05,05,2,26,01,08,2016,2,04,091,1,1,234,24,1,933,01,2,,,,08,2018,1,0018000,5,1,100,,,,,,,,,2,,2,,000864.7978,1
03,0725,011,00612,02,02,2,32,01,12,2014,2,04,091,1,1,233,24,1,911,21,2,,,,12,2016,1,0012000,5,1,100,,,,,,,,,2,,2,,000864.7978,1
03,0726,011,00612,02,03,1,28,01,05,2016,1,04,753,2,1,234,07,1,512,04,2,,,,12,2016,1,0010000,5,1,100,,,,,,,,,2,,2,,000874.9816,1
03,0727,011,00612,02,02,2,53,01,08,2016,2,06,091,4,,234,01,2,,,1,09,2016,3,,,2,,,,,,,,,,,,,1,0000000,2,,000630.9925,2
03,0728,012,00669,12,03,2,36,01,06,2014,2,68,411,1,1,234,36,1,911,27,2,,,,06,2017,1,0060000,1,1,100,,,,,,,,,2,,2,,000576.9174,1
03,0729,012,00669,01,01,1,35,02,09,2015,2,06,132,1,1,233,24,1,522,38,2,,,,09,2017,1,0060000,1,1,100,,,,,,,,,2,,2,,000551.9412,1
03,0730,012,00669,11,04,2,45,02,09,2014,1,06,522,2,1,214,88,1,265,36,2,,,,88,8888,1,0024000,4,1,100,,,,,,,,,2,,2,,000520.7741,1
03,0731,012,00669,06,08,2,45,01,06,2014,1,04,091,2,1,233,24,1,911,24,1,06,2016,2,,,2,,,,,,,,,,,,,1,0050000,2,,000520.7741,1
03,0731,012,00669,01,01,1,56,03,09,2015,2,04,833,1,1,233,24,1,833,60,2,,,,09,2017,1,0108000,1,1,100,,,,,,,,,2,,2,,000594.3577,1
03,0732,012,00669,01,01,1,31,01,05,2016,2,04,512,1,1,233,24,1,512,04,2,,,,05,2018,1,0040000,5,1,050,2,025,3,025,,,,,2,,2,,000722.1445,1
03,0733,012,00864,02,02,2,42,01,04,2016,2,61,234,1,1,233,24,1,911,05,2,,,,04,2018,1,0050000,5,1,100,,,,,,,,,2,,2,,000576.3108,1
03,0734,012,00864,05,03,2,45,01,09,2015,2,04,524,1,1,214,24,1,911,12,2,,,,09,2017,1,0060000,5,1,100,,,,,,,,,2,,2,,000520.2266,1
03,0735,012,00864,01,01,1,34,02,02,2014,2,04,512,1,1,233,34,1,512,31,2,,,,12,2016,1,0053000,5,1,100,,,,,,,,,2,,2,,000721.3852,1
03,0736,009,00352,01,01,1,54,02,03,2013,2,65,723,1,1,222,12,1,723,42,1,03,2014,3,,,2,,,,,,,,,,,,,2,,2,,000876.7028,2
03,0737,009,00352,04,03,1,43,01,04,2014,4,06,093,1,1,234,32,1,325,29,2,,,,12,2016,1,0120000,1,1,080,,,3,020,,,,,2,,1,0020000,000892.3340,1
03,0738,010,00007,04,05,1,31,02,02,2016,2,55,741,1,1,234,24,1,741,32,2,,,,02,2018,1,0090000,1,1,090,,,3,005,4,005,,,2,,2,,000325.6401,1
03,0739,010,00007,03,03,2,40,01,10,2015,2,04,514,1,1,234,24,1,911,11,2,,,,10,2017,1,0015000,2,1,090,,,3,010,,,,,2,,1,0015000,000363.9214,1
03,0740,010,00007,01,01,1,38,01,07,2015,2,60,611,1,1,234,24,1,812,14,2,,,,07,2017,1,0120000,1,1,080,2,005,3,005,4,010,,,2,,2,,000342.4008,1
03,0741,010,00007,01,01,1,34,02,05,2016,2,60,752,1,1,233,24,1,312,28,2,,,,05,2018,1,0094000,2,1,090,,,3,010,,,,,2,,1,0012000,000325.6401,1
03,0742,012,00137,01,01,2,55,02,01,2013,2,04,611,1,1,400,48,1,821,42,2,,,,01,2017,1,0147000,2,1,087,2,010,3,002,4,001,,,2,,1,0005000,000364.1749,1
03,0743,009,00085,04,02,1,41,04,09,2016,2,06,132,1,1,100,12,1,741,36,2,,,,09,2017,1,0060000,2,1,100,,,,,,,,,2,,2,,000449.7750,1
03,0744,009,00173,14,03,2,30,01,05,2015,1,04,521,1,1,233,24,1,911,16,2,,,,05,2017,1,0060000,1,1,070,2,030,,,,,,,2,,2,,000363.3297,1
03,0745,009,00173,04,03,2,25,01,11,2015,1,58,522,1,2,400,10,1,513,10,1,09,2016,2,,,1,0075000,1,1,100,,,,,,,,,1,0250000,2,,000363.3297,1
03,0746,009,00173,02,02,2,31,01,02,2013,2,58,422,1,1,211,24,1,911,24,1,02,2015,2,,,2,,,,,,,,,,,,,2,,2,,000363.3297,2
03,0747,009,00173,06,02,2,43,02,01,2015,2,06,911,1,1,223,24,1,911,43,2,,,,01,2017,1,0030000,5,1,100,,,,,,,,,2,,2,,000460.6269,1
03,0748,011,00001,02,03,1,35,01,01,2014,1,54,351,1,2,400,09,1,315,09,1,10,2014,3,,,2,,,,,,,,,,,,,2,,2,,000456.6820,2
03,0749,010,00182,02,08,1,41,01,05,2013,2,60,332,1,1,234,24,1,321,24,1,05,2015,2,,,2,,,,,,,,,,,,,2,,2,,000186.4290,2
03,0750,011,00142,01,01,1,47,05,07,2015,2,60,332,1,2,500,09,1,835,43,1,04,2016,2,,,2,,,,,,,,,,,,,1,0100000,2,,000141.7469,1
03,0751,011,00142,03,03,1,35,01,12,2015,2,06,832,1,1,500,24,1,741,09,2,,,,12,2017,2,,,,,,,,,,,,,2,,2,,000144.7808,1
03,0752,011,00170,01,01,1,73,01,02,2012,2,60,214,4,,234,01,2,,,1,03,2012,3,,,2,,,,,,,,,,,,,2,,2,,000109.1136,2
03,0752,011,00170,02,02,2,72,01,02,2012,2,60,231,4,,234,01,2,,,1,03,2012,3,,,2,,,,,,,,,,,,,2,,2,,000120.9843,2
03,0753,011,00170,02,02,1,41,06,07,2016,2,04,832,1,2,500,06,1,835,32,2,,,,01,2017,2,,,,,,,,,,,,,2,,2,,000140.0873,1
03,0754,011,00170,01,01,1,66,01,07,2014,1,02,832,4,,500,06,2,,,1,01,2015,3,,,2,,,,,,,,,,,,,2,,2,,000109.1136,2
03,0755,010,00210,03,03,1,44,06,02,2016,1,60,411,1,2,500,06,1,835,33,1,08,2016,2,,,1,0120000,1,1,060,2,020,3,010,4,010,,,1,0000000,2,,000184.9065,1
03,0755,010,00210,06,03,2,39,02,11,2012,4,60,412,1,1,221,24,1,412,35,1,12,2014,2,,,2,,,,,,,,,,,,,2,,2,,000197.0631,2
03,0756,010,00210,02,02,1,55,01,01,2016,2,55,522,1,2,500,09,1,835,08,2,,,,10,2016,1,0120000,1,1,070,2,005,3,005,4,020,,,2,,2,,000165.5404,1
03,0756,010,00210,03,03,1,27,01,09,2015,1,67,222,1,1,234,24,1,222,12,2,,,,09,2017,1,0116000,1,1,085,2,005,3,005,4,005,,,2,,2,,000154.8970,1
03,0757,010,00210,01,01,1,47,01,01,2012,2,60,132,1,1,234,12,1,132,12,1,01,2013,2,,,2,,,,,,,,,,,,,2,,2,,000181.0317,2
03,0758,012,00097,07,04,2,28,01,09,2015,1,60,814,1,1,213,24,1,814,12,2,,,,09,2017,1,0046000,5,1,070,2,010,3,010,4,005,5,005,2,,2,,000171.1241,1
03,0758,012,00097,08,02,1,32,01,02,2016,2,06,721,1,1,234,24,1,721,07,2,,,,02,2018,1,0072000,5,1,075,2,010,3,010,4,005,,,2,,2,,000132.8902,1
03,0759,012,00097,04,02,2,32,03,06,2014,2,04,523,1,1,221,30,1,523,30,2,,,,12,2016,1,0060000,5,1,085,2,005,3,010,,,,,2,,2,,000171.1241,1
03,0760,009,00023,05,03,2,38,03,01,2016,2,04,522,1,1,233,12,1,523,32,2,,,,01,2017,1,0030000,5,1,085,,,,,,,5,015,2,,2,,000138.9079,1
03,0761,009,00051,08,03,2,24,01,03,2015,1,54,313,1,1,213,36,1,313,18,2,,,,03,2018,1,0124000,5,1,099,,,,,4,001,,,2,,2,,000137.9694,1
03,0762,009,00051,01,01,1,47,05,05,2015,2,03,721,1,1,233,12,1,721,48,1,05,2016,2,,,1,0100000,1,1,096,,,3,002,4,002,,,1,0090000,2,,000124.4470,1
03,0763,010,00014,04,02,1,39,05,08,2016,2,58,512,1,2,500,08,1,512,33,2,,,,04,2017,1,0030000,1,1,099,,,,,4,001,,,1,0063000,2,,000195.7721,1
03,0764,010,00014,07,02,1,41,01,11,2015,2,04,721,1,1,233,24,1,721,10,2,,,,11,2017,1,0085000,1,1,095,,,,,4,005,,,2,,2,,000195.7721,1
03,0765,012,00013,03,03,1,41,01,11,2012,1,06,313,1,1,234,48,1,821,46,2,,,,11,2016,1,0085000,1,1,075,,,3,025,,,,,2,,2,,000160.0652,1
03,0766,012,00125,03,03,1,35,02,09,2015,1,55,821,1,1,213,24,1,821,36,2,,,,09,2017,2,,,,,,,,,,,,,2,,2,,000153.6627,1
03,0766,012,00125,04,03,2,31,02,08,2015,1,60,411,1,1,213,24,1,821,37,2,,,,08,2017,2,,,,,,,,,,,,,2,,2,,000165.7592,1
03,0767,011,00114,02,02,2,47,01,07,2012,2,57,421,1,1,234,36,1,532,36,1,07,2015,2,,,2,,,,,,,,,,,,,2,,2,,000146.7649,2
03,0768,011,00114,02,03,1,30,01,03,2016,1,60,515,1,1,234,24,1,515,06,2,,,,03,2018,1,0106000,1,1,060,2,010,3,010,4,020,,,2,,2,,000115.8161,1
03,0768,011,00114,06,05,1,30,01,05,2014,2,06,522,1,1,214,24,1,821,24,1,05,2016,2,,,1,0020000,4,1,060,2,010,3,020,4,010,,,1,0850000,2,,000115.8161,1
03,0769,009,00107,01,01,2,31,01,03,2012,4,04,142,1,1,222,12,1,265,12,1,03,2013,2,,,2,,,,,,,,,,,,,2,,2,,000139.2289,2
03,0770,009,00107,01,01,1,55,01,01,2013,2,04,933,1,1,234,24,1,711,24,1,01,2015,2,,,2,,,,,,,,,,,,,2,,2,,000115.5505,2
03,0771,009,00107,02,03,1,31,01,04,2016,1,04,832,1,1,231,24,1,515,05,2,,,,04,2018,1,0085000,4,1,070,2,010,3,010,4,010,,,2,,2,,000108.1212,1
03,0772,009,00349,03,03,1,33,03,04,2016,2,60,513,1,1,233,24,1,513,53,2,,,,04,2018,2,,,,,,,,,,,,,2,,2,,000423.3734,1
03,0772,009,00349,04,03,1,29,01,12,2015,1,06,513,1,1,233,12,1,513,09,2,,,,12,2016,2,,,,,,,,,,,,,2,,2,,000423.3734,1
03,0773,009,00349,01,01,1,50,04,08,2015,2,60,214,1,1,233,24,1,214,36,2,,,,08,2017,2,,,,,,,,,,,,,2,,2,,000408.4771,1
03,0774,009,00349,04,03,1,32,03,10,2015,2,06,541,1,1,233,12,1,513,35,2,,,,10,2016,1,0048000,5,1,100,,,,,,,,,2,,2,,000423.3734,1
03,0775,009,00349,03,03,2,37,01,08,2016,1,60,933,1,1,212,12,1,911,01,2,,,,08,2017,2,,,,,,,,,,,,,2,,2,,000473.1439,1
03,0776,009,00349,02,03,2,29,03,03,2016,1,60,222,1,1,233,24,1,222,54,2,,,,03,2018,1,0018000,1,1,100,,,,,,,,,2,,1,0010000,000373.2028,1
03,0777,009,00349,02,02,2,37,03,07,2016,2,04,911,1,1,211,24,1,911,50,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000473.1439,1
03,0778,011,00353,01,01,1,54,02,08,2016,4,54,742,1,1,233,24,1,742,25,2,,,,08,2018,2,,,,,,,,,,,,,2,,2,,000406.3698,1
03,0778,011,00353,02,03,1,29,03,12,2015,1,04,523,1,1,233,24,1,523,57,2,,,,12,2017,1,0018000,5,1,100,,,,,,,,,2,,2,,000421.1893,1
03,0779,010,00447,03,03,1,35,05,10,2015,2,50,723,1,1,232,12,1,723,59,2,,,,10,2016,1,0060000,5,1,100,,,,,,,,,2,,1,0005000,000358.3573,1
03,0779,010,00447,04,05,2,40,04,10,2015,2,60,321,1,1,232,12,1,321,47,2,,,,10,2016,1,0060000,5,1,100,,,,,,,,,2,,2,,000380.8808,1
03,0780,010,00447,05,03,1,39,02,12,2015,2,04,721,1,1,233,24,1,721,33,2,,,,12,2017,1,0015000,5,1,100,,,,,,,,,2,,2,,000358.3573,1
03,0780,010,00447,04,03,1,35,03,11,2015,2,06,821,1,1,233,24,1,523,58,2,,,,11,2017,1,0012000,5,1,100,,,,,,,,,2,,2,,000358.3573,1
03,0780,010,00447,02,03,1,37,03,06,2016,1,04,832,1,1,233,24,1,432,51,2,,,,06,2018,2,,,,,,,,,,,,,2,,2,,000358.3573,1
03,0781,010,00447,03,03,1,27,02,08,2016,1,60,214,1,1,233,12,1,214,13,2,,,,08,2017,1,0005000,5,1,100,,,,,,,,,2,,2,,000340.8156,1
03,0782,012,00313,03,08,2,44,01,04,2016,1,04,522,1,1,235,24,1,911,05,2,,,,04,2018,1,0003000,1,1,100,,,,,,,,,2,,2,,000459.9072,1
03,0783,012,00313,02,02,1,52,05,09,2015,2,60,835,1,2,500,06,1,741,30,1,09,2016,2,,,2,,,,,,,,,,,,,1,0120000,2,,000397.0495,1
03,0784,012,00313,04,03,2,33,02,05,2015,1,06,821,1,1,232,24,1,522,40,2,,,,05,2017,1,0010000,5,1,100,,,,,,,,,2,,1,0020000,000362.7620,1
03,0784,012,00313,05,03,2,28,01,03,2016,1,06,531,2,1,232,06,1,522,06,1,09,2016,3,,,1,0015000,5,1,100,,,,,,,,,1,0010000,1,0010000,000362.7620,1
03,0785,012,00313,01,01,1,42,01,11,2015,2,60,215,1,1,233,04,1,215,04,1,03,2016,2,,,2,,,,,,,,,,,,,2,,2,,000432.7104,2
03,0786,010,00359,04,03,1,19,01,05,2016,1,06,093,2,1,211,06,1,351,04,2,,,,11,2016,1,0020000,1,1,100,,,,,,,,,2,,2,,000368.1588,1
03,0787,010,00359,02,02,2,51,01,04,2016,2,60,933,2,1,221,05,1,522,05,1,09,2016,3,,,2,,,,,,,,,,,,,1,0010000,2,,000326.7394,1
03,0788,010,00359,05,06,1,26,04,10,2015,1,60,835,1,2,500,06,1,835,24,1,04,2016,2,,,2,,,,,,,,,,,,,1,0150000,2,,000322.8689,1
03,0789,011,00441,01,01,1,49,01,10,2011,2,04,832,1,1,233,23,1,832,23,1,09,2013,2,,,2,,,,,,,,,,,,,2,,2,,000410.5366,2
03,0790,011,00441,07,05,1,34,05,05,2016,2,60,513,1,2,400,07,1,513,49,2,,,,12,2016,1,0120000,2,1,075,2,015,3,010,,,,,2,,2,,000425.5080,1
03,0791,012,00401,05,02,1,32,01,05,2016,2,60,832,1,1,234,24,1,611,04,2,,,,05,2018,1,0072000,5,1,100,,,,,,,,,2,,2,,000413.2337,1
03,0792,012,00401,01,01,1,37,01,06,2016,2,65,132,1,1,214,24,1,821,03,2,,,,06,2018,1,0060000,1,1,100,,,,,,,,,2,,2,,000434.5028,1
03,0793,012,00401,06,03,2,23,01,08,2015,1,60,821,1,1,213,24,1,821,13,2,,,,08,2017,1,0090000,5,1,100,,,,,,,,,2,,2,,000361.6463,1
03,0794,012,00049,03,05,2,38,04,10,2015,2,60,142,1,1,212,12,1,532,47,2,,,,10,2016,1,0200000,1,1,075,,,3,025,,,,,2,,2,,000454.0465,1
03,0795,012,00049,07,05,1,37,02,01,2015,2,60,834,1,1,234,24,1,933,44,2,,,,01,2017,1,0072000,5,1,100,,,,,,,,,2,,2,,000427.1962,1
03,0796,010,00095,05,03,2,36,02,10,2014,2,60,222,1,1,222,24,1,222,47,2,,,,10,2016,1,0084000,5,1,100,,,,,,,,,2,,1,0020000,000362.7437,1
03,0797,011,00177,04,03,1,24,01,07,2016,1,04,723,1,1,234,24,1,723,02,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000517.2443,1
03,0798,011,00177,03,03,1,31,03,09,2014,1,04,622,1,2,213,15,1,622,40,1,01,2016,3,,,2,,,,,,,,,,,,,2,,2,,000453.6143,2
03,0798,011,00177,04,03,1,24,02,09,2014,1,04,093,1,2,213,15,1,622,28,1,01,2016,3,,,2,,,,,,,,,,,,,2,,2,,000517.2443,2
03,0799,011,00177,06,02,1,38,01,09,2016,2,02,622,1,1,100,24,1,754,00,2,,,,09,2018,2,,,,,,,,,,,,,2,,2,,000476.9618,1
03,0800,011,00177,07,05,1,30,03,05,2016,2,60,835,1,2,500,12,1,214,28,2,,,,05,2017,1,0160000,2,1,100,,,,,,,,,2,,2,,000453.6143,1
03,0801,009,00437,01,01,1,50,02,06,2016,2,50,741,1,1,233,12,1,742,16,2,,,,06,2017,2,,,,,,,,,,,,,2,,2,,000395.1854,1
03,0802,012,00489,06,05,1,34,02,07,2015,2,06,962,1,1,233,36,1,512,50,2,,,,07,2018,1,0080000,5,1,050,,,3,050,,,,,2,,2,,000398.7775,1
03,0803,010,00115,01,01,1,47,05,02,2016,2,03,132,1,1,300,06,1,835,57,1,07,2016,2,,,1,0348000,1,1,100,,,,,,,,,1,0116000,2,,000114.8276,1
03,0804,010,00115,02,03,1,33,05,02,2015,4,68,132,1,2,232,10,1,835,50,1,12,2015,2,,,2,,,,,,,,,,,,,2,,2,,000161.3997,2
03,0805,010,00115,01,01,1,37,04,08,2015,2,54,132,1,2,211,07,1,835,51,1,03,2016,2,,,2,,,,,,,,,,,,,2,,2,,000128.7236,2
03,0806,010,00115,01,01,1,37,06,09,2016,2,66,314,1,1,100,08,1,132,60,2,,,,05,2017,2,,,,,,,,,,,,,2,,2,,000128.7236,1
03,0807,011,00167,01,01,1,36,01,11,2013,2,03,931,1,1,233,27,1,834,27,1,02,2016,2,,,2,,,,,,,,,,,,,2,,2,,000130.9229,2
03,0808,011,00167,10,05,2,29,02,04,2016,2,67,222,1,1,234,12,1,222,36,2,,,,04,2017,1,0040000,4,1,100,,,,,,,,,2,,2,,000164.5700,1
03,0809,011,00167,01,01,1,53,05,07,2016,2,06,142,1,2,212,10,1,835,60,2,,,,05,2017,1,0069000,1,1,085,2,003,3,012,,,,,2,,2,,000116.7895,1
03,0810,011,00167,02,02,2,41,01,08,2014,2,57,222,1,1,211,48,1,911,25,2,,,,08,2018,1,0030000,5,1,080,2,020,,,,,,,2,,2,,000106.5348,1
03,0811,011,00167,81,04,2,45,01,06,2016,2,57,532,6,,400,24,1,532,03,2,,,,06,2018,1,0015000,1,1,100,,,,,,,,,2,,2,,000130.2737,
03,0812,011,00133,02,02,2,37,01,06,2016,2,04,521,1,1,233,24,1,911,03,2,,,,06,2018,2,,,,,,,,,,,,,2,,2,,000108.5128,1
03,0813,011,00133,03,03,1,20,01,09,2016,1,06,093,5,,222,00,2,,,1,09,2016,3,,,2,,,,,,,,,,,,,1,0000000,2,,000150.6539,2
03,0814,012,00132,01,01,1,52,05,05,2016,2,68,541,1,2,212,10,1,835,47,2,,,,03,2017,1,0520000,1,1,090,2,010,,,,,,,2,,2,,000132.6839,1
03,0815,012,00132,03,03,1,28,05,03,2016,1,68,093,1,2,234,10,1,315,46,2,,,,01,2017,1,0060000,5,1,100,,,,,,,,,2,,2,,000186.4983,1
03,0816,012,00132,01,01,1,38,04,10,2015,2,90,263,4,,214,00,2,,,1,10,2015,3,,,2,,,,,,,,,,,,,2,,2,,000148.7409,2
03,0817,010,00047,04,03,2,31,01,03,2015,2,06,522,1,1,213,36,1,532,18,2,,,,03,2018,1,0063000,5,1,100,,,,,,,,,1,0040000,1,0010000,000168.4315,1
03,0818,009,00087,02,02,2,43,01,08,2014,2,06,341,1,1,213,28,1,532,25,2,,,,12,2016,1,0060000,5,1,100,,,,,,,,,2,,2,,000133.1749,1
03,0819,009,00087,03,03,2,24,01,02,2016,1,68,222,1,1,235,25,1,532,07,2,,,,03,2018,1,0165000,5,1,100,,,,,,,,,2,,2,,000173.4207,1
03,0820,009,00087,02,03,2,35,02,04,2016,1,63,523,1,1,234,20,1,523,41,2,,,,12,2017,1,0033000,5,1,050,2,050,,,,,,,2,,1,0010000,000133.1749,1
03,0820,009,00087,03,03,2,32,02,05,2015,1,67,222,1,1,234,19,1,222,28,2,,,,12,2016,1,0064000,5,,,2,100,,,,,,,2,,2,,000205.7225,1
03,0821,010,00081,01,01,1,42,02,07,2016,4,54,332,1,1,232,23,1,134,27,2,,,,06,2018,1,0012000,5,1,100,,,,,,,,,2,,2,,000130.1126,1
03,0822,012,00064,04,03,2,35,01,12,2015,2,63,093,2,1,500,88,1,911,09,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000117.1035,1
03,0823,011,00065,03,02,2,41,01,01,2012,2,06,142,1,1,213,59,1,531,56,2,,,,12,2016,1,0070000,5,1,060,,,,,4,005,5,035,2,,2,,000104.6374,1
03,0824,009,00019,02,02,2,41,01,12,2014,2,04,611,1,1,235,24,1,911,21,2,,,,12,2016,1,0072000,1,1,100,,,,,,,,,2,,2,,000138.1843,1
03,0825,009,00019,03,03,1,25,04,07,2016,1,65,921,1,2,300,10,1,835,38,2,,,,05,2017,1,0060000,1,1,030,2,070,,,,,,,2,,2,,000212.9255,1
03,0826,009,00019,01,01,1,39,02,12,2015,1,06,833,1,1,234,24,1,541,34,2,,,,12,2017,2,,,,,,,,,,,,,2,,2,,000169.8178,1
03,0827,010,00183,02,02,2,38,01,05,2013,2,04,091,1,1,234,12,1,911,12,1,05,2014,3,,,2,,,,,,,,,,,,,2,,2,,000110.2821,2
03,0828,010,00183,01,01,1,26,05,05,2016,2,68,093,1,2,233,09,1,835,40,2,,,,02,2017,1,0072000,1,1,080,,,3,020,,,,,2,,2,,000169.9315,1
03,0829,009,00121,01,01,1,35,01,03,2015,2,65,741,1,1,234,36,1,741,18,2,,,,03,2018,1,0079000,5,1,100,,,,,,,,,2,,2,,000166.6924,1
03,0829,009,00121,02,02,2,34,01,03,2016,2,64,093,1,1,231,24,1,911,06,2,,,,03,2018,1,0025700,5,1,100,,,,,,,,,2,,2,,000209.5322,1
03,0830,011,00201,04,03,2,34,01,02,2015,4,66,091,1,1,211,24,1,911,19,2,,,,02,2017,1,0017500,5,1,080,2,020,,,,,,,2,,2,,000168.4315,1
03,0831,011,00201,02,02,2,34,01,06,2016,2,06,091,1,1,233,24,1,911,03,2,,,,06,2018,1,0024000,5,1,075,2,025,,,,,,,2,,2,,000168.4315,1
03,0832,011,00031,81,03,2,32,02,05,2016,2,62,532,6,,500,88,1,532,36,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000129.5827,
03,0833,012,00030,02,02,2,37,01,07,2016,2,06,532,1,1,233,24,1,911,02,2,,,,07,2018,1,0030000,5,1,100,,,,,,,,,2,,2,,000121.3235,1
03,0834,009,00155,02,02,2,35,05,01,2016,2,03,911,1,1,234,13,1,911,48,2,,,,02,2017,1,0025000,5,1,100,,,,,,,,,2,,1,0006000,000141.6253,1
03,0835,010,00149,81,08,1,45,02,07,2016,2,67,222,6,,400,24,1,222,60,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000126.4727,
03,0835,010,00149,82,04,2,42,02,07,2016,2,67,222,6,,400,24,1,222,60,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000126.4727,
03,0835,010,00149,83,08,1,11,02,07,2016,1,01,093,6,,400,24,2,,,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000126.4727,
03,0835,010,00149,84,08,1,06,02,07,2016,1,01,093,6,,400,24,2,,,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000126.4727,
03,0836,010,00149,01,01,2,51,02,03,2016,4,68,093,1,1,234,24,1,512,30,2,,,,03,2018,1,0033000,5,1,100,,,,,,,,,1,0040000,2,,000115.1085,1
03,0836,010,00149,04,04,2,42,01,07,2014,4,04,093,1,1,235,44,1,911,26,2,,,,03,2018,1,0090000,5,1,100,,,,,,,,,2,,2,,000103.4263,1
03,0837,012,00166,05,03,1,29,01,05,2016,4,68,093,1,2,233,07,1,835,04,2,,,,12,2016,2,,,,,,,,,,,,,2,,2,,000177.6557,1
03,0837,012,00166,06,03,2,34,01,07,2014,4,64,332,1,1,231,48,1,911,26,2,,,,07,2018,1,0028000,5,1,100,,,,,,,,,2,,1,0014000,000178.1023,1
03,0837,012,00166,03,03,2,32,01,12,2014,1,63,093,1,1,222,24,1,911,21,2,,,,12,2016,1,0057000,5,1,080,,,3,010,,,5,010,2,,2,,000178.1023,1
03,0838,009,00189,02,02,2,42,01,06,2014,2,04,514,1,1,235,24,1,911,24,1,06,2016,2,,,1,0010000,5,1,080,2,010,3,010,,,,,1,0020000,1,0030000,000142.4231,1
