REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTMONTH,DTLEFTYEAR,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,RET,DTRETMON,DTRETYR,WORK1,OCUP1,DTEXPMON,DTEXPYR,WORK2,OCUP2,NOMONTH,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
13,74,1,1603,1,1,36,3,2,95,2,4,Z10,1,81,12,2,,,,,2,96,1,999,8,1,42000,1,,2,,0.3745
13,74,1,1827,3,1,27,1,5,95,1,6,Z10,1,56,8,2,,,,,5,96,1,21,5,1,38000,1,,2,,0.3745
13,74,1,1500,1,1,35,4,8,95,2,5,985,1,51,3,2,,,,,88,88,1,999,3,1,5000,5,,2,,0.3745
13,74,1,1502,1,1,51,3,3,93,2,5,985,1,81,88,1,2,94,1,949,,,,,20,2,,,,2,,0.3745
13,74,1,1504,2,1,41,4,6,93,2,6,954,1,32,12,1,12,94,1,954,,,,,17,1,200000,1,,2,,0.3745
13,74,1,1473,1,2,36,2,9,93,2,4,Z20,1,94,48,2,,,,,7,96,1,541,22,1,15000,4,,1,1800,0.3745
13,74,1,1838,2,1,47,4,12,94,2,6,203,6,96,12,1,4,95,1,999,,,,,3,2,,,500000,1,1800,0.3745
13,74,1,1842,2,2,44,4,10,90,2,4,Z10,1,39,24,1,3,94,1,541,,,,,28,1,36000,1,,2,,0.3745
13,74,1,1843,3,1,30,1,12,91,1,6,66,1,81,16,1,4,93,1,66,,,,,15,2,,,,2,,0.3745
13,74,1,1847,2,1,47,2,6,94,1,6,Z90,1,81,12,1,5,95,1,66,,,,,10,1,35000,3,,1,3750,0.3745
13,74,1,1479,2,1,34,1,1,95,2,4,942,1,39,12,2,,,,,1,96,1,942,9,1,36000,4,,2,,0.3745
13,74,1,1720,2,1,40,1,4,95,2,3,951,1,89,4,2,,,,,88,88,1,951,6,1,32000,4,,2,,0.3745
13,74,1,1795,2,2,34,1,1,94,2,4,Z10,1,47,12,2,,,,,12,95,1,179,21,2,,,,2,,0.3745
13,74,1,1796,2,1,46,1,11,94,2,5,412,1,18,3,2,,,,,88,88,1,999,11,2,,,,2,,0.3745
13,74,1,1760,2,1,38,4,2,94,2,4,834,1,81,24,2,,,,,88,88,1,834,20,1,39000,4,,2,,0.3745
13,74,1,1761,6,1,66,1,4,94,2,4,954,6,96,88,2,,,,,88,88,2,,,1,60000,4,,2,,0.3745
13,74,1,1765,6,1,22,1,8,94,1,6,Z10,6,96,88,2,,,,,88,88,1,593,13,2,,,,2,,0.3745
13,74,1,1765,6,2,21,1,3,94,1,6,Z10,6,96,88,2,,,,,88,88,1,593,19,2,,,,2,,0.3745
13,74,1,1773,2,1,34,4,9,95,2,5,531,1,39,8,2,,,,,88,88,1,531,1,2,,,,2,,0.3745
13,74,1,1903,3,1,22,1,3,93,1,4,999,1,84,20,2,,,,,3,96,1,999,31,1,9000,1,,1,1500,0.3745
13,74,1,1903,3,1,29,1,9,94,1,4,532,1,96,13,1,9,95,1,532,,,,,13,1,75000,5,20000,2,,0.3745
13,74,1,1906,2,1,32,1,1,95,2,4,541,1,81,9,2,,,,,88,88,1,541,9,1,7500,1,,2,,0.3745
13,74,1,1908,2,1,38,1,8,93,2,4,839,1,94,23,1,8,95,1,839,,,,,22,2,,,,2,,0.3745
13,74,1,1511,3,1,40,2,11,94,1,6,593,1,18,24,2,,,,,88,88,1,593,23,1,6000,4,,2,,0.3745
13,74,1,1511,3,2,41,2,11,94,1,6,141,8,79,88,2,,,,,88,88,1,139,11,2,,,,2,,0.3745
13,74,1,1525,1,1,40,3,1,95,2,5,362,1,39,88,2,,,,,88,88,1,362,9,1,30000,4,,2,,0.3745
13,74,1,1525,2,2,38,5,1,95,2,4,Z10,1,39,9,2,,,,,88,88,1,541,9,1,15000,4,,2,,0.3745
13,74,1,1525,3,2,21,2,7,93,1,4,541,1,39,88,2,,,,,88,88,1,541,27,1,20000,4,,2,,0.3745
13,74,1,1402,2,1,48,4,11,94,2,6,29,1,63,8,2,,,,,88,88,1,29,12,2,,,,2,,0.3745
13,74,1,1409,2,1,42,1,2,94,2,5,931,1,94,8,2,,,,,88,88,1,931,32,1,42000,4,,2,,0.3745
13,74,1,1414,4,1,21,1,3,95,2,5,985,1,32,7,2,,,,,4,96,1,370,7,1,67500,1,,2,,0.3745
13,74,1,1251,3,2,18,1,1,95,2,4,171,8,52,88,2,,,,,12,95,1,171,9,1,4000,4,,1,10900,0.3745
13,74,1,1266,1,1,37,2,4,93,2,5,985,2,81,88,1,6,95,1,985,,,,,25,1,7000,4,12000,1,26000,0.3745
13,74,1,1686,2,1,41,2,11,94,2,6,Z90,1,1,24,2,,,,,88,88,1,981,11,2,,,,1,19000,0.3745
13,74,1,1688,6,2,36,2,12,93,2,5,66,1,96,24,1,9,95,1,66,,,,,21,1,28000,4,150000,2,,0.3745
13,74,1,1851,1,1,31,1,3,95,2,6,Z90,6,96,88,2,,,,,88,88,1,541,7,1,73000,4,,2,,0.3745
13,74,1,1852,2,2,33,1,1,95,2,6,66,3,96,88,2,,,,,88,88,1,593,9,1,65000,5,,2,,0.3745
13,74,1,1853,2,2,33,2,12,93,2,3,541,1,95,12,1,12,94,1,541,,,,,11,2,,,,1,7500,0.3745
13,74,1,1860,4,2,40,1,4,95,2,4,541,1,57,24,2,,,,,88,88,1,541,7,2,,,,2,,0.3745
13,74,1,1169,3,1,30,2,2,95,2,5,846,1,95,12,2,,,,,2,96,1,981,8,1,22500,5,,2,,0.3745
13,74,1,1169,3,1,29,1,6,95,1,6,931,1,95,12,2,,,,,6,96,1,844,4,2,,,,2,,0.3745
13,74,1,1191,2,1,34,2,4,95,2,4,725,1,94,24,2,,,,,88,88,1,755,6,1,16000,4,,2,,0.3745
13,74,1,1200,3,2,26,5,4,94,1,3,Z10,1,52,6,2,,,,,88,88,1,949,18,2,,,,2,,0.3745
13,74,1,1213,2,1,34,1,9,94,2,5,843,1,81,14,2,,,,,9,96,1,959,13,1,40000,4,,2,,0.3745
13,74,1,4150,3,1,40,2,2,95,2,6,Z90,6,96,88,2,,,,,88,88,1,29,8,2,,,,2,,0.415
13,74,1,4155,2,1,40,3,9,95,2,6,700,6,1,88,2,,,,,88,88,1,23,1,2,,,,2,,0.415
13,74,1,4156,2,2,28,2,9,95,2,6,66,1,81,12,2,,,,,9,96,1,66,1,2,,,,2,,0.415
13,74,1,3946,2,1,43,3,9,95,2,6,29,1,81,24,2,,,,,10,97,1,29,1,2,,,,2,,0.415
13,74,1,3956,3,1,34,3,8,95,1,6,Z90,1,999,12,2,,,,,8,96,1,981,2,1,4000,1,,2,,0.415
13,74,1,3961,2,1,46,1,9,92,2,3,846,1,81,36,2,,,,,10,95,1,846,37,1,30000,4,,2,,0.415
13,74,1,3962,3,2,24,1,6,95,1,4,Z90,1,52,6,2,,,,,12,95,1,179,4,1,5000,3,,2,,0.415
13,74,1,3963,2,1,39,2,3,93,2,5,922,1,80,88,1,9,95,1,922,,,,,29,2,,,18000,2,,0.415
13,74,1,3964,4,1,28,1,4,94,2,6,66,6,96,88,2,,,,,88,88,1,66,18,1,30000,1,,2,,0.415
13,75,1,3871,4,2,29,8,1,95,2,4,Z90,1,82,88,2,,,,,1,97,1,541,8,2,,,,2,,0.415
13,76,1,4091,2,1,40,4,3,95,2,3,552,1,96,9,1,9,95,1,552,,,,,6,1,67500,1,20250,2,,0.415
13,76,1,4094,2,1,25,4,11,93,2,3,833,1,81,15,1,9,95,1,833,,,,,22,1,42000,4,,2,,0.415
13,76,1,4109,1,1,37,4,11,94,2,6,985,1,81,12,2,,,,,11,95,1,985,12,1,60000,4,,2,,0.415
13,76,1,3988,4,2,24,9,1,95,2,4,Z10,1,52,6,1,6,95,1,179,,,,,6,2,,,60000,2,,0.415
13,76,1,3988,5,1,26,2,11,93,1,5,Z10,1,81,24,1,11,94,1,311,,,,,11,1,2000,4,,2,,0.415
13,76,1,3890,4,1,30,1,11,93,1,6,981,1,52,10,1,9,95,1,42,,,,,21,1,45000,1,60000,2,,0.415
13,76,1,3903,1,1,37,1,1,92,2,4,833,1,81,12,1,9,94,1,833,,,,,31,2,,,,2,,0.415
13,76,1,3370,1,1,53,3,5,95,2,5,981,1,96,8,2,,,,,2,96,1,981,8,1,37500,1,,2,,0.415
13,76,1,3373,2,1,41,5,9,93,2,3,951,6,81,24,1,8,95,2,,,,,,22,2,,,5000,1,500,0.415
13,76,1,3378,3,1,24,1,8,95,1,6,846,1,96,1,2,,,,,8,96,1,981,2,1,10000,1,,2,,0.415
13,76,1,3383,2,1,35,2,11,93,2,5,Z10,1,81,24,2,,,,,11,96,1,951,23,1,7000,4,,1,10000,0.415
13,76,1,3385,2,1,40,4,5,95,2,5,Z10,1,52,10,2,,,,,3,96,1,531,5,1,42000,1,,2,,0.415
13,76,1,3389,3,1,26,2,6,94,1,5,Z10,1,56,24,2,,,,,4,96,1,411,17,1,90000,1,,2,,0.415
13,76,1,3393,6,1,36,1,7,95,1,5,Z10,6,96,88,2,,,,,10,98,2,,,2,,,,2,,0.415
13,76,1,3436,2,1,27,2,10,94,2,5,531,1,36,12,1,9,95,1,531,,,,,11,1,55000,1,17500,1,7000,0.415
13,76,1,3440,2,1,38,1,1,94,2,4,531,1,10,24,2,,,,,3,96,1,532,21,1,48000,1,,1,4000,0.415
13,76,1,3441,2,1,46,2,5,93,2,3,985,1,81,24,1,9,95,1,985,,,,,27,1,20000,1,5000,1,8500,0.415
13,76,1,3634,2,1,41,6,3,94,2,6,981,1,96,6,1,8,95,1,981,,,,,16,1,125000,1,74250,2,,0.415
13,76,1,3643,6,2,22,1,2,94,1,4,451,1,82,13,1,5,95,1,451,,,,,12,2,,,10000,2,,0.415
13,76,1,3646,6,2,39,1,2,95,1,6,593,1,81,9,1,9,95,1,593,,,,,7,2,,,40000,2,,0.415
13,76,1,3647,2,1,46,5,5,95,2,6,981,1,82,10,2,,,,,12,95,1,981,5,1,80000,1,,2,,0.415
13,76,1,3650,2,1,39,5,7,95,2,6,111,1,81,18,2,,,,,7,96,1,111,3,1,20000,1,,2,,0.415
13,76,1,3652,2,1,46,5,12,94,2,6,981,1,96,12,2,,,,,11,95,1,981,10,1,240000,1,,2,,0.415
13,76,1,2811,1,1,74,2,9,95,3,6,211,7,79,1,2,,,,,11,95,2,,,2,,,,2,,0.0538
13,76,1,2811,3,1,37,1,9,95,2,6,211,7,79,1,2,,,,,11,95,2,,,2,,,,2,,0.0538
13,76,1,2813,1,1,71,1,9,92,2,6,600,4,96,3,1,12,92,2,,,,,,,2,,,,2,,0.0538
13,76,1,2813,2,2,67,1,9,92,2,6,Z90,4,96,3,1,12,92,2,,,,,,,2,,,,2,,0.0538
13,76,1,2813,3,2,31,1,9,92,1,6,133,4,96,3,1,12,92,2,,,,,,,2,,,,2,,0.0538
13,76,1,2813,3,1,29,1,9,92,2,6,946,4,96,3,1,12,92,2,,,,,,,2,,,,2,,0.0538
13,76,1,2813,4,2,29,1,9,92,2,6,74,4,96,3,1,12,92,2,,,,,,,2,,,,2,,0.0538
13,76,1,2815,3,2,24,1,5,95,1,6,111,4,90,0,1,5,95,2,,,,,,,2,,,,2,,0.0538
13,76,1,2815,1,2,60,1,5,95,4,6,441,4,90,0,1,5,95,2,,,,,,,2,,,,2,,0.0538
13,76,1,2815,3,2,18,1,5,95,1,5,Z90,8,90,0,1,5,95,2,,,,,,,2,,,,2,,0.0538
13,76,1,2817,1,2,60,5,9,95,3,6,61,4,96,1,1,9,95,2,,,,,,,2,,,,2,,0.0538
13,76,1,2657,3,2,27,1,9,94,1,5,442,1,89,24,2,,,,,2,96,1,852,13,1,15000,3,,1,15000,0.3974
13,76,1,2705,2,1,47,2,8,94,2,2,954,1,81,16,2,,,,,1,96,1,700,13,1,34800,1,,2,,0.3974
13,76,1,2713,2,2,30,5,5,95,2,6,834,1,52,6,2,,,,,11,95,1,700,5,2,,,,2,,0.3974
13,76,1,2682,1,1,46,1,7,95,2,6,733,1,81,12,2,,,,,12,96,1,733,12,1,75000,4,,1,33000,0.3974
13,76,1,2667,1,1,44,1,12,94,2,3,412,1,81,4,2,,,,,12,96,1,901,10,1,10000,1,,2,,0.3974
13,76,1,2870,1,1,79,6,8,95,2,5,Z40,4,96,2,1,9,95,2,,,,,,,2,,,,2,,0.0569
13,76,1,2870,2,2,78,6,8,95,2,3,Z90,4,96,2,1,9,95,2,,,,,,,2,,,,2,,0.0569
13,76,1,2880,1,1,70,5,9,95,2,6,Z40,6,96,88,2,,,,,88,88,2,,,2,,,,2,,0.0569
13,76,1,2695,1,1,35,2,10,94,2,5,381,1,81,12,2,,,,,10,95,1,381,12,1,22500,3,,1,4000,0.3974
13,76,1,2696,1,1,42,3,8,95,2,6,214,4,39,0,2,,,,,88,88,2,,,2,,,,2,,0.3974
13,76,1,2697,1,1,45,1,1,95,2,6,Z90,1,81,24,2,,,,,1,97,1,381,9,1,45000,1,,2,,0.3974
13,76,1,2698,2,2,28,1,12,92,2,5,794,1,57,30,1,7,95,1,974,,,,,30,2,,,20000,2,,0.3974
13,76,1,2699,3,2,24,1,7,95,4,5,852,1,52,24,2,,,,,7,97,1,852,3,1,15000,1,,2,,0.3974
13,76,1,2728,1,1,33,3,8,95,2,5,981,1,96,10,2,,,,,6,96,1,370,2,1,6482,4,,2,,0.3974
13,76,1,2728,6,1,33,1,8,92,2,5,855,1,81,24,1,9,95,1,855,,,,,36,2,,,10000,1,55000,0.3974
13,76,1,2731,1,1,33,1,3,93,2,4,857,1,81,24,2,,,,,3,96,1,855,31,1,6000,4,,2,,0.3974
13,76,1,2732,3,2,26,1,8,94,1,5,451,1,52,6,1,7,95,1,172,,,,,6,2,,,100000,2,,0.3974
13,76,1,2734,3,2,21,1,7,95,1,5,332,1,57,24,2,,,,,6,97,1,332,3,1,5000,4,,2,,0.3974
13,76,1,2736,3,1,27,1,3,92,1,4,532,1,81,24,1,3,94,1,532,,,,,23,2,,,,2,,0.3974
13,76,1,2743,3,2,29,6,9,93,2,4,Z90,1,52,24,2,,,,,12,95,1,211,25,1,6000,4,,2,,0.3974
13,76,1,2806,1,1,40,1,3,95,2,4,946,1,81,12,2,,,,,3,96,1,946,12,1,19500,4,,1,10500,0.3974
13,76,1,2807,3,2,27,5,11,90,2,6,65,6,96,60,2,,,,,88,88,1,65,60,2,,,,2,,0.3974
13,76,1,2891,2,2,72,3,7,95,2,5,Z20,8,95,4,2,,,,,11,95,2,,,2,,,,2,,0.0571
13,76,1,2891,1,1,77,3,7,95,2,6,211,8,95,4,2,,,,,11,95,2,,,2,,,,2,,0.0571
13,76,1,2892,1,2,33,1,7,95,1,6,26,3,96,12,2,,,,,88,88,1,26,3,2,,,,2,,0.0571
13,76,1,2899,3,2,8,2,9,94,1,1,Z30,8,96,0,2,,,,,88,88,2,,,2,,,,2,,0.0552
13,76,1,2899,3,2,5,2,9,94,1,0,Z90,8,96,0,2,,,,,88,88,2,,,2,,,,2,,0.0552
13,76,1,2899,3,2,9,2,9,94,1,1,Z30,8,96,0,2,,,,,88,88,2,,,2,,,,2,,0.0552
13,76,1,2899,6,2,21,1,9,94,1,5,541,8,96,0,2,,,,,88,88,2,,,2,,,,2,,0.0571
13,76,1,2899,2,2,39,2,9,94,2,6,Z20,8,96,0,2,,,,,88,88,2,,,2,,,,2,,0.0571
13,76,1,2901,6,1,37,1,7,94,2,6,25,1,96,12,2,,,,,88,88,1,25,15,2,,,,2,,0.0571
13,76,1,2903,3,2,3,4,9,95,1,0,Z90,8,52,0,2,,,,,11,95,2,,,2,,,,2,,0.0552
13,76,1,2903,2,2,43,4,9,95,2,5,Z90,8,52,0,2,,,,,11,95,2,,,2,,,,2,,0.0571
13,76,1,2903,3,1,5,4,9,95,1,0,Z90,8,52,0,2,,,,,11,95,2,,,2,,,,2,,0.0552
13,76,1,2755,3,1,25,1,9,95,1,4,Z90,1,94,24,2,,,,,9,97,1,552,1,2,,,,2,,0.3974
13,76,1,2755,3,2,29,1,7,94,1,4,834,1,89,24,2,,,,,7,96,1,834,15,1,12000,4,,2,,0.3974
13,76,1,2758,3,2,23,1,5,94,1,6,Z90,1,96,88,2,,,,,88,88,1,66,17,2,,,,1,3000,0.3974
13,76,1,2765,1,1,39,2,5,95,2,4,951,1,36,8,2,,,,,1,96,1,951,5,1,22300,4,,1,24644,0.3974
13,76,1,2785,3,2,29,2,12,94,4,6,834,1,89,24,2,,,,,1,96,1,834,10,1,54000,1,,2,,0.3974
13,76,1,2786,2,2,38,2,1,93,2,6,412,1,18,24,2,,,,,3,96,1,541,33,1,18000,4,,2,,0.3974
13,76,1,2789,3,2,28,1,4,95,3,4,Z90,1,4,24,2,,,,,5,97,1,541,6,1,7500,3,,2,,0.3974
13,76,1,2789,3,2,31,1,5,94,3,4,Z90,1,39,24,2,,,,,6,96,1,541,17,1,1008,3,,2,,0.3974
13,76,1,2794,1,1,42,3,9,95,2,5,Y11,1,96,9,2,,,,,6,96,1,Y02,9,1,10000,1,,2,,0.3974
13,76,1,2916,2,2,55,1,8,95,2,6,Z20,4,96,3,2,,,,,11,95,2,,,2,,,,2,,0.03
13,76,1,2916,3,2,37,1,8,95,1,6,Z90,4,96,3,2,,,,,11,95,2,,,2,,,,2,,0.03
13,76,1,2917,1,1,78,1,2,95,2,6,Z40,8,96,0,1,8,95,2,,,,,,,2,,,,2,,0.03
13,76,1,2919,2,1,45,1,8,92,2,6,25,1,96,88,2,,,,,88,88,1,25,36,2,,,,2,,0.03
13,76,1,2768,2,2,68,1,9,93,2,6,Z40,4,96,2,1,11,93,2,,,,,,,2,,,,2,,0.3974
13,76,1,2773,1,1,37,1,5,95,2,3,844,1,82,24,2,,,,,5,97,1,844,5,1,10000,1,,1,10000,0.3974
13,76,1,2779,6,1,35,6,9,92,1,6,531,3,82,0,1,9,92,1,425,,,,,1,2,,,,2,,0.3974
13,76,1,2593,3,2,42,4,9,95,3,6,Z20,1,39,24,2,,,,,9,97,1,541,1,2,,,,2,,0.3974
13,76,1,2596,2,2,43,6,9,93,2,6,386,1,81,24,1,9,95,1,541,,,,,24,1,31830,4,84000,2,,0.3974
13,76,1,2606,2,2,54,8,1,95,2,6,134,1,96,12,2,,,,,12,95,1,311,9,1,150000,4,,2,,0.3974
13,76,1,2616,3,1,42,4,7,95,2,5,Z90,1,81,10,2,,,,,5,96,1,985,3,1,30000,4,50000,1,16000,0.3974
13,76,1,2616,3,1,42,5,10,94,2,6,111,1,78,14,2,,,,,12,95,1,111,13,1,60000,4,,2,,0.3974
13,76,1,2618,2,2,33,1,9,95,2,6,Z90,1,52,6,2,,,,,3,96,1,172,1,2,,,,2,,0.3974
13,76,1,2619,1,1,57,1,9,94,2,4,Z90,1,81,18,2,,,,,3,96,1,954,13,1,21000,1,,2,,0.3974
13,76,1,2623,1,1,33,11,5,95,2,5,Z90,1,56,4,1,9,95,1,711,,,,,5,1,31250,1,20000,2,,0.3974
13,76,1,2645,3,2,29,1,12,90,1,6,383,1,52,56,1,9,95,1,172,,,,,56,2,,,,2,,0.3974
13,76,1,2645,3,2,25,1,9,94,1,5,311,1,94,24,2,,,,,9,96,1,332,13,1,18000,4,,2,,0.3974
13,76,1,3285,3,1,25,3,2,95,2,6,985,3,96,12,2,,,,,2,96,1,981,9,1,21000,1,,2,,0.415
13,76,1,3291,1,1,45,3,9,95,2,6,441,1,94,24,2,,,,,8,97,1,111,1,2,,,,2,,0.415
13,76,1,3302,3,1,31,2,7,95,1,6,981,1,95,10,1,9,95,1,981,,,,,3,1,14000,1,50000,1,600,0.415
13,76,1,3304,3,2,44,1,2,95,1,6,83,1,39,24,2,,,,,2,97,1,83,8,1,48000,1,,2,,0.415
13,76,1,3322,1,1,42,1,7,94,1,6,531,8,96,36,2,,,,,7,97,1,531,15,1,12000,4,,2,,0.415
13,76,1,3342,1,1,42,1,9,95,2,6,41,3,18,0,2,,,,,9,96,2,,,2,,,,1,6500,0.415
13,76,1,3344,1,1,58,4,11,94,2,6,981,1,68,3,1,2,95,1,981,,,,,3,2,,,,2,,0.415
13,76,1,3357,2,1,36,1,8,95,2,5,621,1,39,3,2,,,,,12,95,1,981,3,2,,,,2,,0.415
13,76,1,3454,1,1,45,2,9,94,2,2,985,3,81,24,1,7,95,1,985,,,,,9,1,15000,4,,2,,0.415
13,76,1,3469,4,1,34,2,9,94,2,3,949,1,96,12,2,,,,,12,95,1,949,13,1,15000,4,,2,,0.415
13,76,1,3484,1,1,39,2,3,93,2,2,841,1,81,24,2,,,,,3,96,1,853,19,1,4000,4,,1,15800,0.415
13,76,1,2989,1,1,40,1,6,94,2,6,386,6,1,88,2,,,,,88,88,1,985,15,2,,,,2,,0.4207
13,76,1,2991,3,2,37,1,9,93,2,5,794,1,81,33,2,,,,,1,96,1,541,33,2,,,,2,,0.4207
13,76,1,2937,1,1,45,1,12,94,2,4,X10,1,81,1,1,2,95,1,949,,,,,10,1,45000,4,,2,,0.4207
13,76,1,2968,2,2,37,2,1,94,2,3,541,1,81,10,1,9,95,1,949,,,,,11,1,120000,5,150000,1,25000,0.4207
13,76,1,2977,1,1,72,1,12,92,2,6,Z40,4,52,12,1,4,93,2,,,,,,,2,,,,2,,0.4207
13,76,1,3046,1,1,46,1,10,94,2,6,432,1,52,24,2,,,,,10,96,1,43,12,1,30000,1,,2,,0.4207
13,76,1,3042,1,1,46,3,6,93,2,4,931,1,81,8,1,5,95,1,931,,,,,19,1,18000,1,16000,2,,0.4207
13,76,1,3054,6,2,38,3,3,93,2,5,402,4,52,3,1,4,95,1,402,,,,,24,2,,,150000,2,,0.4207
13,76,1,3058,1,1,45,3,8,93,2,4,949,1,89,10,1,7,95,1,949,,,,,16,1,26000,4,9000,1,21000,0.4207
13,76,1,3265,1,1,33,3,3,95,2,6,781,1,66,12,2,,,,,9,96,1,981,7,1,60000,1,,2,,0.4175
13,76,1,3266,6,2,29,1,5,91,1,6,66,1,81,24,1,11,93,1,66,,,,,29,1,30000,1,,1,10000,0.4175
13,76,1,3272,2,1,38,3,5,95,2,5,985,3,96,12,2,,,,,12,96,1,985,5,1,75000,1,,2,,0.4175
13,76,1,3148,2,1,30,3,3,95,2,4,599,1,18,24,2,,,,,4,97,1,859,7,1,15000,4,,2,,0.4175
13,76,1,3255,3,2,34,1,6,95,2,4,Z90,1,81,24,2,,,,,6,97,1,541,4,1,11250,2,,2,,0.4175
13,76,1,3257,6,1,40,3,7,94,1,6,981,1,89,12,1,7,95,1,981,,,,,12,1,48000,1,200000,1,13500,0.4175
13,76,1,3260,3,2,24,1,6,95,2,4,959,1,81,12,2,,,,,6,96,1,949,4,1,11250,2,,2,,0.4175
13,76,1,3153,1,1,61,1,1,94,2,6,794,6,96,88,1,1,95,2,,,,,,,2,,,,2,,0.4175
13,76,1,3158,3,2,26,1,2,95,1,5,834,1,89,24,2,,,,,1,96,1,834,7,1,30000,4,,2,,0.4175
13,76,1,3159,1,1,53,5,7,95,2,5,X10,1,80,12,2,,,,,8,96,1,25,2,1,37500,4,,2,,0.4175
13,76,1,3159,3,2,30,1,7,95,1,6,134,1,90,24,2,,,,,8,97,1,139,2,2,,,,2,,0.4175
13,76,1,3206,2,1,34,2,5,95,2,5,795,1,81,12,2,,,,,5,97,1,795,5,2,,,,2,,0.4175
13,76,1,3208,2,1,57,1,9,95,2,6,855,1,81,12,2,,,,,10,97,1,855,1,2,,,,2,,0.4175
13,76,1,3104,1,1,38,1,5,91,2,4,872,1,81,24,1,7,92,1,872,,,,,13,2,,,,2,,0.4175
13,76,1,3109,6,2,24,3,1,95,1,4,490,1,51,24,2,,,,,88,88,1,490,9,1,15000,4,,2,,0.4175
13,76,1,3192,2,2,30,2,1,93,2,4,Z90,1,39,24,2,,,,,88,88,1,541,33,1,24000,4,,2,,0.4175
13,76,1,3196,3,1,21,1,9,94,1,4,532,1,81,24,2,,,,,9,96,1,532,13,1,12500,4,,2,,0.4175
13,76,1,3166,1,1,51,1,5,95,2,3,985,1,81,24,2,,,,,88,88,1,985,5,1,20000,1,,2,,0.4175
13,76,1,3169,1,1,34,1,5,95,2,3,985,1,81,12,2,,,,,4,96,1,972,5,1,50000,4,,2,,0.4175
13,76,1,3242,3,1,38,5,9,95,2,4,Z90,1,39,10,2,,,,,8,96,1,981,1,2,,,,2,,0.4175
13,76,1,3117,4,1,27,1,2,95,2,6,490,3,81,88,2,,,,,5,98,1,66,8,1,25000,4,,2,,0.4175
13,76,1,3117,3,2,23,1,2,95,2,6,Y11,3,81,88,2,,,,,5,98,1,74,8,2,,,,2,,0.4175
13,76,1,3673,3,1,31,2,11,94,1,6,834,1,51,24,2,,,,,11,95,1,834,24,1,9000,4,,2,,0.415
13,76,1,3489,1,1,40,3,6,95,2,6,989,1,1,6,2,,,,,12,95,1,29,3,1,36000,1,,2,,0.415
13,76,1,3490,1,1,40,1,11,94,2,3,985,1,52,24,1,9,95,1,985,,,,,10,2,,,,2,,0.415
13,76,1,3501,3,2,24,1,5,95,1,4,834,1,89,24,2,,,,,5,97,1,834,5,1,15000,4,,1,2000,0.415
13,76,1,3502,3,1,25,1,6,94,2,2,985,1,81,24,2,,,,,6,96,1,985,15,2,,,,2,,0.415
13,76,1,3510,2,2,37,2,5,92,2,5,Z20,1,18,88,2,,,,,88,88,1,521,37,1,58860,4,,2,,0.415
13,76,1,3513,1,1,51,2,6,92,2,4,959,1,81,36,2,,,,,12,95,1,871,40,1,40000,1,,2,,0.415
1,28,2,178,2,1,34,2,5,94,2,3,611,3,82,19,2,,,,,12,95,1,641,17,1,21000,1,,2,,0.6818
1,28,2,127,3,2,42,4,3,95,4,6,Z20,1,39,24,2,,,,,4,96,1,541,7,1,6500,1,,2,,0.6818
1,28,2,124,2,2,39,2,4,94,2,5,Z20,1,80,24,2,,,,,4,96,1,541,18,1,13000,4,,2,,0.6818
1,28,2,106,2,1,41,3,12,93,2,4,451,6,96,88,1,12,94,1,451,,,,,12,2,,,,2,,0.6818
1,28,2,107,6,2,56,1,10,93,2,3,611,6,96,88,2,,,,,88,88,1,542,24,1,12000,4,,2,,0.6818
1,28,2,107,6,2,52,1,10,93,2,2,412,6,96,88,2,,,,,88,88,1,599,24,2,,,,2,,0.6818
1,28,2,107,6,1,22,1,11,94,1,4,Z30,6,96,88,2,,,,,88,88,1,490,11,2,,,,2,,0.6818
1,28,2,107,6,2,17,1,11,94,1,3,Z30,6,96,88,2,,,,,88,88,2,,,2,,,,2,,0.6818
1,28,2,108,6,2,43,2,4,94,4,5,541,1,39,24,2,,,,,3,96,1,541,18,1,30000,4,,2,,0.6818
1,28,2,76,3,2,32,2,2,94,1,6,Z20,1,89,48,2,,,,,2,98,1,386,20,2,,,,2,,0.6818
1,28,2,149,4,1,29,1,7,95,2,6,621,1,89,12,2,,,,,7,96,1,949,3,2,,,,2,,0.6818
1,28,2,149,3,2,29,1,4,94,2,6,326,1,39,24,2,,,,,4,96,1,541,18,1,50000,1,,1,2000,0.6818
1,28,2,150,3,2,32,1,12,93,1,6,Z20,1,39,24,2,,,,,12,95,1,541,22,2,,,,1,2500,0.6818
1,28,2,150,3,2,27,2,8,95,2,5,Z20,6,57,88,2,,,,,88,88,2,,,1,15000,1,,1,10000,0.6818
1,28,1,54,2,1,34,4,7,94,2,5,Z90,1,50,12,1,7,95,1,981,,,,,12,1,6000,1,60000,1,12200,0.4545
1,28,1,63,2,2,34,2,7,95,2,5,Z20,1,39,24,2,,,,,10,97,1,541,3,1,22500,1,,1,16840,0.4545
1,28,1,64,3,1,26,3,6,95,2,5,985,6,96,88,2,,,,,88,88,1,959,4,2,,,,1,9000,0.4545
1,28,1,6,6,1,83,2,7,92,3,2,611,6,96,26,1,10,94,2,,,,,,,2,,,,2,,0.4545
