REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTMONTH,DTLEFTYEAR,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,RET,DTRETMON,DTRETYR,WORK1,OCUP1,DTEXPMON,DTEXPYR,WORK2,OCUP2,NOMONTH,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
1,55,1,743,3,2,33,1,4,92,1,4,Z20,1,39,24,2,,,,,10,96,1,541,41,1,11000,1,,1,1500,0.4067
1,55,1,744,3,1,26,1,6,94,1,6,Z90,1,81,24,2,,,,,10,96,1,700,16,1,19000,1,,1,2000,0.4067
1,55,1,749,2,1,50,2,1,95,2,5,611,1,82,12,2,,,,,1,96,1,981,9,1,25500,4,,2,,0.4067
1,55,1,755,3,2,48,1,10,92,2,1,Z20,4,47,36,2,,,,,3,96,1,541,36,1,15000,4,,1,1500,0.4067
1,55,1,755,6,1,22,1,10,92,1,4,Z30,4,47,36,2,,,,,3,96,1,542,36,2,,,,1,4000,0.4067
1,55,1,759,2,2,36,1,3,94,2,4,Z20,1,94,24,2,,,,,3,96,1,541,19,1,9000,4,,1,1000,0.4067
2,9,1,4,3,2,25,1,10,94,1,4,532,1,39,24,2,,,,,11,96,1,541,11,1,6000,1,,2,,0.0291
2,9,1,4,3,2,23,1,12,93,1,5,Z30,1,39,24,2,,,,,12,95,1,541,20,1,2000,1,,1,2500,0.0291
2,9,1,9,3,2,22,1,9,94,1,5,67,1,57,24,2,,,,,10,96,1,541,12,2,,,,2,,0.0291
2,9,1,18,2,2,67,1,7,95,2,3,614,8,87,12,2,,,,,7,96,2,,,2,,,,2,,0.0291
2,9,2,57,3,2,27,1,12,92,1,4,541,1,57,24,2,,,,,12,95,1,541,33,2,,,,2,,0.0581
2,9,2,51,3,2,37,3,8,94,4,3,541,1,81,24,2,,,,,88,88,1,541,14,2,,,,1,3000,0.0581
2,9,2,51,3,2,43,2,8,94,1,4,490,1,81,24,2,,,,,9,96,1,541,14,2,,,,1,2000,0.0581
2,9,2,51,3,2,35,1,10,90,1,6,541,1,38,24,2,,,,,88,88,1,541,64,1,13000,5,,2,,0.0581
2,9,1,21,2,2,31,1,7,92,2,5,623,1,50,24,2,,,,,7,96,1,541,38,2,,,,1,1700,0.0291
2,9,1,28,3,2,19,1,7,95,1,5,541,1,15,24,2,,,,,8,97,1,541,2,2,,,,2,,0.0291
2,9,2,39,3,2,34,1,12,93,1,5,541,1,81,24,2,,,,,1,96,1,541,22,1,5500,1,,1,1000,0.0581
2,15,2,254,3,2,28,2,9,94,1,5,541,1,81,24,2,,,,,8,96,1,541,13,1,10000,4,,2,,0.7341
2,15,2,256,3,2,21,1,12,93,1,4,541,1,82,24,2,,,,,12,95,1,541,24,1,5000,4,,2,,0.7341
2,15,2,329,6,1,64,2,6,93,2,1,611,8,96,36,2,,,,,5,96,2,,,1,2500,5,,2,,0.7341
2,15,2,329,6,2,61,2,6,93,2,1,Z20,8,96,36,2,,,,,5,96,2,,,2,,,,2,,0.7341
2,15,2,244,3,2,26,1,4,93,1,5,Z20,1,81,24,1,7,95,1,541,,,,,26,1,12985,1,15000,2,,0.7341
2,15,2,347,3,2,21,1,6,93,1,5,621,1,57,24,2,,,,,5,97,1,541,27,1,15000,1,,2,,0.7341
2,15,2,352,3,2,24,2,8,95,1,4,541,1,39,24,2,,,,,7,97,1,541,2,2,,,,1,16000,0.7341
2,15,2,357,3,2,23,1,6,95,1,6,Z20,1,39,24,2,,,,,5,97,1,541,4,1,17000,1,,2,,0.7341
2,15,1,100,3,2,26,1,2,92,1,4,541,1,82,48,2,,,,,3,96,1,541,44,1,6000,1,,2,,0.4894
2,15,1,105,3,1,30,1,5,92,1,5,846,1,81,24,1,7,93,1,846,,,,,14,2,,,,2,,0.4894
2,15,2,370,3,2,23,1,7,91,1,5,Z30,1,82,24,1,6,95,1,541,,,,,47,1,5000,4,5000,1,2000,0.7341
2,15,2,370,3,2,22,1,8,94,1,5,451,1,82,24,2,,,,,8,96,1,541,14,1,15000,5,,2,,0.7341
2,15,2,223,1,1,44,2,8,95,2,4,954,1,81,24,2,,,,,12,96,1,954,2,2,,,,2,,0.7341
2,15,2,227,1,1,38,1,4,94,2,5,846,1,81,24,2,,,,,12,95,1,846,18,1,20000,4,,2,,0.7341
2,15,2,200,3,2,30,1,8,94,4,3,Z20,1,57,24,2,,,,,8,96,1,541,14,1,12000,1,,1,30000,0.7341
2,15,2,200,4,2,31,1,8,93,2,4,541,1,57,24,2,,,,,8,97,1,541,26,1,12000,1,,2,,0.7341
2,15,2,200,3,1,32,1,12,91,2,5,541,1,57,24,2,,,,,12,95,1,541,46,1,12000,1,,2,,0.7341
2,15,2,205,2,2,40,3,3,95,2,6,541,1,39,24,2,,,,,3,97,1,541,6,1,60000,1,,1,50000,0.7341
2,15,2,274,3,2,27,3,2,95,1,6,541,1,39,24,2,,,,,12,96,1,541,8,1,12000,1,,2,,0.7341
2,15,2,274,3,2,25,1,2,94,1,6,Z20,1,39,24,2,,,,,12,95,1,541,20,1,21000,3,,2,,0.7341
2,15,2,275,3,1,20,1,2,95,1,5,621,1,88,24,2,,,,,1,96,1,779,7,1,47000,1,,2,,0.7341
2,15,1,117,3,1,27,1,6,95,1,5,621,1,89,24,2,,,,,5,97,1,855,3,1,85000,1,,2,,0.4894
2,15,1,131,1,1,43,1,7,93,2,4,974,1,81,24,1,7,95,1,974,,,,,24,2,,,,2,,0.4894
2,15,1,137,3,1,30,2,9,95,2,5,611,1,81,24,2,,,,,9,97,1,974,1,1,10000,1,,2,,0.4894
2,15,1,137,2,2,50,2,9,95,2,2,541,1,15,24,2,,,,,5,97,1,541,1,1,12000,1,,1,5000,0.4894
2,15,2,236,2,2,36,1,2,92,2,3,Z20,1,39,24,1,3,94,1,541,,,,,24,2,,,,2,,0.7341
2,15,1,72,2,2,42,1,8,92,2,6,66,1,81,24,1,8,94,1,66,,,,,24,2,,,,2,,0.4894
2,15,1,73,1,1,41,1,3,94,2,5,985,1,81,24,2,,,,,3,96,1,974,18,1,60000,4,,2,,0.4894
2,15,1,78,3,2,15,1,5,95,1,3,Z30,4,39,3,1,5,95,2,,,,,,,2,,,,2,,0.4894
2,15,1,79,2,1,42,1,4,94,2,6,412,1,81,24,2,,,,,4,96,1,412,17,1,30000,4,,2,,0.4894
2,15,1,82,2,2,74,1,12,92,2,6,Z40,4,96,2,1,3,93,2,,,,,,,2,,,,2,,0.4894
2,15,1,82,1,1,78,1,12,92,2,6,Z40,4,96,2,1,3,93,2,,,,,,,2,,,,2,,0.4894
2,15,1,85,1,1,53,1,1,93,2,5,389,1,52,24,1,1,95,1,949,,,,,24,2,,,,2,,0.4894
2,15,2,182,2,2,35,1,8,95,2,6,Z20,1,39,24,2,,,,,9,97,1,541,1,2,,,,2,,0.7341
2,15,1,140,3,2,29,1,3,92,1,6,71,1,96,36,2,,,,,12,95,1,71,42,2,,,,1,5000,0.4894
2,15,1,140,3,2,26,1,10,92,1,6,66,1,96,36,2,,,,,12,95,1,66,35,1,25000,4,,2,,0.4894
2,15,1,143,6,1,72,4,8,95,2,6,Z40,4,96,4,2,,,,,12,95,2,,,2,,,,2,,0.4894
2,15,1,143,6,2,65,4,8,95,2,6,Z40,4,96,4,2,,,,,12,95,2,,,2,,,,2,,0.4894
2,15,1,150,2,1,41,2,8,94,2,6,386,1,81,24,2,,,,,9,96,1,389,14,1,45000,1,,2,,0.4894
2,15,1,155,4,1,35,1,3,95,2,2,985,1,81,24,2,,,,,3,97,1,989,6,1,10000,3,,2,,0.4894
2,15,1,160,1,1,53,2,1,92,2,6,29,1,81,24,1,8,92,1,29,,,,,19,2,,,,2,,0.4894
2,31,1,416,3,2,29,2,1,94,2,5,570,1,81,24,2,,,,,11,96,1,541,12,1,12000,3,,2,,0.4857
2,31,1,476,3,1,33,2,5,92,2,6,621,1,80,24,2,,,,,2,97,1,552,12,1,78000,1,,2,,0.4857
2,31,1,480,2,2,45,1,10,94,2,2,541,1,78,24,2,,,,,12,96,1,541,12,1,15000,1,,2,,0.4857
2,31,2,760,3,1,32,1,5,94,2,5,954,1,89,24,1,9,95,1,733,,,,,15,1,40000,1,20000,1,9550,0.7285
2,31,2,767,3,2,24,2,1,95,1,4,570,1,63,24,2,,,,,12,97,1,541,8,1,4000,1,,1,5000,0.7285
2,31,2,585,3,2,32,2,1,94,1,5,541,1,81,24,2,,,,,1,96,1,541,21,1,15000,1,,2,,0.7285
2,31,2,588,3,2,31,2,8,93,1,4,541,1,82,24,2,,,,,8,96,1,541,25,1,10000,4,,1,3500,0.7285
2,31,2,550,3,2,27,1,11,93,1,4,621,1,82,24,2,,,,,12,95,1,541,23,1,11000,1,,1,4000,0.7285
2,31,2,551,2,2,30,1,10,93,2,4,621,1,82,24,2,,,,,12,95,1,541,23,1,12000,1,,1,5200,0.7285
2,31,2,648,3,2,23,1,5,92,1,4,541,1,82,36,2,,,,,99,99,1,541,1,2,,,,2,,0.7285
2,31,2,655,3,2,30,1,4,93,1,4,541,1,39,24,2,,,,,99,99,1,541,1,2,,,,2,,0.7285
2,31,2,599,2,2,35,1,4,93,2,4,621,1,39,24,1,5,95,1,541,,,,,28,2,,,20000,2,,0.7285
2,31,1,445,3,2,22,1,10,93,1,5,999,1,39,24,1,6,95,1,541,,,,,24,1,3000,4,15000,2,,0.4857
2,31,2,722,3,2,39,1,10,93,1,6,541,1,39,24,2,,,,,11,95,1,541,24,1,20000,1,,2,,0.7285
2,31,2,562,3,2,27,2,9,92,1,6,541,1,39,88,2,,,,,88,88,1,541,36,1,15000,1,,2,,0.7285
2,31,1,390,2,2,35,1,9,94,2,5,541,1,39,24,2,,,,,9,96,1,541,12,1,20000,1,,2,,0.4857
2,31,1,436,4,2,21,2,7,95,2,6,541,1,39,24,2,,,,,7,97,1,541,4,1,4500,1,,2,,0.4857
2,31,2,699,2,2,26,1,2,95,2,3,541,1,39,24,2,,,,,2,97,1,541,8,2,,,,2,,0.7285
2,50,2,832,3,2,32,2,1,93,1,5,451,1,39,24,2,,,,,12,95,1,541,33,1,16000,1,,2,,0.748
2,50,2,832,3,1,25,1,6,94,1,5,626,1,89,24,2,,,,,6,96,1,949,16,1,20000,1,,2,,0.748
2,50,2,832,4,2,24,1,1,94,2,4,Z20,1,39,24,2,,,,,1,96,1,541,21,1,30000,1,,2,,0.748
2,50,2,834,3,2,25,1,6,94,1,4,623,1,82,24,2,,,,,7,96,1,451,16,1,5000,1,,2,,0.748
2,50,2,889,2,2,30,1,10,92,2,4,541,1,10,36,2,,,,,12,95,1,541,36,1,60000,1,,1,1000,0.748
2,50,2,893,2,2,22,1,11,93,2,4,Z20,1,82,24,2,,,,,11,95,1,541,23,1,24000,1,,2,,0.748
2,50,2,894,3,2,19,1,3,93,1,3,621,1,39,36,2,,,,,3,96,1,541,31,1,20000,1,,2,,0.748
2,50,1,811,2,2,30,2,8,95,2,6,Z20,1,39,24,2,,,,,8,97,1,541,2,1,10000,1,,2,,0.4987
2,50,1,814,2,2,39,2,12,93,2,3,621,1,39,24,2,,,,,12,95,1,541,22,1,24000,1,,1,25000,0.4987
2,50,2,853,3,2,29,2,12,93,1,5,541,1,39,24,2,,,,,12,95,1,541,22,1,12000,1,,2,,0.748
2,50,2,853,3,2,24,1,9,92,2,6,Z20,1,39,24,1,9,94,1,541,,,,,24,2,,,,2,,0.748
2,50,2,858,2,2,38,2,12,93,2,6,541,1,39,24,2,,,,,12,95,1,541,22,2,,,,2,,0.748
2,50,1,802,2,2,27,1,12,91,2,6,135,1,39,24,1,12,93,1,541,,,,,24,2,,,,2,,0.4987
2,50,1,807,4,2,37,1,7,94,2,6,541,1,96,88,2,,,,,99,99,1,79,15,1,10000,1,,2,,0.4987
2,50,2,828,2,2,37,2,1,95,2,4,621,1,39,24,2,,,,,1,97,1,541,9,1,50000,1,,2,,0.748
2,50,1,783,3,2,19,1,10,94,1,3,451,1,82,24,2,,,,,12,95,1,541,12,1,6000,1,,2,,0.4987
2,50,1,783,3,2,23,1,5,94,1,5,451,1,82,24,2,,,,,12,95,1,541,17,1,6000,1,,2,,0.4987
2,50,1,789,2,1,46,2,11,93,2,5,611,1,81,24,2,,,,,11,95,1,855,23,1,20000,1,,2,,0.4987
2,50,2,860,2,2,30,2,7,94,2,5,541,1,39,24,2,,,,,7,96,1,541,15,1,5000,1,,1,1600,0.748
2,50,1,800,2,2,41,2,3,94,2,5,541,1,39,24,2,,,,,3,96,1,541,19,1,10000,1,,2,,0.4987
2,50,1,800,3,1,23,1,6,95,1,5,861,1,89,24,2,,,,,6,97,1,901,4,1,24000,1,,2,,0.4987
2,57,1,897,3,2,28,2,8,93,2,4,541,1,39,24,1,7,94,1,541,,,,,11,2,,,,2,,0.153
2,57,1,901,2,2,33,2,9,95,2,2,Z20,1,82,24,2,,,,,10,97,1,541,1,2,,,,2,,0.153
2,57,2,950,3,2,26,2,1,94,1,6,541,1,18,24,2,,,,,12,96,1,541,21,1,50000,1,,2,,0.7648
2,57,2,951,3,2,21,1,6,94,1,4,Z20,1,54,24,2,,,,,3,96,1,541,16,1,15000,1,,2,,0.7648
2,57,2,953,3,2,25,1,1,95,1,2,Z20,1,81,24,2,,,,,1,97,1,541,9,1,90000,5,,2,,0.7648
2,57,2,969,3,1,27,1,2,94,1,4,621,1,82,36,1,7,95,1,641,,,,,16,2,,,5000,2,,0.7648
2,57,2,957,2,2,33,3,4,95,2,3,541,1,39,12,2,,,,,4,96,1,541,6,1,18000,1,,1,16800,0.7648
2,57,2,961,2,2,29,1,4,94,2,1,Z20,1,39,24,2,,,,,4,96,1,541,17,1,24000,1,,2,,0.7648
2,57,2,962,3,2,33,2,7,93,1,4,541,1,18,24,2,,,,,12,95,1,541,27,1,10000,1,,2,,0.7648
3,8,2,189,2,2,40,2,9,95,2,3,Z20,1,81,24,2,,,,,10,97,1,541,1,1,10000,4,,1,7550,0.7093
3,8,1,5,2,1,46,2,12,94,2,6,381,1,81,24,2,,,,,12,97,1,381,10,1,30000,4,,1,5500,0.4729
3,8,1,9,3,2,29,1,4,95,1,6,451,6,96,88,2,,,,,88,88,1,332,5,1,1050,1,,2,,0.4729
3,8,1,9,3,1,27,3,6,93,1,6,Z90,6,96,88,2,,,,,88,88,1,22,28,1,26250,1,,2,,0.4729
3,8,1,9,4,1,37,2,1,93,2,6,42,1,81,24,2,,,,,1,96,1,29,33,1,32000,4,,2,,0.4729
3,8,1,9,3,1,35,1,2,93,2,6,951,6,96,24,2,,,,,1,96,1,531,32,1,22500,1,,2,,0.4729
3,8,1,15,6,2,38,4,6,95,1,6,Z90,1,39,12,2,,,,,6,96,1,541,4,2,,,,2,,0.4729
3,8,1,92,3,2,33,1,4,91,1,4,541,1,82,24,1,12,94,1,541,,,,,44,2,,,,2,,0.4729
3,8,1,94,3,1,26,1,8,95,1,4,799,1,81,24,2,,,,,12,95,1,799,26,2,,,,2,,0.4729
3,8,1,98,1,1,31,2,8,94,2,4,855,1,81,12,1,8,95,1,855,,,,,12,1,2000,3,7800,1,4000,0.4729
3,8,1,99,1,1,36,2,10,93,4,3,623,1,39,24,1,7,95,1,700,,,,,21,1,6000,4,16000,1,10000,0.4729
3,8,1,100,1,1,40,2,8,92,2,4,985,1,81,24,1,4,94,1,985,,,,,20,2,,,,2,,0.4729
3,8,1,102,1,1,35,1,6,93,4,3,552,1,81,24,1,6,95,1,541,,,,,24,2,,,10000,1,3000,0.4729
3,8,1,104,2,1,49,2,5,94,2,2,855,1,81,24,2,,,,,5,96,1,700,17,1,36000,4,,1,6000,0.4729
3,8,1,107,2,1,42,3,11,94,2,4,985,1,81,24,2,,,,,88,88,1,985,11,1,48000,4,,2,,0.4729
3,8,1,108,1,1,50,2,1,92,2,2,985,1,81,24,1,2,94,1,985,,,,,25,2,,,,2,,0.4729
3,8,1,109,2,1,35,2,10,94,2,4,560,1,96,10,1,8,95,1,560,,,,,10,1,24000,1,40000,1,2000,0.4729
3,8,1,39,1,1,35,3,4,95,2,4,857,1,81,12,2,,,,,3,96,1,857,6,1,30000,1,,2,,0.4729
3,8,1,57,3,1,35,2,5,94,1,4,791,1,81,10,1,3,95,1,791,,,,,10,1,9000,4,,2,,0.4729
3,8,1,57,3,1,30,1,9,94,1,4,552,1,56,12,2,,,,,12,95,1,552,13,1,18000,1,,2,,0.4729
3,8,1,58,1,1,37,1,5,91,2,4,985,1,81,24,1,5,93,1,985,,,,,24,2,,,,2,,0.4729
3,8,1,60,2,2,48,1,3,93,2,2,Z90,1,81,24,1,6,94,1,541,,,,,15,2,,,,2,,0.4729
3,8,1,60,3,1,21,1,4,95,1,5,Z90,1,81,24,2,,,,,4,97,1,985,6,1,20000,4,,1,3500,0.4729
3,8,1,64,1,1,43,1,5,92,2,3,611,1,67,5,1,10,92,1,531,,,,,5,2,,,,2,,0.4729
3,8,1,72,3,1,29,1,2,94,1,5,855,1,81,24,2,,,,,2,96,1,855,20,1,10000,4,,2,,0.4729
3,8,2,172,1,1,27,1,10,92,1,5,Z90,1,36,24,1,10,94,1,532,,,,,24,2,,,,2,,0.7093
3,8,2,174,1,1,36,2,10,93,2,5,951,1,89,12,1,10,94,1,951,,,,,12,2,,,,2,,0.7093
3,8,2,175,2,1,48,5,9,95,2,6,43,1,94,6,2,,,,,4,96,1,43,1,1,180000,1,,1,5000,0.7093
3,8,2,148,2,1,36,1,3,95,2,4,641,1,81,24,2,,,,,12,95,1,871,7,1,45000,4,,1,350,0.7093
3,8,2,152,2,1,47,4,10,94,2,6,846,1,81,12,2,,,,,10,95,1,846,12,1,5000,4,,2,,0.7093
3,8,2,153,3,2,31,1,9,94,1,6,853,1,89,24,2,,,,,9,96,1,853,13,1,50000,4,,2,,0.7093
3,8,1,20,4,1,42,5,7,95,2,4,981,1,999,3,2,,,,,10,95,1,981,3,1,30000,1,,2,,0.4729
3,8,1,24,1,1,32,1,4,92,2,4,954,1,81,24,1,5,94,1,951,,,,,25,2,,,,2,,0.4729
3,8,2,177,2,2,30,1,2,94,2,4,Z20,1,82,24,2,,,,,3,96,1,541,20,1,18000,4,,2,,0.7093
3,8,1,74,6,1,46,3,6,94,2,5,872,1,81,88,2,,,,,88,88,1,872,10,1,36000,4,,2,,0.4729
3,8,1,74,6,2,44,2,6,94,2,4,Z20,1,81,24,2,,,,,6,96,1,541,16,1,24000,4,,2,,0.4729
3,8,1,82,2,1,44,2,3,95,2,4,Z90,1,81,24,2,,,,,3,97,1,985,7,1,25000,4,,2,,0.4729
3,8,1,90,5,1,20,1,12,93,1,5,Z90,1,89,24,2,,,,,12,95,1,959,22,1,25000,4,,2,,0.4729
3,8,1,138,6,2,39,1,2,92,3,4,794,1,80,88,2,,,,,88,88,1,794,44,1,39000,4,,2,,0.4729
3,8,1,140,3,1,22,2,8,95,1,6,Z90,1,81,24,2,,,,,8,97,1,451,2,1,10000,4,,1,3500,0.4729
3,8,1,140,3,2,25,1,12,94,1,6,Z90,1,96,12,2,,,,,12,95,1,66,10,1,46800,4,,2,,0.4729
3,8,1,147,2,1,38,5,12,94,2,6,35,1,81,12,2,,,,,12,95,1,35,10,1,78000,4,,2,,0.4729
3,8,1,110,6,1,45,5,5,95,3,4,Z90,1,81,12,2,,,,,88,88,1,531,12,1,9000,3,,2,,0.4729
3,8,1,111,6,1,29,2,7,95,2,5,326,1,1,12,2,,,,,7,96,1,627,3,1,21000,1,,2,,0.4729
3,8,1,112,4,1,43,4,6,93,2,6,532,1,81,36,1,5,95,1,532,,,,,23,2,,,,2,,0.4729
3,8,1,112,4,2,41,3,6,93,2,6,66,1,81,36,2,,,,,4,96,1,66,28,1,15000,4,,1,75000,0.4729
3,8,1,114,2,1,54,4,3,95,2,5,641,1,999,9,2,,,,,12,95,1,981,7,1,30000,1,,2,,0.4729
3,14,1,650,2,1,43,3,4,95,2,6,985,1,35,10,2,,,,,2,96,1,981,6,1,21000,1,,2,,0.3693
3,14,1,650,3,2,25,1,7,93,1,4,794,1,57,24,2,,,,,12,95,1,759,27,1,10000,1,,2,,0.3693
3,14,1,337,1,1,42,1,3,91,2,4,412,4,52,0,1,3,91,1,949,,,,,0,2,,,,2,,0.3693
3,14,1,719,3,2,21,1,11,94,1,6,551,1,39,24,2,,,,,11,96,1,541,11,1,13500,4,,2,,0.3693
3,14,1,719,3,1,31,1,3,93,1,4,532,1,81,24,1,10,93,1,599,,,,,7,2,,,,2,,0.3693
3,14,1,719,3,1,28,2,7,93,1,4,532,1,81,24,1,1,94,1,532,,,,,6,2,,,,2,,0.3693
3,14,1,719,4,2,28,1,7,91,1,6,332,1,47,24,1,1,94,1,541,,,,,30,2,,,,2,,0.3693
3,14,2,774,4,1,30,5,4,95,2,6,981,3,65,10,2,,,,,2,96,1,981,6,1,30000,1,,2,,0.5539
3,14,2,774,2,1,49,2,12,94,2,2,931,1,81,24,2,,,,,12,96,1,931,10,1,39000,1,,2,,0.5539
3,14,2,769,3,2,29,5,12,94,1,6,66,3,95,10,2,,,,,11,95,1,66,10,1,33000,4,,2,,0.5539
3,14,1,390,3,2,31,2,8,95,1,5,311,1,94,24,2,,,,,88,88,1,541,2,2,,,,2,,0.3693
3,14,1,390,4,1,24,5,6,95,2,5,599,1,95,6,2,,,,,1,96,1,599,4,1,43500,1,,2,,0.3693
3,14,1,390,3,2,25,2,4,94,1,6,599,1,95,7,1,9,94,1,599,,,,,5,2,,,,2,,0.3693
3,14,1,390,3,1,31,1,1,91,4,4,985,1,81,88,2,,,,,88,88,1,985,57,1,5000,4,,2,,0.3693
3,14,1,546,3,1,25,1,6,95,1,4,855,1,81,24,2,,,,,6,97,1,855,3,1,17000,1,,2,,0.3693
3,14,1,546,2,1,30,3,9,94,2,4,985,1,81,24,2,,,,,9,96,1,985,13,1,10000,1,,2,,0.3693
3,14,1,546,3,2,22,1,7,95,1,5,67,1,82,24,2,,,,,7,97,1,591,2,1,5000,1,,2,,0.3693
3,14,1,546,2,1,51,5,11,94,2,4,700,1,81,24,2,,,,,11,96,1,700,11,1,15000,1,,2,,0.3693
3,14,1,726,2,1,41,4,5,95,2,5,981,1,95,10,2,,,,,3,96,1,981,5,1,65200,1,,1,1200,0.3693
3,14,1,726,2,1,51,1,10,91,2,3,599,1,52,88,2,,,,,88,88,1,541,48,1,13000,4,,2,,0.3693
3,14,1,726,2,1,32,1,7,94,2,5,412,1,96,14,1,9,95,1,541,,,,,14,1,38250,4,,1,4590,0.3693
3,14,1,726,4,2,35,4,9,94,2,6,26,1,36,11,2,,,,,12,95,1,22,13,1,30000,4,,1,25000,0.3693
3,14,1,726,3,2,25,1,8,95,1,6,Z20,1,89,12,2,,,,,7,96,1,949,2,2,,,,2,,0.3693
3,14,1,667,2,1,34,2,9,95,2,4,985,1,81,24,2,,,,,7,96,1,985,3,1,30000,1,,2,,0.3693
3,14,1,667,3,2,27,1,4,94,1,4,Z20,1,81,24,2,,,,,4,96,1,541,18,1,30000,1,,2,,0.3693
3,14,1,667,2,1,50,1,9,91,2,4,954,3,52,88,2,,,,,88,88,1,954,48,1,20000,1,,2,,0.3693
3,14,1,421,5,1,29,2,7,94,1,3,621,1,51,24,2,,,,,7,96,1,951,15,1,11000,4,,2,,0.3693
3,14,1,421,2,2,36,4,6,95,2,3,985,1,89,24,2,,,,,6,97,1,985,3,2,,,,2,,0.3693
3,14,1,421,6,1,38,1,6,93,2,5,411,1,81,24,1,5,95,1,325,,,,,23,1,5000,1,,2,,0.3693
3,14,2,843,2,2,43,2,2,94,2,5,67,1,81,24,2,,,,,5,96,1,67,20,1,45000,4,,2,,0.5539
3,14,1,584,3,2,23,1,8,93,1,5,Z90,1,81,88,2,,,,,88,88,1,700,25,2,,,,2,,0.3693
3,14,1,473,1,1,30,1,8,92,1,4,Z90,1,81,36,1,4,95,1,325,,,,,32,1,5000,5,15000,1,12000,0.3693
3,14,1,483,2,2,27,1,1,92,5,5,541,1,10,24,1,2,93,1,541,,,,,13,2,,,,2,,0.3693
3,14,1,483,3,2,25,1,5,92,1,2,929,1,82,24,2,,,,,3,96,1,541,41,2,,,,2,,0.3693
3,14,1,483,3,2,24,5,3,95,1,2,179,1,52,6,1,9,95,1,179,,,,,6,1,20000,3,10000,1,30000,0.3693
3,14,1,441,2,1,45,2,7,94,2,2,954,1,89,24,2,,,,,7,96,1,954,13,1,85000,4,,2,,0.3693
3,14,1,441,3,1,22,1,3,94,1,5,853,1,81,24,2,,,,,3,96,1,31,19,1,25000,1,,2,,0.3693
3,14,1,441,2,1,39,2,12,93,2,5,854,1,81,24,2,,,,,12,95,1,853,22,1,24000,3,,2,,0.3693
3,14,1,441,3,2,19,1,6,95,1,4,Z20,1,52,6,2,,,,,11,95,1,179,4,2,,,,2,,0.3693
3,14,1,279,3,1,23,1,9,94,1,5,139,1,89,20,2,,,,,9,96,1,949,13,1,56000,4,,2,,0.3693
3,14,1,279,3,2,22,1,4,95,1,5,332,1,89,24,2,,,,,4,97,1,332,5,1,26000,4,,2,,0.3693
3,14,1,279,2,1,45,5,1,95,2,6,Z90,1,66,6,2,,,,,10,95,1,42,9,1,75000,1,,2,,0.3693
3,14,1,279,3,1,27,3,1,95,1,5,219,1,52,12,2,,,,,12,96,1,139,9,2,,,,2,,0.3693
3,14,1,279,2,1,48,4,9,94,2,6,981,1,96,12,2,,,,,12,95,1,981,13,1,50000,1,,2,,0.3693
3,14,1,611,3,2,27,2,12,93,1,3,532,1,54,24,2,,,,,12,95,1,541,22,1,19000,1,,2,,0.3693
3,14,1,611,5,2,25,1,12,94,2,5,Z30,4,43,6,2,,,,,99,99,1,541,10,1,25000,1,,1,13500,0.3693
3,14,1,611,2,1,37,3,11,94,2,7,985,1,66,12,2,,,,,11,95,1,981,11,1,38700,1,,2,,0.3693
3,14,1,611,2,1,35,4,5,91,2,4,985,6,96,88,2,,,,,88,88,1,451,53,1,36000,5,,2,,0.3693
3,14,1,565,2,1,31,2,12,92,2,4,611,1,81,24,1,1,95,1,855,,,,,25,2,,,,2,,0.3693
3,14,1,565,3,1,30,3,11,91,1,5,Z90,1,81,24,1,8,95,1,931,,,,,45,1,12000,4,100000,1,222350,0.3693
3,14,1,565,2,1,37,2,10,90,2,4,452,1,81,24,1,10,92,1,846,,,,,24,2,,,,2,,0.3693
3,14,1,297,2,2,51,1,7,94,2,6,Z20,1,47,23,2,,,,,7,96,1,541,15,1,43000,1,,2,,0.3693
3,14,1,297,2,1,37,2,7,92,2,4,985,1,81,24,2,,,,,88,88,1,985,39,1,60000,1,,2,,0.3693
3,14,1,297,3,2,26,1,6,93,1,5,773,4,47,88,2,,,,,88,88,1,541,28,1,30000,4,,2,,0.3693
3,14,1,297,3,1,25,1,8,94,1,4,931,1,50,7,1,5,95,1,954,,,,,9,2,,,30000,2,,0.3693
3,14,1,297,2,1,50,3,2,95,2,6,25,1,81,24,2,,,,,2,97,1,25,8,1,60000,1,,1,73000,0.3693
3,14,1,533,4,1,32,1,7,94,2,4,754,1,81,22,2,,,,,7,96,1,754,15,1,60000,4,,2,,0.3693
3,14,1,533,3,2,29,1,7,93,2,4,754,1,82,21,1,7,95,1,541,,,,,24,1,43200,1,48000,1,6500,0.3693
3,14,1,361,2,1,40,1,8,94,2,5,880,1,81,24,2,,,,,9,96,1,880,14,1,45000,1,,1,23000,0.3693
3,14,1,361,3,2,39,1,3,94,1,1,Z90,1,82,24,2,,,,,5,96,1,541,18,1,50000,4,,2,,0.3693
3,14,1,361,2,1,42,1,5,95,2,5,985,1,81,24,2,,,,,4,97,1,985,4,1,45000,1,,2,,0.3693
3,14,1,199,2,1,43,2,9,94,2,6,985,1,52,24,2,,,,,12,95,1,981,13,1,46000,1,,2,,0.3693
