REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,GRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
2,9,2,52,3,2,25,2,11,97,1,5,067,1,89,24,1,541,35,2,,,11,1999,1,32000,1,,2,,41.6674
2,9,2,54,3,1,36,4,99,99,1,4,959,3,81,12,1,954,54,2,,,4,2000,1,5000,3,,2,,41.6674
2,9,2,59,2,2,37,1,1,95,2,4,623,1,57,24,1,541,48,1,7,99,,,2,,,,2,,41.6674
2,9,2,91,3,2,26,1,6,96,1,3,623,1,82,24,1,541,59,2,,,5,2000,2,,,,1,3000,41.6674
2,15,1,163,2,2,43,2,8,97,2,3,Z20,1,50,36,1,541,12,2,,,8,2000,2,,,,2,,347.9592
2,15,1,164,2,2,35,1,1,96,2,2,621,1,82,12,1,541,12,1,2,97,,,2,,,,2,,347.9592
2,15,2,346,3,2,26,3,12,98,1,6,Z20,1,80,12,1,541,24,2,,,12,1999,2,,,,2,,762.138
2,15,2,346,3,2,24,1,12,98,1,6,Z20,1,80,12,2,,,2,,,12,1999,2,,,,2,,762.138
2,15,2,250,3,2,20,2,4,98,1,5,490,1,39,24,1,541,20,1,9,99,,,2,,,,2,,762.1397
2,15,1,199,3,2,36,3,2,98,2,6,592,1,89,36,2,,,2,,,2,2001,2,,,,2,,347.9596
2,15,1,201,2,2,36,2,8,97,2,7,Z20,1,39,12,1,541,34,1,8,98,,,2,,,,2,,347.9596
2,15,2,430,3,2,33,2,1,99,1,4,Z20,1,39,24,1,541,33,2,,,12,2000,1,30000,1,,2,,698.6268
2,15,2,431,3,2,34,2,4,99,4,4,Z20,1,82,24,1,541,25,2,,,3,2001,1,22000,1,28000,2,,698.6268
2,15,1,111,1,1,41,4,6,98,2,6,861,1,35,9,1,861,42,1,4,99,,,2,,,100000,1,11400,347.9594
2,15,1,117,3,2,35,1,8,99,1,7,203,4,50,5,2,,,2,,,1,2000,2,,,,2,,347.9594
2,15,2,357,6,1,37,4,2,97,2,1,999,3,89,12,1,643,44,1,11,98,,,2,,,,2,,698.6272
2,15,1,172,1,1,39,3,5,98,2,6,985,1,89,24,1,849,17,2,,,4,2000,1,25000,1,,2,,346.8513
2,15,2,289,3,2,27,2,2,99,1,4,541,4,39,8,2,,,1,9,99,,,1,12000,1,20000,2,,706.0126
2,15,2,299,2,1,47,2,8,99,2,7,611,4,96,6,2,,,2,,,1,2000,1,40000,4,,1,2000,706.0126
2,15,2,302,2,2,37,1,2,96,2,4,Z20,1,81,24,1,541,29,1,7,98,,,2,,,,2,,838.354
2,15,2,307,3,2,25,3,3,98,1,7,Z20,1,90,12,1,135,28,2,,,10,1999,1,10000,3,20000,2,,838.354
2,15,2,312,2,2,30,3,4,99,2,4,Z20,1,39,12,1,541,48,2,,,4,2000,1,52000,4,,2,,838.354
2,15,2,317,3,2,24,1,9,99,1,6,849,1,39,24,1,541,3,2,,,88,8888,1,35000,1,999999,1,6000,762.1391
2,15,1,134,5,2,21,2,6,99,2,6,949,1,82,24,1,541,12,2,,,7,2000,2,,,,2,,318.9626
2,15,2,457,2,2,32,1,2,95,1,5,791,1,89,24,1,541,10,1,2,97,,,2,,,,2,,762.1382
2,15,2,392,3,2,36,3,7,99,1,7,Z20,1,39,24,1,541,48,2,,,6,2001,1,6000,1,,2,,773.3783
2,15,1,147,3,2,26,1,6,98,1,6,621,1,89,12,1,541,12,1,7,99,,,1,6000,1,14000,2,,318.9628
2,15,2,471,2,2,38,2,9,99,2,2,621,1,57,12,1,541,36,2,,,88,8888,1,9000,1,10000,2,,822.6268
2,15,1,237,4,2,39,2,8,99,2,4,Z20,1,39,24,1,541,24,2,,,99,2001,1,41000,1,30000,1,9000,334.9429
2,15,1,237,4,2,24,1,2,99,2,4,Z20,1,89,24,1,541,7,2,,,2,2001,1,17000,1,,2,,334.9429
2,15,2,506,2,2,38,1,4,96,2,7,441,1,89,12,1,541,12,1,4,97,,,2,,,,2,,762.1382
2,15,2,521,3,1,26,1,7,97,1,5,Z30,1,81,24,1,859,25,2,,,12,1999,1,30000,1,,2,,698.6269
2,15,2,526,2,2,33,3,11,98,2,6,Z20,1,39,24,1,541,46,2,,,10,2000,1,19000,4,,2,,698.6269
2,31,1,615,3,2,24,1,8,97,1,4,512,1,82,36,1,541,24,2,,,99,2000,1,15000,1,,2,,311.1851
2,31,1,615,3,2,22,1,1,98,1,7,Z90,1,82,36,1,541,21,2,,,99,2001,1,17000,1,,2,,311.1851
2,31,1,618,2,1,37,1,1,97,2,7,313,6,18,48,1,389,24,2,,,99,2001,1,30000,1,,2,,311.1851
2,31,2,908,6,2,58,1,1,98,3,3,Z20,1,39,36,1,541,18,2,,,99,2001,1,15000,1,,2,,708.8749
2,31,2,922,3,2,30,2,9,98,1,4,Z20,1,82,36,1,541,36,2,,,99,2001,1,25000,1,,2,,686.3692
2,31,1,558,4,1,27,1,9,98,2,7,Z30,1,89,36,1,949,36,1,8,99,,,1,15000,1,100000,2,,373.422
2,31,1,559,3,2,41,2,1,99,2,7,946,1,39,24,1,541,28,1,9,99,,,1,20000,4,15000,2,,373.422
2,31,1,561,3,1,32,1,7,95,1,6,611,1,89,24,1,949,24,1,7,97,,,2,,,,2,,373.422
2,31,1,563,3,1,32,1,8,96,1,6,611,4,46,48,1,532,31,1,5,99,,,2,,,,2,,373.422
2,31,2,836,2,2,29,1,1,99,2,4,Z20,1,89,24,1,541,9,2,,,1,2001,1,26000,1,,2,,708.8782
2,31,1,627,2,2,32,3,3,99,2,6,Z20,1,39,8,1,541,57,2,,,10,1999,1,20000,1,,2,,282.4943
2,31,1,627,2,2,32,3,3,99,2,6,Z20,1,39,8,1,541,57,2,,,10,1999,1,20000,1,,1,2000,282.4943
2,31,2,948,3,2,38,2,1,98,3,4,Z20,1,39,24,1,541,40,2,,,12,1999,1,11000,1,,2,,644.4331
2,31,2,958,2,2,38,2,10,98,2,7,Z20,1,39,24,1,541,36,2,,,10,2000,1,7500,1,,2,,596.7738
2,31,2,971,2,2,29,2,8,98,2,7,Z20,1,89,24,1,541,37,2,,,8,2000,1,95000,1,,2,,590.7297
2,31,2,1001,2,1,73,1,7,99,2,1,Z40,6,96,24,2,,,2,,,6,2001,2,,,,2,,659.8752
2,31,1,673,3,2,21,1,7,97,1,7,Z90,1,96,24,1,541,3,2,,,8,2001,1,7000,1,,2,,311.185
2,31,2,1009,3,1,26,3,1,99,1,5,611,1,48,12,1,981,26,2,,,1,2000,2,,,,2,,708.8785
2,31,2,1009,3,2,31,1,2,99,1,7,Z20,1,46,2,1,549,9,2,,,2,2001,1,31000,3,,2,,708.8785
2,31,2,733,3,1,24,1,6,99,2,6,599,1,89,12,1,949,3,2,,,7,2000,1,13000,1,,2,,644.4348
2,31,2,733,4,1,21,1,7,99,2,6,949,1,89,12,1,949,2,2,,,8,2000,1,7000,1,,2,,644.4348
2,31,2,735,3,1,35,2,4,98,2,6,999,1,81,12,1,599,36,1,4,99,,,2,,,,2,,644.4348
2,31,2,760,3,2,33,2,3,99,1,4,Z20,1,82,88,1,541,58,2,,,88,8888,1,5000,1,,2,,644.4328
2,31,2,1040,3,1,31,1,6,98,1,5,612,1,89,12,1,832,3,1,6,99,,,2,,,,2,,590.7299
2,31,2,1040,3,2,23,1,5,98,1,5,Z20,1,89,12,1,946,4,1,5,99,,,2,,,,2,,590.7299
2,31,2,841,2,2,37,1,7,99,2,3,949,1,89,24,1,541,3,2,,,7,2001,1,4800,4,,2,,825.6295
2,31,1,572,3,1,25,3,8,97,1,7,Z30,1,52,10,1,981,30,1,3,99,,,2,,,,2,,373.422
2,31,1,686,3,2,28,2,8,98,1,6,Z20,1,39,24,1,541,37,2,,,8,2000,1,30000,1,,2,,344.1341
2,31,1,689,2,2,31,1,11,98,2,7,135,1,39,24,1,541,11,2,,,11,2000,1,60000,1,,2,,344.1341
2,31,1,691,2,2,38,1,2,98,2,2,512,1,39,24,1,541,19,2,,,2,2000,1,20000,1,,2,,344.1341
2,31,1,598,2,2,28,1,3,98,2,6,451,1,82,24,1,541,19,2,,,2,2000,1,5000,3,,2,,286.1232
2,31,2,1059,2,2,33,1,5,98,2,6,Z20,1,39,24,1,541,16,2,,,5,2000,1,70000,1,,2,,640.0952
2,31,2,1060,2,2,40,1,6,98,2,7,Z20,1,89,24,1,949,6,1,11,98,,,2,,,,2,,640.0952
2,31,2,1078,2,2,32,1,11,98,2,7,Z20,1,39,24,1,541,11,1,4,99,,,1,14000,1,10000,2,,590.7321
2,31,1,606,2,1,34,1,8,99,2,6,985,1,89,36,1,949,2,2,,,7,2002,2,,,,2,,373.4223
2,31,1,608,3,2,35,1,11,95,4,1,599,1,57,48,1,541,46,2,,,12,1999,1,5000,1,,1,10000,373.4223
2,31,1,659,4,2,22,1,1,99,2,7,Z20,1,51,12,1,541,99,2,,,12,2001,1,12000,1,,2,,311.1849
2,31,1,699,3,2,34,3,5,98,4,6,560,1,57,24,1,541,52,1,7,99,,,1,9000,5,20000,1,7000,373.4224
2,31,1,715,3,2,28,1,10,97,1,6,Z30,1,39,24,1,541,23,2,,,10,1999,1,20500,1,,2,,311.1851
2,31,2,1081,3,2,24,2,5,98,1,4,541,1,39,12,1,541,40,2,,,5,2000,1,27000,4,,2,,590.7309
2,31,2,1082,2,2,45,4,4,99,2,4,Z20,1,39,24,1,541,54,2,,,5,2000,1,20000,1,50000,1,4350,590.7309
2,31,2,1089,3,2,33,1,12,97,1,6,541,1,89,24,1,541,22,2,,,12,2000,1,30000,1,,2,,590.7309
2,31,1,541,2,1,35,2,12,98,2,7,700,1,81,24,1,211,36,2,,,12,2000,1,77000,1,,2,,311.1847
2,31,2,816,3,2,25,2,4,97,2,4,Z20,1,39,42,1,541,40,2,,,12,1999,1,30000,1,,1,8500,652.2459
2,57,2,1487,2,2,29,1,12,97,2,4,Z20,1,82,24,1,541,17,1,4,99,,,2,,,,2,,482.3636
2,57,1,1354,2,2,54,1,10,94,2,4,Z20,1,47,24,1,541,60,2,,,88,8888,1,108000,1,,1,5000,163.9959
2,57,1,1373,3,2,25,1,4,97,1,4,Z20,1,82,48,1,541,30,2,,,4,2001,1,30000,1,,2,,150.3296
2,57,1,1375,3,2,25,1,3,95,1,6,Z20,1,35,24,1,541,55,2,,,3,2000,1,18000,1,,2,,150.3296
2,57,1,1375,3,2,25,1,3,95,1,6,Z20,1,35,24,1,541,55,2,,,3,2000,1,18000,1,,2,,150.3296
2,57,1,1376,2,2,40,2,11,98,2,6,Z20,1,81,24,1,541,35,2,,,11,2000,1,20566,5,,1,5000,150.3296
2,57,1,1385,2,2,36,1,7,97,2,4,Z20,1,39,24,1,541,27,2,,,12,1999,2,,,,2,,163.9959
2,57,1,1392,2,2,43,3,4,99,2,6,Z20,1,39,24,1,541,57,2,,,9,2000,1,38000,1,,1,2200,163.9959
2,50,2,1274,3,2,36,2,8,99,3,6,Z20,1,51,24,1,541,30,2,,,8,2001,1,20000,2,15000,1,3000,547.7773
2,50,2,1275,1,1,48,2,1,97,2,2,985,1,81,24,1,541,60,1,6,99,,,1,25000,1,60000,2,,547.7773
2,50,2,1276,4,2,24,1,8,98,2,4,Z20,1,39,24,1,541,13,2,,,12,1999,1,4500,4,,2,,547.7773
2,50,2,1209,2,2,34,3,8,98,2,3,Z20,1,47,24,1,541,60,2,,,12,1999,1,16000,1,,1,10000,597.5752
2,50,2,1299,3,2,27,2,1,97,1,4,621,1,82,24,1,541,24,2,,,12,1999,1,10000,1,,2,,547.7771
2,50,1,1136,4,1,26,2,11,98,2,6,451,6,96,88,1,734,39,2,,,88,8888,1,60000,1,,2,,429.132
2,50,2,1218,3,1,56,1,99,94,2,7,611,1,81,24,1,985,16,1,5,96,,,2,,,,2,,647.7915
2,50,2,1221,1,2,58,2,2,96,3,7,135,1,81,24,1,541,40,1,2,98,,,2,,,,2,,647.7915
2,50,1,1141,3,2,33,2,3,98,1,6,451,1,39,24,1,541,58,2,,,88,8888,1,12000,1,,1,2000,468.1439
2,50,1,1141,3,2,31,1,2,99,1,7,Z90,1,18,60,2,,,2,,,99,2003,1,5000,1,,2,,468.1439
2,50,1,1143,2,2,45,2,12,98,2,6,Z20,1,39,24,1,541,57,2,,,12,2000,1,30000,4,,2,,468.1439
2,50,1,1147,2,2,41,2,8,98,2,3,621,1,81,24,1,541,54,2,,,8,2000,1,30000,4,,1,25000,468.1439
2,50,1,1148,2,2,31,2,8,97,2,3,Z20,1,39,36,1,541,49,2,,,99,2000,1,7000,1,,2,,468.1439
2,50,2,1227,3,2,26,2,8,99,1,7,Z90,1,39,24,1,541,48,2,,,8,2001,1,30000,1,30000,1,11500,657.3335
2,50,2,1227,3,2,23,1,11,98,1,7,621,1,39,24,2,,,2,,,11,1999,1,30000,1,,2,,657.3335
2,50,1,1174,2,2,45,2,4,98,2,7,Z20,1,39,24,1,541,58,2,,,99,2000,1,22000,1,,2,,468.144
2,50,2,1264,2,2,35,1,8,99,2,4,Z20,1,39,24,1,541,2,2,,,7,2001,1,10000,1,,2,,547.7777
3,8,2,245,3,2,37,1,8,97,4,4,Z90,1,81,24,1,541,24,1,8,99,,,1,7000,4,3000,1,200,733.517
3,8,2,248,2,1,52,3,2,99,2,4,Z90,1,81,16,1,979,48,2,,,6,2000,1,48000,1,,2,,733.517
3,8,2,248,3,1,29,1,2,97,1,6,Z90,1,81,24,1,981,24,1,1,99,,,2,,,,2,,733.517
3,8,2,248,3,2,33,5,10,98,2,7,Z90,3,39,10,1,541,50,2,,,10,2000,1,30000,4,,1,2000,733.517
3,8,2,248,4,1,32,2,99,99,2,7,Z90,1,39,88,1,589,99,2,,,88,8888,2,,,,2,,733.517
3,8,1,114,2,2,38,1,9,99,2,7,193,8,52,18,2,,,2,,,11,1999,2,,,,2,,448.7141
3,8,1,115,2,1,46,2,9,98,2,2,872,1,81,12,1,872,58,1,9,99,,,1,33000,4,30000,1,1500,448.7141
3,8,1,116,6,2,27,2,7,99,2,6,171,1,52,12,1,171,9,2,,,88,8888,1,48000,4,50000,1,3000,448.7141
3,8,2,289,3,1,25,1,8,99,2,5,854,1,81,24,1,855,3,2,,,8,2001,2,,,,2,,733.5168
3,8,2,292,3,1,34,2,9,99,1,5,621,1,89,24,1,899,25,2,,,9,2001,2,,,,2,,733.5168
3,8,2,292,3,2,24,1,10,98,1,7,Z90,1,89,24,1,949,13,2,,,10,2000,1,30000,1,,2,,733.5168
3,8,2,293,1,1,54,3,8,97,2,4,985,1,81,12,1,985,33,1,9,98,,,2,,,,2,,733.5168
3,8,2,297,3,2,32,2,5,99,2,7,Z90,6,1,6,2,,,2,,,10,1999,1,15000,1,,2,,733.5168
3,8,1,13,2,1,34,2,2,98,2,3,Z90,1,81,24,1,985,32,2,,,11,2000,1,30000,4,,1,2220,448.7163
3,8,1,14,6,1,37,2,5,97,1,7,595,1,94,24,1,384,50,1,5,99,,,2,,,19000,1,20000,448.7163
3,8,1,14,6,1,30,2,12,97,1,7,532,1,94,24,1,532,48,1,5,99,,,2,,,190000,1,20000,448.7163
3,8,1,19,3,1,23,1,10,98,1,4,959,1,81,24,1,532,12,2,,,10,2000,1,10000,1,,2,,448.7163
3,8,1,20,3,1,33,3,12,98,1,4,Z90,1,81,24,1,560,48,2,,,11,2000,1,11700,4,,2,,448.7163
3,8,1,20,3,1,30,2,12,98,1,4,Z90,1,81,24,1,560,48,2,,,11,2000,1,11700,4,,2,,448.7163
3,8,1,21,1,1,43,2,7,96,2,4,985,1,56,38,1,985,48,1,9,99,,,1,100000,1,,2,,448.7163
3,8,1,23,6,2,62,1,9,99,3,4,599,4,1,3,2,,,2,,,12,1999,2,,,,2,,448.7163
3,8,1,23,1,1,26,1,9,99,2,7,370,4,96,0,2,,,2,,,10,1999,2,,,,2,,448.7163
3,8,1,24,2,1,39,2,10,95,2,4,Z90,1,81,24,1,999,48,1,1,97,,,1,28000,4,,2,,448.7163
3,8,1,38,4,1,33,3,4,99,2,5,Z30,1,66,10,1,981,26,2,,,2,2000,1,72000,1,,1,4000,448.7142
3,8,1,45,2,2,35,1,7,99,2,3,Z90,1,89,12,1,541,2,2,,,7,2000,2,,,,2,,448.7142
3,8,1,141,2,2,38,1,9,99,2,6,412,1,89,12,1,541,1,2,,,9,2000,2,,,,2,,530.7534
3,8,1,142,2,1,27,1,9,98,2,4,871,1,81,24,1,871,12,2,,,9,2000,1,54000,4,,2,,530.7534
3,8,1,178,4,1,32,4,3,99,2,6,311,1,81,12,1,451,42,2,,,3,2000,1,30000,1,,1,16500,547.5764
3,8,1,178,3,2,31,2,3,97,2,7,949,1,81,24,1,311,48,2,,,3,2000,2,,,,2,,547.5764
3,8,1,210,2,1,51,9,8,99,2,7,759,1,42,3,1,759,30,2,,,11,1999,1,114000,3,999999,2,,538.4568
3,8,1,212,2,1,53,2,10,97,2,4,973,1,81,24,1,973,48,2,,,10,1999,1,56000,4,,2,,538.4568
3,8,1,56,3,2,24,2,6,98,1,6,067,1,39,12,1,541,36,1,7,99,,,2,,,120000,2,,538.4569
3,8,1,79,3,1,47,1,1,95,1,7,131,5,1,12,2,,,1,12,95,,,2,,,,2,,452.6963
3,8,2,317,2,1,30,1,2,97,2,4,849,1,81,36,1,849,29,1,8,99,,,2,,,,1,1000,687.3627
3,8,2,321,2,1,45,5,7,99,2,4,Z90,1,96,9,1,981,55,2,,,3,2000,1,120000,1,50000,1,3500,687.3627
3,8,2,322,2,1,44,5,6,99,2,5,849,1,81,88,1,849,55,2,,,3,2000,1,85000,1,50000,1,9000,687.3627
3,8,1,238,2,1,42,5,9,99,2,6,855,1,81,12,1,855,55,2,,,9,2000,1,120000,1,40000,1,18000,538.4577
3,8,1,87,4,1,41,4,5,99,2,5,362,1,81,12,1,386,48,2,,,88,8888,1,57000,4,114000,1,7200,538.4571
3,8,1,90,3,1,28,1,9,96,1,3,855,1,81,36,1,855,36,2,,,12,1999,1,10000,4,,2,,538.4571
3,8,1,94,1,1,41,2,8,96,2,7,872,1,96,36,1,035,36,1,8,99,,,1,32000,1,18500,1,22496,538.4571
3,8,1,94,2,2,41,1,10,96,2,7,412,1,89,36,1,541,31,1,6,99,,,1,26000,1,5550,,,538.4571
3,8,1,95,2,1,48,4,6,99,2,5,855,1,81,24,1,859,48,2,,,88,8888,1,44400,1,38000,1,2000,538.4571
3,14,1,700,3,1,31,2,11,98,1,7,985,1,35,10,1,981,10,2,,,11,1999,1,24000,1,,2,,420.0273
3,14,1,700,3,2,61,1,8,99,3,6,Z40,4,18,10,2,,,2,,,5,2000,2,,,,2,,420.0273
3,14,1,700,2,1,23,1,9,98,2,7,859,1,89,24,1,859,24,2,,,9,2000,2,,,,2,,420.0273
3,14,1,520,3,2,33,3,9,99,1,7,111,1,43,12,1,111,48,2,,,12,1999,1,20000,1,10000,2,,420.0266
3,14,1,556,4,1,35,2,11,98,2,7,946,1,81,12,1,039,58,2,,,11,1999,1,35000,4,,2,,420.0262
3,14,1,580,2,2,30,2,7,99,2,4,985,1,89,24,1,859,36,1,7,99,,,1,48000,1,30000,1,29500,420.0271
3,14,1,584,2,1,38,1,12,98,2,3,791,1,81,88,1,793,10,2,,,88,8888,1,24000,1,,1,,420.0271
3,14,1,585,2,2,39,1,7,99,2,3,412,1,81,88,1,541,36,2,,,88,8888,1,10000,4,,2,,420.0271
3,14,1,593,2,1,36,4,1,98,2,3,846,1,81,24,1,846,60,2,,,10,1999,1,39000,1,,1,,420.0272
3,14,2,1283,2,1,45,2,11,98,2,7,389,1,67,24,1,389,24,2,,,12,1999,1,78000,1,,2,,1042.8237
3,14,1,337,3,2,24,1,5,99,4,2,171,1,52,24,1,171,6,1,7,99,,,1,15178,4,65000,1,3500,458.2113
3,14,1,601,6,1,68,5,6,99,2,7,Z40,6,96,6,2,,,2,,,1,2000,2,,,,2,,420.0257
3,14,1,601,6,2,67,5,6,99,2,7,Z40,6,96,6,2,,,2,,,1,2000,2,,,,2,,420.0257
3,14,1,603,3,2,25,3,1,99,1,3,490,1,89,18,1,853,18,2,,,7,2000,1,37000,1,,2,,420.0257
3,14,1,604,2,2,40,3,5,97,2,2,Z20,1,46,24,1,599,54,1,5,99,,,2,,,,1,22600,420.0257
3,14,1,610,2,1,46,5,1,98,2,6,979,1,81,24,1,979,47,2,,,12,1999,1,60000,4,,2,,420.0257
3,14,1,373,1,1,43,4,1,98,2,4,871,1,81,12,1,871,48,1,1,99,,,2,,,,2,,420.0265
3,14,1,373,3,1,21,1,3,99,2,4,871,1,81,18,1,871,7,2,,,9,2000,1,36000,4,,2,,420.0265
3,14,1,374,3,2,28,3,5,98,1,4,451,1,52,3,1,172,15,1,7,98,,,2,,,,2,,420.0265
3,14,1,377,3,1,22,1,6,99,1,6,999,1,89,88,1,999,3,2,,,88,8888,2,,,,2,,420.0265
3,14,1,624,3,1,38,1,5,99,1,4,794,1,81,24,1,794,4,2,,,5,2001,1,25000,4,,2,,489.0595
3,14,1,626,2,1,42,2,8,98,2,6,411,1,81,24,1,846,37,2,,,8,2000,1,72000,4,,2,,420.0267
3,14,1,627,3,1,25,1,6,97,2,5,859,1,81,24,1,589,22,1,4,99,,,2,,,50000,2,,420.0267
3,14,1,628,3,2,25,2,5,98,1,6,171,1,21,6,1,171,17,1,8,98,,,2,,,,2,,420.0267
3,14,1,399,3,2,21,1,6,99,1,4,Z20,1,52,6,1,171,4,2,,,1,2000,1,12500,1,,2,,420.0273
3,14,1,408,3,1,22,1,5,99,1,4,985,1,81,24,1,985,5,2,,,5,2001,1,10000,4,,2,,420.0273
3,14,1,408,3,1,22,1,5,99,1,4,985,1,81,24,1,985,5,2,,,5,2001,1,10000,4,,2,,420.0273
3,14,2,1251,3,2,23,1,2,99,1,3,Z20,1,52,88,1,171,8,2,,,88,8888,1,30000,4,,1,37000,955.9224
3,14,2,1254,6,2,35,1,4,95,4,4,Z20,1,53,48,1,541,48,2,,,3,2000,1,1900,3,,1,4000,955.9224
3,14,1,409,1,1,34,2,2,98,2,5,872,1,81,88,1,029,24,2,,,88,8888,1,48000,1,,2,,504.0319
3,14,1,423,3,2,26,1,8,99,1,7,066,1,81,88,1,066,1,2,,,88,8888,1,10000,4,,2,,504.0326
3,14,1,428,2,1,46,6,7,99,2,6,Z90,1,52,10,1,531,52,2,,,5,2000,1,50000,1,,1,1000,504.0326
3,14,1,438,1,1,41,8,5,99,2,5,985,1,47,12,1,219,60,2,,,88,8888,1,18000,1,80000,1,1000,458.211
3,14,1,442,1,1,39,8,4,99,2,4,839,1,81,88,1,871,60,1,6,99,,,1,30000,1,70000,1,13500,458.211
3,14,1,452,3,1,32,3,4,96,2,7,Z90,1,56,24,1,713,48,1,4,98,,,2,,,,2,,420.027
3,14,1,462,4,1,31,3,10,97,2,7,073,1,81,88,1,389,60,2,,,3,2001,1,48000,4,,2,,489.1164
3,14,1,470,1,1,56,1,8,95,2,1,959,1,15,26,1,959,24,1,10,97,,,2,,,,2,,560.5531
3,14,1,474,3,1,31,4,4,98,2,7,Z90,1,35,12,1,362,36,1,12,98,,,2,,,,2,,560.5531
3,14,1,478,3,1,29,1,6,99,2,6,985,1,32,10,1,981,3,2,,,4,2000,1,18000,1,,2,,560.5531
3,14,1,743,1,1,39,4,5,99,2,6,203,3,52,3,1,444,9,1,7,99,,,2,,,,2,,382.9894
3,14,1,747,4,1,32,2,8,95,2,4,873,1,81,36,1,873,33,1,8,97,,,2,,,,2,,458.2106
3,14,1,780,6,2,23,6,9,98,1,4,Z20,1,52,6,1,172,36,1,3,99,,,2,,,,2,,420.0269
3,14,1,823,3,2,28,5,7,99,1,4,Z20,1,39,12,1,541,60,2,,,8,2000,1,15000,4,,2,,420.0271
3,14,1,825,2,1,47,19,7,98,2,3,880,1,51,24,1,880,33,2,,,8,2000,1,38000,1,,2,,420.0271
3,14,1,827,6,1,33,1,10,97,2,6,985,1,81,24,1,859,23,2,,,12,1999,1,34000,1,,2,,420.0271
3,14,1,827,6,2,35,1,8,98,2,4,Z20,1,39,12,1,541,13,2,,,12,1999,1,40000,1,,2,,420.0271
3,14,1,836,2,2,27,1,11,98,2,2,067,1,89,36,1,753,10,2,,,12,2001,1,48000,1,,2,,458.6496
3,14,1,857,3,2,38,3,1,99,1,7,311,1,21,9,1,541,36,2,,,11,1999,1,30000,1,,2,,420.0274
3,14,1,857,3,1,31,2,11,97,2,6,629,1,89,36,1,859,34,2,,,11,2000,1,40000,1,,2,,420.0274
3,14,1,637,3,1,31,2,11,97,2,6,629,1,89,36,1,859,34,2,,,11,2000,1,40000,1,,2,,409.5857
3,14,1,637,4,1,27,3,3,98,2,5,859,1,81,24,1,859,48,2,,,3,2000,1,40000,1,,2,,409.5857
3,14,1,637,3,1,64,1,5,98,1,6,629,1,89,36,1,859,36,1,5,99,,,2,,,,2,,409.5857
3,14,1,639,1,1,36,1,12,95,2,6,211,4,1,8,2,,,1,8,96,,,2,,,,2,,409.5857
3,14,1,643,4,1,27,1,6,98,2,5,857,1,81,24,1,857,15,2,,,6,2000,1,20000,4,,2,,409.5857
3,14,1,657,3,2,29,2,11,96,1,7,451,1,57,36,1,329,47,2,,,10,1999,1,10000,1,,2,,420.026
3,14,1,660,3,2,27,1,2,96,1,2,794,1,15,6,1,794,6,1,8,96,,,2,,,,2,,420.026
3,14,1,492,1,1,31,1,2,99,2,4,859,1,81,24,1,859,7,2,,,3,2001,1,16000,4,,2,,420.0272
3,14,1,685,3,1,30,2,9,99,2,4,839,1,100,24,1,839,32,2,,,3,2001,1,48000,1,,2,,458.2116
3,14,1,687,3,1,30,1,9,98,2,5,855,1,81,24,1,857,13,2,,,9,2000,1,60000,1,,2,,458.2116
3,14,1,688,3,2,33,2,11,98,4,4,Z20,1,52,6,1,171,12,1,5,99,,,2,,,,2,,458.2116
3,14,1,695,1,1,31,3,8,97,2,6,985,8,39,0,2,,,1,8,97,,,2,,,,2,,458.2116
3,14,1,695,2,2,32,3,8,97,2,6,490,8,39,0,2,,,1,8,97,,,2,,,,2,,458.2116
3,14,1,512,3,1,24,1,12,97,1,5,Z30,1,81,24,1,451,21,2,,,3,2000,1,36000,4,,2,,504.0311
3,14,1,515,3,1,32,3,12,96,1,6,839,1,89,36,1,839,60,2,,,12,1999,1,160000,4,,1,4500,504.0311
3,14,1,515,4,2,29,1,4,96,1,5,311,1,89,24,1,752,32,1,1,99,,,2,,,,2,,504.0311
3,14,1,917,3,2,24,2,9,99,2,6,Z20,8,52,6,2,,,2,,,2,2001,1,50000,4,80000,1,4000,555.4736
3,14,1,919,6,2,48,4,8,98,3,4,452,1,39,24,1,551,38,2,,,3,2000,1,50000,4,,1,5900,555.4736
3,14,1,921,1,1,39,1,12,94,2,7,859,1,81,12,1,859,26,1,2,97,,,2,,,,2,,555.4736
3,14,1,1055,2,1,38,3,7,98,2,4,452,1,89,24,1,855,53,2,,,12,2000,1,23000,1,,1,408,555.4736
3,14,1,1092,2,1,44,5,4,99,2,4,Z90,1,50,10,1,981,50,2,,,2,2000,1,89000,1,,2,,611.0212
3,14,1,1131,3,2,30,6,6,99,1,6,Z90,1,87,5,1,541,60,2,,,11,1999,1,25000,1,10000,2,,509.1845
3,14,1,1170,3,2,40,4,1,99,4,7,066,1,81,10,1,066,60,2,,,11,1999,1,30000,1,,2,,555.4737
3,14,1,1173,1,1,27,1,2,95,2,6,846,1,15,24,1,629,24,1,3,97,,,2,,,,2,,555.4737
3,14,1,1214,2,1,46,2,5,99,2,4,855,1,81,24,1,855,55,2,,,12,2000,1,30000,4,27000,2,,562.0651
3,14,1,719,1,1,31,1,11,95,2,4,954,1,89,24,1,759,15,1,2,97,,,2,,,,2,,458.2116
