REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,GRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
3,54,1,2722,2,1,28,1,5,99,2,4,844,1,81,24,1,531,5,2,,,5,2001,1,25000,4,,2,,469.5737
3,54,1,2724,4,1,33,1,9,98,2,6,872,1,81,24,1,872,12,2,,,9,2000,1,18000,4,,2,,469.5737
3,54,1,2765,6,2,70,1,3,99,3,1,791,3,51,24,1,791,6,2,,,3,2001,1,10000,4,,2,,437.3159
3,54,1,2765,4,1,24,1,11,98,2,7,532,1,81,24,1,532,10,2,,,11,2000,1,20000,1,,2,,437.3159
3,54,1,2791,2,1,46,2,11,97,2,4,872,1,81,24,1,872,44,1,9,99,,,1,62000,4,50000,1,15900,645.6642
3,54,1,2793,3,1,51,2,12,97,1,7,112,1,1,24,1,112,42,1,7,99,,,1,12000,4,120000,1,103000,645.6642
3,54,1,2796,3,1,27,1,8,96,1,7,112,1,89,36,1,779,24,1,8,99,,,1,10000,4,10000,2,,645.6642
3,54,1,2812,2,2,27,2,3,98,2,4,Z20,1,81,24,1,541,48,2,,,4,2000,1,36000,4,,2,,430.4428
3,54,1,2815,3,1,45,2,6,99,2,4,985,1,81,24,1,985,48,2,,,4,2001,1,60000,1,,2,,430.4428
3,54,1,2819,4,1,36,1,9,97,2,4,Z90,1,81,36,1,985,24,2,,,12,1999,1,30000,1,,2,,430.4428
3,54,2,2918,3,1,30,1,11,98,1,4,873,1,81,24,1,954,11,2,,,11,2000,1,30000,4,,2,,1079.2158
3,54,1,2331,3,2,34,2,11,97,4,3,451,1,89,36,1,541,45,2,,,11,2000,1,36000,4,,2,,439.6228
3,54,1,2336,2,1,38,1,6,98,2,7,700,6,96,36,1,954,56,2,,,12,2001,1,60000,1,,2,,439.6228
3,54,1,2337,2,2,53,2,10,97,2,7,791,1,50,36,1,949,56,2,,,11,2000,1,22000,1,,2,,439.6228
3,54,1,2339,2,1,40,2,1,98,2,3,872,1,81,36,1,872,52,2,,,12,2000,1,44000,1,,2,,439.6228
3,54,1,2116,3,1,24,2,9,99,1,4,959,1,89,12,1,959,5,2,,,10,2000,2,,,,2,,439.6229
3,54,1,2122,1,1,28,2,8,98,2,4,959,1,81,88,1,959,13,2,,,88,8888,1,48000,4,,2,,439.6229
3,54,1,2246,3,1,35,4,6,98,2,7,855,1,39,12,1,532,44,2,,,11,1999,1,72000,4,,2,,439.6232
3,54,1,2252,1,1,52,3,7,98,2,4,855,1,81,12,1,402,32,2,,,4,2000,1,125000,4,,2,,439.6232
3,69,1,2945,4,2,36,1,5,99,2,2,Z90,1,51,24,1,541,24,2,,,99,2002,1,10000,1,25000,1,3000,440.4512
3,69,1,2949,1,2,43,1,8,99,3,6,Z90,1,39,24,1,451,25,2,,,8,2000,1,30000,1,,2,,440.4512
3,69,1,2951,3,2,28,1,3,99,4,6,949,1,89,24,1,949,7,2,,,3,2001,2,,,,2,,440.4512
3,69,1,2951,3,2,26,1,6,99,1,6,949,1,89,24,1,949,15,2,,,6,2000,1,20000,1,,2,,440.4512
3,69,1,2958,2,2,56,2,5,97,2,7,134,6,96,88,1,042,24,2,,,88,8888,1,90000,1,,1,20000,440.4511
3,69,1,2962,3,1,35,3,10,97,2,7,022,1,56,12,1,022,36,1,10,98,,,2,,,,2,,440.4511
3,69,1,2964,4,1,27,2,6,99,2,6,Z90,8,33,88,1,871,24,2,,,88,8888,1,36000,1,50000,1,12000,440.4511
3,69,1,2964,4,1,29,1,8,99,2,7,Z90,1,81,36,2,,,2,,,8,2002,2,,,,2,,440.4511
3,69,1,2988,2,2,41,3,10,97,2,4,Z20,1,39,24,1,541,60,2,,,10,1999,1,21000,1,,2,,403.747
3,69,1,2991,1,1,32,2,10,98,2,4,799,1,81,24,1,841,12,2,,,10,2000,1,30000,4,,2,,423.429
3,69,1,3020,2,1,45,2,1,98,2,6,959,1,80,12,1,954,25,1,12,98,,,2,,,,2,,598.1437
3,69,1,3048,4,1,36,2,6,99,2,4,799,1,81,24,1,959,56,2,,,6,2001,1,36000,4,38000,1,3800,403.7469
3,69,1,3041,6,1,60,1,6,99,2,1,959,4,95,6,2,,,2,,,1,2000,1,18000,1,,2,,403.7469
3,69,1,3041,6,2,57,1,6,99,2,1,Z20,4,95,6,2,,,2,,,1,2000,1,18000,1,,2,,403.7469
3,69,1,3041,3,2,23,1,1,97,1,3,Z20,1,28,36,1,541,32,2,,,1,2000,1,15000,1,,1,6500,403.7469
3,69,1,3046,3,2,24,2,9,96,1,3,Z30,1,50,36,1,799,58,1,9,99,,,1,15000,1,40000,1,3700,403.7469
3,69,1,3074,3,1,24,1,6,98,1,6,349,1,51,24,1,341,16,2,,,6,2000,1,39000,4,,2,,373.6482
3,69,1,3112,4,1,28,2,7,99,2,6,022,1,81,24,1,029,30,2,,,6,2001,1,50000,4,,2,,373.6482
3,69,1,3117,3,2,28,2,7,99,2,6,Z30,1,50,2,1,759,30,2,,,88,8888,1,30000,4,,2,,373.6482
3,69,1,3118,3,1,22,2,6,99,1,4,Z90,1,52,2,1,179,30,2,,,88,8888,1,48000,4,,2,,373.6482
3,69,1,3119,2,1,35,5,5,99,2,3,776,1,81,2,1,776,60,2,,,5,2002,1,40000,4,40000,2,,373.6482
3,69,1,3164,3,2,26,1,10,97,1,3,532,1,53,24,1,541,24,2,,,10,1999,2,,,,2,,373.6482
3,69,1,3199,1,1,51,2,2,97,2,7,022,1,81,24,1,022,48,1,1,99,,,2,,,,2,,354.5102
3,69,2,3257,2,1,45,1,5,98,2,4,872,1,81,24,1,871,16,2,,,5,2000,1,90000,1,,1,20000,1111.3933
3,69,2,3260,2,2,30,2,7,97,2,4,Z20,1,39,24,1,541,24,1,6,99,,,1,,1,25000,1,5000,1111.3933
3,69,2,3261,3,2,27,2,8,99,1,4,541,1,39,24,1,541,42,2,,,7,2001,1,24000,1,20000,1,12000,1111.3933
3,69,2,3269,1,1,48,5,12,98,2,5,846,1,81,12,1,846,50,2,,,12,2000,1,42000,1,,2,,1111.3925
3,69,2,3275,6,2,34,5,8,99,1,7,Z20,1,39,12,1,541,60,2,,,12,1999,1,79000,4,60000,1,5000,1111.3925
3,69,2,3275,6,2,44,5,2,98,1,6,Z90,1,82,12,1,541,50,2,,,12,1999,1,79000,4,,2,,1111.3925
3,69,2,3285,2,2,34,2,10,98,2,7,134,1,96,24,1,541,60,2,,,12,1999,1,53000,4,,2,,1111.3906
3,69,2,3286,3,1,25,1,9,99,1,7,023,8,52,3,2,,,2,,,12,1999,2,,,,2,,1111.3906
3,69,2,3297,2,2,38,1,10,95,2,4,570,1,57,24,1,542,24,1,6,97,,,2,,,,2,,1111.3918
3,69,2,3329,3,2,31,2,3,97,1,7,541,1,89,24,1,541,56,2,,,12,1999,1,30000,4,,1,3000,1031.8039
3,69,2,3346,2,1,39,4,9,99,2,2,846,1,81,12,1,846,48,2,,,9,2000,1,40000,4,30000,1,1000,1111.3919
3,69,2,3392,1,1,35,1,6,98,2,4,855,1,15,12,1,855,9,2,,,12,1999,1,32000,1,,2,,560.4246
3,69,2,3421,2,1,36,4,9,99,2,4,043,8,12,12,1,043,50,2,,,10,2000,1,50000,1,50000,1,950,688.3065
3,69,2,3425,3,2,66,1,4,99,2,7,Z40,4,96,6,2,,,2,,,1,2000,2,,,,2,,688.3065
3,69,2,3428,2,1,40,2,6,99,2,7,846,1,81,24,1,846,40,2,,,88,8888,1,60000,1,30000,2,,688.3065
3,71,1,3543,2,1,49,2,5,95,2,7,856,1,96,48,1,856,48,2,,,88,8888,1,60000,1,,2,,341.145
3,71,1,3570,3,2,30,2,9,98,1,6,949,1,89,36,1,852,37,2,,,9,2001,1,30000,1,,2,,408.7258
3,71,1,3581,2,2,49,5,3,98,2,7,066,1,81,10,1,066,50,1,6,99,,,1,38000,4,38000,2,,405.5419
3,71,1,3650,2,1,71,2,4,98,2,7,Z40,6,96,88,2,,,2,,,88,8888,2,,,,2,,490.7558
3,71,1,3651,2,1,43,1,2,99,2,4,Z90,1,81,12,1,931,7,2,,,2,2000,1,42000,4,,1,300,490.7558
3,71,1,3659,3,2,20,1,6,98,1,6,Z30,6,96,88,2,,,2,,,2,2000,2,,,,2,,490.7558
3,71,1,3660,2,1,33,1,9,98,2,4,985,1,81,24,1,389,12,2,,,11,1999,1,24000,4,,2,,490.7558
3,71,1,3667,3,2,34,2,5,97,1,4,490,1,39,24,1,541,56,2,,,12,1999,1,12000,1,,2,,395.4116
3,71,1,3674,2,1,38,1,12,97,2,7,Z90,1,81,24,1,859,22,2,,,12,1999,1,96000,4,,2,,395.4115
3,71,1,3678,6,2,29,1,2,99,1,7,Z90,1,39,24,1,541,8,2,,,2,2001,1,18000,4,,2,,395.4115
3,71,1,3682,1,1,40,1,9,98,2,7,Z90,1,67,12,1,066,12,1,9,99,,,1,60000,4,58000,2,,395.4115
3,71,1,3685,4,1,44,3,9,97,2,6,848,1,91,24,1,872,48,1,9,99,,,1,60000,4,50000,1,4000,362.4605
3,71,1,3715,1,1,44,4,3,99,2,7,981,1,81,12,1,981,42,2,,,3,2000,1,50000,1,,2,,395.4115
3,71,1,3735,3,2,32,5,12,98,2,4,Z90,1,52,12,1,599,60,2,,,12,2000,2,,,,2,,362.4605
3,71,1,3737,4,1,35,1,6,98,1,6,589,1,78,24,1,381,16,2,,,5,2000,1,49000,1,,2,,362.4605
3,71,1,3738,3,2,34,1,4,98,2,5,412,1,21,24,1,541,18,2,,,4,2000,1,36000,1,,2,,362.4605
3,71,1,3739,2,2,36,2,8,99,2,5,311,1,21,12,1,541,41,2,,,9,2000,1,30000,1,15000,1,11000,362.4605
3,71,1,3750,2,1,37,1,11,98,1,7,389,6,96,60,1,361,10,2,,,12,2003,1,66000,4,,2,,434.9526
3,71,1,3751,2,1,42,2,6,98,2,5,856,1,81,24,1,856,18,2,,,12,1999,1,60000,1,,2,,434.9526
3,71,1,3602,3,1,45,2,9,98,2,5,985,1,81,24,1,985,12,2,,,9,2000,1,16150,4,,2,,304.1565
3,71,1,3604,1,1,35,1,4,96,2,5,599,1,81,27,1,839,27,1,9,98,,,2,,,,2,,304.1565
3,71,1,3616,1,1,43,4,1,98,2,4,951,1,81,12,1,951,48,1,2,99,,,2,,,,2,,304.1564
3,71,1,3623,2,2,37,5,7,98,2,4,Z20,1,81,24,1,541,60,2,,,3,2000,1,21000,1,,2,,304.1564
3,71,1,3624,1,2,54,4,9,97,3,4,425,1,39,12,1,541,45,1,9,98,,,2,,,,2,,304.1564
3,71,1,3627,5,2,14,1,10,98,1,3,Z30,6,96,88,2,,,2,,,88,8888,,,,,,,291.389
3,71,1,3627,5,2,11,1,10,98,1,1,Z30,6,96,88,2,,,2,,,88,8888,,,,,,,291.389
3,71,1,3627,5,1,7,1,10,98,1,1,Z30,6,96,88,2,,,2,,,88,8888,,,,,,,291.389
3,71,2,3869,2,2,31,2,3,98,2,4,Z90,1,39,24,1,541,43,2,,,12,1999,1,20000,4,,1,999999,1232.7863
3,71,2,3870,2,2,34,2,1,99,2,7,Z90,1,57,24,1,541,60,2,,,1,2002,1,22000,3,,2,,1232.7863
3,71,1,3514,1,1,38,1,1,98,2,4,931,1,94,24,1,931,7,1,8,98,,,2,,,,2,,304.1564
3,71,1,3507,1,1,46,1,8,99,2,3,531,1,81,24,1,531,24,2,,,8,2000,1,8000,4,,2,,304.1564
3,71,1,3520,3,2,32,4,6,99,1,6,532,1,95,10,1,532,53,2,,,3,2000,1,21000,1,38000,1,16000,331.807
3,71,1,3521,2,2,62,1,11,96,2,4,Z20,6,36,88,2,,,2,,,12,1999,1,5700,4,,1,906,331.807
4,21,1,1090,4,1,34,1,9,97,1,7,022,1,80,24,1,022,24,2,,,12,1999,1,999999,9,,2,,499.9127
4,21,2,1853,1,2,41,2,2,99,2,2,Z20,1,51,24,1,541,55,2,,,88,8888,1,30000,1,,2,,744.5082
4,21,2,1853,3,1,21,1,5,99,1,7,532,1,89,24,1,759,4,2,,,5,2000,2,,,,2,,744.5082
4,21,1,1160,2,1,50,4,5,99,2,5,531,1,28,9,1,531,45,2,,,2,2000,1,96000,1,50000,2,,697.7622
4,21,1,1162,2,1,50,4,9,98,2,5,861,1,52,14,1,861,48,2,,,10,1999,1,128600,1,,2,,697.7622
4,21,1,1181,2,1,49,1,12,94,2,7,022,1,96,60,1,022,57,2,,,1,2000,1,180000,1,,1,9000,561.4178
4,21,1,1186,2,1,51,4,1,98,2,5,855,1,10,24,1,855,48,2,,,1,2000,1,155000,1,,2,,561.4178
4,21,1,1231,2,1,52,1,12,98,2,2,954,1,81,24,1,931,9,2,,,12,2000,1,54000,4,,2,,634.3297
4,21,1,1289,1,1,45,2,2,98,2,7,Z90,1,81,24,1,029,41,2,,,2,2000,1,90000,1,,2,,581.4686
4,21,1,1294,2,2,40,2,3,98,2,4,Z90,1,39,24,1,541,42,2,,,3,2000,1,63000,1,,2,,581.4686
4,21,1,992,2,1,56,3,11,94,2,4,985,1,81,24,1,985,48,2,,,88,8888,1,90000,4,,2,,499.9139
4,21,1,995,2,1,47,3,12,97,2,6,951,1,81,24,1,951,45,2,,,11,1999,1,60000,4,,2,,499.9139
4,21,1,866,2,1,51,5,9,98,2,4,999,1,81,12,1,729,60,2,,,12,1999,2,,,,2,,584.8993
4,21,1,874,1,1,55,3,8,98,1,7,846,1,82,12,1,846,30,2,,,3,2000,1,329000,4,,2,,584.8993
4,21,1,1410,2,1,43,2,9,98,2,7,982,1,52,10,1,972,24,1,8,99,,,1,21000,2,30000,2,,650.5292
4,21,1,1413,7,2,29,2,9,97,2,7,135,1,39,24,1,541,48,1,9,99,,,1,120000,4,,2,,650.5292
4,21,1,1413,7,1,31,2,10,97,2,7,Z90,1,90,24,1,591,48,2,,,10,1999,1,90000,4,,2,,650.5292
4,21,1,1422,2,1,42,1,8,99,2,4,531,1,50,10,1,531,1,2,,,5,2000,1,60000,1,,2,,987.7178
4,21,1,1423,2,1,33,1,4,99,2,5,Z90,1,99,10,1,846,5,2,,,1,2000,1,48000,1,,2,,987.7178
4,21,1,1424,2,1,35,4,8,99,2,4,981,1,52,8,1,981,32,2,,,4,2000,1,20000,1,,2,,987.7178
4,21,1,1425,1,1,40,3,6,98,2,4,531,1,80,12,1,531,36,1,7,99,,,1,36000,1,60000,2,,987.7178
4,21,1,1427,1,1,69,1,2,98,2,2,Z90,4,1,12,2,,,1,2,99,,,2,,,,2,,987.7178
4,21,1,1427,2,2,69,1,2,98,2,4,412,4,1,12,2,,,1,2,99,,,2,,,,2,,987.7178
4,21,1,1427,3,1,42,1,11,96,2,6,Z90,1,81,36,1,199,34,2,,,12,1999,1,36000,1,,2,,987.7178
4,21,1,1427,4,2,40,1,11,96,2,4,Z20,1,81,36,1,311,34,2,,,12,1999,1,36000,1,,2,,987.7178
4,21,1,1498,2,1,38,4,9,99,2,4,951,1,81,12,1,951,60,2,,,8,2000,1,40000,1,8000,1,17500,704.2061
4,21,1,1504,6,2,43,2,5,97,3,2,799,1,81,29,1,541,48,1,9,99,,,1,39000,4,50000,1,351,704.206
4,21,1,1504,6,1,22,1,7,99,1,7,Z90,1,81,24,1,599,2,2,,,7,2001,2,,,,2,,704.206
4,21,1,1511,1,1,40,4,10,98,2,7,981,1,52,10,1,981,40,1,8,99,,,1,60000,1,97000,1,17800,704.206
4,21,1,1581,2,2,47,1,11,98,2,6,570,1,81,24,1,570,10,2,,,11,2000,1,45000,1,,2,,704.2059
4,21,1,1584,2,1,49,5,5,99,2,6,981,1,96,12,1,981,52,2,,,5,2000,1,45600,1,,2,,704.2059
4,21,1,1600,3,1,52,2,3,97,4,6,839,1,80,24,1,839,60,2,,,12,1999,1,80000,4,,2,,704.2061
4,21,1,1720,6,1,26,1,3,99,2,7,432,1,81,24,1,432,6,2,,,3,2001,1,75000,1,,2,,333.1046
4,21,1,1721,2,1,41,1,6,99,2,5,362,1,90,9,1,981,3,2,,,3,2000,1,39140,1,,2,,333.1046
4,21,1,1726,2,1,40,5,11,98,1,6,Z90,1,96,11,1,981,55,1,9,99,,,1,78000,1,50000,1,6700,333.1046
4,21,1,1728,2,1,47,5,6,99,2,6,Z90,1,96,12,1,981,51,2,,,6,2000,1,60000,1,,2,,333.1046
4,21,1,1054,3,2,31,2,12,95,1,5,Z90,1,70,48,1,311,48,1,3,99,,,2,,,,1,20000,499.9131
4,21,1,1062,3,2,34,1,3,97,4,7,949,1,89,24,1,162,24,1,9,98,,,2,,,,2,,499.9143
4,21,1,1063,1,1,34,1,6,95,2,4,985,1,89,24,1,845,48,1,6,98,,,2,,,,2,,499.9143
4,21,1,1064,4,1,34,2,6,96,2,4,849,1,80,24,1,849,24,1,8,98,,,2,,,,2,,499.9143
4,21,1,1068,2,1,39,2,7,98,2,3,531,1,80,24,1,531,15,2,,,7,2000,1,68000,1,,2,,499.9143
4,21,1,1672,2,1,40,2,2,99,2,7,985,1,36,11,1,981,29,2,,,12,1999,1,80000,1,,2,,333.1047
4,21,1,1673,2,1,46,4,1,99,2,7,Z90,1,96,10,1,981,45,2,,,11,1999,1,132000,1,,2,,333.1047
4,21,1,1679,2,1,37,3,1,99,2,7,033,1,81,10,1,033,57,1,9,99,,,1,165000,1,76000,1,5500,333.1047
4,21,1,1718,2,1,45,5,3,99,2,6,Z90,1,96,11,1,981,51,2,,,2,2000,1,75000,1,,2,,333.1046
4,21,1,1767,2,2,61,2,9,98,2,7,Z20,4,96,9,2,,,2,,,88,8888,2,,,,2,,444.1399
4,21,1,1767,1,1,71,2,4,98,2,7,061,4,96,3,2,,,1,6,98,,,2,,,,2,,444.1399
4,21,1,1769,1,1,74,2,6,97,2,7,Z40,4,96,3,2,,,1,8,97,,,2,,,,2,,444.1399
4,21,1,1769,2,2,73,2,6,97,2,7,Z40,4,96,3,2,,,1,8,97,,,2,,,,2,,444.1399
4,21,1,1816,1,1,54,2,7,99,2,6,219,6,50,2,2,,,1,7,99,,,2,,,,2,,327.8261
4,21,1,1816,2,2,48,10,7,99,2,7,Z20,6,50,3,2,,,2,,,10,1999,2,,,,2,,327.8261
4,21,2,1924,1,1,36,1,4,96,2,5,Y19,1,80,12,1,370,12,1,3,97,,,2,,,,2,,1108.8519
4,21,2,1925,1,1,30,1,9,95,2,7,039,1,82,40,1,039,40,1,9,99,,,1,100000,1,150000,2,,1108.8519
4,21,2,1929,2,1,37,2,10,97,2,7,985,1,35,12,1,981,24,1,9,98,,,2,,,,2,,1108.8519
4,21,2,1930,6,1,42,1,9,99,1,4,Z90,1,81,24,1,954,24,2,,,9,2001,2,,,,2,,1108.8519
4,21,2,1932,1,1,34,4,9,99,2,3,981,1,33,10,1,981,40,2,,,6,2000,2,,,,2,,1108.8519
4,21,2,1938,1,1,32,4,8,98,2,7,Z90,1,50,10,1,029,40,1,7,99,,,1,105000,1,117000,1,13221,461.9689
4,21,2,1940,6,2,25,1,3,97,1,5,859,1,89,24,1,859,24,1,2,99,,,2,,,,2,,461.9689
4,21,2,1942,1,1,37,1,1,97,2,7,389,1,81,18,1,389,18,1,7,98,,,2,,,,2,,461.9689
4,21,2,1943,2,1,38,1,10,96,2,7,Z90,1,81,42,1,326,35,2,,,4,2000,1,108000,1,,2,,461.9689
4,21,2,1943,1,2,37,1,9,99,2,6,Z20,4,81,0,2,,,2,,,10,1999,2,,,,2,,461.9689
4,21,2,1964,2,2,40,3,10,94,2,4,872,1,52,36,1,531,59,2,,,88,8888,1,90000,4,,2,,384.9741
4,21,2,1968,6,2,52,5,5,99,3,4,370,1,96,12,1,599,60,2,,,88,8888,2,,,,2,,384.9741
4,21,1,937,2,1,45,5,4,99,2,4,532,1,81,18,1,531,50,2,,,10,2000,1,58000,4,,1,7000,499.9138
4,21,1,938,6,1,44,2,9,97,2,4,531,1,94,24,1,531,48,1,8,99,,,1,34200,5,53200,1,21900,499.9138
4,21,1,939,2,1,80,3,4,98,2,1,599,4,96,18,2,,,2,,,12,1999,2,,,,2,,499.9138
4,21,2,1870,1,1,36,1,8,96,2,4,959,1,81,24,1,999,24,1,7,98,,,2,,,,2,,682.4657
4,21,1,1099,2,1,34,2,3,99,2,4,589,1,39,12,1,531,18,2,,,3,2000,1,110808,1,,1,15500,632.199
4,21,1,1103,4,1,30,1,7,99,2,4,954,1,15,24,1,954,2,2,,,6,2001,2,,,,2,,632.199
4,21,1,1109,1,1,45,1,5,97,2,3,954,1,81,24,1,852,27,1,8,99,,,1,28000,4,3800,2,,481.3983
4,21,1,1110,2,1,40,1,5,98,2,1,643,1,81,24,1,871,16,2,,,5,2000,1,30000,4,,2,,481.3983
4,21,1,1116,2,1,49,1,1,98,2,2,839,1,81,24,1,999,19,2,,,1,2000,1,60000,4,,2,,481.3983
4,21,2,1878,3,2,31,1,8,97,1,6,859,1,89,12,1,859,8,1,4,98,,,2,,,,2,,682.4641
4,21,2,1879,2,1,37,2,7,99,2,3,621,1,81,24,1,959,2,2,,,6,2000,1,26000,4,,2,,682.4641
4,21,2,1881,2,1,38,2,3,99,2,3,959,1,81,24,1,951,30,2,,,2,2001,1,20000,4,,2,,682.4641
4,21,2,1884,2,1,43,1,6,97,2,4,611,1,81,24,1,700,28,2,,,12,1999,1,30000,4,,2,,682.4641
4,21,1,950,3,1,27,1,9,99,4,5,Z90,1,10,36,2,,,2,,,10,2003,2,,,,2,,545.36
4,21,1,1129,3,1,34,2,7,99,1,6,Z30,1,81,24,1,599,56,2,,,88,8888,2,,,,1,10500,499.9132
4,21,1,1130,1,1,36,1,9,95,2,4,954,1,81,24,1,954,24,1,10,97,,,2,,,,2,,499.9132
4,21,1,1139,2,2,43,2,9,98,2,4,Z20,1,80,24,1,541,50,2,,,88,8888,1,30000,4,,2,,499.9132
4,21,1,1141,3,2,23,1,3,99,1,7,Z90,1,89,24,1,853,7,2,,,3,2002,2,,,,2,,499.9134
4,21,2,1891,2,1,33,2,6,97,2,4,985,1,81,24,1,985,36,1,7,99,,,1,15000,4,20000,2,,682.4653
4,21,2,1895,2,2,30,2,7,99,2,4,Z20,8,89,24,1,541,18,2,,,7,2001,2,,,,2,,682.4653
4,21,2,1896,2,1,30,3,9,98,2,6,985,1,33,10,1,981,28,1,6,99,,,1,40000,1,10000,2,,682.4653
4,21,2,1899,3,2,26,1,7,95,1,5,451,1,89,36,1,852,33,1,6,98,,,2,,,,2,,744.5073
4,21,2,1899,3,1,28,1,12,94,1,4,451,1,89,24,1,949,24,1,11,96,,,2,,,,2,,744.5073
4,21,2,1901,1,1,32,1,9,95,1,6,Z90,1,89,24,1,859,24,1,9,97,,,2,,,,2,,744.5073
4,21,2,1903,2,1,30,2,5,99,2,5,985,1,52,6,1,532,4,2,,,12,1999,1,14400,3,,2,,744.5073
4,21,2,1906,5,2,27,2,6,98,2,6,949,1,89,15,1,541,15,2,,,10,1999,1,30000,4,,2,,744.5073
4,21,2,1918,1,1,38,1,9,98,2,4,959,1,96,12,1,954,1,1,11,98,,,2,,,,2,,734.4462
4,21,1,1009,3,1,28,1,4,96,1,4,839,1,50,12,1,839,12,1,4,97,,,2,,,,2,,545.3614
4,21,1,1014,3,2,44,1,12,94,1,7,139,1,80,48,1,323,48,1,12,98,,,2,,,,2,,545.3614
4,21,1,1031,4,1,52,2,12,97,2,6,985,6,96,24,1,855,33,2,,,10,1999,1,90000,4,,1,1000,545.3606
4,21,1,1037,3,1,24,1,6,97,1,4,451,1,89,24,1,839,24,1,4,99,,,2,,,,1,10000,810.7575
4,21,1,1037,2,1,50,2,5,98,2,1,136,1,94,24,1,872,48,2,,,5,2000,1,40000,1,,2,,810.7575
4,21,1,1039,2,1,46,5,8,99,2,6,Z90,1,81,12,1,855,60,2,,,12,1999,1,45000,4,,2,,810.7575
4,21,1,1040,1,2,29,2,6,95,2,4,Z90,1,52,6,1,179,12,1,12,95,,,2,,,,2,,810.7575
4,10,2,508,2,2,47,2,10,98,2,7,135,1,35,24,1,541,42,2,,,12,2000,1,55000,3,,1,4500,1087.006
4,10,2,516,3,1,31,1,8,96,1,4,Z90,1,89,24,1,859,20,1,8,98,,,2,,,,2,,1087.006
4,10,1,11,3,2,31,1,10,97,4,4,541,1,51,28,1,541,24,2,,,88,8888,1,25000,4,,2,,1106.0561
4,10,1,180,1,1,47,2,3,96,2,3,452,1,81,24,1,951,37,1,3,98,,,2,,,,2,,516.2928
4,10,1,180,4,1,31,1,2,98,2,4,951,1,81,24,1,552,21,2,,,2,2000,1,24000,4,,1,4220,516.2928
4,10,1,195,2,1,39,4,1,99,2,6,Z90,1,52,8,1,981,38,1,9,99,,,1,62000,1,40000,1,19500,473.2687
4,10,1,198,3,1,24,2,3,98,1,6,871,1,51,24,1,871,31,2,,,2,2000,1,39000,4,,2,,473.2687
4,10,1,202,3,1,26,3,9,99,1,6,872,1,81,24,1,959,48,2,,,8,2001,2,,,,2,,473.2687
4,10,1,202,3,1,23,2,1,98,1,6,Z90,1,81,7,1,541,19,2,,,10,1999,1,36500,1,,1,32000,473.2687
4,10,1,202,4,1,30,1,7,99,2,6,871,1,81,12,1,871,2,2,,,7,2000,1,29000,4,,2,,473.2687
4,10,1,203,4,1,33,2,8,99,2,6,Z90,1,81,16,1,871,14,2,,,12,2000,1,21000,1,,2,,473.2687
4,10,1,210,2,1,39,3,6,99,2,4,985,1,81,12,1,874,25,2,,,99,2000,1,18000,4,,1,1013,520.014
4,10,1,281,3,1,28,3,5,99,1,7,Z90,1,81,12,1,931,29,2,,,5,2000,1,12000,1,,2,,567.9225
4,10,2,748,1,1,41,2,8,97,3,3,700,1,89,17,1,871,43,1,3,99,,,2,,,,2,,962.6194
4,10,2,750,2,1,34,3,11,97,2,6,Z90,1,81,24,1,956,46,2,,,11,1999,1,29000,1,,2,,962.6194
4,10,2,755,2,1,37,3,6,98,2,6,389,1,90,12,1,981,45,2,,,11,1999,1,79000,1,,2,,962.6194
4,10,2,754,2,1,30,4,1,99,2,6,985,1,89,12,1,871,42,2,,,1,2000,1,54000,1,,2,,962.6194
4,10,2,759,3,1,32,3,10,97,1,6,Z90,1,96,12,1,949,41,1,10,98,,,2,,,,2,,962.6196
4,10,1,72,3,1,42,3,3,99,2,4,614,1,81,12,1,931,40,2,,,2,2000,1,30000,4,,2,,1013.8854
4,10,2,457,3,2,34,2,9,98,1,1,Z20,1,39,16,1,541,34,1,9,99,,,2,,,,2,,1185.8252
4,10,2,463,3,2,29,3,8,98,1,4,794,1,39,7,1,541,55,1,4,99,,,2,,,,2,,1185.8252
4,10,2,463,3,2,25,2,2,98,1,4,Z20,1,39,15,1,541,60,1,5,99,,,2,,,95000,2,,1185.8252
4,10,2,529,2,2,33,1,9,99,2,6,570,1,89,24,1,794,2,2,,,9,2001,2,,,,2,,1087.0078
4,10,2,530,3,1,27,1,1,97,1,7,700,1,81,34,1,023,34,2,,,88,8888,1,22000,4,,2,,1087.0078
4,10,2,536,3,2,25,1,2,96,4,2,451,1,81,24,1,541,36,2,,,88,8888,1,27000,4,,2,,1087.0078
4,10,1,25,2,1,31,2,2,99,2,2,649,1,81,12,1,871,23,2,,,88,8888,1,22000,4,,1,4000,1106.0553
4,10,1,33,2,1,28,5,8,98,2,6,959,1,52,10,1,043,50,2,,,10,1999,1,108000,4,,2,,1106.0553
4,10,1,34,2,1,57,2,8,99,2,4,Z90,1,81,24,1,871,48,2,,,8,2001,1,42000,4,10000,1,10000,1106.0553
4,10,1,36,3,1,28,2,11,98,1,4,Z30,4,47,88,1,541,31,2,,,88,8888,1,35000,4,,2,,1106.0553
