RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_CTRY,RQ12_STAY,RQ13_INDWORK,RQ14_OCCUP1,RQ15_NOMONTH,RQ16_RET,RQ17M_DTRET,RQ17Y_DTRET,RQ18M_DTEXP,RQ18Y_DTEXP,RQ19_CASHREM,RQ20_CASHAMT,RQ21_MODE,RQ221C_CONSUM,RQ221P_CONSUM,RQ222C_INVEST,RQ222P_INVEST,RQ223C_SAVINGS,RQ223P_SAVINGS,RQ224C_OTHERS,RQ224P_OTHERS,RQ23_RET6MOS,RQ24_CASHHOME,RQ25_INKIND,RQ26_KINDAMT,RSWGT,RP6M_IND
03,0984,003,03182,03,03,2,28,02,05,2010,1,64,419,1,234,24,1,419,28,2,,,05,2012,1,0054000,1,1,090,,,3,010,,,2,,2,,000837.5348,1
03,0985,003,03182,02,03,2,37,01,08,2009,1,63,522,1,213,25,1,932,13,2,,,09,2011,1,0060000,1,1,060,,,3,040,,,2,,2,,000658.5260,1
03,0985,003,03182,03,03,1,30,01,06,2010,2,64,422,1,234,25,1,512,03,2,,,07,2012,1,0020000,1,1,100,,,,,,,2,,2,,000799.6363,1
03,0986,003,03182,01,01,1,29,01,11,2008,2,68,712,1,234,25,1,712,22,2,,,12,2010,1,0072000,4,1,090,,,3,010,,,2,,2,,000799.6363,1
03,0987,003,03182,02,03,1,28,01,03,2009,1,05,023,1,233,25,1,712,18,2,,,04,2011,1,0054000,4,1,080,,,3,020,,,2,,2,,000799.6363,1
03,0988,001,03199,02,02,1,34,01,02,2009,2,05,413,1,212,24,1,413,19,2,,,02,2011,1,0180000,1,1,100,,,,,,,2,,2,,000745.0947,1
03,0989,003,03201,02,03,1,45,04,02,2010,1,04,023,1,500,10,1,834,47,2,,,12,2010,1,0072000,1,1,080,,,3,020,,,2,,2,,000526.4154,1
03,0990,004,03202,04,05,2,35,01,05,2008,2,04,743,1,234,88,1,515,28,2,,,88,8888,1,0039000,1,1,100,,,,,,,2,,2,,000658.5260,1
03,0991,004,03203,05,03,2,34,03,12,2009,4,05,422,1,222,36,1,422,34,2,,,12,2012,1,0055000,1,1,100,,,,,,,2,,2,,000822.1324,1
03,0992,004,03203,01,01,1,38,01,10,2008,2,01,931,1,233,24,1,832,23,2,,,10,2010,1,0058000,1,1,100,,,,,,,2,,2,,000649.1226,1
03,0993,004,03228,03,03,2,35,01,01,2009,1,04,522,6,400,88,1,913,20,2,,,88,8888,1,0180000,1,1,100,,,,,,,2,,2,,000588.0137,
03,0993,004,03228,05,03,2,33,01,08,2009,1,04,743,1,400,40,1,513,13,2,,,12,2012,1,0120000,1,1,100,,,,,,,2,,2,,000747.8550,1
03,0994,004,03228,02,03,1,26,01,02,2010,1,04,023,1,234,88,1,411,07,2,,,88,8888,1,0060000,1,1,100,,,,,,,2,,2,,000714.0145,1
03,0995,004,03228,01,01,1,55,05,09,2010,2,04,131,1,100,88,1,143,60,2,,,88,8888,1,0120000,1,1,100,,,,,,,1,0300000,1,0035000,000512.7869,1
03,0996,004,03239,02,02,1,35,03,09,2007,2,04,832,1,233,88,1,723,36,2,,,88,8888,1,0060000,1,1,100,,,,,,,2,,2,,000590.8189,1
03,0997,003,03251,01,01,1,45,02,07,2010,2,04,712,1,231,24,1,522,24,2,,,07,2012,1,0096000,1,1,100,,,,,,,1,0150000,1,0057000,000523.9825,1
03,0998,003,03251,03,05,1,46,05,10,2009,2,04,131,1,500,88,1,814,60,2,,,88,8888,1,0096000,1,1,100,,,,,,,2,,2,,000523.9825,1
03,0999,001,03261,01,01,1,49,04,09,2010,2,04,724,1,233,02,1,811,49,2,,,11,2010,1,0180000,1,1,100,,,,,,,1,0020000,2,,000524.8948,1
03,1000,001,03261,01,01,1,42,03,04,2009,2,02,742,1,233,29,1,832,55,2,,,09,2011,1,0060000,1,1,090,,,3,010,,,1,0050000,1,0007000,000591.5043,1
03,1001,003,03267,09,05,1,28,01,04,2008,2,05,522,1,234,38,1,933,29,2,,,06,2011,1,0050000,1,1,040,2,060,,,,,1,0045000,1,0009000,000785.8718,1
03,1001,003,03267,03,03,2,28,01,03,2007,1,64,522,1,234,40,1,411,40,1,07,2010,,,1,0015000,1,1,100,,,,,,,1,0042000,1,0003000,000823.1180,1
03,1001,003,03267,05,03,1,38,03,05,2010,2,04,721,1,234,36,1,721,55,2,,,05,2013,1,0040000,1,1,075,,,3,025,,,1,0042000,2,,000649.9008,1
03,1001,003,03267,06,05,2,37,04,01,2008,2,05,522,1,234,24,1,522,60,1,01,2010,,,2,,,,,,,,,,,2,,2,,000647.1905,2
03,1002,003,03267,01,01,1,62,02,04,2010,2,04,832,1,231,24,1,832,24,2,,,04,2012,1,0040000,1,1,070,,,3,030,,,1,0050000,2,,000564.3929,1
03,1003,003,03267,02,02,2,43,02,05,2010,2,04,911,4,214,06,1,513,08,2,,,11,2010,1,0040000,1,1,100,,,,,,,2,,1,0007000,000647.1905,1
03,1004,001,03285,01,01,1,41,03,09,2010,2,04,311,1,232,26,1,311,36,2,,,11,2012,1,0090000,1,1,090,,,3,010,,,1,0050000,1,0002500,000681.7141,1
03,1005,001,03285,01,01,1,48,01,08,2009,2,04,832,1,233,25,1,832,13,2,,,09,2011,1,0061000,5,1,090,,,3,010,,,2,,2,,000604.9461,1
03,1006,002,03301,01,01,1,53,02,01,2009,2,05,723,1,231,26,1,821,50,2,,,03,2011,1,0180000,4,1,060,,,3,040,,,2,,2,,000560.0539,1
03,1007,002,03301,01,01,1,60,02,05,2007,2,04,712,1,300,48,1,712,40,2,,,05,2011,1,0045000,4,1,085,,,3,015,,,2,,2,,000548.0876,1
03,1008,003,03308,01,01,1,38,02,08,2008,2,04,712,1,233,38,1,712,55,2,,,10,2011,1,0036000,1,1,080,,,3,020,,,1,0005000,2,,000611.3811,1
03,1009,003,03308,01,01,1,47,02,06,2007,2,05,721,4,234,09,1,721,23,1,03,2008,,,2,,,,,,,,,,,2,,2,,000542.5332,2
03,1010,003,03313,04,03,1,27,02,08,2010,2,05,932,1,233,24,1,913,26,2,,,08,2012,2,,,,,,,,,,,2,,2,,000835.4343,1
03,1011,003,03313,03,03,1,21,01,03,2010,2,05,522,2,234,12,1,419,06,2,,,03,2011,2,,,,,,,,,,,2,,2,,000675.1561,1
03,1011,003,03313,04,05,2,23,01,02,2010,2,04,411,2,234,13,1,522,07,2,,,03,2011,2,,,,,,,,,,,2,,2,,000744.1087,1
03,1012,002,03311,01,01,1,44,01,04,2007,2,04,832,1,214,36,1,932,36,1,04,2010,,,1,0040000,4,1,075,2,025,,,,,1,0120000,1,0003000,000592.5324,1
03,1013,002,03311,01,01,1,40,02,06,2010,2,03,832,1,233,12,1,832,58,2,,,06,2011,1,0075000,5,1,090,2,010,,,,,2,,2,,000592.5324,1
03,1014,002,03322,01,01,1,47,02,02,2008,2,05,712,1,500,88,1,913,24,2,,,88,8888,1,0102000,1,1,080,,,3,020,,,2,,2,,000590.5067,1
03,1015,002,03323,08,08,2,27,01,06,2010,2,05,021,1,222,24,1,913,03,2,,,06,2012,2,,,,,,,,,,,2,,2,,000863.4105,1
03,1016,002,03323,02,02,2,49,02,11,2005,2,05,021,1,235,88,1,913,58,2,,,88,8888,1,0060000,4,1,100,,,,,,,2,,2,,000608.6848,1
03,1017,002,03323,01,01,1,61,01,12,2009,2,04,712,2,234,12,2,,,2,,,12,2010,2,,,,,,,,,,,2,,2,,000592.0206,2
03,1018,002,03323,07,03,1,43,02,01,2009,1,63,131,2,233,24,1,832,43,2,,,01,2011,1,0030000,5,1,100,,,,,,,2,,2,,000681.7141,1
03,1019,002,03325,03,03,1,35,01,06,2009,4,04,832,1,233,25,1,724,15,2,,,07,2011,1,0030000,1,1,100,,,,,,,2,,2,,000590.8189,1
03,1020,002,03325,05,05,2,28,01,01,2010,2,05,123,1,500,24,1,512,08,2,,,01,2012,1,0090000,1,1,100,,,,,,,2,,2,,000748.2891,1
03,1021,002,03325,01,01,1,40,02,02,2010,2,04,721,1,235,24,1,721,32,2,,,02,2012,1,0090000,1,1,100,,,,,,,2,,2,,000590.8189,1
03,1022,004,03326,01,01,1,43,02,05,2009,2,05,023,1,223,24,1,833,28,2,,,05,2011,1,0150000,1,1,090,,,3,010,,,2,,2,,000627.3873,1
03,1023,004,03326,02,03,2,43,02,03,2010,1,02,512,1,233,05,1,913,29,1,08,2010,,,1,0003000,4,1,100,,,,,,,1,0015000,2,,000624.7709,1
03,1024,001,03328,01,01,1,45,02,10,2007,4,04,512,1,233,29,1,516,59,1,03,2010,,,2,,,,,,,,,,,2,,2,,000523.9825,2
03,1025,001,03328,02,03,1,44,03,05,2010,2,05,131,1,233,12,1,522,55,2,,,05,2011,1,0043000,1,1,075,2,025,,,,,1,0025000,1,0002000,000590.4762,1
03,1026,002,03329,01,01,1,43,02,09,2008,2,65,724,1,233,18,1,724,36,1,03,2010,,,2,,,,,,,,,,,2,,2,,000591.8470,2
03,1027,002,03329,06,03,2,32,01,05,2007,4,05,827,1,212,60,1,512,40,2,,,05,2012,1,0090000,4,1,090,2,010,,,,,2,,2,,000749.5912,1
03,1028,004,03345,01,01,1,52,01,03,2007,2,04,721,1,233,88,1,912,42,2,,,88,8888,1,0120000,1,1,090,,,3,010,,,2,,2,,000524.2866,1
03,1029,004,03345,07,03,2,31,01,10,2009,1,04,522,1,235,88,1,522,11,2,,,88,8888,1,0060000,1,1,090,,,3,010,,,2,,2,,000748.2891,1
03,1030,002,03365,03,03,1,30,04,01,2010,2,65,214,1,234,12,1,214,48,2,,,01,2011,1,0111000,4,1,100,,,,,,,2,,2,,000752.0305,1
03,1030,002,03365,04,05,2,29,02,01,2010,2,64,023,1,234,88,1,522,36,2,,,88,8888,2,,,,,,,,,,,2,,2,,000787.6727,1
03,1030,002,03365,05,05,1,37,03,08,2009,2,04,712,1,233,24,1,347,60,2,,,08,2011,1,0120000,5,1,100,,,,,,,2,,2,,000621.9146,1
03,1031,002,03365,05,05,1,25,01,12,2009,2,04,023,6,500,16,2,,,2,,,04,2011,1,0090000,4,1,100,,,,,,,2,,1,0061000,000752.0305,
03,1032,002,03365,02,03,1,22,01,04,2010,2,04,832,1,232,36,1,724,05,2,,,04,2013,1,0030000,5,1,100,,,,,,,2,,2,,000607.7532,1
03,1033,002,03365,01,01,1,38,03,04,2006,2,65,131,1,400,88,1,512,48,2,,,88,8888,1,0150000,1,1,080,,,3,020,,,2,,1,0026000,000621.9146,1
03,1034,002,03365,01,01,1,49,01,12,2009,2,02,712,1,500,88,1,712,09,2,,,88,8888,1,0054000,1,1,050,2,050,,,,,2,,2,,000551.8806,1
03,1035,002,03365,01,01,1,37,01,01,2009,2,04,931,1,234,24,1,913,20,2,,,01,2011,1,0048000,1,1,100,,,,,,,2,,2,,000621.9146,1
03,1035,002,03365,02,02,2,35,01,08,2010,2,05,023,1,234,24,1,913,01,2,,,08,2012,2,,,,,,,,,,,2,,2,,000619.3210,1
03,1036,002,03365,02,03,1,28,03,05,2009,1,64,512,1,222,88,1,131,36,2,,,88,8888,1,0110000,1,1,090,,,3,010,,,2,,2,,000752.0305,1
03,1037,004,03371,04,03,2,27,01,05,2008,1,68,422,1,222,32,1,512,28,2,,,01,2011,1,0210000,1,1,040,2,030,3,030,,,2,,2,,000875.0295,1
03,1038,003,03374,03,03,1,34,01,04,2009,2,04,832,1,233,36,1,832,17,2,,,04,2012,1,0060000,1,1,100,,,,,,,2,,2,,000804.6650,1
03,1039,003,03374,01,01,1,38,01,09,2008,2,05,522,1,213,36,1,827,24,2,,,09,2011,1,0084000,2,1,090,,,3,010,,,2,,2,,000665.4424,1
03,1040,003,03399,02,02,2,42,02,04,2009,2,04,913,1,211,24,1,913,39,2,,,04,2011,1,0052000,1,1,090,,,3,010,,,2,,2,,000589.7201,1
03,1041,003,03399,02,02,2,38,01,10,2008,2,03,021,2,500,88,1,741,23,2,,,88,8888,1,0010000,1,1,100,,,,,,,2,,2,,000589.7201,1
03,1041,003,03399,03,03,2,17,01,11,2009,1,03,023,6,500,88,2,,,2,,,88,8888,2,,,,,,,,,,,2,,2,,000637.8075,
03,1042,002,03405,04,04,2,37,01,06,2009,2,04,913,1,231,49,1,913,15,2,,,07,2013,1,0028000,1,1,100,,,,,,,2,,2,,000590.4026,1
03,1043,002,03405,04,03,2,33,02,10,2006,1,65,223,1,234,37,1,223,47,1,11,2009,,,1,0030000,1,1,080,2,020,,,,,2,,2,,000750.8933,2
03,1044,002,03405,01,01,1,38,01,06,2008,2,03,832,1,233,36,1,712,27,2,,,06,2011,1,0058000,4,1,090,,,3,010,,,2,,2,,000592.8751,1
03,1045,003,03414,04,03,1,25,02,05,2010,1,64,411,1,234,23,1,834,29,2,,,04,2012,1,0030000,1,1,080,,,3,020,,,2,,2,,000763.3836,1
03,1046,002,03446,04,02,1,41,02,02,2009,2,05,813,6,500,88,1,813,58,2,,,88,8888,1,0117000,4,1,100,,,,,,,2,,2,,000594.9313,
03,1047,002,03446,05,03,2,28,01,12,2007,1,04,021,6,500,88,1,513,33,2,,,88,8888,1,0060000,1,1,100,,,,,,,2,,2,,000753.4976,
03,1048,002,03446,07,05,1,27,01,09,2006,2,63,023,6,500,51,2,,,2,,,12,2010,2,,,,,,,,,,,2,,2,,000719.4018,
03,1049,002,03446,04,03,1,28,01,04,2008,1,61,743,1,400,88,1,913,29,2,,,88,8888,1,0060000,3,1,100,,,,,,,2,,2,,000719.4018,1
03,1049,002,03446,05,03,2,25,01,05,2009,1,04,743,1,400,88,1,913,16,2,,,88,8888,1,0040000,1,1,100,,,,,,,2,,1,0005000,000753.4976,1
03,1050,002,03446,02,02,2,36,01,03,2010,2,04,913,1,211,24,1,913,06,2,,,03,2012,1,0102000,1,1,100,,,,,,,2,,1,0005000,000592.4503,1
03,1051,001,03434,01,01,1,43,02,04,2009,2,04,832,2,234,22,1,832,38,2,,,02,2011,1,0142000,5,1,100,,,,,,,2,,2,,000593.5605,1
03,1052,001,03434,01,01,1,48,03,04,2010,2,04,712,2,234,22,1,712,53,2,,,02,2012,1,0102000,5,1,090,,,3,010,,,2,,2,,000526.7195,1
03,1053,001,03434,02,03,1,30,02,01,2008,1,05,411,2,214,36,1,516,48,2,,,01,2011,1,0020000,1,1,099,,,3,001,,,2,,1,0005000,000717.7442,1
03,1054,004,03454,03,03,1,28,01,12,2009,1,65,921,1,233,24,1,933,09,2,,,12,2011,1,0013000,1,1,075,,,3,025,,,2,,2,,000714.8433,1
03,1055,004,03454,04,03,1,33,01,11,2009,2,05,023,1,232,12,1,834,10,2,,,11,2010,1,0066000,1,1,025,2,050,3,025,,,2,,2,,000714.8433,1
03,1056,001,03494,01,01,1,46,02,01,2010,2,65,215,1,233,25,1,215,32,2,,,02,2012,1,0025000,4,1,040,,,3,060,,,2,,2,,000578.0533,1
03,1056,001,03494,02,02,2,36,02,02,2007,2,05,021,1,222,46,1,913,34,2,,,12,2010,1,0040000,5,1,090,,,3,010,,,2,,2,,000648.6921,1
03,1057,001,03494,04,05,2,24,01,03,2010,2,61,021,1,221,24,1,913,06,2,,,03,2012,1,0005000,5,1,100,,,,,,,2,,2,,000701.5882,1
03,1058,001,03494,01,01,1,62,01,10,2008,2,65,222,2,500,88,1,513,23,2,,,88,8888,1,0058000,1,1,100,,,,,,,2,,2,,000565.7024,1
03,1058,001,03494,02,02,2,61,01,10,2008,2,61,234,2,500,88,1,513,23,2,,,88,8888,1,0036000,1,1,090,,,3,010,,,2,,2,,000564.5415,1
03,1059,003,03502,01,01,1,75,01,04,2009,2,61,234,4,234,01,2,,,1,05,2009,,,2,,,,,,,,,,,2,,2,,000541.1923,2
03,1059,003,03502,02,02,2,73,01,04,2009,2,61,234,4,234,01,2,,,1,05,2009,,,2,,,,,,,,,,,2,,2,,000494.8171,2
03,1059,003,03502,03,03,2,43,01,12,2007,1,65,311,1,234,37,1,214,33,2,,,01,2011,1,0018000,1,1,080,,,3,020,,,2,,1,0009000,000629.3988,1
03,1059,003,03502,04,03,1,32,01,05,2008,1,65,342,1,234,88,1,222,28,2,,,88,8888,1,0008000,1,1,090,,,3,010,,,2,,2,,000764.2677,1
03,1059,003,03502,05,03,2,44,01,04,2008,4,61,234,1,234,33,1,312,29,2,,,01,2011,1,0030000,1,1,040,,,3,060,,,2,,2,,000629.3988,1
03,1060,003,03502,05,08,1,22,01,04,2010,1,05,921,1,233,25,1,723,05,2,,,05,2012,1,0025000,1,1,090,,,3,010,,,2,,2,,000617.6428,1
03,1061,003,03502,03,03,2,39,01,12,2007,2,63,342,1,211,12,1,913,12,1,12,2008,,,2,,,,,,,,,,,2,,2,,000629.3988,2
03,1062,001,03509,01,01,1,40,01,11,2007,2,05,832,1,400,38,1,522,34,2,,,01,2011,1,0030000,1,1,080,2,010,3,010,,,2,,2,,000591.1616,1
03,1062,001,03509,02,02,2,40,01,11,2007,2,65,223,1,400,38,1,223,34,2,,,01,2011,1,0012000,1,1,080,2,010,3,010,,,2,,2,,000588.6963,1
03,1062,001,03509,06,08,1,35,02,01,2009,2,05,419,1,500,24,1,834,45,2,,,01,2011,1,0060000,1,1,060,2,020,3,020,,,2,,1,0022000,000591.1616,1
03,1063,001,03509,02,08,1,43,02,10,2009,2,65,131,1,400,24,1,314,60,2,,,10,2011,1,0300000,1,1,060,2,020,3,020,,,2,,1,0030000,000591.1616,1
03,1064,001,03509,02,03,1,28,02,05,2010,1,65,235,1,233,23,1,513,52,2,,,04,2012,1,0020000,1,1,070,2,015,3,015,,,1,0086000,1,0018000,000714.8433,1
03,1064,001,03509,03,03,2,22,01,06,2010,1,61,419,2,214,88,1,419,03,2,,,88,8888,1,0010000,1,1,100,,,,,,,2,,2,,000636.7002,1
03,1065,001,03509,03,03,1,38,02,10,2008,2,05,023,1,222,23,1,723,60,1,09,2010,,,1,0130000,1,1,085,2,010,3,005,,,1,0043000,1,0015000,000591.1616,1
03,1066,001,03509,02,02,2,45,02,03,2010,2,04,522,1,211,24,1,913,60,2,,,03,2012,1,0025000,1,1,080,2,010,3,010,,,2,,2,,000527.8328,1
03,1067,001,03509,01,01,1,68,02,01,2010,2,61,234,1,400,24,1,913,60,2,,,01,2012,1,0090000,1,1,040,2,030,3,020,,,2,,2,,000506.1939,1
03,1067,001,03509,03,03,2,38,02,01,2010,1,65,223,1,400,32,1,913,60,2,,,09,2012,1,0060000,1,1,040,2,030,3,030,,,2,,2,,000588.6963,1
03,1068,004,03516,01,01,1,36,01,02,2008,2,05,723,1,100,12,1,723,12,1,02,2009,,,2,,,,,,,,,,,2,,2,,000631.3034,2
03,1069,004,03516,01,01,1,66,01,04,2007,2,04,611,2,500,47,1,913,41,2,,,03,2011,1,0055000,4,1,100,,,,,,,2,,2,,000540.5662,1
03,1070,004,03531,03,03,1,37,03,05,2010,1,64,342,1,233,12,1,131,33,2,,,05,2011,1,0070000,4,1,080,,,3,020,,,1,0100000,2,,000594.9313,1
03,1071,004,03531,05,04,2,50,03,08,2009,4,65,223,1,233,16,1,223,57,2,,,12,2010,1,0085000,1,1,080,,,3,020,,,2,,2,,000531.1987,1
03,1072,004,03531,07,03,1,49,02,10,2009,2,05,611,1,233,25,1,833,56,2,,,11,2011,1,0056000,1,1,070,,,3,030,,,2,,2,,000527.9359,1
03,1072,004,03531,08,06,2,24,01,03,2008,1,05,827,1,213,45,1,522,30,2,,,12,2011,1,0030000,1,1,070,,,3,030,,,2,,2,,000640.7603,1
03,1073,003,03533,03,03,2,37,01,02,2006,1,61,023,1,400,58,1,913,55,2,,,12,2010,1,0030000,1,1,090,,,3,010,,,2,,2,,000588.6963,1
03,1073,003,03533,04,03,2,35,01,09,2008,1,68,827,1,400,27,1,913,24,2,,,12,2010,1,0030000,1,1,090,,,3,010,,,2,,2,,000588.6963,1
03,1073,003,03533,05,03,2,29,01,11,2008,1,63,827,1,400,25,1,913,22,2,,,12,2010,1,0022000,1,1,060,,,3,040,,,2,,2,,000748.7231,1
03,1073,003,03533,06,03,1,27,01,10,2007,1,68,724,1,213,36,1,827,35,2,,,10,2010,2,,,,,,,,,,,2,,1,0015000,000714.8433,1
03,1074,003,03533,02,03,2,40,02,08,2008,1,04,023,1,211,36,1,913,59,2,,,08,2011,1,0029000,1,1,080,,,3,020,,,2,,2,,000588.6963,1
03,1075,004,03545,02,02,2,43,01,12,2006,2,04,515,1,233,38,1,515,38,1,02,2010,,,2,,,,,,,,,,,2,,2,,000590.0614,2
03,1076,004,03568,01,01,1,64,03,01,2010,2,05,023,1,221,09,1,512,08,2,,,10,2010,1,0147000,1,1,085,,,3,015,,,2,,2,,000545.7869,1
03,1077,001,03615,07,08,1,62,02,10,2007,2,02,921,1,500,50,1,932,60,2,,,12,2011,1,0208000,1,1,060,,,3,040,,,2,,2,,000514.5725,1
03,1078,001,03615,01,01,1,50,02,04,2010,2,04,712,1,223,09,1,712,24,2,,,01,2011,1,0050000,1,1,080,,,3,020,,,1,0040000,2,,000525.8071,1
03,1079,004,03580,81,04,2,38,02,01,2009,2,04,911,6,212,88,1,512,20,2,,,88,8888,2,,,,,,,,,,,2,,2,,000637.8709,
03,1080,003,03585,02,05,1,43,03,10,2009,2,05,724,1,232,13,1,724,36,2,,,11,2010,1,0180000,1,1,010,,,3,090,,,2,,2,,000593.5605,1
03,1081,003,03585,10,03,2,27,02,12,2009,1,63,413,1,232,24,1,411,35,2,,,12,2011,1,0060000,1,1,090,,,3,010,,,2,,2,,000751.7614,1
03,1082,001,03586,05,05,2,32,01,07,2007,2,05,023,1,233,40,1,515,38,2,,,11,2010,1,0049000,4,1,100,,,,,,,2,,2,,000804.5287,1
03,1083,001,03599,02,02,1,45,03,01,2010,2,65,341,1,234,36,1,215,54,2,,,01,2013,1,0160000,5,1,070,2,015,3,015,,,2,,2,,000571.9306,1
03,1084,001,03599,01,01,1,39,01,03,2006,2,04,911,1,233,09,1,721,09,1,12,2006,,,2,,,,,,,,,,,2,,2,,000644.5090,2
03,1085,001,03602,03,03,2,33,01,12,2006,1,65,222,1,500,54,1,222,45,2,,,06,2011,1,0090000,1,,,2,100,,,,,2,,2,,000803.1335,1
03,1085,001,03602,04,03,1,30,01,10,2007,1,63,241,1,500,38,1,241,35,2,,,12,2010,2,,,,,,,,,,,2,,2,,000766.7916,1
03,1086,002,03617,02,02,2,39,02,04,2010,2,04,512,1,211,24,1,913,48,2,,,04,2012,1,0012000,5,1,050,,,3,050,,,2,,1,0010000,000588.6963,1
03,1087,002,03630,01,01,1,38,04,12,2009,2,04,611,1,232,13,1,721,45,2,,,01,2011,1,0180000,1,1,040,,,3,060,,,2,,2,,000592.1897,1
03,1088,002,03630,05,05,1,29,01,10,2009,2,04,131,1,233,25,1,512,11,2,,,11,2011,1,0060000,5,1,010,,,3,090,,,2,,2,,000716.0866,1
03,1089,002,03630,03,03,1,28,03,03,2010,1,65,215,1,222,12,1,215,36,2,,,03,2011,1,0020000,1,1,050,,,3,050,,,2,,2,,000716.0866,1
03,1089,002,03630,05,05,1,34,04,09,2010,2,68,023,1,400,12,1,512,48,2,,,09,2011,1,0100000,1,1,050,,,3,050,,,2,,2,,000716.0866,1
03,1090,002,03630,02,08,2,27,02,11,2009,1,65,311,1,213,06,1,743,36,1,05,2010,,,2,,,,,,,,,,,1,0050000,2,,000750.0253,1
03,1091,002,03630,02,02,2,37,02,01,2009,2,04,021,1,211,25,1,913,48,2,,,02,2011,1,0036000,1,1,030,,,3,070,,,2,,2,,000589.7201,1
03,1092,002,03638,01,01,1,29,01,08,2008,2,05,131,1,233,24,1,832,24,1,08,2010,,,1,0040000,5,1,100,,,,,,,1,0060000,2,,000787.2394,1
03,1093,002,03664,10,03,1,28,01,12,2009,2,65,023,1,212,12,1,834,09,2,,,12,2010,1,0060000,1,1,080,2,010,3,010,,,2,,2,,000886.0703,1
03,1094,002,03664,03,03,1,30,01,11,2009,1,05,023,1,233,12,1,724,10,2,,,11,2010,1,0060000,4,1,090,,,3,010,,,2,,1,0015500,000886.0703,1
03,1095,003,03685,05,07,2,60,02,12,2008,3,04,021,1,500,24,1,513,48,2,,,12,2010,1,0072000,2,1,080,,,3,020,,,2,,2,,000598.7561,1
03,1096,003,03685,06,02,1,39,02,03,2009,2,05,723,1,231,24,1,723,30,2,,,03,2011,1,0090000,1,1,075,2,010,3,015,,,2,,2,,000690.8880,1
03,1097,003,03685,05,02,1,30,02,12,2008,2,05,723,1,233,24,1,723,34,2,,,12,2010,1,0060000,1,1,070,2,020,3,010,,,2,,2,,000835.4343,1
03,1098,001,03690,01,01,1,33,03,10,2007,2,04,933,1,234,24,1,931,60,1,10,2009,,,2,,,,,,,,,,,2,,2,,000794.7308,2
03,1099,001,03690,01,01,1,37,05,10,2009,2,65,149,1,500,12,1,143,60,2,,,10,2010,1,0150000,1,1,085,,,3,015,,,2,,2,,000657.2270,1
03,1100,001,03690,03,03,1,39,04,01,2010,1,65,215,1,214,12,1,215,56,2,,,01,2011,1,0060000,1,1,050,,,3,050,,,2,,2,,000657.2270,1
03,1100,001,03690,04,03,2,38,02,04,2010,1,04,324,1,233,12,1,324,30,2,,,04,2011,1,0025000,1,1,050,,,3,050,,,2,,2,,000654.4861,1
03,1100,001,03690,06,05,1,36,03,05,2010,2,63,512,1,500,12,1,512,41,2,,,05,2011,1,0080000,1,1,090,,,3,010,,,2,,2,,000657.2270,1
03,1101,001,03690,01,01,1,42,01,03,2006,2,04,732,1,234,12,1,732,12,1,03,2007,,,2,,,,,,,,,,,2,,2,,000657.2270,2
03,1102,002,03694,06,03,2,37,01,11,2009,4,05,021,1,234,24,1,913,10,2,,,11,2011,1,0090000,1,1,090,2,010,,,,,2,,2,,000744.0474,1
03,1102,002,03694,07,03,1,31,04,02,2010,2,65,215,1,234,12,1,931,08,2,,,02,2011,1,0150000,1,1,070,2,030,,,,,1,0020000,1,0010000,000903.4834,1
03,1102,002,03694,08,05,2,33,04,02,2010,2,65,021,1,234,07,1,421,08,1,09,2010,,,2,,,,,,,,,,,1,0010000,1,0001000,000946.3037,1
03,1103,003,03697,01,01,1,36,02,10,2007,2,04,516,1,233,23,1,913,48,1,09,2009,,,2,,,,,,,,,,,2,,2,,000657.2270,2
03,1104,003,03697,06,07,2,73,01,09,2007,3,02,021,4,500,18,2,,,1,03,2009,,,2,,,,,,,,,,,2,,2,,000514.5401,2
03,1105,003,03697,04,03,1,30,01,12,2008,1,04,512,1,233,23,1,512,21,2,,,11,2010,1,0090000,5,1,090,,,3,010,,,2,,2,,000794.7308,1
03,1106,003,03697,07,05,1,24,01,08,2010,2,05,232,1,222,12,1,512,01,2,,,08,2011,1,0015000,5,1,070,,,3,030,,,2,,2,,000642.2615,1
03,1106,003,03697,04,03,1,32,05,08,2010,1,05,421,1,500,08,1,149,40,2,,,04,2011,1,0075000,1,1,060,,,3,040,,,2,,2,,000794.7308,1
03,1107,004,03698,04,02,1,45,02,06,2010,2,03,712,1,233,12,1,915,60,2,,,06,2011,1,0036000,1,1,090,,,3,010,,,1,0045000,2,,000663.0250,1
03,1108,003,03699,01,01,1,43,04,06,2010,2,04,834,1,234,24,1,834,60,2,,,06,2012,1,0075000,4,1,080,,,3,020,,,2,,2,,000681.5665,1
03,1109,001,03699,03,03,2,33,01,04,2010,1,63,421,1,235,12,1,421,05,2,,,04,2011,1,0060000,1,1,085,,,3,015,,,2,,2,,000863.2235,1
03,1110,001,03699,04,03,1,26,02,01,2010,2,05,413,1,300,24,1,413,56,2,,,01,2012,1,0072000,1,1,090,,,3,010,,,2,,2,,000824.1626,1
